resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B2-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B2-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B2-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B2-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B2-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B2-06,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B2-07,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B2-08,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B2-09,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B2-10,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B2-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B2-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B2-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B2-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B2-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B2-06,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B2-07,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B2-08,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B2-09,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B2-10,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B3-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B3-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B3-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B3-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B3-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B3-06,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B3-07,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B3-08,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B3-09,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B3-10,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B3-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B3-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B3-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B3-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B3-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B3-06,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B3-07,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B3-08,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B3-09,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B3-10,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B4-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B4-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B4-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B4-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B4-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B4-06,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B4-07,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B4-08,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B4-09,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B4-10,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B4-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B4-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B4-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B4-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B4-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B4-06,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B4-07,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B4-08,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B4-09,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B4-10,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B5-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B5-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B5-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B5-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B5-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B5-06,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B5-07,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B5-08,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B5-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B5-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B5-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B5-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B5-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B5-06,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B5-07,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B5-08,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 6,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B5-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B5-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B5-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B5-05,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B5-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B5-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B5-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B5-05,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Roof,,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,LSF-B-R.1,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,GEF-B-R.1,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,BUILDING C,,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 1,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-101,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-102,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-103,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-104,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-105,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-106,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-107,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-108,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-109,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-110,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-111,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-112,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-113,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-114,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-101,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-102,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-103,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-104,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-105,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-106,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-107,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-108,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-109,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-110,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-111,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-112,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-113,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-114,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 2,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-101,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-102,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-103,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-104,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-105,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-106,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-107,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-108,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-109,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-110,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-111,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-112,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-113,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-114,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-101,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-102,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-103,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-104,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-105,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-106,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-107,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-108,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-109,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-110,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-111,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-112,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-113,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-114,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-301,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-302,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-303,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-304,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-305,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-306,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-307,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-308,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-301,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-302,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-303,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-304,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-305,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-306,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-307,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-308,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-401,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-402,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-403,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-404,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-405,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-406,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-407,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-408,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-401,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-402,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-403,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-404,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-405,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-406,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-407,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-408,,,,,,,,,,,,,,,,,,,,
