"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"15b66d85-b2a7-4579-81e1-cddf0b290d3d","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"ef52f75a-e08a-4de7-a0ba-7d9f7252aaae","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"4175bfdb-1597-4c8a-bea7-dde7ade138b1","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"a079a84b-0702-4c2d-96f8-ca14a137319d","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"116b5bd6-44e3-4db8-a717-c6978d74ae61","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"11d71dcc-6a71-4618-9a99-137f01446010","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"375c8726-3323-4d69-9cc9-fff08928a1f4","","folder-normal","pass","","step","TRUE","FALSE"," QA"
"871dca51-8b02-413c-b4a9-852fa1bab6ff","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems"
"5baf3ea4-d8f3-4898-b7a5-e2c0a1b1dc1f","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 01"
"9a727234-643a-4b91-a2ee-982b25cdc260","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 01","Pre-Fit Off Checklist - Line 01"
"1a08e4f5-10e0-405d-b4d3-83eacdf06d14","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 09","Pre-Fit Off Checklist - Line 09","Plinths/ bases/post installed in accordance with details provided"
"705b3248-379e-4a63-86c7-46851a6f7775","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 09","Pre-Fit Off Checklist - Line 09","Photos taken"
"7fc57d53-cf33-4752-b549-b77f33e8a518","","checklist-flat","pass","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 09","Fit Off Checklist - Line 09"
"6e1d7ded-6a4f-41ef-934d-c963285f1f39","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 09","Fit Off Checklist - Line 09","Confirm the structure is in accordance with the details supplied by PBI"
"3e3b1f9a-004f-46e6-987b-7de340fda4b0","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 09","Fit Off Checklist - Line 09","EMAIL PM"
"55e343f6-7dec-4dc6-bd67-55156da8346e","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 09","Fit Off Checklist - Line 09","Photo taken of line pull test and swages"
"fd84ec4f-9afb-4bec-acab-915805cec2a4","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 09","Fit Off Checklist - Line 09","Photo taken of Engraved Line Plate / ID Tag"
"1d2481e4-81e2-47b2-ba67-f1c5903b7fae","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 09","Fit Off Checklist - Line 09","Video taken of system"
"a8e2d6d6-d736-429d-9f3a-49fd340073f7","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 09","Fit Off Checklist - Line 09","Installed as per PBI drawings supplied and manufacturer's requirements"
"0e1f140f-5e23-44f4-a4ba-6029a0e2dc39","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 10"
"1e5d670b-72a6-455a-97bd-814cc2d49495","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 10","Pre-Fit Off Checklist - Line 10"
"71db334d-941d-498f-93b9-eb6a14d48e75","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 10","Pre-Fit Off Checklist - Line 10","Confirm structure is in accordance to the details provided"
"5c724acb-db40-4c8c-b366-24157645ddc1","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 10","Pre-Fit Off Checklist - Line 10","EMAIL PM"
"d5399309-9243-43d5-bff8-7df2772daa8a","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 10","Pre-Fit Off Checklist - Line 10","Plinths/ bases/post installed in accordance with details provided"
"6ce93757-d2fb-4de5-8c9e-bcaabce969d0","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 10","Pre-Fit Off Checklist - Line 10","Photos taken"
"5d263fb2-7c81-4e9b-b406-e8328f2c1cfa","","checklist-flat","pass","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 10","Fit Off Checklist - Line 10"
"0a391074-eb6f-462c-b963-ecd34673cd1d","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 10","Fit Off Checklist - Line 10","Confirm the structure is in accordance with the details supplied by PBI"
"a9acc70d-4ded-4b85-b6a8-f9bfd57c792f","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 10","Fit Off Checklist - Line 10","EMAIL PM"
"70432cc2-380a-41b6-937d-10988b9e8fd6","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 10","Fit Off Checklist - Line 10","Photo taken of line pull test and swages"
"5131fac4-a45d-4c01-b6c3-03eb20d3e230","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 10","Fit Off Checklist - Line 10","Photo taken of Engraved Line Plate / ID Tag"
"7cc1db8f-2dab-4516-b4a8-a13c667e0885","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 10","Fit Off Checklist - Line 10","Video taken of system"
"6e44761f-999a-4c70-8dfe-a33268f1f780","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 10","Fit Off Checklist - Line 10","Installed as per PBI drawings supplied and manufacturer's requirements"
"0c3fa64d-484e-4d5e-8d13-1ab7bcab67c8","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 11"
"1226648c-b136-4ffe-b978-53ec2e663221","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 11","Pre-Fit Off Checklist - Line 11"
"c84aa91f-d4c8-43ef-872c-e68ed84429b8","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 11","Pre-Fit Off Checklist - Line 11","Confirm structure is in accordance to the details provided"
"86603052-425f-493b-976f-5248c0f79a31","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 11","Pre-Fit Off Checklist - Line 11","EMAIL PM"
"ce2575b4-7114-4996-873d-0a94ab440bfb","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 11","Pre-Fit Off Checklist - Line 11","Plinths/ bases/post installed in accordance with details provided"
"086ca808-abaa-4f03-84b1-a07914b04265","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 11","Pre-Fit Off Checklist - Line 11","Photos taken"
"ae08fcb0-7e0a-458b-98a2-9a9e8921712c","","checklist-flat","pass","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 11","Fit Off Checklist - Line 11"
"3d9610c8-1425-4ebc-8c31-05dcf4711ad7","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 11","Fit Off Checklist - Line 11","Confirm the structure is in accordance with the details supplied by PBI"
"8594e936-99f7-4c20-8e6c-a7548233c9e0","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 11","Fit Off Checklist - Line 11","EMAIL PM"
"00ad8b2a-3a66-4a7f-a3cf-fd38e43dffe2","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 11","Fit Off Checklist - Line 11","Photo taken of line pull test and swages"
"502ebfbf-2bd2-4f8c-8f87-c37ace6ba01e","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 11","Fit Off Checklist - Line 11","Photo taken of Engraved Line Plate / ID Tag"
"0b446c37-44a8-4658-a507-869f961e67f5","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 11","Fit Off Checklist - Line 11","Video taken of system"
"fdbe4931-bcb1-4cd7-8a6d-da58b679cbef","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 11","Fit Off Checklist - Line 11","Installed as per PBI drawings supplied and manufacturer's requirements"
"16086b8d-159b-4334-bd80-dd67149008c2","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 12"
"0487a9c5-16e3-4d61-bef5-321e3a3e60b1","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 12","Pre-Fit Off Checklist - Line 12"
"a80b7804-9cd8-401c-b1a3-7fbdd1b25daf","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 12","Pre-Fit Off Checklist - Line 12","Confirm structure is in accordance to the details provided"
"6f2f4078-df4f-4e60-bebd-26165f1f7fbd","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 12","Pre-Fit Off Checklist - Line 12","EMAIL PM"
"92d006ee-41d6-40c3-be9b-8ea566541b89","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 12","Pre-Fit Off Checklist - Line 12","Plinths/ bases/post installed in accordance with details provided"
"cec4e697-ac97-4666-9b41-b064cd7196d2","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 12","Pre-Fit Off Checklist - Line 12","Photos taken"
"47b2dc86-4317-4837-9a83-acb54f9ea01f","","checklist-flat","pass","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 12","Fit Off Checklist - Line 12"
"3097dede-f6d3-443a-9c3c-d602a4df2b5b","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 12","Fit Off Checklist - Line 12","Confirm the structure is in accordance with the details supplied by PBI"
"5b901d84-638e-4d49-8f31-e6e2ef3231d6","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 12","Fit Off Checklist - Line 12","EMAIL PM"
"f58f3686-51c2-45df-a506-01f854ac9dca","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 12","Fit Off Checklist - Line 12","Photo taken of line pull test and swages"
"8452f953-1816-4340-ab2a-6c6bc57e6e8b","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 12","Fit Off Checklist - Line 12","Photo taken of Engraved Line Plate / ID Tag"
"aa4dd9e5-2df7-43c1-b288-835f68764f6e","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 12","Fit Off Checklist - Line 12","Video taken of system"
"4f618ece-e403-4834-92fe-52e3f0a66194","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 12","Fit Off Checklist - Line 12","Installed as per PBI drawings supplied and manufacturer's requirements"
"f0051abb-46b5-4a81-8d27-54104bfea156","","folder-normal","pass","","step","TRUE","FALSE"," QA","1no AP Type 01 - Fall Arrest Anchor "
"4ac73018-1a25-4bc0-85c3-f5a0b9af657c","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","1no AP Type 01 - Fall Arrest Anchor ","Pre-Fit Off Checklist - AP Type 01 Anchor"
"d72f0c2e-8cc0-4432-ae89-93d335a975c7","","checkpoint-status","pass","","","TRUE","TRUE"," QA","1no AP Type 01 - Fall Arrest Anchor ","Pre-Fit Off Checklist - AP Type 01 Anchor","Confirm structure is in accordance to the details provided"
"d2fb8c5b-e354-4a57-a28a-b790517d7cb9","","holdpoint","pass","","","TRUE","TRUE"," QA","1no AP Type 01 - Fall Arrest Anchor ","Pre-Fit Off Checklist - AP Type 01 Anchor","EMAIL PM"
"ffa91877-1a52-43d2-b567-2bdcd44a6b76","","checkpoint-status","pass","","","TRUE","TRUE"," QA","1no AP Type 01 - Fall Arrest Anchor ","Pre-Fit Off Checklist - AP Type 01 Anchor","Plinths/ bases/post installed in accordance with details provided"
"4da0fde0-8c6e-4ffe-a8fc-670bdc23878e","","checkpoint-status","pass","","","TRUE","TRUE"," QA","1no AP Type 01 - Fall Arrest Anchor ","Pre-Fit Off Checklist - AP Type 01 Anchor","Photos taken"
"9a40a068-6425-470f-903a-999119b7dcb8","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","1no AP Type 01 - Fall Arrest Anchor ","Fit Off Checklist - Anchor 01"
"ff798b25-8058-40d0-a449-a2d47049ca57","","checkpoint-status","pass","","","TRUE","TRUE"," QA","1no AP Type 01 - Fall Arrest Anchor ","Fit Off Checklist - Anchor 01","Confirm the structure is in accordance with the details supplied by PBI"
"85d4aa9d-0584-4a0c-bac7-cbf430e8b7c0","","holdpoint","pass","","","TRUE","TRUE"," QA","1no AP Type 01 - Fall Arrest Anchor ","Fit Off Checklist - Anchor 01","EMAIL PM"
"32a7ffa5-8093-4941-9fdb-f78bc68e086e","","checkpoint-status","pass","","","TRUE","TRUE"," QA","1no AP Type 01 - Fall Arrest Anchor ","Fit Off Checklist - Anchor 01","Required number of photo(s) taken of installed anchor(s)"
"8189b778-9e72-4ec6-9b50-048a60fa4c72","","checkpoint-status","pass","","","TRUE","TRUE"," QA","1no AP Type 01 - Fall Arrest Anchor ","Fit Off Checklist - Anchor 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"6fb47da2-b3d3-4b52-bdd6-ce7689473430","","folder-normal","pass","","step","TRUE","FALSE"," QA","1no Ladder Bracket "
"edaa502b-aaf2-4a80-b076-c2c1e0e785db","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","1no Ladder Bracket ","Pre-Fit Off Checklist - Ladder Bracket "
"452ebb92-cf4d-4dd0-ad2d-adcaa400e810","","checkpoint-status","pass","","","TRUE","TRUE"," QA","1no Ladder Bracket ","Pre-Fit Off Checklist - Ladder Bracket ","Confirm structure is in accordance to the details provided"
"57a474b7-dd00-4ee8-b772-dbe2183f189f","","holdpoint","pass","","","TRUE","TRUE"," QA","1no Ladder Bracket ","Pre-Fit Off Checklist - Ladder Bracket ","EMAIL PM"
"c52df41e-bb87-4925-a2b9-ed89be0bb2de","","checkpoint-status","pass","","","TRUE","TRUE"," QA","1no Ladder Bracket ","Pre-Fit Off Checklist - Ladder Bracket ","Plinths/ bases/post installed in accordance with details provided"
"21ff7a34-1dff-47d8-9760-1d5c23c8bf02","","checkpoint-status","pass","","","TRUE","TRUE"," QA","1no Ladder Bracket ","Pre-Fit Off Checklist - Ladder Bracket ","Photos taken"
"018b2876-44ac-407a-8d70-2b97155e9e97","","checklist-flat","pass","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE"," QA","1no Ladder Bracket ","Fit Off Checklist - Ladder Bracket "
"13b02118-3ab4-4acc-85f9-b8413779189d","","checkpoint-status","pass","","","TRUE","TRUE"," QA","1no Ladder Bracket ","Fit Off Checklist - Ladder Bracket ","Confirm the structure is in accordance with the details supplied by PBI"
"11d3fb4c-3b88-4424-9ee2-dd2630827105","","holdpoint","pass","","","TRUE","TRUE"," QA","1no Ladder Bracket ","Fit Off Checklist - Ladder Bracket ","EMAIL PM"
"15895aa8-a76d-4df8-b3d8-4137a15a1954","","checkpoint-status","pass","","","TRUE","TRUE"," QA","1no Ladder Bracket ","Fit Off Checklist - Ladder Bracket ","Photos taken of installed item"
"f000e20b-5601-43b0-8c46-63fdf9b76fe1","","checkpoint-status","pass","","","TRUE","TRUE"," QA","1no Ladder Bracket ","Fit Off Checklist - Ladder Bracket ","Installed as per PBI drawings supplied and manufacturer's requirements"
"89930299-2c48-49a9-a747-f0c457f6a512","","checklist-flat","pass","Data Plate, Access Point & Carriages/Travellers","checklist-flat","FALSE","FALSE"," QA","Data Plate, Access Point & Carriages/Travellers"
"04626dbc-26a4-48d3-9786-f331b9c1c946","","checkpoint-no-status","no-status-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","Details of Data Plate"
"8fc26153-ede8-40f8-8c71-e720e0d0392a","","checkpoint-status","pass","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","1 photo required of Data Plate"
"a0039238-3e70-4b09-8f9b-b4704896cc84","","checkpoint-no-status","no-status-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","Details of Access Point"
"34ad3967-da7d-4a93-8e93-9a4be9ae0c95","","checkpoint-status","not-applicable","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","1 photo required of Access Area"
"e2d1123f-c42f-497d-9703-c8d8a47090a2","","checkpoint-no-status","no-status-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","Details of Rail Carriages/Cable Travellers"
"a590897f-c98f-4d8a-93e9-77cd18b63f4f","","checkpoint-status","pass","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","1 photo required of carriages/travellers"
"0ee42437-7609-4d55-8286-e5c3c83afc4c","","folder-normal","pass","","step","TRUE","FALSE","Roof Access Requirements"
"99873c32-b92a-4530-ba22-be91b78b1714","","checklist-flat","pass","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"fa922367-7da0-5b45-8c55-e13050286a3b","","checkpoint-status","pass","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"e7d5fb46-697f-45f8-85ad-ae26b6fedc41","","checklist-flat","not-started","Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"b02ecbcd-743a-4244-85f4-2f55e3101c5f","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Practical Completion","System installed and ready for review from Project Manager."
"1ee54f56-6cbc-40e7-b60e-2ed33324cded","","holdpoint","no-status-not-started","","","FALSE","FALSE","Practical Completion","Request Review from PM"
"8b86e3a1-902a-4a18-ac33-0af7521339f2","","checkpoint-status","not-started","","","FALSE","FALSE","Practical Completion","Project Manager has reviewed, checked and approved system."
"e9bc2a1c-a838-4d50-96b2-6ab09f53f744","","checkpoint-status","not-started","","","FALSE","FALSE","Practical Completion","PM to send to PBI admin to close out and archive"
