"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b8685f91-063e-4ed3-b65a-6f044df37d82","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"9251b7ac-796e-4183-b45a-a79cf3443a7f","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"eca9fb07-85f4-45cc-a587-9706d45a422c","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"939a3f11-a457-49fa-b1ea-c2cea7a40812","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"82622567-33f8-4b6c-ac1e-3d062c31d103","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"100bf9a1-2ccc-4a15-8e9e-88d6a459737b","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"298d32e8-3603-4748-b2a2-d23576a8e859","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA"
"19ed13a1-35d3-40b2-b53d-37f306e69561","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Halsey East Roofs"
"875c23d6-753c-47c3-8155-4e219232ce89","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Halsey East Roofs","2no UniRail Abseil System "
"3ad84ea0-9ed0-430c-9f9e-b96df4b6bb3c","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Halsey East Roofs","2no UniRail Abseil System ","UNRail 01 "
"3cf26c12-cc75-45c6-8a23-750e7850be85","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Halsey West Roofs","6no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 09"
"8df47bde-0be1-4139-b443-fbbfdce93a0e","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","6no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 09","Confirm the structure is in accordance with the details supplied by PBI"
"6fbf396f-b8f1-4fc2-ba79-125a292785b2","","holdpoint","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","6no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 09","EMAIL PM"
"34d2c1b3-2603-409d-be65-1a728355920d","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","6no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 09","Required number of photo(s) taken of installed anchor(s)"
"643915b1-87cc-4d0f-ac82-09eaf00767d9","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","6no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 09","Installed as per PBI drawings supplied and manufacturer's requirements"
"3aa949c8-a446-4596-b43b-db5e3058c421","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Halsey West Roofs","6no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 10"
"b67e6665-b294-4ea2-ae9a-65a5b0dd1025","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","6no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 10","Confirm the structure is in accordance with the details supplied by PBI"
"202b8132-46d2-436e-8f3e-ac4b1d28d706","","holdpoint","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","6no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 10","EMAIL PM"
"0343e45f-770d-4ec7-a142-748432549ca1","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","6no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 10","Required number of photo(s) taken of installed anchor(s)"
"18d2d08f-4086-48cf-b111-a5d5e78151b1","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","6no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 10","Installed as per PBI drawings supplied and manufacturer's requirements"
"fd5e9a3a-ccbf-4827-b4cd-106449be52a4","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Halsey West Roofs","1no RoofSafe Rail System "
"5887efd1-0f06-4b6a-91e6-562dcc0af58c","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","Halsey West Roofs","1no RoofSafe Rail System ","Pre-Fit Off Checklist - RSRail 02"
"b7d5d0b6-04ea-4f5c-8485-b06b0590361c","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","1no RoofSafe Rail System ","Pre-Fit Off Checklist - RSRail 02","Confirm structure is in accordance to the details provided"
"f2620580-7f33-4e57-8cf7-62a16e8d7022","","holdpoint","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","1no RoofSafe Rail System ","Pre-Fit Off Checklist - RSRail 02","EMAIL PM"
"2a59b315-45e4-4704-9c69-c4fb4a478ec8","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","1no RoofSafe Rail System ","Pre-Fit Off Checklist - RSRail 02","Plinths/ bases/post installed in accordance with details provided"
"47adc805-f130-431c-b651-56445f9f5218","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","1no RoofSafe Rail System ","Pre-Fit Off Checklist - RSRail 02","Photos taken"
"16ceefdc-3bea-46ea-9415-6f5b1e0e2e1f","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","Halsey West Roofs","1no RoofSafe Rail System ","Rail Checklist 02"
"c5f00884-5f7f-4b45-950d-1e6cb9e4cca9","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","1no RoofSafe Rail System ","Rail Checklist 02","Confirm the structure is in accordance with the details supplied by PBI"
"8c761ba9-f3bc-4a06-b0dd-0592ddc3b487","","holdpoint","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","1no RoofSafe Rail System ","Rail Checklist 02","EMAIL PM"
"ec81263a-390b-4023-8de9-917870cd61b3","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","1no RoofSafe Rail System ","Rail Checklist 02","Photo taken of Engraved Line Plate / ID Tag"
"3d746415-65f8-4582-acc5-9d68b66b306a","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","1no RoofSafe Rail System ","Rail Checklist 02","Video taken of system"
"6465db34-b685-4ee5-8dbb-224534b6d7d3","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","1no RoofSafe Rail System ","Rail Checklist 02","Description input of location / person Rail systems shuttle left with"
"e90289a2-8082-48fe-960d-07eb0ec074b7","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Halsey West Roofs","1no RoofSafe Rail System ","Rail Checklist 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"13639c61-5cb1-48c0-9333-f25669c68b23","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Flowers & Halsey Traders Roofs"
"c687d955-2bf1-498a-8b15-07f2289afba5","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors "
"6d9194c2-c03d-4b31-ba40-47281bf62ae3","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Pre-Fit Off Checklist - AP Type 03 Anchors 12-22"
"6c98235b-840e-41c0-9ae0-772ec7d8f4fa","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Pre-Fit Off Checklist - AP Type 03 Anchors 12-22","Confirm structure is in accordance to the details provided"
"2569dbb1-0238-4f08-8dd1-dd7ec26b50fd","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Pre-Fit Off Checklist - AP Type 03 Anchors 12-22","EMAIL PM"
"caf4710d-8e9b-4638-b34e-7acb9686f94d","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Pre-Fit Off Checklist - AP Type 03 Anchors 12-22","Plinths/ bases/post installed in accordance with details provided"
"2f298027-f625-458c-a44a-8427ed7b0289","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Pre-Fit Off Checklist - AP Type 03 Anchors 12-22","Photos taken"
"73186a48-2180-45ae-82b1-b37f16eaa622","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 12"
"8343ec60-e248-47f3-9e94-6b9b471191db","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 12","Confirm the structure is in accordance with the details supplied by PBI"
"4fd39627-009b-43d0-8f1a-a76d669810dd","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 12","EMAIL PM"
"cec6d2d1-862d-48c0-abaa-bca626be9b12","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 12","Required number of photo(s) taken of installed anchor(s)"
"d5330e99-3c41-445b-858a-5c93e32eb200","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 12","Installed as per PBI drawings supplied and manufacturer's requirements"
"3d62f563-1d81-475e-b3de-a89324e61ba4","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 13"
"755971bf-bd44-47e9-975c-eb8a4cc0f6b3","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 13","Confirm the structure is in accordance with the details supplied by PBI"
"f707778a-fa68-4ad7-91d8-284071425872","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 13","EMAIL PM"
"f12c4ba9-f3ad-463f-8d12-d5b16a83fd00","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 13","Required number of photo(s) taken of installed anchor(s)"
"dbf52ce9-d333-487b-86f2-b4069c549fc3","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 13","Installed as per PBI drawings supplied and manufacturer's requirements"
"be886460-6fe3-4b90-8031-76e99f16dfa5","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 14"
"104e41bd-fe6a-4c5b-b182-6d7355b739ed","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 14","Confirm the structure is in accordance with the details supplied by PBI"
"6c750c17-8a8c-462d-aea5-ba3373b1ef55","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 14","EMAIL PM"
"b669bc9d-de72-4316-9ef2-ee03d4e504ea","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 14","Required number of photo(s) taken of installed anchor(s)"
"6b47f79c-f624-4baf-a9a4-f43cd8ec0125","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 14","Installed as per PBI drawings supplied and manufacturer's requirements"
"134d2a6f-1be0-44aa-bea5-97e2104afedb","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 15"
"17f13053-05d0-48f0-8027-6ef639757d93","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 15","Confirm the structure is in accordance with the details supplied by PBI"
"51aeb0a8-f344-4905-baf7-993437371a44","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 15","EMAIL PM"
"92b4665c-d809-4dd2-b1d2-63c589e0d1d5","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 15","Required number of photo(s) taken of installed anchor(s)"
"b09f07f1-6efa-40d4-ae8f-98c52b5ba420","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 15","Installed as per PBI drawings supplied and manufacturer's requirements"
"ae0abc80-0fd3-4d1e-ac7d-a1a09805a408","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 16"
"c11c71e8-2642-4661-a089-7c880324ed3d","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 16","Confirm the structure is in accordance with the details supplied by PBI"
"af42edfa-b235-4ec1-940f-6767cf13fcbc","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 16","EMAIL PM"
"0091a95b-c077-4cb3-94c5-1bacc4d09a8f","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 16","Required number of photo(s) taken of installed anchor(s)"
"9ab8d2c5-2ef8-461e-bc2b-7944759851f6","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 16","Installed as per PBI drawings supplied and manufacturer's requirements"
"36161160-a6b8-4a19-a206-f6dceeda9c3b","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 17"
"b60f1996-0645-4e0d-9812-46dfc42e0c5f","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 17","Confirm the structure is in accordance with the details supplied by PBI"
"c3ac6741-e422-40a6-813c-101541d7eebc","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 17","EMAIL PM"
"2fa41f7b-6527-4887-bdc5-50121a13a06f","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 17","Required number of photo(s) taken of installed anchor(s)"
"81194213-567b-4ace-adf9-c4a30b34e635","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 17","Installed as per PBI drawings supplied and manufacturer's requirements"
"b69c2799-eb30-4e71-95be-a1a21f6e5601","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 18"
"5edada69-209a-41a8-aff0-6912f117b5b4","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 18","Confirm the structure is in accordance with the details supplied by PBI"
"152f22cf-c6a1-4408-bf06-2665f3a4c68a","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 18","EMAIL PM"
"9d7e8f9c-6ab2-435e-8cb2-770ae1fbfa92","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 18","Required number of photo(s) taken of installed anchor(s)"
"ff67d925-0667-48f5-bcac-61c8af5e756c","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 18","Installed as per PBI drawings supplied and manufacturer's requirements"
"3a3f9bdd-2020-4ab4-bccc-306ce0e0e105","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 19"
"1da0edbb-0ba8-46dc-b877-f618621a482a","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 19","Confirm the structure is in accordance with the details supplied by PBI"
"094778dc-5718-4c29-a578-67a8a972d7c6","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 19","EMAIL PM"
"8a020811-8760-4772-aa58-b869f7f35deb","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 19","Required number of photo(s) taken of installed anchor(s)"
"f42a1b4c-b69d-449f-8336-5178d557fc56","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 19","Installed as per PBI drawings supplied and manufacturer's requirements"
"0643a9dc-2c9b-4829-a7f3-5aecd65f4689","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 20"
"38a2a956-706c-4b30-acb4-1135dd49c073","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 20","Confirm the structure is in accordance with the details supplied by PBI"
"0c2d0677-b633-452d-ae18-381720b9f3aa","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 20","EMAIL PM"
"ce9109f1-99d0-4663-aaa1-4f85e4efc9fe","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 20","Required number of photo(s) taken of installed anchor(s)"
"09d87979-0d77-4ee2-8650-76c565900c8d","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 20","Installed as per PBI drawings supplied and manufacturer's requirements"
"68ec6080-a636-44b7-a3d5-e94bf70ef826","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 21"
"84995e58-8c76-4e28-ada6-4d2237034ec2","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 21","Confirm the structure is in accordance with the details supplied by PBI"
"52d31280-a985-41c9-b39d-88f00895017a","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 21","EMAIL PM"
"e02f5959-927e-498a-a682-ce28fcf57059","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 21","Required number of photo(s) taken of installed anchor(s)"
"35715931-3600-4479-8399-3fe92ec64c5f","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 21","Installed as per PBI drawings supplied and manufacturer's requirements"
"7e717272-4caa-4488-879e-1cf6348664fa","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 22 "
"f0299454-36ad-4d3d-bf2a-15de9dc5629e","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 22 ","Confirm the structure is in accordance with the details supplied by PBI"
"b3876585-744d-4a43-b93b-7b1bfd9eef38","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 22 ","EMAIL PM"
"5e882395-61f1-4f07-b2d1-afd7109baff7","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 22 ","Required number of photo(s) taken of installed anchor(s)"
"ee386288-b5dd-471e-a90b-dc3905377ad1","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","11no AP Type 03 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 22 ","Installed as per PBI drawings supplied and manufacturer's requirements"
"2d842fbc-5b94-43d3-afa9-b979caf755d9","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Flowers & Halsey Traders Roofs","1no Type 04 - Fall Arrest Anchors "
"1127fb03-7af3-4432-9909-a2e3efc702dd","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","1no Type 04 - Fall Arrest Anchors ","Pre-Fit Off Checklist - AP Type 04 Anchor"
"deea45c2-044b-4885-ad26-1eb7b5569b5b","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","1no Type 04 - Fall Arrest Anchors ","Pre-Fit Off Checklist - AP Type 04 Anchor","Confirm structure is in accordance to the details provided"
"eab24d1d-1462-4e96-a2e3-42cb6b2076c4","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","1no Type 04 - Fall Arrest Anchors ","Pre-Fit Off Checklist - AP Type 04 Anchor","EMAIL PM"
"a88d8363-28aa-4dbb-968c-77cbaf0bd786","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","1no Type 04 - Fall Arrest Anchors ","Pre-Fit Off Checklist - AP Type 04 Anchor","Plinths/ bases/post installed in accordance with details provided"
"9ac732a4-ae95-4943-b11c-76ca7b2aa8ff","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","1no Type 04 - Fall Arrest Anchors ","Pre-Fit Off Checklist - AP Type 04 Anchor","Photos taken"
"e3ededaa-575d-4178-9210-1d1a2f14d54e","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Flowers & Halsey Traders Roofs","1no Type 04 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 11"
"396caa89-e3f5-4c35-8b6a-4f44be034239","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","1no Type 04 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 11","Confirm the structure is in accordance with the details supplied by PBI"
"a8d67acd-d610-4b2b-8273-54ae714f5b19","","holdpoint","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","1no Type 04 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 11","EMAIL PM"
"0cbb1302-4551-40d2-baef-ee5ad74d0b05","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","1no Type 04 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 11","Required number of photo(s) taken of installed anchor(s)"
"f6c5b3c2-76c4-48d5-81ce-0cc06ef7acff","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Flowers & Halsey Traders Roofs","1no Type 04 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 11","Installed as per PBI drawings supplied and manufacturer's requirements"
"b56bc086-1574-485f-85bb-f8d3d4b66ee4","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Pakenham Roofs"
"770b8b5b-7e3b-48cf-a88a-f6ea872519c7","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Pakenham Roofs","3no UnRail Abseil Systems "
"9eae0c7f-e478-4107-9727-19efdf063f73","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 04"
"64ad127f-f714-4c39-829e-e1030224a1d8","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 04","Pre-Fit Off Checklist - UNRail 04"
"bae93207-0eea-499b-aa65-8f8b07c7214f","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 04","Pre-Fit Off Checklist - UNRail 04","Confirm structure is in accordance to the details provided"
"7a4f9ec2-5b82-4fc8-bcd0-26a91e6a3609","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 04","Pre-Fit Off Checklist - UNRail 04","EMAIL PM"
"28d0ba49-8e92-44a0-8e2d-de6c4d0e56f6","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 04","Pre-Fit Off Checklist - UNRail 04","Plinths/ bases/post installed in accordance with details provided"
