"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"cd89ac53-6e40-44ad-b6ad-e315c54a4b93","","folder-normal","work-in-progress","","step","TRUE","FALSE","Barriers"
"7aa448e8-c9a1-4e44-a1b5-76fea4417149","","folder-normal","pass","","step","TRUE","FALSE","Barriers","TL5"
"40d569c6-c4c3-44af-adab-f4ad96bad8e8","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Barriers","TL5","TL5-01 09/10"
"3bc473ff-3c8e-5ebd-9efc-a6c54f49be93","","checkpoint-group","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Barriers","TL5","TL5-01 09/10","Info"
"c78356b8-4b39-559f-aad4-94a121658f63","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-10 10/10","Concrete","Concrete results obtained"
"a5929641-b8e0-5654-8799-ecb254671c89","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-10 10/10","Concrete","Concrete Docket Attached (photo)"
"d052d323-6a9a-5f55-9643-90e7b48866cf","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-10 10/10","Post Pour"
"c78b8d55-6b53-509b-ac8f-296abaa7e788","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-10 10/10","Post Pour","Post pour Complete"
"b61e5e1a-f345-5834-8ea6-845b02b188b5","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-10 10/10","Post Pour","Remedial Required"
"b39c1b78-ce45-568d-b6fa-c688c02c879f","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-10 10/10","Post Pour","Mould Face Finish"
"d2251a3b-0deb-5a48-98f5-8dcd099e9718","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-10 10/10","Post Pour","Near Face Finish"
"34a89e61-e001-5b62-af71-ca3120555566","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-10 10/10","Post Pour","Cast -In/Inserts/Penetrations"
"63dde937-2f8f-5131-9835-f9db9be69c47","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-10 10/10","Post Pour","Starter lengths/Positions"
"10a53574-4c86-5fd5-9e7b-120705fb54a5","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-10 10/10","Post Pour","Approved"
"46e29ae8-c880-552e-8bc8-a0e477d26b83","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-10 10/10","Post Pour","Mill certificate attached"
"8b78c102-0d00-4a47-87eb-0975f056d466","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10"
"862326ba-62f5-5a64-b2b4-e36e8f5a034a","","checkpoint-group","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Info"
"68fdc15c-b846-5c54-98ce-0ac05ea4e8d1","","checkpoint-no-status","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Info","Information Complete"
"c062c6b7-6225-5dfa-be24-dfc907b7a5c1","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Prepour"
"1dbfa211-2269-56fd-9dd9-c3df999eea3d","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Prepour","Length/Width/Thickness/Cutouts"
"ed668cd7-a31a-5fdf-84d1-44f0771e9502","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Prepour","Square"
"c57f8f36-ba9f-5e38-94b6-94015e3051b6","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Prepour","Edge Details & Rebates"
"10c1a913-3ec8-593f-ab90-0686b7f5762f","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Prepour","Cast in items (Inserts, Weldplates)"
"2ef01a29-efdc-500b-9a64-d04821cd0395","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Prepour","Main Reinforcing"
"fee6a88b-c618-5d85-a82e-464c6a805bec","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Prepour","Starters"
"58522349-1e8f-5846-93cb-5c10c919e9a1","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Prepour","Stirrups"
"9a09e12f-b490-5985-b166-17a955bcf826","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Prepour","Lifters"
"0d1c01cd-43c7-58ad-96c6-ce0e73622ae3","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Prepour","Mould Cleaned & Oiled"
"fbdcc0c4-9a23-5b9c-a81d-c1128ddc4c38","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Prepour","Tie wire Trimmed"
"3f926a64-de60-5efe-bcbf-a6933a63d732","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Prepour","Rugasol"
"f385fa8d-e9e3-5ff9-a0e0-2f5a7930b19b","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Prepour","Drawings & General Photos"
"3e78b75e-2bdd-5b71-ad61-afc29f37bb2b","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Concrete"
"afe10a78-2db7-5777-a90a-ee1f8ee4f262","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Concrete","Concrete results obtained"
"04b0ac02-836d-5270-b6f6-8a58c6a15173","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Concrete","Concrete Docket Attached (photo)"
"7be9e69c-dc86-5f57-a0a9-71db5598324d","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Post Pour"
"b842b69c-6d8e-520c-a082-403bf4030c24","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Post Pour","Post pour Complete"
"ac45079a-936b-5911-92cf-7cfa842f3d5e","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Post Pour","Remedial Required"
"83c16c3b-a244-5851-9d30-735a5cb00dff","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Post Pour","Mould Face Finish"
"32dac71a-9e47-5a42-9ee4-8163335fcc29","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Post Pour","Near Face Finish"
"dbae0925-1a81-5f0b-8fb0-12d92d841154","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Post Pour","Cast -In/Inserts/Penetrations"
"74a8d78e-1b0f-5bd5-a0d3-b67ade5b0598","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Post Pour","Starter lengths/Positions"
"07e2a309-83f3-535d-b93b-3ea97aa0104f","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Post Pour","Approved"
"5c3e3eec-9e59-58ff-bda0-f89f81831fe6","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-11 11/10","Post Pour","Mill certificate attached"
"b20e9df2-7086-4492-98be-5b262cbbd5a8","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10"
"43d23708-c52a-5695-994a-f1c58f83b6df","","checkpoint-group","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Info"
"640f77b7-dd96-5aea-a101-0db93142994e","","checkpoint-no-status","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Info","Information Complete"
"3a0e7805-df19-5cb3-8c89-340dd3bea958","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Prepour"
"64a7f7da-afbd-5495-8cdf-b26a424ad940","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Prepour","Length/Width/Thickness/Cutouts"
"6f6e8c89-a202-5114-87da-c1c13b463186","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Prepour","Square"
"39a1e0f1-7e16-572c-b819-46b0da6da389","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Prepour","Edge Details & Rebates"
"c8bd6841-4708-5bc1-b1cd-4217f50b2505","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Prepour","Cast in items (Inserts, Weldplates)"
"55d32049-00cd-5122-be37-74b3f11b0d1c","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Prepour","Main Reinforcing"
"534e9474-321d-5eb9-a194-796e4f1a6622","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Prepour","Starters"
"fc0cfcf6-4621-51e3-8221-b97087d2f478","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Prepour","Stirrups"
"66c33d5a-bec4-5929-9de3-2516973426b7","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Prepour","Lifters"
"cd20cb3e-a1d9-5e6e-927a-fedfd939ebfb","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Prepour","Mould Cleaned & Oiled"
"636a915f-ba8e-552a-90ab-458717b17970","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Prepour","Tie wire Trimmed"
"ab1e9801-afd2-5bad-8559-a7eaa4afad85","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Prepour","Rugasol"
"3b640b47-a256-5599-85b8-1ebce976be53","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Prepour","Drawings & General Photos"
"59ef92f1-16b1-53ed-8ec9-67456f3035e7","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Concrete"
"c50ce032-b5e4-50a1-8f32-bd3da2d8093e","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Concrete","Concrete results obtained"
"c8ad9542-2c09-5436-a938-c4e984106190","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Concrete","Concrete Docket Attached (photo)"
"296faf1a-be13-5236-b6d2-bd7e85696dc7","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Post Pour"
"427b8269-f27d-55d9-b830-710266c55dd0","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Post Pour","Post pour Complete"
"d6af493b-9595-5d0d-bf86-355f001e1dfc","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Post Pour","Remedial Required"
"d29d99d1-da19-55cd-a946-4eb9a748ec2f","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Post Pour","Mould Face Finish"
"7ff0dd56-1199-5b49-99fc-11481d15e07b","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Post Pour","Near Face Finish"
"676df642-c79e-5fc3-a779-f83b3c27dfed","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Post Pour","Cast -In/Inserts/Penetrations"
"57d42a84-937a-5e32-933c-a896b56222e5","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Post Pour","Starter lengths/Positions"
"5053e71b-9c83-583c-a581-2f6bce76a5a6","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Post Pour","Approved"
"d4498a0f-5f8f-5c0a-8079-736ca9c90549","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-12 11/10","Post Pour","Mill certificate attached"
"a25cb6d6-baf0-4a5b-85e6-287a8533ee95","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10"
"75ba97ab-d1c9-5177-b875-e9cf6c40b353","","checkpoint-group","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Info"
"36f5464a-39da-5661-8061-27cf0d8b8941","","checkpoint-no-status","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Info","Information Complete"
"b7ed1fca-2d30-5cf3-a471-c469edb0f95a","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Prepour"
"6a9e4a61-b431-5d5c-8f2b-aae88032f07d","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Prepour","Length/Width/Thickness/Cutouts"
"88cc1b60-e535-54c4-8918-450ba4f3c435","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Prepour","Square"
"69d4cc9b-38ce-5f32-980b-b31b17729dd0","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Prepour","Edge Details & Rebates"
"3869825e-73a0-5d67-a76f-1ba944be3bf0","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Prepour","Cast in items (Inserts, Weldplates)"
"86101950-53ba-5c5e-ac64-f76cc83f665b","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Prepour","Main Reinforcing"
"a156f2b7-edf3-5d20-a262-a88d026d6b23","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Prepour","Starters"
"7ab19997-f33e-5143-98a6-d471671d8bab","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Prepour","Stirrups"
"3658b8d1-ec89-5703-bb25-5817e2c4e1cc","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Prepour","Lifters"
"0f9af2a4-08cb-5ace-b2ed-77ea1fcd34ce","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Prepour","Mould Cleaned & Oiled"
"9d8c28b5-5fec-5e74-9dfb-cfbc0c8e382b","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Prepour","Tie wire Trimmed"
"d109593d-ebff-572b-8e88-6fb7acf9de1c","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Prepour","Rugasol"
"a46e9e6a-1fd6-5a14-ac64-fac8fc76ec52","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Prepour","Drawings & General Photos"
"917196d2-6a99-5a2a-bb91-dc7736170cd4","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Concrete"
"0e653141-a8e9-50a9-a628-530dc2b994ae","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Concrete","Concrete results obtained"
"887e14c5-0384-5833-915a-e2f0c46d3d3b","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Concrete","Concrete Docket Attached (photo)"
"40a8decc-f6ec-55fd-978c-d98fa429fa43","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Post Pour"
"a5c18841-0684-5b55-b573-6e4061cade52","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Barriers","TL4","TL4 Median 6m","TL4 M-13 11/10","Post Pour","Post pour Complete"
