"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"51cdc344-a3f0-4c5c-bc26-3def62e8f8a8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"130ebf7c-400c-4181-9abf-822367a7ae60","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1"
"e12ab284-42b0-4794-bb2c-7e80d7cdb087","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12"
"6e545636-c428-4de5-8a49-f0a18470c6e0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12","Inground Plumbing Installation"
"0c972001-9da9-4401-8636-c2561d9957e9","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"eeba93b9-2ef3-47b0-9698-675d57a2564e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation"
"18745aee-3992-47bd-9522-9bf64d6312eb","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"56dc5e3f-6a38-4412-8259-fe5e3f6fa5ba","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"bad9cc31-0bbd-4948-b0e3-c28676b5dc7e","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Shower & Tapware Installation"
"d2ccadb1-317a-4592-bb4f-0226ce6ef6c5","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Bath & Tapware Installation"
"55a56aa8-ade5-44ee-98aa-fde366d3c4b4","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"01ede546-51d5-4051-aba7-53d1b74a5b9b","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Washer Machine Installation"
"4978ee55-a99c-43d8-b56f-4b65028e0480","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"26550b40-ca60-43bc-a64e-8a4e101af3b1","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Tundish Installation"
"5bc9f47c-f24c-404f-b0df-0c33e6b60d31","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Hose Tap Installation"
"d48da0bc-0f00-4e92-8bf8-47bc8673bf9b","","checklist-sectioned","not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Gas Appliance Installation"
"3d5cb0cf-7e8d-47e8-bf0e-43f4e2c1bf31","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 22","Hot Water Unit Installation"
"7f0757ff-3285-4a6d-b223-104ae49311b8","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"6713986f-9a8e-4511-9842-55539f6e1b4d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 22","Testing"
"37e6eaba-1927-40a2-b78f-66067a674e04","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Testing","Testing Drainage Pipework (Air Test)"
"e8b48f77-50c9-47c3-b33f-7cb901118d4f","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Testing","Testing Drainage Pipework (Water Test)"
"b8ab61ec-b137-4a2d-a7bc-119f8b683946","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Testing","Testing Water Pipework (Water Test)"
"ede97abb-a3d5-4fa9-9d3d-23a8899a96d2","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Testing","Testing Gas Service (Air Test)"
"907ba024-3847-4bed-945b-b27188986030","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 22","Commissioning"
"fc28ce30-3b75-4ca1-b82d-fa8a06fdf85e","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Commissioning","Commission Fixture Group"
"de4dd2f1-1c6e-43d0-9ca0-945faad25053","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Commissioning","Commission Hot Water Generating Plant"
"90e7209e-b9d4-401d-ba93-fe8cecc89159","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Commissioning","Commission Reduced Pressure Zone Device"
"1ada1704-4648-42fa-bf4a-cc49cc2c365e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23"
"40acb188-199f-4f74-80ee-72ca633cf2ea","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23","Inground Plumbing Installation"
"2cdd002a-af3d-4273-8990-a6a37a93ce64","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Inground Plumbing Installation","Authority Main to Meter Installation"
"c606e1e1-4302-49fd-84ee-9a2af456ad4a","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Inground Plumbing Installation","Drainage Installation (In-ground)"
"d3b8d76d-8267-4eb6-bfa7-5f808916160a","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Inground Plumbing Installation","Water Service Installation (In-ground)"
"d54a4dc2-1e11-4f93-b92f-5da847ad2320","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"c2dcb250-7b5c-4587-8ff0-8f17ea05f010","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23","Rough-in Plumbing Installation"
"09bdb0fa-3cdf-48ad-913d-571985e340e5","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Rough-in Plumbing Installation","Waste & Vent Installation"
"799eb579-4345-475b-9f95-c450f583a2b3","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"0545932b-4bc3-46c7-ac81-414ff65d44b7","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"01b3d8f7-83ca-4388-81b1-257ca423b260","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation"
"f4025441-5fbd-46a4-803e-311d996acef2","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"9154fcf1-1848-4ed9-9275-eda52adefcb0","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"e33de92b-6ea7-4447-a03d-c7b6aa0fc5dc","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Shower & Tapware Installation"
"a3357875-a037-4381-9ea2-02adaca98791","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Bath & Tapware Installation"
"08b3c398-9d5b-4256-bd04-0e34d4f537c9","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"052497a3-bc34-4f23-8fc5-60df47f257d4","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Washer Machine Installation"
"8c3052a4-a8a2-4770-91ca-5c7b72113544","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"036fda4b-ebbe-4ee2-9183-d561916641e8","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Tundish Installation"
"9ee3756f-938a-4cd6-9a5e-b5b83886642f","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Hose Tap Installation"
"d8ccbff3-918d-4217-a593-a2de8f5e8a25","","checklist-sectioned","not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Gas Appliance Installation"
"48977610-ebf9-45b9-88d5-46ba95c440b7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23","Hot Water Unit Installation"
"589b7a2c-6bab-495c-9bc5-3a9d2bf8dab8","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"f66b33f7-7bbc-42b0-b3be-9b789f2c7c74","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23","Testing"
"4f6b45bb-56ea-4d39-b3f7-958a0e22ab21","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Testing","Testing Drainage Pipework (Air Test)"
"1a729029-06c7-48a9-a770-247e8e1f8d9b","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Testing","Testing Drainage Pipework (Water Test)"
"bf3aaf85-74ef-477e-977b-fb2b1086de09","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Testing","Testing Water Pipework (Water Test)"
"dba6035b-2e90-4059-84c3-e8f0e29bfbc1","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Testing","Testing Gas Service (Air Test)"
"a97ca1a2-f873-496b-b29c-fdaa8f5e943c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23","Commissioning"
"6ca08bbd-e9eb-4b4b-8e93-bcffc27911fb","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Commissioning","Commission Fixture Group"
"88f613c1-c351-4662-ae77-5e620fe2f5a6","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Commissioning","Commission Hot Water Generating Plant"
"2d6ea7bc-2fa4-47e2-a608-dbeb43064523","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Commissioning","Commission Reduced Pressure Zone Device"
"3a6888f4-c68b-4475-b1a6-c621523237ed","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24"
"2b9304ed-48e0-438e-8dee-7590a4bf992f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24","Inground Plumbing Installation"
"b535319c-903a-478e-a86f-ee317870db05","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Inground Plumbing Installation","Authority Main to Meter Installation"
"10172a2c-6fd2-4766-80e5-9bef628038c5","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Inground Plumbing Installation","Drainage Installation (In-ground)"
"1eeb3671-3886-4e4d-80d5-49e2ac431e97","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Inground Plumbing Installation","Water Service Installation (In-ground)"
"71b6e39a-eeb9-47c8-9cd0-157d50867c9f","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"3c08854f-ff9e-4768-abfb-9197ab4a649e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24","Rough-in Plumbing Installation"
"4cd7a8f8-c031-4dfc-b74e-d7b1815bf435","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Rough-in Plumbing Installation","Waste & Vent Installation"
"ad43fdb4-2c15-461a-8767-7a2afc884fe4","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"5fff9b55-5cb7-4c60-81a5-e979152182e6","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"959def8d-5084-4793-a7b7-d95629ecef85","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation"
"75e92479-a535-4667-b173-ae6949e219a3","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"f3225d39-f848-4cbf-8a55-afd03dcf36a8","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"dccf88a7-c74b-40aa-abdd-c577b6d212bf","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Shower & Tapware Installation"
"7692f81e-d388-4a82-9fcb-35553509d444","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Bath & Tapware Installation"
"91214896-123a-489a-854f-747f3306db0e","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"63dac62d-b455-419c-9828-0922df7dd547","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Washer Machine Installation"
"ac9752e6-c8c5-4b20-ab0a-b93df4733d81","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"c88fb78d-c025-4d71-a76f-7b36caeda4f5","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Tundish Installation"
"32448599-b1c7-4f2b-954e-62ec5308d259","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Hose Tap Installation"
"accdf289-9f7a-4a12-b2f9-c680f42a8e5b","","checklist-sectioned","not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Gas Appliance Installation"
"ccbb6ef8-f522-4fd2-94c2-2753a78bad36","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24","Hot Water Unit Installation"
"c50bc8d0-ab4f-437d-99e4-9921f102bc83","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"268bd2b0-fd93-4b4e-bc8f-e7f7fa901146","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24","Testing"
"2dbfde50-28e6-40c3-862b-19d586796f30","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Testing","Testing Drainage Pipework (Air Test)"
"eb162773-ee5a-4187-b9fb-9e1308f0b51d","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Testing","Testing Drainage Pipework (Water Test)"
"7e9ebe1b-6153-45ce-88a1-3d57e9225ced","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Testing","Testing Water Pipework (Water Test)"
"215a01dd-d22e-4231-8a99-7d7f7fdc77bb","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Testing","Testing Gas Service (Air Test)"
"be15c320-8c29-4918-962c-01cde8b13dc2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24","Commissioning"
"9bc3a747-5a58-4b20-b7be-d99598efea62","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Commissioning","Commission Fixture Group"
"d2dae312-7c58-4689-aa77-bf3031cc4783","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Commissioning","Commission Hot Water Generating Plant"
"4d030ce9-853c-436c-a07c-0ebf700c58a5","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Commissioning","Commission Reduced Pressure Zone Device"
"bdb8586f-d0e9-4878-94d0-77d286f3a8b6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25"
"a99d3992-885e-4371-8940-2f8c0a026da4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25","Inground Plumbing Installation"
"6533fcd9-6636-4485-b980-0a83daf9056a","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Inground Plumbing Installation","Authority Main to Meter Installation"
"fdcba19c-d11e-4b4a-8dbc-1ec310c2f6af","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Inground Plumbing Installation","Drainage Installation (In-ground)"
"5110ad4d-e0b6-48ba-ae40-87a623bbff77","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Inground Plumbing Installation","Water Service Installation (In-ground)"
"e9144390-402f-4ea7-a778-36e7bc3b684e","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"523d07e3-9793-4a99-abf9-c10b58b3d365","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25","Rough-in Plumbing Installation"
"ed1cd911-ca96-4b0f-bc33-77d7c590a5d6","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Rough-in Plumbing Installation","Waste & Vent Installation"
"d5e594ed-ecb4-4e67-a888-3670bb3f4694","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"8c359f34-5010-4f89-a0df-a2c9f01b3594","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"01b180d8-3f7f-4425-8e8d-8c39e3213de3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation"
"4b3a2aa8-79a8-4197-bc1c-5b7fbf366955","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"6bf2e8be-3af6-41bb-8ba9-849d1c414a1d","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"0431667b-cbf9-4b76-ad98-271e91da079b","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Shower & Tapware Installation"
"f2ea705d-ec33-4933-84cc-c49219544b6c","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Bath & Tapware Installation"
"7026736d-9cf7-4189-8618-c9cb7360601c","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"5a822629-bfb4-4c76-bd46-e7cce732fdc4","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Washer Machine Installation"
"bb5af167-4b48-4117-8b78-a557687aa664","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"16e1572a-10f6-4195-b632-b615ff7ed58a","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Tundish Installation"
"57755e27-9083-446b-a279-e3947f68623e","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Hose Tap Installation"
"83532745-035b-4248-90c4-a957c540704c","","checklist-sectioned","not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Gas Appliance Installation"
"4eab106c-9bc1-4f7c-8aa5-082ca45011a9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25","Hot Water Unit Installation"
"bba99f11-4514-4e7b-9c3a-efc69ca1029b","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"b7f07c5f-9372-4a08-8aea-d09a3e943588","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25","Testing"
"307d00ee-760f-4941-9ade-5da7171aad6e","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Testing","Testing Drainage Pipework (Air Test)"
"d93545f9-3e0d-4b73-ac83-7c2b76f5b3cb","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Testing","Testing Drainage Pipework (Water Test)"
"495b1a29-515a-47f1-9bb2-c3db89a7954e","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Testing","Testing Water Pipework (Water Test)"
"888d11f0-56bf-4a04-9947-c190f20bca57","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Testing","Testing Gas Service (Air Test)"
"0d194ee9-7a2c-47e4-bb10-2a1b5a232595","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25","Commissioning"
"9e52ffe8-6fb5-4458-9d9b-7907920d2b26","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Commissioning","Commission Fixture Group"
"af014f46-15d2-4391-b172-63e78b40a60f","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Commissioning","Commission Hot Water Generating Plant"
"36ae9531-8234-4080-adec-e820a3d92af8","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Commissioning","Commission Reduced Pressure Zone Device"
"2cfd725c-6538-4a6c-a5ed-fef2edd0c325","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 26"
"c52ef625-bfc9-4640-8e68-168063d2f8ad","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 26","Inground Plumbing Installation"
"7780e73e-160c-4736-8c27-f382a2f80de5","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Inground Plumbing Installation","Authority Main to Meter Installation"
"caa549d6-9fd5-4331-85e6-d89721e94c31","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Inground Plumbing Installation","Drainage Installation (In-ground)"
"72c750d1-6666-41aa-9643-b0bd7fc7db2d","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Inground Plumbing Installation","Water Service Installation (In-ground)"
"1235ddf7-e697-49af-af9e-539840cdbc8c","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"74b4e3b3-f265-4e02-9a38-2b2163307e46","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 26","Rough-in Plumbing Installation"
"01edc825-94ad-4983-855f-9af7770fe68f","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Rough-in Plumbing Installation","Waste & Vent Installation"
"b699802e-800f-4345-96ba-d864fb79e5bd","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
