"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f12e6f2a-b2fc-4966-80d0-d4a467ec75d3","","fail","","folder","TRUE","FALSE","First Fix to Walls"
"f6b5697e-7648-49d4-a8e5-d1c06a534566","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0"
"e661aac3-3b25-4bb4-aef6-4b5650f7c8a5","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1"
"2f088115-8901-49bb-9658-793076ac43a9","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","Circulation - RAD - 0.004"
"021b5b8f-c5d5-45bf-9471-158d466416dc","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.309","QA - LCL - Part 2"
"a1cd3870-bc51-4bef-933b-6b0924e96154","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.309","QA - Contract Coatings"
"371aaabb-fb8f-4ccd-b704-7da65def1b58","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed ISO N - EDM - 1.310"
"9018e601-f0a2-48c9-aa00-0d2d081222f3","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed ISO N - EDM - 1.310","QA - Hanlon Plumbing"
"543ba98a-b755-4e04-bae4-5210e2c823f6","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed ISO N - EDM - 1.310","QA - HelRimu"
"38d80b72-5b2f-4fcb-9fa3-2971ab4f402a","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed ISO N - EDM - 1.310","QA - Gilcom"
"f596a670-95a8-427f-95d6-d3fe74175209","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed ISO N - EDM - 1.310","QA - Rauland"
"e6fcf719-6946-4b73-81e7-ba003f8c9716","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed ISO N - EDM - 1.310","QA - Premier Fire"
"605b8761-ffb0-49ed-ae87-3cb2bc11f97e","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed ISO N - EDM - 1.310","QA - Data Talk"
"57bc8c84-b151-4332-9d61-ee9f3fd38e20","","fail","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed ISO N - EDM - 1.310","QA - VAE"
"551234d8-cae4-4196-9dc4-030ad39115c9","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed ISO N - EDM - 1.310","QA - Contego"
"16bb51fe-8a50-44d4-9d44-dce8061b63be","","work-in-progress","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed ISO N - EDM - 1.310","QA - LCL"
"7ddcc2b8-f523-4cd3-80b3-5e6a3598247c","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed ISO N - EDM - 1.310","QA - Alpha"
"3dee019b-7c82-4ff3-9fce-10f32ed9f2d5","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed ISO N - EDM - 1.310","QA - LCL - Part 2"
"07df9287-ad79-46a6-af72-b923c7abed0b","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed ISO N - EDM - 1.310","QA - Contract Coatings"
"c8cb5195-c3c9-4460-8af1-9aeaaadded12","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.311"
"ff179af9-76d6-46b7-9307-1f6579e4a4ab","","fail","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.311","QA - Hanlon Plumbing"
"3a151b2b-e661-42ad-9e91-fa4562a49f9c","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.311","QA - HelRimu"
"c8392562-91b0-431a-8dd8-0d7ac6c1d63a","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.311","QA - Gilcom"
"9e363e5c-c52c-4fd8-9967-9e22269175ae","","fail","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.311","QA - Rauland"
"9396b065-cfee-4927-b916-dad277811277","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.311","QA - Premier Fire"
"cbc6f35b-8fd1-43e0-94a5-de905207084f","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.311","QA - Data Talk"
"2c6f21fc-1183-42fc-8100-5063bf2f1720","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.311","QA - VAE"
"088997ee-f706-4b5c-87f5-a2c1d44153d9","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.311","QA - Contego"
"550cddb3-7a15-4768-80dc-ad3702fdfa70","","work-in-progress","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.311","QA - LCL"
"38b13b25-3346-43f6-8028-76c0daf7502a","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.311","QA - Alpha"
"077f5d31-3838-4568-a1af-cc587328da3f","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.311","QA - LCL - Part 2"
"2613a0d8-1cb2-4b05-a0d5-776ffef9ec44","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.311","QA - Contract Coatings"
"917350cf-d91c-432b-a1f2-8592cb0ecc7f","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","ANTE - EDM - 1.312"
"e104944d-1e06-4ed3-b367-817a1b970d48","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ANTE - EDM - 1.312","QA - Hanlon Plumbing"
"19a1f4d5-2f4c-440f-bca5-f149446d3285","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ANTE - EDM - 1.312","QA - HelRimu"
"b2f7cdd9-8910-4b1e-87b6-a76336aeddc4","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ANTE - EDM - 1.312","QA - Gilcom"
"414cfb43-643c-44f5-96bc-bf020e4f4028","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ANTE - EDM - 1.312","QA - Rauland"
"dd251646-09c1-4fe4-b895-6a1f9e135b53","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ANTE - EDM - 1.312","QA - Premier Fire"
"b70ad1be-c068-4458-b73f-cd7d20839840","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ANTE - EDM - 1.312","QA - Data Talk"
"c96e9352-70b8-4ea6-a16d-d3ed1e140e86","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ANTE - EDM - 1.312","QA - VAE"
"9f3463ce-5129-46a0-aa90-14fffa4527bc","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ANTE - EDM - 1.312","QA - Contego"
"22e5a0ed-e96f-472c-83e0-89afe24d35a7","","work-in-progress","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ANTE - EDM - 1.312","QA - LCL"
"413eb101-99a9-4eff-8a95-56da778c7c36","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ANTE - EDM - 1.312","QA - Alpha"
"e24c17d9-e107-4562-9699-ea59a1e797f6","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ANTE - EDM - 1.312","QA - LCL - Part 2"
"143f7af5-4cfb-45e7-94fa-5cd4d098e5fd","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ANTE - EDM - 1.312","QA - Contract Coatings"
"8acdb87a-b452-42b0-aecc-69fdf7a32c41","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.313"
"473ab5c7-907d-4a7f-a39e-444f408e2577","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.313","QA - Hanlon Plumbing"
"a1b49b2a-288d-43ad-8ea3-52faead5f22c","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.313","QA - HelRimu"
"03757ed6-0831-45f2-931b-8bd6c4277ab1","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.313","QA - Gilcom"
"d7a9c4d9-5a53-4f0f-ae2c-b0bf0f8e1050","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.313","QA - Rauland"
"965c6451-7c5a-4f5c-afa5-a7c675868e6b","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.313","QA - Premier Fire"
"373c4c45-16ca-4b1d-aa39-ed6e10d56e24","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.313","QA - Data Talk"
"538d6d9c-37ba-4572-b9e2-dbf6b65e38c8","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.313","QA - VAE"
"7cdfe999-665b-4fc5-91e5-d49c6f1bc836","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.313","QA - Contego"
"a6ee0f56-e0f0-4a95-a7bb-b3371e46c4b6","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.313","QA - LCL"
"cfd5cbd0-10a2-44cc-bd4b-dae2ce525d10","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.313","QA - Alpha"
"0588a481-d8f7-42d6-bbc4-eb70701074f8","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.313","QA - LCL - Part 2"
"78a0b161-88a6-4291-bf13-f6e970a06660","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","ENS - EDM - 1.313","QA - Contract Coatings"
"17b7d67b-eafa-422c-b8e4-647a5bf0a8a6","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed Bariatric - EDM - 1.314"
"561e0aab-6e5a-42f1-914b-c4d5850f4813","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed Bariatric - EDM - 1.314","QA - Hanlon Plumbing"
"e6878ed8-9412-45a5-9fac-257532a92a5f","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed Bariatric - EDM - 1.314","QA - HelRimu"
"02760b70-5f46-4bfb-8e3b-f8a497a00718","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed Bariatric - EDM - 1.314","QA - Gilcom"
"ade4a5ba-a971-4240-9985-15e3539370c9","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed Bariatric - EDM - 1.314","QA - Rauland"
"a96c7a2d-f6f8-4358-bc2a-761441f3cc24","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed Bariatric - EDM - 1.314","QA - Premier Fire"
"b8c90f75-bf79-444d-b211-82bb6fa63d3b","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed Bariatric - EDM - 1.314","QA - Data Talk"
"d9d402c5-5568-4b52-a15f-9435135ebb39","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed Bariatric - EDM - 1.314","QA - VAE"
"38c69f15-2337-4c95-ab61-f1bdc8b9cc51","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed Bariatric - EDM - 1.314","QA - Contego"
"85acf992-fe6a-4a7e-8152-b184e0f1c976","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed Bariatric - EDM - 1.314","QA - LCL"
"56bd3337-e138-4978-bf92-65e886c18f55","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed Bariatric - EDM - 1.314","QA - Alpha"
"b0a8914d-14c4-49b1-ad50-67ffc1570cc5","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed Bariatric - EDM - 1.314","QA - LCL - Part 2"
"2956e93b-6ccb-4edb-9a29-ba7c9fdd0df8","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed Bariatric - EDM - 1.314","QA - Contract Coatings"
"0f3d94bf-cc76-4edb-8fa7-66688fb290b6","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.315"
"1509191d-497e-481b-b330-e9a6c26b8dbd","","fail","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.315","QA - Hanlon Plumbing"
"7e22067a-5f14-4451-90ab-86f1e3820613","","fail","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.315","QA - HelRimu"
"d9bd62a1-9158-492a-a748-c26608591ecb","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.315","QA - Gilcom"
"25a134b6-f050-4ba3-9339-a439fa2bc440","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.315","QA - Rauland"
"a24dd1e5-f176-47fd-9cd7-e61c484b7e10","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.315","QA - Premier Fire"
"b97b4eec-c3b1-4d59-9f1d-132445d1a2c8","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.315","QA - Data Talk"
"557b92b4-2427-4311-b576-a03073062aab","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.315","QA - VAE"
"5690952e-b6ab-4471-bea5-eef052d3d408","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.315","QA - Contego"
"c9762dd3-b2aa-4a39-97d2-1c3608523018","","not-started","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.315","QA - LCL"
"0ff2720b-d35e-4dcd-b506-f5534215fe9f","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.315","QA - Alpha"
"6875b5f7-f345-46d9-99d4-acae69792d19","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.315","QA - LCL - Part 2"
"8c6bd8ff-ca9a-40d3-80ff-b44ecc1e1c07","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.315","QA - Contract Coatings"
"6c70ac76-887b-461a-9b6f-e99976ebcf3e","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","Treat MH - EDM - 1.316"
"021186ff-8287-45e4-ae7b-c95e9b4c950f","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Treat MH - EDM - 1.316","QA - Hanlon Plumbing"
"ebcec3de-c90a-4c78-853a-fadcf3197195","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Treat MH - EDM - 1.316","QA - HelRimu"
"88981bef-4d04-476c-b115-2802ba81d929","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Treat MH - EDM - 1.316","QA - Gilcom"
"a8bcdd2d-972e-473a-b84f-3ee948359f35","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Treat MH - EDM - 1.316","QA - Rauland"
"3060b9d7-1c1e-40d9-961b-088c4b54a5a2","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Treat MH - EDM - 1.316","QA - Premier Fire"
"2d5c25b7-3afe-4a72-a25a-d1aa391fe95b","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Treat MH - EDM - 1.316","QA - Data Talk"
"dd3d11d0-03b5-43ff-b40c-6de2c6c93bb6","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Treat MH - EDM - 1.316","QA - VAE"
"fe3a8cb7-0a67-4378-95b2-4496ebbd1a1b","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Treat MH - EDM - 1.316","QA - Contego"
"c8317e94-d4fd-498d-9c10-6a1d0a466fe2","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Treat MH - EDM - 1.316","QA - LCL"
"d4b61101-0930-4d96-a585-4e6613abe0ff","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Treat MH - EDM - 1.316","QA - Alpha"
"a6401647-4f78-49b5-b466-51c2883ec02e","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Treat MH - EDM - 1.316","QA - LCL - Part 2"
"51202c87-70c8-4278-9a2c-8721b838835a","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Treat MH - EDM - 1.316","QA - Contract Coatings"
"27afc61d-72ca-45a1-bd1c-261676978b47","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","Staff Station-Sub - EDM - 1.317"
"7457b77a-2b8e-44b1-ae43-2f3b69003394","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Staff Station-Sub - EDM - 1.317","QA - Hanlon Plumbing"
"fc1c825e-5ef1-465e-8412-56dedb617060","","work-in-progress","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Staff Station-Sub - EDM - 1.317","QA - HelRimu"
"95163250-068b-4437-a459-4720e3760356","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Staff Station-Sub - EDM - 1.317","QA - Gilcom"
"6801a1b7-7d91-4451-99b6-e62693f876e5","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Staff Station-Sub - EDM - 1.317","QA - Rauland"
"203c82f3-3bb2-4a1d-93c7-d617eaea2f23","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Staff Station-Sub - EDM - 1.317","QA - Premier Fire"
"3f2a3471-ac00-48f1-aed5-bae52fea71b0","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Staff Station-Sub - EDM - 1.317","QA - Data Talk"
"1ec214db-3de6-47c8-9d02-0b34bf96e1b0","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Staff Station-Sub - EDM - 1.317","QA - VAE"
"3a73650a-56b7-4c7d-ace1-d4ce210ccdab","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Staff Station-Sub - EDM - 1.317","QA - Contego"
"0594b0e7-8e2c-40a1-ad50-672df9de83a0","","work-in-progress","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Staff Station-Sub - EDM - 1.317","QA - LCL"
"689c57ff-34aa-479d-a42a-41afd6bc73d7","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Staff Station-Sub - EDM - 1.317","QA - Alpha"
"cfbb9387-e6df-4a6c-9303-2ff30fc735b0","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Staff Station-Sub - EDM - 1.317","QA - LCL - Part 2"
"7b508297-4c40-4b3e-95e3-51e8c3fa0730","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Staff Station-Sub - EDM - 1.317","QA - Contract Coatings"
"ad55d51d-9b17-4c54-a9bf-18a1cd03a8f1","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318"
"a55e75c5-64c6-4b5c-8a2a-f2698e81604b","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318","QA - Hanlon Plumbing"
"fd76268a-6e9a-4452-84e1-75a78cc9de2b","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318","QA - HelRimu"
"4f520f59-c421-4c94-a81f-8e65208ff21d","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318","QA - Gilcom"
"3a0b7f85-1d0b-42bd-822d-bab9c4ecb784","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318","QA - Rauland"
"401ffa12-6041-4d74-b714-e8e1ea4ae4a5","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318","QA - Premier Fire"
"a9a45775-38e5-4c34-b056-7d7f00de56e5","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318","QA - Data Talk"
"97f2a7ac-4293-48a8-8330-91241292abe7","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318","QA - Lamson"
"8acf3b5d-163b-4135-8be8-45bd021b5877","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318","QA - VAE"
"954f4cb3-bcb5-49ef-86d2-52498cee86ce","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318","QA - Contego"
"f12bee8b-7f4c-4da7-b741-e38964b22aef","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318","QA - LCL"
"65b341e8-f81c-4ca3-aa03-6510bd1a4564","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318","QA - LCL - Part 2"
"ddb9c451-b87d-494c-8193-c3db49ba05c8","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318","QA - Alpha"
"7a1172f5-e974-4ac5-8d89-c1ed77856bc7","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","1 Bed MH Assess - EDM - 1.318","QA - Contract Coatings"
"9e3844a8-89cf-44ad-b0da-27fba482fe4f","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.319"
"a252a911-fcd4-4b4b-818f-5740cce5d732","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.319","QA - Hanlon Plumbing"
"0b219b0d-7e3e-45cc-aa09-054ca0f6efad","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.319","QA - HelRimu"
"b752868a-bb29-44d9-a370-8e8a3be5c577","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.319","QA - Gilcom"
"0cd1933b-43c9-498f-a58f-ba9ee261f7ad","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.319","QA - Rauland"
"04fb1be7-d8a9-4fc2-b46f-6eb999fa09de","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.319","QA - Premier Fire"
"5b55971d-aa42-48e9-9211-9c466da5eb1e","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.319","QA - Data Talk"
"5e62019e-e2d0-4bc2-89e6-903fa37d0620","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.319","QA - VAE"
"cd1aa9ab-9e87-4d13-adcf-250bf402346b","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.319","QA - Contego"
"97c48057-cb46-457e-b5c5-df25affc1a3f","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.319","QA - LCL"
"1dcbabf6-a09c-40af-8322-9fa31497c703","","pass","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.319","QA - Alpha"
"d89cd73e-38f7-41af-99bd-6da95a48b840","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.319","QA - LCL - Part 2"
