"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9ee5df60-7cb0-4007-be40-4c8df3c2512d","","folder-normal","","","step","TRUE","FALSE","Site QA"
"2b39ade7-19aa-40a3-91a1-23108ea5ed11","","folder-normal","","","step","TRUE","FALSE","Site QA","In Ground Works"
"a8d20df6-c078-4f16-a149-6eec1b33c499","","checklist-sectioned","","001 - Pre Works","checklist","FALSE","FALSE","Site QA","In Ground Works","Ground Floor"
"9971a5d7-533d-4470-9b10-a0ccd6e6e96f","","folder-normal","","","step","TRUE","FALSE","Site QA","In Slab Works"
"4b934647-2c17-4fff-b477-c7b4f93dd61b","","checklist-sectioned","","010 - In-Slab Works Installation","checklist","FALSE","FALSE","Site QA","In Slab Works","Ground Floor"
"5e8f636e-2522-47ce-b6cf-b9e310dfb747","","checklist-sectioned","","010 - In-Slab Works Installation","checklist","FALSE","FALSE","Site QA","In Slab Works","First Floor"
"561628b8-0abe-48c2-88dc-aae7cafb08a8","","folder-normal","","","step","TRUE","FALSE","Site QA","Mains & Sub Mains Installation"
"32c54893-51f5-4128-b2bf-a83b85cd41c2","","checklist-sectioned","","011 - Mains & Sub Mains Installation","checklist","FALSE","FALSE","Site QA","Mains & Sub Mains Installation","Ground Floor"
"4a0b7dd7-3a20-4aab-9cdc-f271b1e3c990","","checklist-sectioned","","011 - Mains & Sub Mains Installation","checklist","FALSE","FALSE","Site QA","Mains & Sub Mains Installation","First Floor"
"cc65f6c1-e697-4931-9a2f-1f2dfd84bafd","","folder-normal","","","step","TRUE","FALSE","Site QA","Light & Power Rough"
"7efb1da2-68b0-4a25-9e88-c22f725b1d60","","folder-normal","","","step","TRUE","FALSE","Site QA","Light & Power Rough","Light"
"ecd0168f-807e-4fb2-8778-c30fc1ad65ec","","folder-normal","","","step","TRUE","FALSE","Site QA","Light & Power Rough","Light","Ground"
"071f98c9-b145-4757-bdc0-bcd61e506e49","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","MDB"
"9f9e4145-6a3f-423a-9b6d-8133a0a9cfc1","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Outdoor Area"
"79ea07bc-831d-4c6a-9851-028f626be8b5","","folder-normal","","","step","TRUE","FALSE","Site QA","Power, Switches & Accessories","First Floor"
"278c48d2-aa87-471c-beae-f0f6b4df54aa","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","FWC"
"a284b578-04f1-46aa-9484-3e81b2dc61ba","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","MWC"
"6c989a39-08a9-4a69-8d63-86f983080a7a","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","AWC"
"0844bb3c-397a-48e0-a785-69232fc08481","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","Staff Study"
"bd0f8563-e34c-4d69-83b4-c71f7cbf5490","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","Print"
"1d4965ca-1c4b-4645-b363-9adc7f29765b","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","Collab 1"
"6217d211-887e-4c85-b6f7-037e779ee307","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","Collab 2"
"9512e900-ffd0-4fad-8d09-3b0edd23be0a","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","Collab 3"
"fab9fa8e-ce0f-4f50-b62a-8b31cc6edf4d","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","Circulation"
"458cdc3d-518f-4079-b583-e5599b7addbe","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","Breakout Space"
"7e620255-5862-4c24-b54d-77e85cc1b429","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","REC"
"9f78bb96-c15f-4450-97e8-190afcb0873a","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","Admin Coord"
"1bb4f17c-e295-4e6d-873c-610b89c1a54d","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","DIR A207"
"27467b92-8ba1-4df8-a2fd-fec783101e38","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","DIR A210"
"03b26917-0e2d-4fe0-8e6a-b865a6ab6be1","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","DIR A211"
"cbf44d6c-e339-4367-9608-a28e0eb6608a","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","DIR A212"
"49e22534-d405-4262-9589-9a779c080161","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","Director Reception"
"c0543aa7-cad9-4e9a-9d62-a010ac8980e1","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","Corridor 4"
"3901053d-27f0-4f12-805c-777ba03cced0","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","Corridor 5"
"0dddca8e-8000-47f2-bbe2-1b1d3b583eb5","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor","Terrace"
"ac4798ce-d4d0-4079-a306-06e328d193ce","","folder-normal","","","step","TRUE","FALSE","Site QA","Testing & Commissioning"
"de7ca117-9297-4e34-957b-06f7cfe2f9bc","","folder-normal","","","step","TRUE","FALSE","Site QA","Testing & Commissioning","Ground"
"769fb5ed-2902-4e69-bd9b-bf5ba494d9cf","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Principal"
"438ca230-313f-4cae-88a3-d5079be9ecf0","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Secretary"
"426acb56-b850-49b7-a8e8-44716a6e4de5","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Business Manager"
"2672a848-d02d-4c9c-a3ff-aba366a63cdb","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Conference"
"18372c4c-92e3-483f-a1df-ee58aac245a2","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Assistant Principal"
"52351cec-3ef6-4f50-b6f8-dc38577874be","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Finance"
"1a194642-2a29-498b-b9c8-6dc98936772f","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Public Reception"
"d312f64c-2ee7-4846-9deb-0a168fcf5383","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Meeting 1"
"30733999-4aed-47e6-9daf-cd9fb09add2d","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Meeting 2"
"c467ffd3-2ed5-45bd-b8be-b542fe55894c","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","AWC"
"b2b43d62-0c08-4af9-b2c8-86aa5f04dc81","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","WC1"
"424f777a-3f5c-48f1-86b4-bee56e51396a","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","WC2"
"182ca442-9479-4b27-a78f-73953a599773","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Clerical"
"bbb1c0da-d023-43c0-be80-04ec9e3265a2","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Printing"
"7c3ea30f-3a7e-4b45-b12a-9982ecc0225c","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Cleaner"
"9ea5b589-86a4-4512-8701-969e974bc98b","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Store"
"bc849449-0704-47b4-9b49-48f9762c9271","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","DB10"
"2abe4e60-ab60-4445-add2-0e965bce3a15","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Comms"
"fbfdaf85-d865-4644-aa0a-71376052ca66","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Student Store"
"18027916-702f-4e9b-8e5e-683a953fc6c3","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Sick Bay 1"
"0d8b2b8c-63b3-4dfd-a483-f1eded1cf5ff","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Sick Bay 2"
"c6d20820-8aec-4f28-bbfb-a50d0d7a063d","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Corridor 1"
"7e555636-57df-4aed-9403-acff507389a5","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Corridor 2"
"cbf8d00e-2312-4bc5-ae73-10d0633eb36a","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Corridor 3"
"66da41e6-6cdb-43df-8a29-3ee5d43433a0","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Interview"
"aa5a55e8-2fac-405d-b442-dc688d6887d1","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Student Reception"
"ec9b20e9-023f-4104-9f03-a4821b45d33a","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Student Foyer"
"7b47c571-13ad-40bd-9984-d4c7a109e848","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Councillor"
"511e85b3-868d-46ce-97f7-05ad15e60715","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","MDB"
"fc1d9667-087b-40cf-b78d-2d4df39225d3","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground","Outdoor Area"
"adf99307-ceb4-4622-b7af-08fa482739d1","","folder-normal","","","step","TRUE","FALSE","Site QA","Testing & Commissioning","First Floor"
"f493fa2c-44fd-4595-a415-bab1b73b5de9","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","FWC"
"95866a51-1f02-4157-988e-08f2f8f07689","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","MWC"
"a41586d0-1a16-4bb3-8888-85e7fa340845","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","AWC"
"0db005b8-5be7-48a0-a4e9-989310ec8399","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","Staff Study"
"33529197-8794-41ff-9c96-c56e26991972","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","Print"
"54f5f7d9-628d-4803-abb0-000a2f57e152","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","Collab 1"
"b0c148f3-a265-4917-80d4-9ced500d16d6","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","Collab 2"
"17be6792-c74f-4295-92a5-f5342ac01d74","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","Collab 3"
"9e32f7c1-3daf-4dc2-abee-d327ba6eb06b","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","Circulation"
"5ba8144e-ab3d-43ab-b708-0f1086c2e0d7","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","Breakout Space"
"8ebfc1db-8c42-4fac-bc41-d6f2acf385fd","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","REC"
"62efe875-715f-44f2-9181-76b529cb9c3a","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","Admin Coord"
"8f2ef7ef-3567-4c93-9af9-9960bcb33c20","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","DIR A207"
"10421981-c03b-452e-8c5f-1022ac77a028","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","DIR A210"
"ffa8d573-9563-421d-94d3-563483d92f1a","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","DIR A211"
"f2a310e9-b72d-4e92-b290-66e224e9949e","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","DIR A212"
"5f8b2bc3-5b5c-44b7-b511-4c287bea1892","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","Director Reception"
"74204655-641e-47b2-a6ee-58c02e162370","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","Corridor 4"
"2cf03986-bbdd-465b-a320-783cfdc9621c","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","Corridor 5"
"6afc075b-a441-4337-9784-f58865c18e97","","checklist-flat","","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor","Terrace"
"819a164a-bda7-4947-a2de-184942f9bd5f","","folder-normal","","","step","TRUE","FALSE","Site QA","Switchboard Pre-Energisation Inspections"
"a3a82bad-7cfb-4263-899c-3fcee789dc05","","checklist-sectioned","","006 - Switchboard","checklist","FALSE","FALSE","Site QA","Switchboard Pre-Energisation Inspections","BD10"
"c8a48dad-5c88-4700-a424-b5ea34389718","","checklist-sectioned","","006 - Switchboard","checklist","FALSE","FALSE","Site QA","Switchboard Pre-Energisation Inspections","DB10A"
"4eeee65c-e0c7-4b88-8f95-a9a82a2afecb","","folder-normal","","","step","TRUE","FALSE","Site QA","Cable Tray / Ladder"
"bf4b5109-e3de-4a4e-9c55-24fbd4602e37","","checklist-flat","","014 - Cable Tray / Ladder","checklist-flat","FALSE","FALSE","Site QA","Cable Tray / Ladder","Ground Floor"
"b0fbf0fd-5973-4959-9c1a-afdb5f23faf5","","checklist-flat","","014 - Cable Tray / Ladder","checklist-flat","FALSE","FALSE","Site QA","Cable Tray / Ladder","First Floor"
"070140b9-f38f-4000-bceb-74fcace0450a","","folder-normal","","","step","TRUE","FALSE","Site QA","Horizontal Cabling"
"522ce25a-ad07-41a7-b7bd-74f0be97c611","","checklist-sectioned","","01 5 - Horizontal Cabling","checklist","FALSE","FALSE","Site QA","Horizontal Cabling","Ground Floor"
"3d648e82-8c2c-4f8b-bbf8-9386cd5957ea","","checklist-sectioned","","01 5 - Horizontal Cabling","checklist","FALSE","FALSE","Site QA","Horizontal Cabling","First Floor"
