resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D1.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D1.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D1.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D1.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D1.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D1.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D1.09,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D1.10,,,,,,,,,
,step,,,,,,Level 2,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D2.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D2.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D2.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D2.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D2.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D2.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D2.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D2.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D2.09,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D2.10,,,,,,,,,
,step,,,,,,Level 3,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D3.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D3.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D3.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D3.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D3.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D3.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D3.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D3.08,,,,,,,,,
,step,,,,,,Level 4,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D4.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D4.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D4.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D4.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D4.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D4.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D4.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D4.08,,,,,,,,,
,step,,,,,,Level 5,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D5.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D5.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D5.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D5.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D5.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D5.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D5.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D5.08,,,,,,,,,
,step,,,,,,Level 6,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D6.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D6.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D6.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D6.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D6.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D6.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D6.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D6.08,,,,,,,,,
,step,,,,,,Level 7,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D7.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D7.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D7.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D7.04,,,,,,,,,
,step,,,,Fit Off,,,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,Basement 2,,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,Basement 1,,,,,,,,,,,
,step,,,,,Building A,,,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,AG.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,AG.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,AG.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,AG.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,AG.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,AG.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,AG.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,AG.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,AG.09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,AG.10,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,AG.11,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,AG.12,,,,,,,,,
,step,,,,,,Level 1,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A1.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A1.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A1.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A1.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A1.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A1.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A1.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A1.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A1.09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A1.10,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A1.11,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A1.12,,,,,,,,,
,step,,,,,,Level 2,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A2.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A2.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A2.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A2.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A2.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A2.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A2.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A2.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A2.09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A2.10,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A2.11,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A2.12,,,,,,,,,
,step,,,,,,Level 3,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A3.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A3.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A3.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A3.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A3.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A3.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A3.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A3.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A3.09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A3.10,,,,,,,,,
,step,,,,,,Level 4,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A4.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A4.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A4.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A4.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A4.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A4.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A4.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A4.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A4.09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A4.10,,,,,,,,,
,step,,,,,,Level 5,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A5.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A5.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A5.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A5.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A5.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A5.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A5.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A5.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A5.09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A5.10,,,,,,,,,
,step,,,,,,Level 6,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A6.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A6.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A6.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A6.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A6.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A6.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A6.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A6.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A6.09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A6.10,,,,,,,,,
,step,,,,,,Level 7,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A7.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A7.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A7.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A7.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A7.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A7.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,A7.07,,,,,,,,,
,step,,,,,Building B,,,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,BG.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,BG.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,BG.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,BG.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,BG.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,BG.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,BG.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Caretaker Room,,,,,,,,,
,step,,,,,,Level 1,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B1.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B1.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B1.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B1.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B1.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B1.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B1.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B1.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B1.09,,,,,,,,,
,step,,,,,,Level 2,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B2.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B2.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B2.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B2.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B2.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B2.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B2.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B2.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B2.09,,,,,,,,,
,step,,,,,,Level 3,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B3.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B3.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B3.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B3.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B3.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B3.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B3.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B3.08,,,,,,,,,
,step,,,,,,Level 4,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B4.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B4.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B4.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B4.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B4.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B4.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B4.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B4.08,,,,,,,,,
,step,,,,,,Level 5,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B5.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B5.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B5.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B5.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B5.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B5.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B5.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B5.08,,,,,,,,,
,step,,,,,,Level 6,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B6.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B6.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B6.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B6.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B6.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B6.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B6.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B6.08,,,,,,,,,
,step,,,,,,Level 7,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B7.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B7.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B7.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B7.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,B7.05,,,,,,,,,
,step,,,,,Building C,,,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Communal Area,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,FS05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,FS13,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,FS14,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,CG.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,CG.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,CG.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,CG.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,CG.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,CG.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,CG.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,CG.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,CG.09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,CG.10,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,CG.11,,,,,,,,,
,step,,,,,,Level 1,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C1.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C1.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C1.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C1.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C1.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C1.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C1.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C1.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C1.09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C1.10,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C1.11,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C1.12,,,,,,,,,
,step,,,,,,Level 2,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C2.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C2.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C2.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C2.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C2.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C2.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C2.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C2.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C2.09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C2.10,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C2.11,,,,,,,,,
,step,,,,,,Level 3,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C3.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C3.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C3.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C3.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C3.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C3.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C3.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C3.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C3.09,,,,,,,,,
,step,,,,,,Level 4,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C4.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C4.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C4.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C4.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C4.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C4.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C4.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C4.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C4.09,,,,,,,,,
,step,,,,,,Level 5,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C5.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C5.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C5.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C5.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C5.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C5.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C5.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C5.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C5.09,,,,,,,,,
,step,,,,,,Level 6,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C6.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C6.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C6.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C6.04,,,,,,,,,
