"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"dcf05f67-0322-41e8-ad70-998e607aa7e5","","folder-normal","","","step","TRUE","FALSE","H&S"
"3bc61d22-173a-4488-a2a7-5d82eea6736c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 27/9/22"
"59986f29-8ec6-4e04-b64e-f4cb3be5f6f2","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 4/10/22"
"d6b46f39-ccd8-43bc-a509-3053b6019130","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 12/10/22"
"91efe5f5-6111-43eb-93d6-5f238fafa5a7","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 18/10/22"
"15694d13-bab4-4012-aaac-581317f89331","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 26/10/22"
"c4dbc3e8-dca6-46ec-a8c8-8d383f51085c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 2/11/22"
"60c46f42-f6e5-49d0-a798-534d699e38f7","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 9/11/22"
"e5917a63-4be1-44c3-81e1-00406b50259b","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 15/11/22"
"925e638a-fdd8-4522-85ef-b1f2f185626c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 23/11/22"
"a7142677-6524-4b56-9e01-83ae1c57bd96","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 28/11/22"
"de0754d9-2013-46c1-adc1-54670d9b207a","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 06/12/22"
"32f99f14-a134-4a8e-a2c1-082aaabf2e17","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 13/12/22"
"d5cc2175-5795-46c5-b2d7-b173b8f271a5","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 10/1/23"
"153284d4-204a-4170-8c93-352b77bc4ce8","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 17/1/23"
"3290394a-d09f-4958-a698-04c4c49953f1","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 24/01/23"
"e9714857-219b-4b23-a101-bb0eb725b58d","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 01/02/23"
"fa57f98a-e54b-46f6-b038-6998d834010f","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 07/02/23"
"ce96c8dc-f326-47aa-a912-695b0b232125","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 16/02/23"
"c4d5d340-0d88-4f6c-8210-b23704c6b4b3","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 21/02/23"
"07e5462c-5d3e-4cac-9897-a3b167437d02","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 1/03/23"
"94b008d0-1177-4b16-9b58-be31624ad636","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 07/03/23"
"c441bb90-fa2c-4bb5-b2cc-8cbe575cd5dc","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 17/03/24"
"7a792699-4149-4186-a1ac-4afe4e85c0b2","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 22/03/23"
"10b2cbd5-1efe-4a84-b84b-3b85fdb856bb","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 30/03/23"
"4f154efa-a434-4f42-acc3-ebf4674a9361","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 04/04/23"
"36c5e612-cf49-4e64-a22f-893577373719","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 12/04/23"
"c88c539e-2885-4043-8140-b40ef80e9ad9","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 19/04/23"
"3d36467f-952e-4cc8-a650-df9d4bae36ed","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 26/04/23"
"6e14ae83-1d7b-4ab1-b456-ecefa5824977","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 04/05/23"
"fe7a0f7f-f9f6-40ff-ae44-84c613a7ff50","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 12/05/23"
"fac53a27-ab07-4217-9f3a-a3408de3651f","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 18/05/23"
"ac2ecfec-6f1d-4c0e-b4a9-49639429cf6b","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 25/5/23"
"8216fcee-bcec-433f-9889-9d7ab1fa17b7","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 02/06/23"
"773f73ed-fba1-4856-92a3-2c61aa63b83a","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 09/06/23"
"22a40283-4da3-4791-893b-2efe5b084ec1","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 15/06/2023"
"d287bdb1-2994-4222-b014-776c87484640","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 21/6/23"
"c8389fd7-ae6e-461a-a76c-90d06e2a7b6c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 30/6/23"
"beeb3103-da03-433c-a0ab-eb3b984f6076","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 7/7/23"
"c7418191-aac8-4766-b3a0-82d20e254bb5","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 13/7/23"
"c5a3f7f9-db3e-45ee-9792-73c48ba203e3","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 21/7/23"
"5d7f62f1-e437-4f42-a10b-722e4d2e389c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 28/07/23"
"d4a4587d-e186-4150-ac87-6cb1430bd031","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 04/08/23"
"95f6b95f-bf24-493f-bef8-e14544ced2c3","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 11/08/23"
"65b21287-e1dd-40c7-90ea-7481acf62d5d","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 18/8/23"
"8849ddb2-3d5f-4575-8eb0-a44717bf5af6","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 24/8/23"
"f62ca1ee-07ec-4e08-a032-dd5c44cc9f9a","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 1/09/23"
"f192c6b8-f221-4feb-9e8b-dd83edac137b","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 8/09/23"
"99cd4939-bfb3-4a9d-b7ba-bcde2aa0988c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 15/09/23"
"aeb4eac8-13bc-4a0a-a14e-f218c3dccda8","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 22/09/2023"
"7c40504a-f396-4298-8a66-1d09b39f442a","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 29/09/2023"
"3089fc62-e0e9-44d7-a5e4-4689beee8fc0","","folder-normal","","","step","TRUE","FALSE","Site Instruction/Variations"
"3044b6ac-5b0f-4974-95a1-e23caa0099f9","","folder-normal","","","step","TRUE","FALSE","Site Instruction/Variations","Douw's Dayworks "
"247ff87b-8c48-4f2e-af43-5543a9cc1b81","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA26 SI 000299"
"c9168a26-52eb-4674-9303-a2b73b8a65a8","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA27 SI 000299"
"33a44d3d-dd2b-4eec-9b5b-ca8632f7898a","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA37 Remedial works to trusses SI 000348"
"77455a8b-6eb5-45b3-b5ad-922868bf27a4","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA28 SI 000299"
"05f2bd04-fa33-4565-8fde-23f32e50690d","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA30 SI 000299"
"242d2646-cd0d-4889-8770-8ce0038d5f74","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA31 SI 000299"
"13c447e2-7bbb-4cbc-ae03-b96baaa456ff","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA32 SI 000299"
"5481f747-882b-4522-b3f3-832c1939303a","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA33 SI000299"
"8ed51f29-42cc-47e5-9f48-d3bc6ff37eb9","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA34 SI000299"
"6f6b5b19-bfed-4855-a637-b9fb2f87652b","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA35 SI000299"
"a9b06248-4446-4800-9cde-4a63e4a3b679","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA36 SI 000299"
"84131100-e043-423c-a802-bc4588227e51","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA38 CAN 000051canopy 5&6"
"12775776-c127-491b-a4e8-c8d1632bcd58","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA39 CAN 000051 canopy 8&9"
"10040a94-e8a8-458f-bd1d-ee844fc7bf99","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA40 CAN 000051 canopy 3&4"
"a1a7ea7c-733a-42ae-ba0b-80a2c3af2296","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA41 SI -V-000347 Building A Korok Remedials Level 2"
"167ec205-8300-40b4-930b-1409e7491c49","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA42 SI-V-000347 Building A Korok Remedials level 3 and 4"
"7a76c07c-4729-4132-9e44-aa934f2004ff","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA37 SI 000299"
"cc2257af-0eea-4bbd-9141-e2d65288c869","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA43 - SI-V-000382 Anchor points"
"046705fa-e649-46c5-a5dd-76eafd03e361","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA44 SI-V-000345 window alignment level 4"
"20044d2d-ad22-4239-9142-28c4171c7ad8","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA45 alter roof framing as detailed"
"69bf9f29-16b5-4848-93b6-7e80306a633e","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA46 remove mouldy gib above Korok in risers levels 2,3,4"
"1a997950-a9fe-40b7-8062-37f1a5a3c147","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 47 SI 000299 form hip and slope Z3 as shown"
"0a40ad3f-46c7-4030-8846-ac306d98d70e","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 48 SI 000299 remedial to steel IT gable"
"0c2bb3ea-6877-4c58-87c7-ee40539cfc3c","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 49 SI V 000352 remove timber from internal doors level 5"
"6a6474fd-56af-46e1-bb5a-1e94f6483365","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 50 SI 000299 form hips as attached"
"437cb1fe-2ef8-4f14-8bfb-c3dfc6516773","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 51 SI V000352 Rip timber and reinstate to internal door openings L5"
"19cce21d-00b0-4832-bcfd-9ea6a6b84f58","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 52  SI 000299 remove w166 and replace with new"
"daadc4b9-3edc-4d01-9e06-9b5a69889405","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA53 hips and valley modification zone 4"
"2decb550-337b-4350-9bfe-40c26efe4c8b","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 54 SI 000299 "
"387cb581-4c09-47e6-b463-3ddea829c0c5","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 55 SI -V-000409 Alter kitchen windows"
"aeab31ad-2577-4ce2-96ed-e972d77599ab","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 56 SI 000299 detail to gable frame and panel support EQ Struc report 2"
"0d13c398-c57f-461d-98b3-0af0f24a097b","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 57 remove and replace timber from from columns Zone 4"
"661f73d6-a90e-4aee-bb39-74c15a86b3e9","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 58 SI 000448 Bulkhead to beam L2"
"0367b4a1-3ee4-48ea-bf96-e4d6f2729607","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 59 Remove mouldy gib L2,3,4. Riser 1"
"8481a82c-cb6d-464f-aaee-482cc2adc1d0","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 60 add 2 x trusses add secondary supports"
"9127d513-354f-45f0-9e4d-2b9dec28b136","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 61 add timber support to APS"
"75b2045d-a9fc-4473-9082-ff378e0f10b3","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 62 SI 000299 remove W461 and replace with new"
"8ecd8678-7e2b-4e75-be9f-020b7013ffa8","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 63 SI 000299 added support to gable frames"
"7fd80ff1-7cc0-44f8-937f-7a4275e874b2","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 64 add insulation to wall L2"
"341f83de-ad16-45e0-9be4-09754df73d9e","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA65 SI-V-000497  Cut and remove Korok and form opening for door"
"f7144d97-5d23-47cc-9581-403b851981dc","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA66 SI 000299 Alter W02 Apt 507"
"b735d39d-afd8-440f-baa9-4f6abb3a026f","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 67 temporary wall "
"7c0c7d9d-e3ca-4333-8e3c-e61a7ff29a4f","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 68 relocate studs for Steble units  PROJOB- 002471"
"29f11232-2b44-4672-9bd1-dd94eb87b60c","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 69 cut outs for Chillex zone 4 levels 4 & 5"
"cc5cb9ec-eaa4-4708-9ffc-fecbb36a1159","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 70 SI-V-000541 Drainage clash"
"a7a20ba7-832e-4668-8668-6fca6448f98f","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 71 Nogging for Tenmat CAN-000103"
"7c548bd1-d48d-4cf6-a184-e3a6a83d13e4","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA72 Remove and replace gib weatherline to canopies to allow APS fixing"
"0fa9a462-155f-4409-bd4f-a3269f62522c","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 73 SI 000299 alterations to framing at stair 2 level 5"
"e4d1d317-0d7f-471f-966b-bf2f7ef0b99d","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 74 Additional Steble unit alteration Unit 501 PROJOB-002471"
"3fe5c262-c15e-4011-9b79-a1890aae3ef5","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 75 EQ Struc-CAN-000016"
"81e25173-5001-4104-9a11-ed5219f423ad","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA 76 SMGLTD- Transmit-002296 Eaves ends 1 & 2"
"ef2ff485-c8da-4e46-ba83-37afad377ef5","","folder-normal","","","step","TRUE","FALSE","Site Instruction/Variations","Adam's Dayworks"
"48b249a4-591e-48d8-84d1-6bb55e1448fb","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Adam's Dayworks"," AO 001 SI 00029"
"f3ebe39b-d92e-4646-b8d6-850e920677e2","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Adam's Dayworks","AO 002 SI 000299"
"cff71922-3222-4fa0-8d31-043fd0d3ea53","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Adam's Dayworks","AO 003 SI 000299"
"156db58d-f40a-4c40-810a-b630403670d8","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Adam's Dayworks","AO 004 SI000299"
"2e473e32-9309-42d4-b98c-9fff68141a50","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Adam's Dayworks","AO 005 SI 000299"
"973fc789-d02d-4492-bed5-a45ec482e021","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Adam's Dayworks","AO 006 SI 000299"
"bc7f8943-f6a7-4a79-ae68-55a6dcf1befd","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Adam's Dayworks","AO 007 SI 000299"
"911768a2-d604-4126-a1ec-a90046afe267","","folder-normal","","","step","TRUE","FALSE","Site QA"
"bf227f8e-cc99-4315-91c9-7cda4398def9","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A"
"fc5fa3b6-245a-4145-8208-04d8bfdb51ad","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2"
"2e72ea4a-4c32-42db-9f20-b153d92aa644","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","Zone 1"
"378d09e2-d2ed-4e05-9cd4-a5f97f137b02","","checklist-flat","","QA - Timber Framing Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Zone 1","Timber Framing"
"907fa135-8179-43b8-a701-0ca05418ff58","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Zone 1","Korok"
"e8317a8b-d483-42cd-b784-7d17959f82e3","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Zone 1","Steel Stud"
"7aeb7961-44d2-46c9-a54a-fa5f59ea6e7f","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Zone 1","Weatherline"
"07cba299-a09f-4c93-af2c-9b80bfea7c18","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Zone 1","Wraps/Tape Install"
"e214d560-2a31-4692-a00e-a473094bd5a2","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Zone 1","Korok Remedials"
"ac096aa4-dc7b-4bc8-b321-6de4a1f690da","","checklist-flat","","QA - Doors Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Zone 1","Doors"
"72383ad5-dea4-4264-b59b-7a858e239241","","checklist-flat","","QA - Trims Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Zone 1","Trims"
"63af8fb3-7908-4eff-8415-8849c8c315d6","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","Zone 2"
"012f4fcf-d3c7-4542-875e-8d4940427f78","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","Zone 4"
"0ff0a874-e9aa-48dd-a969-6f751b668561","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 3"
"42e4066e-9166-4a30-850d-b82bdd8c1298","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 3","Zone 1"
"c7c03c10-b3b6-4a8e-95e7-12b6c50ab107","","checklist-flat","","QA - Timber Framing Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 1","Timber Framing"
"5bfbaaf6-0067-4f7c-8abf-0b9aa0d00423","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 1","Korok"
"0f2ecd0e-346c-4c96-85c3-7374b72b9690","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 1","Weatherline"
"234c8456-aa68-4294-851e-508d40ed7f34","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 1","Wraps/Tape Install"
"dd0919d1-d096-4ab8-a066-b2dd299b5f66","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 1","Steel Stud"
"bbb51995-60eb-4881-817a-a4d83e961d7d","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 3","Zone 2"
"12411104-a21e-4948-a2a2-7f666d6d0e4c","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 2","Weatherline"
"16491ca9-7b63-45f3-93f3-1c55e41fdce4","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 2","Wraps/Tape Install"
"f8f05da0-d1cc-44f6-a804-9228d08c4951","","checklist-flat","","QA - Timber Framing Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 2","Timber Framing"
"81f3bafa-f43a-4da5-8db2-067e4e164ced","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 2","Steel Stud"
"8ef5926e-ed3a-4e5c-aa8d-0546384ee45d","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 2","Korok"
"eb62c0af-6f1b-4bc8-9fea-a02191eb66a4","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 3","Zone 3"
"098e79e7-1181-4e24-b522-973f5102b9b0","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 3","QA - Korok Checklist L3 zone 3"
"2608acaf-c62a-4ebb-89c8-7a4435c601fa","","checklist-flat","","QA - Timber Framing Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 3","Timber Framing"
"5973179b-2b58-4199-a4a9-587ecd7ec72f","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 3","Sheet Linning"
"8e5b2586-3c06-441e-a77e-7b19b699b954","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 3","Wraps/Tape Install"
"d7cc511c-f689-4e45-a0ca-14b2871a2e98","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 3","Steel Stud"
"eb086494-3dbf-4b34-bfb8-762030c0c93a","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 3","Zone 4"
