type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,
note,"Reference - IFC Drawings Table 610.05.051, 610.16 (g)",,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - 7 day compressive strength to comply with table 610.051 for early indication that the strength is tracking correctly.,,,,,,,,,,,,,,,,,,
note,• 28 day compressive strength (average of the 2 no. cylinders) per sample comply with the design strength.,,,,,,,,,,,,,,,,,,
note,"Note: 1 of the 2 no. 28 day cylinders per sample may be as low as 90% of the required strength, so long as the average meets the required strength. ",,,,,,,,,,,,,,,,,,
note,Attach: Compressive Strength Test Results,,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,Frequency - Each cylinder,,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,6.3 - Pile Integrity Testing,,,,,,,,,,,,,,,,,,
note,"Reference - 607.07, AS2159 Clause 8.8",,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Pile integrity testing shall be conducted after the concrete strength has reached 25MPa but not less than 7 days from casting.,,,,,,,,,,,,,,,,,,
note,• Cross-sectional area = ≥90%,,,,,,,,,,,,,,,,,,
note,"Note: To help ensure the Pile Integrity Testing is done properly, proper planning on site activities are to be considered, i.e. plan for PIT to be undertaken with minimal works around the area to avoid induced vibrations that may affect testing results.",,,,,,,,,,,,,,,,,,
note,Attach: Pile Integrity Test Report,,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,Frequency - Each pile,,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,"Responsibility - Testing Consultant, SE/PE/SPE",,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,6.4 - Dynamic Pile Testing,,,,,,,,,,,,,,,,,,
note,"Reference - 607.07 (b), AS2159 Clause 8.7",,,,,,,,,,,,,,,,,,
note,"Acceptance Criteria - Where applicable, Dynamic pile testing shall be conducted after the concrete strength has reached the 28 day compressive strength.",,,,,,,,,,,,,,,,,,
note,• Measured Ultimate capacity = ≥ values on IFC drawings,,,,,,,,,,,,,,,,,,
note,Attach: Dynamic Pile Test Report,,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,"Frequency - Where applicable, 1 test per pile cap /  abutment, where pile toe RL varies >2m from the test pile.",,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,"Responsibility - Testing Consultant, SE/PE/SPE",,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,6.5 - As-built Survey ,,,,,,,,,,,,,,,,,,
note,"Reference - IFC Drawings 607.06 (a & b), AS2159 Clause 7.2.2",,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - The following tolerances apply to piles:,,,,,,,,,,,,,,,,,,
note,i. Centre of pile head plan location = ±75mm,,,,,,,,,,,,,,,,,,
note,ii. Variance from vertical or rake = 1:50,,,,,,,,,,,,,,,,,,
note,iii. Irregularities in straightness = 1:100,,,,,,,,,,,,,,,,,,
note,iv. RL = ±25mm,,,,,,,,,,,,,,,,,,
note,Attach: Survey As-builts / Survey Report,,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,Frequency - Each pile,,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,"Responsibility - Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,6.6 - Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,,,,,
note,Reference - MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,
note,"Acceptance Criteria - Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed.",,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,"Frequency - Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,,,,,
note,Category - HP*,,,,,,,,,,,,,,,,,,
note,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,,,,,
note,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,,,,
textbox,Name:,,,,,,,,,,,,,,,,,,
textbox,Position:,,,,,,,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,,,,,,,
signoff,Sign ITP,,,,,,,,,,,,,,,,,,
