type,name,values,prefix,postfix,usage count,user addable,template name,,,,,
text,Report Number,,,,,,,,,,,
text,Description,,,,,,,,,,,
button,Non-Conformance rectified (Input date below),"Yes, No",,,,,,,,,,
text,Date rectified,,,,,,,,,,,
button,Non-Conformance approved (Input date below),"Yes, No",,,,,,,,,,
checkpoint,Item 7. Pass once entered,,,,,,,,,,,
text,Report Number,,,,,,,,,,,
text,Description,,,,,,,,,,,
button,Non-Conformance rectified (Input date below),"Yes, No",,,,,,,,,,
text,Date rectified,,,,,,,,,,,
button,Non-Conformance approved (Input date below),"Yes, No",,,,,,,,,,
checkpoint,Item 8. Pass once entered,,,,,,,,,,,
text,Report Number,,,,,,,,,,,
text,Description,,,,,,,,,,,
button,Non-Conformance rectified (Input date below),"Yes, No",,,,,,,,,,
text,Date rectified,,,,,,,,,,,
button,Non-Conformance approved (Input date below),"Yes, No",,,,,,,,,,
checkpoint,Item 9. Pass once entered,,,,,,,,,,,
text,Report Number,,,,,,,,,,,
text,Description,,,,,,,,,,,
button,Non-Conformance rectified (Input date below),"Yes, No",,,,,,,,,,
text,Date rectified,,,,,,,,,,,
button,Non-Conformance approved (Input date below),"Yes, No",,,,,,,,,,
checkpoint,Item 10. Pass once entered,,,,,,,,,,,
text,Report Number,,,,,,,,,,,
text,Description,,,,,,,,,,,
button,Non-Conformance rectified (Input date below),"Yes, No",,,,,,,,,,
text,Date rectified,,,,,,,,,,,
button,Non-Conformance approved (Input date below),"Yes, No",,,,,,,,,,
checkpoint,Sign-Off Records completed,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
checklist,ENT-013 - Fire Electrical Rough In & Fit off ,,,,,,ENT-013 - Fire Electrical Rough In & Fit off ,,,,,
section,Pre-Start,,,,,,,,,,,
checkpoint,Latest IFC drawings checked & referenced,,,,,,,,,,,
text,Drawing & Revision # (or Attach photo below),,,,,,,,,,,
checkpoint,"Area clear, tidy and accessible ",,,,,,,,,,,
label,Attach Photos/Comments below if any issues & Send report to Builder,,,,,,,,,,,
checkpoint,Cable/Conduit/Tray,,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
checkpoint,Fire Devices,,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
section,Installation Rough-In,,,,,,,,,,,
checkpoint,Correct cable used (eg Fire rated as required),,,,,,,,,,,
label,Specification Ref: AS:1670,,,,,,,,,,,
checkpoint,Cable Support,,,,,,,,,,,
label,Specification Ref: AS:3000,,,,,,,,,,,
checkpoint,Segregation from other electrical services,,,,,,,,,,,
label,Specification Ref: AS:3000,,,,,,,,,,,
checkpoint,Type of cable fixing and spacing,,,,,,,,,,,
label,Specification Ref: AS:3000 & AS:1668,,,,,,,,,,,
checkpoint,No cable joins between equipment,,,,,,,,,,,
label,Specification Ref: AS:1670,,,,,,,,,,,
checkpoint,Conduit type,,,,,,,,,,,
label,Specification Ref: AS:3000,,,,,,,,,,,
checkpoint,Conduit fixings,,,,,,,,,,,
label,Specification Ref: AS:3000,,,,,,,,,,,
checkpoint,MASDS,,,,,,,,,,,
label,Specification Ref: AS:1670,,,,,,,,,,,
section,Installation Fit-Off,,,,,,,,,,,
checkpoint,Sensor locations as shown on drawings,,,,,,,,,,,
label,"Correctly installed, list date. ",,,,,,,,,,,
checkpoint,Warden intercom phone locations,,,,,,,,,,,
label,"Correctly installed, list date. ",,,,,,,,,,,
checkpoint,Break glass alarm located per drawings,,,,,,,,,,,
label,Specification Ref: AS:1670,,,,,,,,,,,
checkpoint,Hold open devices located per drawings,,,,,,,,,,,
label,Specification Ref: Drawing,,,,,,,,,,,
checkpoint,Interface with Mechanical services,,,,,,,,,,,
label,Specification Ref: Drawing,,,,,,,,,,,
checkpoint,Interface with DDC,,,,,,,,,,,
label,Specification Ref: Drawing,,,,,,,,,,,
checkpoint,Sensors fixed correctly,,,,,,,,,,,
label,"Correctly installed, list date. ",,,,,,,,,,,
checkpoint,FIP installed & connected,,,,,,,,,,,
label,Specification Ref: BCA,,,,,,,,,,,
checkpoint,Connection of system to Tyco for Monitoring,,,,,,,,,,,
label,Specification Ref: AS1760,,,,,,,,,,,
checkpoint,MASDS  Panel Fit Off,,,,,,,,,,,
label,Specification Ref: AS1760,,,,,,,,,,,
checkpoint,Strobes,,,,,,,,,,,
label,Specification Ref: AS1760,,,,,,,,,,,
section,Commissioning,,,,,,,,,,,
checkpoint,Confirm all devices indicate at FDCIE,,,,,,,,,,,
label,Specification Ref: Drawings & AS:1670,,,,,,,,,,,
checkpoint,Confirm operation of all ancillary functions from FDCIE,,,,,,,,,,,
label,Specification Ref: AS:1670,,,,,,,,,,,
checkpoint,"FDCIE. Operate each alarm test, isolate and reset for each alarm zone",,,,,,,,,,,
label,Specification Ref: AS:1670,,,,,,,,,,,
checkpoint,ASE. Confirm the master alarm facility receives all alarms,,,,,,,,,,,
label,Specification Ref: AS:1670,,,,,,,,,,,
checkpoint,ASE. Confirm the master alarm facility receives all alarms,,,,,,,,,,,
label,Specification Ref: AS:1670,,,,,,,,,,,
section,Sign-Off,,,,,,,,,,,
checkpoint,Work(s) completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Signature by Builders Site Coordinator - If applicable attach below,"Yes, No",,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
checklist,ENT-014 - Site Works Completion Summary (Fire Electrical),,,,,,ENT-014 - Site Works Completion Summary (Fire Electrical),,,,,
section,Completion Summary,,,,,,,,,,,
checkpoint,Valves and valve monitors installed,,,,,,,,,,,
label,Specification ref: Drawing and AS:2118,,,,,,,,,,,
checkpoint,Pressure switches supplied and operable,,,,,,,,,,,
label,Specification ref: Drawing and AS:2118,,,,,,,,,,,
checkpoint,Pressure gauges fitted,,,,,,,,,,,
label,Specification ref: Drawing ,,,,,,,,,,,
checkpoint,Drains connected,,,,,,,,,,,
label,Specification ref: Drawing ,,,,,,,,,,,
checkpoint,Statutory Labelling,,,,,,,,,,,
label,Specification ref: Drawing ,,,,,,,,,,,
checkpoint,Certification,,,,,,,,,,,
label,Specification ref: AS:2118,,,,,,,,,,,
section,Sign-Off,,,,,,,,,,,
checkpoint,Work(s) completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Signature by Builders Site Coordinator - If applicable attach below,"Yes, No",,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
checklist,ENT-015 - Fire Electrical Commissioning Report,,,,,,ENT-015 - Fire Electrical Commissioning Report,,,,,
section,Pre-Start,,,,,,,,,,,
checkpoint-no-status,Pre-Start,,,,,,,,,,,
text,drawing reference,,,,,,,,,,,
text,level and area,,,,,,,,,,,
section,Installation,,,,,,,,,,,
checkpoint,Secure cabinet,,,,,,,,,,,
label,Specification Ref: drawing,,,,,,,,,,,
checkpoint,Extinguishers installed,,,,,,,,,,,
label,Specification Ref: drawing & AS:2444,,,,,,,,,,,
checkpoint,Signage to meet code compliance,,,,,,,,,,,
label,Specification Ref: drawing & AS:2941,,,,,,,,,,,
checkpoint,Hangers location and spacing,,,,,,,,,,,
label,Specification Ref: drawing & AS:2941,,,,,,,,,,,
checkpoint,Fire blankets,,,,,,,,,,,
label,Specification Ref: AS:2444,,,,,,,,,,,
section,Sign-Off,,,,,,,,,,,
checkpoint,Work(s) completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
checklist,ENT-FIRE-ITC02B Electrical Fit Off Devices,,,,,,ENT-FIRE-ITC02B Electrical Fit Off Devices,,,,,
section,Detectors,,,,,,,,,,,
checkpoint,Detector type appropriate,,,,,,,,,,,
checkpoint,Detector addressed for correct location,,,,,,,,,,,
checkpoint,Detector terminated correctly,,,,,,,,,,,
checkpoint,Detector clear from walls / beams 400mm,,,,,,,,,,,
checkpoint,Detector clear from air register 500mm,,,,,,,,,,,
checkpoint,Detector located in accordance with RCP,,,,,,,,,,,
section,Duct Probes,,,,,,,,,,,
checkpoint,Probe installed on correct duct,,,,,,,,,,,
checkpoint,Probe covers 70% of duct width,,,,,,,,,,,
checkpoint,Detectors type - photo optical,,,,,,,,,,,
checkpoint,Appropriate cable terminated in probe,,,,,,,,,,,
checkpoint,Duct probes cover accessible,,,,,,,,,,,
checkpoint,Detector indicator visible,,,,,,,,,,,
section,Remote Indicators,,,,,,,,,,,
checkpoint,Remote Indicator labelled correctly,,,,,,,,,,,
checkpoint,Remote Indicator located below C/S detector,,,,,,,,,,,
checkpoint,Remote Indicator located outside cupboard/room,,,,,,,,,,,
section,Sign-Off,,,,,,,,,,,
checkpoint,Work(s) completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Signature by Builders Site Coordinator - If applicable attach below,"Yes, No",,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
checklist-flat,ITP04 Portable Fire Extinguishers,,,,,,ITP04 Portable Fire Extinguishers,,,,,
checkpoint,Correct type of extinguisher,,,,,,,,,,,
checkpoint,Correct size/capacity of extinguisher,,,,,,,,,,,
checkpoint,Correct identification (signs installed),,,,,,,,,,,
checkpoint,"Correct location, as specified",,,,,,,,,,,
checkpoint,Bracket secure,,,,,,,,,,,
checkpoint,Tag/s attached and stamped,,,,,,,,,,,
checkpoint,Extinguisher fully charged,,,,,,,,,,,
checkpoint,Spares,,,,,,,,,,,
checkpoint,Work(s) completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Signature by Builders Site Coordinator - If applicable attach below,"Yes, No",,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
checklist-flat,ENT-016 - Fire Extinguishers ,,,,,,ENT-016 - Fire Extinguishers ,,,,,
checklist-flat,ENT-FIRE-ITC05A Jacking Pumps,,,,,,ENT-FIRE-ITC05A Jacking Pumps,,,,,
checkpoint ,Flow & Pressure checked and referenced,,,,,,,,,,,
text,l/min @ kPa,,,,,,,,,,,
text,Maximum pressure kPa,,,,,,,,,,,
checkpoint ,Jacking pump details - Pass once entered,,,,,,,,,,,
text,Make,,,,,,,,,,,
text,Capacity (kW),,,,,,,,,,,
text,Voltage Rating (v),,,,,,,,,,,
text,Amplitude (amp),,,,,,,,,,,
checkpoint ,Manual Operation,,,,,,,,,,,
checkpoint ,Automatic Operation,,,,,,,,,,,
checkpoint ,Settings - pass once entered,,,,,,,,,,,
text,Cut-in pressure ,,,,,,,,,,,
text ,kPa,,,,,,,,,,,
text,Cut-out pressure ,,,,,,,,,,,
text,kPa,,,,,,,,,,,
checkpoint ,Orifice plate fitted,,,,,,,,,,,
text,Size (mm),,,,,,,,,,,
checkpoint,Work(s) completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Signature by Builders Site Coordinator - If applicable attach below,"Yes, No",,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
checklist,ENT-FIRE-ITC05B Sprinkler Pumps,,,,,,ENT-FIRE-ITC05B Sprinkler Pumps,,,,,
section,Flows & Pressure,,,,,,,,,,,
checkpoint,Flow 1 and pressure checked and referenced,,,,,,,,,,,
text,l/min,,,,,,,,,,,
text,kPa,,,,,,,,,,,
checkpoint,Flow 2 and pressure checked and referenced,,,,,,,,,,,
text,l/min,,,,,,,,,,,
text,kPa,,,,,,,,,,,
section,Electric sprinkler pump,,,,,,,,,,,
checkpoint,Electric Sprinkler pump details - pass once entered,,,,,,,,,,,
text,Make,,,,,,,,,,,
text,Capacity (kW),,,,,,,,,,,
text,Rating (volt),,,,,,,,,,,
text,Rating (amp),,,,,,,,,,,
text,Mounting type,,,,,,,,,,,
text,Electric supply from active side,,,,,,,,,,,
text,Starting method,,,,,,,,,,,
section,Diesel sprinkler pump,,,,,,,,,,,
checkpoint,Diesel sprinkler pump details - pass once entered,,,,,,,,,,,
text,Capacity (kW),,,,,,,,,,,
text,Rating (volt),,,,,,,,,,,
text,Rating (amp),,,,,,,,,,,
checkpoint,Exhaust system to specification,,,,,,,,,,,
checkpoint,Fuel tank installed (above engine fuel pump for gravity feed) ,,,,,,,,,,,
checkpoint,Fuel tank capacity - pass once entered,,,,,,,,,,,
text ,litres,,,,,,,,,,,
text,hours (full load run),,,,,,,,,,,
checkpoint,Fuel tank auxiliaries - check following,,,,,,,,,,,
bool,Fuel feed pipe valve fitted and locked in open position,,,,,,,,,,,
bool,External fuel gauge fitted (not glass or plastic tube type),,,,,,,,,,,
bool,Air bleed fitted,,,,,,,,,,,
bool,Inspection and cleaning opening fitted,,,,,,,,,,,
bool,Sludge sediment trap fitted,,,,,,,,,,,
checkpoint,New storage batteries installed - details entered below,,,,,,,,,,,
text,Battery type,,,,,,,,,,,
text,Battery volts,,,,,,,,,,,
text,Battery Amps,,,,,,,,,,,
checkpoint,Battery charger installed as per specification,,,,,,,,,,,
bool,Boost charge switch fitted/tested,,,,,,,,,,,
bool,Voltmeter and Hydrometer fitted/tested,,,,,,,,,,,
section,Engine / pump tool kit and spare parts,,,,,,,,,,,
checkpoint,Equipment and parts supplied as per specification,,,,,,,,,,,
checkpoint,"Lockable, wall mounted metal box installed for tool kit and spare parts",,,,,,,,,,,
section,Sign-Off,,,,,,,,,,,
checkpoint,Work(s) completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Signature by Builders Site Coordinator - If applicable attach below,"Yes, No",,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
checklist,ENT-FIRE-ITC07B Automatic Fire Sprinkler Flow Test Report Sheet,,,,,,ENT-FIRE-ITC07B Automatic Fire Sprinkler Flow Test Report Sheet,,,,,
section,Pre-test details,,,,,,,,,,,
checkpoint,Latest IFC drawings checked & referenced,,,,,,,,,,,
text,Drawing & Revision # (or Attach photo below),,,,,,,,,,,
text,Grid Ref,,,,,,,,,,,
button,"Area clear, tidy and accessible ","Yes, No",,,,,,,,,,
label,Attach Photos/Comments below if any issues & Send report to Builder,,,,,,,,,,,
checkpoint,Year & Height - pass once entered,,,,,,,,,,,
text,Year of installation,,,,,,,,,,,
text ,Head height (m),,,,,,,,,,,
select,Classification ,"xlh, oh, xhh, other (Specify below)",,,,,,,,,,
text,Other (Specify here),,,,,,,,,,,
checkpoint,Block Plan Flow 1 - pass once entered (n/a if not applicable),,,,,,,,,,,
text,l/min,,,,,,,,,,,
text,kPa,,,,,,,,,,,
checkpoint,Block Plan Flow 2 - pass once entered (n/a if not applicable),,,,,,,,,,,
text,l/min,,,,,,,,,,,
text,kPa,,,,,,,,,,,
checkpoint,Block Plan Flow 3 - pass once entered (n/a if not applicable),,,,,,,,,,,
text,l/min,,,,,,,,,,,
text,kPa,,,,,,,,,,,
checkpoint,Block Plan Flow 4 - pass once entered (n/a if not applicable),,,,,,,,,,,
text,l/min,,,,,,,,,,,
text,kPa,,,,,,,,,,,
checkpoint,Block Plan Flow5 - pass once entered (n/a if not applicable),,,,,,,,,,,
text,l/min,,,,,,,,,,,
text,kPa,,,,,,,,,,,
checkpoint,Water supply and mains - pass once entered,,,,,,,,,,,
button,Water supply - grade,"1,2,3",,,,,,,,,,
text,Towns main #1,,,,,,,,,,,
text,Towns main #2,,,,,,,,,,,
checkpoint,Tank details - pass once entered,,,,,,,,,,,
button,Tank supply (Y/N),"Yes, No",,,,,,,,,,
text,Capacity,,,,,,,,,,,
text,Status,,,,,,,,,,,
checkpoint,Pump details - pass once entered,,,,,,,,,,,
select,Pump type ,"Electric, Diesel",,,,,,,,,,
text,Make,,,,,,,,,,,
text,Serial no,,,,,,,,,,,
text,Rated flow & pressure,,,,,,,,,,,
text,Cut-in pressure,,,,,,,,,,,
text,Pump orifice size (if electric),,,,,,,,,,,
text,K-factor (if electric),,,,,,,,,,,
text,Annubar size (if diesel),,,,,,,,,,,
button,Annubar type (if diesel),"Round, Diamond",,,,,,,,,,
text,Measuring device,,,,,,,,,,,
section,Pressure Tests (kPa),,,,,,,,,,,
checkpoint ,Pressure test 1 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text ,L/min,,,,,,,,,,,
text ,T/main no.1,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,T/main no.2,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,Comb. main,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
checkpoint ,Pressure test 2 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text ,L/min,,,,,,,,,,,
text ,T/main no.1,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,T/main no.2,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,Comb. main,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
checkpoint ,Pressure test 3 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text ,L/min,,,,,,,,,,,
text ,T/main no.1,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,T/main no.2,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,Comb. main,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
checkpoint ,Pressure test 4 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text ,L/min,,,,,,,,,,,
text ,T/main no.1,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,T/main no.2,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,Comb. main,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
checkpoint ,Pressure test 5 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text ,L/min,,,,,,,,,,,
text ,T/main no.1,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,T/main no.2,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,Comb. main,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
checkpoint ,Pressure test 6 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text ,L/min,,,,,,,,,,,
text ,T/main no.1,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,T/main no.2,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,Comb. main,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
checkpoint ,Pressure test 7 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text ,L/min,,,,,,,,,,,
text ,T/main no.1,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,T/main no.2,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,Comb. main,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
checkpoint ,Pressure test 8 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text ,L/min,,,,,,,,,,,
text ,T/main no.1,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,T/main no.2,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,Comb. main,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
checkpoint ,Pressure test 9 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text ,L/min,,,,,,,,,,,
text ,T/main no.1,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,T/main no.2,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,Comb. main,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
checkpoint ,Pressure test 10 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text ,L/min,,,,,,,,,,,
text ,T/main no.1,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,T/main no.2,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
text ,Comb. main,,,,,,,,,,,
text ,Inst. gauge,,,,,,,,,,,
section,Pressure Tests (psi),,,,,,,,,,,
checkpoint,Pressure test 1 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text,L/min,,,,,,,,,,,
text,Diesel disch.,,,,,,,,,,,
text,Diesel suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
text,Elect. disch,,,,,,,,,,,
text,Elect. suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
checkpoint,Pressure test 2(n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text,L/min,,,,,,,,,,,
text,Diesel disch.,,,,,,,,,,,
text,Diesel suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
text,Elect. disch,,,,,,,,,,,
text,Elect. suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
checkpoint,Pressure test 3 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text,L/min,,,,,,,,,,,
text,Diesel disch.,,,,,,,,,,,
text,Diesel suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
text,Elect. disch,,,,,,,,,,,
text,Elect. suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
checkpoint,Pressure test 4 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text,L/min,,,,,,,,,,,
text,Diesel disch.,,,,,,,,,,,
text,Diesel suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
text,Elect. disch,,,,,,,,,,,
text,Elect. suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
checkpoint,Pressure test 5 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text,L/min,,,,,,,,,,,
text,Diesel disch.,,,,,,,,,,,
text,Diesel suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
text,Elect. disch,,,,,,,,,,,
text,Elect. suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
checkpoint,Pressure test 6 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text,L/min,,,,,,,,,,,
text,Diesel disch.,,,,,,,,,,,
text,Diesel suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
text,Elect. disch,,,,,,,,,,,
text,Elect. suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
checkpoint,Pressure test 7 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text,L/min,,,,,,,,,,,
text,Diesel disch.,,,,,,,,,,,
text,Diesel suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
text,Elect. disch,,,,,,,,,,,
text,Elect. suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
checkpoint,Pressure test 8 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text,L/min,,,,,,,,,,,
text,Diesel disch.,,,,,,,,,,,
text,Diesel suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
text,Elect. disch,,,,,,,,,,,
text,Elect. suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
checkpoint,Pressure test 9 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text,L/min,,,,,,,,,,,
text,Diesel disch.,,,,,,,,,,,
text,Diesel suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
text,Elect. disch,,,,,,,,,,,
text,Elect. suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
checkpoint,Pressure test 10 (n/a if not required),,,,,,,,,,,
text,%,,,,,,,,,,,
text,L/min,,,,,,,,,,,
text,Diesel disch.,,,,,,,,,,,
text,Diesel suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
text,Elect. disch,,,,,,,,,,,
text,Elect. suction,,,,,,,,,,,
text,Inst. gauge,,,,,,,,,,,
section,Sign-Off,,,,,,,,,,,
checkpoint,Work(s) completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Signature by Builders Site Coordinator - If applicable attach below,"Yes, No",,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
text,Date completed,,,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
text,Date completed,,,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
text,Date completed,,,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
text,Date completed,,,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
text,Date completed,,,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
text,Date completed,,,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
text,Date completed,,,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
text,Date completed,,,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
text,Date completed,,,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
text,Date completed,,,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
text,Date completed,,,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
text,Date completed,,,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
text,Date completed,,,,,,,,,,,
text,Level and/or area,,,,,,,,,,,
checkpoint,Electrical Rough in (ENT-013),,,,,,,,,,,
checkpoint,Electrical Fit off (ENT-013),,,,,,,,,,,
section,Sign-Off,,,,,,,,,,,
checkpoint-no-status,Sign-Off,,,,,,,,,,,
