"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4477977c-a4ab-4450-bce2-987d677ff259","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-set","checklist-flat","FALSE","FALSE","Overall Pre-set"
"f9366b58-4856-5b03-8891-dbf02abfddbf","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-set","Overall Pre-set"
"4768ab25-5472-5d45-9aa2-b61f4a625b7a","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","System information:"
"0717c8e3-bf78-5fa8-a7fc-5c36b8a4d3e8","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","SSP Attached"
"87e578da-0ddf-51e7-93c8-81571a9d63b0","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","Task Analysis Attached"
"b86c383b-3528-501e-9724-a143911192e9","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","Relevant Drawings Attached"
"56be1089-bb26-4294-8bea-c4caa208ba8a","","folder-normal","pass","","step","TRUE","FALSE","QA"
"03498ef9-d82e-49b7-b8d7-806ad9e35b10","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Cable Systems"
"6329662c-2768-4c0a-a171-e00ffc85d632","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","RSC Cable Systems"
"bd1347d2-6330-4083-bd7b-774db3583f27","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","RSC Cable Systems","RSC Cable Systems - Line 01"
"4cef984c-8f30-5b35-addc-7df1f95fdcba","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 32","EMAIL PM"
"fc858a49-502e-550b-8f92-a2bf04b25c03","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 32","Required number of photo(s) taken of installed anchor(s)"
"56e70249-fd85-5b0b-b40e-eb1be54fe6f2","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 32","Installed as per PBI drawings supplied and manufacturer's requirements"
"af582960-ea6f-4251-93ee-74867959619a","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 33"
"f2472021-b81c-5c4b-9ed9-25548a7eeff5","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 33","Confirm the structure is in accordance with the details supplied by PBI"
"00153d37-a533-528f-876f-c125be40be21","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 33","EMAIL PM"
"006d036a-b4ce-5f45-8754-94a426282108","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 33","Required number of photo(s) taken of installed anchor(s)"
"30fef56d-16f1-5b0b-ab69-1f3248d9e4b8","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 33","Installed as per PBI drawings supplied and manufacturer's requirements"
"5467dbd6-51b2-49b3-96b9-643c9a2009a6","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 34"
"6dd5e9c0-1451-56bb-9ff5-051b8643dabb","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 34","Confirm the structure is in accordance with the details supplied by PBI"
"c495defd-68c3-5b67-8ce3-fb202ac05ec1","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 34","EMAIL PM"
"aeb44c40-87e5-5c03-955d-f24c15bec8e6","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 34","Required number of photo(s) taken of installed anchor(s)"
"47456626-a54f-5e88-a52e-db14a5663c98","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 34","Installed as per PBI drawings supplied and manufacturer's requirements"
"602f4ed7-a015-4676-9ff3-5686ee47be03","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 35"
"e48e3cc9-6506-5a84-b54a-eb2b60d12f1d","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 35","Confirm the structure is in accordance with the details supplied by PBI"
"9c1d6416-3813-50ef-bc50-a5c475e567c0","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 35","EMAIL PM"
"2ba1222c-b636-53ae-9dad-e2e1601dbac6","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 35","Required number of photo(s) taken of installed anchor(s)"
"5eb6b2a7-3c1d-591a-ac07-29060d0b2f67","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 35","Installed as per PBI drawings supplied and manufacturer's requirements"
"02275cd5-17cf-4cb5-96ef-51c0a08dbf98","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 36"
"4ada47b1-7d48-55e3-b7ed-75164c171b9d","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 36","Confirm the structure is in accordance with the details supplied by PBI"
"2578b69b-9e25-5a35-a27c-27d99216e8ac","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 36","EMAIL PM"
"cb7341f7-9682-59c0-9a8a-cae494328bd4","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 36","Required number of photo(s) taken of installed anchor(s)"
"4e749d63-e244-58ae-9c1b-b3fab57e530d","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 36","Installed as per PBI drawings supplied and manufacturer's requirements"
"c721288b-7d30-4761-aa58-0b63f93f510c","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 37"
"d97a9bce-3246-5002-aa64-fa412cbd5088","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 37","Confirm the structure is in accordance with the details supplied by PBI"
"4bd9663a-83c2-5e94-a465-2acdfef9c5c7","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 37","EMAIL PM"
"db22bb47-1bd0-5b25-986f-5b0271f28db4","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 37","Required number of photo(s) taken of installed anchor(s)"
"7b2ccb74-dfb7-5c3a-8400-2896bab51765","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 37","Installed as per PBI drawings supplied and manufacturer's requirements"
"06523e14-8510-44b6-a2e4-838b4d6cec83","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors "
"343e2a53-6737-4594-9a4c-ccf78081988c","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Pre-Fit Off Checklist"
"f18de808-7b24-58d8-8e27-41d1c5062461","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"c7ea14b9-7c29-543c-9f9a-fecdb94ae6a1","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Pre-Fit Off Checklist","EMAIL PM"
"e06ca5de-e95b-5c9a-80fb-64aa82d76c6d","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"9477148b-a22d-5c3c-8607-8ad872b264cf","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Pre-Fit Off Checklist","Photos taken"
"47ba3c2d-90ac-4b05-83d6-5a2e821dc72f","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 04"
"ddd2f953-10e6-58d0-baab-e15381c08645","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 04","Confirm the structure is in accordance with the details supplied by PBI"
"b0fd0a0f-d426-5f53-90ac-d62fe86622b5","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 04","EMAIL PM"
"64e18075-2bc5-56c7-90b4-bd42dfd8d05c","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 04","Required number of photo(s) taken of installed anchor(s)"
"5b735fcf-da22-5acd-9e4e-987878fa61a1","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"ee26d7a5-e178-4737-b827-7d6e5c309bce","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 05"
"5b8cb773-134b-5bf0-b8a6-70256dcc8e82","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 05","Confirm the structure is in accordance with the details supplied by PBI"
"2e635a7e-79cd-5b41-b512-60d935a322e8","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 05","EMAIL PM"
"cc609fad-d193-54d6-9980-ab4cba0e4e66","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 05","Required number of photo(s) taken of installed anchor(s)"
"af1d1e75-11fd-5d87-a710-18716303ddf8","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"a07a7931-f252-4d7d-b696-de7e06f7cb7c","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 06"
"8e50992a-5008-5621-b4a0-df5c9a73c93d","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 06","Confirm the structure is in accordance with the details supplied by PBI"
"2dc590b6-f54a-50be-b794-63e2ead258a9","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 06","EMAIL PM"
"68980b97-9c92-5fe2-8d9e-f7518cc00846","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 06","Required number of photo(s) taken of installed anchor(s)"
"553c1cb9-a817-57f3-8e98-82674d217d50","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"dc1fb224-43d2-4025-9d5e-45ef5cfea501","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 07"
"88079b3a-dab0-5a9f-958f-1706b2ac79ce","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 07","Confirm the structure is in accordance with the details supplied by PBI"
"4f269ada-2a36-57b5-8389-dcfe0ca43dbc","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 07","EMAIL PM"
"1307ce4b-d97d-5d70-aae9-35a53ca2a84a","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 07","Required number of photo(s) taken of installed anchor(s)"
"65092819-f435-5cc7-a472-ad7b7ad2600c","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 07","Installed as per PBI drawings supplied and manufacturer's requirements"
"9a9491ab-a7a7-410a-999e-e8d9d96620be","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 08"
"b6386f18-9782-5a0c-8e68-ed4b30bb4fad","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 08","Confirm the structure is in accordance with the details supplied by PBI"
"781d380d-37ee-501c-a7ba-0f31e10d0757","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 08","EMAIL PM"
"9b0e9500-73e0-504b-bb31-8e42e9bf5d44","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 08","Required number of photo(s) taken of installed anchor(s)"
"bfb9c8f8-713d-5ee0-ba2c-9a12c58c0cf7","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 08","Installed as per PBI drawings supplied and manufacturer's requirements"
"54218c9e-4f4d-4665-a5c9-0e4d0d01ef73","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 09"
"0d13ec79-e8f3-5459-8504-a287f82e3331","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 09","Confirm the structure is in accordance with the details supplied by PBI"
"70dcb2af-d59c-56ea-9738-2811cc69e1c7","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 09","EMAIL PM"
"4f62739a-dd58-5309-a13e-ab957fdfc699","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 09","Required number of photo(s) taken of installed anchor(s)"
"9adce428-09b4-565b-8246-68db02959039","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","6No AP Type 01 - Fall Arrest & Abseil Anchors ","Fit Off Checklist - Anchor 09","Installed as per PBI drawings supplied and manufacturer's requirements"
"f9bb4760-0777-4bd3-9530-113071fe1772","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors"
"f79d7fba-58de-42be-bade-4f2468952a48","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Pre-Fit Off Checklist"
"41e54df6-91cd-5cb9-8bb3-abb89d2dc10f","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"33844fec-0b5c-5a72-a551-c8049e1ef1d0","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Pre-Fit Off Checklist","EMAIL PM"
"f4fd5611-0aca-5a14-8ff4-b1a6d7069be9","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"ceb7af0f-2a68-576a-b731-55ee33ca85ec","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Pre-Fit Off Checklist","Photos taken"
"936444b7-7fa8-4ca7-826e-2ca58c6f4990","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Fit Off Checklist - Anchor 12"
"98e104aa-24f4-570d-9f42-9e063c01748c","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Fit Off Checklist - Anchor 12","Confirm the structure is in accordance with the details supplied by PBI"
"b73a093a-fbee-5b17-bead-6911aea06cb1","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Fit Off Checklist - Anchor 12","EMAIL PM"
"1f47bd4e-7197-59c3-a44d-942e74adb232","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Fit Off Checklist - Anchor 12","Required number of photo(s) taken of installed anchor(s)"
"12575eb1-b430-5966-b009-bd8bfb704a2c","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Fit Off Checklist - Anchor 12","Installed as per PBI drawings supplied and manufacturer's requirements"
"5eb78da1-317e-4d97-9cc7-0daea52caefc","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Fit Off Checklist - Anchor 13"
"63911ebc-bf09-5c77-a308-29e2c3b7d031","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Fit Off Checklist - Anchor 13","Confirm the structure is in accordance with the details supplied by PBI"
"17801325-2a21-566b-929c-f91ddec93f8e","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Fit Off Checklist - Anchor 13","EMAIL PM"
"b2615b2c-3a6a-5ab9-b080-46f7404f596f","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Fit Off Checklist - Anchor 13","Required number of photo(s) taken of installed anchor(s)"
"2df40ef6-55cb-5d28-bb2f-d58345a4b57d","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 07 Anchors","Fit Off Checklist - Anchor 13","Installed as per PBI drawings supplied and manufacturer's requirements"
"f09ac7e2-8cc3-4268-a4ac-aae671eb3cee","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors"
"7e95c0e0-14e2-41bd-b030-4d01e66a74ce","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Pre-Fit Off Checklist"
"5c93668d-749d-519e-93e8-1840034d787f","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"59a39861-96d1-5e9a-9799-cdc32971da9b","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Pre-Fit Off Checklist","EMAIL PM"
"30c881dc-ab95-5054-995b-0a2e73b69c81","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"5704d375-19ea-5b9b-bca2-e69131a93664","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Pre-Fit Off Checklist","Photos taken"
"70a6a68c-2872-4ebd-8566-696d4d393473","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Fit Off Checklist - Anchor 26"
"7e239005-ca1d-57b8-b73d-54b6d0457189","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Fit Off Checklist - Anchor 26","Confirm the structure is in accordance with the details supplied by PBI"
"296481f3-cd75-5d02-a7d1-9b103e72b7e7","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Fit Off Checklist - Anchor 26","EMAIL PM"
"125f7226-c43f-5a42-95ee-77aae103e5e6","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Fit Off Checklist - Anchor 26","Required number of photo(s) taken of installed anchor(s)"
"70d75847-3cd5-56dc-bbfb-2e10c9b88168","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Fit Off Checklist - Anchor 26","Installed as per PBI drawings supplied and manufacturer's requirements"
"17cf43ac-2e76-4e8d-ae48-0eee72ea515e","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Fit Off Checklist - Anchor 25"
"2cacea93-745f-5c2a-9c77-60767c51467c","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Fit Off Checklist - Anchor 25","Confirm the structure is in accordance with the details supplied by PBI"
"af8216d7-8423-57d0-8ee6-a4c58eb3c4fa","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Fit Off Checklist - Anchor 25","EMAIL PM"
"1353d043-5c74-5094-b568-53ced6f69daf","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Fit Off Checklist - Anchor 25","Required number of photo(s) taken of installed anchor(s)"
"de927e6a-8f8f-5e57-a7d5-d61bcd1250ee","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","RoofSafe Cable Systems","2No AP Type 08 Anchors","Fit Off Checklist - Anchor 25","Installed as per PBI drawings supplied and manufacturer's requirements"
"1606d2e2-f4ab-441d-a571-76d0a9c77ba3","","checklist-flat","pass","Data Plate & Access Point (Anchor Points)","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","Data Plate & Access Point"
"e4a0c1b5-19f0-5098-a6d5-a1b7713d4cfd","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","Data Plate & Access Point","Details of Data Plate"
"f785ad5a-c72f-5628-bbe9-1e9503b64f2d","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","Data Plate & Access Point","1 photo required of Data Plate"
"06423536-cd20-50b4-be29-58ef4a12b8fd","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","Data Plate & Access Point","Details of Access Point"
"30c8037c-90cd-5d25-92d0-b86bbcd764c2","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","RoofSafe Cable Systems","Data Plate & Access Point","1 photo required of Access Area"
"2d96b67d-2f28-40f4-ade0-a5c1fe7333dc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Roof Access Requirements"
"af5fc2ef-df21-4b71-8994-49aaf71c3c20","","checklist-flat","work-in-progress","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"43b6c7a8-54d5-5cc0-846d-e66290ed32f0","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"6140dbfe-da07-4259-8347-3ad915dcd083","","checklist-flat","not-started","SYS - PT - Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"4bc854ac-7c79-5c3f-bc5b-6450ea36eb5a","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"efd9a82a-b3a1-5cd4-a21e-28d93e1c0f7d","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Request Review from PM"
"67148f5d-3e8a-57f5-933c-5cdad2db72fc","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"18f8f553-81b4-5f0e-8908-2b6b111ab07e","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
