"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"99a1db00-728e-4f09-be38-395caf8f966f","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"5690c4ae-ad34-4f36-8b0c-f84cd883d634","","folder-normal","pass","","step","TRUE","FALSE","Site QA","ITP-001 - Sediment Control"
"2c9f3401-02e2-4d3d-a8db-60cf8cb7ce60","","checklist-sectioned","pass","0b82de3d42fcb329e4f44fba6423241847a17a64a1404f01d3d03593ad5f078c","checklist","FALSE","FALSE","Site QA","ITP-001 - Sediment Control","Sediment Control - 01"
"4892043d-d507-5fd2-bdd7-40a180302683","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-001 - Sediment Control","Sediment Control - 01","Lot Conformance."
"48005daf-58e3-5330-a093-802ad5c7c490","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 005 - CC0394 - ITP-004 - Storm Water Drainage","3.0 Installation of Drainage Pipe","3.2 - Pipe Grade"
"4e1e4ff8-f7df-5e40-b7bf-0fba705bb005","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 005 - CC0394 - ITP-004 - Storm Water Drainage","3.0 Installation of Drainage Pipe","3.3 - Tolerances"
"3336e864-99e0-5101-90b6-5a0425c509fb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 005 - CC0394 - ITP-004 - Storm Water Drainage","3.0 Installation of Drainage Pipe","3.4 - Pipe Fittings, Supports & Fixings"
"ba3108d1-8599-5b6b-b6cc-6815592be2ed","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 005 - CC0394 - ITP-004 - Storm Water Drainage","3.0 Installation of Drainage Pipe","3.5 - Pit Install"
"0eb74b2b-99b0-5439-88be-b6623d39a40a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 005 - CC0394 - ITP-004 - Storm Water Drainage","3.0 Installation of Drainage Pipe","3.6 - Survey of Installed Services"
"e692c355-bf41-5901-866b-769be00de88d","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-004 - Storm Water Drainage","LOT 005 - CC0394 - ITP-004 - Storm Water Drainage","4.0 Backfill"
"40870084-84ea-59f0-9bbf-0a72efbd9036","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 005 - CC0394 - ITP-004 - Storm Water Drainage","4.0 Backfill","4.1 - Backfill Material"
"5cafed1b-d8db-59cc-a4ec-4ebc6ff9e4a2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 005 - CC0394 - ITP-004 - Storm Water Drainage","4.0 Backfill","4.2 - Layer Thickness"
"7f51f41f-8580-515a-b7d9-3f3494ee9a90","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-004 - Storm Water Drainage","LOT 005 - CC0394 - ITP-004 - Storm Water Drainage","5.0 Conformance Check"
"5b315eb4-2ab2-5cbe-820f-9aa48ebeb0f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 005 - CC0394 - ITP-004 - Storm Water Drainage","5.0 Conformance Check","5.1 - Clean & Finish"
"e90e79d0-7be0-5347-8d6b-3d0838a24146","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 005 - CC0394 - ITP-004 - Storm Water Drainage","5.0 Conformance Check","5.2 - Visual Inspection"
"5b9a8d20-13c1-4a05-939f-7688116cbf93","","checklist-sectioned","work-in-progress","CC0394 - ITP-004 - Storm Water Drainage REV0","checklist","FALSE","FALSE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage"
"3a05604c-167a-5bb3-97d3-6070993f097e","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","Lot Conformance."
"d4fd394f-6f3e-5fec-9b84-0547669e8019","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","Lot Conformance.","Lot Conformance"
"1fe113e8-36b8-56ef-8b95-9e76209c4d6d","","holdpoint","work-in-progress","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","Lot Conformance.","AUTHORITY HOLDPOINT"
"b95b71e8-cdcb-5325-bd33-ae03ebcfd9ae","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","1.0"
"64411c97-1c84-521b-9fa1-75728cc25f3d","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","1.0","1.1 - Determine Lot Size"
"b8bea997-5609-5d95-ab2e-2fe30ba229fc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","1.0","1.2 - Survey Set-out"
"3d69397e-477e-5ff1-8d1a-69576e2729f1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","1.0","1.3 - Approved Material Type"
"c2cd8c55-bcfa-5bfb-9026-bff6422428ab","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","1.0","AUTHORITY HOLDPOINT"
"077822e3-80fe-5239-af85-89210af26a83","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","2.0 Excavation of Drainage Trench"
"a0b6c734-c590-5494-bfb2-bcb9e21ddc1a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","2.0 Excavation of Drainage Trench","2.1 - Excavation"
"5b912268-18d9-55d5-8562-46634241ceaf","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","2.0 Excavation of Drainage Trench","2.2 - Removal of Obstructions"
"1503b911-3b91-51a9-a5f3-5e7b4ab8f790","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","2.0 Excavation of Drainage Trench","2.3 - Water Management"
"7f59ba76-3f99-510f-8b32-a657423791d9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","2.0 Excavation of Drainage Trench","2.4 - Bedding Material"
"44277c22-ddfb-5649-b146-423cbf37f6cc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","2.0 Excavation of Drainage Trench","2.6 - Compaction of Bedding"
"ecded363-15b1-56f9-bace-d27f47476fcf","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","3.0 Installation of Drainage Pipe"
"1ff5e70a-284b-55ae-9a1f-927083e8f972","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","3.0 Installation of Drainage Pipe","3.1 - Pipe Installation"
"30073373-667d-500a-9460-cde37eae1aa8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","3.0 Installation of Drainage Pipe","3.2 - Pipe Grade"
"9c864a4c-4a18-5e07-8183-79b97bcd36c4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","3.0 Installation of Drainage Pipe","3.3 - Tolerances"
"82a8734f-3f03-5da4-9ef5-8734044abcbe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","3.0 Installation of Drainage Pipe","3.4 - Pipe Fittings, Supports & Fixings"
"ffdfafed-11ac-578b-85d4-6eb0b1bfbfca","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","3.0 Installation of Drainage Pipe","3.5 - Pit Install"
"517ce284-d908-57db-8218-aa1ac6d2dd5f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","3.0 Installation of Drainage Pipe","3.6 - Survey of Installed Services"
"5952963c-b58e-593d-900c-9f016bc1a8be","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","4.0 Backfill"
"91e48da9-b155-5135-84ab-3db25147637e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","4.0 Backfill","4.1 - Backfill Material"
"cb7f898f-11e2-50e4-97ec-1143cb8c7ab2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","4.0 Backfill","4.2 - Layer Thickness"
"9a9ac888-1a93-5275-b6b3-76db51e91a17","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","5.0 Conformance Check"
"b013dcab-2e35-5ef3-8092-ba8d67680c85","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","5.0 Conformance Check","5.1 - Clean & Finish"
"abd14568-a00e-5a01-bc58-6def53319e40","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-004 - Storm Water Drainage","LOT 006 - CC0394 - ITP-004 - Storm Water Drainage","5.0 Conformance Check","5.2 - Visual Inspection"
"18e5b2bf-f571-4f92-be4d-78e0b77a3471","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction"
"c9697dc1-2281-4368-ba8f-96e0718277c0","","checklist-sectioned","work-in-progress","CC0394 - ITP-005 - Crushed Rock Pavement Construction REV0","checklist","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction"
"466bbb86-7e7c-5e92-8eaf-331a7266d6d6","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","Lot Conformance."
"657f54e8-ea37-58cd-b002-fc138c036ee1","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","Lot Conformance.","Lot Conformance"
"08fac334-5623-57bd-bd20-d7c52e006cf8","","holdpoint","work-in-progress","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","Lot Conformance.","AUTHORITY HOLDPOINT"
"acd5f973-b258-5747-a1b6-23feecef5f35","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","1.0"
"63429242-82aa-5145-ad2b-120a782d74ac","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","1.0","1.1 - Determine Lot Size"
"047e356f-36c2-5a69-8d57-79871fcc347e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","1.0","1.2 - Survey Set-out"
"618bb046-0a13-5a0b-b854-f7db31f65012","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","1.0","1.3 - Material Classification & Source"
"a2ba57c1-d0c1-5cc3-86ea-4b0083dc62cf","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","2.0"
"1ec7189a-6ddd-59e3-86f9-9d9eb3cac76f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","2.0","2.1 - Conformance of Previous Layer"
"d486067a-ab5b-5b35-b888-47df48dedfb3","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0"
"04bec456-e003-520e-91c3-534b7864a85b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.1 - Placement"
"fe0ec27c-0616-52c4-b60b-c8e4a7b5df10","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.2 - Moisture"
"a8ce15c0-4ae2-5282-b2e5-63e96eaddcd7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.3 - Compaction"
"280abab1-f215-5933-9c64-f1a7d05ef0d7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.4 - Test Rolling"
"e7de2e86-7d51-5908-acdf-9eb7606deae0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.5 - Identification of soft, wet or unstable material"
"29568f62-1feb-5748-84f2-1742fc33741c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.6 - Treatment of unsuitable material"
"efdc0507-4226-5915-b926-97d0796c6e90","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","4.0"
"601ebfc7-82b0-5821-b469-4762d08218c6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","4.0","4.1 - Pavement Finish"
"6a495c8d-4ca5-5cbd-869f-613964e296fc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","4.0","4.2 - Width & Alignment"
"0fb0b30e-d47e-5d84-a5cd-3de788e30942","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","4.0","4.3 - Surface Level of Pavement Courses"
"dcd4d8a1-40ee-5372-a736-a13fcfb381d0","","holdpoint","not-started","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","LOT 01 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","4.0","AUTHORITY HOLDPOINT"
"1a19a6a5-0c5f-44c5-ae98-6a3e573ea1e1","","checklist-sectioned","work-in-progress","CC0394 - ITP-005 - Crushed Rock Pavement Construction REV0","checklist","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction"
"385bb46c-12fc-5680-8404-e8545a1793a3","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","Lot Conformance."
"a8a5e46d-9f93-5a5a-9d14-37611d996e09","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","Lot Conformance.","Lot Conformance"
"49570389-5b7d-57f1-a6a4-33545b2a0cac","","holdpoint","work-in-progress","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","Lot Conformance.","AUTHORITY HOLDPOINT"
"fbb8a836-01c2-5c3e-ab74-9e9cf82025cc","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","1.0"
"5e034f94-3203-5839-b3b9-679d1138926d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","1.0","1.1 - Determine Lot Size"
"6ea886e7-7b81-5ffb-b0cb-cbfef98867e4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","1.0","1.2 - Survey Set-out"
"2d3f6acd-f0b5-5e67-a80e-9a69ab9ab811","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","1.0","1.3 - Material Classification & Source"
"da17c0f5-25d8-5dcf-93ac-53c51a2705be","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","2.0"
"d64d5c22-4e90-5019-a30f-e60479af3cc3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","2.0","2.1 - Conformance of Previous Layer"
"cd109b96-b465-579d-acfd-738fc99d822b","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0"
"4cfa13df-3a35-5bf2-ab2e-9d6b37658586","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.1 - Placement"
"7eabe8dd-f5c4-518c-8334-4ebfe1131d18","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.2 - Moisture"
"37daf399-e48e-5358-b5a0-ba50ef1339b8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.3 - Compaction"
"827e70c2-85e4-520c-ae7e-5968da5101c3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.4 - Test Rolling"
"00950987-6b28-5d36-90a2-81df44840e76","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.5 - Identification of soft, wet or unstable material"
"ff8d6055-a955-58c8-b939-4517fec00053","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.6 - Treatment of unsuitable material"
"2623a692-4be6-5a0e-aa9c-eb31a51efd19","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","4.0"
"cd7ae801-dd49-590d-8e07-f22cf9d5f831","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","4.0","4.1 - Pavement Finish"
"c8140880-9094-5516-b654-ed22d522abd9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","4.0","4.2 - Width & Alignment"
"587b58ff-1473-53b9-963a-fbb8f3a7844a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","4.0","4.3 - Surface Level of Pavement Courses"
"58aa3a78-39de-5da8-be2b-7db00907525c","","holdpoint","not-started","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 2 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","4.0","AUTHORITY HOLDPOINT"
"157222cc-f156-4a12-bc58-c2029ab3785f","","checklist-sectioned","work-in-progress","CC0394 - ITP-005 - Crushed Rock Pavement Construction REV0","checklist","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction"
"a86ce4d5-f1e1-5a52-b0ae-c341ac19fa20","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","Lot Conformance."
"c8c6d06d-7f58-5996-86a0-8ce73cf2a5b3","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","Lot Conformance.","Lot Conformance"
"c18bb78d-88e0-57f1-8995-d800a48b5142","","holdpoint","work-in-progress","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","Lot Conformance.","AUTHORITY HOLDPOINT"
"d0e27d46-7da8-5ad2-9f6a-474f964dc190","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","1.0"
"d12d6b4a-8b87-5316-b46c-511b4c61f594","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","1.0","1.1 - Determine Lot Size"
"5e25fb3b-a0d2-51cb-9ff9-f95002f4a2e7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","1.0","1.2 - Survey Set-out"
"39142b6c-84dc-50b9-8bea-1d7b31ff6a1f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","1.0","1.3 - Material Classification & Source"
"4abc2eef-6882-5d14-ab70-8d51c4ffbd07","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","2.0"
"8e50ae49-786d-5dbd-be80-7f991c6a729e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","2.0","2.1 - Conformance of Previous Layer"
"bfc6f196-0bd2-5ed6-919a-4c054ec6defd","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0"
"aa231c22-23e3-561c-ada4-78c6b16de136","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.1 - Placement"
"57bdcce9-ca40-5fd4-960f-96f921e46f73","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.2 - Moisture"
"8657c656-6e45-510e-b69c-c00b4b656b0a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.3 - Compaction"
"218dc771-83d2-5057-9929-c83142825f55","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.4 - Test Rolling"
"96e53053-ab23-5e39-a04b-0a87a113cc03","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.5 - Identification of soft, wet or unstable material"
"2d795e26-3dca-5dab-bb39-f6a8464f9b67","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","3.0","3.6 - Treatment of unsuitable material"
"58589b4c-aa4b-5ba9-845a-f1679b969818","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","4.0"
"63169680-3b9d-5060-b6ee-e33de6d2adac","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","4.0","4.1 - Pavement Finish"
"1dc80cb7-6ea8-5e98-b5d5-8843fc966acc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-005 - Crushed Rock Pavement Construction","Lot 03 - CC0394 - ITP-005 - Crushed Rock Pavement Construction","4.0","4.2 - Width & Alignment"
