"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f81eaaf6-bb8e-4d69-a9cb-6857a4f0cd1c","","folder-normal","work-in-progress","","step","FALSE","FALSE","Colo 1 Cell 1"
"8dc15395-7890-4b51-b368-8d835d7904be","","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1"
"ebb45fcc-08d8-42ac-a5c1-a113999a4d02","","folder-normal","not-started","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-101    COLO 1 CELL 1"
"6cdaf53b-3196-4ddb-b52a-001762668c39","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-101    COLO 1 CELL 1","First Fix Checks"
"b3088f55-c2eb-483f-adc5-e7781c682d4f","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-101    COLO 1 CELL 1","Second Fix Checks"
"e03f3159-7b90-4625-8f94-db3f3f1359a5","","folder-normal","not-started","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-105    COLO 1 MECH GALLERY 1"
"68538c82-8962-40fa-9080-bd31758448b2","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-105    COLO 1 MECH GALLERY 1","First Fix Checks"
"32c3f4a3-6d6f-4e26-ac6b-33bfa793c159","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-105    COLO 1 MECH GALLERY 1","Second Fix Checks"
"9ffa301e-c986-4471-8e1b-e48ea59a5df1","","folder-normal","not-started","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-115    COLO1 CELL1 ELECTRICAL"
"cf572a96-0a7e-4721-a383-765921d94f58","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-115    COLO1 CELL1 ELECTRICAL","First Fix Checks"
"23943f4c-41b2-42d4-87f4-0da60a2b6cec","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-115    COLO1 CELL1 ELECTRICAL","Second Fix Checks"
"5f0f9c8b-9430-4093-8042-74114f686477","","folder-normal","not-started","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-119    COLO 1 CELL 1 BATTERY"
"60dde24d-835e-4fff-a95a-2ebee1ccf4de","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-119    COLO 1 CELL 1 BATTERY","First Fix Checks"
"9ded0e38-2df6-4aad-8c70-c2bf79e68826","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-119    COLO 1 CELL 1 BATTERY","Second Fix Checks"
"8d44e741-fb39-4a9e-a585-5ff88a55d462","","folder-normal","not-started","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-EX-03    FS1"
"98722dbf-5226-4142-bf68-6ad6efd4df85","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-EX-03    FS1","First Fix Checks"
"88abcf0b-bf32-4a46-a8f1-52a6381a4e69","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-EX-03    FS1","Second Fix Checks"
"16441ccc-470b-4cb7-b675-301fbc6a3c65","","folder-normal","work-in-progress","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1"
"72bf29e8-d4e1-4421-9a60-fe87b3be5f75","","folder-normal","work-in-progress","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Earthing Colo 1 Cell 1"
"78157f58-cb94-4f86-91e2-b3646b9c2fa5","","checklist-flat","not-started","Main Earth Check Sheet","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Earthing Colo 1 Cell 1","Main Earth System Colo 1 Cell 1"
"6e6831dd-44ee-46bd-988b-0ee227bca7c4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Earthing Colo 1 Cell 1","Earth Connections Colo 1 Cell 1"
"907070a3-a33b-5727-9cc8-9a3f3c996e64","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(bbd238bd-0332-5526-883f-961ed078564a): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(bbd238bd-0332-5526-883f-961ed078564a): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-14   From - COLO1-CE3-MSB01 To - CE3-LBP02","Test Results "
"68b9d6ff-4466-5cd9-ba8d-06a93bba59aa","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-14   From - COLO1-CE3-MSB01 To - CE3-LBP02","Tested"
"c6145b97-ee28-4493-97ad-f273a6360635","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (9de188ce-0651-5202-97cc-18915a47c2ff), checkpoint-no-status Cable Details(abc97944-b28f-5cd0-b682-30b745d98157)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-15   From - COLO1-CE3-MSB01 To - CE3-UPS01-PNL01-XFM01"
"c292d571-756d-5da1-b7e3-61a62fa5e0b7","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(331aa821-f620-5b6d-b68a-ced833407277): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(331aa821-f620-5b6d-b68a-ced833407277): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-15   From - COLO1-CE3-MSB01 To - CE3-UPS01-PNL01-XFM01","Test Results "
"be2103e7-8e07-5856-9d94-fbe963181f1b","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-15   From - COLO1-CE3-MSB01 To - CE3-UPS01-PNL01-XFM01","Tested"
"16fc9c90-be51-4519-b631-75c5d00c14bc","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (27ea717c-4078-5e78-a71b-a9dcd9166cfb), checkpoint-no-status Cable Details(6704613f-8ee8-5b33-b493-a3a6ed6882d0)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-16   From - CE3-ADP01 To - CE3-ATS01"
"58872cc1-5295-5068-95eb-4aa02d34829c","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(06bc151e-011e-54c3-891f-d133aabfcfaf): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(06bc151e-011e-54c3-891f-d133aabfcfaf): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-16   From - CE3-ADP01 To - CE3-ATS01","Test Results "
"3990634c-3f0d-5a9a-9138-bf579544e2ce","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-16   From - CE3-ADP01 To - CE3-ATS01","Tested"
"05ea6d2d-9e39-4d32-999b-d9f559840063","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (e615485c-2871-5f01-9097-edaf7cf4b0af), checkpoint-no-status Cable Details(6a4dbdb5-710e-52a9-98f2-aeffdb73325c)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-17   From - CE3-ADP01 To - CE2-ATS01"
"e4adba97-e9fc-53d5-99ac-5cab42aa02b4","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(3ac3d4c9-daf8-5c09-81fc-4f48d834fd5b): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(3ac3d4c9-daf8-5c09-81fc-4f48d834fd5b): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-17   From - CE3-ADP01 To - CE2-ATS01","Test Results "
"55af6823-a230-5a4a-a09d-7001dca17aac","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-17   From - CE3-ADP01 To - CE2-ATS01","Tested"
"03bed06f-3231-42aa-bfc3-7bcab5876236","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (8bcf141a-a82e-5490-b136-51f11fda6cfc), checkpoint-no-status Cable Details(908bf68e-b715-5507-90db-1482c7925be6)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-18   From - CE3-ADP01 To - CE4-AHU02"
"dd56f5ed-6c79-57b7-8198-4d162945fcb0","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(92900021-12e3-5a97-9d40-32ac9ec6ce7f): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(92900021-12e3-5a97-9d40-32ac9ec6ce7f): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-18   From - CE3-ADP01 To - CE4-AHU02","Test Results "
"2bf6a911-9084-5f2d-8a4d-38eab559f4fd","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-18   From - CE3-ADP01 To - CE4-AHU02","Tested"
"601f0421-b2bd-4f53-8d18-7fecc7ef4f15","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (62ac434f-6b23-570a-b3b3-03aa395ada65), checkpoint-no-status Cable Details(466dd6a7-0e87-59e9-a1c2-551e4ee8039d)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-19   From - CE3-ADP01 To - CE3-ATS02"
"1a31cfac-04fb-5450-885e-139d0509be32","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(bdc7e262-3e6a-5dea-9ee2-4c0bdb209a0d): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(bdc7e262-3e6a-5dea-9ee2-4c0bdb209a0d): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-19   From - CE3-ADP01 To - CE3-ATS02","Test Results "
"b68d0948-a940-5e66-86c4-d8aabdce1297","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-19   From - CE3-ADP01 To - CE3-ATS02","Tested"
"1177fd75-51d0-4144-976b-b34051608261","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (803169aa-d78b-52a5-8f22-7dd6085e476d), checkpoint-no-status Cable Details(5f1d7c52-b889-54ef-a8c4-7db2d37835cc)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-20   From - CE3-ADP01 To - CE1-ATS02"
"d072a8de-ad5a-55de-b060-c1a3fc63fb00","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(22785dcc-0e75-58f6-b7cc-b9fa4d4abda4): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(22785dcc-0e75-58f6-b7cc-b9fa4d4abda4): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-20   From - CE3-ADP01 To - CE1-ATS02","Test Results "
"c5cdb98e-4ea2-5a84-bd48-6790bfd65632","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-20   From - CE3-ADP01 To - CE1-ATS02","Tested"
"a72e6d51-3471-4707-8aa6-802ca543d0be","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (cafaac64-f70b-554b-909d-4baa21518d0e), checkpoint-no-status Cable Details(b30cee73-a5f6-5d8b-ab18-146bcfbd26fc)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-21   From - CE3-ADP01 To - CE2-AHU04"
"5775ab3e-b24f-5d00-a14a-09854c3bfd16","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(decc5672-7138-53b8-b03c-b57caa13b60f): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(decc5672-7138-53b8-b03c-b57caa13b60f): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-21   From - CE3-ADP01 To - CE2-AHU04","Test Results "
"b3a01ce2-84f0-542e-8500-7136073f1494","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-21   From - CE3-ADP01 To - CE2-AHU04","Tested"
"d002e3b4-df18-4aba-a65e-7e4b0bc90379","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (46ef9540-8304-5868-840d-ce8ee0fd975a), checkpoint-no-status Cable Details(d454efde-ce9a-5de8-a6a7-07a8cd9e519f)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-22   From - CE3-ADP01 To - CE3-ATS03"
"78646e95-8809-5e10-9398-a2014a7b59ef","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(6b6ee4fc-295f-534a-a64b-83b2ea973891): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(6b6ee4fc-295f-534a-a64b-83b2ea973891): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-22   From - CE3-ADP01 To - CE3-ATS03","Test Results "
"e7ea59c7-d989-5b80-88dc-0462c2d32b9d","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-22   From - CE3-ADP01 To - CE3-ATS03","Tested"
"44ad8ff0-c6b1-4901-91bb-60db6ddd8fa3","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (1f2cb8ce-4312-58d4-8701-68ea5b7ae063), checkpoint-no-status Cable Details(337364c4-aca3-547c-9753-73b903500fd5)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-23   From - CE3-ADP01 To - CE4-ATS03"
"060eea6c-f0dc-55d9-b918-2a4dc7bce151","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(4491c7df-5c5c-55d2-8e4d-0647f9b66bb4): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(4491c7df-5c5c-55d2-8e4d-0647f9b66bb4): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-23   From - CE3-ADP01 To - CE4-ATS03","Test Results "
"f00608e2-562b-5f3c-b35c-0393d11eddac","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-23   From - CE3-ADP01 To - CE4-ATS03","Tested"
"86943617-d48d-4a56-b5b9-41b325717dc2","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (f3d438d6-bc9d-5141-9097-d998a6c1e3e6), checkpoint-no-status Cable Details(4eab599b-ae31-5c80-b444-d091ea111f9f)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-24   From - CE3-ADP01 To - CE1-AHU06"
"2790ccbe-d38b-5a38-8cc7-3556e4936093","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(e83781d6-30f6-5a5e-b694-6549a94606a9): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(e83781d6-30f6-5a5e-b694-6549a94606a9): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-24   From - CE3-ADP01 To - CE1-AHU06","Test Results "
"c260a167-bd43-53fd-b76e-1ff7d2e31405","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-24   From - CE3-ADP01 To - CE1-AHU06","Tested"
"cdd916d4-2844-4d62-a93a-c4aa25fc132a","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (9c244039-19df-588c-ad6b-c3af77a208af), checkpoint-no-status Cable Details(2716f834-d060-59e6-9f8b-911509a50be2)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-25   From - CE3-ADP01 To - CE3-ATS04"
"c9a24394-7d8e-50a8-a669-7662891d95bc","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(71815d45-b460-5271-beac-8946e0dc8970): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(71815d45-b460-5271-beac-8946e0dc8970): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-25   From - CE3-ADP01 To - CE3-ATS04","Test Results "
"96b24251-3825-592d-a4ee-d71cf4a68f1e","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-25   From - CE3-ADP01 To - CE3-ATS04","Tested"
"41875e13-ed2d-4328-af9b-771f29e5a81a","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (1abff21e-28ec-5d08-b42e-e29e8ce43a54), checkpoint-no-status Cable Details(d76fb851-59f5-578e-8794-b9e8b55c26bb)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-26   From - CE3-ADP01 To - CE2-ATS04"
"e508d83c-3c98-5bfd-9eac-c94c599a89f6","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(14c0ec45-ea7d-566a-b67b-345cb8f1e23c): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(14c0ec45-ea7d-566a-b67b-345cb8f1e23c): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-26   From - CE3-ADP01 To - CE2-ATS04","Test Results "
"f14a07dc-078f-5915-9843-c939da970863","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-26   From - CE3-ADP01 To - CE2-ATS04","Tested"
"af19c4da-8618-484b-95e1-c4aa20acd238","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (9509c63c-e815-535d-8425-614df01fc468), checkpoint-no-status Cable Details(9a5dd8ec-4c2f-5021-aef5-8963a3726a1a)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-27   From - CE3-ADP01 To - CE3-AHU08"
"ab55ab38-50ab-5e01-9379-02fac526854f","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(431bf0b3-7d1c-56f8-b4d3-8563488743af): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(431bf0b3-7d1c-56f8-b4d3-8563488743af): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 3","Electrical Checks","Mains & Submain Cabling","Cable Ref. C3-27   From - CE3-ADP01 To - CE3-AHU08","Test Results "
