"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"10a353ae-59c5-4eb5-a430-4f310e17c290","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil"
"09961241-9785-428d-af94-a905941a5ee2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage"
"dc2aec0e-58a5-4c78-b1fc-967eabb3fb7c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater"
"4f49ebcd-04e8-47ca-84f0-26037017b032","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes"
"e4e80314-b341-42a2-a28f-d4995e38c6dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Manholes 1."
"95e3d72c-0b67-4e35-9e83-545cd983dfdf","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Common & Service Areas","Corridor"
"120f6178-d8aa-41c5-a720-17075e89ca8d","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Common & Service Areas","Corridor","Preline"
"9577daf9-d3af-4664-bd80-480f16285ebc","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Common & Service Areas","Corridor","Handover"
"2adbab13-f6c4-4bec-a406-a1643b3df810","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Common & Service Areas","Towel Storage"
"dfd33624-49ec-4ec2-8a72-0d926c817eb6","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Common & Service Areas","Towel Storage","Preline"
"e7b07782-a72d-4f32-80f3-876792acbd15","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Common & Service Areas","Towel Storage","Handover"
"e1a28266-39fd-4a52-8555-034f13a0d2d6","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Common & Service Areas","Loundry"
"f5b66611-e22f-4199-8fc7-dba34ee30c2d","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Common & Service Areas","Loundry","Preline"
"9f9fe2df-e9e1-42f3-a8f4-2a5c56a09970","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Common & Service Areas","Loundry","Handover"
"8d43a635-e8cf-40cb-aae9-5b17a6c6aaad","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Service Areas"
"e2f0ea9d-89d3-4ca9-9f15-ddfc8874a9d5","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Service Areas","COMMS"
"6093d126-8fa6-4625-ad4e-9057d3deffc8","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Service Areas","COMMS","Preline"
"a14d6f82-91c5-4b6a-af92-c4848d940d40","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Service Areas","COMMS","Handover"
"874d76d6-301b-4549-8f3d-f7bfb9c1cb7b","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)"
"14d93874-f7af-4620-9616-cc484d25305e","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1061"
"52ab97c2-5af6-42d2-982e-97a1469a473e","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1061","Preline"
"2496ab6d-7a0d-4efa-85c6-6b39db192202","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1061","Handover"
"341936d0-6eae-4083-af44-301332686822","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1062"
"dd91a211-1bce-498f-ba2d-a5a1f5918ccb","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1062","Preline"
"845ed28c-04ca-48c9-af60-b96c347a47f4","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1062","Handover"
"19241f98-b104-4820-ab49-6cc5339797d2","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1063"
"a7fd8eef-ad35-4697-85a6-eedf57a26e5b","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1063","Preline"
"fcc9c6c9-7d15-484b-a60e-e5891a8a01c1","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1063","Handover"
"b563f9eb-0ae7-49c3-a0bd-2647b43eb479","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1064"
"c4a1cfee-c878-4cde-a41a-9aa93d2756bd","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1064","Preline"
"5d79bae7-aeb6-4be7-8a0e-0bc91f515f97","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1064","Handover"
"d9f49333-51ff-4145-b3ec-e1e1c81a12e4","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1065"
"0b173e82-abce-43f7-a637-892c475f2cb5","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1065","Preline"
"fbabf9cb-2a4e-4b79-8279-5285a68772e2","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1065","Handover"
"b7cceb03-8c13-4874-a8ea-32e16ca17deb","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1066"
"6890fd63-7431-4e1b-9af6-bcc0287f10e5","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1066","Preline"
"c6600d84-16bb-4225-a1e3-e2cca8e63ca6","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1066","Handover"
"9e53c79d-28ad-4725-a1b6-7b1c53e2e58c","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1067"
"01836dea-81f1-4583-8a2a-a852f9e9ad8e","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1067","Preline"
"7e6409a3-8c94-47d3-bdc6-f2d132757d86","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1067","Handover"
"400ae3b4-4d88-428b-9946-4999fb45bd13","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1068"
"ec92767c-0953-4c24-b151-4cbd7566883b","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1068","Preline"
"cbf96fc1-e1e0-4b68-92f6-e75179d69894","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1068","Handover"
"d3927221-a8ca-413f-8760-783c1c58dbbc","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1069"
"7d2b71b4-8480-4a16-893a-7a599a1adcaf","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1069","Preline"
"b9a0cb16-47f2-4b99-8f69-816b886c0d0b","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1069","Handover"
"8525a81a-32e2-42c4-963d-7b9749f23dc3","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1070"
"42aa47c2-c973-4b1d-9eb2-92832f6b900e","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1070","Preline"
"2242c8b7-5635-4a17-bcb4-99de6e1a40d9","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1070","Handover"
"36f043e5-0053-479f-9f8f-f848a2699ba2","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1072"
"74e40846-cb1c-4916-acab-0f136e8470f9","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1072","Preline"
"05d3cd69-8ceb-4fca-94d0-b0384f2c44f6","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 2","Appartments (ALS)","ALS 1072","Handover"
"37a4104f-f6ce-44b3-b1d4-f3751ce107ec","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3"
"3f7e0141-6fdf-4735-982d-c4955be39385","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Common & Service Areas"
"9e277b70-f470-405e-9283-2f45e2c12e00","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Common & Service Areas","Stair 3 & Lobby"
"5fb2dec9-7fe8-4370-b140-8f250009421a","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Common & Service Areas","Stair 3 & Lobby","Preline"
"56d9d9ae-9336-4609-b8de-e7af0d60bf95","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Common & Service Areas","Stair 3 & Lobby","Handover"
"830971bf-ff73-4461-8bd7-6233d7b3eb1f","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Common & Service Areas","Lift 1-2 & Lobby"
"812afb7c-cafa-4ffc-bfeb-5e94efd35cae","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Common & Service Areas","Lift 1-2 & Lobby","Preline"
"ec0ec48d-748b-4da1-a077-542ee0ebbc83","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Common & Service Areas","Lift 1-2 & Lobby","Handover"
"2ea7b94d-07a6-4b56-be8e-00ec49c54d8f","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Common & Service Areas","Corridor"
"43fb5876-e881-4504-82b3-7f8cda06903c","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Common & Service Areas","Corridor","Preline"
"04494b28-9a00-4d9f-9a95-b67ba7901055","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Common & Service Areas","Corridor","Handover"
"89fd6c96-e694-4dfc-ac57-98979ec37140","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)"
"fbab89c8-b739-4f04-a452-9c57a9cc0aa6","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1074"
"71fc2ad1-c610-4e91-9d6f-c05a3bc7cda9","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1074","Preline"
"4c2664af-5702-476a-bca5-ae45e0327606","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1074","Handover"
"ac0c399f-e2fe-4a33-bfc4-d3ce0835edc2","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1075"
"205eaa7b-840e-4506-8909-a6152604b4cf","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1075","Preline"
"b9f7e599-62ec-46fd-93e3-17e090996f0b","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1075","Handover"
"ccba1f29-ae39-4de7-af77-158ebd039974","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1076"
"57672aac-62bb-4686-9fdc-32e08c753d14","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1076","Preline"
"23970472-3352-450d-9da3-84f0f317a16d","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1076","Handover"
"24572746-35eb-41d0-b87b-3b64922591d2","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1077"
"a1557e94-6e06-4461-85c5-23826ebac20f","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1077","Preline"
"1a470156-15f7-4730-9283-a157090bbe39","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1077","Handover"
"94347e5d-e747-43a2-be00-8bf601d0a58b","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1078"
"2e2d1516-4f3f-453f-a883-d12cd6f007b7","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1078","Preline"
"b54563f0-d850-4ccc-af94-cc0236a5036d","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1078","Handover"
"c131ad62-f1cf-418b-8d1d-392b4d1ee4d2","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1079"
"d7c5ec3e-0810-4023-9f70-6eb4c919d424","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1079","Preline"
"b82e4e7f-9f85-4e3f-ad20-4d75792b9da6","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1079","Handover"
"a0f90eb6-af7c-482b-a5a2-f995e29d10e9","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1080"
"5bf2068b-1135-4a94-9df3-76a359d33959","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1080","Preline"
"6e0c04fd-f36a-4b13-b5f2-9d9eab78d654","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1080","Handover"
"d5cdc041-3f5a-4248-bee8-8f551a4414d8","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1081"
"ec8447ca-0f3f-4394-bb8b-4aacd898ebdd","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1081","Preline"
"56e6d39a-324b-4365-9393-90d5c2dec05c","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1081","Handover"
"b1d1c6f8-2228-41d8-8436-cb3a852ba875","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1082"
"87628b96-eb08-48d8-bf3b-67361c005d5b","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1082","Preline"
"629f0a4a-5f9a-4171-98ad-a1d26d34d797","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1082","Handover"
"ca66afd6-0a91-477c-9e7e-ed2976422d58","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1083"
"2e28df58-e167-4032-a02d-aff948c89355","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1083","Preline"
"f1795b85-7336-468a-a668-72392ef5c7f5","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1083","Handover"
"5cd6ff1d-fab6-406d-abdf-2cc5a34ad013","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1084"
"d354db8d-af93-4391-897b-be4f622b5df8","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1084","Preline"
"250a4466-d5e7-4de2-a584-835cab05e83d","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1084","Handover"
"c4f774b4-3052-4a43-8322-8d6dbd59dd6b","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1085"
"aa8fdfc9-fb91-4eb0-bdcb-cdac7f159aa3","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1085","Preline"
"ceedc0f3-e094-46f9-a538-34fb07c8639f","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1085","Handover"
"0ad21118-9dc5-4504-aff0-8ca1aefeb654","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1086"
"a39e2625-9bd3-4a2e-908f-2bc79525e5a7","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1086","Preline"
"bdc51768-9bae-48f4-b9e4-5381aafb6988","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 3","Appartments (ALS)","ALS 1086","Handover"
"9296be8b-5050-4127-99c7-1f0bccce1fdb","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 4"
"537121e4-c1ed-4503-8c08-c7e3d8e7c725","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas"
"ce8cd3e2-77b2-40cc-aa13-502f717071d6","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Stairs"
"9668dbf6-aa3f-4559-83d5-b7650d701893","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Stairs","Stair 4 & Lobby"
"b1c6bea2-30a2-4b2b-bfae-893d5a773f68","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Stairs","Stair 4 & Lobby","Preline"
"7edf7ccf-a13f-4e0d-8027-9c91c27877d5","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Stairs","Stair 4 & Lobby","Handover"
"1c28c504-3bf9-417a-a2ea-c6b94dec48f9","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Stairs","Stair 5 & Lobby"
"3e00a2ad-624c-457d-9d0f-2f2679165790","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Stairs","Stair 5 & Lobby","Preline"
"d8931dfd-34c6-4a95-a6d1-ada23df2c15d","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Stairs","Stair 5 & Lobby","Handover"
"0787e6f0-5d6b-4103-9296-9e9025e5d339","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Lift 5 & Lobby"
"e72121c1-558f-4ab3-a154-fee537af3763","","checklist-flat","pass","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Lift 5 & Lobby","Preline"
"d11abd13-1cfc-4640-8cb8-79ca59615325","","checklist-flat","work-in-progress","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Lift 5 & Lobby","Handover"
"e32efc22-7a58-415a-a6a2-2dd43aa58d01","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Meeting"
"347b7dfe-42cb-41b4-835a-6a04d25f893f","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Meeting","Preline"
"e412a54d-0841-4639-bd83-9a2390fd769c","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Meeting","Handover"
"1a216f89-08a9-40f5-9eef-720351fed89f","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Main Lounge"
"c07d21fe-2a23-4ea3-a3dc-7b14a8c1f4e8","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Main Lounge","Preline"
"f2fe4b49-5df4-4f5a-b868-84db8fb9d806","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Main Lounge","Handover"
"14921112-0156-4c92-ba73-3d8da4de3472","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Dining"
"06d95f2a-078f-4454-986e-7a673604847b","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Dining","Preline"
"7f3b1865-a15d-4c4a-9192-8e60dca58023","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Dining","Handover"
"4d7768a5-ba84-40dd-a995-f626f0d8123f","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Corridor 1 & ACC WC"
"fcd27ca8-5e1a-49f1-8bc5-f992dac71da9","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Corridor 1 & ACC WC","Preline"
"1f78a240-7217-443f-86f0-41cd51444094","","checklist-flat","not-started","H - R - Handover","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Corridor 1 & ACC WC","Handover"
"025c18c2-1b55-47a7-aca1-a00ca9f5bcfe","","folder-normal","not-started","","step","TRUE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Cleaner & Sluice Area"
"46dcd62c-940f-4e4f-a1a4-73b83e28b101","","checklist-flat","not-started","47302d40fc6ea4b221f30662180e6677a46b1f98983147a14326ca296a6c70fc","checklist-flat","FALSE","FALSE","B01","Fitout","Level 1","Area 4","Common & Service Areas","Cleaner & Sluice Area","Preline"
