"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2c88abe4-5e69-446b-85bf-f805bf27f7e6","","folder-normal","pass","","step","TRUE","FALSE","Forest Glen Stage 1 "
"ee6ad9f1-723e-43ab-b06f-68097c4e1ef7","","checklist-flat","no-status-started","93bd1be2dc3f7d66098628adff5b0a88d6a562baf6b97b6716aee51438f745bf","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Job Details"
"37638fda-86cf-473f-9bed-9409adeed905","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Job Details","Site Info"
"ca111cc6-3ee9-4628-976b-07b9e31c660e","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Job Details","Latest Drawings"
"40977118-594f-4fe3-97f7-54f847f5aa90","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Job Details","Scope of Works Attached"
"21f60bfc-0d33-4ac9-8881-43cc1ae40b4d","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Job Details","Additional Pre Start Docs"
"f3fd13f2-7a41-436a-ab8a-faeaf42951e6","","folder-normal","pass","","step","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety"
"4c12fc47-922e-477b-b1d6-350110475d3d","","checklist-flat","no-status-started","df00e11d689b0cd5fdda29373d1dc053d0812dccb7e91a591d365a6a64c0011e","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Prestart H&S Documents"
"3f8f5243-fa5f-4f43-998c-335856ccc861","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Prestart H&S Documents","All  Pre-start H&S Documentation Completed, Reviewed & Attached"
"1e095b21-9591-429d-9c2a-55c72d345cc0","","holdpoint","no-status-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Prestart H&S Documents","Request Main Contractor Approval"
"f45c08ce-791e-4931-b739-de639b39ce0b","","folder-normal","pass","","step","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S"
"c5e5ea0d-5364-4fa0-945b-81dac9678dc3","","folder-normal","pass","","step","TRUE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","July"
"92721a91-a7f5-5954-9aad-dc20d4671264","","checklist-flat","pass","SYS - Toolbox Talk - (old version)","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","July","Toolbox Talk - 12/07/2021"
"78fb5f6f-b41b-5f59-a5d0-c70dcdf85f61","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 4/07/22","Toolbox Talk Details"
"68cc4fb5-9740-5499-8dfd-ef0a28ff4342","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 4/07/22","Meeting Details / Attendees"
"6bd90ad1-256a-55be-b681-117b1683975e","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 4/07/22","Site Activities Listed - any corrective actions discussed, actioned, reviewed and closed out"
"0fc983c7-7db8-5a0f-b8ac-8bda7c016f3a","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 4/07/22","Near Misses / Incidents to report - any corrective actions discussed, actioned, reviewed and closed out"
"2a8b6abf-bc97-5d0d-86ec-b0cf7f030dcf","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 4/07/22","Employee issues raised and resolved within specified timeframe (Pass once issues have been resolved)"
"9fa1d75a-fdba-51f2-b7d4-f49912d11471","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 4/07/22","Safe Observations reviewed / discussed"
"5f18b10f-18a7-55b0-8b40-710ed216cfe6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 4/07/22","Task Analysis/Job Safety Analysis (JSA) completed/reviewed"
"2297113c-9f6b-5905-87e7-093cb362731b","","holdpoint","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 4/07/22","Request Signoff"
"173ab229-a18d-4f77-8e0a-fcdd7e51d20f","","checklist-flat","pass","SYS - Toolbox Talk - (old version)","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 5/07/22"
"5273979c-dca4-5106-99a6-4a54a3a35cd9","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 5/07/22","Toolbox Talk Details"
"8f09ca1b-39c6-591c-b1f5-8ef338fd5ef5","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 5/07/22","Meeting Details / Attendees"
"dc0d332b-0cb0-5a01-bdb3-539ac5a8560b","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 5/07/22","Site Activities Listed - any corrective actions discussed, actioned, reviewed and closed out"
"86962cb8-e6c8-5263-a053-a16b64dd1a0f","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 5/07/22","Near Misses / Incidents to report - any corrective actions discussed, actioned, reviewed and closed out"
"d080fce3-f7a8-5387-8367-f7e299b92a85","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 5/07/22","Employee issues raised and resolved within specified timeframe (Pass once issues have been resolved)"
"b7ded278-4f84-5310-9be7-2217e3ff345f","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 5/07/22","Safe Observations reviewed / discussed"
"aa1e3be9-9ff5-5f28-a3fe-b864cf23599e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 5/07/22","Task Analysis/Job Safety Analysis (JSA) completed/reviewed"
"402d5d63-93bc-5365-ab16-5afa44cbe344","","holdpoint","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 5/07/22","Request Signoff"
"d7da219c-5e57-4808-bd88-ca07efd02a46","","checklist-flat","pass","SYS - Toolbox Talk - (old version)","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 6/07/22"
"b9cf0efb-ca55-5081-805b-4ddcabb3237f","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 6/07/22","Toolbox Talk Details"
"19d0e59e-8fa3-55a8-9550-84f672276b1c","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 6/07/22","Meeting Details / Attendees"
"2b942fed-5c4f-5485-acc3-f0e82fb660b5","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 6/07/22","Site Activities Listed - any corrective actions discussed, actioned, reviewed and closed out"
"7d7ea519-df81-5bd7-8b1d-6db3c9cc0030","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 6/07/22","Near Misses / Incidents to report - any corrective actions discussed, actioned, reviewed and closed out"
"23409857-8334-5579-8fad-1b369a8763f4","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 6/07/22","Employee issues raised and resolved within specified timeframe (Pass once issues have been resolved)"
"1c602194-cbff-5d18-b0bc-b0864e29d927","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 6/07/22","Safe Observations reviewed / discussed"
"3eaf18e4-6d93-5f11-949e-e1e596d4998e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 6/07/22","Task Analysis/Job Safety Analysis (JSA) completed/reviewed"
"fd8ba0ed-0ac6-528a-bd04-78149f73b62e","","holdpoint","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 6/07/22","Request Signoff"
"51b9c796-df17-4ca3-a016-908be1bb7bc6","","checklist-flat","pass","SYS - Toolbox Talk - (old version)","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 7/07/22"
"deaf6e19-4654-5878-b6f9-587a4a4e67b2","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 7/07/22","Toolbox Talk Details"
"afde9d89-7865-5a66-b35b-ed88d3bb5cde","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 7/07/22","Meeting Details / Attendees"
"43e1d399-7c9b-5b1c-a5ad-149ac345ac6d","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 7/07/22","Site Activities Listed - any corrective actions discussed, actioned, reviewed and closed out"
"60b3a35b-8a0e-5e74-83d7-5a2886e16983","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 7/07/22","Near Misses / Incidents to report - any corrective actions discussed, actioned, reviewed and closed out"
"dffde825-67a3-56dc-a0cb-849deaa05f52","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 7/07/22","Employee issues raised and resolved within specified timeframe (Pass once issues have been resolved)"
"2e3d4db5-be15-5195-868e-c62cf5c7c501","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 7/07/22","Safe Observations reviewed / discussed"
"e939767d-bc0c-5dde-8032-a935188a135a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 7/07/22","Task Analysis/Job Safety Analysis (JSA) completed/reviewed"
"7410fda0-c05f-5c4b-a217-b2c1512cb494","","holdpoint","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 7/07/22","Request Signoff"
"ada50220-71ad-4cbc-9c9e-95091718dae2","","checklist-flat","pass","SYS - Toolbox Talk - (old version)","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 8/07/22"
"d05829c6-5493-50c4-b948-dac57a3d273e","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 8/07/22","Toolbox Talk Details"
"0cd25008-ddd8-5b8c-88f2-048adcfe0b3d","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 8/07/22","Meeting Details / Attendees"
"228c0f1e-fd52-5b92-81cd-8fffeeafce61","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 8/07/22","Site Activities Listed - any corrective actions discussed, actioned, reviewed and closed out"
"37f9d4f4-21c1-5942-bdbe-2cec65c3a529","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 8/07/22","Near Misses / Incidents to report - any corrective actions discussed, actioned, reviewed and closed out"
"94794ce2-1534-5124-8681-f905182fa4e2","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 8/07/22","Employee issues raised and resolved within specified timeframe (Pass once issues have been resolved)"
"80659b05-595e-5808-b294-fd2321b48de6","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 8/07/22","Safe Observations reviewed / discussed"
"ac299a32-0f56-528f-ab63-6f45c1543f45","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 8/07/22","Task Analysis/Job Safety Analysis (JSA) completed/reviewed"
"60adf8be-db1a-56ca-9efe-e2bf92bf9407","","holdpoint","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 8/07/22","Request Signoff"
"5193d496-6dd2-420e-b812-75f4c980e916","","checklist-flat","pass","SYS - Toolbox Talk - (old version)","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 15/07/22"
"cdf28eeb-a365-5898-8f35-f80852f0ba73","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 15/07/22","Toolbox Talk Details"
"389a6ff0-ccc5-5beb-961c-18f6b6b91a06","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 15/07/22","Meeting Details / Attendees"
"e2b205d0-7245-5f67-ae7b-13f8f2a7729e","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 15/07/22","Site Activities Listed - any corrective actions discussed, actioned, reviewed and closed out"
"3708c419-c49a-565c-bb5c-e75327ed9788","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 15/07/22","Near Misses / Incidents to report - any corrective actions discussed, actioned, reviewed and closed out"
"8b904fd7-1232-5023-b009-cbd256f983fd","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 15/07/22","Employee issues raised and resolved within specified timeframe (Pass once issues have been resolved)"
"a8a841dd-d22b-5cfa-bd78-9a55530ddea2","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 15/07/22","Safe Observations reviewed / discussed"
"766f9f3a-d1b5-5d6d-a3ef-d64f33721bc9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 15/07/22","Task Analysis/Job Safety Analysis (JSA) completed/reviewed"
"af8b166c-b0d9-5d09-9d26-ffcc9fc1ff6f","","holdpoint","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 15/07/22","Request Signoff"
"5b9877d9-f55e-45be-b88d-e9786605f6b0","","checklist-flat","pass","SYS - Toolbox Talk - (old version)","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 18/07/22"
"402dce80-4b2c-509d-8172-3ef992dec16f","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 18/07/22","Toolbox Talk Details"
"99021bda-a3c1-59e0-aefa-073bfb9d5fa5","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 18/07/22","Meeting Details / Attendees"
"a694d92a-2d7c-5b1a-9e20-62528745a44f","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 18/07/22","Site Activities Listed - any corrective actions discussed, actioned, reviewed and closed out"
"49a09818-38b1-594f-8a41-9b821ea04315","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 18/07/22","Near Misses / Incidents to report - any corrective actions discussed, actioned, reviewed and closed out"
"918e8c0c-403d-55b1-be91-16466a61eff4","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 18/07/22","Employee issues raised and resolved within specified timeframe (Pass once issues have been resolved)"
"c86db995-b09e-5ffc-9d5f-1a755a5f0639","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 18/07/22","Safe Observations reviewed / discussed"
"e27cac3f-81ad-53bf-a892-bb8aba1c4df7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 18/07/22","Task Analysis/Job Safety Analysis (JSA) completed/reviewed"
"829acdf9-feca-5de8-ba33-da8cb79d8c17","","holdpoint","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 18/07/22","Request Signoff"
"67fdaa0a-8285-4215-b41e-2288cdbba1ef","","checklist-flat","pass","SYS - Toolbox Talk - (old version)","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 20/07/22"
"b9820b2d-42d4-5082-9b2f-bb94e877e22b","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 20/07/22","Toolbox Talk Details"
"41f71fd7-dc0c-5b51-b62c-048a6aba494a","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 20/07/22","Meeting Details / Attendees"
"92d5bbda-9eb7-5214-bdb6-953c7864c0df","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 20/07/22","Site Activities Listed - any corrective actions discussed, actioned, reviewed and closed out"
"701a4d65-480e-5f76-b921-c55f00e4a3ee","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 20/07/22","Near Misses / Incidents to report - any corrective actions discussed, actioned, reviewed and closed out"
"bba6ffa6-200e-55bc-9fd5-a2f8e5212ed2","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 20/07/22","Employee issues raised and resolved within specified timeframe (Pass once issues have been resolved)"
"b86f5ba0-143c-5f62-9503-0292247246d2","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 20/07/22","Safe Observations reviewed / discussed"
"075ccb35-e16b-5a3b-86a8-c675674cef48","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 20/07/22","Task Analysis/Job Safety Analysis (JSA) completed/reviewed"
"2d4cf27e-54c9-58c6-a269-82db71b66d3e","","holdpoint","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 20/07/22","Request Signoff"
"969ee534-d195-4330-9c01-c1c08a3f4aa3","","checklist-flat","pass","SYS - Toolbox Talk - (old version)","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 21/07/22"
"4d383cb6-82f1-58e5-89e5-6a49274a5695","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 21/07/22","Toolbox Talk Details"
"b0757a7f-b8ca-56c6-b5ac-0c4168491589","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 21/07/22","Meeting Details / Attendees"
"322db86d-68a5-5a5a-b963-67111cb76d4c","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 21/07/22","Site Activities Listed - any corrective actions discussed, actioned, reviewed and closed out"
"2a2f0236-8c87-5386-aaf0-3eb3ec4174a2","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 21/07/22","Near Misses / Incidents to report - any corrective actions discussed, actioned, reviewed and closed out"
"27459d4d-d0ed-50c3-86c4-5c2555f12355","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 21/07/22","Employee issues raised and resolved within specified timeframe (Pass once issues have been resolved)"
"8bab0e1e-c253-55f3-8bfc-ff157ead61fb","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 21/07/22","Safe Observations reviewed / discussed"
"d94bb54c-c8d4-5e77-a721-7a96f23ab041","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 21/07/22","Task Analysis/Job Safety Analysis (JSA) completed/reviewed"
"20159254-b30e-5492-8ee8-c60e496797cc","","holdpoint","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 21/07/22","Request Signoff"
"5f78ed5f-6e0d-4166-9159-f3bc2e7a7a1d","","checklist-flat","pass","SYS - Toolbox Talk - (old version)","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 22/07/22"
"49dbbcc6-91f6-5d1a-a21c-0019bb05aead","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 22/07/22","Toolbox Talk Details"
"36fe2c0f-cd52-5742-a841-bb73dfe214f1","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 22/07/22","Meeting Details / Attendees"
"323bc6e9-2b69-5ce5-a88b-22d4ec9f96d3","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 22/07/22","Site Activities Listed - any corrective actions discussed, actioned, reviewed and closed out"
"a6168650-be43-5c3c-887e-a1325415b6ba","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 22/07/22","Near Misses / Incidents to report - any corrective actions discussed, actioned, reviewed and closed out"
"32d49382-dd83-5717-8553-a88d2ae6d2f8","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 22/07/22","Employee issues raised and resolved within specified timeframe (Pass once issues have been resolved)"
"7c6e4528-52dc-5df5-a632-2c9dd722fd77","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 22/07/22","Safe Observations reviewed / discussed"
"4bfa6efc-0ad2-5a1c-ada2-e4d8b065cb7e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 22/07/22","Task Analysis/Job Safety Analysis (JSA) completed/reviewed"
"7d99493b-5b86-570e-8960-4b3aedee7040","","holdpoint","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 22/07/22","Request Signoff"
"64c76e0f-a085-40af-a395-44d3700afb3a","","checklist-flat","pass","SYS - Toolbox Talk - (old version)","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 27/07/22"
"6e848feb-d812-549d-bbf9-7265dc86ff81","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 27/07/22","Toolbox Talk Details"
"e6ac5028-e439-5e24-a57b-f840b8d0612a","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 27/07/22","Meeting Details / Attendees"
"71b0ba9e-8cbb-5ede-91d2-34b74b5342f2","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 27/07/22","Site Activities Listed - any corrective actions discussed, actioned, reviewed and closed out"
"e818de96-60c4-54b5-a4be-24f260e5f5e6","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 27/07/22","Near Misses / Incidents to report - any corrective actions discussed, actioned, reviewed and closed out"
"e0820a0b-e2a1-5587-ae83-89cd2948777b","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 27/07/22","Employee issues raised and resolved within specified timeframe (Pass once issues have been resolved)"
"d633b59e-2ae8-5a2f-ae3c-1fc7444e697a","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 27/07/22","Safe Observations reviewed / discussed"
"dac1ced9-770a-5c0e-bcbc-6b4962630016","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","2022","July","Toolbox Talk - 27/07/22","Task Analysis/Job Safety Analysis (JSA) completed/reviewed"
