type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Subcontractors ITP,,,,,,,,,,,,,,,,,,
section,3.0 Completion,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Tolerances,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW D&C R132,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has the guard rail been installed to the specified tolerances?,,,,,,,,,,,,,,,,,,
label,(a) For height of barrier: ± 20 mm;,,,,,,,,,,,,,,,,,,
label,(b) For line of safety barrier system: ± 20 mm in plan view; and,,,,,,,,,,,,,,,,,,
label,(c) For departures from the upright axis (vertical or normal to the surface as applicable - see Clause 4.1): ± 15 mm at the top of the barrier.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,3.2 - Certificate of compliance,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW D&C R132,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has a safety barrier compliance audit taken place with records of findings available?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Compliance certificate,,,,,,,,,,,,,,,,,,
checkpoint,Works complete,,,,,,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,
checkpoint,Lot Conformance,,,,,,,,,,,,,,,,,,
select,Lot Status,"Awaiting Hold Point Release,Awaiting NCR Closure,Awaiting Test Results,Awaiting Verification,Cancelled,Closed-out,Outstanding,Work In Progress",,,,,,,,,,,,,,,,,
text,Lot opened date:,,,,,,,,,,,,,,,,,,
text,Lot opened by:,,,,,,,,,,,,,,,,,,
text,Date lot closed:,,,,,,,,,,,,,,,,,,
button,NCR raised?,"Yes,No",,,,,,,,,,,,,,,,,
text,NCR Raised Date:,,,,,,,,,,,,,,,,,,
button,NCR closed?,"Yes,No",,,,,,,,,,,,,,,,,
text,NCR Closed Date:,,,,,,,,,,,,,,,,,,
text,NCR Number:,,,,,,,,,,,,,,,,,,
text,Comments,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
checklist,SYM-0388-ITP-001 Site Clearing [B],itp,,,,Yes,SYM-0388-ITP-001 Site Clearing [B],31e6eb5f-3299-40f7-840b-10ae78d55633,,,,,,,,,,,
section,1.0 Preliminaries,,,,,,,,,,,,,,,,,,
checkpoint,1.1 - Traffic management,,,,,,,,,,,,,,,,,,
label,Ref docs - MoA,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has Traffic Management been installed in accordance with the MoA?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1.1.1 - Lot Map,,,,,,,,,,,,,,,,,,
button,Lot map uploaded,"Yes,No,N/A",,,,,,,,,,,,,,,,,
checkpoint,1.2 - Limit of works,,,,,,,,,,,,,,,,,,
label,Ref docs - Construction drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Have all areas required to be cleared/stripped been marked out onsite?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,1.3 - Excavation permit,,,,,,,,,,,,,,,,,,
label,Ref docs - Symal Infrastructure GPP,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Have services within the works area been identified and a group penetration permit covers the area, is current and signed onto by the works crew?",,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,1.4 - Tree protection,,,,,,,,,,,,,,,,,,
label,"Ref docs - Construction drawings, Cultural Heritage Management Plan (CHMP), Protection of the environment policies (PEPs)",,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Have all trees / native flora and fauna been protected including the establishment of no go zones as indicated in the construction documentation?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
section,2.0 Clearing and grubbing,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Notification of intention to clear,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW G40 CL.2.4,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Before clearing commences, identify the limits of clearing by clearly visible markers placed at 25 m intervals on each side of the road formation and bridges as shown on the Design Documentation drawings. Also provide a report which:",,,,,,,,,,,,,,,,,,
label,(a) includes a statement from an Ecologist that identifies the species and location of any weeds growing anywhere in the road reserve over the length to be cleared and grubbed;,,,,,,,,,,,,,,,,,,
label,(b) identifies all locations of threatened flora species and trees which have been marked or otherwise identified for preservation; and,,,,,,,,,,,,,,,,,,
label,(c) lists any trees outside the limits of clearing which are unsound and likely to fall upon the roadway or onto private property. Plan and carry out all operations to ensure that there is no damage to any trees outside the limits of clearing specified.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Clearing and Grubbing Plan (Annexure G40/D) and report on the presence of weeds and unsound trees together with written notice that limits of clearing and areas of weed infestation identified in the ecologist report (Clause 2.4 (a) are marked), at least seven days before starting any clearing",,,,,,,,,,,,,,,,,,
boolean,Clearing & Grubbing Plan,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Tree removal,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW G40 CL.3,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Can the trees be brought down in a way that avoids danger to personnel, traffic and other trees and vegetation?",,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Workers (who are removing trees on the slope) to be appropriately restrained and harnessed during tree removal works.",,,,,,,,,,,,,,,,,,
checkpoint,2.3 - Disposal of materials,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW G40 CL.5,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Have all tree trunks and large branches been removed from site? Small branches, shrubs and other materials excluding noxious weeds shall be disposed of by chipping and mulching.",,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
section,3.0 Topsoil stripping,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Stripping,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW G40 CL.2,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has the area been stripped to an appropriate depth removing surface topsoil in a way to leave the surface evenly graded and free-draining?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,3.2 - Topsoil export,,,,,,,,,,,,,,,,,,
label,Ref docs - PEPS,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has the topsoil being exported been approved by Shoalhaven City Council (where applicable),,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,3.3 - Stockpiling,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW G40 CL.2,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has any stripped topsoil to be reused onsite been stockpiled in an agreed stockpile area with environmental protections (silt fence) in place where required?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,• Have stockpiles been situated in a location which does not affect sight distance for both road users and local property access?,,,,,,,,,,,,,,,,,,
label,"• All stockpiles shall be maintained in a neat, well shaped state capable of shedding water.",,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
checkpoint,Works complete,,,,,,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,
checkpoint,Lot Conformance,,,,,,,,,,,,,,,,,,
select,Lot Status,"Awaiting Hold Point Release,Awaiting NCR Closure,Awaiting Test Results,Awaiting Verification,Cancelled,Closed-out,Outstanding,Work In Progress",,,,,,,,,,,,,,,,,
text,Lot opened date:,,,,,,,,,,,,,,,,,,
text,Lot opened by:,,,,,,,,,,,,,,,,,,
text,Date lot closed:,,,,,,,,,,,,,,,,,,
button,NCR raised?,"Yes,No",,,,,,,,,,,,,,,,,
text,NCR Raised Date:,,,,,,,,,,,,,,,,,,
button,NCR closed?,"Yes,No",,,,,,,,,,,,,,,,,
text,NCR Closed Date:,,,,,,,,,,,,,,,,,,
text,NCR Number:,,,,,,,,,,,,,,,,,,
text,Comments,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
checklist,SYM-0388-ITP-002 Earthworks [C],itp,,,,Yes,SYM-0388-ITP-002 Earthworks [C],523ddfe3-645b-4df4-a621-2381e3e44085,,,,,,,,,,,
section,1.0 General & Extent Approval,,,,,,,,,,,,,,,,,,
checkpoint,1.1 - Determine Site Size,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria -,,,,,,,,,,,,,,,,,,
text,Treatment Length:,,,m,,,,,,,,,,,,,,,
text,Treatment Width:,,,m,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Approved Earthworks Extent Markup,,,,,,,,,,,,,,,,,,
text,Doc No.,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1.1.1 - Lot Map,,,,,,,,,,,,,,,,,,
button,Lot map uploaded,"Yes,No,N/A",,,,,,,,,,,,,,,,,
checkpoint,1.2 - Slope Treatment Type,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
text,Acceptance criteria -,,,,,,,,,,,,,,,,,,
text,Dated: _____/_____/_____,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Approved Design Change Markup,,,,,,,,,,,,,,,,,,
text,Doc No.,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,1.3 - Survey Set Out,,,,,,,,,,,,,,,,,,
label,"Ref docs - TfNSW G71 CL3.2, IFC Drawing",,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Set out and pegged to suit the approved design extent markup.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Photos of pegged out location,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,1.4 - Slope Treatment Submission,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - The following documents have been submitted by Symal to the Client for the slope treatment type approval:,,,,,,,,,,,,,,,,,,
label,• Survey report,,,,,,,,,,,,,,,,,,
label,• Notification of completion of clearing,,,,,,,,,,,,,,,,,,
label,"• Details of tests, inspections, assessments and any recommended slope treatment proposed by the Geotechnical Engineer",,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Survey Report,,,,,,,,,,,,,,,,,,
text,Survey Report Doc No.,,,,,,,,,,,,,,,,,,
boolean,Notification of Clearing,,,,,,,,,,,,,,,,,,
text,Notification of Clearing Lot No.,,,,,,,,,,,,,,,,,,
boolean,Geotech Report,,,,,,,,,,,,,,,,,,
text,Geotech Report Doc No.,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,1.5 - Methodology,,,,,,,,,,,,,,,,,,
label,"Ref docs - TfNSW R44 Cl 1.5, IFC Drawings",,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Symal to submit methodology for excavation, shoring and filling works per IFC Drawings Note 191 (A).",,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Approved Earthworks Methodology,,,,,,,,,,,,,,,,,,
text,Doc No.,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
section,2.0 Surface Excavation,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Erosion and sediment control,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Installed as per Erosion and Sediment Control Plans in the approved Activity Method Statement document.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Clearing and Grubbing,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Completed as per ITP-001 and signed off.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Completed ITP-001,,,,,,,,,,,,,,,,,,
text,Lot No.,,,,,,,,,,,,,,,,,,
checkpoint,2.3 - Working Platform & Temporary Batters,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Requirement for any working platform or temporary batter stabilisation assessed by Geotechnical Engineer and temporary work designed. Working platform or batter stabilisation then constructed in accordance with the temporary works design.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Geotechnical Inspection Report,,,,,,,,,,,,,,,,,,
text,Geotechnical Inspection Report Doc No.,,,,,,,,,,,,,,,,,,
boolean,Temporary Works Design,,,,,,,,,,,,,,,,,,
text,Temporary Works Design Doc No.,,,,,,,,,,,,,,,,,,
checkpoint,2.4 - Excavation Permit,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings Note 191 (B) (i),,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Have all trees / native flora and fauna been protected including the establishment of no go zones as indicated in the construction documentation?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Excavation Permit,,,,,,,,,,,,,,,,,,
text,Doc No.,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,2.5 - Sub Vertical Excavation,,,,,,,,,,,,,,,,,,
label,"Ref docs - TfNSW R64 CL. 3.3, IFC Drawings Note 71",,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Sub vertical excavation must not exceed a total depth of 1.5 m. Where this depth is required to be exceeded it shall be first inspected by a suitably qualified geotechnical engineer and either signed off or provide a temporary works design to facilitate the excavation.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Written confirmation from Geotech,,,,,,,,,,,,,,,,,,
text,Written confirmation from Geotech Doc No.,,,,,,,,,,,,,,,,,,
boolean,Temporary Works Design,,,,,,,,,,,,,,,,,,
text,Temporary Works Design Doc No.,,,,,,,,,,,,,,,,,,
checkpoint,2.6 - Proof rolling of subgrade,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings Note 62,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - The subgrade must be proof rolled with a 12 tonne static mass smooth drum roller. Any soft or yielding materials must be removed and replaced,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
checkpoint,2.7 - Foundation,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings Note 61,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Foundation layer shall be dry, smooth, level and graded to the profile as shown in the detailed drawing. It shall be free of surface irregularities, loose or unsuitable material. Foundation level to be confirmed on site by a suitably qualified geotechnical engineer",,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
checkpoint,2.8 - Compaction,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R44,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has the stabilised subgrade been adequately compacted achieving a mean value density ratio of 99% Standard?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Compaction Test Report,,,,,,,,,,,,,,,,,,
text,No.,,,,,,,,,,,,,,,,,,
checkpoint,2.9 - Stockpile,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings Note 77,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Excavated material stockpiled in the nominated and approved location to a height not exceeding 2m. Ensure that different soil types are separated into different stockpiles,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,2.10 - Shape of Excavation,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Survey pickup of cut surface after completion of stripping and earthworks.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Batter Survey Conformance,,,,,,,,,,,,,,,,,,
text,Doc No.,,,,,,,,,,,,,,,,,,
section,3.0 Filling,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Fill Material,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings Note 54,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Import material shall be virgin excavated natural material only unless otherwise approved. Provide test data and documentation where non-virgin material is used on site.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Material Dockets,,,,,,,,,,,,,,,,,,
text,Material Dockets Doc No.,,,,,,,,,,,,,,,,,,
boolean,Material Test Data,,,,,,,,,,,,,,,,,,
text,Material Test Data Doc No.,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,3.2 - Proof rolling of subgrade,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - The subgrade must be proof rolled with a 12 tonne static mass smooth drum roller prior to any filling. Any soft or yielding materials must be removed and replaced.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Photos,,,,,,,,,,,,,,,,,,
text,Doc No.,,,,,,,,,,,,,,,,,,
checkpoint,3.3 - Fill Placement,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Fill material shall be spread in layers not exceeding 150mm and compacted at +- 2% of OMC. Density testing of each fill layer at a rate of 1 test per 100m2 (min. 2 tests per site).,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Compaction Test Report,,,,,,,,,,,,,,,,,,
text,No.,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,3.4 - Foundations,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings Note 191 (C),,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Witness bearing capacity of excavations prior to pouring of any foundations by geotechnical engineer,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
section,4.0 Backfilling and Geotextile and Erosion Control Mat,,,,,,,,,,,,,,,,,,
checkpoint,4.1 - Backfill Material,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Appropriate backfill material as per IFC Drawings.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Material Test Data,,,,,,,,,,,,,,,,,,
text,No.,,,,,,,,,,,,,,,,,,
