"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7ca4e09d-df4f-4dfd-8cb6-0270bcf54cf4","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"d99a27a3-60c0-4b76-a6f3-54ba6f49e816","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"0601fdb7-6626-45d1-826d-4a466b605c1c","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"03e2201a-c4c0-4a91-bd1f-56d863b3ba05","","checklist-sectioned","pass","d445abf1a31c2db1731abc4e69e7a97b58c2708cdb80c557fdb618a745b730f8","checklist","FALSE","FALSE"," Precast Manufacture","weld plate details"
"4f3fc38f-52cc-4285-8150-acf3006b85cb","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details"
"bef143a1-453e-453d-9180-58b179c56a4a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Edge Detail"
"6e32c57e-9d05-4e06-8579-55f642f3727e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Bar Projections"
"8d62cf6a-4958-4da6-ba70-772f3071b551","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Cast in items"
"362f10ea-d07b-4f28-994a-f70951cbe867","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","Panels 1 - 30"
"2415f1e5-3963-469d-ace9-b9a35be2fb90","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 30","Panel -1"
"87f34ac2-2102-4714-beaa-78cbe1aba354","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -1","Pre-Pour Check"
"7728936e-af2b-49cc-818d-12ffc297b6ee","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Pre-Pour Check","Dimensions"
"9d9494fd-6fde-418f-bfa8-c098aacf6ff2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Pre-Pour Check","Mould Clean"
"d10272e8-045a-4a71-907a-cbb128da33c3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Pre-Pour Check","Mould Oiled"
"4237bff9-6fc8-43dc-a1cc-9ac732f7082e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Pre-Pour Check","Mould - Workmanship"
"9ac716df-4ad3-4b36-b93a-0b865f838c27","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Pre-Pour Check","Reinforcing"
"c2efed45-e5ff-4790-acf7-cbfeb6e8b70a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Pre-Pour Check","Cast In Items"
"664e00cf-a9de-4d35-83d6-52b94e5dc90d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Pre-Pour Check","Marker Position and No."
"5f41e968-e5c7-4586-89a1-495c90b93810","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Pre-Pour Check","Make mould to Green Status"
"d55f845d-3743-4f3a-a380-7e8a3dd3e03b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Concrete Works"
"2a3fa378-e029-46a1-b656-43a98bb055db","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Concrete Works","Concrete Works Details"
"f00ddca0-03ad-45ea-8e3f-bb6cd89f313a","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Concrete Works","Wilco Sample Taken"
"c66af75a-a558-4775-90ef-f0cb80cbfd02","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Concrete Works","Bridgeman Sample Taken"
"ffa9eb48-2bce-4f8d-b986-060c73ad12e6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Concrete Works","Supervisor Approval"
"583c22ea-5b22-4800-ae2a-a0cf7e920e46","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Post Pour Check"
"5c55e871-cd0a-41ae-a49c-4bfd4ce516ad","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Post Pour Check","Edge Detail"
"fb620e9e-1d23-4705-aed1-df460a7a95a4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Post Pour Check","Bar Projections"
"60349646-0682-4ebc-ba80-03c38b9b85ce","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Post Pour Check","Cast in items"
"accf1bd2-ff42-432c-b932-3d790703b3b5","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Stripping and Stacking"
"415ec3ee-ec06-4065-9603-8594f4b4de26","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -45","Stripping and Stacking","Stripping & Stacking"
"c47b6662-490d-416a-a692-8f4971d15a67","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 31 - 60","Panel -46"
"4a940c28-135f-416b-adf7-f1b47c13bde9","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Pre-Pour Check"
"a21e4540-ac03-43a5-b98d-cb34db081017","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Pre-Pour Check","Dimensions"
"b406a7b3-0868-4614-9a67-038a29a8c920","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Pre-Pour Check","Mould Clean"
"79af01f7-ff4d-4e81-b5fa-420b6fcd6370","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Pre-Pour Check","Mould Oiled"
"017c6911-8a2e-4ff0-807a-e66f5daec723","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Pre-Pour Check","Mould - Workmanship"
"009ce484-4f23-452f-9370-443a500fea88","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Pre-Pour Check","Reinforcing"
"b83439fe-8f4e-4c9b-a9e7-e22e26d84444","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Pre-Pour Check","Cast In Items"
"915fe78e-97c9-4c6e-8933-1aa59c03ce93","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Pre-Pour Check","Marker Position and No."
"cf956898-9031-4407-99c4-9c9268026da6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Pre-Pour Check","Make mould to Green Status"
"5f2656bb-bbf2-4ef9-a13a-f851d17fbb98","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Concrete Works"
"8fd49fdc-981d-4c6f-b1d6-99b3cf4c4bb6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Concrete Works","Concrete Works Details"
"049b036a-8a24-467d-8b24-b27fc2bb0b9d","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Concrete Works","Wilco Sample Taken"
"bf31afcc-6ca3-4b9e-8627-3f11308defd6","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Concrete Works","Bridgeman Sample Taken"
"04d775c2-21c6-400c-8ce2-99ba5374b68b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Concrete Works","Supervisor Approval"
"d509e166-e27f-4041-841d-81851dffd79c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Post Pour Check"
"9107859c-1d78-4576-8d01-013badc54c01","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Post Pour Check","Edge Detail"
"93a7c919-9355-48db-b8fd-7d9c5e1645ff","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Post Pour Check","Bar Projections"
"3fd07bc4-5e11-4041-8808-9545c33806bb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Post Pour Check","Cast in items"
"2c01c036-c2a0-4482-bce4-1473c3bf7bc0","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Stripping and Stacking"
"56caf325-f6f0-4836-8af5-7986e97464a2","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -46","Stripping and Stacking","Stripping & Stacking"
"4acc3405-a0ac-4b9d-874e-d63fa767ae12","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 31 - 60","Panel -47"
"5d665433-c8ea-4c77-8d1c-b68f477862c4","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Pre-Pour Check"
"31c47ffb-491a-4a5e-8db6-74f96cb15792","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Pre-Pour Check","Dimensions"
"4278226e-d629-4620-a860-b6455da2e7e3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Pre-Pour Check","Mould Clean"
"1fe8462b-c2d2-47a8-a8fd-8714db05fc78","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Pre-Pour Check","Mould Oiled"
"d32166d9-1bce-47df-94f4-18905e596f25","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Pre-Pour Check","Mould - Workmanship"
"f85a4330-51ab-4e4d-ad5e-f3c614552406","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Pre-Pour Check","Reinforcing"
"fb2c4b26-c33d-4409-97c1-6bb8804e6bb2","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Pre-Pour Check","Cast In Items"
"4bead16d-4901-4670-adf3-e3682c2deec4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Pre-Pour Check","Marker Position and No."
"16f818fc-0029-444d-bde3-66cb5e57efc7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Pre-Pour Check","Make mould to Green Status"
"205a9ab8-5722-4e62-be37-3275f75fccf6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Concrete Works"
"26782838-5812-4523-9ac4-48e91f282612","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Concrete Works","Concrete Works Details"
"7aaf8b70-8483-4fea-b33f-3a3edc623b55","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Concrete Works","Wilco Sample Taken"
"74734e23-41f0-4771-9c0e-a0dce1567e83","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Concrete Works","Bridgeman Sample Taken"
"3c527577-5090-4594-8668-55bd8bd8fe63","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Concrete Works","Supervisor Approval"
"199826b3-7322-4388-8e01-0c200f0f4e0e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Post Pour Check"
"0bdf22d4-7c55-4938-a83e-7099cec18e7e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Post Pour Check","Edge Detail"
"4ff9d17b-c60a-4668-990b-18482a66b866","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Post Pour Check","Bar Projections"
"cd12a7ac-8132-494f-9c04-362f9d4e499a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Post Pour Check","Cast in items"
"8d003ed8-c52b-47e7-b836-370ecdc5d26a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Stripping and Stacking"
"53d43a4e-d76d-4a23-82e3-c1e55507cf11","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -47","Stripping and Stacking","Stripping & Stacking"
"6b0501ee-629d-40d3-8a78-b50c06cf7cfc","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 31 - 60","Panel -48"
"931b06ba-08e7-4ceb-9842-02f7e49a4f43","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check"
"6e7a296c-dd6d-4e95-89fa-7706de81fa32","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Dimensions"
"777e40a1-8c7c-4898-bdc0-d9f7ba66fb6f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Mould Clean"
"6d300d73-4dc2-47c6-9023-ae6ccf197249","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Mould Oiled"
"d5c00f93-fb77-4588-a8c2-8824616f3f08","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Mould - Workmanship"
"4ad06952-5d0b-4ba6-82c3-75390dd2576d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Reinforcing"
"5e9bfefa-9e7d-4919-9516-efcda28ca59a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Cast In Items"
"f07d36e0-5722-4392-b716-29adc50db1c1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Marker Position and No."
"2cf21507-d971-4e55-b0a2-9ed3e11bffa0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Make mould to Green Status"
"99ca0240-8c68-44ac-b25f-e2eefbf4ad0c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Concrete Works"
"d907c4ed-d8db-493f-a6f1-8f5e9bf32786","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Concrete Works","Concrete Works Details"
"286902b3-2fe3-4831-b0e8-ebd97a5794fe","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Concrete Works","Wilco Sample Taken"
"d05c32e6-06ba-4922-96b5-9a5b73fdabd2","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Concrete Works","Bridgeman Sample Taken"
"2457b655-8d9d-4dd3-9f8d-5c78caa4a9e9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Concrete Works","Supervisor Approval"
"a51c6920-a78a-4c02-bfda-bb2ace97f6d3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Post Pour Check"
"86d3f91e-25c9-4e78-a5cf-019413118846","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Post Pour Check","Edge Detail"
"fcf78da4-a240-47c7-9e33-0ed4e68da878","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Post Pour Check","Bar Projections"
"dba38f8e-0fd8-42fa-b9b6-a0f5549a3d0e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Post Pour Check","Cast in items"
"8a693bc8-9fa8-4f37-a680-04b9998fd92b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Stripping and Stacking"
"35557fd8-5c60-4f41-bf17-179d7650c306","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -48","Stripping and Stacking","Stripping & Stacking"
"23ab2a6f-f5ee-4755-8879-a3267f4ff475","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 31 - 60","Panel -49"
"393f20a6-fcd9-4a31-8040-5bea619eb859","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check"
"b4040b42-dc26-452a-b1a8-87f2e7d3ce3f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Dimensions"
"c5b14c89-d44a-4325-a58d-a7f8e659c4f6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Mould Clean"
"de60ee83-3d06-4d18-9467-d02b39c65859","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Mould Oiled"
"77267069-5158-46ea-a4f1-e762f5c02c26","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Mould - Workmanship"
"0940ac13-04ff-4864-9dc4-16c474893a20","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Reinforcing"
"b42bd642-523b-44cb-8912-43b3bcd9229b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Cast In Items"
"36e6414b-d3fd-41c2-8b61-a810d09e1d20","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Marker Position and No."
"03915a25-77f3-4afc-9867-7208b2d8bdb1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Make mould to Green Status"
"a1f71822-0c11-45b7-b86f-0edae7f59536","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Concrete Works"
"e0a4da9b-c43e-4daf-a0cb-3ed15f995a6e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Concrete Works","Concrete Works Details"
"47b584b6-93cb-4114-9b7e-eb92218a9363","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Concrete Works","Wilco Sample Taken"
"ae9cfac6-8aaa-4d02-b1e3-7ba0b759043b","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Concrete Works","Bridgeman Sample Taken"
"a340a6f0-49e1-4591-accd-2a96f9f8485c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Concrete Works","Supervisor Approval"
"69c8e870-5365-4b51-8ef2-a6c7e1b865d3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Post Pour Check"
"971ce6cd-6a1f-4575-aa91-e2ae35cea03a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Post Pour Check","Edge Detail"
"c9616be6-a2ec-4899-875f-76806f6022dc","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Post Pour Check","Bar Projections"
"5ad1c5f9-dd3e-4d3a-81d6-65c8a067c8f5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Post Pour Check","Cast in items"
"9472b557-ad0f-4071-ab57-8d4b7519e5d0","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Stripping and Stacking"
"8796bd5d-385e-4bd8-87d3-25ad767957cf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -49","Stripping and Stacking","Stripping & Stacking"
"f5fc1d0f-c10a-4a87-a26b-628b3231812d","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 31 - 60","Panel -50"
"92606b7c-b1f6-4987-aec0-6007f6cb1823","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check"
"56f1fa00-aff8-40a9-adeb-fe27b7f331df","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Dimensions"
"620d2b0f-fa83-4d20-a241-654d86923c2c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Mould Clean"
"f46838ed-2b92-488c-b076-e58bef7b4d6d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Mould Oiled"
"974ff875-2d9d-4864-808a-e59fa9ffdc2b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Mould - Workmanship"
"9c471390-8992-44da-8bc7-38afd90d1364","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Reinforcing"
"f533bf80-da41-44f5-997f-05ea3bde9f6e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Cast In Items"
"ddab2a48-b9ed-4a86-9806-96fc77a9fa9c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Marker Position and No."
"2fe1f3f8-b693-425f-aa21-14082a60698e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Make mould to Green Status"
"32420f50-fa83-43d7-8451-d038485e2349","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Concrete Works"
"734ccd38-ff94-4987-827b-c7af955d5d16","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Concrete Works","Concrete Works Details"
"e3ca9455-9139-48aa-b932-344310840fac","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Concrete Works","Wilco Sample Taken"
"152c23c0-8f9c-41a9-a6ec-c82a0b2244dd","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Concrete Works","Bridgeman Sample Taken"
"7a49c961-3543-49d4-9bff-aa2aedba7d20","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Concrete Works","Supervisor Approval"
"f6be9035-e3f0-4256-a8b5-4c9c29c93fdb","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Post Pour Check"
"c0834cdf-165d-43f7-b3f0-2e734fbae957","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Post Pour Check","Edge Detail"
"d245a8e9-ad40-4859-a054-d438b1e29181","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Post Pour Check","Bar Projections"
"8cb4044f-154a-40bb-acc9-ed669a5ad5ca","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Post Pour Check","Cast in items"
"7dc658b6-499c-439b-a4d3-9561fb0b2f39","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Stripping and Stacking"
"023b63cb-6505-49b6-bbdc-e040e353dd73","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -50","Stripping and Stacking","Stripping & Stacking"
"030523fe-b51d-4dd1-be2f-dfbcc96faaf9","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 31 - 60","Panel -51"
"b62aeb29-3429-4268-9367-bf859bfe98cb","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check"
"7a51ea06-7cd6-4bf8-9836-5cfa49f86cb0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Dimensions"
"0530a85d-a45c-4e45-b7e9-cc83cbf73ded","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Mould Clean"
"819b46e4-0f4d-4d07-8f6c-bcfadf43aa7a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Mould Oiled"
"950e8210-8e72-4480-ba82-0415a9fdc826","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Mould - Workmanship"
"3871b077-859c-42bd-8fb1-dba872632ef6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Reinforcing"
"46c839a8-f254-413b-8c81-932a6500c064","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Cast In Items"
"66658fa9-d01d-4119-90c1-d36b5d5df8a0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Marker Position and No."
