"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"097924ab-7427-4ede-bb0a-cadbf3792bad","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-set","checklist-flat","FALSE","FALSE","Overall Pre-set"
"d7acb377-81fb-5c97-9d90-92b367c0653a","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-set","Overall Pre-set"
"2030642e-f690-55ff-b11c-03a2b244f6a0","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","System information:"
"10479a25-f4ee-574e-8c06-664550697abc","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","SSP Attached"
"b84b64ef-7491-535f-bc6c-34dedae70830","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","Task Analysis Attached"
"ac1a97be-a908-5721-ab80-ca30109d4d1a","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","Relevant Drawings Attached"
"7e4143ad-0b6d-49e7-b718-4a2ff60efa73","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"d7d3a922-827d-41e2-9f80-eaac266d972a","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System "
"30c552b7-ae59-440d-9063-5088cdb8c58d","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 9m - RSRail 01"
"b3637669-f7b2-4fcd-9958-53761c060e7d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 9m - RSRail 01","Pre-Fit Off Checklist"
"e4e25409-e33d-4df1-82bc-81783f3f2978","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 08"
"bab18dab-fb5d-56c7-9b34-9690d49793f3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 08","Confirm the structure is in accordance with the details supplied by PBI"
"53124cb3-2cfc-5b90-b075-a3f815a97884","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 08","EMAIL PM"
"aaebc629-340b-569e-b2d7-1de190216f8d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 08","Required number of photo(s) taken of installed anchor(s)"
"80500b92-5a48-5358-9559-3aeb6731a30c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 08","Installed as per PBI drawings supplied and manufacturer's requirements"
"0292c93d-73ce-42ab-9101-d67701343e52","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 09"
"4cb30da7-9268-5c99-bced-f12552b52678","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 09","Confirm the structure is in accordance with the details supplied by PBI"
"5d4a5f94-4143-5312-9806-043243bec8b1","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 09","EMAIL PM"
"ebc6774e-a1e7-53fc-8a13-91c20d9400e9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 09","Required number of photo(s) taken of installed anchor(s)"
"e05a5e6b-2ac6-5b35-9139-6e7439cf17e7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 09","Installed as per PBI drawings supplied and manufacturer's requirements"
"b2fb2bb9-6e9f-499f-9d0c-a76bea6b0947","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 10"
"63fb284d-b3b3-57b6-9d36-7031ea086490","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 10","Confirm the structure is in accordance with the details supplied by PBI"
"04572efb-9da8-5aa9-8b3f-bb6fa36194bc","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 10","EMAIL PM"
"3e8d56de-354d-5b10-8c39-3c70c029cdcc","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 10","Required number of photo(s) taken of installed anchor(s)"
"e6c46c7d-cd8f-58f7-9e62-2d63b2af3924","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 10","Installed as per PBI drawings supplied and manufacturer's requirements"
"c57f1d33-b391-4f57-bb53-9e055698f15e","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 11"
"d10b7b6f-e631-51f4-8eea-82250074207e","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 11","Confirm the structure is in accordance with the details supplied by PBI"
"29be6764-7b42-5006-8483-8b4959bed4bc","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 11","EMAIL PM"
"f8ba8a1c-0414-5872-8998-bedc069c7e8a","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 11","Required number of photo(s) taken of installed anchor(s)"
"daffa702-9633-5aec-8533-08d6fbb27b5d","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 11","Installed as per PBI drawings supplied and manufacturer's requirements"
"d2889f17-bfe5-40d2-9e6e-c020cdde8320","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 18"
"1e819213-39ab-57b7-92e5-0a3a5f1b003f","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 18","Confirm the structure is in accordance with the details supplied by PBI"
"183c2a31-5fa4-5eb3-a6cc-e15cb19fbe48","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 18","EMAIL PM"
"55389e8f-e7a7-556b-bcc5-7be6bdf54d43","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 18","Required number of photo(s) taken of installed anchor(s)"
"2ff381c9-ce6f-5177-b332-80243d2f713f","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 18","Installed as per PBI drawings supplied and manufacturer's requirements"
"c6056411-0ad8-4e05-89fe-82acce46c439","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 19"
"8fafd940-4d2c-50d7-a981-197b09bd491d","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 19","Confirm the structure is in accordance with the details supplied by PBI"
"bce92fe5-8992-5c88-b560-3a3c90c0ac8d","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 19","EMAIL PM"
"c57fa540-8f7c-5534-a653-43a204eb4177","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 19","Required number of photo(s) taken of installed anchor(s)"
"9c71a6fd-50f6-52c5-8fad-c8f99c94e90d","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 19","Installed as per PBI drawings supplied and manufacturer's requirements"
"e11d9527-caf9-48b0-9c7e-1874530430c9","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 20"
"cb72f03d-35aa-55ce-a2aa-fda21a602287","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 20","Confirm the structure is in accordance with the details supplied by PBI"
"339967cd-7de9-5188-a029-7942b6a59822","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 20","EMAIL PM"
"de0a3f79-349f-5c00-88ce-719655884523","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 20","Required number of photo(s) taken of installed anchor(s)"
"6136f890-46e6-5f41-87f5-b7cbc0eb8ee8","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 20","Installed as per PBI drawings supplied and manufacturer's requirements"
"3ed5c72c-a68e-4e7f-a75b-d7829f1f8fdb","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 21"
"afeccadb-8253-5004-8edf-6f1f35341e8c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 21","Confirm the structure is in accordance with the details supplied by PBI"
"feb90ee3-9580-51e9-b63d-7934058cd0a8","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 21","EMAIL PM"
"cdaa74d4-f505-5f92-beda-a951a1ee0524","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 21","Required number of photo(s) taken of installed anchor(s)"
"cb1b2bc4-482b-5169-ab29-8789bcd846f3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 21","Installed as per PBI drawings supplied and manufacturer's requirements"
"81c81641-740e-43a1-8689-74f911f8421f","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 22"
"510fe0be-6075-5c39-9d89-f10e958e5412","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 22","Confirm the structure is in accordance with the details supplied by PBI"
"c62ab000-6c49-53c2-89f7-7a888b0b7487","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 22","EMAIL PM"
"f9968321-45de-5f6a-be07-a7a703465ed0","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 22","Required number of photo(s) taken of installed anchor(s)"
"b798656e-7352-5769-a2c6-198028342240","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 22","Installed as per PBI drawings supplied and manufacturer's requirements"
"f1b40e7d-7a6e-4ee8-aea1-4014c7f6117e","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 23"
"52739c94-fda6-51ee-bab9-66c4c3ccdf23","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 23","Confirm the structure is in accordance with the details supplied by PBI"
"709d0a98-3823-5fca-80fd-80944892b19a","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 23","EMAIL PM"
"6a06b1ad-7a73-54e4-bfdb-c9ef7bf54891","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 23","Required number of photo(s) taken of installed anchor(s)"
"6d6e8bc2-6593-506a-b09f-8afe52793982","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 23","Installed as per PBI drawings supplied and manufacturer's requirements"
"c1ecd17f-1c19-4a2f-a7b9-56c10f0198c7","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 24"
"e1f930ba-aa3a-563e-bff2-9c172fef0531","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 24","Confirm the structure is in accordance with the details supplied by PBI"
"191c833b-69b7-5043-849b-c41daf583d8f","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 24","EMAIL PM"
"5c2a3841-0fd3-5eaa-9a4d-e1b7450f1c52","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 24","Required number of photo(s) taken of installed anchor(s)"
"8e330b0c-46c2-56d5-beb9-7e64442b4007","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 24","Installed as per PBI drawings supplied and manufacturer's requirements"
"3bc97a00-f87e-49d1-a57d-0825763153e3","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 25"
"bf9b6a23-f95f-5b9c-a8e6-9a4b5d117e32","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 25","Confirm the structure is in accordance with the details supplied by PBI"
"c41a9b82-9038-5100-b1e3-f9efc2543b46","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 25","EMAIL PM"
"703c8a7c-c9e4-5576-bcac-532c419c846e","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 25","Required number of photo(s) taken of installed anchor(s)"
"44eb6688-92ce-5b85-896f-495a3ad2ef48","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 25","Installed as per PBI drawings supplied and manufacturer's requirements"
"9814302c-abe9-4ba6-b030-983f70613103","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 02 - Fall Arrest Access Anchor"
"f54df8ee-7278-4092-b696-ceac651af23e","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 02 - Fall Arrest Access Anchor","Pre-Fit Off Checklist"
"6cb2177b-64e4-5968-be51-2d5db105c1aa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 02 - Fall Arrest Access Anchor","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"01104325-fc21-55ca-9c30-187bd1c7de88","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 02 - Fall Arrest Access Anchor","Pre-Fit Off Checklist","EMAIL PM"
"4266f9f9-2775-5bcb-b1e8-61d09541902e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 02 - Fall Arrest Access Anchor","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"6861dc7d-03b9-5d51-a49f-4e035ac3a78a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 02 - Fall Arrest Access Anchor","Pre-Fit Off Checklist","Photos taken"
"5c4d08fc-649b-45f4-afc6-d94c04cbcf92","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 02 - Fall Arrest Access Anchor","Fit Off Checklist - Anchor 01"
"4852f2e3-00d8-5578-95b0-60262509ee35","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 02 - Fall Arrest Access Anchor","Fit Off Checklist - Anchor 01","Confirm the structure is in accordance with the details supplied by PBI"
"0a0af0fb-ee41-54db-8e0f-47707fac2531","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 02 - Fall Arrest Access Anchor","Fit Off Checklist - Anchor 01","EMAIL PM"
"399d0df0-d2cf-54ac-a1ed-fcf228e4cd9b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 02 - Fall Arrest Access Anchor","Fit Off Checklist - Anchor 01","Required number of photo(s) taken of installed anchor(s)"
"4ae8b166-b566-5ffc-9144-11bb318ff062","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 02 - Fall Arrest Access Anchor","Fit Off Checklist - Anchor 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"c54fa21b-161a-4e4c-8fbf-774def967e7c","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 03 - Fall Arrest Access Anchor"
"7a0e86d1-e78f-409d-8e9a-bb08f0f2db9c","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 03 - Fall Arrest Access Anchor","Pre-Fit Off Checklist"
"c632acc3-f9e0-5ee7-a2f5-264c8829ef8b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 03 - Fall Arrest Access Anchor","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"e6d02c24-4cb1-5a5b-ba7b-3283fd2ad10f","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 03 - Fall Arrest Access Anchor","Pre-Fit Off Checklist","EMAIL PM"
"020bfe28-3c90-5706-bd63-1c6da64aebc4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 03 - Fall Arrest Access Anchor","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"4fbd829f-78fc-5984-bf93-68e804c75e5e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 03 - Fall Arrest Access Anchor","Pre-Fit Off Checklist","Photos taken"
"e5557ecd-a15b-4df4-867c-a2d4a46a67c9","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 03 - Fall Arrest Access Anchor","Fit Off Checklist - Anchor 15"
"bfdd618e-6ce1-5ae3-9e04-7993587ef94a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 03 - Fall Arrest Access Anchor","Fit Off Checklist - Anchor 15","Confirm the structure is in accordance with the details supplied by PBI"
"119f7d91-06e0-531b-9c24-6d602faf97ad","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 03 - Fall Arrest Access Anchor","Fit Off Checklist - Anchor 15","EMAIL PM"
"72bc2498-a68d-5094-aa4f-6d761558a86c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 03 - Fall Arrest Access Anchor","Fit Off Checklist - Anchor 15","Required number of photo(s) taken of installed anchor(s)"
"2f0f51fd-bc9d-5f3e-b3bb-e189a69965a3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No AP Type 03 - Fall Arrest Access Anchor","Fit Off Checklist - Anchor 15","Installed as per PBI drawings supplied and manufacturer's requirements"
"20ab3987-a7cb-4eaf-909f-17895778585b","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors"
"c9483473-0ffc-4664-948b-a16b81a1a1cc","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Pre-Fit Off Checklist"
"cf3915a8-aab1-5e11-84ff-c1b5d7e83429","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"fac9ba68-a48b-5eab-9daa-46b177d2b98c","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Pre-Fit Off Checklist","EMAIL PM"
"50fe7bb3-9299-5ea1-b511-e7ed42900498","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"0cc9281f-b2a2-5127-91ff-49468e5b5b03","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Pre-Fit Off Checklist","Photos taken"
"4e1b9d2f-be9f-42d0-aa3e-420d63db525b","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 12"
"2405cc49-e8ec-57ce-a3bd-b2e501fc8599","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 12","Confirm the structure is in accordance with the details supplied by PBI"
"9eccc0d9-066f-54dd-a5b9-48442e82e1a5","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 12","EMAIL PM"
"bb5809fb-b0be-52b1-af0f-83972abede7a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 12","Required number of photo(s) taken of installed anchor(s)"
"cb45688b-e942-592e-b799-4e9dac1bcf9a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 12","Installed as per PBI drawings supplied and manufacturer's requirements"
