"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6d994cd8-07c7-4a1f-bb5f-2714a92eb28c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"d95693e0-0971-4eae-8ed0-aa268b356db3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A"
"ce72cf76-2540-4e94-b67b-25587dc32aea","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 01"
"e7b04c19-31d8-4df8-8f63-ead5ac676094","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 01","Inground Plumbing Installation"
"0c3ec697-5728-408a-b092-3227e3cbea8a","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 08","Hot Water Unit Installation","Hot Water Unit Installation"
"b5322e50-e2f6-4f94-821e-71f3b43aede8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 08","Testing"
"74ae5290-cf26-495b-a2c6-dfa03a9573b3","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block A","Lot 08","Testing","Testing Drainage Pipework (Air Test)"
"d8aa88cd-f9ff-41c1-8b83-069367441c57","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 08","Testing","Testing Drainage Pipework (Water Test)"
"8b4f0a34-6501-47ff-95d4-cc0af4271b20","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 08","Testing","Testing Water Pipework (Water Test)"
"ce0e4e68-24c7-4b93-b613-09398fbb868b","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block A","Lot 08","Testing","Testing Gas Service (Air Test)"
"65559da5-ac67-4f6d-af26-9639b31b2c82","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 08","Commissioning"
"786bbd5d-f280-4a7c-8a8a-a3a361b5a64f","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block A","Lot 08","Commissioning","Commission Fixture Group"
"15a65c87-b448-4f3e-8d4e-ccf72ac2df89","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block A","Lot 08","Commissioning","Commission Hot Water Generating Plant"
"1aa90660-5f19-473f-a215-4910433281cd","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block A","Lot 08","Commissioning","Commission Reduced Pressure Zone Device"
"dc0cbaa2-af96-45a7-bd65-59eba71a860d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 09"
"97db3941-f160-4a85-ae76-be650af28052","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 09","Inground Plumbing Installation"
"ab53062c-c65c-43a1-b184-f9ac3214ccda","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Inground Plumbing Installation","Authority Main to Meter Installation"
"3d0c89cd-5c55-478e-b874-3c08dcef32f3","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Inground Plumbing Installation","Drainage Installation (In-ground)"
"c1dfcb24-81ce-4ce9-9305-ae41f09e6062","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Inground Plumbing Installation","Water Service Installation (In-ground)"
"e3ab18c6-aa97-4206-9b04-8f26cb19baba","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"ce7a7198-1a9d-491c-900a-bda8b733a7c0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 09","Rough-in Plumbing Installation"
"5d366362-ec38-4e34-8021-5284629224ec","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Rough-in Plumbing Installation","Waste & Vent Installation"
"ac424799-89b1-4df1-bdfe-8a6ae81431fc","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"c0de354d-ea7d-453a-94f4-54720c567e58","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"b9cfc65c-0e10-4392-9536-ba526d3f5e6d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 09","Fit-off Plumbing Installation"
"ce48722c-234f-4648-9dd0-d7ca63288cea","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"0678d36a-e9bf-4c41-9f14-909f9e1c735e","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"4e635e92-aeba-46bc-95c0-0d13082102fd","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Fit-off Plumbing Installation","Shower & Tapware Installation"
"9b1ad474-07c1-4cc3-b5cb-8b17b0a720a4","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Fit-off Plumbing Installation","Bath & Tapware Installation"
"74e80878-4aae-4781-a03c-1c75bd9d0876","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"08b372f0-2677-4301-9783-c95bdb8a5dc0","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"36e47839-ad72-4830-91b4-721e182e4b59","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"09564cfd-778a-472e-9575-acb98bed6da2","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Fit-off Plumbing Installation","Tundish Installation"
"1020bef4-5b0f-4ef7-8956-70fd8b628043","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Fit-off Plumbing Installation","Hose Tap Installation"
"9914bae3-95c5-46eb-89cd-59f191c664e6","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Fit-off Plumbing Installation","Gas Appliance Installation"
"a48beb7a-9c2e-4a34-b820-6bfc73869d16","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 09","Hot Water Unit Installation"
"87cb2480-7ab2-433c-aec4-6d6fce9f09d7","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Hot Water Unit Installation","Hot Water Unit Installation"
"4e051fb9-3cea-49fc-b808-5ee11fa76df4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 09","Testing"
"454ac009-f66c-41d5-8e94-817ae0a81f98","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Testing","Testing Drainage Pipework (Air Test)"
"e8293291-11e4-4de0-a6f0-38d2e80ac8a9","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Testing","Testing Drainage Pipework (Water Test)"
"93a0fa70-a074-4145-b673-d60199c8e893","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Testing","Testing Water Pipework (Water Test)"
"7d245115-6c7d-4ff8-978a-da6a9fd6655c","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Testing","Testing Gas Service (Air Test)"
"1600efc2-e598-4422-8b25-2661b6ddc2bb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 09","Commissioning"
"20d95eb2-6b4a-4ea1-b0e2-8c7dcb2dba12","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Commissioning","Commission Fixture Group"
"2e64df68-04c7-434a-9467-7fb40365b4e2","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Commissioning","Commission Hot Water Generating Plant"
"0d669c16-08af-4dd8-9e2e-bed1bee298d1","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block A","Lot 09","Commissioning","Commission Reduced Pressure Zone Device"
"2f7b130e-060b-444f-9ce1-33bc7d6acd31","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 10"
"dd256da0-144d-4d0b-b337-215a0aae026f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 10","Inground Plumbing Installation"
"4c8afb7b-3e29-4220-b686-d6766544ff3d","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Inground Plumbing Installation","Authority Main to Meter Installation"
"db5ff44d-647a-471a-ae9e-ef3d1c923193","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Inground Plumbing Installation","Drainage Installation (In-ground)"
"f6ab161e-f59a-43e0-8b0a-60020bb69665","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Inground Plumbing Installation","Water Service Installation (In-ground)"
"241ad27a-3d7c-4765-bf69-e1e7d6a62d04","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"e7842984-3e8a-469e-b36c-a526c7352508","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 10","Rough-in Plumbing Installation"
"94c56d26-db4b-4003-ad43-477ef308d1b8","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Rough-in Plumbing Installation","Waste & Vent Installation"
"a9139458-9e0b-468b-827f-26645f41c1b7","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"25920e3d-4c0d-4ec0-9bda-9e99e2886f9b","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"1137ae33-a480-4d72-91a3-8a62d871e982","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 10","Fit-off Plumbing Installation"
"5e7bdb39-272b-4526-8919-a72d573c39d2","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"af94c84b-fafd-48b2-8549-8dd23cf0b969","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"2b1e1562-b184-475a-bf77-e7c756e649a5","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Fit-off Plumbing Installation","Shower & Tapware Installation"
"c32a1970-2758-4acf-913f-b1e0a5261e9b","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Fit-off Plumbing Installation","Bath & Tapware Installation"
"e766d881-4a5e-4cd2-b246-db230bf976ff","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"6275cf4c-742a-4dcc-94b7-8cdd87db9caf","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"1faba708-c8c3-42cb-ade6-753012f801c7","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"20cde01b-1cc6-4a0e-a116-9ea64dd092a8","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Fit-off Plumbing Installation","Tundish Installation"
"a65899dc-1655-4b2d-aa8c-9d05ed55ad46","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Fit-off Plumbing Installation","Hose Tap Installation"
"a4135fe2-fc1d-462a-96b0-4f353e8006be","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Fit-off Plumbing Installation","Gas Appliance Installation"
"69eb751f-39f0-4dd5-a1b6-26c5d03d33c9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 10","Hot Water Unit Installation"
"493eeb00-f4f0-4db9-b448-3e0f4d3d6eaa","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Hot Water Unit Installation","Hot Water Unit Installation"
"6e53ba90-4fb6-49ed-9c1a-d945930b3da1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 10","Testing"
"7370bf32-e92b-42a0-8cfa-49ac3190d85e","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Testing","Testing Drainage Pipework (Air Test)"
"cdde24df-ece2-4c5a-a8c0-0813f12e77ae","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Testing","Testing Drainage Pipework (Water Test)"
"a5000d3a-9d06-430e-a62f-7a460142af02","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Testing","Testing Water Pipework (Water Test)"
"0c7353c1-3849-4ea6-87fe-f5ec9e4feb51","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Testing","Testing Gas Service (Air Test)"
"ef330feb-fbb9-4dd5-a322-8e864973ea79","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 10","Commissioning"
"96d9cf82-6a81-4f30-80d3-a7a8417d9456","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Commissioning","Commission Fixture Group"
"4fc757a6-c2cf-40d8-90c4-ff233431e274","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Commissioning","Commission Hot Water Generating Plant"
"9233e364-e0be-4103-ad37-312c5abeafeb","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block A","Lot 10","Commissioning","Commission Reduced Pressure Zone Device"
"eef28397-7b15-4b15-a412-8eace575a44d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 11"
"eb4d94bc-0cc0-4588-8c32-1c44b7faeef7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 11","Inground Plumbing Installation"
"6951cb65-30d4-45e0-b532-be202625b9d9","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Inground Plumbing Installation","Authority Main to Meter Installation"
"82d08238-4af9-4ab2-9203-5c6c30130c87","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Inground Plumbing Installation","Drainage Installation (In-ground)"
"6ca65083-5fd4-468f-bda3-98ce12cc65bb","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Inground Plumbing Installation","Water Service Installation (In-ground)"
"cfe11ba7-71bb-4fd0-8cd5-550688106bb6","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"de7e0faa-1603-454d-b785-30f6f9d27350","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 11","Rough-in Plumbing Installation"
"a24a320d-f957-4b80-83e3-c043d476669c","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Rough-in Plumbing Installation","Waste & Vent Installation"
"669c23e4-598f-44d9-8a33-799bfcdf890b","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"c3489150-979f-45ba-9f9d-83a7469202a7","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"a883b19f-8736-43fd-a0e6-2e64121e0b7d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 11","Fit-off Plumbing Installation"
"90a33849-9cd2-4111-85e6-2c50c0e0a116","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"8db26fbd-446a-43cc-80bb-6143425eaa1f","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"4f5c3c2b-3ca2-4795-894e-474fd6a05143","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Fit-off Plumbing Installation","Shower & Tapware Installation"
"14073496-8756-46fa-bc89-ea977ce62fa2","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Fit-off Plumbing Installation","Bath & Tapware Installation"
"c30eacf7-6e8c-4e82-a0b4-2253cef9cab2","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"44100674-6df9-4200-85e7-a4e6c5f2f20e","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"6ff7ad9f-d466-4693-b47f-0b17d6a00044","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"5c21aede-69b5-4f57-8e66-751d60139c2d","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Fit-off Plumbing Installation","Tundish Installation"
"b39d6d9d-0c35-4ccf-b10e-9cc781580396","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Fit-off Plumbing Installation","Hose Tap Installation"
"c1bb13bc-c34e-4e2b-89eb-c2e640d5bf46","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Fit-off Plumbing Installation","Gas Appliance Installation"
"59f3d08b-e055-4636-bcef-756e660e2375","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 11","Hot Water Unit Installation"
"4aa8e812-2659-4947-b141-789b9c99264e","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Hot Water Unit Installation","Hot Water Unit Installation"
"30021f26-d3ec-418c-8917-f843a485e3a3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 11","Testing"
"37096fee-98c0-4f71-83b9-788f844db513","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Testing","Testing Drainage Pipework (Air Test)"
"f013ad07-4114-41b5-94dc-ad4246b2016f","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Testing","Testing Drainage Pipework (Water Test)"
"4880c8a6-4b31-439a-96c7-8f046260b464","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Testing","Testing Water Pipework (Water Test)"
"8535ec0d-cf78-42cd-8524-14588ec8e0d1","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Testing","Testing Gas Service (Air Test)"
"b0007c9f-8836-4c29-9852-88e6e7ab5c04","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 11","Commissioning"
"5400e36a-f71a-48d8-83c2-3e949423fbff","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Commissioning","Commission Fixture Group"
"5bc2986e-1076-48c2-a58b-050440dd1008","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Commissioning","Commission Hot Water Generating Plant"
"6b4db342-c374-45ca-8c21-ed60cd3e90e9","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block A","Lot 11","Commissioning","Commission Reduced Pressure Zone Device"
"36e4b9d0-f57a-433a-907a-b2042dcdd463","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 12"
"0b99a2f1-97be-41f8-8681-98ad5b23b0c9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 12","Inground Plumbing Installation"
"71996852-b775-45e8-9a09-35d7fa9615b0","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Inground Plumbing Installation","Authority Main to Meter Installation"
"ec4521bb-197d-4b85-bd1f-c4acb25344e6","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Inground Plumbing Installation","Drainage Installation (In-ground)"
"f06baa5d-89e0-4efe-84d9-c04223f4e1d7","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Inground Plumbing Installation","Water Service Installation (In-ground)"
"fcbb3dc6-a5f1-48f9-a1b7-8dd75c67caa1","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"c24276d1-f467-43d5-a8d5-c05ef51334cb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 12","Rough-in Plumbing Installation"
"725db317-79dc-4907-b015-f0f640b05f33","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Rough-in Plumbing Installation","Waste & Vent Installation"
"df411e9a-1e75-4632-a21d-b45316e30abc","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"5b4eb941-37c2-43d8-a869-200fada0545c","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"7198e725-555b-441f-a975-1759095c5260","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 12","Fit-off Plumbing Installation"
"aa3faa21-7ef5-481f-9703-f24207a2c375","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"324f9b63-633c-4c6f-970b-ce714ca623f3","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"8841f5b9-c891-4d81-947f-1eb712bf7e56","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Fit-off Plumbing Installation","Shower & Tapware Installation"
"a0b14d70-7c1f-490f-9807-ddee0c6dd9aa","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Fit-off Plumbing Installation","Bath & Tapware Installation"
"4805e5c7-703f-4d84-a236-73f027dc6389","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"13665a70-6102-4a09-b8f1-48bebb87addc","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"a167dbf6-6951-4567-a5ee-ff5ffc60060a","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"7da97034-40af-483b-b740-8a550fb7a022","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Fit-off Plumbing Installation","Tundish Installation"
"7042b5be-c40c-43eb-ad43-7af4625a332e","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Fit-off Plumbing Installation","Hose Tap Installation"
"d16534fe-9fee-4452-b62f-1ef3f41521e3","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Fit-off Plumbing Installation","Gas Appliance Installation"
"16197797-a4c8-4f79-986c-44a29ffa721b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 12","Hot Water Unit Installation"
"224fcf74-479c-4e85-95f4-8f33239843d4","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Hot Water Unit Installation","Hot Water Unit Installation"
"c3154cc7-d60b-44c7-b8e8-a9ba64f49182","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 12","Testing"
"f8403804-c19a-45b9-9b53-b22f4e93dbf0","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Testing","Testing Drainage Pipework (Air Test)"
"17cde8ca-b716-4b3d-842c-7fac43665c08","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 12","Testing","Testing Drainage Pipework (Water Test)"
