"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ace8d8bb-4e7b-4d71-a761-645d4b1d717b","","folder-normal","not-started","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY"
"5497033e-4588-43b9-bd75-8b2b5f1b23f7","","folder-normal","not-started","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/5"
"b19afb5f-277b-4d60-8c9c-fde3e60205c7","","checklist-sectioned","not-started","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/5","Pre-Pour Checklist 1"
"88f96a39-f938-5a3b-91e9-52e11ff1e712","","checkpoint-group","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/5","Pre-Pour Checklist 1","Product Detail"
"123f24a4-abdf-5fe5-a62a-0a384cb478b5","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:b8c4f4f1-454e-4936-a39c-ed94b5d75f1e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Formwork","Weather steps orientation checked"
"eaef077f-43b0-5249-a4f0-dfa1c88dbf18","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26681f59-631d-4176-aa8e-8dcb2fcc9401","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Formwork","Form release applied correctly"
"0aa273b8-591a-5431-abe4-ac56bc3b0cce","","checkpoint-group","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Reinforcement"
"5b8a7501-b933-54c7-9145-58ce4c00224a","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2f21ec73-92fc-4e82-836f-b3989297918d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Reinforcement","Reinforcement mat as per shop drawings"
"67b0504b-2db6-5096-8282-9bfbac4881f8","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1e0aeba2-4fe3-4650-8304-d891167a56a9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Reinforcement","Reo Mat Orientation"
"7b4659c2-ae1e-5618-b6be-fa2db1538960","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0c210185-a25b-4466-84b2-1a5e37dcaa5d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars Size Correct"
"720de1f3-af26-57ef-bbd6-7b979cca1c16","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:9a489e36-4f9d-4f76-b76d-f289d5e9e5b8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars No. Off Correct"
"0a732f1c-a079-5e3a-b06c-3fec24a6fa13","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:947f18c1-05a0-4f0e-9d2e-8b6895718245","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Reinforcement","Additional Bars Correct"
"963374c1-a9c8-5c33-91cb-87a2c4028805","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0921695a-8f0a-471f-b834-4beb5804a7a0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Reinforcement","Reo Changes Noted"
"34246cd5-86b3-5a27-bacd-c9a18e3be0b5","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1adcf415-b514-4ed5-ab0b-4a5706df10d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Reinforcement","Reo Changes Passed By PM"
"917951ce-6da7-5368-8f04-bd8d7fad38f3","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2b194a7c-1046-4ad3-af5a-5e70144d6d87","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Reinforcement","COGS / Laps As Per SD"
"6e0a3996-2a96-5a52-b61c-1dac6904b13a","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:5dcaf330-b436-4a1a-a794-710950fb0b0a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Reinforcement","Any Splice 40 x Dia Min"
"af875d8c-91ac-5889-b45b-23101867932e","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:78b57408-913e-4838-8887-f9f714bfe8d9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Reinforcement","Rebar Photos"
"52ebe018-57b3-5d0c-8d78-4a21273c8ade","","checkpoint-group","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins"
"4ee9db2c-6902-5553-8232-377be6a0f2a7","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:2a353ad3-4ca2-4a79-a2ff-22f917e27dc8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Location Checked"
"50bc82fc-21da-5c75-99f0-e727476a82f3","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:976aa919-133c-4371-af4a-65684fe4851d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Cross Bars Inserted"
"7631dd1e-609d-52b3-a166-7b73df5019e2","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:014bcf87-a1fd-4abd-ab69-4cf240288554","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Inserts as Per Lift Design"
"797fc60d-8ef8-5982-bda2-0ade124c8caa","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:04949cef-6019-4944-9abf-bc21c636b45d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifter Type correct"
"06c6b8ff-4695-5caa-a09f-d7e0acfaef44","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:0e605e4f-634a-42b2-97b8-af21d479bcf2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting V Bars Inserted"
"a4c6a6cc-087a-5d25-a9c3-f88b5a8ef113","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c4ec3f31-2fc9-42de-882d-31d8f5f7c1a6","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plates Per Design"
"acb5846c-685b-5406-8268-44840171a2cd","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:140de006-93d1-4cc6-8d8a-175509f130b2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plate Location Checked"
"e4516569-fbfc-5ee2-bbf4-c52d483dbb76","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e4b203fb-fcb1-4e06-93dc-1fbccdd4ec34","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Additional Cast Plate Bars Inserted"
"38e23778-07a0-5d9a-aa5f-805400a7866b","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:1ef55d89-2b7e-4009-81c3-5e8f3153538a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Starter Bars Correct Per SD"
"76718c7e-74e6-5892-90eb-bf3d598e8a60","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e446f9b8-7a10-4207-93df-b1e230f0ec45","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Pertruding Bars Orientation"
"3e4c3694-5cce-56d6-bba0-b8f12714cef0","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:a417c0c9-137f-42cb-a33e-36be0df4875b","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Size Checked"
"fa610803-52cd-5044-9cec-fc2e5348e7d0","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:77f6b57d-9e42-4987-acff-cc1cfadef084","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Exit Orientation Checked"
"41aea609-db3d-50a6-9c25-2b8e7d86c057","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:84a235aa-1b45-4714-9676-71e05dbd6e80","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Photo"
"60726025-eacd-591b-b4a0-57a381dde280","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:3814317c-2f36-41f8-90ff-3e82d38d9f19","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Insert Photo"
"4ef9ddf8-dc50-5b6e-a9eb-42c6f8f74d6f","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c1b2e65e-761e-4cbd-8e49-2327b604394e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast In Plate Photo"
"c72868b8-af20-50c2-a187-08e57845b9b2","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:7f6e72fd-61e0-4019-aef5-f1811355e1b7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Fixings / Cast Ins","Penetration Photo"
"97aa3eda-2632-5ffa-8464-ec4012306b17","","checkpoint-group","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Final Checks"
"72f1fd4c-7c60-50dd-acff-c47383ef18ef","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:6c8bbf16-a6ff-4bd9-8ed4-933a91d76417","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Final Checks","All SD Dimensions Shown"
"502c7b53-5edb-569b-96ba-89279cf3a954","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:9bfb6b82-4553-425d-8c5d-f7b11ccef887","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Final Checks","Photo of For ""Construction"" Shop Drawing"
"f2362054-a109-5fe6-a71b-613d2941b94a","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:f6a6f3c3-e8de-4f22-bb4b-82a888ed9b8d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Final Checks","Panel ID Tag Placed"
"f9873078-1fd6-5441-af2e-a73917afa7c8","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:788889ae-a4ca-46d9-a1b6-b83c0a5d78c8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Final Checks","Product Cleared For Pouring"
"6f814bb5-6ac5-5f28-b199-536c86b60be3","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:c23f8dac-cfd1-4d5b-b829-38f3c8573c22","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Pre-Pour Checklist 1","Final Checks","Inspector sign off attached below"
"73111f84-b6ac-45fa-afdf-ce396f526136","","checklist-flat","not-started","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/6","Concrete Delivery Checklist"
"3fc5ed3b-ca0a-59f3-8905-6d94fb77c7d1","","checkpoint-no-status","no-status-not-started","Concrete Delivery Checklist:592cb40a-40a3-495c-8cb3-7968eae2adbd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Concrete Delivery Checklist","Details"
"5b23d98e-4dc2-5a82-98b7-0070cca5e228","","checkpoint-status","not-started","Concrete Delivery Checklist:f969e7af-20ef-4487-963d-c470a2d67dfb","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Concrete Delivery Checklist","Picture of Concrete Docket"
"f4978990-a397-5242-a30d-4715a3a49cbc","","checkpoint-status","not-started","Concrete Delivery Checklist:3799c218-8671-41b2-ac33-8b7c3a0fd8fd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Concrete Delivery Checklist","Load size match order sheet"
"0e80870a-fcb1-55b1-a4a8-4d9b787cecca","","checkpoint-status","not-started","Concrete Delivery Checklist:28400e61-b2ab-48eb-8ac4-1f8a446c2c3a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Concrete Delivery Checklist","Mix type match the order sheet"
"69c9f93d-16c8-5407-8e02-1f03947a8246","","checkpoint-status","not-started","Concrete Delivery Checklist:47a6ad5d-dae3-4128-b7b8-7965ecbb7ad0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Concrete Delivery Checklist","Mix color match the order sheet"
"906c8717-c674-5181-bce8-53a1d8bf5e37","","checkpoint-status","not-started","Concrete Delivery Checklist:b9259093-0262-4fae-ba49-be674e4ba849","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Concrete Delivery Checklist","MPa match the order sheet"
"cdb1504f-4ec2-5445-8d5f-e040acf2ac44","","checkpoint-status","not-started","Concrete Delivery Checklist:06c16106-c31c-42a1-9d01-49f1d28796d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Concrete Delivery Checklist","Spread / slump within range"
"4a1f263b-1794-5be1-9dbe-7824a0fd75f2","","checkpoint-status","not-started","Concrete Delivery Checklist:2c14a410-ef01-4ef6-8ca3-963c09661c04","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Concrete Delivery Checklist","Water Added (N/A if no)"
"46d0cb0b-f26e-568d-859c-c605f223df19","","checkpoint-status","not-started","Concrete Delivery Checklist:033ab66e-528f-48f9-b427-2be90e1cd10f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Concrete Delivery Checklist","Concrete test taken (N/A if no)"
"f90e1c0f-33be-517d-9c68-c10217a6520a","","checkpoint-status","not-started","Concrete Delivery Checklist:76cb840b-5fea-44e1-93a7-8f38b56287b3","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Concrete Delivery Checklist","Picture of spread check before dispatch"
"dc0aa66c-5835-5771-b278-440742233ae6","","checkpoint-status","not-started","Concrete Delivery Checklist:644e4a08-4619-4900-8321-8dcea55cdb2f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/6","Concrete Delivery Checklist","Inspector sign off attached below"
"8ae03717-6cbc-40e6-870e-9859b68a8b9a","","folder-normal","not-started","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/7"
"ea9c5a9c-d6b6-40e0-9f9c-35934af1726d","","checklist-sectioned","not-started","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1"
"da5f6765-f1a9-5f84-8935-f234a5e03b2c","","checkpoint-group","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Product Detail"
"f105a4dd-729e-5733-80ed-ebb12c5fe127","","checkpoint-status","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420:d90bfa34-8b4c-4a15-bb28-723c46deeef4","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Product Detail","Details"
"bdd5095a-8855-544c-accd-44e7a30a3262","","checkpoint-group","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork"
"f287b402-0e8e-5f13-b505-8f484b6dcc1a","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:3f0cdcab-4b3f-476d-b56b-b16ee107e388","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork","Check Length"
"e3845038-21ae-52b1-98eb-b214c3d357ae","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:52ec7df5-ba4b-4cfb-a76e-660dcfff8f63","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork","Check Width"
"15fc2ed3-ce51-5090-acae-301e8f3b26f2","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:478266b9-d083-4b39-8262-306e351e2909","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork","Check Thickness"
"8a5de567-b3dd-59b5-a9b9-1dd6a54cf3b1","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:dcc56b68-3340-44ea-92f1-17fa5704ae43","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork","Check Diagnonal"
"e396f7d3-bcb2-51db-8bdb-fcf6d53060c7","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:5320e261-0158-45f1-80f6-3ac8bfd372dd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork","Sideform Trueness"
"8a2dfdca-3d79-5786-9373-af0182146f94","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:826c421c-3819-4e01-a290-04d4799f9553","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork","Magnets / Forms Secure"
"e555fcc3-bedb-54b9-98bf-5d82539615d3","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:fbfd6b1e-be95-4fed-ace9-bd78d0e8e3f9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork","Splayed forms checked"
"84205d37-1ee3-5de0-b356-166bed127c3a","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:809900d9-8079-4836-8656-f6783a846e5c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork","Penotration dimensions checked"
"45a4a1df-96b8-594c-87d1-958dea03232d","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:344dceb0-c2d3-4e2c-afd4-2f75ec739272","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork","Curves / Radius Checked"
"1eeb2f5a-d93c-5f5b-9ca4-218575b08352","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26a843b1-0618-4e73-9fb7-82c2d06c617c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork","Rebates size and location checked"
"fcb89488-07b6-5dd2-866a-3b1f9e384c47","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:f2115ccc-c889-4060-9566-a6369573178a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork","Weather steps dimensions checked"
"a764afb2-ec11-5fa7-beeb-c27c44b31fcd","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:b8c4f4f1-454e-4936-a39c-ed94b5d75f1e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork","Weather steps orientation checked"
"d6995a4b-ecc9-54b9-9976-5d7749ee4853","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26681f59-631d-4176-aa8e-8dcb2fcc9401","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Formwork","Form release applied correctly"
"09481204-50ec-59b9-89ff-0633aabc997e","","checkpoint-group","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Reinforcement"
"623dc655-6507-5fbd-baf4-42b161d74d3d","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2f21ec73-92fc-4e82-836f-b3989297918d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Reinforcement","Reinforcement mat as per shop drawings"
"210f2225-0065-595f-801a-0e3ea6f9f371","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1e0aeba2-4fe3-4650-8304-d891167a56a9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Reinforcement","Reo Mat Orientation"
"b02b78d7-15b5-52d8-88f8-28ba31f009dd","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0c210185-a25b-4466-84b2-1a5e37dcaa5d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars Size Correct"
"414e4dab-e1aa-5d4c-9c35-9d3a099a16a7","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:9a489e36-4f9d-4f76-b76d-f289d5e9e5b8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars No. Off Correct"
"98011c73-59b8-5cfa-a066-aea7ed3258f5","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:947f18c1-05a0-4f0e-9d2e-8b6895718245","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Reinforcement","Additional Bars Correct"
"dd586f1d-26ec-5ee5-88bc-7343a0038bbb","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0921695a-8f0a-471f-b834-4beb5804a7a0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Reinforcement","Reo Changes Noted"
"d1227b33-dcb8-584c-9315-9fa07f12982b","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1adcf415-b514-4ed5-ab0b-4a5706df10d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Reinforcement","Reo Changes Passed By PM"
"f0d35d7c-08e9-54b1-be18-424116118118","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2b194a7c-1046-4ad3-af5a-5e70144d6d87","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Reinforcement","COGS / Laps As Per SD"
"3b54d993-70c0-527c-ac25-6a4e2510b8eb","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:5dcaf330-b436-4a1a-a794-710950fb0b0a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Reinforcement","Any Splice 40 x Dia Min"
"54c12e28-9d39-524f-abfb-90f352410a5a","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:78b57408-913e-4838-8887-f9f714bfe8d9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Reinforcement","Rebar Photos"
"6222ab39-5828-5211-a61b-651137843238","","checkpoint-group","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins"
"cfd05de2-c379-5d30-97cd-b1131eccbd0e","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:2a353ad3-4ca2-4a79-a2ff-22f917e27dc8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Location Checked"
"aba7fe25-0121-5bd7-8794-83201bdfe006","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:976aa919-133c-4371-af4a-65684fe4851d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Cross Bars Inserted"
