"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"77581052-a68c-4460-b1f6-3e0d12a5e5e5","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"8ee6952f-f517-5813-b87d-df973bb3a1a9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"f98ddab6-7bf7-561b-b8d5-5c7e525d52c2","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"5f88baf7-4aac-5552-a14e-d496e6753061","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"4f833104-92d3-5fcc-b5f3-0345750edd72","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"e572620d-5115-54d6-ac42-8f9b3a0203ae","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"f68a8188-31a3-5718-8910-4b5fa57de70f","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"fd1db21b-db2f-43d3-834f-0f6043a7a3ad","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"1637eded-f9e3-4e76-8fe5-3dd0d4ffac27","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tower 01"
"700aefee-2f64-4333-b882-2999202769c8","","folder-normal","not-started","","step","TRUE","FALSE","QA","Tower 01","1No UniRail System @ 9m - UNR 01"
"1370bfbf-b524-4c55-b52d-21b80e41dd28","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Tower 01","1No UniRail System @ 9m - UNR 01","Pre-Fit Off Checklist"
"ebd4a0ab-03cc-50eb-a3f3-1c6534aee168","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 36","Installed as per PBI drawings supplied and manufacturer's requirements"
"7063e51f-5008-4ee5-8542-8bd3c38c625f","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 37"
"7e1e78da-4f8f-5877-b3d6-42ae3e595e45","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 37","Required number of photo(s) taken of installed anchor(s)"
"1cd8ba90-9866-558c-bf6f-4b79e5265781","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 37","Installed as per PBI drawings supplied and manufacturer's requirements"
"11c4b08e-4d1d-4c95-8586-4d02cf7ac577","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 38"
"2322f7ac-8b7b-5bb8-884d-b7044619a216","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 38","Required number of photo(s) taken of installed anchor(s)"
"e58079e9-3d2c-5370-b90b-368882e6df9f","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 38","Installed as per PBI drawings supplied and manufacturer's requirements"
"60768950-0206-4bbb-bc4c-597ea03184be","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 39"
"a80bd973-3f87-5f82-8317-eec6ab3c9701","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 39","Required number of photo(s) taken of installed anchor(s)"
"ad0d5853-d046-5378-a096-4e80e6d05625","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 39","Installed as per PBI drawings supplied and manufacturer's requirements"
"f4f2ae52-ff14-40dd-aac0-a16ef5de7d31","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 40"
"5a2640ca-e443-5646-bdbe-9341206db4a2","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 40","Required number of photo(s) taken of installed anchor(s)"
"633b1abe-b537-5c38-bf89-cd13ade0f8f5","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 40","Installed as per PBI drawings supplied and manufacturer's requirements"
"0dcfc114-0805-47f1-8974-fb1ec977e678","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 41"
"39a9620c-e5c4-53e3-a6fe-c794d9fe060c","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 41","Required number of photo(s) taken of installed anchor(s)"
"8230f206-27a2-55c5-ade0-37fb1f71aa1c","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 41","Installed as per PBI drawings supplied and manufacturer's requirements"
"aff04d01-4979-402a-ab1a-253bd364ad9a","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 42"
"a113d7c8-0b85-5c64-b871-4dcfac2d8910","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 42","Required number of photo(s) taken of installed anchor(s)"
"72160bbe-59f0-5407-9b6f-50a42545c78c","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 42","Installed as per PBI drawings supplied and manufacturer's requirements"
"a4aac3ff-521a-41ca-8275-74779cf169c7","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 43"
"f3e3093b-4251-584a-bd7a-b655944958e9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 43","Required number of photo(s) taken of installed anchor(s)"
"57c1e961-0b29-52be-b7f4-1274c97ffce9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 43","Installed as per PBI drawings supplied and manufacturer's requirements"
"887ca6fe-d099-4620-a205-45de4f003100","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 44"
"254420e4-5d76-56a0-846f-51b1b57e015c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 44","Required number of photo(s) taken of installed anchor(s)"
"f8e35374-0516-5a8a-b5d7-f33bff77d3ee","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Tower 02","14No AP Type 01 Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 44","Installed as per PBI drawings supplied and manufacturer's requirements"
"94bc55d6-cc93-43a9-aabd-b0e568413126","","folder-normal","not-started","","step","TRUE","FALSE","QA","Tower 02","2No AP Type 03 Abseil Diversion Anchors"
"208cd7d4-c066-4e3c-b044-77b003be81db","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Tower 02","2No AP Type 03 Abseil Diversion Anchors","Pre-Fit Off Checklist"
"a97e9cf5-225c-5c97-8cbf-49f1c6a4cbee","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Tower 02","2No AP Type 03 Abseil Diversion Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"4907c2c3-a656-5461-9bf3-50bdb66d5e57","","holdpoint","not-started","","","TRUE","TRUE","QA","Tower 02","2No AP Type 03 Abseil Diversion Anchors","Pre-Fit Off Checklist","EMAIL PM"
"1640892d-9c43-5633-bb40-6422274e3343","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Tower 02","2No AP Type 03 Abseil Diversion Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"f36160db-ad38-4a46-b40f-8e6812c343d3","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Tower 02","2No AP Type 03 Abseil Diversion Anchors","Fit Off Checklist - Anchor 47"
"a3afcf6c-772d-531b-8603-34fde5d6eb32","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Tower 02","2No AP Type 03 Abseil Diversion Anchors","Fit Off Checklist - Anchor 47","Required number of photo(s) taken of installed anchor(s)"
"0ba7a6be-7d12-56b5-afca-ea462bc81651","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Tower 02","2No AP Type 03 Abseil Diversion Anchors","Fit Off Checklist - Anchor 47","Installed as per PBI drawings supplied and manufacturer's requirements"
"959d9d8a-9e03-4685-9edb-f93c8a1cdf9f","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Tower 02","2No AP Type 03 Abseil Diversion Anchors","Fit Off Checklist - Anchor 48"
"e8765a43-6f9a-5b9d-8501-e5a4d6b71cb9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Tower 02","2No AP Type 03 Abseil Diversion Anchors","Fit Off Checklist - Anchor 48","Required number of photo(s) taken of installed anchor(s)"
"0ba3998c-031f-5b59-b2d6-333d17c3b5a4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Tower 02","2No AP Type 03 Abseil Diversion Anchors","Fit Off Checklist - Anchor 48","Installed as per PBI drawings supplied and manufacturer's requirements"
"a42f9d3b-42a6-4ebd-9ace-8cfa4008cd67","","folder-normal","pass","","step","TRUE","FALSE","QA","Townhouses"
"b22eb983-beec-4987-b183-a413c021b0e9","","folder-normal","pass","","step","TRUE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors"
"844f78cc-fba1-4d1d-af7e-156c1e51e0b5","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Pre-Fit Off Checklist"
"94f1f251-baf8-54d7-bc64-078dab85b5f7","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"7fb4b32b-a9e7-5139-812f-81bbf91ec127","","holdpoint","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Pre-Fit Off Checklist","EMAIL PM"
"43d41a28-8e54-56bb-b7b4-6d0cd03b745e","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"f646281a-5c16-4ce6-ad1b-23f08a4ebd27","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 01"
"1a4713ec-a5af-5d15-8300-a709176d5803","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 01","Required number of photo(s) taken of installed anchor(s)"
"4183f533-6d13-5a53-8665-6f1012468b15","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"9163ab85-ebd7-42c0-bc78-8c01a3c8a921","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 02"
"b7965742-85f0-5e22-8609-33a5f15c67db","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","Required number of photo(s) taken of installed anchor(s)"
"b5f1ecbf-905e-5b9d-990e-35dac9abda12","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"d146f3c7-6973-4b20-9f28-b0620f524b6f","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 03"
"dc1be310-cf2a-5817-b200-7cccee0c53bb","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","Required number of photo(s) taken of installed anchor(s)"
"5e87feb3-f9ce-5eb9-8409-f4041ff8eedf","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"23a25edb-a943-4ee6-9e48-3c9d4e5d2409","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 04"
"6c7fce15-54e6-5ca1-88e3-d49ee3b96725","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","Required number of photo(s) taken of installed anchor(s)"
"9ecce7c5-befc-5e74-a01a-82d15e125e63","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"0b367158-c87f-4d53-99c2-86e97b749b81","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 05"
"05565461-2c72-5649-8c81-998a55faea9d","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","Required number of photo(s) taken of installed anchor(s)"
"dbc1756e-5ae5-5590-963a-81d796b88010","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"190a0701-0a95-4cf5-b8ab-bc00661b9cec","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 06"
"5d86a598-011f-5350-bbf0-2aed678d16e3","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","Required number of photo(s) taken of installed anchor(s)"
"69612880-dd36-5fdc-baf0-83b40571687d","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"488aae62-d59b-47c9-b5aa-31d6aebf719b","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 07"
"8095ff9a-996e-5662-ae4e-2f49a3690a26","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","Required number of photo(s) taken of installed anchor(s)"
"d8e18e4e-1c66-502d-ac00-d616fb502bb6","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","Installed as per PBI drawings supplied and manufacturer's requirements"
"6e7d6e9c-8a0e-473e-a5c8-4ef896c40a76","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 08"
"c1d0e1d2-581c-5218-8fa7-8e1b64d6e82a","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 08","Required number of photo(s) taken of installed anchor(s)"
"c4100215-70d2-5410-9ba3-60bbf202a300","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 08","Installed as per PBI drawings supplied and manufacturer's requirements"
"4a82194d-2a6f-4949-82ec-7799270fcf3c","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 09"
"62234586-4352-5877-ac98-0a59284f07e5","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 09","Required number of photo(s) taken of installed anchor(s)"
"2a5a9be2-0bad-5f71-bf6f-9e027b22baab","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 09","Installed as per PBI drawings supplied and manufacturer's requirements"
"2caa8455-b14b-4296-97b7-99b3e6c6f3a0","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 10"
"977b2e99-335b-58bc-9fc7-6e91467a6e02","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 10","Required number of photo(s) taken of installed anchor(s)"
"eff95b27-2e4c-5372-b040-96655fa33401","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 10","Installed as per PBI drawings supplied and manufacturer's requirements"
"bd85f8db-768a-4ce6-8ccd-29ef6caa7446","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 11"
"cd46aa6b-df15-54f4-9482-ae398f1cb795","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 11","Required number of photo(s) taken of installed anchor(s)"
"c3606085-1b87-59f9-85f4-69511be48abc","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 11","Installed as per PBI drawings supplied and manufacturer's requirements"
"e5bbb7c3-6999-41e1-bafd-c6bc2a1b52b3","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 12"
"d273f304-0e5d-53cf-849a-f1a153739283","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 12","Required number of photo(s) taken of installed anchor(s)"
"586e9bed-69b7-504c-ad13-2cd33bd5a7d8","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 12","Installed as per PBI drawings supplied and manufacturer's requirements"
"0a4ad4f6-c852-4c8b-86ca-3ac470347e46","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 13"
"b99d600e-a7c6-5390-a964-897c145a9424","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 13","Required number of photo(s) taken of installed anchor(s)"
"a7f35ae2-0bf7-5fa3-99fc-a20699e81a5e","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 13","Installed as per PBI drawings supplied and manufacturer's requirements"
"43644bba-0f7c-4365-89f0-829ec20866a9","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 14"
"1e33e1d3-ee45-50e1-9657-1c18a74923a9","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 14","Required number of photo(s) taken of installed anchor(s)"
"7f18ff93-d45c-59e1-a1b5-91675f559bb7","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 14","Installed as per PBI drawings supplied and manufacturer's requirements"
"605cc63c-79a0-4935-a60d-a25d85aaed26","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 15"
"8e50d59d-f9cc-5ee5-a26a-c8e9b3c814bc","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 15","Required number of photo(s) taken of installed anchor(s)"
"6833f4e1-16e7-5364-a253-77873fbc5020","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 15","Installed as per PBI drawings supplied and manufacturer's requirements"
"67eab8d9-6139-4d65-8f03-a826028338d8","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 16"
"73a79e04-6447-5c90-961b-60bb3565e77b","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 16","Required number of photo(s) taken of installed anchor(s)"
"6e0a2e3f-01e3-5135-93da-3a0a79954823","","checkpoint-status","pass","","","TRUE","TRUE","QA","Townhouses","16No AP Type 02 Fall Arrest Anchors","Fit Off Checklist - Anchor 16","Installed as per PBI drawings supplied and manufacturer's requirements"
"b52dc794-5ae9-4312-add5-77af7a4cdc35","","folder-normal","work-in-progress","","step","TRUE","FALSE","Roof Access Requirements"
"bb4349ef-4af7-4033-a259-1c4765c70238","","checklist-flat","work-in-progress","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"4f70f5b0-9768-5796-aa70-cb7b42f47a74","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"d2ab42eb-c425-4645-8ba7-1795c5b684ae","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Data Plate & Access Point"
"633f1b61-4175-449f-96a8-12bf9998dff2","","checklist-flat","no-status-not-started","SYS - PT - Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"524b3a37-10d0-5e49-9bc6-c7ad510d9107","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"92e6577a-5849-5fb0-bba7-8990956bee07","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Request Review to PM"
"bff8d2b2-0c21-5cbf-86a9-83abdd72b11a","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"e071eed5-2c5d-5e02-9e6f-5d7334a70784","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Additional information required"
"39c0d201-93f7-5513-bd13-9856e3e2d279","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
"8d266ee4-6196-5fa3-ba7e-5aef76b83f82","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Send to PBI Admin"
