"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a85c26e5-7bcb-4d59-aa76-98d3fb5cc693","","folder-normal","work-in-progress","","step","TRUE","FALSE","NIWA Hamilton QA"
"c4f9bb57-3db5-449d-b4e5-cb90f978d7d5","","folder-normal","work-in-progress","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0"
"0aed9ebf-0c04-44c7-982b-33326047ad4d","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 1 - Main Swicthboard Room"
"976cfd55-ccb9-4fa5-a8b4-0e1b716d35b0","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 1 - Main Swicthboard Room","Drawing No - MD00104"
"8317cf69-f642-4691-88f3-5adabe7711da","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 1 - Main Swicthboard Room","Drawing No - MD00104","Mechanical QA"
"4b7e6f9b-7f0a-4ba6-9a90-e026c9045347","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 1 - Main Swicthboard Room","Drawing No - MD00104","Mechanical QA","DX 1.3"
"0278fb74-ef88-4000-9766-9ac7af0b8c48","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00101","VAV-55-E","Labelling of Equipment "
"4703e389-022f-4f79-aba7-371699666b2a","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00101","VAV-56-E1"
"893c1261-e998-418d-8ff0-c24092c35130","","checklist-sectioned","not-started","VAV's Boxes Ducted","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00101","VAV-56-E1","VAV's Boxes Ducted"
"345fe727-e63d-4751-8823-3a4adfe72fb3","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00101","VAV-56-E1","Labelling of Equipment "
"c3daa407-6a1b-48a6-b277-9803780d41dc","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00101","VAV-56-E2"
"0f86325d-b807-4e5a-878d-65b205459c11","","checklist-sectioned","not-started","VAV's Boxes Ducted","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00101","VAV-56-E2","VAV's Boxes Ducted"
"24487865-7dbb-4fbe-9b35-f9edd6817481","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00101","VAV-56-E2","Labelling of Equipment "
"1b6bd5b0-a7bd-4da3-8484-12610628fbaa","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106"
"372cd44d-781b-487a-a938-e1b1aec9fbba","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout"
"7d718072-7e7c-4ee9-b66e-2ba4f31f4431","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-01 ( Run ATT-FEF-01-A) to Fume Cupboard"
"fe28d041-2462-447c-afb2-bc76dd3bd462","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-01 ( Run ATT-FEF-01-A) to Fume Cupboard","Mechanical Duct"
"897c062b-0919-4364-b85c-a629dbf0a0c8","","checklist-flat","not-started","Duct / Equipment Cleaning","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-01 ( Run ATT-FEF-01-A) to Fume Cupboard","Duct / Equipment Cleaning"
"dfd08ee9-8218-45fe-a526-22604d662fad","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-01 ( Run ATT-FEF-01-A) to Fume Cupboard","Labelling of Equipment "
"2a5e72f8-1522-42bd-8e68-4470eaa1e810","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-02 ( Run ATT-FEF-02 -A ) to Fume Cupboard"
"8984fef0-fd7c-4901-9e46-3db04fe41ac1","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-02 ( Run ATT-FEF-02 -A ) to Fume Cupboard","Mechanical Duct"
"edd692ee-c43b-471e-89d4-a7e922732f7a","","checklist-flat","not-started","Duct / Equipment Cleaning","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-02 ( Run ATT-FEF-02 -A ) to Fume Cupboard","Duct / Equipment Cleaning"
"682428f4-3538-4686-812a-ae0b35c9684c","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-02 ( Run ATT-FEF-02 -A ) to Fume Cupboard","Labelling of Equipment "
"e6061e73-9886-459a-94a2-039ee5dd6f2f","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-04 ( Run ATT-FEF-04 -A ) to Fume Cupboard"
"9e23fe0b-7429-409e-bc88-34b738ed8cf5","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-04 ( Run ATT-FEF-04 -A ) to Fume Cupboard","Mechanical Duct"
"e1c0b66b-b796-447d-ad78-404ff0175a64","","checklist-flat","not-started","Duct / Equipment Cleaning","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-04 ( Run ATT-FEF-04 -A ) to Fume Cupboard","Duct / Equipment Cleaning"
"cf4e62c1-92ca-400f-96dc-64ec3f401f79","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-04 ( Run ATT-FEF-04 -A ) to Fume Cupboard","Labelling of Equipment "
"06fe8b39-2c13-418c-bacc-7710202d7feb","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-05 ( Run ATT-FEF-05 -A ) to Fume Cupboard"
"43620c47-de97-4619-b869-fe82e7a06eb3","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-05 ( Run ATT-FEF-05 -A ) to Fume Cupboard","Mechanical Duct"
"9633dcea-94a5-4545-9d6d-9e58549c6d3c","","checklist-flat","not-started","Duct / Equipment Cleaning","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-05 ( Run ATT-FEF-05 -A ) to Fume Cupboard","Duct / Equipment Cleaning"
"d755a9d8-b24d-4fdd-b937-61c9486e6227","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from FEF-05 ( Run ATT-FEF-05 -A ) to Fume Cupboard","Labelling of Equipment "
"6f630e70-cf9d-400e-b08a-4ec0a613ae9e","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from EAF-02 ( Run ATT-EAF-02 -A ) to Fume Cupboard"
"f1a15c18-9b7f-49ea-8773-db8fbc711933","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from EAF-02 ( Run ATT-EAF-02 -A ) to Fume Cupboard","Mechanical Duct"
"d7b1df26-d6bb-4116-8dbb-2bf60fb330c8","","checklist-flat","not-started","Duct / Equipment Cleaning","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from EAF-02 ( Run ATT-EAF-02 -A ) to Fume Cupboard","Duct / Equipment Cleaning"
"60dcd98c-f77f-4d94-b0b8-3a94c94d7fb9","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from EAF-02 ( Run ATT-EAF-02 -A ) to Fume Cupboard","Labelling of Equipment "
"b67d9e7a-6429-4ab9-9692-191324d69ec6","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from EAF-04 ( Run ATT-EAF-04 -A ) to Fume Cupboard"
"740b06ce-40a8-4bf4-b771-f4f0ba6ddc15","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from EAF-04 ( Run ATT-EAF-04 -A ) to Fume Cupboard","Mechanical Duct"
"004c59c2-a1a9-429c-8caf-5dd4a9fd5f60","","checklist-flat","not-started","Duct / Equipment Cleaning","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from EAF-04 ( Run ATT-EAF-04 -A ) to Fume Cupboard","Duct / Equipment Cleaning"
"b493af42-acf9-4876-ab7a-0b9ae5b49269","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MD00106","Mechanical QA- Specialist Exhaust layout","Exhaust ducting from EAF-04 ( Run ATT-EAF-04 -A ) to Fume Cupboard","Labelling of Equipment "
"5e85fcbf-42b4-4f79-9ea6-b1bea5c23c90","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101"
"5f92bbd8-2a40-44c5-80da-c9eb65fd4453","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA"
"4859cf04-a737-482f-8ac3-60ebbe784730","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Lower Level Nutrients Lab"
"72a83345-d470-4241-ae62-e773a9abad34","","checklist-flat","not-started","Lab Gas Piping ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Lower Level Nutrients Lab","Lab Gas Piping "
"6d59a4aa-812b-4866-b543-b2705320bdf0","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Lower Level Nutrients Lab","Labelling of Equipment "
"d6e5a438-2e87-4d27-9074-660cd8af1c86","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Analytical Instuments Lab"
"93292530-5c60-416d-9d03-bf30e93c6768","","checklist-flat","not-started","Lab Gas Piping ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Analytical Instuments Lab","Lab Gas Piping "
"35e31c61-45ee-44e1-b122-34782e0cf06b","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Analytical Instuments Lab","Labelling of Equipment "
"a9da1523-a456-4b7a-989e-fa2c2119ce86","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Fume Cupboards"
"31812527-d2a2-47ee-baab-61a5df7a3b33","","checklist-flat","not-started","Lab Gas Piping ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Fume Cupboards","Lab Gas Piping "
"1ccad92f-17c6-411b-8623-e5297950f5c5","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Fume Cupboards","Labelling of Equipment "
"d46a4f3a-f7b1-48ba-8261-ef7196b37586","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Scintillation Counter"
"1a4df570-45dc-4c36-a5fb-4f8dc1ed4ab6","","checklist-flat","not-started","Lab Gas Piping ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Scintillation Counter","Lab Gas Piping "
"83f087a0-4a66-402a-a3f8-6b3da2887de0","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Scintillation Counter","Labelling of Equipment "
"93a013cc-6e90-4579-ad13-c969bec17d45","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Microscope Dark room"
"affaa821-bce2-47b9-84bf-ea3203a89455","","checklist-flat","not-started","Lab Gas Piping ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Microscope Dark room","Lab Gas Piping "
"13597dde-a9b1-49a7-8220-3998243ac2b6","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Microscope Dark room","Labelling of Equipment "
"fd486139-9ea2-4c20-88cd-9a7c6224ccf1","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Store / Circulation"
"3ee93570-4548-4258-894f-eba33609ce3c","","checklist-flat","not-started","Lab Gas Piping ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Store / Circulation","Lab Gas Piping "
"419c3e1d-b39c-4e17-a5a5-e8b69b6d3ba8","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - LG00101","Medical Gas QA","Store / Circulation","Labelling of Equipment "
"33e0ed5b-d2c7-45d4-bcdc-fdbdc3e5d665","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101"
"86003fbd-c91b-4f06-8981-d56bf26ccead","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping"
"b974d108-6fab-414d-9cea-9e7d29bb3166","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","HHW F & R Piping"
"9a54a9a3-cef5-4301-a120-f22221058c7c","","checklist-flat","not-started","CHW & HHW Piping ( WELDING )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","HHW F & R Piping","CHW & HHW Piping ( WELDING )"
"48ed090b-cabe-483f-8d2c-56bd46826cad","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","HHW F & R Piping","CHW & HHW Piping ( VICTAULIC )"
"670c9a85-10ea-4085-aeaf-923e9ab6d80c","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","HHW F & R Piping","CHW & HHW Insulation"
"b5a927fe-f785-4006-a923-c9064974353b","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","HHW F & R Piping","Labelling of Equipment "
"58dc306a-0cd8-4d4e-9974-91f286e45c11","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-36-S1 HHW Piping F & R"
"bc9d8921-af80-4210-972c-f969e42950b4","","checklist-flat","not-started","CHW & HHW Piping ( WELDING )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-36-S1 HHW Piping F & R","CHW & HHW Piping ( WELDING )"
"3ed3c95d-2ff5-4b34-899d-63b723b971f4","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-36-S1 HHW Piping F & R","CHW & HHW Piping ( VICTAULIC )"
"21d918c8-3209-40ca-8653-5d12483a34d0","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-36-S1 HHW Piping F & R","CHW & HHW Insulation"
"2eea28a6-64a4-4614-a25f-02099230c741","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-36-S1 HHW Piping F & R","Labelling of Equipment "
"1bb48094-bcf1-4b4b-8559-2d38f16b5453","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-36-S2 HHW Piping F & R"
"7907a248-e258-4979-bdb8-447228d02c9d","","checklist-flat","not-started","CHW & HHW Piping ( WELDING )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-36-S2 HHW Piping F & R","CHW & HHW Piping ( WELDING )"
"5d84e0ba-09ff-4543-ae05-3679bdc656fa","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-36-S2 HHW Piping F & R","CHW & HHW Piping ( VICTAULIC )"
"d7da6636-4cfa-42ab-9133-23d97817d0b9","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-36-S2 HHW Piping F & R","CHW & HHW Insulation"
"40f7ebba-b4c3-4739-97d6-74a5ff848269","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-36-S2 HHW Piping F & R","Labelling of Equipment "
"fdcd3b85-9020-4d40-b75d-844b11aa4ff6","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-39-S HHW Piping F & R"
"6b794e05-32d2-46c5-a5be-cb50ca5ac8ca","","checklist-flat","not-started","CHW & HHW Piping ( WELDING )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-39-S HHW Piping F & R","CHW & HHW Piping ( WELDING )"
"1a82e1ba-adfd-430d-a91e-40bf1963153f","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-39-S HHW Piping F & R","CHW & HHW Piping ( VICTAULIC )"
"3e4b0c51-0126-4e5b-b4fc-d3ec98ee444a","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-39-S HHW Piping F & R","CHW & HHW Insulation"
"b90d873b-288b-48db-b2c6-380f82323d33","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-39-S HHW Piping F & R","Labelling of Equipment "
"b60a2a5f-4ece-428c-8f1d-979e6b9430ab","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-41-S HHW Piping F & R"
"173858b5-a31b-4439-825c-11b29a5c659e","","checklist-flat","not-started","CHW & HHW Piping ( WELDING )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-41-S HHW Piping F & R","CHW & HHW Piping ( WELDING )"
"da70c21b-bc85-4c0b-98ca-2af3fff67d24","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-41-S HHW Piping F & R","CHW & HHW Piping ( VICTAULIC )"
"a59df984-0f70-49c6-9c56-a727d59bfb00","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-41-S HHW Piping F & R","CHW & HHW Insulation"
"b484bf61-dd3a-4cef-9ea3-1ff5a7f89d01","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-41-S HHW Piping F & R","Labelling of Equipment "
"2c996d06-a6d6-4fba-88fa-a3f1aad95453","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-49-S HHW Piping F & R"
"2de9e5f3-e1cd-4707-a17a-2937ed77ddb9","","checklist-flat","not-started","CHW & HHW Piping ( WELDING )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-49-S HHW Piping F & R","CHW & HHW Piping ( WELDING )"
"c2a14393-74b2-43a6-921a-f785f0bf416b","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-49-S HHW Piping F & R","CHW & HHW Piping ( VICTAULIC )"
"8402982d-a115-4bfe-94f4-ec16726ff6a5","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-49-S HHW Piping F & R","CHW & HHW Insulation"
"37172e05-25c3-4c2a-a9e7-27c4ec64ee95","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-49-S HHW Piping F & R","Labelling of Equipment "
"fb19ba8c-b5e8-4163-be2f-0473f2fcab39","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 12 - Lab Area","Drawing No - MP00101","HHW Piping & CHW Piping","VAV-50-S HHW Piping F & R"
