resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,625,,,,,,,,,
,step,,,,,,Level 7,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,711,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,712,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,713,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,714,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,715,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,716,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,717,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,718,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,719,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,720,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,721,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,722,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,723,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,724,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,725,,,,,,,,,
,step,,,,,,Level 8,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,811,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,812,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,813,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,814,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,815,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,816,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,817,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,818,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,819,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,820,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,821,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,822,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,823,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,824,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,825,,,,,,,,,
,step,,,,,,Level 9,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,911,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,912,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,913,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,914,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,915,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,916,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,917,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,918,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,919,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,920,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,921,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,922,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,923,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,924,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,925,,,,,,,,,
,step,,,,,,Level 10,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1011,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1012,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1013,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1014,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1015,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1016,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1017,,,,,,,,,
,step,,,,,,Level 11,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1111,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1112,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1113,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1114,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1115,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1116,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1117,,,,,,,,,
,step,,,,,,Level 12,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1211,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1212,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1213,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1214,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1215,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1216,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1217,,,,,,,,,
,step,,,,,,Level 13,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1311,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1312,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1313,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1314,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1315,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1316,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,1317,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,Level 14,,,,,,,,,,
,step,,,,,Building C,,,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,G10,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,G11,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,G12,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,G13,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,G14,,,,,,,,,
,step,,,,,,Level 1,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Corridor,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,117,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,118,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,119,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,120,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,121,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,122,,,,,,,,,
,step,,,,,,Level 2,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,226,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,227,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,228,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,229,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,230,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,231,,,,,,,,,
,step,,,,,,Level 3,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,326,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,327,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,328,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,329,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,330,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,331,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,Level 4,,,,,,,,,,
,step,,,,Fit Off,,,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,Basement 4,,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,Basement 3,,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,Basement 2,,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,Basement 1,,,,,,,,,,,
,step,,,,,Building A,,,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,G08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,G09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,Level 1,,,,,,,,,,
,step,,,,,,Level 2,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Corridor,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,201,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,202,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,203,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,204,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,205,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,206,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,207,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,208,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,209,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,210,,,,,,,,,
,step,,,,,,Level 3,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,301,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,302,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,303,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,204,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,205,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,206,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,207,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,208,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,209,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,210,,,,,,,,,
,step,,,,,,Level 4,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,401,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,402,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,403,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,404,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,405,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,406,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,407,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,408,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,409,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,410,,,,,,,,,
,step,,,,,,Level 5,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,501,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,502,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,503,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,504,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,505,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,506,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,507,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,508,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,509,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,510,,,,,,,,,
,step,,,,,,Level 6,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,601,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,602,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,603,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,604,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,605,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,606,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,607,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,608,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,609,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,610,,,,,,,,,
,step,,,,,,Level 7,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,701,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,702,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,703,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,704,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,705,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,706,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,707,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,708,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,709,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,710,,,,,,,,,
,step,,,,,,Level 8,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,801,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,802,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,803,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,804,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,805,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,806,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,807,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,808,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,809,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,810,,,,,,,,,
,step,,,,,,Level 9,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,901,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,902,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,903,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,904,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,905,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,906,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,907,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,908,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,909,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,910,,,,,,,,,
,step,,,,,,Level 10,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1001,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1002,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1003,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1004,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1005,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1006,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1007,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1008,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1009,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1010,,,,,,,,,
,step,,,,,,Level 11,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1101,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1102,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1103,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1104,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1105,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1106,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1107,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1108,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1109,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1110,,,,,,,,,
,step,,,,,,Level 12,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1201,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1202,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1203,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1204,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1205,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1206,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1207,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1208,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1209,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1210,,,,,,,,,
,step,,,,,,Level 13,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1301,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1302,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1303,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1304,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1305,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1306,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1307,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1308,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1309,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1310,,,,,,,,,
,step,,,,,,Level 14,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1401,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1402,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1403,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1404,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1405,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1406,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1407,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1408,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1409,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1410,,,,,,,,,
,step,,,,,,Level 15,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1501,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1502,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1503,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1504,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1505,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1506,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1507,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1508,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1509,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1510,,,,,,,,,
,step,,,,,,Level 16,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1601,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1602,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1603,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1604,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1605,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1606,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1607,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1608,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1609,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1610,,,,,,,,,
,step,,,,,,Level 17,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1701,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1702,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1703,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1704,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1705,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1706,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1707,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1708,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1709,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1710,,,,,,,,,
,step,,,,,,Level 18,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1801,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1802,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1803,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1804,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1805,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1806,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1807,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1808,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1809,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1810,,,,,,,,,
,step,,,,,,Level 19,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1901,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1902,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1903,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1904,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1905,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1906,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,1907,,,,,,,,,
,step,,,,,,Level 20,,,,,,,,,,
,step,,,,,Building B,,,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,G08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,G09,,,,,,,,,
,step,,,,,,Level 1,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,102,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,103,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,104,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,105,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,106,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,107,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,108,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,109,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,110,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,111,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,112,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,113,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,114,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,115,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,116,,,,,,,,,
,step,,,,,,Level 2,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,211,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,212,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,213,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,214,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,215,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,216,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,217,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,218,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,219,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,220,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,221,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,222,,,,,,,,,
