resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C631,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 7,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C722,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C723,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C724,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C725,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C726,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C727,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C728,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C722,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C723,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C724,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C725,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C726,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C727,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C728,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,BLK-D,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 2,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D222,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D223,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D224,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D225,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D226,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D227,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D228,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D229,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D230,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D231,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D222,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D223,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D224,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D225,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D226,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D227,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D228,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D229,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D230,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D231,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D322,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D323,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D324,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D325,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D326,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D327,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D328,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D329,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D330,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D331,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D322,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D323,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D324,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D325,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D326,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D327,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D328,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D329,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D330,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D331,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D421,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D422,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D423,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D424,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D425,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D426,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D427,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D428,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D429,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D430,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D421,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D422,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D423,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D424,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D425,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D426,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D427,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D428,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D429,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D430,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D515,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D516,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D517,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D518,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D519,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D520,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D521,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D522,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D523,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D524,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D515,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D516,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D517,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D518,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D519,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D520,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D521,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D522,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D523,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D524,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 6,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D615,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D616,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D617,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D618,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D619,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D620,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D621,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D622,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D623,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D624,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D615,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D616,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D617,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D618,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D619,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D620,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D621,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D622,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D623,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D624,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 7,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D714,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D715,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D716,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D717,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D718,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D719,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D720,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D721,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D714,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D715,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D716,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D717,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D718,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D719,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D720,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D721,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 8,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D801,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D802,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D803,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D804,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D805,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D806,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D807,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D808,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D801,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D802,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D803,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D804,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D805,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D806,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D807,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D808,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Roof,,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[KEF-D-R.01-DIS] - Kitchen Exhaust,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[KEF-D-R.02-DIS] - Kitchen Exhaust,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[KEF-D-R.03-DIS] - Kitchen Exhaust,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[KEF-D-R.04-DIS] - Kitchen Exhaust,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[LSF-D-R.01] -Lobby Supply Fan,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[LSF-D-R.02] -Lobby Supply Fan,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[GEF-D-R.01] - Garbage Supply Fan,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[GEF-D-R.02] - Garbage Supply Fan,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[GEF-D-R.03] - Garbage Supply Fan,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[GEF-D-R.04] - Garbage Supply Fan,,,,,,,,,,,,,,,,,,
,,,step,,,,,BLK-E,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,EG01,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,EG02,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,EG03,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,EG01,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,EG02,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,EG03,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level-1,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E101,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E102,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E103,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,E101,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,E102,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,E103,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level-2,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E201,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E202,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E203,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E204,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E205,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E206,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E207,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E208,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E209,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E210,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E211,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E212,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E213,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,E214,,,,,,,,,,,,,,,,,
