resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,112C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,109C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,116C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,118C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,120C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,SE - Wing,,,,,,,,,
,step,,,,,,,,121C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,123C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,125C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,134C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,138C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,140C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,139C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,137C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,136C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,135C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,133C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,132C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,130C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,128C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,127C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,129C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,131C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,126C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,124C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,122C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,SW - Wing,,,,,,,,,
,step,,,,,,,,163A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,169A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,168A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,167A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,166A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,165A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,164A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,162A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,161A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,Center,,,,,,,,,
,step,,,,,,,,186A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,185A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,184A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,181A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,182A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,186A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,180A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,178A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,179A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,176A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,177A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,174A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,173A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,170A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,171A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,Level 2,,,,,,,,,,,
,step,,,,,,Common Areas,,,,,,,,,,
,step,,,,,,,Stair,,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Stair 1,,,,,,,,
,step,,,,,,,,,Tiling,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Stair 2,,,,,,,,
,step,,,,,,,,,Tiling,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Stair 3,,,,,,,,
,step,,,,,,,,,Tiling,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Stair 4,,,,,,,,
,step,,,,,,,,,Tiling,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Stair 5,,,,,,,,
,step,,,,,,,,,Tiling,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Stair 6,,,,,,,,
,step,,,,,,,,,Tiling,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Stair 7,,,,,,,,
,step,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Lift,,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Lift 1 & 2,,,,,,,,
,step,,,,,,,,,Tiling,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Lift 3,,,,,,,,
,step,,,,,,,,,Tiling,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Lift 4,,,,,,,,
,step,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Laundry - North,,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,Cork/ Soundproofing,,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,Waterproofing,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Tiling,,,,,,,,
,step,,,,,,,Laundry - South,,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,Cork/ Soundproofing,,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,Waterproofing,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Tiling,,,,,,,,
,step,,,,,,,Care Center,,,,,,,,,
,step,,,,,,,,ACC WC - South,,,,,,,,
,step,,,,,,,,,Toilet/WC ,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,AC WC - North,,,,,,,,
,step,,,,,,,,,Toilet/WC,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,Treatment Room,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Dining/Lounge,,,,,,,,,
,step,,,,,,,,Dining  - Sluice ,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Lounge - Fireplace ,,,,,,,,
,step,,,,,,,,,Fireplace Hearth,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
