"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ee2d1a87-5029-57cd-b79b-36b33c1abd7d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building A"
"9173777d-2f26-5536-ad82-6db060a31654","","folder-normal","pass","","step","TRUE","FALSE","Building A","Foundations"
"3f3d9f08-fbb4-5bf6-b254-4c979c9ec28e","","folder-normal","pass","","step","TRUE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing"
"57937ae8-dbcf-514e-9f5f-32f99561b62e","Child Concrete - Pre Pour(482ce240-5f0a-5b5b-8e0b-2288a3283565) -- Reinforcing checked and correct(fa961180-cfd9-5057-b146-e8137ec1950e): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checklist-sectioned","pass","f691c14580ed2eacb1c89be9d572fdd4af587cba9139f74d6d7569ec2b31fcd5","checklist","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Lift pit"
"482ce240-5f0a-5b5b-8e0b-2288a3283565","Child Reinforcing checked and correct(fa961180-cfd9-5057-b146-e8137ec1950e): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Lift pit","Concrete - Pre Pour"
"bcc7a261-af5a-550e-a65b-1372166a548c","","checklist-sectioned","work-in-progress","be28f9e6f9df052b097ad2d6d6ef6de082025131466a093c886db52eeb1c1412","checklist","FALSE","FALSE","Building A","Interior Fitout","L1","A101"
"19a8ff35-4011-5ffd-9def-663fedfbcda9","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Interior framing"
"4421cd58-0e58-5c14-9dde-91c18da61726","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Interior framing","All studs are set out correct, and are plumb level, square & installed as per manufacturer's recommendations"
"0e682827-a337-592e-9185-583abd8ca6a8","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Interior framing","H3.2 bottom plate used"
"b79f9296-a9fe-5d22-8237-3f5340149ec1","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Interior framing","Studs are correctly fixed to pre-cast panels"
"21f80a9d-76c0-5137-b4d4-09029d0fcb77","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Interior framing","Ceiling fixing installed"
"2f7291f1-b872-57fd-95eb-10473dd2d5a9","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Interior framing","Lintels above window openings"
"422c740d-8222-5d86-8c7f-47d357962500","","holdpoint","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Interior framing","Request Sign Off"
"6c1be8b6-4b07-513e-b318-6567998391c6","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Interior strapping"
"3cffdca4-53ea-5ac8-b6bc-8ec40b2b22a3","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Interior strapping","All studs are set out correct, and are plumb level, square & installed as per manufacturer's recommendations"
"640c2d63-f458-59fa-9a8e-fab7da6e151d","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Interior strapping","H3.2 bottom plate used"
"8f6921a9-74a1-5de5-8983-1fbe97650ba0","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Interior strapping","Studs are correctly fixed to pre-cast panels"
"3eac72cf-795b-5e5a-8023-9ba3915fc6e8","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Interior strapping","Ceiling fixing installed"
"782935a1-5e9a-5f20-8d5e-45baa50222c8","","holdpoint","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Interior strapping","Request Sign Off"
"3b315bce-2948-5bb0-ba14-843d5d12db15","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Steel Stud"
"3d3aff22-e173-56fa-b51a-949c1a9a50ec","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Steel Stud","Trades QA received & attached as applicable"
"14a596b3-c48d-5c0b-a1b2-ed1cf1ab8141","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Plumbing First Fix"
"552e58db-206b-5396-885a-bf0a08009242","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Plumbing First Fix","Plumbing first fix complete"
"6997d099-65d4-5281-85dd-3972a623ac3b","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Plumbing First Fix","Trades QA received & attached as applicable"
"2f8bf5cc-afcd-54a8-9e7f-0533484fd473","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Plumbing First Fix","Plumbing fitout have been tested & commissioned"
"bee4ec48-957e-5444-8840-c7bdd4c8044e","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Electrical First Fix"
"517b0665-c177-5cc2-a2cd-c967daf41941","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Electrical First Fix","Electrical first fix complete"
"542afaac-e0b2-5021-9e85-0b0a89f07f97","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Electrical First Fix","Trades QA received & attached as applicable"
"bbe8bd21-4398-55fd-8e55-88d8805f068e","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Electrical First Fix","Electrical fitout have been tested & commissioned"
"98278f01-95a2-56d4-8d46-d3451303c9cd","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Mechanical First Fix"
"2c49ab0e-8ebe-5630-b86d-b8ca51398a85","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Mechanical First Fix","Electrical first fix complete"
"95168fca-8c35-52d7-9e77-7cb8f5c7a70a","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Mechanical First Fix","Trades QA received & attached as applicable"
"1b82d2d2-6da8-5bf9-8f12-7665932b36f7","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Mechanical First Fix","Air Conditioning / Mech fitout have been tested & commissioned"
"1f875952-2896-5dcf-ae19-04ccfd318541","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Passive Fire"
"e39b0d01-e76d-5e40-b891-08b1f4b7cfd9","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Passive Fire","Ensure all penetrations have been installed as per specifications"
"2fcef40c-e986-5daf-9f71-8f44c3829232","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Passive Fire","Ensure all fire collars have been installed in accordance with manufacturer's specifications"
"0d6bbe29-2cba-51a4-9265-346653b3c97e","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Passive Fire","Ensure that mechanical ductwork is suitably sealed when passing through firewalls"
"6600a035-7632-5e8e-bc11-bccde5cbc1cf","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Passive Fire","Ensure that suitable access is provided to mechanical fire dampers"
"9113f831-48bc-5b20-bbbd-60ac33ba2547","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Passive Fire","Ensure electrical cables have been suitably sealed when passing through a fire element in"
"e4211df5-9692-5817-89fe-a6120669c92d","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Passive Fire","Check that fire doors have been filled"
"d26d6d99-a04b-5bdd-a559-203dd1c59565","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Passive Fire","Trades QA received & attached as applicable"
"17804c7f-b644-5efe-a0ac-ce185345cae3","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Preline/ Wall Linings"
"dd04ed5b-7751-5b3c-a8e9-d20ba22d4fe3","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Preline/ Wall Linings","Ensure installation guide has been followed for insulation"
"b9a17473-9943-5450-8c1a-a299ea7b8e40","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Preline/ Wall Linings","Ensure installation guide has been followed for fire rated walls"
"18dc4f7d-7a1b-5493-85b5-cdaafa4b6c60","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Preline/ Wall Linings","All service noggs and fixing noggs complete"
"62ce96ec-c5f2-5923-ad39-4cf920035be7","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Preline/ Wall Linings","Trades QA received & attached as applicable"
"3a45a4ae-260f-58f7-8cf8-55841f404e2c","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Postline/Wall Linings"
"05c92cb9-36ba-5ef0-8163-3c0a5530ef80","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Postline/Wall Linings","Plywood in bathrooms correctly installed"
"33cb4f55-d39a-52f9-a9cb-55c3129f3893","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Postline/Wall Linings","Gib screwed off correctly"
"634646bf-4714-5bdb-9962-4576fb757180","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Postline/Wall Linings","Gib in bathroom correct"
"7d459ce8-164a-5673-82e3-9622e98e5ef7","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Postline/Wall Linings","Trades QA received & attached as applicable"
"6f7db66d-8b6b-5b3e-8fb9-f72e1871747d","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Gib stopping"
"e75861ff-4269-50f9-9c34-eead504c89b1","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Gib stopping","All stopping completed and specified level of finish achieved"
"1a40889f-4aeb-5fbd-ac8c-adb06b957027","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Gib stopping","Trades QA received & attached as applicable"
"8c9d1c99-ab79-51d7-ba5d-913b7c761b23","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Painting"
"2d1e3385-4dae-5534-bd21-311b67cddf9b","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Painting","Trades QA received & attached as applicable"
"f8429d10-3480-5760-978b-8012aeca8645","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Bathroom & Laundry Waterproofing"
"52fe2117-20f5-521f-b700-f7468517f946","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Bathroom & Laundry Waterproofing","Waterproofing completed as per specifications"
"cee50c91-606f-57df-bafc-fc46f48c746c","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Bathroom & Laundry Waterproofing","Trades QA received & attached as applicable"
"819b5bd6-9a14-5b0d-8494-0f6b99aa294a","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Joinery Fit Out"
"00a62d57-891c-5a62-a734-4dc63edeb5f5","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Joinery Fit Out","All bathroom joinery installed as per specifications"
"f454e65e-1c5c-53ec-bff5-ae06663f4425","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Joinery Fit Out","All kitchen joinery installed as per specifications"
"49c4c6a3-2024-57be-9f98-6235ef2ce158","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Joinery Fit Out","Trades QA received & attached as applicable"
"45424a88-4cc3-5509-8673-269935b2d7f7","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Floor coverings"
"1f11f83d-338e-53a6-9c1f-3ce73f19cde6","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Floor coverings","Vinyl installed as per specifications"
"8a741d1f-e26e-50c5-afb9-ccdd62d6b031","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Floor coverings","Carpet installed as per specifications"
"130b9a78-3f0a-55a9-ba76-171688111542","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Floor coverings","Trades QA received & attached as applicable"
"3394738b-c185-51e4-9644-5e2a833a1f63","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Fire System"
"b6a6de6e-683b-5816-9599-327c950a3f97","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Fire System","Smoke detectors & sensors fit off completed"
"e962175f-486d-5e7a-88c8-002226d46a06","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Fire System","Smoke detectors & sensors tested as per manufacturer's instructions"
"d92c00f0-3fe7-5701-8ce1-5f72b7a3def4","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Fire System","Sprinkler rough fit off completed"
"087e4e1e-1b07-50ac-a451-afe00166eca4","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Fire System","Sprinklers commissioned"
"e125f542-4be8-52fe-90a7-c22cc10bbd3a","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Fire System","Trades QA received & attached as applicable"
"4cff8f09-27e1-5aad-a586-d54bb0ee58d4","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A101","Woodview Final Sign - Off"
"ad84f83a-85c8-4fd9-a0eb-44862af7fb48","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A101","Woodview Final Sign - Off","All apartment work is completed as per specifications / drawings. All relevant trade QA reviewed & approved"
"1246c0fe-7b9b-52ed-8a9e-6bbfc963439c","","checklist-sectioned","work-in-progress","be28f9e6f9df052b097ad2d6d6ef6de082025131466a093c886db52eeb1c1412","checklist","FALSE","FALSE","Building A","Interior Fitout","L1","A102"
"cda35236-ffe3-5da3-917e-1f5da5ac3f8c","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Interior framing"
"a7471eff-0c44-51b3-8f9d-f6b348c6c503","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Interior framing","All studs are set out correct, and are plumb level, square & installed as per manufacturer's recommendations"
"3cdd3819-29ac-53f8-9f84-5afc27bb2b36","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Interior framing","H3.2 bottom plate used"
"870ae241-250d-56b4-9c27-5bd6e1a74ea5","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Interior framing","Studs are correctly fixed to pre-cast panels"
"3087bbc6-888c-59a5-a5d0-f446a8622927","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Interior framing","Ceiling fixing installed"
"29001461-a551-57e9-8b16-a4617116ea70","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Interior framing","Lintels above window openings"
"f8bae58d-e354-5e4e-b751-d6c721788cfe","","holdpoint","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Interior framing","Request Sign Off"
"672de9da-265a-5035-bd62-db4a385ade2e","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Interior strapping"
"9cd13c4f-928a-5c84-8701-8f3802c33b84","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Interior strapping","All studs are set out correct, and are plumb level, square & installed as per manufacturer's recommendations"
"685ea192-cf87-5809-8326-c102cb71e967","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Interior strapping","H3.2 bottom plate used"
"c4d87939-99e2-5057-ac20-5d712677799c","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Interior strapping","Studs are correctly fixed to pre-cast panels"
"f97c3a00-926c-55ff-a9b6-a3679b15ebe4","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Interior strapping","Ceiling fixing installed"
"cadbd908-14c6-559d-a139-c7e76a958777","","holdpoint","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Interior strapping","Request Sign Off"
"525ca246-40a2-5f5a-b928-ca60c10e9086","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Steel Stud"
"12c5a05f-afe8-560c-93e2-c7683f120934","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Steel Stud","Trades QA received & attached as applicable"
"7ec6c8fc-89d4-51e7-8cce-53de5c8cd4d0","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Plumbing First Fix"
"f0dc35db-74a0-5238-9421-19805a3a4584","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Plumbing First Fix","Plumbing first fix complete"
"5b3c2e83-e741-52bc-9a96-22681f837dc0","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Plumbing First Fix","Trades QA received & attached as applicable"
"0e7c9fdb-aa61-5a0e-8e03-ae5f7df81b44","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Plumbing First Fix","Plumbing fitout have been tested & commissioned"
"0f28d8df-f143-595b-b9a4-2e31e3b34940","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Electrical First Fix"
"7587a5eb-294c-5711-9bf2-292969d9a9de","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Electrical First Fix","Electrical first fix complete"
"f220ef19-bed6-5299-8e50-ddb05a781551","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Electrical First Fix","Trades QA received & attached as applicable"
"ecc5d9c3-2cb1-5f60-b9af-e64886e0194c","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Electrical First Fix","Electrical fitout have been tested & commissioned"
"25600f3e-dcad-5b6e-bb42-e0c2979a01bd","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Mechanical First Fix"
"148b5aeb-b4f5-5a1b-b52c-6c3555c583ac","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Mechanical First Fix","Electrical first fix complete"
"574ca64a-49db-5949-9708-90586b46064d","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Mechanical First Fix","Trades QA received & attached as applicable"
"00ad04b8-30af-5318-a986-68b32e698711","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Mechanical First Fix","Air Conditioning / Mech fitout have been tested & commissioned"
"86fb84a2-706a-53aa-a77f-6685a3e5fcc4","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Passive Fire"
"d1077ced-5375-5cd4-a6cc-13e995429594","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Passive Fire","Ensure all penetrations have been installed as per specifications"
"b30cc325-1bad-55c2-8231-db9a058e48c5","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Passive Fire","Ensure all fire collars have been installed in accordance with manufacturer's specifications"
"2a104d95-5da7-53d8-ae42-fb70c27b0666","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Passive Fire","Ensure that mechanical ductwork is suitably sealed when passing through firewalls"
"83605797-28df-54f7-b4f5-c725d6d1f8c7","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Passive Fire","Ensure that suitable access is provided to mechanical fire dampers"
"7ba13075-9f94-583f-a19b-b353424d1e00","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Passive Fire","Ensure electrical cables have been suitably sealed when passing through a fire element in"
"e10813e2-589e-5970-99c0-36de32bd118c","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Passive Fire","Check that fire doors have been filled"
"e15852fc-ccb9-5bc8-9915-11549f3daf3d","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Passive Fire","Trades QA received & attached as applicable"
"7cebe24d-91db-550e-be9a-dcbb02b1569b","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Preline/ Wall Linings"
"b09ca72c-d582-58cb-b9dc-a84655bab865","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Preline/ Wall Linings","Ensure installation guide has been followed for insulation"
"9c473389-9be9-5ba0-98f8-1770dbd62996","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Preline/ Wall Linings","Ensure installation guide has been followed for fire rated walls"
"71cda494-df8d-59dc-8367-8d586b480606","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Preline/ Wall Linings","All service noggs and fixing noggs complete"
"2025e849-2a0f-5053-8956-5c76271afefb","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Preline/ Wall Linings","Trades QA received & attached as applicable"
"d708f36c-9ad0-55b5-9ef1-a7da9a435857","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Postline/Wall Linings"
"00d2be6e-79c0-5647-968b-0d5af0fe5d63","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Postline/Wall Linings","Plywood in bathrooms correctly installed"
"4eb228bf-5d36-5ebc-8189-faf171223a6d","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Postline/Wall Linings","Gib screwed off correctly"
"6bc1347a-e609-587e-ab01-0549a33147fd","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Postline/Wall Linings","Gib in bathroom correct"
"6c6fed96-7752-5eb2-8f17-62c9d1b9b4a8","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Postline/Wall Linings","Trades QA received & attached as applicable"
"cddae7af-7525-5d79-8627-c40a12f6948f","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Gib stopping"
"d2dcee29-2929-5f2a-8e1e-42e11e851900","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Gib stopping","All stopping completed and specified level of finish achieved"
"a9721fcd-c499-5acb-a885-d27fadd7b164","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Gib stopping","Trades QA received & attached as applicable"
"cb130a84-a970-5354-bbf5-1aa735c65f6d","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Painting"
"c997b41b-506a-5733-a6ac-fa833e3237d7","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Painting","Trades QA received & attached as applicable"
"aa731f2f-e507-5c87-a01a-371fade8d1f3","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Bathroom & Laundry Waterproofing"
"b24c906d-fbce-53b9-9526-af9d1ae1a7b8","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Bathroom & Laundry Waterproofing","Waterproofing completed as per specifications"
"01241075-f590-5a46-b4a1-2a1534c57a9a","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Bathroom & Laundry Waterproofing","Trades QA received & attached as applicable"
"0b828056-0b29-5d4d-9830-88a6c1340e79","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Joinery Fit Out"
"a035923c-3c05-5ec0-b837-d9c548cc626c","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Joinery Fit Out","All bathroom joinery installed as per specifications"
"c577abb2-e350-5403-8941-12d8ad715d7a","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Joinery Fit Out","All kitchen joinery installed as per specifications"
"d8995f06-0a5b-5f01-b855-3a8516f49507","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Joinery Fit Out","Trades QA received & attached as applicable"
"8c9aa596-aa24-5736-b9d0-a510fb3c0b46","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Floor coverings"
"bfb2cd2e-d4de-5c86-92c1-03261c20fa83","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Floor coverings","Vinyl installed as per specifications"
"7606f40c-b4c9-5d05-84e1-2b6f939fb202","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Floor coverings","Carpet installed as per specifications"
"2d30d000-004c-5b7c-a33c-9fc0b7279037","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Floor coverings","Trades QA received & attached as applicable"
"50fe286c-ce64-519f-bdf6-959c26387c75","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Fire System"
"39631fc6-3db8-59f2-a261-c321e2e12a0a","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Fire System","Smoke detectors & sensors fit off completed"
"5900c06a-8d5a-55a0-8dfa-c21fc7edf923","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Fire System","Smoke detectors & sensors tested as per manufacturer's instructions"
"4d357aba-b1a4-5dcc-b056-eb72e00a780c","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Fire System","Sprinkler rough fit off completed"
"11022a68-bc95-5774-abc8-8905634fe621","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Fire System","Sprinklers commissioned"
"8ced724c-a672-559d-a187-439f00fccc7c","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Fire System","Trades QA received & attached as applicable"
"70c11170-1a0c-5aa9-a4dc-acc63909625c","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A102","Woodview Final Sign - Off"
"ae1b2e40-658f-440c-9724-f6cafa198e7f","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A102","Woodview Final Sign - Off","All apartment work is completed as per specifications / drawings. All relevant trade QA reviewed & approved"
"d53d590b-52e9-5b85-b108-8435d42456b0","","checklist-sectioned","work-in-progress","be28f9e6f9df052b097ad2d6d6ef6de082025131466a093c886db52eeb1c1412","checklist","FALSE","FALSE","Building A","Interior Fitout","L1","A103"
"9f0ec0d8-ae62-5e15-acc3-5dd6b2b48ca0","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Interior framing"
