"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"28062c4c-357a-494e-a704-4868522d2224","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"9e5183dd-d548-56e1-afbc-7b9dfaa541fd","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"86dd241c-d1ee-43cb-9bf9-704e1ba68964","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA"
"ba4b7a60-5de9-49fd-ae8f-181986639bed","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA","Panels"
"457c6233-507f-42dd-baa1-5536373201ab","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-01"
"0a6c9eeb-0540-5dc6-8ff8-39920cb2d8e0","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-01","Precast Element Details"
"0d6ff69e-e8fc-5bb4-b345-21b38290ff6a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-18","Prepour Checks","Tie wire Trimmed"
"31a1c1d8-ca56-5408-b75b-c8cf54b85c73","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-18","Prepour Checks","Panel fully clean"
"46330337-bccf-5d84-8f35-a0866dc9528c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-18","Prepour Checks","General Photos Attached"
"406c7642-6e37-5e1f-9908-37565965019e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-18","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"d5c15a5b-a532-5b43-8adb-24af15ca3215","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-18","Demould Inspection"
"5f2ae8bf-e574-5350-9dd8-18d6765ecd18","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-18","Demould Inspection","Demould Inspection complete"
"22367f0a-341e-52d5-93cf-b9bc8c1dc5d9","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-18","Loading Out"
"44d09806-6533-5358-800a-cd148f6cf0a4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-18","Loading Out","Photo take of Panel on Truck"
"c541e7db-46c8-5b66-a614-d2ecb344c891","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-18","Loading Out","No remedial work required on site"
"a53b7930-9ba4-59bb-993c-0a5aad4c0545","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-18","Test Results, Certificates and Documentation"
"b40aade8-53a8-5c5e-be96-9326322fed22","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-18","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"3dc630de-2dfa-5bec-bca4-9f7481ef1c3b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-18","Test Results, Certificates and Documentation","Concrete Docket Attached"
"d8bd8129-9fb5-54c3-bf64-233ff775f1d0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-18","Test Results, Certificates and Documentation","Upload Concrete test results"
"c7aba0e5-1014-5135-aee2-75041b27dbcf","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-18","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"7811a12a-50c8-5d22-8fc6-232803ac9d3c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-18","Test Results, Certificates and Documentation","Upload Lift Designs"
"fc4a3866-ec72-4449-9364-2cfae0f3b16c","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-19"
"318c7f22-097b-5f5c-bdb1-4770f3ef3853","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-19","Precast Element Details"
"97cc8be7-7bab-53e4-bb05-22d5bfa3c5ca","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Precast Element Details","Concrete Details Complete"
"1ae24d9a-217c-5f32-bf48-bb2c2e7d30cb","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-19","Formwork Set Up Checks"
"bdbbf29c-b725-55de-801e-0f3180352fe7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"ebe846f6-26d2-5b38-96b6-2f0c9d0a78cb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Formwork Set Up Checks","Edge Details & Rebates"
"d89cbfb3-7905-5bef-af53-8e2b8fadb275","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"17b14072-c9be-5458-9eca-9d0c91610e19","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Formwork Set Up Checks","MF roughening's"
"badf4a02-d15d-5387-80ab-a48558055316","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"0404aa7a-7a73-5dcb-a684-3bb9e7d2b1b8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Formwork Set Up Checks","Mould Face Clean"
"d27c9967-bc36-5fdf-8127-9702a1dbba8e","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-19","Prepour Checks"
"f51c7a77-ce2b-5430-b177-1c0a832d48fe","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Prepour Checks","Mould Cleaned & Oiled"
"762de50c-c139-5b05-9626-ef49503c9a8e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"0c3f0533-6d2f-5d01-8fd5-c65c9f630ae7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Prepour Checks","Check covers on all sides, MF and TF"
"014658a7-9e34-5aca-9f67-66a5f13e2631","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"fae09702-8d47-5936-9d55-a42eb23ee1b8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"32851393-89f6-5925-9f3d-e5d476523727","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"30d7de0b-d3ff-5ce2-a646-d64108774947","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Prepour Checks","Lifters"
"72dc1ef0-25b1-54f0-8a08-9ab27af24c2c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Prepour Checks","Tie wire Trimmed"
"813380c4-3136-56ae-a139-e9b2cc3dc6b2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Prepour Checks","Panel fully clean"
"f153adb8-cb76-579c-aa7d-091e916c9e30","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Prepour Checks","General Photos Attached"
"b52b440a-d36f-5299-bb9e-84bdf4f6d03f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"5f1b8578-7d31-50bf-a6bb-006ce5eb3454","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-19","Demould Inspection"
"4937f42e-b99a-5d9b-b4b6-c15f22b271b6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Demould Inspection","Demould Inspection complete"
"b463f6aa-b24c-501d-a59d-d7ddd4e696cf","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-19","Loading Out"
"21d1b92b-4f7a-50b1-a04f-2172b02b7c4c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Loading Out","Photo take of Panel on Truck"
"8ed59e18-9db3-563d-9cf4-ec4267f1cfb7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Loading Out","No remedial work required on site"
"ff4c4bd4-178b-5162-ba63-6164a27c3e14","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-19","Test Results, Certificates and Documentation"
"fa4911b7-ad2e-57ae-a057-592b5b1b0220","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"1eb0745f-e7ec-52fb-8b9b-3f937e28d91d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Test Results, Certificates and Documentation","Concrete Docket Attached"
"4e4a1d16-c0e5-55c5-9a3a-26d0b92ef7a2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Test Results, Certificates and Documentation","Upload Concrete test results"
"3ac5da23-39e9-533d-9068-790bd57c7221","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"77b3cc42-c999-5d1f-8bf9-a86d99b779a2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-19","Test Results, Certificates and Documentation","Upload Lift Designs"
"8f3428fe-7e99-4afb-baad-c0f4afa6f1ec","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-20"
"9de271e0-c9d1-527f-922b-152ec8bec962","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-20","Precast Element Details"
"b9b8add5-14d5-5495-8c81-310554179da8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Precast Element Details","Concrete Details Complete"
"72de6793-dc07-5bea-84a2-06b58ffe0967","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-20","Formwork Set Up Checks"
"0eb2535a-9d43-50fb-8a55-0558393289f7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"23976892-f675-5305-a455-959d49f6fdae","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Formwork Set Up Checks","Edge Details & Rebates"
"f91a4934-cc64-5ab6-bab5-8d404b97171f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"3cca7ad1-1c68-5184-9c36-aa01f4ce8883","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Formwork Set Up Checks","MF roughening's"
"a71ca0fb-3e68-5dc7-9b1d-c9b2016ca736","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"4657dc9c-bae4-5381-8977-0305a3f7261a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Formwork Set Up Checks","Mould Face Clean"
"3cec1782-5ffd-5098-8ed3-877d12e457b4","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-20","Prepour Checks"
"617a64c2-7372-5732-9348-18f020b77582","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Prepour Checks","Mould Cleaned & Oiled"
"dd202b75-663c-5c59-80d0-890cd6352e36","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"1d2508ab-14ec-52bf-bd42-86b49bb0e51f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Prepour Checks","Check covers on all sides, MF and TF"
"e23af765-550d-5dae-9c04-905b8ac47df0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"e808c5f2-dbeb-528f-8186-c463fd18aec6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"c11682e9-1311-5b6e-b6ee-896ce42f5e40","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"ea0521f9-2d92-5917-b27d-dc72705bfd11","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Prepour Checks","Lifters"
"b270d0e7-55dc-57f2-b563-9d8ba41bfa16","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Prepour Checks","Tie wire Trimmed"
"ff804de6-d5be-5c10-bfbd-fd906bcc9d0f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Prepour Checks","Panel fully clean"
"eacd8dc5-dd8f-5217-9209-69e55892a5b7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Prepour Checks","General Photos Attached"
"d3aaaf51-e7e6-5d91-9ed5-a49ef3ea3452","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"b53a2fd6-9d27-554b-b20f-a1da257d9704","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-20","Demould Inspection"
"c890a327-fa79-560d-a41c-0b1b508107fc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Demould Inspection","Demould Inspection complete"
"1cfcff55-2ace-5d7d-82fc-13edd46a1fa1","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-20","Loading Out"
"f559e16b-bfe4-5054-beaa-1a3080bc3613","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Loading Out","Photo take of Panel on Truck"
"721debf2-5cd4-5a8d-8691-b02ca7cd9320","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Loading Out","No remedial work required on site"
"17870862-2d15-51ad-af50-ef2fe78388aa","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-20","Test Results, Certificates and Documentation"
"ca6dea96-e936-509d-9f80-3c20e8c341ce","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"b384b866-0178-5b7b-b648-3a77b859cb59","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Test Results, Certificates and Documentation","Concrete Docket Attached"
"f33b2383-e193-5a5b-ab12-57b0d35bddd0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Test Results, Certificates and Documentation","Upload Concrete test results"
"729f8c82-6085-5643-b7d5-9ec27f865582","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"08ded172-97f1-5827-9ac2-846095390253","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-20","Test Results, Certificates and Documentation","Upload Lift Designs"
"cf09679e-1fa9-42eb-a380-aa1daaebbb40","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-21"
"421d7467-b79f-5d65-89bb-c696579abaf0","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-21","Precast Element Details"
"da5246e3-d7cb-5986-805f-710a6a2e0937","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Precast Element Details","Concrete Details Complete"
"c33b7b05-9d6e-5e8d-b9bb-763563d7ef63","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-21","Formwork Set Up Checks"
"336c48b9-c2b4-56cf-8537-963916ef9e7e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"0288d0fd-356e-51f0-aaab-0004aa5945d5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Formwork Set Up Checks","Edge Details & Rebates"
"a1c96443-ba74-5b28-8bba-72d918a65b83","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"6d91a0d0-d003-5c1c-9c08-146e7190b9f2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Formwork Set Up Checks","MF roughening's"
"adebc890-8751-50da-8a5e-3c1155f3c947","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"7baecba1-59d5-5c3f-bdaf-fcfc839cadde","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Formwork Set Up Checks","Mould Face Clean"
"5e12f6af-88a1-522e-a43b-639ed829d786","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-21","Prepour Checks"
"64bac16a-a0e4-584c-899b-e5f2a030d228","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Prepour Checks","Mould Cleaned & Oiled"
"14aeb172-5a78-57c7-8931-ebd7e8871193","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"31ca6b6d-1568-561b-8378-7d5ae71473ca","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Prepour Checks","Check covers on all sides, MF and TF"
"ddb10c12-3d23-5221-b05f-c1bae6c9b241","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"50f087f8-90ba-5b18-96db-e368ccecaf50","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"4b951116-9165-581a-a0c6-abb73df56316","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"37897141-1ab6-5b0b-9c16-32af04b1e16c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Prepour Checks","Lifters"
"b0a10750-e5c6-56d1-92ea-65cd08cd0beb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Prepour Checks","Tie wire Trimmed"
"bb9db440-00cf-5a03-8530-b68a5c899a10","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Prepour Checks","Panel fully clean"
"02e89c80-2480-504c-adee-a0a7eab77f35","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Prepour Checks","General Photos Attached"
"88921432-7b58-52d9-ad48-2ad44480d30a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"8cbc6dd5-11ea-5dbf-b7aa-f1090b84e9bb","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-21","Demould Inspection"
"b5ae168f-cb85-5144-b21b-723a1c05a45a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Demould Inspection","Demould Inspection complete"
"85163f55-ea54-52ba-9814-2d43cd4da49c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-21","Loading Out"
"3f182a27-f0b3-5ae4-bc5f-0f170d2ec000","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Loading Out","Photo take of Panel on Truck"
"e8dbf88b-d686-57c3-b560-a67863ca8f17","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Loading Out","No remedial work required on site"
"3cab3e5d-1686-5a87-bfb5-5854ac447c22","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-21","Test Results, Certificates and Documentation"
"768d10da-7617-52bc-bba2-d265ee0adce9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"1e55883f-9d0b-5414-a983-8fd43d27b60a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Test Results, Certificates and Documentation","Concrete Docket Attached"
"d67e6f3b-0614-5c11-9dea-27bdc87ebcc7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Test Results, Certificates and Documentation","Upload Concrete test results"
"a5fef85e-9d3a-5470-acee-59494f49b25a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"caa35f21-906e-5d94-bdfa-09177b78ba25","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-21","Test Results, Certificates and Documentation","Upload Lift Designs"
"4d0517f5-0b40-45c6-acc8-315b6509e912","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-22"
"1669653e-6f74-502a-a702-e512ca6dccbd","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-22","Precast Element Details"
"d32d6f7a-983d-5d03-b4a0-5f76f3dd173f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Precast Element Details","Concrete Details Complete"
"d70b8501-664a-526e-af2c-7892cf2dc76c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-22","Formwork Set Up Checks"
"651f23e1-b63c-5f6a-9973-64aba125ef2c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"32a71da6-23ce-5c60-b42c-07b99f622c94","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Formwork Set Up Checks","Edge Details & Rebates"
"ea26d2f4-ddf2-546c-b7b9-c35e5e24ac78","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"6815dbac-cbb9-5035-a220-18eb60097cb5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Formwork Set Up Checks","MF roughening's"
"2171891a-6e3e-5d45-905d-05c450930b25","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"0cf4048b-1fe0-5a81-9a0f-a3eb729fcb2a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Formwork Set Up Checks","Mould Face Clean"
"511e5529-c5a8-54bd-b418-63f1d7fafae0","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-22","Prepour Checks"
"eac15f6b-8d21-5d4d-91b7-04c2a272e024","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Prepour Checks","Mould Cleaned & Oiled"
"704577c2-4da0-5bea-aa2c-456233bb6044","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"038d9279-e6af-5d33-b8bd-e2c5d93b1409","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Prepour Checks","Check covers on all sides, MF and TF"
"be521ed1-a26d-59a6-98a0-7ef7664a9826","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"2955434c-e53b-5002-9212-1fabded387f9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"8e3fc7a5-6908-5fcf-9eef-c315b6e2b45f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"0c3f3d44-1b07-550a-ba6a-872016e5d0a8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Prepour Checks","Lifters"
"2fe0fc0c-6b5d-5369-b013-f7a50e49f557","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Prepour Checks","Tie wire Trimmed"
"67fc0cc7-9c8a-5817-87f1-16ca7cfc3acc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Prepour Checks","Panel fully clean"
"728e396d-a50a-58d9-98f0-82dc2a611309","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Prepour Checks","General Photos Attached"
"a4e2c52c-b19b-5df1-9e79-318c23a31723","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"616046e1-0133-5a23-8255-ac86c20f3082","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-22","Demould Inspection"
"5e4ed21a-1da9-51d0-b1b7-ef5607699de5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Demould Inspection","Demould Inspection complete"
"e52880c9-a23f-54f0-97ed-08a6379bdb7a","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-22","Loading Out"
"f4c12e91-89ee-5725-a0b0-e55bd05f38a3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Loading Out","Photo take of Panel on Truck"
"8626d87f-03cc-5a6b-aa47-9e057cbc2ce5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Loading Out","No remedial work required on site"
"2cc4e1b0-5d21-5a79-af4b-04efa66a0209","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-22","Test Results, Certificates and Documentation"
"d7670883-92a2-5aa4-8922-77b8afcc0efc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"3fe7aeb5-9552-5ff1-a356-9b0c4045816d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Test Results, Certificates and Documentation","Concrete Docket Attached"
"c2e6afa6-3e54-51eb-b406-4e316cf98a16","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Test Results, Certificates and Documentation","Upload Concrete test results"
"1e54d675-3d9d-54c8-a174-37ae288344d5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"4a314e41-250c-52f8-bfee-e4c9708c0383","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-22","Test Results, Certificates and Documentation","Upload Lift Designs"
"f19cdb8a-5a91-4a9c-8cd3-3a0b04b8a1ac","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-23"
"a9885726-40d4-5a67-bd89-13065527d294","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-23","Precast Element Details"
