"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b81f74e5-97a6-4f1d-bb47-d6cf30a45d81","","folder-normal","","","step","TRUE","FALSE","QA Plan"
"047a6082-88e8-4963-800d-6a091e6c910d","","checklist-flat","","88e8843258c71c465b6d60f20691bf8da6ce131a3205db107d7f1b77dd93351d","checklist-flat","FALSE","FALSE","QA Plan","Sewer BG"
"2f79c6ab-f579-43f0-b878-e33d43ee11b8","","checklist-sectioned","","f58a938bcea0f6781ce589dd49bcb38277e6388ca2f6b53f42f64c3a1cea4ade","checklist","FALSE","FALSE","QA Plan","Fix 1"
"c970c1c9-8d78-4e03-8241-ef74649edff3","","checklist-sectioned","","f30d2997cdba026003f2e93e2053bd3ae52c57ab1bfe63588a7207827ab7b009","checklist","FALSE","FALSE","QA Plan","Fix 2"
"dfdf3740-b720-4304-aafa-759aa84b133d","","checklist-sectioned","","d6490537a45f7d8394bcc9943cd5b26f637895aa4b49b866b3d14042d164a770","checklist","FALSE","FALSE","QA Plan","Corridor"
"862dfa4e-007b-4e0b-b87c-3220d1e48c07","","checklist-flat","","d86f8e1458789e5fd4368f00350f6b0005a1e6cc67d29c9c9cd3dc718b31041f","checklist-flat","FALSE","FALSE","QA Plan","Slab Penetration"
"0f96e7a1-5d90-4175-b535-e7e6c29dbd60","","folder-normal","","","step","TRUE","FALSE","QA"
"9f2112be-27bf-4033-8435-705290c6db92","","folder-normal","","","step","TRUE","FALSE","QA","Civil"
"9d2e2863-1865-47b8-97e2-8df2f5e69cd6","","folder-normal","","","step","TRUE","FALSE","QA","Civil","Basement 01 (South)"
"8d8fb26d-ddd9-453d-8580-f433bb304f74","","folder-normal","","","step","TRUE","FALSE","QA","Civil","Basement 01 (South)","Pipework"
"b11452bb-3f05-4566-a9b3-083237a9d455","","checklist-flat","","Backflow (27/04/2020)","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 1","Cleaner 1016","Backflow (27/04/2020)"
"766b8f4d-dd47-44c5-a1f2-da2ff0fd1bac","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 1","Amb WC 1017"
"5afcf343-0461-432e-a4c9-aa503906199f","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 1","Amb WC 1017","Rough In Checklist"
"0bc186c5-fc92-4b8d-b5a9-bbf2819f7980","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 1","Amb WC 1017","Service Log - Thermostatic Mixing Valves (TMV)"
"8cce469b-0bfd-4a6b-9dfa-4d5e221481c5","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 1","Amb WC 1017","Fix 2 checklist"
"ff4b81ac-7365-4c59-a0cd-d0c8e6399161","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 1","GN WC 1018"
"755d9b70-a31a-47f7-9d17-fa9f3cbf2220","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 1","GN WC 1018","Rough In Checklist"
"b59651e1-2bb5-47b7-bcd7-8d4f949ffe24","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 1","GN WC 1018","Service Log - Thermostatic Mixing Valves (TMV)"
"00d71c34-c32d-4234-8b98-9a25e683f0a2","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 1","GN WC 1018","Fix 2 checklist"
"8c7871e8-cd19-4b3e-8bc4-3ee0b7136ed3","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 1","Acc WC 1019"
"5825d3fc-7d0f-4660-84cf-8586f1120051","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 1","Acc WC 1019","Rough In Checklist"
"42d57921-1bf7-400b-a4a0-1064fe450379","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 1","Acc WC 1019","Service Log - Thermostatic Mixing Valves (TMV)"
"87e4de96-ca96-4e53-9f5d-25fe35f733df","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 1","Acc WC 1019","Fix 2 checklist"
"53c32527-3759-427c-8870-9990a5e7d1b2","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 1","Airlock - Female 1020"
"702f33e6-d0a2-49f0-9a83-f913ac7b0d1f","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 1","Airlock - Female 1020","Rough In Checklist"
"4fa46589-ce21-4561-8be8-7e04a64ab789","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 1","Airlock - Female 1020","Service Log - Thermostatic Mixing Valves (TMV)"
"d0c5414c-aa92-4736-9c55-724a510171f7","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 1","Airlock - Female 1020","Fix 2 checklist"
"5d66f78e-7505-488e-b56a-7a13070ea464","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 1","Toilets Female 1021"
"0c33e68d-fcae-4305-b5bc-99c8a3ae764c","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 1","Toilets Female 1021","Rough In Checklist"
"909e8438-fd0b-4552-8632-15e28a026619","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 1","Toilets Female 1021","Fix 2 checklist"
"881b68cb-56c2-4ed0-a7af-1f928e67866a","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 1","Airlock - Male 1023"
"b394187a-08eb-4094-bb2c-cf47bf1815c9","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 1","Airlock - Male 1023","Rough In Checklist"
"8c1f54ad-ffbe-4d65-aa0a-5594c148b1a4","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 1","Airlock - Male 1023","Service Log - Thermostatic Mixing Valves (TMV)"
"67240ebb-07ec-4cd9-a89d-737786574d56","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 1","Airlock - Male 1023","Fix 2 checklist"
"6a3ccf05-5148-416f-9390-ae90c5e1f01d","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 1","Toilets Male 1022"
"2317477c-1728-4cec-acde-cac874b8b671","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 1","Toilets Male 1022","Rough In Checklist"
"fefc6c6d-39af-4f37-905d-959f353ac07e","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 1","Toilets Male 1022","Fix 2 checklist"
"899cefe8-d282-4b03-a46d-0d85e6eec1ab","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2"
"726fd2c2-dbff-4d5a-adc5-4e91965219e8","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Overall Floor Plan"
"386ddecd-c3fb-4a0f-8dbe-d1d644270f7b","","checklist-flat","","Sanitary","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Overall Floor Plan","Sanitary"
"8497a9df-0759-440c-8516-0aa388447a45","","checklist-flat","","Greasy AG","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Overall Floor Plan","Greasy AG"
"5b615362-4b83-40bd-97ac-1e1c3a05f049","","checklist-flat","","Stormwater AG","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Overall Floor Plan","Stormwater AG"
"736ebb72-5742-4de7-ae20-4eab00d41a76","","checklist-flat","","Cold Water Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Overall Floor Plan","Cold Water Checklist"
"3a1362fd-a363-4164-b0cc-15c45a1afebf","","checklist-flat","","Rainwater","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Overall Floor Plan","Rainwater"
"8fac7292-61b4-4b49-b8fa-12825365b7cf","","checklist-flat","","Hot Water","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Overall Floor Plan","Hot Water"
"8fca6c6e-9a3c-4063-b3ff-3fb366c3822e","","checklist-flat","","Water Meter Validation","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Overall Floor Plan","Cold Water Meter"
"efcbbdee-30ed-439d-b064-e21f51cb4901","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Staff Room 2051"
"d8fdd6d4-d6f9-483a-ba1f-2590862e926c","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Staff Room 2051","Rough In Checklist"
"7e3f5533-c8d6-426e-b36b-e3d4a22bccaa","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Staff Room 2051","Fix 2 checklist"
"076ffece-41cc-4299-8754-b44e1c977f2c","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Circulation 2032"
"25a1d42e-8952-4571-b53b-ba2dab7f7244","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Circulation 2032","Rough In Checklist"
"13c4fe60-bda2-4cfc-9e16-0ab3735e05ea","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Circulation 2032","Fix 2 checklist"
"93bef878-8322-4d82-b67c-e08f9cacfae2","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Sims 2038"
"3047bc92-1c02-4f70-8fa9-4bb39da0bfa2","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Sims 2038","Rough In Checklist"
"9c5dac70-6086-4544-aa82-e7a17f3c0b61","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Sims 2038","Service Log - Thermostatic Mixing Valves (TMV)"
"87a88503-f063-45c0-a976-710f28f3c59b","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Sims 2038","Fix 2 checklist"
"0f2ee2fe-8dbc-4b97-be29-7b9657681758","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Ensuite 2035"
"097ad562-fbd0-4c52-a9ca-0eb03c7b7ada","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Ensuite 2035","Service Log - Thermostatic Mixing Valves (TMV)"
"f06943cf-9f4a-4947-a752-ca2b27730e3b","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Ensuite 2035","Rough In Checklist"
"d4d43e7f-87e0-4e8c-85db-fa6a33dd1152","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Ensuite 2035","Fix 2 checklist"
"672636c7-be2f-4ac9-871c-d14559665ed6","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Cleaner 2034"
"677caa08-de5e-456d-94d5-f5440952eed8","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Cleaner 2034","Rough In Checklist"
"f3f5d385-56d0-45c5-ac88-fe01056b3032","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Cleaner 2034","Fix 2 checklist"
"4cde75af-e983-47ed-9a39-733dde04bef0","","checklist-flat","","Backflow (27/04/2020)","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Cleaner 2034","Backflow (27/04/2020)"
"5844dd57-f7d5-4ac9-ab34-faa0549bc681","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Toilets Male 2031"
"4842e060-7aff-459c-874f-10696827b944","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Toilets Male 2031","Rough In Checklist"
"ea45163d-26ee-4f03-9a46-75eee9f03790","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Toilets Male 2031","Fix 2 checklist"
"0c41a336-888e-4fb8-80cd-a1bcaad0a757","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Airlock - Male 2029"
"b3caa6f0-47df-4a85-b5ef-e80289ee7e20","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Airlock - Male 2029","Service Log - Thermostatic Mixing Valves (TMV)"
"514ee851-1cd8-419c-b167-033072150815","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Airlock - Male 2029","Rough In Checklist"
"6d127be1-a44d-4ce5-8f79-08a99d35aebd","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Airlock - Male 2029","Fix 2 checklist"
"627facaa-85a1-440c-9afd-f9ffc1f41e18","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Female Toilets 2027"
"b09ca488-f045-4a49-80e8-6489068d3efb","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Female Toilets 2027","Rough In Checklist"
"f774eb8f-eeef-421a-b1ca-6993b46304be","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Female Toilets 2027","Fix 2 checklist"
"1de04b41-f96e-4e8a-8088-3e3e1d241c37","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Airlock - Female 2028"
"b8c178cd-0056-48e1-a671-13f2fd19c573","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Airlock - Female 2028","Service Log - Thermostatic Mixing Valves (TMV)"
"1752adc0-10f5-4f3c-b56e-dba0b0d300bf","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Airlock - Female 2028","Rough In Checklist"
"441d8069-02f4-49e8-95eb-c1a27c2587f8","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Airlock - Female 2028","Fix 2 checklist"
"c9e45dfa-5200-4289-837f-c92a1342cbc9","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Acc WC 2025"
"23f756d7-310d-4b2a-8e0a-524e4dfa27a1","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Acc WC 2025","Service Log - Thermostatic Mixing Valves (TMV)"
"d8ae7575-e448-4892-a941-7211431cbc1b","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Acc WC 2025","Rough In Checklist"
"1e3f9a69-2de4-47dc-93f7-687c3b7127ab","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Acc WC 2025","Fix 2 checklist"
"770e973b-4dca-4851-bad4-80f40514d724","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Store Equipment 2011"
"e6b47be6-78bc-4de7-a80a-4968f07a08be","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Store Equipment 2011","Rough In Checklist"
"6784d0be-8fbc-462a-a89a-d4489c2d4b38","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Store Equipment 2011","Fix 2 checklist"
"b7e2f163-2b1d-4531-b76d-dcb96201a432","","checklist-flat","","Backflow (27/04/2020)","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Store Equipment 2011","Backflow (27/04/2020)"
"2cb41b9d-b0c1-468e-8389-f8541ea1173e","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Mock Ward Bed 2010"
"97ee5193-9fbb-4b9c-a8fa-9aa89c7ba889","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Mock Ward Bed 2010","Service Log - Thermostatic Mixing Valves (TMV)"
"2fc06ebe-2e4f-4bfa-829e-fb44be7f35a9","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Mock Ward Bed 2010","Rough In Checklist"
"0cd58876-ea32-45ff-97d2-e9e746345f40","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Mock Ward Bed 2010","Fix 2 checklist"
"1885de13-aef4-400a-9e6d-8a4018e64555","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Mock Ward Bed 2009"
"d0f6f563-1447-4431-83e7-fbacf2641246","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Mock Ward Bed 2009","Service Log - Thermostatic Mixing Valves (TMV)"
"c610297e-5613-42b8-830d-e95842bda6f1","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Mock Ward Bed 2009","Rough In Checklist"
"7053a64c-6d30-4e89-9d16-31ee2d374e1e","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Mock Ward Bed 2009","Fix 2 checklist"
"246a9208-8c45-468e-b2b0-1ffcd2b4b171","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","GN WC 2019"
"28267698-adb0-4039-9fcf-ee49d7c254d1","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","GN WC 2019","Service Log - Thermostatic Mixing Valves (TMV)"
"b405d087-c096-436a-b2cc-389164767228","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","GN WC 2019","Rough In Checklist"
"09e065b7-be45-4c23-befe-b56b87baa4c6","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","GN WC 2019","Fix 2 checklist"
"fffba725-3349-4b3b-8847-4bd5790d65d7","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","GN WC 2016"
"0f87f80b-9205-431b-881b-a58d2a75f228","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","GN WC 2016","Service Log - Thermostatic Mixing Valves (TMV)"
"46e50050-683f-4b58-9f20-5fe0fe3ba201","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","GN WC 2016","Rough In Checklist"
"989b9c6a-513b-4e73-be29-7026c40b81ec","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","GN WC 2016","Fix 2 checklist"
"f911c5bb-0469-44de-b3a0-de677543c646","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","GN WC 2015"
"948e2bcc-e716-4f94-83ec-3550ca106689","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","GN WC 2015","Service Log - Thermostatic Mixing Valves (TMV)"
"c0101a28-682c-4d23-b968-ecae96d1f4be","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","GN WC 2015","Rough In Checklist"
"d57c1f99-d434-46cd-9c4a-a4b3e2d8427a","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","GN WC 2015","Fix 2 checklist"
"a142d7ff-2058-4655-9824-723fc1209d9b","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 2","Amb WC 2014"
"311d8f58-8c11-4a30-b2c7-79de81fa3dc5","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Amb WC 2014","Service Log - Thermostatic Mixing Valves (TMV)"
"5978dfab-4f48-4f9e-817e-3d458ef36e25","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 2","Amb WC 2014","Rough In Checklist"
"6e5644ff-d3b0-4752-a68a-c0b2d40edc57","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 2","Amb WC 2014","Fix 2 checklist"
"4e4e6973-1219-4655-b9d4-5347604b9604","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3"
"c09fe9ce-b36e-4980-bed6-f3063f8c91ce","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Overall Floor Plan"
"bdf48283-a744-446f-a567-83cddb5b31de","","checklist-flat","","Sanitary","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Overall Floor Plan","Sanitary"
"b5b6173a-d3be-4b2d-9e0a-43ed8266253e","","checklist-flat","","Greasy AG","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Overall Floor Plan","Greasy AG"
"bbe14f0a-9d52-4adb-9632-6ae996669550","","checklist-flat","","Stormwater AG","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Overall Floor Plan","Stormwater AG"
"5a4c936d-dc88-4099-843f-241175824da2","","checklist-flat","","Cold Water Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Overall Floor Plan","Cold Water Checklist"
"b976edbc-a3b6-4ebd-8fa6-6b378183e1ef","","checklist-flat","","Cold Water Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Overall Floor Plan","Non-Potable Cold Water"
"b7a83f1e-ec1b-4563-8698-404a8efbb587","","checklist-flat","","Rainwater","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Overall Floor Plan","Rainwater"
"d18b21eb-bbde-43c1-b780-02f3db0b8874","","checklist-flat","","Hot Water","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Overall Floor Plan","Hot Water"
"a4789b97-ef65-4e8e-be1d-59161f8de695","","checklist-flat","","Hot Water","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Overall Floor Plan","Non-Potable Hot Water"
"389d38e9-f940-4fc6-9c03-837f4f329513","","checklist-flat","","Water Meter Validation","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Overall Floor Plan","Cold Water Meter"
"cb109d68-e2b9-43ce-902e-3a67800a3bf8","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Tea Area 3001"
"9e7d3558-d3bc-498f-8469-c2397f1d88eb","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Tea Area 3001","Rough In Checklist"
"e2cdf4c6-6c6e-4ca9-992a-9b8a587bf00c","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Tea Area 3001","Fix 2 checklist"
"1e734f35-56c6-4e5c-a2cf-3f12a4ceb3e0","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology Grossing 3016"
"3563574e-d81d-4f95-93c9-4600bdfa710b","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology Grossing 3016","Non-Potable Fixtures"
"5201a6d7-1965-4643-93d4-6cc6a7ab9472","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Grossing 3016","Non-Potable Fixtures","Rough In Checklist"
"9a0dfa89-3af2-40d4-9189-6e17f7735341","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Grossing 3016","Non-Potable Fixtures","Fix 2 checklist"
"5348dbf0-410b-4d75-85af-558e863922ed","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology Grossing 3016","Potable Cold Water Fixtures"
"0c20dfc4-b87b-4f6c-b8d9-fb935c9e5ca2","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Grossing 3016","Potable Cold Water Fixtures","Rough In Checklist"
"4cd5fda1-96e7-491b-bd0a-cdb94800f585","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Grossing 3016","Potable Cold Water Fixtures","Service Log - Thermostatic Mixing Valves (TMV)"
"280582eb-647f-4770-a440-c88589c326c1","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Grossing 3016","Potable Cold Water Fixtures","Fix 2 checklist"
"264fcccb-b8b7-4e3c-aef6-8135992e56c3","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology Slide Staining 3017"
"0696f87d-34f9-4cd5-8841-8128a729ae30","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Slide Staining 3017","Rough In Checklist"
"51fcc564-ddb9-4433-a742-a1bf934ac5e7","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Slide Staining 3017","Fix 2 checklist"
"6b3216a9-d2e7-476d-85cb-a005b6f348d6","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology Accessioning 3018"
"8b84bc33-fb92-4ead-bdba-bcf2a862b96c","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Accessioning 3018","Rough In Checklist"
"6fa175a6-ab69-4558-900b-b9e377ec3173","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Accessioning 3018","Service Log - Thermostatic Mixing Valves (TMV)"
"a7d6c427-3bce-4c72-8f34-8d8a747845da","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Accessioning 3018","Fix 2 checklist"
"8cf15a5a-814f-41d3-8745-ff058d5f5732","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","WC Acc 3020"
"f543b8be-241a-4d79-b34a-b41aad074061","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","WC Acc 3020","Rough In Checklist"
"b4a95604-e8db-4ddd-bf35-1069610d0c34","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","WC Acc 3020","Service Log - Thermostatic Mixing Valves (TMV)"
"8cedd389-cf79-4241-ba67-b88c6608d10c","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","WC Acc 3020","Fix 2 checklist"
"9f5f7db6-8f13-4c9f-b845-2f3843ffddfe","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","WC Amb 3021"
"28c34ccf-700f-491d-a797-d05fa5f66570","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","WC Amb 3021","Rough In Checklist"
