"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0ce0c316-d1d1-4fe5-a05b-60dd5b06efa5","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"4c149d69-79d7-4149-9809-e4f5321f14c3","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"7bdbea9a-7ab9-4a15-9956-008b08711b87","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"94c45872-c0db-4f68-81d9-726b2c48a94b","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"822f1b9d-e38b-48d5-8c05-80cb3809318a","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"f40992dd-b53b-454e-addb-dcf5b62f137c","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"40888868-a2d0-48bc-b3db-b9491506159d","","folder-normal","pass","","step","TRUE","FALSE"," QA"
"76893853-be68-425f-a267-0ec0a230e14f","","folder-normal","pass","","step","TRUE","FALSE"," QA","BM1"
"40768b4e-e7c6-4846-a1de-5fc8dc2fb83d","","folder-normal","pass","","step","TRUE","FALSE"," QA","BM1","RoofSafe Cable Line 01"
"f75594d4-9bf6-4954-99b2-1425b91aa02c","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","BM1","RoofSafe Cable Line 01","Pre-Fit Off Checklist - Line 01"
"defd254f-c024-48a9-9742-533187b981e3","","checkpoint-status","pass","","","TRUE","TRUE"," QA","BM2","9no FA Anchors","Fit Off Checklist - Anchor 16","Installed as per PBI drawings supplied and manufacturer's requirements"
"66cf0339-9c45-4abe-b888-1ca95a26565b","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","BM2","9no FA Anchors","Fit Off Checklist - Anchor 17"
"683db921-5c8f-4ebe-b123-e28f5e2c38d5","","checkpoint-status","pass","","","TRUE","TRUE"," QA","BM2","9no FA Anchors","Fit Off Checklist - Anchor 17","Confirm the structure is in accordance with the details supplied by PBI"
"6588b8b6-682f-474f-bfe0-3b959fffbcfc","","holdpoint","pass","","","TRUE","TRUE"," QA","BM2","9no FA Anchors","Fit Off Checklist - Anchor 17","EMAIL PM"
"cc26a4e8-e08d-49d8-9379-8ab59b17fbed","","checkpoint-status","pass","","","TRUE","TRUE"," QA","BM2","9no FA Anchors","Fit Off Checklist - Anchor 17","Required number of photo(s) taken of installed anchor(s)"
"3c323df9-65bd-499a-8eb6-e305bba73377","","checkpoint-status","pass","","","TRUE","TRUE"," QA","BM2","9no FA Anchors","Fit Off Checklist - Anchor 17","Installed as per PBI drawings supplied and manufacturer's requirements"
"c9b67992-2cc2-4370-8eff-a1cbed17b292","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","BM2","9no FA Anchors","Fit Off Checklist - Anchor 18"
"b2784280-9c18-4aa5-89fa-74ab61e82d55","","checkpoint-status","pass","","","TRUE","TRUE"," QA","BM2","9no FA Anchors","Fit Off Checklist - Anchor 18","Confirm the structure is in accordance with the details supplied by PBI"
"33bea6d3-7f30-43dc-af7a-66cbf7809c00","","holdpoint","pass","","","TRUE","TRUE"," QA","BM2","9no FA Anchors","Fit Off Checklist - Anchor 18","EMAIL PM"
"e00e8254-96d0-442b-93d1-70c49e219b42","","checkpoint-status","pass","","","TRUE","TRUE"," QA","BM2","9no FA Anchors","Fit Off Checklist - Anchor 18","Required number of photo(s) taken of installed anchor(s)"
"fc1bf68b-02cd-4edf-91f8-284ba7de18be","","checkpoint-status","pass","","","TRUE","TRUE"," QA","BM2","9no FA Anchors","Fit Off Checklist - Anchor 18","Installed as per PBI drawings supplied and manufacturer's requirements"
"4649f99c-f7f2-4289-9f6b-52633b56cec3","","folder-normal","pass","","step","TRUE","FALSE"," QA","B4"
"5bfc54e7-444e-4920-a885-1e9f1b53d16b","","folder-normal","pass","","step","TRUE","FALSE"," QA","B4","RoofSafe Cable Line 03"
"2b1ea0b8-0646-4473-91cd-0251126c2d46","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","B4","RoofSafe Cable Line 03","Pre-Fit Off Checklist - Line 03"
"1bfc5732-b514-4014-bcdf-fd2656b35151","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","RoofSafe Cable Line 03","Pre-Fit Off Checklist - Line 03","Confirm structure is in accordance to the details provided"
"f9b28262-e628-4cc3-888f-b9ee854cf782","","holdpoint","pass","","","TRUE","TRUE"," QA","B4","RoofSafe Cable Line 03","Pre-Fit Off Checklist - Line 03","EMAIL PM"
"95c91b04-a9bb-490f-bae5-57afb72c0dc3","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","RoofSafe Cable Line 03","Pre-Fit Off Checklist - Line 03","Plinths/ bases/post installed in accordance with details provided"
"42da3eb0-5405-417a-9cb0-05fec89f053b","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","RoofSafe Cable Line 03","Pre-Fit Off Checklist - Line 03","Photos taken"
"20175aa2-287e-4104-9cc4-813d9c2c5044","","checklist-flat","pass","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","B4","RoofSafe Cable Line 03","Fit Off Checklist - Line 03"
"3b65c79c-9fdb-429e-8280-b93f0c1e2a63","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","RoofSafe Cable Line 03","Fit Off Checklist - Line 03","Confirm the structure is in accordance with the details supplied by PBI"
"ee68d688-357a-40e6-9ef2-379d6148b272","","holdpoint","pass","","","TRUE","TRUE"," QA","B4","RoofSafe Cable Line 03","Fit Off Checklist - Line 03","EMAIL PM"
"1d9299f6-2a15-4b8e-9f11-c2e9118cdc16","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","RoofSafe Cable Line 03","Fit Off Checklist - Line 03","Photo taken of line pull test and swages"
"91d92fe7-a529-490c-af8f-c274fc8dc86b","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","RoofSafe Cable Line 03","Fit Off Checklist - Line 03","Photo taken of Engraved Line Plate / ID Tag"
"1d2beca7-8abd-4faf-a080-d63c9c4cf5b6","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","RoofSafe Cable Line 03","Fit Off Checklist - Line 03","Video taken of system"
"d51380c6-11e7-4cc5-b63e-607ccf7ac10d","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","RoofSafe Cable Line 03","Fit Off Checklist - Line 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"a8a430df-ebca-4453-a061-fd98ecf6c921","","folder-normal","pass","","step","TRUE","FALSE"," QA","B4","9no FA Anchors"
"d03a8f2c-b0df-4503-a1e3-ab8581b9598d","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","B4","9no FA Anchors","Pre-Fit Off Checklist - FA Anchors 19 - 27"
"abfc8f2c-e2ae-4fc7-a5fd-0eeef0793854","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Pre-Fit Off Checklist - FA Anchors 19 - 27","Confirm structure is in accordance to the details provided"
"b2098d7d-401e-484a-aa20-712d53f2a9e7","","holdpoint","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Pre-Fit Off Checklist - FA Anchors 19 - 27","EMAIL PM"
"4c141b23-dcf8-4578-a579-2fb4bbe1c30c","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Pre-Fit Off Checklist - FA Anchors 19 - 27","Plinths/ bases/post installed in accordance with details provided"
"9a866191-5ccc-4c7f-a501-3a831063189f","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Pre-Fit Off Checklist - FA Anchors 19 - 27","Photos taken"
"a72aaf30-8730-4f82-98b7-8cf00892172e","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 19"
"beb47f9a-1e41-471d-861c-544bedd8de5d","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 19","Confirm the structure is in accordance with the details supplied by PBI"
"4c04f63b-ac84-4fbf-8b74-a5cedecff951","","holdpoint","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 19","EMAIL PM"
"6b249131-22bc-4272-ab0a-2934a7736308","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 19","Required number of photo(s) taken of installed anchor(s)"
"6c0d43f7-f6b6-441a-aa5a-42650b9757f2","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 19","Installed as per PBI drawings supplied and manufacturer's requirements"
"2d68bbcb-304e-4caf-87ea-3839b9065d80","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 20"
"036eb80d-fd5c-4dbf-b0a9-601361c880f9","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 20","Confirm the structure is in accordance with the details supplied by PBI"
"9d809ec3-afd4-4799-a464-1ba5cb28bfbb","","holdpoint","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 20","EMAIL PM"
"c35bfafa-9220-4030-b9e0-63b929c0e9a4","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 20","Required number of photo(s) taken of installed anchor(s)"
"5b551387-c96e-478b-8ea1-9556b12a716b","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 20","Installed as per PBI drawings supplied and manufacturer's requirements"
"183b624e-489d-44f2-a243-34a2d85b080d","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 21"
"7cf952c9-62e8-46de-8737-fd7a841833ca","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 21","Confirm the structure is in accordance with the details supplied by PBI"
"9b7f0747-9185-4530-b51a-658ec85bcc34","","holdpoint","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 21","EMAIL PM"
"49e350c2-6ab0-439c-b792-43b78d499566","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 21","Required number of photo(s) taken of installed anchor(s)"
"7324c84d-050f-4321-9eca-c292ba9d22b3","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 21","Installed as per PBI drawings supplied and manufacturer's requirements"
"dbfc3d19-35a9-46a5-98f5-3a74fa9415f9","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 22"
"dd3bbfc0-63c8-4a82-b2a5-504f7dd26c86","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 22","Confirm the structure is in accordance with the details supplied by PBI"
"14329be2-f166-4893-afee-8d22dae8b273","","holdpoint","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 22","EMAIL PM"
"a809d5f1-63a1-44a7-a187-b502c8273b3f","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 22","Required number of photo(s) taken of installed anchor(s)"
"33527716-c9a8-43f8-b56a-53f377800c84","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 22","Installed as per PBI drawings supplied and manufacturer's requirements"
"1d8ccf42-6478-45ae-a3b8-18d7cf231c0f","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 23"
"b9497f21-4836-4e10-8d88-50ed6bd1c617","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 23","Confirm the structure is in accordance with the details supplied by PBI"
"84a52463-4313-4337-8996-a1c81de60d62","","holdpoint","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 23","EMAIL PM"
"acf1238f-2ae6-4f2e-977f-4e1b37764a24","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 23","Required number of photo(s) taken of installed anchor(s)"
"62b55ec2-e106-4703-b966-31daf5dc330b","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 23","Installed as per PBI drawings supplied and manufacturer's requirements"
"68d440f0-8943-49e6-a33b-c5ae2cd2ec9d","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 24"
"21db46e2-48bc-4894-8a86-58a129d76543","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 24","Confirm the structure is in accordance with the details supplied by PBI"
"f4687e74-75a4-418e-8779-881229337ddb","","holdpoint","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 24","EMAIL PM"
"9d75cb38-a45a-43c1-89dc-1cbfa7f1c4df","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 24","Required number of photo(s) taken of installed anchor(s)"
"d528d70f-4044-4341-96a8-4059089f0b01","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 24","Installed as per PBI drawings supplied and manufacturer's requirements"
"b5347f90-acec-4ef8-890a-9208d36e7a79","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 25"
"0c7f1181-5dd1-4ef7-b206-0cd213efe110","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 25","Confirm the structure is in accordance with the details supplied by PBI"
"f56fc8cb-a998-4df5-9499-03f6f97dd042","","holdpoint","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 25","EMAIL PM"
"8deccafd-27aa-465a-9284-7dfdf8c2845c","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 25","Required number of photo(s) taken of installed anchor(s)"
"9f61af26-11f7-4de0-9618-d5eacb6bb2a4","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 25","Installed as per PBI drawings supplied and manufacturer's requirements"
"e321d5b1-ab52-4196-a84a-d398f6858f77","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 26"
"f5af6d0f-a981-4221-a5aa-ef0623d0cd23","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 26","Confirm the structure is in accordance with the details supplied by PBI"
"9164d696-7c66-42e6-bb0e-d40b9159063a","","holdpoint","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 26","EMAIL PM"
"24630255-d7a4-479c-9ab7-8edd9373a064","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 26","Required number of photo(s) taken of installed anchor(s)"
"091a6e87-d6b2-496f-ac49-d75c9fd6dad7","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 26","Installed as per PBI drawings supplied and manufacturer's requirements"
"a81ef8db-0d43-4cfd-98f1-0f1a033d7f6f","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 27"
"a10d8d12-f8ed-433b-bb1d-e5288ca5e78f","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 27","Confirm the structure is in accordance with the details supplied by PBI"
"584ea4a9-fc32-4dc0-83c9-e47856d3cedc","","holdpoint","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 27","EMAIL PM"
"eeb74e81-2e9b-43d8-a7c6-2bb94e616ef4","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 27","Required number of photo(s) taken of installed anchor(s)"
"3f9d7344-5605-4bb7-90e7-7c6dd2f6ace1","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B4","9no FA Anchors","Fit Off Checklist - Anchor 27","Installed as per PBI drawings supplied and manufacturer's requirements"
"7547f1c3-0fb9-4641-aae1-a9bae4d44cb2","","folder-normal","pass","","step","TRUE","FALSE"," QA","B5"
"6d560df1-f09a-4b74-b59a-dbf7712177f0","","folder-normal","pass","","step","TRUE","FALSE"," QA","B5","RoofSafe Cable Line 04"
"b4f86dde-e5a8-4567-a8d2-66d066c6d976","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","B5","RoofSafe Cable Line 04","Pre-Fit Off Checklist - Line 04"
"47d15c4a-df81-47fc-838c-0bdf8e88f92f","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","RoofSafe Cable Line 04","Pre-Fit Off Checklist - Line 04","Confirm structure is in accordance to the details provided"
"ee1f0019-5348-44a1-aa4e-5c435389312c","","holdpoint","pass","","","TRUE","TRUE"," QA","B5","RoofSafe Cable Line 04","Pre-Fit Off Checklist - Line 04","EMAIL PM"
"0237df64-a0c8-4fd3-ba25-c4a44eaa37b2","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","RoofSafe Cable Line 04","Pre-Fit Off Checklist - Line 04","Plinths/ bases/post installed in accordance with details provided"
"249bb760-7709-4770-a988-efdb81dfd843","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","RoofSafe Cable Line 04","Pre-Fit Off Checklist - Line 04","Photos taken"
"b34533a4-4e91-47a4-8194-9605be52bce1","","checklist-flat","pass","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","B5","RoofSafe Cable Line 04","Fit Off Checklist - Line 04"
"f8b88f45-d049-48d8-bfdd-bbec419d976b","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","RoofSafe Cable Line 04","Fit Off Checklist - Line 04","Confirm the structure is in accordance with the details supplied by PBI"
"f0503e1b-5621-4bbb-bfef-2fceab5b589a","","holdpoint","pass","","","TRUE","TRUE"," QA","B5","RoofSafe Cable Line 04","Fit Off Checklist - Line 04","EMAIL PM"
"b759c9d3-5931-46e0-9144-dbc1a266a8c8","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","RoofSafe Cable Line 04","Fit Off Checklist - Line 04","Photo taken of line pull test and swages"
"d4749c7a-ebf1-418c-bf90-39f2d2f5e23d","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","RoofSafe Cable Line 04","Fit Off Checklist - Line 04","Photo taken of Engraved Line Plate / ID Tag"
"161ee4de-1cf3-4596-a9af-aa983b2658a6","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","RoofSafe Cable Line 04","Fit Off Checklist - Line 04","Video taken of system"
"978edec0-5acc-48da-821b-264a062ac081","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","RoofSafe Cable Line 04","Fit Off Checklist - Line 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"f13bf1b7-c3fe-48c2-8cf0-7cbf0c0c6c1e","","folder-normal","pass","","step","TRUE","FALSE"," QA","B5","9no FA Anchors"
"ac900d20-54de-402a-9e85-b0a14e33e553","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","B5","9no FA Anchors","Pre-Fit Off Checklist - FA Anchors 28 - 36"
"963caa73-d49b-47e5-ac2c-139ec225a9f8","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Pre-Fit Off Checklist - FA Anchors 28 - 36","Confirm structure is in accordance to the details provided"
"b9218ce7-e3b6-4d9f-a9a4-00b33c9fefa1","","holdpoint","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Pre-Fit Off Checklist - FA Anchors 28 - 36","EMAIL PM"
"8250fc75-6707-4035-a657-449f8a1e8df6","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Pre-Fit Off Checklist - FA Anchors 28 - 36","Plinths/ bases/post installed in accordance with details provided"
"f6968af7-6602-4db3-8620-56b7a36905ba","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Pre-Fit Off Checklist - FA Anchors 28 - 36","Photos taken"
"f398da12-e541-4a95-9327-20796f408343","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 28"
"09fe718d-4b0b-4c65-9a30-f199ce5c9684","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 28","Confirm the structure is in accordance with the details supplied by PBI"
"5019ce1b-79b2-4aca-a167-75a16fb885f9","","holdpoint","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 28","EMAIL PM"
"998f01dc-0648-4df7-b375-5f43bcc4687b","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 28","Required number of photo(s) taken of installed anchor(s)"
"698a8544-f46f-4477-897d-ee33ba79d466","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 28","Installed as per PBI drawings supplied and manufacturer's requirements"
"d41fcbc6-1c8f-44c0-a7a4-79fdc5ed40e0","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 29"
"92be9341-8363-4b52-a9a2-609da59c6d4c","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 29","Confirm the structure is in accordance with the details supplied by PBI"
"076cd00f-d674-4b4e-b82d-0886e1e633b6","","holdpoint","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 29","EMAIL PM"
"b7023d6b-80ec-4d94-bc06-2faaea08cbc4","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 29","Required number of photo(s) taken of installed anchor(s)"
"a9e324bd-7361-40a6-b505-dca4b71289b6","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 29","Installed as per PBI drawings supplied and manufacturer's requirements"
"90569bb9-0221-4a87-9be7-69cd7b86556b","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 30"
"7fa54c77-9a83-4784-b22d-7ed7d49e5d0e","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 30","Confirm the structure is in accordance with the details supplied by PBI"
"4ad61e8e-2b88-4bc7-96c5-27f8e3618aae","","holdpoint","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 30","EMAIL PM"
"1cabaffe-fb16-4bec-9470-ea659fb8380d","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 30","Required number of photo(s) taken of installed anchor(s)"
"1a7836af-64b5-4a6f-b631-27f6fd283e2c","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 30","Installed as per PBI drawings supplied and manufacturer's requirements"
"7ff029f4-8872-4145-8e02-a6496744159d","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 31"
"a8e29a78-340f-4e5e-b49f-52c52bdcd826","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 31","Confirm the structure is in accordance with the details supplied by PBI"
"6014a4e8-fdcd-437a-9cb5-de0a7479c002","","holdpoint","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 31","EMAIL PM"
"9c946a27-9f19-4058-bfb7-938527d0acb7","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 31","Required number of photo(s) taken of installed anchor(s)"
"7a4ed225-786c-4b22-a4f3-fdea054a52c5","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 31","Installed as per PBI drawings supplied and manufacturer's requirements"
"bd450b4f-c3c7-47b8-bb5c-5e593958610a","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 32"
"fe995267-871e-4b6e-940c-c835b509fb7a","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 32","Confirm the structure is in accordance with the details supplied by PBI"
"7d9e9e77-bef2-40db-91cd-e3ecd886c18d","","holdpoint","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 32","EMAIL PM"
"b8e30756-7b02-4df8-ba44-6cfbf7734fc3","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 32","Required number of photo(s) taken of installed anchor(s)"
"de0b1c93-5af4-447b-8cc1-15680b15be12","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 32","Installed as per PBI drawings supplied and manufacturer's requirements"
"6e7e9af8-4549-4712-99f1-8e5dce293054","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 33"
"397f5397-45e1-489b-8ba4-c0f066eaeff5","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 33","Confirm the structure is in accordance with the details supplied by PBI"
"070642e8-2a88-4fd9-931b-133bb8b960c6","","holdpoint","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 33","EMAIL PM"
"26ac167f-e8a1-4cf2-bd5d-557728eb3557","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 33","Required number of photo(s) taken of installed anchor(s)"
"2e205eb1-68c0-41ee-a362-d4c0a2546f59","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 33","Installed as per PBI drawings supplied and manufacturer's requirements"
