"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d7b9d3c2-ab87-4365-bc0c-fadb97ba2331","","folder-normal","fail","","step","TRUE","FALSE","Offsite QA (Factory)"
"ba30accb-239e-4a63-a28c-f7c24907ff2d","","folder-normal","fail","","step","TRUE","FALSE","Offsite QA (Factory)","N17"
"54ba204c-584a-47a2-b9a1-5089c33b7781","","folder-normal","fail","","step","TRUE","FALSE","Offsite QA (Factory)","N17","Apartments"
"6e02539a-59b0-4392-9206-620c10913a44","","folder-normal","fail","","step","TRUE","FALSE","Offsite QA (Factory)","N17","Apartments","Ground Floor"
"9a6a3701-7f55-47e6-b5cd-638e60a10ba1","","checklist-sectioned","pass","e40008a7da7242c0dff174f11e6a40c3ad08b4bbfe026f3510e699a4f6024c91","checklist","FALSE","FALSE","Offsite QA (Factory)","N17","Lifting Frame","LF-02"
"e2582756-c8e1-4246-b152-7d80e306a245","","checklist-sectioned","pass","e40008a7da7242c0dff174f11e6a40c3ad08b4bbfe026f3510e699a4f6024c91","checklist","FALSE","FALSE","Offsite QA (Factory)","N17","Lifting Frame","LF-03"
"25d01fa1-eb7e-4d43-8e61-c9e009fe1ea0","","checklist-sectioned","pass","36ed8e044b8b21562ce452b66462c6cc4d83a7b68fd71c4d71b3066ec3cdeda0","checklist","FALSE","FALSE","Offsite QA (Factory)","N17","Lifting Frame","LF-04"
"002448d4-2366-449a-be39-2be6af42cb01","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N17","Lifting Frame","Lifting Frame Reports"
"78aaa9e7-cf87-4c40-9124-c5f47b6a2557","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N18"
"243064a6-c5ea-4521-8a34-876410cc2abe","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N18","Apartments"
"9e8569c9-51d5-4031-a421-15bb7e3db5c0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor"
"ac6fb5a4-f96d-4b3e-950f-5d208f8bdce1","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-01-M-TE2-L(N18-GF-01-L-M1E2, M2E2, M3E2)"
"2731dc7d-020c-475f-84a8-b6b0201ab929","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-02-M-TF-L(N18-GF-02-L-M1F, M2F, M3F)"
"9a021e29-ff42-43f4-8f58-91d232906a0b","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-03-M-TE1-L(N18-GF-03-L-M1E1, M2E1, M3E1)"
"b757f282-9838-4554-a5e7-c2762d55c247","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-04-M-TE1-L(N18-GF-04-L-M1E1, M2E1, M3E1)"
"0eb4dc92-e43e-4089-93c4-b36e9e04bb59","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-05-M-TE1-R(N18-GF-05-R-M1E1, M2E1, M3E1)"
"99ba8b47-496b-4f40-b8ff-055ba6bd1f69","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-06-M-TF-R(N18-GF-06-R-M1F, M2F, M3F)"
"8891f0c9-dbcd-48ad-8461-c888a6665f06","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-07-M-TE1-L(N18-GF-07-L-M1E1, M2E1, M3E1)"
"db68dcac-abdc-47aa-b7ae-21339c5b4500","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-08-M-TG-R(N18-GF-08-R-M1G, M2G, M3G)"
"2d2ce3a6-004c-4c5a-9b74-37081042b3c6","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-09-M-TE1-R(N18-GF-09-R-M1E1, M2E1, M3E1)"
"e1c13f40-84d2-413a-be8a-601cd9d066b8","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-10-M-TE1-R(N18-GF-10-R-M1E1, M2E1, M3E1)"
"307ea674-abfc-4fd0-a625-fdd142a8246c","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-11-M-TE1-L(N18-GF-11-L-M1E1, M2E1, M3E1)"
"646ee7a3-92f9-44c6-8b2c-9f1a5ecd237d","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-12-M-TE1-L(N18-GF-12-L-M1E1, M2E1, M3E1)"
"04955154-0c7f-42f8-9fc2-856afe0a45e5","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-13-A-TA-R(N18-GF-13-R-M1A, M2A)"
"153d679a-fafc-4374-a5fc-c62e955adbf4","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-14-M-TE1-R(N18-GF-14-R-M1E1, M2E1, M3E1)"
"17324cea-0a7b-40f0-beca-ac44b9f54d79","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-15-M-TE2-R(N18-GF-15-R-M1E2, M2E2, M3E2)"
"dfc92690-b111-4099-90d2-23eb8e7c01e5","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GRD-16-M-TK-R(N18-GF-16-R-M1K,M2K)"
"dd14a493-f815-4bb1-b987-1432548eb308","","checklist-sectioned","not-started","8963d3ea5db26a7f7cd7de471ccc0db50d5e50d2cec7b6b583abd4150272a974","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","N18-GF-L-S2ST, N18-GF-R-S1ST"
"d9fe7744-c1f4-4e52-a74e-f62284658032","","checklist-sectioned","not-started","8963d3ea5db26a7f7cd7de471ccc0db50d5e50d2cec7b6b583abd4150272a974","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","Ground Floor","GF-L-S2ST(N18-GF-L-S1ST, S2ST)"
"9fc21f06-facc-486f-a552-619aa8a43bcb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor"
"841c1a3d-486e-4268-8dde-4ff922192d23","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-01-M-TE2-L(N18-L1-01-L-M1E2, M2E2, M3E2)"
"32d7aca9-a67b-463b-ac32-5590562c0e85","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-02-A-TD-L(N18-L1-02-L-M1D, M2D, M3D)"
"0d9e94dc-fc48-4070-883a-2b5e36314a49","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-03-A-TC-L(N18-L1-03-L-M1C, M2C, M3C)"
"231b6196-0281-46ff-9567-9d1db884c998","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-04-A-TC-L(N18-L1-04-L-M1C, M2C, M3C)"
"a0a8f6f9-8f33-4499-9c91-7eabd3ff0890","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-05-M-TE2-L(N18-L1-05-L-M1E2, M2E2, M3E2)"
"d1b370ff-1b26-4ea2-bb30-05ded671e9bc","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-06-M-TE1-R(N18-L1-06-R-M1E1, M2E1, M3E1)"
"df815e40-0808-4500-944d-dee887f39f9b","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-07-M-TE1-R(N18-L1-07-R-M1E1, M2E1, M3E1)"
"1e59ad91-9ee4-4dfa-94e0-7a7e2e467a2f","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-08-M-TF-R(N18-L1-08-R-M1F, M2F, M3F)"
"9e3d75f1-ca34-4cd9-8283-c4f475cc294b","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-09-M-TE1-R(N18-L1-09-R-M1E1, M2E1, M3E1)"
"60cffaab-1ea9-4077-9f84-bf652b8feec1","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-10-M-TG-R(N18-L1-10-R-M1G, M2G, M3G)"
"343d2d57-1fd0-427c-b115-4d73c04e5262","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-11-M-TE1-R(N18-L1-11-R-M1E1, M2E1, M3E1)"
"3905a8ab-7185-4567-826c-46853139cf4a","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-12-M-TG-L(N18-L1-12-L-M1G, M2G, M3G)"
"240f13d6-5d10-4cbc-8090-89958974e669","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-13-A-TC-R(N18-L1-13-R-M1C, M2C, M3C)"
"73008da5-8aba-44e2-b3f3-904922e0d166","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-14-A-TC-L(N18-L1-14-L-M1C, M2C, M3C)"
"99f6f723-5d5f-4d31-a8c6-22e612eeea9b","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-15-A-TC-L(N18-L1-15-L-M1C, M2C, M3C)"
"4d47a6ec-1511-408a-81c1-327217b9a715","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-16-A-TA-R(N18-L1-16-R-M1A, M2A)"
"48a7d7f8-3296-4629-86e6-5bd28ccfb258","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)"
"0c4f0375-2806-4670-a8d7-701d9b98ec3d","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-18-M-TE1-R(N18-L1-18-R-M1E1, M2E1, M3E1)"
"aad4cdba-8b6c-4e57-8c70-e1b10c419ec2","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-19-M-TE2-R(N18-L1-19-R-M1E2, M2E2, M3E2)"
"26738df8-b661-4598-822f-b42f1451c302","","checklist-sectioned","not-started","8963d3ea5db26a7f7cd7de471ccc0db50d5e50d2cec7b6b583abd4150272a974","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-R-S1ST(N18-L1-R-S1ST, S2ST)"
"8c93f3a5-c4fc-45b0-9963-fef40cf5b9ff","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor"
"e251e207-08ec-4ee6-8cbe-74fccaacd80d","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)"
"08005ecd-9125-438d-9e4a-2f486dd75f38","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)"
"79fb892b-1587-48f2-90ad-29f3dc6cc451","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-03-A-TC-L(N18-L2-03-L-M1C, M2C, M3C)"
"7a0c98f4-e1d4-4ac6-862a-e66ac85216cc","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-04-A-TC-L(N18-l2-04-L-M1C, M2C, M3C)"
"5d939628-7bec-4526-a7ba-75178d1d6abe","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-05-M-TE2-L(N18-L2-05-L-M1E2, M2E2, M3E2)"
"1ecf6f4d-f546-4ffe-8fa4-10731af80c95","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-06-M-TE1-R(N18-L2-06-R-M1E1, M2E1, M3E1)"
"fab6a2a8-1095-4dac-ab16-9ed4378ee421","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-07-M-TE1-R(N18-L2-07-R-M1E1, M2E1, M3E1)"
"0767fffc-9008-4dff-8663-7496aa577501","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-08-M-TF-R(N18-L2-08-R-M1F, M2F, M3F)"
"584597d3-9807-4e23-afd3-4291dd1d9cd0","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-09-M-TE1-L(N18-L2-09-L-M1E1, M2E1, M3E1)"
"0fc9b776-e339-4c9e-96c6-01f03897e2ec","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-10-M-TG-R(N18-L2-10-R-M1G, M2G, M3G)"
"00bf4f77-2006-4de2-8848-9f24da28cfd2","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-11-M-TE1-R(N18-L2-11-R-M1E1, M2E1, M3E1)"
"82a7eaaf-5b82-4fb2-82a7-9a140677638a","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-12-M-TG-L(N18-L2-12-L-M1G, M2G, M3G)"
"d1ceea63-46b1-4f8e-9eef-116970ec7135","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-13-A-TC-R(N18-L2-13-R-M1C, M2C, M3C)"
"d9d094b5-3433-4a36-a17c-a6a1870404b7","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-14-A-TC-L(N18-L2-14-L-M1C, M2C, M3C)"
"a693103c-a771-4c69-b3d4-8f362cf1ceed","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-15-A-TC-L(N18-L2-15-L-M1C, M2C, M3C)"
"18fb58a5-c5c5-439d-bdf5-09fefcba9b09","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-16-A-TA-R(N18-L2-16-R-M1A, M2A, M3A)"
"cf14f41a-7af9-4fd4-845d-013555eb5422","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-17-A-TK-R(N18-L2-17-R-M1K, M2K)"
"5695cb3e-716f-43b1-b59f-8d562d688e76","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-18-M-TE1-R(N18-L2-18-R-M1E1, M2E1, M3E1)"
"4bdfe2ff-ea10-4b32-909b-374149f5f53c","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-19-M-TE2-R(N18-L2-19-R-M1E2, M2E2, M3E2)"
"f0822ebd-f97a-441c-922a-f9b2d5685f21","","checklist-sectioned","not-started","8963d3ea5db26a7f7cd7de471ccc0db50d5e50d2cec7b6b583abd4150272a974","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-L-S2ST(N18-L2-L-S1ST, S2ST)"
"b8a5ccb6-711d-4bb5-b254-500ace33d1a5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor"
"760ba35c-6c09-44bc-8944-f72809b4704d","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-01-M-TE2-L(N18-L3-01-L-M1E2, M2E2, M3E2)"
"126e6711-dfe9-4032-b9e3-04feb65dd785","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-02-A-TD-L(N18-L3-02-L-M1D, M2D, M3D)"
"03770d2c-b59a-475c-ad61-2c5ad758578f","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-03-A-TC-L(N18-L3-03-L-M1C, M2C, M3C)"
"6203732a-778d-4788-b62f-dbdce710222e","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-04-A-TC-L(N18-L3-04-L-M1C, M2C, M3C)"
"01ade79b-1716-4229-b6c4-b2177558e56a","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-05-M-TE2-L(N18-L3-05-L-M1E2, M2E2, M3E2)"
"46da3c35-7d02-49dc-948e-c75f74368442","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-06-M-TE1-R(N18-L3-06-R-M1E1, M2E1, M3E1)"
"ff12f903-d37b-4c82-868f-5a46c36f8a0c","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-07-M-TE1-R(N18-L3-07-R-M1E1, M2E1, M3E1)"
"eec878c4-5c8b-4e15-96e6-015344b213a8","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-08-M-TF-R(N18-L3-08-L-M1F, M2F, M3F)"
"0e61593a-5278-49ca-97c6-7c93c6cb111d","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-09-M-TE1-R(N18-L3-09-R-M1E1, M2E1, M3E1)"
"5d4ffaee-01c6-44c4-bebe-5485158aa097","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-10-M-TG-R(N18-L3-10-R-M1G, M2G, M3G)"
"a0a0b80d-001a-4039-8186-6f9abcabdf5e","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-11-M-TE1-R(N18-L3-11-R-M1E1, M2E1, M3E1)"
"481dc4a4-efe7-43ab-9176-6a56aab0f85e","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-12-M-TG-L(N18-L3-12-L-M1G, M2G, M3G)"
"9fe6397e-123d-400a-ac87-5e2a3c5a5a46","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-13-A-TC-R(N18-L3-13-R-M1C, M2C, M3C)"
"6242c244-04d3-4984-bf0c-b741514fe16b","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-14-A-TC-L(N18-L3-14-L-M1C, M2C, M3C)"
"4d60cb83-fdd1-49a2-bada-9a56cf879fb0","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-15-A-TC-L(N18-L3-15-L-M1C, M2C, M3C)"
"3589e96c-b019-4ec1-9379-093b661b20a9","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-16-A-TA-R(N18-L3-16-R-M1A, M2A)"
"cb8d123e-50ca-47e4-b145-cc0acd2639b5","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K)"
"d0a011d0-21c8-4688-a89a-8602c2ffd3b5","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1)"
"660186da-ced6-45f1-b104-ae15117f174a","","checklist-sectioned","work-in-progress","34ca00c0a4d3438902ed975bccbd88f090827dcf93f55350939a9523105cf91a","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2)"
