"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"eaeb3639-144c-4697-ba9a-eb9d347b0985","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"c65b507f-3bb8-480c-9777-5c71c1f90f41","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"826e6c0f-1aa7-4d76-b08b-09d7d08b7995","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"6890135a-01e0-4436-b4c0-fe5c091ead45","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE"," Precast Manufacture","Weld plate details"
"28b4f8b6-fbe3-49cd-8f77-a6793d29e5ae","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details"
"2f69b0d6-f8c0-4a0a-b7f4-9245feef965e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details","Edge Detail"
"69a57162-2217-4b11-84ba-f0a9082283d9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details","Bar Projections"
"64886292-4cda-494d-ba08-f4ddc86592f4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details","Cast in items"
"ac8b4463-8b3f-4039-a39f-94995bd1002b","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","LOT - 1"
"42426843-cee5-4976-b058-8a73cad6be23","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P01"
"8e42227e-8431-4a78-b6e5-8eec45c46944","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P01","Pre-Pour Check"
"69cc9979-1ade-4254-bf18-34039b74791c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Pre-Pour Check"
"066a7a23-3b01-4f52-837a-f3bf58264a19","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Pre-Pour Check","Dimensions"
"d7bfef10-6a82-49c7-ae63-7e5f28886dc9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Pre-Pour Check","Mould Clean"
"86f37d5e-3b3c-4302-907a-cd2e81168e71","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Pre-Pour Check","Mould Oiled"
"2cd83256-329d-4392-bcfc-f406ca2efe2a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Pre-Pour Check","Mould - Workmanship"
"d0428fa4-0963-45cf-b68e-c3ea6ac8d575","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Pre-Pour Check","Reinforcing"
"612003df-0ed5-4b9c-9c5c-80c7b1f57237","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Pre-Pour Check","Cast In Items"
"4ecad9c0-a00d-4f7f-aa1c-aa8a0da834d4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Pre-Pour Check","Marker Position and No."
"4df8bdbf-33ac-49a9-8c08-aea91facd0d7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Pre-Pour Check","Make mould to Green Status"
"069b8088-3747-4c34-8f47-b51b0babc45a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Concrete Works"
"2ddb8cd5-ec77-44ab-b3be-aa7265afabb8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Concrete Works","Concrete Works Details"
"a0c6b2e0-d21a-419e-b83c-fb9db78cb3e8","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Concrete Works","Wilco Sample Taken"
"dbffc58c-f043-4ad6-9dc9-8e4c8e2015a8","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Concrete Works","Bridgeman Sample Taken"
"c31248f1-eff8-445b-8faf-47df4b4589d1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Concrete Works","Supervisor Approval"
"0da7dbd0-f7be-42fa-b240-a4eeeef85bde","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Post Pour Check"
"04047e3d-f317-461e-afea-c10dd260af06","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Post Pour Check","Edge Detail"
"ec3bb001-7367-4293-b94b-ab4bf4533e8f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Post Pour Check","Bar Projections"
"b522cc79-ce91-4d93-ae91-b2874773f6f6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Post Pour Check","Cast in items"
"2a83db38-3730-469e-a23a-681808e2ff6b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Stripping and Stacking"
"38189642-7501-4ca9-ad17-7fac7c1cad2e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P13","Stripping and Stacking","Stripping & Stacking"
"374cd72a-e7f2-4449-865b-5510e9e92632","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P14"
"885ad61f-1fbe-413d-9ccf-aec9607cc25f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Pre-Pour Check"
"bb489887-01e0-4a51-9f00-7622a24673dc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Pre-Pour Check","Dimensions"
"cbd4f66a-e9b2-4c36-a100-953873dda56d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Pre-Pour Check","Mould Clean"
"f4eba035-99b9-47c8-913d-939883134abf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Pre-Pour Check","Mould Oiled"
"d08a90e0-417e-4cc8-9d71-03080e323078","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Pre-Pour Check","Mould - Workmanship"
"81bb3793-5742-41d9-956e-efddb8bebf82","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Pre-Pour Check","Reinforcing"
"80dc9f61-28e4-49cb-9161-f9bf4101973a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Pre-Pour Check","Cast In Items"
"b0a26174-49de-441f-a3c4-43dfa5cd3bec","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Pre-Pour Check","Marker Position and No."
"86463a14-e5c1-40c6-a3e1-1c95741e0a27","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Pre-Pour Check","Make mould to Green Status"
"05ffa649-3273-4d13-b182-0c495c14d386","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Concrete Works"
"0a1c49f6-aa04-46c2-ae22-67ca08612a8b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Concrete Works","Concrete Works Details"
"1db64b3f-74c4-44f9-9ddb-f9a6034c0954","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Concrete Works","Wilco Sample Taken"
"a1a003af-f4b0-49dd-98f5-b39ee946b0b7","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Concrete Works","Bridgeman Sample Taken"
"8b491088-b4b3-456e-bb66-2548ab6cc6ae","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Concrete Works","Supervisor Approval"
"21e3ae1d-3a99-441c-8855-08cb8730bb79","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Post Pour Check"
"ae1099a0-90c0-4159-90bc-e79653c137c0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Post Pour Check","Edge Detail"
"86f8b442-f655-482e-9b9a-84b75afe2c23","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Post Pour Check","Bar Projections"
"f09dae2a-232a-412f-b2d6-4db6d1f3c34f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Post Pour Check","Cast in items"
"bdf47aa9-b1cf-40b3-a136-6edf4ff2440c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Stripping and Stacking"
"47926b20-74f6-4974-80d3-4d26ab8f5534","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P14","Stripping and Stacking","Stripping & Stacking"
"e35ebd20-55fd-4eab-913b-e4c4f29fde64","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P15"
"88c80421-cf97-471f-b16d-8d3da1fc1f6d","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Pre-Pour Check"
"2d448091-6541-48a6-a490-39471a80f0bf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Pre-Pour Check","Dimensions"
"bc973ac5-b35d-453c-a6b2-062dea3bc7a3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Pre-Pour Check","Mould Clean"
"89796a55-fbec-418f-87c1-43792999bc5e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Pre-Pour Check","Mould Oiled"
"13d9d417-d5a2-40c5-b41b-f8b642e7912f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Pre-Pour Check","Mould - Workmanship"
"ba102759-ca24-481a-94ed-7957cd9a5d1d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Pre-Pour Check","Reinforcing"
"e3ccbe19-f60c-475c-9ead-fe39ea3b8419","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Pre-Pour Check","Cast In Items"
"297ddfeb-e722-4368-820f-dc4ed26feb0b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Pre-Pour Check","Marker Position and No."
"cd874cd4-f413-4bc4-8b42-5e06f46515c9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Pre-Pour Check","Make mould to Green Status"
"400d4884-302e-4e80-bd73-d5c74407a4dc","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Concrete Works"
"cf12980f-10f3-413b-b225-ee9354c4e8f3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Concrete Works","Concrete Works Details"
"ae6bc16f-c3c9-492f-a6bb-8541d12e4544","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Concrete Works","Wilco Sample Taken"
"92142b23-aadb-479d-8add-d13b447c6086","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Concrete Works","Bridgeman Sample Taken"
"5492e683-b10b-4828-8e05-075b3d871429","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Concrete Works","Supervisor Approval"
"230d8284-9c40-47d4-a85d-42be47558cd2","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Post Pour Check"
"6672a328-5c2f-4642-b9b9-66201e8e7f8b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Post Pour Check","Edge Detail"
"c3ecf37e-97dd-4a94-afe7-7ad262292ae2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Post Pour Check","Bar Projections"
"20105cd7-9031-4273-9e34-93a880f1dc23","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Post Pour Check","Cast in items"
"64a44c45-c7ab-4bff-96bd-7d7d7b3b6a26","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Stripping and Stacking"
"862335d9-49c2-4e50-b131-3ff8c138612e","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P15","Stripping and Stacking","Stripping & Stacking"
"307145ee-a248-47f9-9b60-a1054b301278","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P16"
"3d4ac36e-eced-4c75-bf45-73ce6581cb04","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Pre-Pour Check"
"8329470e-98f8-4bb0-bf5b-b1f82116d69f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Pre-Pour Check","Dimensions"
"4f3b7224-21ab-44a7-a5f8-bb9dac8b2878","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Pre-Pour Check","Mould Clean"
"e2b5afea-f0eb-4b21-a92c-53b7cff6fc5b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Pre-Pour Check","Mould Oiled"
"fe1d5f35-46fa-4eaf-8291-f633274ca3e9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Pre-Pour Check","Mould - Workmanship"
"b6413187-262b-4b1d-91ec-ba4852ccbe47","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Pre-Pour Check","Reinforcing"
"898b518b-8343-4aed-8fa4-cb34bf597fef","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Pre-Pour Check","Cast In Items"
"b0131c3c-ad24-4bc6-86a7-2178f8e4738b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Pre-Pour Check","Marker Position and No."
"863b84a2-7cef-4579-88ad-cc9ff4c18fc2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Pre-Pour Check","Make mould to Green Status"
"40d214a5-e7b4-4c17-b5c9-ee9de15a92b9","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Concrete Works"
"952ac279-2442-47d4-8bb1-e00d4178c7b8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Concrete Works","Concrete Works Details"
"e550e74f-a3ff-486a-ba56-28fcfd11f4fd","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Concrete Works","Wilco Sample Taken"
"c604b37f-e1c5-4f97-90d0-7a1304337c53","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Concrete Works","Bridgeman Sample Taken"
"f57fc975-f2e9-4690-8523-ba8f7caa04ff","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Concrete Works","Supervisor Approval"
"6a9d5dbe-bc4c-4d8b-bceb-30671c592295","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Post Pour Check"
"91f787db-321c-41c5-aa69-2a686d4a10bc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Post Pour Check","Edge Detail"
"3c839039-838d-4302-8d1c-44210eb52769","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Post Pour Check","Bar Projections"
"d6ef49fe-d2be-4a09-a545-4df373262ede","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Post Pour Check","Cast in items"
"801e5e8e-cb5e-406a-9cea-eefa7e928975","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Stripping and Stacking"
"04334efc-2993-4f5a-a799-9eb4995668f6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P16","Stripping and Stacking","Stripping & Stacking"
"3eb71988-5b23-4e93-85d4-79e803b153c7","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P17"
"1715c427-52af-48b8-8443-b42119c73e59","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Pre-Pour Check"
"fe4fb0c9-3ff8-4e08-ac94-6807759a248b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Pre-Pour Check","Dimensions"
"95e733aa-0938-4b46-94bf-533e5c88b2c5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Pre-Pour Check","Mould Clean"
"8a7b9a76-0b07-4ccc-9183-804c65545054","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Pre-Pour Check","Mould Oiled"
"3b3e4b56-89e6-4367-89bc-9c09d75db259","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Pre-Pour Check","Mould - Workmanship"
"73a7db03-bb15-4f5c-80d9-15173bb33658","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Pre-Pour Check","Reinforcing"
"fd46c37f-aac6-40ff-966b-4e8d5e265455","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Pre-Pour Check","Cast In Items"
"9589c226-ead8-4f18-928c-102ff35ba325","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Pre-Pour Check","Marker Position and No."
"09be9020-599b-448c-9949-ed0efc860bce","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Pre-Pour Check","Make mould to Green Status"
"9bff666f-6f29-4f52-ac63-66b2fe3024c3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Concrete Works"
"96929ca6-6001-47b8-b28b-50206ae1345b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Concrete Works","Concrete Works Details"
"a27ead2f-c85f-4908-aadb-091ebe826af6","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Concrete Works","Wilco Sample Taken"
"78c20352-0cf8-4a28-a595-405a1a8e4a25","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Concrete Works","Bridgeman Sample Taken"
"2db750db-182d-4676-9fde-a11b2f75184f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Concrete Works","Supervisor Approval"
"405dac66-5807-45ed-b5d8-6e9ac6c33818","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Post Pour Check"
"5521aa5e-f584-4561-b633-d412d09f4f35","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Post Pour Check","Edge Detail"
"d4390c9d-bc07-40c2-81e4-f040af192b75","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Post Pour Check","Bar Projections"
"0d7665d4-cdbe-4874-af23-4db1a9f50924","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Post Pour Check","Cast in items"
"709f4396-f9e6-42d9-babc-0bcb03c7a510","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Stripping and Stacking"
"6c4c2432-0d0a-4949-995a-1d49070e8626","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P17","Stripping and Stacking","Stripping & Stacking"
"8d0d2c26-6f46-4170-865f-4a73043aa5e2","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P18"
"15ab19a9-df9e-4b27-a01e-9fa6a5197e0b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Pre-Pour Check"
"a7b37410-7a1e-499d-8f4a-6b721b33bff6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Pre-Pour Check","Dimensions"
"63e24600-7e79-4bbb-b323-33deffb7e5e0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Pre-Pour Check","Mould Clean"
"4b27210e-7b36-4452-b939-285c6214760a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Pre-Pour Check","Mould Oiled"
"894489ad-e31f-4757-9064-4dcf20113546","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Pre-Pour Check","Mould - Workmanship"
"f5098bd4-acdb-420d-8c12-fcecbf258f1f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Pre-Pour Check","Reinforcing"
"93b3d363-0f16-435c-9177-8a3980a4c9e5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Pre-Pour Check","Cast In Items"
"816ada57-befd-4b7f-9c5d-e269b9e577ee","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Pre-Pour Check","Marker Position and No."
"86c13730-057f-4945-b588-d07e1a3eabae","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Pre-Pour Check","Make mould to Green Status"
"685d9dc2-c8cc-4594-affb-c95a4e2a1fcc","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Concrete Works"
"bd1dac63-b578-42fd-8462-98519d29c5c2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Concrete Works","Concrete Works Details"
"f8354675-bb8c-460f-9c54-afba2010eb90","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Concrete Works","Wilco Sample Taken"
"400bd10f-07b2-4057-9aa0-d3c93088d79e","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Concrete Works","Bridgeman Sample Taken"
"551f5c50-5104-4e13-a067-7508f9f2a8b4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Concrete Works","Supervisor Approval"
"33bf5f3b-874a-4e40-9c26-a6045072156d","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Post Pour Check"
"9c6152cf-dfec-4757-a59b-56055ccc736b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Post Pour Check","Edge Detail"
"dd942090-1354-4ee8-9897-84853fb668b8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Post Pour Check","Bar Projections"
"bea3adf7-1c61-40ed-8115-5adf18940390","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Post Pour Check","Cast in items"
"c9b32d8a-f05a-494b-afd1-859036531ad6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Stripping and Stacking"
"d084c1ac-6e16-494a-bc5b-3ad0c3f0329f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P18","Stripping and Stacking","Stripping & Stacking"
"9334adeb-5f6e-48db-b757-8039c44c51a7","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P19"
"aaa3c96b-cac6-4cb4-8c5e-2c6f8bfc7481","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P19","Pre-Pour Check"
"7cabdb8e-846c-4e3c-b71e-4ac8c4e00ae4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P19","Pre-Pour Check","Dimensions"
"0ce9d447-5088-4a93-842f-5e0fb236c6c9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P19","Pre-Pour Check","Mould Clean"
"80cee0a2-0f69-478e-b4e4-37f5019484ec","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P19","Pre-Pour Check","Mould Oiled"
"4b08cd3d-096d-4047-928e-7db242a60a61","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P19","Pre-Pour Check","Mould - Workmanship"
"cfca6d79-2e54-4fae-a91d-5ca983dfefd9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P19","Pre-Pour Check","Reinforcing"
"f1dcd238-7695-4bc4-be8c-f02e399ad080","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P19","Pre-Pour Check","Cast In Items"
"1c93a4c5-8081-49f0-93a2-87dfdc2730b7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P19","Pre-Pour Check","Marker Position and No."
