"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6aa6e359-a16c-457b-9e87-d1a59ff65e75","","folder-normal","not-started","","step","TRUE","FALSE","Project QA"
"bf75550f-602e-4239-b045-1dfd91e570a9","","checklist-flat","not-started","Underslab Checklist","checklist-flat","FALSE","FALSE","Project QA","Underslab"
"ed04fbe5-f3cc-51ae-aeae-a78b35c80531","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Pipework Material as specified/scheduled/drawn"
"fe82b198-6e7a-5717-ac45-bdfa635bed45","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Grid lines and fitting dimensions confirmed"
"b2699167-5109-534a-80e7-71b5000e6b78","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Drain invert checked"
"b54294fd-c8a8-5b8b-ab6f-9f45885dca54","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Gully position checked"
"d07e01f6-f8dd-5cfa-a83b-5914b51b094c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Floor levels established"
"8aeff24c-6f25-5cc8-bed7-761b131128d0","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Falls checked"
"7c6be5a1-fd50-51cc-9b53-81701ac92671","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Drainlayer/Plumber interface Points established"
"72610179-752b-51c3-81fe-5c778a24eab9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Penetrations co-ordinated with main contractor"
"68daeda3-24cd-536d-8d49-ffd815bef6e1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Pipework backfilled correctly"
"8571f999-2aa5-54ba-9b74-d33bafbdfb8c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Identification strip installed if required"
"4145ed49-dfe8-5202-b8bb-34ce15574ee9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Open ends of pipework capped off to prevent dirt ingress"
"1fe7b5d4-68f8-58ec-8c8e-3b8710648171","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Work completed and photos attached"
"c0148957-e83e-57e0-b0b9-2c8cf22dc67b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Area left clean and tidy"
"c5bab25e-23ed-44b5-880a-9808c398f1df","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Preline"
"a2c38a24-de13-40f1-b2ad-980c8b07ccde","","checklist-sectioned","not-started","Preline Checklist","checklist","FALSE","FALSE","Project QA","Preline","Male bathroom"
"5a538f00-3d47-53d4-8a3d-aea6402ebffd","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Preline","Male bathroom","Preline QA"
"ea812a04-d8b9-57ed-8616-61d9420e3c18","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Wash Hand Basin","Hot & Cold waterflow satisfactory, no water hammer"
"6e0aa81a-0ee1-5f03-9bef-1564760c771c","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Male bathroom","Toilet"
"6fff8fd4-8a2b-568f-9d7d-08ba6cdef92c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Toilet","Securely fixed, silicone at floor"
"cf89ef4c-4667-5c48-92f8-3ce804757089","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Toilet","Flush and cistern fill operation checked"
"ce97b636-1b12-5280-948f-b16618de490b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Toilet","Water connection watertight – cold water"
"e782594b-64ed-56bf-a996-917293689ac4","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Male bathroom","Shower"
"89905d69-90d7-5c36-8fbd-cf5c2b8adea7","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Shower","Hot & Cold waterflow satisfactory, no water hammer"
"3faaf7b1-4746-5df0-ab7d-bf8aced7824c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Shower","Waste clear"
"16e18184-1865-571d-9ab7-82b25560c7d8","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Shower","Rail secure and hose/spray installed"
"c72d5f27-dc61-58fb-bdf9-2a783eed0e3b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Shower","Cover plate fixed securely"
"0b02dbba-817e-5eac-8f5c-280cd4fcd4a3","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Male bathroom","Bath/Shower"
"f2f4c002-ac1c-5173-a2af-4122f5d7853b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Bath/Shower","Waste clear, plug installed"
"9380ff0e-a57c-591a-8419-81f1671421e2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Bath/Shower","Hot & Cold waterflow satisfactory, no water hammer"
"615e04f1-8903-54bc-acb5-16d0c6571195","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Bath/Shower","Cover plate/spout fixed securely"
"7bf344c1-1510-512a-9cb1-0a1cd58f737d","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Male bathroom","FWG"
"f4ed86f5-f200-5f06-9d63-24605b8f7375","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","FWG","Grate flush with floor or slightly below"
"c51037b8-3b2a-5bfa-8a02-b929deb1912e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","FWG","Waste clear of debris"
"cc38dc8a-6e81-5eb5-9cd4-5c824ffd08ba","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Male bathroom","Amenity Areas / Kitchens etc"
"5a411cb0-d8b9-51bb-b668-f1708bfcf9c4","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Amenity Areas / Kitchens etc","Hot & Cold waterflow satisfactory, no water hammer"
"b18fbb07-fb0b-5c33-954b-11f4a75212ca","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Amenity Areas / Kitchens etc","Water connection watertight, tap secure"
"90d1d879-f181-582a-b544-82cc218e00c1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Amenity Areas / Kitchens etc","Waste connection watertight"
"755cf647-b8ed-5c0d-a48a-f4966f03ffc6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Amenity Areas / Kitchens etc","Dishwasher connection watertight"
"41630bf0-1fbc-570e-a436-796451dd2725","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Amenity Areas / Kitchens etc","Wastemaster connection watertight"
"15604480-fcfb-5b0c-ad2d-e3a9450b8b3a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Amenity Areas / Kitchens etc","Overflow connection watertight"
"70169c26-11b7-5697-a719-e775c8200498","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Amenity Areas / Kitchens etc","Waste clear, plug installed"
"565e4d3a-1525-5f2f-bea6-6e0ccfc775e1","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Male bathroom","Urinal"
"4e952dab-f398-5585-bd26-5383c41a3c44","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Urinal","Urinal is installed/secure and siliconed"
"41a2c05d-c4e6-53cd-8019-b554a46ec7b4","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Urinal","Water connection is watertight"
"cac73935-09ae-5968-ad99-0beb708b91ec","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Urinal","Waste connection watertight"
"c71c2b5b-04f5-5479-b8a7-ea4a0d2c77e4","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Urinal","Waste connection clear/drains efficiently"
"6ddc0252-c6ec-52a4-a716-7244234844df","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Urinal","Urinal flush sensor operating correctly"
"e45b07a0-f9aa-5b43-b5df-8325e9c57cfa","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Male bathroom","Water Heater"
"e30eb224-f5e0-51ad-9320-81d7331298d1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Water Heater","Seismic Restraints installed"
"18419afd-9c08-5ceb-b34b-eb3a6d1d0079","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Water Heater","Water meter installed"
"9ddfa1bb-a31d-5fbd-ac7e-e4446289fce6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Water Heater","Pipework securely fixed"
"031d0d52-e333-5af1-b40b-27b922202c73","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Water Heater","Waste connection watertight"
"4f208954-d6be-5488-9a1e-93dea3c4231e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Water Heater","Water temperature checked"
"ac8f8e67-b1b5-5aa4-a9fe-9ad24e31bbe3","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Male bathroom","Handover"
"756089da-3998-5497-bc0c-fb79e4c88a13","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Handover","Area left clean and tidy"
"d33350a2-5a21-5c7b-a6d5-e2744e44b820","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Handover","ContractorVerification"
"b2099cdd-fe65-5397-a21f-c6dd7430e4bf","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Handover","Main Contractor verification"
"37cbb606-5152-5bcf-ae9a-eccf4f4d49db","","holdpoint","not-started","","","TRUE","TRUE","Project QA","Fitoff","Male bathroom","Handover","Plumbing Complete"
"88feeb09-2adf-4e73-9a94-befdb5aa582b","","checklist-sectioned","not-started","Fitoff Checklist","checklist","FALSE","FALSE","Project QA","Fitoff","Female bathroom"
"a61eebd6-4102-5d3a-9e3c-632436fb14be","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Female bathroom","Wash Hand Basin"
"d863bab9-70da-57bb-99ac-59b5a31ca7f5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Wash Hand Basin","Basin level and secure"
"0f3ce1a4-4c8f-5fa4-86cf-5ed6ecc0f92c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Wash Hand Basin","Waste connection watertight, plug supplied"
"0ec06fcc-7269-5d95-a74d-0eddb862c5fc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Wash Hand Basin","Water connection watertight, tap secure"
"ddac4833-4c53-5fa1-a8e6-e08257734238","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Wash Hand Basin","Hot & Cold waterflow satisfactory, no water hammer"
"57f2aa6f-88e6-5425-aae0-7df7545efbc3","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Female bathroom","Toilet"
"f2daaee3-d71a-5710-bedb-d21795e7c1e2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Toilet","Securely fixed, silicone at floor"
"ad18a512-4bf1-559a-8060-492bc2f2a3af","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Toilet","Flush and cistern fill operation checked"
"77134527-6567-5137-8579-68b4aaa19a93","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Toilet","Water connection watertight – cold water"
"412bd2e4-6bdd-53e2-badb-7ea573484f0d","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Female bathroom","Shower"
"795aade8-643a-52dc-a34f-bfb45aaae001","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Shower","Hot & Cold waterflow satisfactory, no water hammer"
"2c516703-64f8-5e89-8520-d9974a78429d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Shower","Waste clear"
"f61763d4-cfb1-5a68-8106-2c65e18d916e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Shower","Rail secure and hose/spray installed"
"32c686c0-a56f-5231-ab23-1d406ab4d0cd","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Shower","Cover plate fixed securely"
"05c39f3f-bb14-599f-a206-0df400a893ab","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Female bathroom","Bath/Shower"
"e2f17297-3047-5d25-b5bc-61d55f219704","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Bath/Shower","Waste clear, plug installed"
"e4c1a302-93a8-5c8d-94fb-e385604bc6bb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Bath/Shower","Hot & Cold waterflow satisfactory, no water hammer"
"621e53b1-19fb-5f04-bd60-1044316a3ead","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Bath/Shower","Cover plate/spout fixed securely"
"4a462591-6534-56ff-802c-37af6ff4d9d0","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Female bathroom","FWG"
"8015fecf-deb4-5893-b53d-3c61320f569b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","FWG","Grate flush with floor or slightly below"
"cb74a893-1069-59bb-ae3f-61484992ed50","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","FWG","Waste clear of debris"
"94a124a3-f26d-5dc5-849e-133169a257ba","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Female bathroom","Amenity Areas / Kitchens etc"
"be994db8-dc4d-584d-a874-8b9026eb5d80","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Amenity Areas / Kitchens etc","Hot & Cold waterflow satisfactory, no water hammer"
"fe21285a-ed9d-5dc6-afb5-0775b2abc587","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Amenity Areas / Kitchens etc","Water connection watertight, tap secure"
"d0f269c0-1868-53dd-b0b1-67077f129ddc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Amenity Areas / Kitchens etc","Waste connection watertight"
"8d57050f-d9ae-59f3-9821-cc9e41cab5ce","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Amenity Areas / Kitchens etc","Dishwasher connection watertight"
"93f50d76-80c6-557a-873d-bec12c09922d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Amenity Areas / Kitchens etc","Wastemaster connection watertight"
"c65b9e62-587e-578d-856b-6f1961d5f2e1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Amenity Areas / Kitchens etc","Overflow connection watertight"
"f4f55a90-1879-53b8-ba3e-419668bfc7a6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Amenity Areas / Kitchens etc","Waste clear, plug installed"
"41295720-e5e4-5c36-8778-b4f58574a9ad","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Female bathroom","Urinal"
"3b1d3eba-8918-5a70-8795-99a5095f7bcb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Urinal","Urinal is installed/secure and siliconed"
"ba42b189-a541-500f-b23c-ee6756c6966a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Urinal","Water connection is watertight"
"16c3cdf5-f417-5005-8103-251818bfd473","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Urinal","Waste connection watertight"
"9a23c3e1-58a4-528a-b242-2611929e311c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Urinal","Waste connection clear/drains efficiently"
"7203eda8-bffb-51d7-bfad-e3ada81a12e6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Urinal","Urinal flush sensor operating correctly"
"81715523-9e60-57d0-aa16-f4cc46fb4b3f","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Female bathroom","Water Heater"
"a5b2bf9f-d774-50f8-8006-35d0bcdc1d21","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Water Heater","Seismic Restraints installed"
"68d9140c-74aa-5ff6-a7d1-91be1fe0051b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Water Heater","Water meter installed"
"e3f2054c-a0b4-51a2-b8b8-5eeaaf34fb8f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Water Heater","Pipework securely fixed"
"83404fc1-cca8-580b-b820-cf0ece66d700","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Water Heater","Waste connection watertight"
"37ee1569-7f1e-5d05-97eb-951942e6d364","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Water Heater","Water temperature checked"
"c09f3cb8-4155-5461-873c-4b9dc81efbf9","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Female bathroom","Handover"
"d4e41ec2-ffed-576c-8959-0184ccac96cf","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Handover","Area left clean and tidy"
"61670c93-4d8d-58b9-aec1-c7ebf1256956","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Handover","ContractorVerification"
"c22284c8-fffd-5949-9e14-b29e229dceca","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Handover","Main Contractor verification"
"48da96e3-9d4f-5158-a67f-ce996df8fea0","","holdpoint","not-started","","","TRUE","TRUE","Project QA","Fitoff","Female bathroom","Handover","Plumbing Complete"
"f136b450-c460-4a3b-8a72-9d97cf124f67","","checklist-sectioned","not-started","Fitoff Checklist","checklist","FALSE","FALSE","Project QA","Fitoff","Cleaners cupboard"
"7a4d3d48-fc7a-5076-a918-69bae6683089","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Cleaners cupboard","Wash Hand Basin"
"096b2e04-c6b9-5f0a-9325-597c1538161c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Wash Hand Basin","Basin level and secure"
"424c0b0f-7123-569b-a4c3-ff7781607249","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Wash Hand Basin","Waste connection watertight, plug supplied"
"ac4607a0-9143-585a-917c-8c4272783267","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Wash Hand Basin","Water connection watertight, tap secure"
"8e50ae86-7c98-5dbb-8f43-107fc0280222","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Wash Hand Basin","Hot & Cold waterflow satisfactory, no water hammer"
"f227df25-e390-5611-a506-436650077a47","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Cleaners cupboard","Toilet"
"caa3fc48-c033-561f-a8b8-33b6b01cc23e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Toilet","Securely fixed, silicone at floor"
"5bb8c0c1-37e5-5c0a-9e07-89a22f9824d6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Toilet","Flush and cistern fill operation checked"
"a7570339-b15c-5f1c-a5f2-9a2f9dc00a6b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Toilet","Water connection watertight – cold water"
"dbef16f8-f6b4-504a-865c-fed07bedcb8e","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Cleaners cupboard","Shower"
"941e9096-21c2-5bec-9601-c5a7600768f4","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Shower","Hot & Cold waterflow satisfactory, no water hammer"
"380f0153-2b56-5b55-88ec-4c7641808379","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Shower","Waste clear"
"ca023919-1b87-5bf4-980c-188c568f0789","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Shower","Rail secure and hose/spray installed"
"ea555038-f009-5300-a7ec-fe45a6a1cfb3","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Shower","Cover plate fixed securely"
"582c4eef-3398-5d80-bb5f-475e614999a6","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Cleaners cupboard","Bath/Shower"
"54c17449-d08a-50b1-8880-a4cc7908c2f2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Bath/Shower","Waste clear, plug installed"
"e40ec05d-b653-57db-856b-6ac6967ca93d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Bath/Shower","Hot & Cold waterflow satisfactory, no water hammer"
"96011bf6-ef6d-50d7-9f71-25b6f823d35f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Bath/Shower","Cover plate/spout fixed securely"
"76c54c5c-c6c2-5344-86b1-8766bc301901","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Cleaners cupboard","FWG"
"22b4a2f0-4ebe-57f8-a49b-b07e71cb4f45","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","FWG","Grate flush with floor or slightly below"
"4d02b41b-e6cd-5a56-816a-4e85430129c2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","FWG","Waste clear of debris"
"06b3a5c8-6e93-5630-8f92-c9299c78cfac","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Cleaners cupboard","Amenity Areas / Kitchens etc"
"e43cf775-c854-5f3f-a43b-46c67146851f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Amenity Areas / Kitchens etc","Hot & Cold waterflow satisfactory, no water hammer"
"7273d46a-19da-5503-9527-14c48f1c5d40","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Amenity Areas / Kitchens etc","Water connection watertight, tap secure"
"78d13c10-789d-5f35-87c8-d2b96f76c1f3","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Amenity Areas / Kitchens etc","Waste connection watertight"
"7e7a5eaf-f2bc-5b43-9696-ecc9d8eb4840","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Amenity Areas / Kitchens etc","Dishwasher connection watertight"
"330e9b74-129f-5df7-9556-0d5425155411","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Amenity Areas / Kitchens etc","Wastemaster connection watertight"
"7ad44365-87db-50a8-9859-2771e081c1f6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Amenity Areas / Kitchens etc","Overflow connection watertight"
"c544fb13-7658-50a3-a104-1be81cd0d1d9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Amenity Areas / Kitchens etc","Waste clear, plug installed"
"9b57d30a-22ca-5c84-b7ee-f8c7a63a21d1","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Cleaners cupboard","Urinal"
"9d514edb-f7a0-5bb3-911d-642baae7c5c1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Urinal","Urinal is installed/secure and siliconed"
"0817449e-3c8c-5adc-b712-24c77870706f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Urinal","Water connection is watertight"
"c5e60675-d0f4-5716-be2e-5ce1be1b899f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Urinal","Waste connection watertight"
"8d15133c-c627-5a97-b579-14b02efc5453","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Urinal","Waste connection clear/drains efficiently"
"7a37108c-5b60-5523-b2bd-a2c7884fd23b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Urinal","Urinal flush sensor operating correctly"
"a48e72a4-9239-5714-9b6e-1274c4a72228","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Cleaners cupboard","Water Heater"
"473f8440-b72f-55c3-9403-2248df0ccf31","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Water Heater","Seismic Restraints installed"
"25a9058e-b4ca-53e8-a4c7-8f07bac79117","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Water Heater","Water meter installed"
"936137de-a9d5-5c85-b013-4bf74398fecb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Water Heater","Pipework securely fixed"
"119143bb-628c-50d9-8f5b-673c4d175f94","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Water Heater","Waste connection watertight"
"1ce40ffb-ff6e-5c2e-befa-9ae67774177a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Water Heater","Water temperature checked"
"64cd5862-5347-55dd-97dc-7552597a0f0b","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Cleaners cupboard","Handover"
"67525816-7d3c-579b-9dac-ed38c2fc7a23","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Handover","Area left clean and tidy"
"9ca0328e-8bc8-5bc5-936d-f4dd19bc5813","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Handover","ContractorVerification"
"057bc7e5-420e-5d79-9a0a-d1c7dfc5482d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Handover","Main Contractor verification"
"d215b613-dbc3-5e16-b7f7-3a0919400e0b","","holdpoint","not-started","","","TRUE","TRUE","Project QA","Fitoff","Cleaners cupboard","Handover","Plumbing Complete"
"b903fac9-e474-4edf-9ad6-c2506425916b","","checklist-sectioned","not-started","Fitoff Checklist","checklist","FALSE","FALSE","Project QA","Fitoff","Accessible bathroom"
"1d257956-d8bd-5877-95ee-1e6c1a71f981","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Accessible bathroom","Wash Hand Basin"
"6b425012-e243-57f2-b714-aa1cdb474300","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Wash Hand Basin","Basin level and secure"
