"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0a2ef68f-234f-4489-bf49-dbad693ac7dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0eed8881-9539-426c-ae07-54f99fd3fc01","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Documents for Reference"
"5a392417-1968-41f8-abb0-3ef9d1d26582","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Welder Certificates"
"10aded33-3c82-5163-80d4-c31281c16e56","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Welder Certificates","Please attach document here"
"146e238b-3017-4bf6-956c-4d5f0a72ff59","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Calibrations & Conformity"
"e5b52272-3964-5a06-8039-b9a81bc3178a","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Extruder Calibrations & Conformity","Please attach document here"
"00563a5c-4b02-4e95-9d5f-8cbd2c39a5bf","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Serial Numbers"
"36f526c9-4c51-587a-beca-717285bdd01f","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Extruder Serial Numbers","Please attach document here"
"d1532e47-1b04-43ad-8001-12fb6c49ddb8","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast "
"7afb8a54-6a37-5ea0-a665-a777304edf49","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast ","Please attach document here"
"24eca42d-d299-4b34-903f-0909d118411c","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Goodburn Spark Tester"
"478d1a02-83ec-5a0c-9796-2d9fc6b36ec1","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Goodburn Spark Tester","Please attach document here"
"64829cba-c0ac-4a08-8bb7-80c892b7810c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings."
"c9a11949-58e8-42c9-811d-dfe8d22e3480","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500"
"9dbd897b-1d95-4bf5-8466-d8dbc9d6856c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25"
"e66be270-6253-4536-8210-c9836126231d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25","Prestart"
"8a228b5f-e835-53d1-a0ce-845aee8d2029","","checkpoint-status","not-started","QA - Electronic Testing:19453674-2ea3-4669-9724-e1c6a622c590","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","776 to 800","Electronic Testing - Phase 2","All joints within the requirements of DVS 2227-1 Variant 2"
"36c0cd5b-ec2c-5450-b7cf-dd4072036cc2","","checkpoint-status","not-started","QA - Electronic Testing:e51263d5-f9a7-4c9a-99bc-6b405e53f549","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","776 to 800","Electronic Testing - Phase 2","Spark tester on site calibration completed every 2 days"
"dbc269cc-ba43-5cca-a1fa-55e2a8f4d7aa","","checkpoint-status","not-started","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","776 to 800","Electronic Testing - Phase 2","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"cdc6b4c9-fff8-59a2-bd0b-221bcceec17b","","checkpoint-status","not-started","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","776 to 800","Electronic Testing - Phase 2","Mark up panel layout of joints completed in Phase 1"
"f7b4b9a4-d717-5408-9baf-bae3dc5b0040","","checkpoint-status","not-started","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","776 to 800","Electronic Testing - Phase 2","Maximum asperities not greater than 6mm"
"25681114-f906-4ef3-9ec8-027eb19ba6c7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","776 to 800","Defect Repair"
"eec50eab-efdc-4578-afe3-67d785795862","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","801 to 825"
"afc8cea2-50df-49bd-b414-79de07467a57","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Prestart"
"4d1b91a9-2f0e-44df-a112-62986cce2291","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"4d31e881-6931-593a-baea-061c39e35c4b","","checkpoint-status","not-started","QA - Daily Prestart Checklist:b5a9a753-61bc-42fe-b0d6-ff4a0ccd84d1","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are all electrical tools and leads tagged and safe to use?"
"6837ea93-c777-557f-8bd6-585025b28053","","checkpoint-status","not-started","QA - Daily Prestart Checklist:2fc64f3c-d7ac-4920-82dd-8a1b710f87d3","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Prestart","Daily Prestart - Date: DD/MM/YYYY","Has the Daily Calibration of the electronic spark tester been completed?"
"d302b615-e068-5d13-a1e3-c9b84e497f4a","","checkpoint-status","not-started","QA - Daily Prestart Checklist:3ec57a31-9037-4421-bd0b-faec769fe45c","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are the Extruders calibration certs current?"
"3dc28e8e-2921-5b32-af58-b6ba71ae38ba","","checkpoint-status","not-started","QA - Daily Prestart Checklist:e17bf073-2d02-46c9-8a3b-418f00d7a739","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Prestart","Daily Prestart - Date: DD/MM/YYYY","Air temp"
"dbcc884d-634e-5b44-9eb5-f2336a020e45","","checkpoint-status","not-started","QA - Daily Prestart Checklist:27784ca0-5eb6-484e-a63a-b04e192b8ba4","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Prestart","Daily Prestart - Date: DD/MM/YYYY","Surface temp"
"7291b59f-24b7-515b-b142-f54e90e801dc","","checkpoint-status","not-started","QA - Daily Prestart Checklist:82347384-c20f-4eb9-a369-ec1e1106375c","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Prestart","Daily Prestart - Date: DD/MM/YYYY","Dew point"
"060646ef-fac0-5411-9add-a37b01ccda9b","","checkpoint-status","not-started","QA - Daily Prestart Checklist:ce0ca008-93d1-42fc-b4c2-b41451486c2b","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Prestart","Daily Prestart - Date: DD/MM/YYYY","Trial weld completed sucessfully and numbered?"
"152f0c27-9f65-467d-9489-c4cf8f02e101","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 1"
"63be5554-7ef5-5045-9053-be6ebfb3f19b","","checkpoint-status","pass","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 1","Rings"
"98deb251-036b-558c-ac13-c56c6d8c3c66","","checkpoint-status","pass","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 1","Material information"
"0cf31a55-0d67-5bed-a798-83063807e131","","checkpoint-status","pass","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 1","Ambient conditions"
"43aa4123-17ad-541d-ae97-e576008ac544","","checkpoint-status","pass","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 1","Panel"
"44afda9a-0598-5415-8c51-9ece7f2b8c24","","checkpoint-status","pass","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 1","Welding parameters - Extrudate"
"a10c7e27-f952-5087-9ab4-8e1491a4a7ee","","checkpoint-status","pass","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 1","Welding parameters - Hot air"
"dd7cb05d-897b-5b84-adcd-17685db406c1","","checkpoint-status","pass","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 1","Welding parameters - Speed"
"2871af1e-5f82-56ff-a83d-460071ac53f4","","checkpoint-status","pass","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 1","General Comments"
"ee7b9a17-18e3-4613-8fec-1fa9c4296982","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 2"
"d0ffea6c-c6a7-51a0-9952-4d8f6d8813a1","","checkpoint-status","not-started","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 2","Rings"
"fee0e505-3357-5e57-878f-75e47dfef4b0","","checkpoint-status","not-started","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 2","Material information"
"3ae31dd9-c255-57fb-9637-d8da2d9fef19","","checkpoint-status","not-started","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 2","Ambient conditions"
"1dbb7a2d-e286-5229-ab3c-cbf0fa74250a","","checkpoint-status","not-started","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 2","Panel"
"a59beae2-0490-57ad-b2d9-9c3c445ae6df","","checkpoint-status","not-started","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 2","Welding parameters - Extrudate"
"2f5cccdd-8bb3-5bda-90e1-16b21cdfc431","","checkpoint-status","not-started","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 2","Welding parameters - Hot air"
"4b95b9ba-0c5f-5020-bc8f-a0dde0734a2f","","checkpoint-status","not-started","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 2","Welding parameters - Speed"
"a831c8b7-78c0-54b5-b8fa-404de30268bc","","checkpoint-status","not-started","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Welding Record - Phase 2","General Comments"
"a140c7f5-bb2c-4144-9bcc-97927c0404c2","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 1"
"1ec2cd62-6112-5b62-a4ee-c97ab96686e1","","checkpoint-status","pass","QA - Electronic Testing:0b2a8e1a-d192-45c7-8e94-1f70f08bc73b","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 1","Weld shape - does the weld conform to the Variant 2 profile"
"7fa26aa8-1eea-5fd4-8406-c2d1e0e2298f","","checkpoint-status","pass","QA - Electronic Testing:de8ed336-a93c-4dea-9eaf-149a255b5a4a","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 1","Nominal thickness less than 6mm"
"55a98be6-561c-51e5-8154-8128a597cc91","","checkpoint-status","pass","QA - Electronic Testing:ec88f59f-2e4e-4649-bf4b-3888f94cd981","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 1","Visual inspection complete"
"3d64585a-196f-5975-90e5-c2cc7eb84960","","checkpoint-status","pass","QA - Electronic Testing:19453674-2ea3-4669-9724-e1c6a622c590","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 1","All joints within the requirements of DVS 2227-1 Variant 2"
"50ed9ff2-3a0f-5a44-af20-efadcb33472b","","checkpoint-status","pass","QA - Electronic Testing:e51263d5-f9a7-4c9a-99bc-6b405e53f549","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 1","Spark tester on site calibration completed every 2 days"
"85be792d-9438-58ce-9ba5-b20b415e32b5","","checkpoint-status","pass","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 1","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"cf021f11-9c9c-522b-87e3-5c1d29006bd9","","checkpoint-status","pass","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 1","Mark up panel layout of joints completed in Phase 1"
"bafc255d-ed7f-540a-a45e-0eff5e553099","","checkpoint-status","pass","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 1","Maximum asperities not greater than 6mm"
"32f1dd80-f2cb-4d04-b32e-86ee24ce0161","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 2"
"ff9f25c1-f539-5755-ba1d-7ce9dd6e1f11","","checkpoint-status","not-started","QA - Electronic Testing:0b2a8e1a-d192-45c7-8e94-1f70f08bc73b","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 2","Weld shape - does the weld conform to the Variant 2 profile"
"07bbc9c5-c86f-5fd5-9bd6-38e897bb8da4","","checkpoint-status","not-started","QA - Electronic Testing:de8ed336-a93c-4dea-9eaf-149a255b5a4a","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 2","Nominal thickness less than 6mm"
"b558b163-d5bf-5729-ad9c-543c90dbcbfb","","checkpoint-status","not-started","QA - Electronic Testing:ec88f59f-2e4e-4649-bf4b-3888f94cd981","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 2","Visual inspection complete"
"ed940076-d806-581c-9406-5622f7c82fb6","","checkpoint-status","not-started","QA - Electronic Testing:19453674-2ea3-4669-9724-e1c6a622c590","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 2","All joints within the requirements of DVS 2227-1 Variant 2"
"11f36ffa-c5e6-54ad-b374-116788b1ad83","","checkpoint-status","not-started","QA - Electronic Testing:e51263d5-f9a7-4c9a-99bc-6b405e53f549","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 2","Spark tester on site calibration completed every 2 days"
"371e4bd2-3aa9-53cb-a0e5-2f2e998fcbea","","checkpoint-status","not-started","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 2","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"56503244-7327-58a3-92d0-dc1ebe99ead3","","checkpoint-status","not-started","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 2","Mark up panel layout of joints completed in Phase 1"
"bd40c756-771f-5907-bc2c-c388e969e1e5","","checkpoint-status","not-started","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Electronic Testing - Phase 2","Maximum asperities not greater than 6mm"
"f1522f1e-8cef-4354-a477-a99a642615f9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Defect Repair"
"e9ba6263-e67e-41e6-94f8-643ce26dc1c5","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Daily Prestart - Date:16/6/23"
"73e91ffa-4cbc-52c1-b48b-d3e123ef30a9","","checkpoint-status","pass","QA - Daily Prestart Checklist:b5a9a753-61bc-42fe-b0d6-ff4a0ccd84d1","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Daily Prestart - Date:16/6/23","Are all electrical tools and leads tagged and safe to use?"
"116e6d7c-6a8b-5cd0-8acb-63005ebd8149","","checkpoint-status","pass","QA - Daily Prestart Checklist:2fc64f3c-d7ac-4920-82dd-8a1b710f87d3","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Daily Prestart - Date:16/6/23","Has the Daily Calibration of the electronic spark tester been completed?"
"332522d5-42cf-5674-b725-61f7782ee3f9","","checkpoint-status","pass","QA - Daily Prestart Checklist:3ec57a31-9037-4421-bd0b-faec769fe45c","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Daily Prestart - Date:16/6/23","Are the Extruders calibration certs current?"
"d015ad6f-cd48-5ea4-89e0-94ec540e9f57","","checkpoint-status","pass","QA - Daily Prestart Checklist:e17bf073-2d02-46c9-8a3b-418f00d7a739","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Daily Prestart - Date:16/6/23","Air temp"
"54d48c38-5fe4-5968-b4b7-7c82a187938a","","checkpoint-status","pass","QA - Daily Prestart Checklist:27784ca0-5eb6-484e-a63a-b04e192b8ba4","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Daily Prestart - Date:16/6/23","Surface temp"
"dec9505b-18d5-5ddc-a617-2ba84c673929","","checkpoint-status","pass","QA - Daily Prestart Checklist:82347384-c20f-4eb9-a369-ec1e1106375c","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Daily Prestart - Date:16/6/23","Dew point"
"99650c66-9159-5492-8b30-aecc1cfc1f52","","checkpoint-status","pass","QA - Daily Prestart Checklist:ce0ca008-93d1-42fc-b4c2-b41451486c2b","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","801 to 825","Daily Prestart - Date:16/6/23","Trial weld completed sucessfully and numbered?"
"2660912a-e458-426a-b1db-15b1e4640c6b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","826 to 850"
"4521dcc0-3ec8-4e79-9bdb-962ebf949f17","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Prestart"
"0092e268-7368-4c3e-9bd7-d3ff18f6d3ed","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"b2f408b1-c909-50e9-9505-402e8574966f","","checkpoint-status","not-started","QA - Daily Prestart Checklist:b5a9a753-61bc-42fe-b0d6-ff4a0ccd84d1","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are all electrical tools and leads tagged and safe to use?"
"0b794f6c-9b41-5444-8428-e97b54ad5439","","checkpoint-status","not-started","QA - Daily Prestart Checklist:2fc64f3c-d7ac-4920-82dd-8a1b710f87d3","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Prestart","Daily Prestart - Date: DD/MM/YYYY","Has the Daily Calibration of the electronic spark tester been completed?"
"691c1b0e-13cd-592a-b76a-e140240d99bb","","checkpoint-status","not-started","QA - Daily Prestart Checklist:3ec57a31-9037-4421-bd0b-faec769fe45c","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are the Extruders calibration certs current?"
"4c71a874-409a-5029-aa21-17f5fc43403b","","checkpoint-status","not-started","QA - Daily Prestart Checklist:e17bf073-2d02-46c9-8a3b-418f00d7a739","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Prestart","Daily Prestart - Date: DD/MM/YYYY","Air temp"
"1da9a7c1-7600-5f83-933b-317061374ed5","","checkpoint-status","not-started","QA - Daily Prestart Checklist:27784ca0-5eb6-484e-a63a-b04e192b8ba4","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Prestart","Daily Prestart - Date: DD/MM/YYYY","Surface temp"
"0fb90bce-9bae-5998-83ee-f3b3296a122f","","checkpoint-status","not-started","QA - Daily Prestart Checklist:82347384-c20f-4eb9-a369-ec1e1106375c","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Prestart","Daily Prestart - Date: DD/MM/YYYY","Dew point"
"cd5ae686-f8dd-56f0-aa2d-14acb24f319b","","checkpoint-status","not-started","QA - Daily Prestart Checklist:ce0ca008-93d1-42fc-b4c2-b41451486c2b","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Prestart","Daily Prestart - Date: DD/MM/YYYY","Trial weld completed sucessfully and numbered?"
"482864ec-17b7-42c2-9b00-7a3e9416c458","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 1"
"65e87a23-7aab-5996-a81e-4866a759fcbc","","checkpoint-status","pass","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 1","Rings"
"d364ebec-e1bf-5ba4-be0c-c0253fe2d5da","","checkpoint-status","pass","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 1","Material information"
"d8174546-890f-5cd6-945a-86247605e7bf","","checkpoint-status","pass","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 1","Ambient conditions"
"a2b6a0d4-944f-53e7-8c3b-0ab507fa9b24","","checkpoint-status","pass","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 1","Panel"
"aba6c63c-88d5-553b-8368-b554250dbb67","","checkpoint-status","pass","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 1","Welding parameters - Extrudate"
"cb1e31e6-a1ae-519c-8e05-7e2495c0e8fd","","checkpoint-status","pass","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 1","Welding parameters - Hot air"
"d6bdf054-cf58-5465-b0be-3efe433e1513","","checkpoint-status","pass","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 1","Welding parameters - Speed"
"dc7cee8b-69f4-5396-8d7f-3406e4c91b62","","checkpoint-status","pass","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 1","General Comments"
"e404b4f4-54b0-4ebe-8518-20d7817d77c7","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 2"
"1a71a85d-a268-509a-9bb7-684b760dedb3","","checkpoint-status","not-started","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 2","Rings"
"6c1b4968-0e57-59ff-bd04-09163b806e37","","checkpoint-status","not-started","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 2","Material information"
"4a44167a-f739-59f9-a64c-a9158a640672","","checkpoint-status","not-started","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 2","Ambient conditions"
"9643831e-b419-5e48-8b41-b0a419f7e105","","checkpoint-status","not-started","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 2","Panel"
"91b260de-619c-5519-8ed8-e6211b36e20f","","checkpoint-status","not-started","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 2","Welding parameters - Extrudate"
"8c73497d-e56a-51e0-af74-1483103d9c3f","","checkpoint-status","not-started","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 2","Welding parameters - Hot air"
"4b02fd5c-e691-5da8-885f-3b0f07cf7e18","","checkpoint-status","not-started","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 2","Welding parameters - Speed"
"a03566fa-afae-5dbb-b391-2f8a9fb70c37","","checkpoint-status","not-started","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 501 - 1000","826 to 850","Welding Record - Phase 2","General Comments"
