Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id,,,,,,,,,,,,,,,,
label,53cfa271-823f-50b5-8722-26133a4bf96a,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,b88d9746-7388-5948-82e4-5f00ca1941fe,,note,Frequency - Each Layer,,,,,,,,,,,,,,,,,,,,,,,
label,9d067b5f-d178-5bc3-9749-990bf722c449,,note,Activity - C,,,,,,,,,,,,,,,,,,,,,,,
label,ee4b6e92-e71f-56b9-a5fc-a3b9e7f8a90a,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.05.06 - Excessive Compaction of Drainage Material,,,,,,,,,,,,,,,,,,,,,,,
label,a732c48e-a3d8-5780-a155-b798ea1d67d8,,note,"Acceptance / Conformance Criteria - The nominated Contractor shall ensure excessive compaction is avoided as this may reduce drain permeability. The nominated Contractor shall avoid damage to pipes. If pipes are damaged, they shall be removed and replaced.",,,,,,,,,,,,,,,,,,,,,,,
label,92bf3a24-e3f9-59d3-83bb-fcdf0f297b4d,,note,Standard / Specification - 14AED/AD4 -C -034.14.5,,,,,,,,,,,,,,,,,,,,,,,
label,68c50a28-355e-5e62-bce6-5b1b25656a2c,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,516c8400-8ecf-5645-89ae-2c9f8345237c,,note,Frequency - Each Layer,,,,,,,,,,,,,,,,,,,,,,,
label,0cc96ea8-33ae-5a55-b0bd-12db06cff301,,note,Activity - M,,,,,,,,,,,,,,,,,,,,,,,
label,fb96146d-bf84-5bc2-9105-75b418373dbb,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.05.07 - Surface Drainage,,,,,,,,,,,,,,,,,,,,,,,
label,76dcbe4e-5c95-5817-99ce-2c1c5ceb0ed7,,note,Acceptance / Conformance Criteria - Construction of drainage works shall be staged such that sub-surface drains do not act as surface drains or can be otherwise contaminated by siltation or vehicle trafficking prior to placement of buttressing bulk fill.,,,,,,,,,,,,,,,,,,,,,,,
label,ddf166f2-fa81-5b20-84a8-3a2dbd875ac6,,note,Standard / Specification - 14AED/AD4 -C -034.14.5,,,,,,,,,,,,,,,,,,,,,,,
label,488e1bc9-14ab-5ffa-b438-eecd84591e1a,,note,Verifying Document - Construction Pack,,,,,,,,,,,,,,,,,,,,,,,
label,9930975a-7905-563d-a423-b7c1c462cbc5,,note,Frequency - Prior to works,,,,,,,,,,,,,,,,,,,,,,,
label,2864f14f-64ef-5393-8f75-da122508bd01,,note,Activity - M,,,,,,,,,,,,,,,,,,,,,,,
label,0722d426-3fb9-5009-a884-ede6fffecedf,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,,,section,5.06 Subsoil Drainage,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.06.01 - Subsoil Drainage Timing,,,,,,,,,,,,,,,,,,,,,,,
label,75f3e9ee-25f7-5826-8c75-2ffed60eca01,,note,Acceptance / Conformance Criteria - The subsoil drainage system shall be installed prior to the commencement of filling operations.,,,,,,,,,,,,,,,,,,,,,,,
label,6784c83d-cea8-50f5-94a0-620fb66515d6,,note,Standard / Specification - 14AED/AD4-C - 030.12,,,,,,,,,,,,,,,,,,,,,,,
label,55be2569-ac3c-502b-9bf6-2da2ecf79d53,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,f9348170-f099-557f-a7a7-956ace725c51,,note,Frequency - Prior to the commencement of filling,,,,,,,,,,,,,,,,,,,,,,,
label,8c1d76aa-485c-5a72-bd4b-035a4f228519,,note,Activity - R,,,,,,,,,,,,,,,,,,,,,,,
label,4b9c23b9-9f54-5696-bfa3-89643d2f776d,,note,By - PE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.06.02 - Installation of all new drainage pipes Inspection,,,,,,,,,,,,,,,,,,,,,,,
label,d693e1ae-099b-5903-b923-e8e7dd5d3b7b,,note,"Acceptance / Conformance Criteria - Installation of all new drainage pipes in buttress, prior to backfilling must be inspected by the Engineer prior to further work being carried out in the area.",,,,,,,,,,,,,,,,,,,,,,,
label,62a1b8aa-4ed8-5c8e-8188-edba59a3253d,,note,Standard / Specification - 14AED/AD4-C - 030.3 / 040.4.1,,,,,,,,,,,,,,,,,,,,,,,
label,32e8b8d8-e779-55f3-94a9-ff45e4abf2f2,,note,Verifying Document - Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,
label,01601da6-bf7f-5740-8084-f152224f7823,,note,Frequency - 48 Hours Notice Prior to Each Occurrence,,,,,,,,,,,,,,,,,,,,,,,
label,529b0121-b9fa-5fe0-8f2e-8148effc8664,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,80bf2c5d-515f-52f8-bd51-deb13c7c7fa4,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.06.03 - Subsoil Drainage Grading,,,,,,,,,,,,,,,,,,,,,,,
label,287170d4-6671-5c2f-9778-a18bb239e734,,note,Acceptance / Conformance Criteria - The subsoil drains and collector pipe shall be uniformly graded to ensure they do not hold water and evenly jointed to ensure unimpeded flow.,,,,,,,,,,,,,,,,,,,,,,,
label,70ca9733-ce29-5b18-870f-775896c8be3a,,note,Standard / Specification - 14AED/AD4-C - 030.12,,,,,,,,,,,,,,,,,,,,,,,
label,63246c01-9d18-5195-8ca9-1440a7946438,,note,Verifying Document - Survey Records,,,,,,,,,,,,,,,,,,,,,,,
label,0f8cc2b4-0dc5-5391-8168-d3736e8f5561,,note,Frequency - During Installation,,,,,,,,,,,,,,,,,,,,,,,
label,aff83b2f-8ed7-59cb-b768-fd6ec3d8aabb,,note,Activity - D,,,,,,,,,,,,,,,,,,,,,,,
label,94b76eae-c5eb-55ef-bd78-a974d3e93b78,,note,By - SV,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.06.04 - Bedding for Pipes,,,,,,,,,,,,,,,,,,,,,,,
label,a6c9c0f9-8f29-535f-8998-3b01cbef8113,,note,Acceptance / Conformance Criteria - Embedment material for drainage pipes within the buttress shall comprise Zone F3 drainage material.,,,,,,,,,,,,,,,,,,,,,,,
label,67906667-1e7d-5ec8-b166-706da51f8b78,,note,Standard / Specification - 14AED/AD4-C - 040.4.3,,,,,,,,,,,,,,,,,,,,,,,
label,4bd1dda1-23b7-5883-b4d8-73ecd917ad6b,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,881d0089-7906-5d07-bf0c-1631f668e533,,note,Frequency - Each Pipe,,,,,,,,,,,,,,,,,,,,,,,
label,9111df0c-f868-57cf-9b78-55a20d8ee07f,,note,Activity - I,,,,,,,,,,,,,,,,,,,,,,,
label,0b43484b-dba6-522e-b167-17c8d4a83dea,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
checklist-sectioned,,,checklist,DS2672-ITP-S112 - Buttress Fill Inspection and Test Plan - Rev 2,itp,,,,Yes,DS2672-ITP-S112 - Buttress Fill Inspection and Test Plan - Rev 2,5aef567f-d59a-4fa0-984d-9aaf58c01350,,,,,,,,,,,,,,,,
checkpoint-group,,,section,5.04 Placement and Compaction of Fill General,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.04.02 - Surface Water Control,,,,,,,,,,,,,,,,,,,,,,,
label,3158d5da-edb3-5c09-a61f-222d9ddba844,,note,"Acceptance / Conformance Criteria - Cut and fill areas shall be sloped and graded adequately so that they do not pond stormwater, and drains shall be installed as necessary on a regular basis to deflect run off from the areas of operation, or to drain ponded water as soon as ponds are seen to develop.",,,,,,,,,,,,,,,,,,,,,,,
label,f4e10a1a-46ea-5c20-bd12-01fc733c8ada,,note,Standard / Specification - 14AED/AD4-C - 034.14.1,,,,,,,,,,,,,,,,,,,,,,,
label,aba63b5a-7a8b-513e-b4ca-66620e92c40b,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,188f1b95-3b4c-5817-b726-065cf6d9e45d,,note,Frequency - Daily,,,,,,,,,,,,,,,,,,,,,,,
label,07267c16-4fdc-5782-ba8d-9a248f72dd67,,note,Activity - R,,,,,,,,,,,,,,,,,,,,,,,
label,bbe668f6-172b-5cdc-a3f8-76bc0c7f1767,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.04.03 - Wet Weather,,,,,,,,,,,,,,,,,,,,,,,
label,8288d616-7a3e-5cba-98bd-92dcbec2adb1,,note,Acceptance / Conformance Criteria - No fill shall be placed during periods of wet weather.,,,,,,,,,,,,,,,,,,,,,,,
label,fde4c2a6-5083-50b3-99e3-ce471dbc9ed8,,note,Standard / Specification - 14AED/AD4-C - 034.14.1,,,,,,,,,,,,,,,,,,,,,,,
label,f2c65ba1-423c-506e-8d5c-0d520b8321e0,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,2b8a621f-ad30-55ab-8799-a128a27c8296,,note,Frequency - Daily,,,,,,,,,,,,,,,,,,,,,,,
label,67942368-38c1-5d2d-9e5e-837b3ef8bf76,,note,Activity - M,,,,,,,,,,,,,,,,,,,,,,,
label,05fb9376-94f4-5bc5-a617-2df857ad38bd,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.04.04 - Extended Wet Weather Resumption Approval,,,,,,,,,,,,,,,,,,,,,,,
label,b79473a8-a168-51a0-ac14-5ec2c98d0734,,note,"Acceptance / Conformance Criteria - In the event of fill operations ceasing in any area on account of wet weather or for more than one week for any reason, the nominated Contractor shall obtain the Engineer’s approval of the conditions of the fill surface before recommencing fill operations.",,,,,,,,,,,,,,,,,,,,,,,
label,84c575a9-cd67-5b4e-bf50-839bd57d6cc1,,note,Standard / Specification - 14AED/AD4-C - 034.14.1,,,,,,,,,,,,,,,,,,,,,,,
label,2d344b37-257d-5fde-9b60-bddfa26b8831,,note,Verifying Document - Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,
label,9a1e4f11-92cc-591f-967b-94cc3a45b245,,note,Frequency - Each Occurrence,,,,,,,,,,,,,,,,,,,,,,,
label,7b930b33-cf9f-524e-94c3-8fed0bbe71cd,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,b1e9094e-005f-584b-a27c-f8a212ecaae6,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.04.05 - Compaction Adjacent to Retaining Structures,,,,,,,,,,,,,,,,,,,,,,,
label,a4b276cf-7000-5638-a4d2-cb8caa49512f,,note,Acceptance / Conformance Criteria - Rollers shall not be operated within 2m of retaining walls with placement of fill in 200mm maximum thickness lifts and compaction shall be via hand equipment or a small roller without vibration.,,,,,,,,,,,,,,,,,,,,,,,
label,e976cb37-d878-54d3-b436-aaf0f6418255,,note,Standard / Specification - 14AED/AD4-C - 034.14.3,,,,,,,,,,,,,,,,,,,,,,,
label,4e574152-2fd2-560f-88e6-217521e5c8cb,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,962c55e3-1bdc-5a73-a358-d7e26d24fdb3,,note,Frequency - Each Structure,,,,,,,,,,,,,,,,,,,,,,,
label,386d2d01-6d1e-5aac-8757-7b319c50cd56,,note,Activity - V,,,,,,,,,,,,,,,,,,,,,,,
label,718bbe05-8802-53e3-b2a3-9c9ed9fd6345,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,,,section,5.07 Buttress Fill Placement and Compaction,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.07.01 - Start of the buttress filling Inspection,,,,,,,,,,,,,,,,,,,,,,,
label,7b72f12d-38c7-5d15-be21-cabdc6f089a5,,note,Acceptance / Conformance Criteria - Start of the buttress filling operation must be inspected by the Engineer prior to further work being carried out in the area.,,,,,,,,,,,,,,,,,,,,,,,
label,f36880d9-1d1f-5758-92e7-02788db5d4b0,,note,Standard / Specification - 14AED/AD4-C - 030.3,,,,,,,,,,,,,,,,,,,,,,,
label,b83f72c0-5add-5941-baee-53c3595bdc7b,,note,Verifying Document - Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,
label,810203bc-f7ae-52b2-b96c-49c187669dce,,note,Frequency - 48 Hours Notice Prior to Each Occurrence,,,,,,,,,,,,,,,,,,,,,,,
label,c045f048-df8a-533f-9d1b-aeab0f8ac2e7,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,1cb547f1-4e1f-545f-b47d-6fd0384b03a1,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.07.02 - Compaction Effort,,,,,,,,,,,,,,,,,,,,,,,
label,8ca39fbe-e24f-5bd8-abcb-3541ba8bcf1b,,note,"Acceptance / Conformance Criteria - Compaction of granular earthfill shall be carried out using a 10-tonne (minimum static weight), smooth steel drum vibrating roller, or approved equivalent and shall be demonstrated and conformance confirmed via a compaction trial.",,,,,,,,,,,,,,,,,,,,,,,
label,ac0ef6e7-e808-5c4c-9938-a7efbf843eba,,note,Standard / Specification - 14AED/AD4-C - 034.14.2,,,,,,,,,,,,,,,,,,,,,,,
label,77553483-cbd3-5cbf-ab9b-72cf87b85f20,,note,Verifying Document - Site Records / Compaction Trial,,,,,,,,,,,,,,,,,,,,,,,
label,d7964f68-66b1-5a64-9e83-8e2e947013c1,,note,Frequency - Prior to Works,,,,,,,,,,,,,,,,,,,,,,,
label,511c4797-5245-5300-b2eb-ac806df7a530,,note,Activity - V,,,,,,,,,,,,,,,,,,,,,,,
label,c618cbc6-78c6-58ae-ba2b-8048c2191e60,,note,By - PE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.07.03 - Buttress Fill,,,,,,,,,,,,,,,,,,,,,,,
label,9490fd2d-6916-5a07-8a2d-83957ac57c8c,,note,"Acceptance / Conformance Criteria - Each fill layer for dam fill shall be given the higher of the trail result or four passes with vibration, even if the acceptance standard is met with fewer passes. No pumping of weaving of granular fill is permitted.",,,,,,,,,,,,,,,,,,,,,,,
label,306ed567-9939-5d76-b0f4-812cc0d48117,,note,Standard / Specification - 14AED/AD4 -C - 034.14.4 / 034.14.1,,,,,,,,,,,,,,,,,,,,,,,
label,1fe7c088-9374-5958-868d-56f4b82d9d1f,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,b57db6c7-4921-5a3d-83a0-d0fcf3699d56,,note,Frequency - Each layer,,,,,,,,,,,,,,,,,,,,,,,
label,75f7a412-b9f0-57e2-ba78-ecc64b831fbf,,note,Activity - V,,,,,,,,,,,,,,,,,,,,,,,
label,bb006b6a-ec3f-5a8a-9eb6-9a05465245f2,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.07.04 - Borrow Fill Moisture Content,,,,,,,,,,,,,,,,,,,,,,,
label,97a39c37-4e17-56b6-b3a6-86d256ffb9c1,,note,Acceptance / Conformance Criteria - Prior to removal of material from a borrow area wet or dry the material to a uniform moisture content close to optimum for the material.,,,,,,,,,,,,,,,,,,,,,,,
label,86d55614-e01b-54da-a7c5-65cfebbb2879,,note,Standard / Specification - 14AED/AD4-C - 034.14.2,,,,,,,,,,,,,,,,,,,,,,,
label,37b1e68c-b2e8-50b1-991a-0ba00529f583,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,d6a1a35c-2e9d-5cd7-ba25-f4e302a1a250,,note,Frequency - Daily,,,,,,,,,,,,,,,,,,,,,,,
label,20e0b31e-528e-560d-a9ba-b2d1d856f04d,,note,Activity - C,,,,,,,,,,,,,,,,,,,,,,,
label,7cbc9e11-a4d9-5ceb-a13a-a26ff8bfd4cd,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.07.05 - Placement and Compaction of Dam Fill,,,,,,,,,,,,,,,,,,,,,,,
label,ab913350-79ab-5015-815d-13399b661de0,,note,Acceptance / Conformance Criteria - Spread out the fill in a layer of uniform loose thickness. Loose layer thickness shall not exceed 300mm for granular earthfill.,,,,,,,,,,,,,,,,,,,,,,,
label,e18e79ca-69ca-5cc9-a3e3-6d4e44fcbd6f,,note,Standard / Specification - 14AED/AD4-C - 034.14.2,,,,,,,,,,,,,,,,,,,,,,,
label,f8683c7a-8f6f-5798-bbf9-858ca051b351,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,dc33ad33-1408-5393-8b12-6195cf81bdd8,,note,Frequency - Each layer,,,,,,,,,,,,,,,,,,,,,,,
label,bd028218-6a69-538f-a27a-599b14cd6ee3,,note,Activity - V,,,,,,,,,,,,,,,,,,,,,,,
label,ae19eb77-b7ea-522f-acd1-1afbe51d830c,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.07.06 - Buttress Fill Compaction,,,,,,,,,,,,,,,,,,,,,,,
label,5b3ee45f-36b4-5e40-bf9c-5a4aace207fd,,note,Acceptance / Conformance Criteria - Buttress Fill shall be compacted to an average density to 97%MDD and a minimum of 95%MDD for any one test over 10 consecutive test sets. A set of tests shall comprise two or more individual tests made within an area of 0.5m². In-situ moisture/ density (NDM method with laboratory moisture content),,,,,,,,,,,,,,,,,,,,,,,
label,dc22b787-7807-57df-a314-3efa4b66d4a3,,note,Standard / Specification - 14AED/AD4-C - 034.14.4 / 030.18.1,,,,,,,,,,,,,,,,,,,,,,,
label,6822fe3c-2b12-5157-bed5-87a0536630e3,,note,Verifying Document - NDM Records,,,,,,,,,,,,,,,,,,,,,,,
label,0e991da7-4fec-5c6f-add3-848bc1fdebc1,,note,Frequency - 10 tests (5 sets) per 500mm placed,,,,,,,,,,,,,,,,,,,,,,,
label,65a80934-bc11-5c6a-846e-d8d06425aedb,,note,Activity - I,,,,,,,,,,,,,,,,,,,,,,,
label,c12c4205-280e-5f80-a686-23e63ae219bb,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
label,56891694-1c26-5cf3-b17c-74924cd5eebb,,note,Comments / Closeout Details - RFI With Kerry B.,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.07.07 - Buttress Fill Proof Rolling,,,,,,,,,,,,,,,,,,,,,,,
label,e984571b-2e0f-5971-9c60-5b6e88fb3051,,note,Acceptance / Conformance Criteria - The deflection of the compacted fill surface for any lift during a proof roll with a 10t smooth drum roller shall be less than 7mm.,,,,,,,,,,,,,,,,,,,,,,,
label,8690bed0-2cb4-5b60-a3ae-a0073eda6e19,,note,Standard / Specification - 14AED/AD4-C - 034.14.4 / 030.18.1,,,,,,,,,,,,,,,,,,,,,,,
label,8ef62e97-1ddc-5bba-9243-c90cf5c5cd21,,note,Verifying Document - Proof Roll,,,,,,,,,,,,,,,,,,,,,,,
label,07595c2a-a86f-5e48-8ddc-f1939b5f1864,,note,Frequency - Each layer,,,,,,,,,,,,,,,,,,,,,,,
label,1d5ad4b4-176a-5287-8749-32936572ea00,,note,Activity - I,,,,,,,,,,,,,,,,,,,,,,,
label,75807b09-fb09-5f01-9a73-9c2922f44392,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.07.08 - Steep Slope Key,,,,,,,,,,,,,,,,,,,,,,,
label,e6e7ab9e-3f83-5a0c-8bc5-76b2b71ddf72,,note,"Acceptance / Conformance Criteria - Where dam fill abuts sloping ground steeper than 18º (1V:3H), the natural ground or fill being filled against shall be keyed in. The horizontal width of the key shall be equal to the thickness of the compacted layer.",,,,,,,,,,,,,,,,,,,,,,,
label,a4ce453d-dcea-526d-8c4a-9e56a51b5c27,,note,Standard / Specification - 14AED/AD4-C - 034.14.2,,,,,,,,,,,,,,,,,,,,,,,
label,8be2718f-ef59-5a8f-9294-ab5ceab9c5d7,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,3234e5c6-01d3-5904-b025-86c0a8e7d930,,note,Frequency - Each Occurrence,,,,,,,,,,,,,,,,,,,,,,,
label,c4d1431d-a736-5880-a133-2af32483e64f,,note,Activity - C,,,,,,,,,,,,,,,,,,,,,,,
label,04221e0b-2216-5bc3-a6bc-d7c0cc7d4bb0,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.07.09 - Overfilling dam embankments,,,,,,,,,,,,,,,,,,,,,,,
label,6013f93a-361f-53a8-af45-ade197347b98,,note,"Acceptance / Conformance Criteria - During construction, the batters shall be overfilled by a minimum of 1m (horizontal), and this overfill should be pulled up by digger, and used as the final lift(s) of fill on the dam crest.",,,,,,,,,,,,,,,,,,,,,,,
label,0263a85d-fdeb-5ae1-80fb-094643fa2c14,,note,Standard / Specification - 14AED/AD4-C - 034.14.2,,,,,,,,,,,,,,,,,,,,,,,
label,1510412c-0dbf-5c01-bac0-d74b6263bbff,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,e819f8a5-4cab-5cb9-b0c7-93f4d854ba0e,,note,Frequency - Final Embankment Layer,,,,,,,,,,,,,,,,,,,,,,,
label,dd7ffd04-fc99-5ad7-bbc4-a47f54cb01ae,,note,Activity - C,,,,,,,,,,,,,,,,,,,,,,,
label,bfa8794e-60b2-5a30-9269-77839b0f3d90,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.07.10 - Dam Fill Tolerances and Profiles,,,,,,,,,,,,,,,,,,,,,,,
label,d15f2135-be49-53ae-a7e0-3503698794c3,,note,"Acceptance / Conformance Criteria - The finished tolerances for the dam crest level is -0/+200mm. For upstream and downstream batters finished tolerances are –100/+200mm (vertical height), and the surface shall be visually regular.",,,,,,,,,,,,,,,,,,,,,,,
label,5058168d-0340-592e-af86-46a21becc09e,,note,Standard / Specification - 14AED/AD4-C - 030.14.8,,,,,,,,,,,,,,,,,,,,,,,
label,c7e845c2-28f1-53ff-863e-f56b29d7c60f,,note,Verifying Document - Survey Records,,,,,,,,,,,,,,,,,,,,,,,
label,cf55bb15-dd95-5ff2-a5ee-5830555826dd,,note,Frequency - Finished Fill,,,,,,,,,,,,,,,,,,,,,,,
label,bd61904d-6bab-50e7-bb58-d01272a360f8,,note,Activity - D,,,,,,,,,,,,,,,,,,,,,,,
label,84046aa1-a76d-5935-a0eb-c62b84ca14d8,,note,By - SV,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.07.11 - Completed buttressing works Inspection,,,,,,,,,,,,,,,,,,,,,,,
label,1cbd3705-0e7a-511a-b9ee-164f2459a494,,note,Acceptance / Conformance Criteria - Completion of buttressing works to final level must be inspected by the Engineer prior to further work being carried out in the area.,,,,,,,,,,,,,,,,,,,,,,,
label,621e1874-1659-54f0-9c32-f6069a4d20db,,note,Standard / Specification - 14AED/AD4-C - 030.3,,,,,,,,,,,,,,,,,,,,,,,
label,ae8d760f-fc39-5f6a-828f-bc171406d821,,note,Verifying Document - Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,
label,28ea9a58-260d-54dd-b2c9-441a7da60a8b,,note,Frequency - 48 Hours Notice Prior to Each Occurrence,,,,,,,,,,,,,,,,,,,,,,,
label,ff864455-0759-5605-9131-adf97a8a9d7e,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,4190d018-18c8-5575-9404-23bd3fcfe7cf,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
