type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - H,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,3.3 - Inspection of Air valve for any sign of transit damage,,,,,,,,,
label,Inspection Point: Quality Control Activity - Visual check for paint coating damage and or any mechanical damage,,,,,,,,,
label,Acceptance Criteria - No chips to protective coating and any mechanical damage,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,3.4 - Fitment - Spatial constraints,,,,,,,,,
label,Inspection Point: Quality Control Activity - Verify air valves will physically fit into existing locations,,,,,,,,,
label,Acceptance Criteria - Measure & Check,,,,,,,,,
label,Verifying Document - This ITP. Notify Engineer of any locations where this is not achievable,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection + Photograph + Written (if applicable)",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - CR,,,,,,,,,
checkpoint-no-status,Note:,,,,,,,,,
label,Air Valve 1 & Valve Position Indicator 1 are to be fitted to Control Valve 1 (200mm dia),,,,,,,,,
section,SECTION 4 – IN-PROCESS INSPECTIONS,,,,,,,,,
checkpoint,4.1 - Connection to Wingatui Valve Chamber - Valve 1,,,,,,,,,
label,Inspection Point: Quality Control Activity - Air Valve 1 is installed in vertical position,,,,,,,,,
label,Acceptance Criteria - Air Valve is installed leak free & free of obstruction. Installation as per Manufacturers instructions,,,,,,,,,
label,Verifying Document - Visual Assessment,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.2 - Connection to Wingatui Valve Chamber - Valve 1,,,,,,,,,
label,Inspection Point: Quality Control Activity - Valve Position Indicator 1 is installed in vertical position,,,,,,,,,
label,Acceptance Criteria - Valve position Indicator is installed leak free & free of obstruction. Installation as per Manufacturers instructions,,,,,,,,,
label,Verifying Document - Visual Assessment,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - Red pen Mark up,,,,,,,,,
label,Inspection Point: Quality Control Activity - Record Serial Numbers (if applicable) in comments section below,,,,,,,,,
label,Acceptance Criteria - At completion of all items on this ITP identifying Air vent 1 make & Model at each location,,,,,,,,,
label,Verifying Document - Red line mark up drawing / This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,5.2 - Red pen Mark up,,,,,,,,,
label,Inspection Point: Quality Control Activity - Record Serial Numbers (if applicable) in comments section below,,,,,,,,,
label,Acceptance Criteria - At completion of all items on this ITP identifying Valve Position Indicator 1 make & Model at each location,,,,,,,,,
label,Verifying Document - Red line mark up drawing / This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint-no-status,Air Release Valve / Valve position indicator,,,,,,,,,
textbox,Air Release Valve - Manufacturer:,,,,,,,,,
textbox,Air Release Valve - Model:,,,,,,,,,
textbox,Air Release Valve - Serial:,,,,,,,,,
textbox,Valve position indicator - Manufacturer:,,,,,,,,,
textbox,Valve position indicator - Model:,,,,,,,,,
textbox,Valve position indicator - Serial:,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,561483-ITP-001.7 - Air Valve - Delivery & Installation,itp,,,,,561483-ITP-001.7 - DRAFT - Installation of Wingatui Chamber Air Valve2 - HOLD POINT,,,
section,SECTION 3 – RECEIVING INSPECTIONS,,,,,,,,,
checkpoint,3.1 - Take delivery of air valve 2,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - H,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,3.2 - Take delivery of valve position inticator 2,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - H,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,3.3 - Inspection of Air valve for any sign of transit damage,,,,,,,,,
label,Inspection Point: Quality Control Activity - Visual check for paint coating damage and or any mechanical damage,,,,,,,,,
label,Acceptance Criteria - No chips to protective coating and any mechanical damage,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,3.4 - Fitment - Spatial constraints,,,,,,,,,
label,Inspection Point: Quality Control Activity - Verify air valves will physically fit into existing locations,,,,,,,,,
label,Acceptance Criteria - Measure & Check,,,,,,,,,
label,Verifying Document - This ITP. Notify Engineer of any locations where this is not achievable,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection + Photograph + Written (if applicable)",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - CR,,,,,,,,,
checkpoint-no-status,Note:,,,,,,,,,
label,Air Valve 2 & Valve Position Indicator 2 are to be fitted to Control Valve 2 (250mm dia),,,,,,,,,
section,SECTION 4 – IN-PROCESS INSPECTIONS,,,,,,,,,
checkpoint,4.1 - Connection to Wingatui Valve Chamber - Valve 2,,,,,,,,,
label,Inspection Point: Quality Control Activity - Air Valve 2 is installed in vertical position,,,,,,,,,
label,Acceptance Criteria - Air Valve is installed leak free & free of obstruction. Installation as per Manufacturers instructions,,,,,,,,,
label,Verifying Document - Visual Assessment,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.2 - Connection to Wingatui Valve Chamber - Valve 2,,,,,,,,,
label,Inspection Point: Quality Control Activity - Valve Position Indicator 2 is installed in vertical position,,,,,,,,,
label,Acceptance Criteria - Valve position Indicator is installed leak free & free of obstruction. Installation as per Manufacturers instructions,,,,,,,,,
label,Verifying Document - Visual Assessment,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - Red pen Mark up,,,,,,,,,
label,Inspection Point: Quality Control Activity - Record Serial Numbers (if applicable) in comments section below,,,,,,,,,
label,Acceptance Criteria - At completion of all items on this ITP identifying Air vent 2 make & Model at each location,,,,,,,,,
label,Verifying Document - Red line mark up drawing / This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,5.2 - Red pen Mark up,,,,,,,,,
label,Inspection Point: Quality Control Activity - Record Serial Numbers (if applicable) in comments section below,,,,,,,,,
label,Acceptance Criteria - At completion of all items on this ITP identifying Valve Position Indicator 2 make & Model at each location,,,,,,,,,
label,Verifying Document - Red line mark up drawing / This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint-no-status,Air Release Valve / Valve position indicator,,,,,,,,,
textbox,Air Release Valve - Manufacturer:,,,,,,,,,
textbox,Air Release Valve - Model:,,,,,,,,,
textbox,Air Release Valve - Serial:,,,,,,,,,
textbox,Valve position indicator - Manufacturer:,,,,,,,,,
textbox,Valve position indicator - Model:,,,,,,,,,
textbox,Valve position indicator - Serial:,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,561483-ITP-002.1 - Valve - Delivery & Installation,itp,,,,,561483-ITP-002.1 - DRAFT - Wingatui Valve 1 Valve installation - HOLD POINT,,,
section,SECTION 3 – RECEIVING INSPECTIONS,,,,,,,,,
checkpoint,3.1 - Take delivery of valve 1 assembly,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct and all components are delivered and are damage free,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications. Advice from ClaVal,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
checkpoint,3.2 - Take Delivery of Valve position indicator,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct and all components are delivered and are damage free,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications. Advice from ClaVal,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
checkpoint,3.3 - Take Delivery of Air Release Valve,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct and all components are delivered and are damage free,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications. Advice from ClaVal,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
checkpoint-no-status,Note:,,,,,,,,,
label,Downer HS&E to assess as to whether Valve chamber is Confined Space.,,,,,,,,,
section,SECTION 4 – IN-PROCESS INSPECTIONS,,,,,,,,,
checkpoint,4.1 - Shutdown preparation,,,,,,,,,
label,Inspection Point: Quality Control Activity - Arrange with Client & Engineer for shutdown,,,,,,,,,
label,Acceptance Criteria - Acceptance from client & Engineer,,,,,,,,,
label,"Verifying Document - Written, via email or NTC",,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Written + Inspection",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.2 - Valve position indicator,,,,,,,,,
label,Inspection Point: Quality Control Activity - Correct installation of valve position indicator and fittings,,,,,,,,,
label,Acceptance Criteria - As per manufacturers installation instructions. No leaks and orientation is correct,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.3 - Air Release Valve,,,,,,,,,
label,Inspection Point: Quality Control Activity - Correct installation of air release valve and fittings,,,,,,,,,
label,Acceptance Criteria - As per ClaVal installation instructions,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.4 - System reinstatement,,,,,,,,,
label,Inspection Point: Quality Control Activity - Open main valve to reinstate wate rsupply,,,,,,,,,
label,Acceptance Criteria - Completion of item 4.2,,,,,,,,,
label,Verifying Document - Inspection and this ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.5 - Adjust,,,,,,,,,
label,Inspection Point: Quality Control Activity - Adjust the pilot valve to obtain the correct flow 113m Head.,,,,,,,,,
label,Acceptance Criteria - Obtain specified flow rate ClaVal technician,,,,,,,,,
label,Verifying Document - Specification flowrate,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/CR,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - Red pen Mark up,,,,,,,,,
label,Inspection Point: Quality Control Activity - At completion of all items on this ITP. Document upgrade and record new flow rate & pilot valve position setting,,,,,,,,,
label,Acceptance Criteria - As per specified pressure & flow or client requirements,,,,,,,,,
label,Verifying Document - Red line mark up drawing. This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint-no-status,Head / Flow,,,,,,,,,
label,Head,,,,,,,,,
label,Head - Specified: 113m,,,,,,,,,
textbox,Head - Recorded:,,,,,,,,,
label,Flow,,,,,,,,,
label,Flow - Specified: 130L/sec,,,,,,,,,
textbox,Flow - Recorded:,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,561483-ITP-002.2 - Pilot Valve - Delivery & Inatallation,itp,,,,,561483-ITP-002.2 - DRAFT - Wingatui Valve 2 Pilot Valve installation - HOLD POINT,,,
section,SECTION 3 – RECEIVING INSPECTIONS,,,,,,,,,
checkpoint,3.1 - Take delivery of pilot valve assembly,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct and all components are delivered and are damage free,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications. Advice from ClaVal,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
checkpoint,3.2 - Take Delivery of Valve position indicator,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct and all components are delivered and are damage free,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications. Advice from ClaVal,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
checkpoint,3.3 - Take Delivery of Air Release Valve,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct and all components are delivered and are damage free,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications. Advice from ClaVal,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
checkpoint,3.4 - Valve Assessment,,,,,,,,,
label,Inspection Point: Quality Control Activity - Internal valve component inspection,,,,,,,,,
label,Acceptance Criteria - ClaVal Assessment,,,,,,,,,
label,Verifying Document - Claval report and verification,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - H,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint-no-status,Note:,,,,,,,,,
label,Downer HS&E to assess as to whether Valve chamber is Confined Space. ,,,,,,,,,
section,SECTION 4 – IN-PROCESS INSPECTIONS,,,,,,,,,
checkpoint,4.1 - Shutdown preparation,,,,,,,,,
label,Inspection Point: Quality Control Activity - Arrange with Client & Engineer for shutdown,,,,,,,,,
label,Acceptance Criteria - Acceptance from client & Engineer,,,,,,,,,
label,"Verifying Document - Written, via email or NTC",,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Written + Inspection",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.2 - Pilot Valve,,,,,,,,,
label,Inspection Point: Quality Control Activity - Install new pilot valve and ancillary items,,,,,,,,,
label,Acceptance Criteria - As per manufacturers installation instructions. ClaVal technician,,,,,,,,,
label,Verifying Document - ClaVal Technician sign off,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.3 - Valve Position indicator,,,,,,,,,
label,Inspection Point: Quality Control Activity - Correct installation of valve position indicator and fittings,,,,,,,,,
label,Acceptance Criteria - As per manufacturers installation instructions. No leaks and orientation is correct,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.4 - Air Release Valve,,,,,,,,,
label,Inspection Point: Quality Control Activity - Correct installation of air release valve and fittings,,,,,,,,,
label,Acceptance Criteria - As per ClaVal installation instructions,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.5 - System reinstatement,,,,,,,,,
label,Inspection Point: Quality Control Activity - Open main valve to reinstate water supply,,,,,,,,,
label,Acceptance Criteria - Completion of item 4.2,,,,,,,,,
label,Verifying Document - Inspection and this ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.6 - Adjust,,,,,,,,,
label,Inspection Point: Quality Control Activity - Adjust the pilot valve to obtain the correct flow 8.5m Head & 130L/sec,,,,,,,,,
label,Acceptance Criteria - Obtain specified flow rate ClaVal technician,,,,,,,,,
label,Verifying Document - Specification flowrate,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/CR,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - Red pen Mark up,,,,,,,,,
label,Inspection Point: Quality Control Activity - At completion of all items on this ITP. Document upgrade and recored new flow rate & pilot valve position setting,,,,,,,,,
label,Acceptance Criteria - As per specified pressure & flow or client requirements,,,,,,,,,
label,Verifying Document - Red line mark up drawing. This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint-no-status,Head / Flow,,,,,,,,,
label,Head,,,,,,,,,
label,Head - Specified: 8.5m,,,,,,,,,
textbox,Head - Recorded:,,,,,,,,,
label,Flow,,,,,,,,,
label,Flow - Specified: 130L/sec,,,,,,,,,
textbox,Flow - Recorded:,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,561483-ITP-002.3 - Pilot Valve - Delivery & Inatallation,itp,,,,,561483-ITP-002.3 - DRAFT - Stoney Knowe Valve Pilot Valve installation - HOLD POINT,,,
section,SECTION 3 – RECEIVING INSPECTIONS,,,,,,,,,
checkpoint,3.1 - Take delivery of pilot valve assembly,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct and all components are delivered and are damage free,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications. Advice from ClaVal,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
checkpoint,3.2 - Valve Assessment,,,,,,,,,
label,Inspection Point: Quality Control Activity - Internal valve component inspection,,,,,,,,,
label,Acceptance Criteria - ClaVal Assessment,,,,,,,,,
label,Verifying Document - Claval report and verification,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - H,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint-no-status,Note:,,,,,,,,,
label,Note: Valve chamber is Confined Space.,,,,,,,,,
section,SECTION 4 – IN-PROCESS INSPECTIONS,,,,,,,,,
checkpoint,4.2 - Pilot Valve,,,,,,,,,
label,Inspection Point: Quality Control Activity - Install new pilot valve and ancillary items,,,,,,,,,
label,Acceptance Criteria - As per manufacturers installation instructions. ClaVal technician,,,,,,,,,
label,Verifying Document - ClaVal Technician sign off,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.5 - System reinstatement,,,,,,,,,
label,Inspection Point: Quality Control Activity - Open main valve to reinstate water supply,,,,,,,,,
label,Acceptance Criteria - Completion of item 4.2,,,,,,,,,
label,Verifying Document - Inspection and this ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.6 - Adjust,,,,,,,,,
label,Inspection Point: Quality Control Activity - Adjust the pilot valve to obtain the correct flow 8.5m Head & 70L/sec,,,,,,,,,
label,Acceptance Criteria - Obtain specified flow rate ClaVal technician,,,,,,,,,
label,Verifying Document - Specification flowrate,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/CR,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - Red pen Mark up,,,,,,,,,
label,Inspection Point: Quality Control Activity - At completion of all items on this ITP. Document upgrade and recored new flow rate & pilot valve position setting,,,,,,,,,
label,Acceptance Criteria - As per specified pressure & flow or client requirements,,,,,,,,,
label,Verifying Document - Red line mark up drawing. This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint-no-status,Head / Flow,,,,,,,,,
label,Head,,,,,,,,,
label,Head - Specified: 8.5m,,,,,,,,,
textbox,Head - Recorded:,,,,,,,,,
label,Flow,,,,,,,,,
label,Flow - Specified: 70L/sec,,,,,,,,,
textbox,Flow - Recorded:,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,561483-ITP-003 - Pipeline Flushing,itp,,,,,561483-ITP-003 - DRAFT - Stoney Knowe Pipeline Flushing,,,
section,SECTION 3 – RECEIVING INSPECTIONS,,,,,,,,,
checkpoint,3.1 - Adaptor to pipeline,,,,,,,,,
label,Inspection Point: Quality Control Activity - Manufacture adapter spool to connect Downer pumping equipment onto pipe,,,,,,,,,
label,Acceptance Criteria - All air valves installed and isolating valves on off position,,,,,,,,,
label,Verifying Document - None,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Specification - Water Main Pressure Test Record",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,3.2 - Excavate to expose,,,,,,,,,
label,Inspection Point: Quality Control Activity - Break existing flange and connect temporary spool,,,,,,,,,
label,Acceptance Criteria - HS&E documentation. Traffic Management Plan. Shoring (if applicable). Ground disturbance.,,,,,,,,,
label,Verifying Document - Downer HS&E Documentation,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Permit issuer",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
section,SECTION 4 – IN-PROCESS INSPECTIONS,,,,,,,,,
checkpoint,4.1 - Flushing,,,,,,,,,
label,Inspection Point: Quality Control Activity - Flush pipeline to remove any loose material,,,,,,,,,
label,Acceptance Criteria - Flush line until water runs clean,,,,,,,,,
label,Verifying Document - This ITP. Client Engineer witness.,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual - monitor any excess debris",,,,,,,,,
label,Inspection: Key - A / E / I,,,,,,,,,
label,Inspection: By - SP / PM / CR,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - Pipeline Flushed to Engineer approval,,,,,,,,,
label,Inspection Point: Quality Control Activity - Pipeline Flush - Pass,,,,,,,,,
label,Acceptance Criteria - Engineer / Client Approval,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Action/Visual/Issued document containing results/ Photograph",,,,,,,,,
