"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7c056999-2355-5580-bd76-9df71524fb46","","fail","","folder","TRUE","FALSE","Trial - How to use CONQA Checklist"
"2997ac18-876f-506d-861b-c7afa6a28f9b","","fail","SYS - How to CONQA","checklist","FALSE","FALSE","Trial - How to use CONQA Checklist","How to CONQA"
"b3cec972-ae47-5608-960a-4f29e8ede6fb","","fail","","section","FALSE","FALSE","Trial - How to use CONQA Checklist","How to CONQA","Details"
"fde72dce-b943-5307-8ec8-2843f621ef44","","no-status-not-started","","checkpoint-no-value","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","Open this checklist in the web app with the -> Open Checklist button above"
"639887db-e0f8-51f9-bc98-3bc545d65a97","","pass","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.1 Pass this checkpoint"
"ab64c9f3-01e2-5e59-bd55-7439e40758e2","","fail","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.2 Fail this checkpoint"
"77cc56cb-3524-5bd6-92d2-d7c5159ba4aa","","not-applicable","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.3 NA this checkpoint"
"f61befd6-1847-5bfc-b36c-e9715a022534","","not-applicable","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.4 Add a photo this checkpoint"
"6dddc2bd-546e-5341-a8f7-37fecd630d37","","no-status-started","","checkpoint-no-value","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.5 Add a comment to this checkpoint"
"70f604ee-c85e-5d8a-8d72-d10c48fc9037","","pass","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.6 Attach a signature to this checkpoint"
"142a219a-dcb2-5309-9f6d-645d1df01dba","","fail","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.7 Attach a file to this checkpoint"
"5cf8d430-488a-504d-a4e3-2384093ac09c","","no-status-started","","checkpoint-no-value","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","Congrats on completing your first checklist! Now download the CONQA app with the QR code."
"fb5d9537-eb93-59bf-b972-ad356f043d40","","fail","","folder","TRUE","FALSE","Site QA"
"3eecd042-d0de-5b47-96a3-dfb2b44fbd05","","pass","","folder","TRUE","FALSE","Site QA","Lot 1"
"319dc620-4f5f-5acd-b816-882b80e2c621","","pass","","folder","TRUE","FALSE","Site QA","Lot 1","Earthworks"
"328f9a08-d48f-5201-b1a9-10055e830fc3","","pass","QA - Detailed Excavation -","checklist","FALSE","FALSE","Site QA","Lot 1","Earthworks","Detailed Excavation"
"af90d97c-6ff5-5810-b176-c2ed2ceb0cd1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Services Located"
"688e0181-db7a-5f02-848c-c06b9916d643","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Location accurate"
"535068e4-5a8b-5bcf-8dc7-9a44a102f9e3","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Topsoil stripped completely"
"ac723129-498f-576a-b96d-a01d628e3e5d","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Building pads set out correctly with RLs as required for cut/fill"
"1d543949-a6c9-5f2c-99f1-4a5d4d3cc43e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Correct cut back for walls/foundations"
"0e1a14d6-8e4b-5ff6-bf53-90ef1af22209","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Geotech Engineer Inspection"
"3dfd0121-6b73-50a2-aa86-6bfc5a57cf13","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Detailed excavation completed, reviewed and approved"
"40f9df5c-9dab-5d32-90e9-d1251c781583","","pass","","folder","TRUE","FALSE","Site QA","Lot 1","Stormwater"
"259c11fe-4ec2-59be-9955-93d0e5390968","","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1"
"7a4ddf0d-3252-5b0e-b3eb-92cbc98779da","","pass","","section","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying"
"64ad80ad-5fe9-56d1-8143-9571592965cd","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","All junctions marked out and run through with operator"
"c23806b9-c1c4-5524-a390-95e41bbb58d8","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"957a6154-3d60-56b7-a7f9-62e095ab0cb0","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Laser checked for line with string line"
"2b6eaddf-4e69-559d-926a-e7c86a547ef3","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Correct trench width for pipe size"
"a9284738-a3b4-5d75-9abe-106eab2e3c85","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"a0310f69-d5f5-590c-a27c-d58a7d52d6f9","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"dad6eca4-8634-5fdf-8fe8-84df43829007","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Ground Conditions Checked & Acceptable"
"dddc5c71-f2aa-51ae-9d61-c44818bae2da","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","General photos during pipe laying"
"e8b961f7-42f8-5272-8aaa-4bc7c4ca10bc","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Pipe Laying Completed"
"0af54643-f09f-5133-84ac-400ca794810a","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","CCTV Completed"
"9ab55229-6f51-59d0-b0ca-23a6669970a4","","pass","SYS - Drainage - Manhole Install PUB SWMH B/1","checklist","FALSE","FALSE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2"
"b83ff693-19e2-591d-bac8-9c855e4dd2e8","","pass","","section","FALSE","FALSE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install"
"0013ed66-f56b-59c1-bac8-a59e97c9f689","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Latest consented drawings"
"441660b6-47cd-5a67-b04a-263ade94d291","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Setout an manhole sizing checked"
"59218a07-b0f4-5a37-9d82-cac554c9e5fb","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Services Located and before you dig plans checked"
"c305e0c4-1d6c-50e2-8ae3-5e632f940e8d","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","MHS measured onsite. Prep height determined from Lid Level. "
"fe2e347c-26ed-58f3-a149-8a40ce7da778","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Benching/shield required if >1.5m"
"2fe3626b-1d31-597e-b277-9a91d62d8358","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Ground conditions checked & acceptable"
"cfcddb77-96be-5d94-bfe2-0f1b8ebf5540","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"65caacbd-884a-5367-ba14-85dc8affb8c4","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"62e8483b-d10c-5e89-9a0a-ab55c55fcc2f","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"69b53d14-4993-5348-9b42-61b5caebf1e3","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Inside of starters epoxyed all the way around"
"6ab863ce-8b4c-5a23-8c61-765ff0264f26","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"3cab7890-c641-5684-8ea8-ba66116fc03f","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"0696c80a-8861-59f3-a93f-df36bae3378d","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"930e8a9b-253c-5f8c-9bc5-d1ca09de7a87","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Epoxy completed inside lid and "
"b8dbfc77-8346-5d23-926b-a6828970f897","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Stormwater lids to be spray painted blue"
"bd6f6237-03ae-5f4d-a285-5b12c6124ce1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Sewer manhole safety grille installed"
"126fa3ea-f731-5b36-a2c2-c33e5784ae6e","","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02"
"2fd7ebca-3474-56d9-bea1-b8f545f75f0c","","pass","","section","FALSE","FALSE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying"
"89f3b949-928e-5788-a3b9-6248ad002716","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Latest consented drawings"
"66a249ae-1d11-5b3f-87e7-a3610fcd3167","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Setout completed checked and accurate"
"eab402c1-434e-5e66-b049-70732f8ca268","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Services Located and before you dig plans checked"
"a56b290d-955a-5a66-804b-fb5d32610c14","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","All junctions marked out and run through with operator"
"487a8222-dfd1-578d-8cea-5c409abce034","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"c0cb99c7-4faa-5593-9cc6-f8a25ebd60e9","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Laser checked for line with string line"
"f4d273c8-a72c-5b01-b774-19e34cbadb9b","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Correct trench width for pipe size"
"4de517d2-27b9-512c-bf10-41a25b00b2fe","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"b3aa2a99-9a05-5f38-88ec-f95383141ef5","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"5c32038d-20c6-529e-82c1-9efbea88fdbc","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Ground Conditions Checked & Acceptable"
"54387756-3ff1-5a06-b224-e175772e74ab","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","General photos during pipe laying"
"27baa370-37c1-5d7d-be72-a51147436de4","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Pipe Laying Completed"
"a47d0bd9-26ab-5ce9-be44-d39e03889abe","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","CCTV Completed"
"e1656172-4b89-5c93-ac9f-cb4bf42f6494","","pass","SYS - Cesspit Installation SWCP02","checklist","FALSE","FALSE","Site QA","Lot 4","Stormwater","Cesspit Installation SWCP02"
"3df6a81c-c4c2-5de9-ae3a-7e9e2b2aced8","","pass","","section","FALSE","FALSE","Site QA","Lot 4","Stormwater","Cesspit Installation SWCP02","Cesspit Install"
"62b355e9-207a-5c45-a602-4f25451f81f1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Latest consented drawings"
"d704dd5a-d875-5e59-a00f-871aec555b5a","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Services Located and before you dig plans checked"
"313f4e31-72a9-5078-813f-33242fcd15c0","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Cesspit correct distance off edge of driveway or kerb line "
"abdeb791-9e9b-5c71-8b99-0b2b1e7a9c7d","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Cesspit Installation SWCP02","Cesspit Install","MHS measured onsite. Prep height determined from Lid Level. "
"8634c094-d919-5645-a4f9-7bbc570cee35","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Ground conditions checked & acceptable"
"0d792155-5896-589f-930f-9b87fa28706b","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Bedding depth and material correct & compacted"
"f7330371-61c2-5a51-a383-4660d1f0b882","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Half Siphon where required. (Photo required with bedding)"
"da8a4408-23a4-555c-8bd0-e768e1b916ce","","pass","SYS - Stormwater Concrete Junction Lot 1","checklist","FALSE","FALSE","Site QA","Lot 4","Stormwater","Stormwater Concrete Junction Lot 1"
"d217e1c9-5097-510f-832a-4930a2028589","","pass","","section","FALSE","FALSE","Site QA","Lot 4","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction "
"dbb339e4-4156-52ed-9539-1b0d3d10c562","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Correct sized junction"
"0340a1e7-e7f7-5094-8d9d-14ecb7fee89e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Angle of Junction Between Spring level  and 60 degrees (Photo Required)"
"65ee0e49-485c-5e85-a04d-dfa40a06fe2a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Expoxy inside and out"
"4914fa1c-214f-5020-b7c2-bffe030495ac","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Shear band connection (Photo required)"
"4e0c3ec8-9cdf-5286-a8e2-8ceaeaa17be7","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Junction Pegged and Sprayed Blue"
"ac192df8-c433-5ef5-a89b-960294131526","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Inspection straight if connecting to private drainage (Photo Required)"
"d07d275c-e509-55be-bc3c-980757864f87","","pass","QA - Cap existing connection","checklist","FALSE","FALSE","Site QA","Lot 4","Stormwater","Cap existing connection"
"407725a8-2126-503b-83da-51d654e5c8f4","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Stormwater","Cap existing connection","Photo and location of capped connection"
"7c8f4ae8-4986-5099-9035-6694f717643d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Lot 4","Sewer"
"6c4369a1-66a4-5579-88aa-51905a4c7b1b","","pass","SYS - Drainage - Manhole Install PUB SWMH B/1","checklist","FALSE","FALSE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1"
"83f476ae-2a2e-55b6-9cf2-623bf222b6b5","","pass","","section","FALSE","FALSE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install"
"67f2e4df-3512-5123-95fc-e57d7ae2281e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Latest consented drawings"
"d2c6a9f2-4376-5cff-9a3b-9b42e34b6c96","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Setout an manhole sizing checked"
"36af2d67-582a-5920-89bc-a67145b7722c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Services Located and before you dig plans checked"
"81581c8e-45f6-577e-9844-47b286c47c86","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","MHS measured onsite. Prep height determined from Lid Level. "
"903edfa3-ac43-5f51-8555-b483b5369db0","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Benching/shield required if >1.5m"
"08affea0-e5a0-58a7-84ee-278f316ca7bd","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Ground conditions checked & acceptable"
"488ef515-f27a-5cf0-a6db-cf252a5f675f","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"dfad497a-6c0e-5f3c-b521-d31c78822238","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"fc20a98e-ad6a-53b6-a6ee-ab91ce7f8bb9","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"2ed4e338-ee40-58ff-b785-1b83a678200e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Inside of starters epoxyed all the way around"
"aa63a22e-73f0-5e9a-8402-595e626ca634","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"42b41188-a78a-506d-8fdb-e91ecd12f29c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"cf6f1416-a7d4-5091-9fca-09efae8bdf8c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"2fbae250-b929-5e45-946d-3aec0f21a960","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Epoxy completed inside lid and "
"3b4959a9-bff3-5b9f-b4e5-13e5f487a996","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Stormwater lids to be spray painted blue"
"67a0e5b4-f5e8-598c-b936-e9da8bfef61d","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Sewer manhole safety grille installed"
"3351c1b5-0fd4-5b77-b675-209673b66ffc","","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap"
"cebe9b39-27e0-5783-a350-d869f186c69c","","pass","","section","FALSE","FALSE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying"
"b8f5452b-dd2e-59eb-b72f-7897be96e8ae","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Latest consented drawings"
"ecf30a65-ada2-52c5-8bf6-8875c7827ec9","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Setout completed checked and accurate"
"799148a4-ad1b-523b-a742-9e39e4d3291f","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Services Located and before you dig plans checked"
"4d4c0a00-847d-5111-ac8a-2d055b6053f1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","All junctions marked out and run through with operator"
"3afdbb68-31dd-5bb9-8b32-bbfdfad82871","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"0bbea0b2-a1ae-5aca-9494-e3067918719e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Laser checked for line with string line"
"83f091ca-8bc1-55a0-8188-bdf122d6cb7e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Correct trench width for pipe size"
"435a8fbd-edc5-568d-9a8c-ebe1449e7788","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"e711e371-1754-5de4-8f23-82ba669648d3","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"b99fc778-6e1c-5526-ba06-0e199c322d19","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Ground Conditions Checked & Acceptable"
"f14fcc96-b9bd-511a-bd4e-cdde23e116da","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","General photos during pipe laying"
"bc099b0d-7802-512f-8256-4058c59d3e19","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Pipe Laying Completed"
"791798ba-61fa-59d7-9694-897a77125ef4","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","CCTV Completed"
"2da40e36-c93b-5fc1-99c1-b0041daf6fb0","","pass","QA - Cap existing connection","checklist","FALSE","FALSE","Site QA","Lot 4","Sewer","Cap existing connection"
"572bb096-c31b-5e40-af3f-9bddb6ba2b45","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Cap existing connection","Photo and location of capped connection"
"cee27700-de32-50b5-a2d6-5de5cf6a8eec","","pass","SYS - Sewer Junction Lot 1","checklist","FALSE","FALSE","Site QA","Lot 4","Sewer","Sewer Junction Lot 1"
"532f41bf-3bd8-53eb-adf6-aef4d7ead760","","pass","","section","FALSE","FALSE","Site QA","Lot 4","Sewer","Sewer Junction Lot 1","Sewer Junction "
"fa4a6a41-ef10-5032-8345-2746b3cea37b","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Sewer Junction Lot 1","Sewer Junction ","Correct Junction SN16 Y Junction or SN16 Z Junction"
"ad902a96-7901-5f93-ab53-10dc19165207","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Sewer Junction Lot 1","Sewer Junction ","Target Checked on Junction"
"bf28f68b-eb8d-5c95-8d75-f081c159fe0d","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Sewer Junction Lot 1","Sewer Junction ","Fall Checked with level"
"2d81215d-9c67-50ac-8d3f-8cbb0be54d25","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Sewer Junction Lot 1","Sewer Junction ","Angle of Junction between 30 and 60 degrees (Photo Required)"
"5ac6c9d0-9e2f-5930-820b-36da6611ce04","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Sewer Junction Lot 1","Sewer Junction ","Junction Pegged and Sprayed Red"
"866d287b-8162-5e34-bf79-5a37ed7bdae9","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Sewer Junction Lot 1","Sewer Junction ","Inspection straight if connecting to private drainage (Photo Required)"
"3378410f-bd03-52fe-8549-e2a23a0c5386","","work-in-progress","QA - Sewer Junction","checklist","FALSE","FALSE","Site QA","Lot 4","Sewer","Sewer Junction"
"18ea00a3-7d2b-5d43-8124-420e399a9bac","","work-in-progress","","section","FALSE","FALSE","Site QA","Lot 4","Sewer","Sewer Junction","Sewer Junction"
"2aee2f77-3617-5bec-b48f-d267e13f05fb","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 4","Sewer","Sewer Junction","Sewer Junction","Correct Junction SN16 Y Junction or SN16 Z Junction"
