resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,
Joinery Fit Out ,checklist,,,,,,,Joinery Fit-Out,,,,,,,
Services Fit Out,checklist,,,,,,,Services Fit-Out,,,,,,,
Internal Painting,checklist,,,,,,,Internal Painting,,,,,,,
Floor Wastes ,checklist,,,,,,,Floor Wastes,,,,,,,
,step,,,,,,Gaming Room,,,,,,,,
Framing,checklist,,,,,,,Framing,,,,,,,
Plumbing Rough-In,checklist,,,,,,,Plumbing Rough-In,,,,,,,
Apartment Fire System,checklist,,,,,,,Fire Rough-In,,,,,,,
Electrical Rough In,checklist,,,,,,,Electrical Rough-In,,,,,,,
Mechanical Rough In ,checklist,,,,,,,Mechanical Rough-In,,,,,,,
,step,,,,,,,Linings,,,,,,,
Pre Wall Linings,checklist,,,,,,,,Pre-Lining,,,,,,
Post Wall Linings,checklist,,,,,,,,Post-Lining,,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,Internal Waterproofing,,,,,,,
,step,,,,,,,Floor Coverings,,,,,,,
Tiling ,checklist,,,,,,,,Tiling,,,,,,
Carpet,checklist,,,,,,,,Carpet ,,,,,,
Joinery Fit Out ,checklist,,,,,,,Joinery Fit-Out,,,,,,,
Services Fit Out,checklist,,,,,,,Services Fit-Out,,,,,,,
Internal Painting,checklist,,,,,,,Internal Painting,,,,,,,
Floor Wastes ,checklist,,,,,,,Floor Wastes,,,,,,,
,step,,,,,,Gaming Room Lift,,,,,,,,
Framing,checklist,,,,,,,Framing,,,,,,,
Plumbing Rough-In,checklist,,,,,,,Plumbing Rough-In,,,,,,,
Apartment Fire System,checklist,,,,,,,Fire Rough-In,,,,,,,
Electrical Rough In,checklist,,,,,,,Electrical Rough-In,,,,,,,
Mechanical Rough In ,checklist,,,,,,,Mechanical Rough-In,,,,,,,
,step,,,,,,,Linings,,,,,,,
Pre Wall Linings,checklist,,,,,,,,Pre-Lining,,,,,,
Post Wall Linings,checklist,,,,,,,,Post-Lining,,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,Internal Waterproofing,,,,,,,
,step,,,,,,,Floor Coverings,,,,,,,
Tiling ,checklist,,,,,,,,Tiling,,,,,,
Carpet,checklist,,,,,,,,Carpet ,,,,,,
Joinery Fit Out ,checklist,,,,,,,Joinery Fit-Out,,,,,,,
Services Fit Out,checklist,,,,,,,Services Fit-Out,,,,,,,
Internal Painting,checklist,,,,,,,Internal Painting,,,,,,,
Floor Wastes ,checklist,,,,,,,Floor Wastes,,,,,,,
,step,,,,,,Empty Commercial Space,,,,,,,,
Framing,checklist,,,,,,,Framing,,,,,,,
Plumbing Rough-In,checklist,,,,,,,Plumbing Rough-In,,,,,,,
Apartment Fire System,checklist,,,,,,,Fire Rough-In,,,,,,,
Electrical Rough In,checklist,,,,,,,Electrical Rough-In,,,,,,,
Mechanical Rough In ,checklist,,,,,,,Mechanical Rough-In,,,,,,,
,step,,,,,,,Linings,,,,,,,
Pre Wall Linings,checklist,,,,,,,,Pre-Lining,,,,,,
Post Wall Linings,checklist,,,,,,,,Post-Lining,,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,Internal Waterproofing,,,,,,,
,step,,,,,,,Floor Coverings,,,,,,,
Tiling ,checklist,,,,,,,,Tiling,,,,,,
Carpet,checklist,,,,,,,,Carpet ,,,,,,
Joinery Fit Out ,checklist,,,,,,,Joinery Fit-Out,,,,,,,
Services Fit Out,checklist,,,,,,,Services Fit-Out,,,,,,,
Internal Painting,checklist,,,,,,,Internal Painting,,,,,,,
Floor Wastes ,checklist,,,,,,,Floor Wastes,,,,,,,
Toilet,checklist,,,,,,BOH Toilets,,,,,,,,
,step,,,,,,Business Office,,,,,,,,
Framing,checklist,,,,,,,Framing,,,,,,,
Plumbing Rough-In,checklist,,,,,,,Plumbing Rough-In,,,,,,,
Apartment Fire System,checklist,,,,,,,Fire Rough-In,,,,,,,
Electrical Rough In,checklist,,,,,,,Electrical Rough-In,,,,,,,
Mechanical Rough In ,checklist,,,,,,,Mechanical Rough-In,,,,,,,
,step,,,,,,,Linings,,,,,,,
Pre Wall Linings,checklist,,,,,,,,Pre-Lining,,,,,,
Post Wall Linings,checklist,,,,,,,,Post-Lining,,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,Internal Waterproofing,,,,,,,
,step,,,,,,,Floor Coverings,,,,,,,
Tiling ,checklist,,,,,,,,Tiling,,,,,,
Carpet,checklist,,,,,,,,Carpet ,,,,,,
Joinery Fit Out ,checklist,,,,,,,Joinery Fit-Out,,,,,,,
Services Fit Out,checklist,,,,,,,Services Fit-Out,,,,,,,
Internal Painting,checklist,,,,,,,Internal Painting,,,,,,,
Floor Wastes ,checklist,,,,,,,Floor Wastes,,,,,,,
,step,,,,,,HR Office,,,,,,,,
Framing,checklist,,,,,,,Framing,,,,,,,
Plumbing Rough-In,checklist,,,,,,,Plumbing Rough-In,,,,,,,
Apartment Fire System,checklist,,,,,,,Fire Rough-In,,,,,,,
Electrical Rough In,checklist,,,,,,,Electrical Rough-In,,,,,,,
Mechanical Rough In ,checklist,,,,,,,Mechanical Rough-In,,,,,,,
,step,,,,,,,Linings,,,,,,,
Pre Wall Linings,checklist,,,,,,,,Pre-Lining,,,,,,
Post Wall Linings,checklist,,,,,,,,Post-Lining,,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,Internal Waterproofing,,,,,,,
,step,,,,,,,Floor Coverings,,,,,,,
Tiling ,checklist,,,,,,,,Tiling,,,,,,
Carpet,checklist,,,,,,,,Carpet ,,,,,,
Joinery Fit Out ,checklist,,,,,,,Joinery Fit-Out,,,,,,,
Services Fit Out,checklist,,,,,,,Services Fit-Out,,,,,,,
Internal Painting,checklist,,,,,,,Internal Painting,,,,,,,
Floor Wastes ,checklist,,,,,,,Floor Wastes,,,,,,,
,step,,,,,,Front Office,,,,,,,,
Framing,checklist,,,,,,,Framing,,,,,,,
Plumbing Rough-In,checklist,,,,,,,Plumbing Rough-In,,,,,,,
Apartment Fire System,checklist,,,,,,,Fire Rough-In,,,,,,,
Electrical Rough In,checklist,,,,,,,Electrical Rough-In,,,,,,,
Mechanical Rough In ,checklist,,,,,,,Mechanical Rough-In,,,,,,,
,step,,,,,,,Linings,,,,,,,
Pre Wall Linings,checklist,,,,,,,,Pre-Lining,,,,,,
Post Wall Linings,checklist,,,,,,,,Post-Lining,,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,Internal Waterproofing,,,,,,,
,step,,,,,,,Floor Coverings,,,,,,,
Tiling ,checklist,,,,,,,,Tiling,,,,,,
Carpet,checklist,,,,,,,,Carpet ,,,,,,
Joinery Fit Out ,checklist,,,,,,,Joinery Fit-Out,,,,,,,
Services Fit Out,checklist,,,,,,,Services Fit-Out,,,,,,,
Internal Painting,checklist,,,,,,,Internal Painting,,,,,,,
Floor Wastes ,checklist,,,,,,,Floor Wastes,,,,,,,
,step,,,,,,GM Office,,,,,,,,
Framing,checklist,,,,,,,Framing,,,,,,,
Plumbing Rough-In,checklist,,,,,,,Plumbing Rough-In,,,,,,,
Apartment Fire System,checklist,,,,,,,Fire Rough-In,,,,,,,
Electrical Rough In,checklist,,,,,,,Electrical Rough-In,,,,,,,
Mechanical Rough In ,checklist,,,,,,,Mechanical Rough-In,,,,,,,
,step,,,,,,,Linings,,,,,,,
Pre Wall Linings,checklist,,,,,,,,Pre-Lining,,,,,,
Post Wall Linings,checklist,,,,,,,,Post-Lining,,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,Internal Waterproofing,,,,,,,
,step,,,,,,,Floor Coverings,,,,,,,
Tiling ,checklist,,,,,,,,Tiling,,,,,,
Carpet,checklist,,,,,,,,Carpet ,,,,,,
Joinery Fit Out ,checklist,,,,,,,Joinery Fit-Out,,,,,,,
Services Fit Out,checklist,,,,,,,Services Fit-Out,,,,,,,
Internal Painting,checklist,,,,,,,Internal Painting,,,,,,,
Floor Wastes ,checklist,,,,,,,Floor Wastes,,,,,,,
General Waterproofing,checklist,,,,,,Porte Cochere,,,,,,,,
,step,,,,,Level 1,,,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 01, 02, 03",,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 04, 05, 06",,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 07, 08, 09",,,,,,,,
Stairs ,checklist,,,,,,FS01,,,,,,,,
Stairs ,checklist,,,,,,FS02,,,,,,,,
Stairs ,checklist,,,,,,FS03,,,,,,,,
Carpark & Line Markings,checklist,,,,,,Carpark & Line Markings,,,,,,,,
,step,,,,,,Maintenance Room,,,,,,,,
Storage Lockers,checklist,,,,,,Storage Cages,,,,,,,,
Bike Rack,checklist,,,,,,Bike Rack,,,,,,,,
Plumbing Rough-In,checklist,,,,,,Plumbing,,,,,,,,
Electrical Rough In,checklist,,,,,,Electrical,,,,,,,,
Mechanical Rough In ,checklist,,,,,,Mechanical,,,,,,,,
Basement Fire System,checklist,,,,,,Fire Services,,,,,,,,
,step,,,,,Level 2,,,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 01, 02, 03",,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 04, 05, 06",,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 07, 08, 09",,,,,,,,
Stairs ,checklist,,,,,,FS01,,,,,,,,
Stairs ,checklist,,,,,,FS02,,,,,,,,
Stairs ,checklist,,,,,,FS03,,,,,,,,
Carpark & Line Markings,checklist,,,,,,Carpark & Line Markings,,,,,,,,
Bike Rack,checklist,,,,,,Bike Rack,,,,,,,,
Plumbing Rough-In,checklist,,,,,,Plumbing,,,,,,,,
Electrical Rough In,checklist,,,,,,Electrical,,,,,,,,
Mechanical Rough In ,checklist,,,,,,Mechanical,,,,,,,,
Basement Fire System,checklist,,,,,,Fire Services,,,,,,,,
,step,,,,,Level 3,,,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 01, 02, 03",,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 04, 05, 06",,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 07, 08, 09",,,,,,,,
Stairs ,checklist,,,,,,FS01,,,,,,,,
Stairs ,checklist,,,,,,FS02,,,,,,,,
Stairs ,checklist,,,,,,FS03,,,,,,,,
Carpark & Line Markings,checklist,,,,,,Carpark & Line Markings,,,,,,,,
Bike Rack,checklist,,,,,,Bike Rack,,,,,,,,
Plumbing Rough-In,checklist,,,,,,Plumbing,,,,,,,,
Electrical Rough In,checklist,,,,,,Electrical,,,,,,,,
Mechanical Rough In ,checklist,,,,,,Mechanical,,,,,,,,
Basement Fire System,checklist,,,,,,Fire Services,,,,,,,,
,step,,,,,Level 4,,,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 01, 02, 03",,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 04, 05, 06",,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 07, 08, 09",,,,,,,,
Stairs ,checklist,,,,,,FS01,,,,,,,,
Stairs ,checklist,,,,,,FS02,,,,,,,,
Stairs ,checklist,,,,,,FS03,,,,,,,,
Carpark & Line Markings,checklist,,,,,,Carpark & Line Markings,,,,,,,,
,step,,,,,,Mech Plant,,,,,,,,
Bike Rack,checklist,,,,,,Bike Rack,,,,,,,,
Plumbing Rough-In,checklist,,,,,,Plumbing,,,,,,,,
Electrical Rough In,checklist,,,,,,Electrical,,,,,,,,
Mechanical Rough In ,checklist,,,,,,Mechanical,,,,,,,,
Basement Fire System,checklist,,,,,,Fire Services,,,,,,,,
Balcony & Podium Waterproofing,checklist,,,,,Level 5 Podium,,,,,,,,,
,step,,,,,West Tower,,,,,,,,,
,step,,,,,,Level 5,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,,501,,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Apartment Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,,Internal Waterproofing,,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet ,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
Floor Wastes ,checklist,,,,,,,,Floor Wastes,,,,,,
,step,,,,,,,,Balcony,,,,,,
Balcony & Podium Waterproofing ,checklist,,,,,,,,,External Waterproofing,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
,step,,,,,,,502,,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Apartment Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,,Internal Waterproofing,,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet ,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
Floor Wastes ,checklist,,,,,,,,Floor Wastes,,,,,,
,step,,,,,,,,Balcony,,,,,,
Balcony & Podium Waterproofing ,checklist,,,,,,,,,External Waterproofing,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
,step,,,,,,,503,,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Apartment Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,,Internal Waterproofing,,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet ,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
Floor Wastes ,checklist,,,,,,,,Floor Wastes,,,,,,
,step,,,,,,,,Balcony,,,,,,
Balcony & Podium Waterproofing ,checklist,,,,,,,,,External Waterproofing,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
,step,,,,,,,504,,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Apartment Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,,Internal Waterproofing,,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet ,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
Floor Wastes ,checklist,,,,,,,,Floor Wastes,,,,,,
,step,,,,,,,,Balcony,,,,,,
Balcony & Podium Waterproofing ,checklist,,,,,,,,,External Waterproofing,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
,step,,,,,,,505,,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Apartment Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,,Internal Waterproofing,,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet ,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
Floor Wastes ,checklist,,,,,,,,Floor Wastes,,,,,,
,step,,,,,,,,Balcony,,,,,,
Balcony & Podium Waterproofing ,checklist,,,,,,,,,External Waterproofing,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
,step,,,,,,,506,,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Apartment Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,,Internal Waterproofing,,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet ,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
Floor Wastes ,checklist,,,,,,,,Floor Wastes,,,,,,
,step,,,,,,,,Balcony,,,,,,
Balcony & Podium Waterproofing ,checklist,,,,,,,,,External Waterproofing,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
,step,,,,,,,507,,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Apartment Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,,Internal Waterproofing,,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet ,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
Floor Wastes ,checklist,,,,,,,,Floor Wastes,,,,,,
,step,,,,,,,,Balcony,,,,,,
Balcony & Podium Waterproofing ,checklist,,,,,,,,,External Waterproofing,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
,step,,,,,,,508,,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Apartment Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,,Internal Waterproofing,,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet ,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
Floor Wastes ,checklist,,,,,,,,Floor Wastes,,,,,,
,step,,,,,,,,Balcony,,,,,,
Balcony & Podium Waterproofing ,checklist,,,,,,,,,External Waterproofing,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
,step,,,,,,,509,,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Apartment Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,,Internal Waterproofing,,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet ,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
Floor Wastes ,checklist,,,,,,,,Floor Wastes,,,,,,
,step,,,,,,,,Balcony,,,,,,
Balcony & Podium Waterproofing ,checklist,,,,,,,,,External Waterproofing,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
,step,,,,,,Level 6,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 7,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 8,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 9,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
