"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3966c556-b915-4f12-9318-04dc48c0a5bc","","folder-normal","pass","","step","TRUE","FALSE","OH&S"
"184da180-799e-4130-9a4e-d256a5a9d063","","checklist-flat","pass","a115f2b353910b847b41ad6b30652fba7ddaa41c2a70f56c07270eab7c2ed62a","checklist-flat","FALSE","FALSE","OH&S","27/8/22 Transurban"
"e1f2913d-300e-538d-98d6-8c7ce5c19932","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Task details entered below"
"a5a2b8af-cae7-5c39-83f1-4aea832e3f3b","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","OH&S","27/8/22 Transurban","If any of the below are 'Fail' (no) - make yourself aquainted with site requirements before starting work"
"55d848ab-23c4-5744-aa94-f8dc7f36d6f5","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have you completed a site induction?"
"ca7b4522-f0e4-5691-89eb-8c08ce3e6792","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Do you know the site’s health and safety rules?"
"53ba3d4f-aa87-5bc7-9a21-9cd322b5257a","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"159ab7f1-b746-54e5-ba65-a46e7b9b107b","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"18b9ce3e-1c42-596d-9466-7f163154efe5","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Do you have access to appropriate emergency and first aid equipment?"
"43c591ec-5af1-5111-ad1d-b29b42c8852f","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have you asked the person in charge about all relevant hazards?"
"4924741d-33b8-5357-96ff-f05f4ece2370","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","OH&S","27/8/22 Transurban","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"0d895440-f047-5026-9d7a-5ce9cb16d8b7","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","If the work involves a high risk task (such as work at heights, hot-work, confined spaces), has a safe work method statement or job safety analysis been completed?"
"01066906-5f1c-578a-85ed-d740c4981a87","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Do you have the correct procedures, equipment and PPE to do the work safely?"
"6b71d5bd-74ed-5b12-98a6-ce08045f567b","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"0f090819-186d-528d-8106-626086e13054","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Is there appropriate separation of vehicles and people during the proposed work?"
"ac7fe57f-47c9-5be0-9340-0049139a7bb7","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Is all required electrical/mechanical equipment in a safe condition?"
"3e113f82-ad02-5e44-9432-5166c47a6664","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"6d3958e6-0a62-52e0-a5d2-52851180e8cf","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"c38ee08a-d0da-5d3a-87be-4863b039ed95","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have you got a safe way of getting in and out of your work area?"
"ce0bf310-ced2-59fa-99f7-4603da07f8c2","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have any manual handling risks been identified and assessed?"
"32ec33bb-3531-56da-b97e-809cd1255e5b","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Any additional site specifc hazards or requirements commented below"
"d852bd42-6d0c-4787-b3af-8d037b711f9b","","folder-normal","fail","","step","TRUE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2"
"f188dba5-7419-401a-8c11-63e22f51263a","","folder-normal","pass","","step","TRUE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 "
"b53ef24b-eb46-4eea-a0a9-f39f970e8c04","","folder-normal","pass","","step","TRUE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock"
"90a45d1d-6046-4d1d-a26a-c59aa699bba9","","checklist-flat","pass","a6ee8082c085b8dbf5a442247f4751a249ce2d71c172b2238a54ce173c1f3153","checklist-flat","FALSE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 18/6/2023"
"53b55431-0b5d-561e-983b-41e92085e76e","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 103","Is the current hydrant cover adequately sized and positioned for maintanance (Photo Required)"
"5d7fd4bd-feaa-55ec-8d29-ef9eedf0138d","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 103","Has any maintenance works been completed"
"2b1dc69a-e9b5-573a-9284-fbc2821bef1a","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 103","COMMENTS"
"9e9b5a42-39cd-5446-be4a-c9147c685241","","holdpoint","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 103","Final Sign off"
"027acf6b-bece-4b56-9dd9-a06555ee18d3","","checklist-flat","not-started","Transplumb Fire Plug QA","checklist-flat","FALSE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 104"
"2d694f80-b676-5ad4-8414-658ba1ff13a9","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 104","Has a Take 5/SWMS been completed before works start"
"91644bca-5537-556f-8e73-84bf7409c37e","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 104","Fire Plug Number"
"7ef93cb0-17d8-5f9c-aef1-1757409e598e","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 104","Fire Plug Location IB or OB (Insert Maps Location Screenshot) Photo Required"
"b2c1132a-3e60-59d8-86e4-996048381b8d","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 104","Fire Plug Isolation Valve Location (Insert Maps Location Screenshot) Photo Required"
"6bc86395-0d32-57f7-8a50-92cd99266694","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 104","Is the current hydrant cover adequately sized and positioned for maintanance (Photo Required)"
"52ee1c36-e5c7-540a-829d-7103c6b0f924","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 104","Has any maintenance works been completed"
"0cbc3924-511b-5f09-b00e-e41d64178bee","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 104","COMMENTS"
"1e159b89-8e03-5a38-988c-91afebe4e9b4","","holdpoint","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 104","Final Sign off"
"11da2df4-90cf-4a56-ab15-c9f2095de2c1","","checklist-flat","not-started","Transplumb Fire Plug QA","checklist-flat","FALSE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 105"
"9648b1e5-e4a5-5489-826a-ad1e806ca40c","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 105","Has a Take 5/SWMS been completed before works start"
"340b5bef-51ef-5e02-acca-a12cd1412ee6","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 105","Fire Plug Number"
"91de7679-07ee-5eac-876c-f3ec9751ba5a","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 105","Fire Plug Location IB or OB (Insert Maps Location Screenshot) Photo Required"
"cd870000-e600-5816-8249-26ed4a1c9007","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 105","Fire Plug Isolation Valve Location (Insert Maps Location Screenshot) Photo Required"
"499e0e29-de62-50d1-af21-239bbef60230","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 105","Is the current hydrant cover adequately sized and positioned for maintanance (Photo Required)"
"4fd56179-7c22-5437-b69d-89edc78e773c","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 105","Has any maintenance works been completed"
"95219436-e370-5084-bbc3-fe659085d7f1","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 105","COMMENTS"
"f3ab0c68-0808-53c0-9978-09bb5332a985","","holdpoint","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 105","Final Sign off"
"8194c636-8386-4e70-8726-748d7504d8ef","","checklist-flat","not-started","Transplumb Fire Plug QA","checklist-flat","FALSE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 106"
"62404ab6-b5a6-55b7-aba9-bb3f6ec31c19","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 106","Has a Take 5/SWMS been completed before works start"
"49d5f197-f1cb-564f-b130-19b5f741c893","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 106","Fire Plug Number"
"2e066215-2fec-5efc-9e3d-d3b6c62489c0","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 106","Fire Plug Location IB or OB (Insert Maps Location Screenshot) Photo Required"
"ee7d8eaa-ca53-5b82-b86b-9d99f9932e1d","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 106","Fire Plug Isolation Valve Location (Insert Maps Location Screenshot) Photo Required"
"b9df443c-94ef-57a2-a080-bd53e80ea0d2","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 106","Is the current hydrant cover adequately sized and positioned for maintanance (Photo Required)"
"7b932d9b-f19b-54e7-b56b-c7c5d79fbe55","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 106","Has any maintenance works been completed"
"3f3c3760-8cd0-5d55-bfcb-1dedab45d3b5","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 106","COMMENTS"
"93bc88d8-3977-5ee1-864b-93cb87f0f192","","holdpoint","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 106","Final Sign off"
"7e995f8c-82d2-4bcc-835a-9f08cb202941","","checklist-flat","not-started","Transplumb Fire Plug QA","checklist-flat","FALSE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 107"
"9c408315-2887-5559-88af-0e6a59f57ed1","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 107","Has a Take 5/SWMS been completed before works start"
"506cc201-f643-513e-b235-fc01540d2595","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 107","Fire Plug Number"
"635c7b9f-1477-56cd-9c2b-a46724252bd6","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 107","Fire Plug Location IB or OB (Insert Maps Location Screenshot) Photo Required"
"1dac4e7f-b8e3-5488-83a1-9f117caf78d1","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 107","Fire Plug Isolation Valve Location (Insert Maps Location Screenshot) Photo Required"
"659df9ab-ca34-5222-a5d6-5afd9ebf113d","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 107","Is the current hydrant cover adequately sized and positioned for maintanance (Photo Required)"
"5fa53306-82e1-5119-b165-a32326162266","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 107","Has any maintenance works been completed"
"fbbf4888-98bd-5877-9082-16dbf87ba9ab","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 107","COMMENTS"
"5ec545f6-d597-59f6-b9fe-1caa97ff4b1c","","holdpoint","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 107","Final Sign off"
"fd333200-ab8d-4b3a-93b2-c871e0eca6da","","checklist-flat","not-started","Transplumb Fire Plug QA","checklist-flat","FALSE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 108"
"d7596bf0-d264-58f6-97b7-5146f1fa1d33","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 108","Has a Take 5/SWMS been completed before works start"
"2b46261c-0753-5801-bdcf-6a60556e9250","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 108","Fire Plug Number"
"021a4e2f-ddb6-51a5-99ab-31b1c1542cb1","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 108","Fire Plug Location IB or OB (Insert Maps Location Screenshot) Photo Required"
"555103ab-5e14-56eb-a1bf-0b169ccbba03","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 108","Fire Plug Isolation Valve Location (Insert Maps Location Screenshot) Photo Required"
"0cee60be-cf49-5d83-86c6-b93b317faed1","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 108","Is the current hydrant cover adequately sized and positioned for maintanance (Photo Required)"
"6fe49f02-ed65-58ec-9c31-46082615504e","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 108","Has any maintenance works been completed"
"c6dd6cba-8d0f-5bce-8b62-fd59aa4a2bb7","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 108","COMMENTS"
"4af573dc-52e5-574e-8c9a-d4c34bdede98","","holdpoint","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 108","Final Sign off"
"a8aba075-3ca8-4b41-b942-53609beb766e","","checklist-flat","not-started","Transplumb Fire Plug QA","checklist-flat","FALSE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 109"
"64d5c584-9130-56ec-9237-5449e0bbc545","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 109","Has a Take 5/SWMS been completed before works start"
"5ce1609d-3291-5f90-8eb5-b00689e7201d","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 109","Fire Plug Number"
"b10837bf-a099-51bf-aa28-81a45fe4a15a","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 109","Fire Plug Location IB or OB (Insert Maps Location Screenshot) Photo Required"
"b9164f1d-50f2-527b-b73d-67fb2212f3e6","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 109","Fire Plug Isolation Valve Location (Insert Maps Location Screenshot) Photo Required"
"540ee8a6-1c50-5e68-89e5-472283511de1","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 109","Is the current hydrant cover adequately sized and positioned for maintanance (Photo Required)"
"809049c9-e6ec-50f2-8c63-4a0187bf3c29","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 109","Has any maintenance works been completed"
"a803f30f-22d1-5e12-adb9-ae2f446f9ff6","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 109","COMMENTS"
"e661d99e-7b0a-5301-8945-884c74b8cbe1","","holdpoint","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 109","Final Sign off"
"5e78164f-dd65-4fa9-a59c-bad77177137a","","checklist-flat","not-started","Transplumb Fire Plug QA","checklist-flat","FALSE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 110"
"6ba987ee-3ca5-5d47-8100-d9dfe8182a55","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 110","Has a Take 5/SWMS been completed before works start"
"dbfc0923-417f-51d2-834f-701b0d00950d","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 110","Fire Plug Number"
"57dc89c0-9296-5c97-bbfd-443f4b59a1fb","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 110","Fire Plug Location IB or OB (Insert Maps Location Screenshot) Photo Required"
"a7736dc7-c470-5af8-b7fb-7d07d6d58513","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 110","Fire Plug Isolation Valve Location (Insert Maps Location Screenshot) Photo Required"
"b33b89d8-4023-5245-9261-8af4cc730e8e","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 110","Is the current hydrant cover adequately sized and positioned for maintanance (Photo Required)"
"dc0cdf2d-811b-5240-8c6f-8ab405fa7fb3","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 110","Has any maintenance works been completed"
"bc02e900-30f2-57f7-afab-af39c6597940","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 110","COMMENTS"
"d801b15f-077a-5c7a-b9a1-3a711382cd49","","holdpoint","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 110","Final Sign off"
"e887c1ca-6ab9-4c35-b500-3f089e7b1490","","checklist-flat","not-started","Transplumb Fire Plug QA","checklist-flat","FALSE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 111"
"87a1dce2-34e2-5135-a325-4f3a33b043a7","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 111","Has a Take 5/SWMS been completed before works start"
"5932a585-ad76-5daa-ab21-a1b664de7595","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 111","Fire Plug Number"
"8af66a1c-7cd0-571c-9823-d95791f220c8","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 111","Fire Plug Location IB or OB (Insert Maps Location Screenshot) Photo Required"
"1814684c-d0c4-5ec2-a02c-f014cd72c580","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 111","Fire Plug Isolation Valve Location (Insert Maps Location Screenshot) Photo Required"
"41409b2a-2d52-507f-ba14-8eb5058c2e3f","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 111","Is the current hydrant cover adequately sized and positioned for maintanance (Photo Required)"
"0ec0394d-429d-5a73-92f8-a5673a75fcf4","","checkpoint-status","not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","QA","WESTERN LINK","WESTERN LINK GRADE SECTION","WESTERN LINK OB SECTION","FP 111","Has any maintenance works been completed"
