"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"362ab3b7-2706-4a09-a8ea-e5dec31bf6e9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Auckland"
"6913abf7-f364-4200-b6f0-2947d290cecc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Auckland","Arvida - Refurbs"
"86a6a9af-8e09-4b9c-9054-21be2607f3af","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens"
"cb50841b-5802-44f3-b935-83403db8c8dc","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs"
"8856474f-b433-4489-816c-6fca445ae17d","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 50 - Job #58495"
"a369e193-5e0c-4e3a-9109-ee560145ed1b","","checklist-sectioned","pass","Refurb Checklist","checklist","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 50 - Job #58495","Aria Gardens - Kowhai Room 50 - Refurb Checklist"
"338f84ce-afc4-5ef3-b51e-c3a86dfdf31e","","checkpoint-group","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e","","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 50 - Job #58495","Aria Gardens - Kowhai Room 50 - Refurb Checklist","Disconnection/Isolation"
"1feec06f-6973-5f32-9b04-c03c030f3b83","","checkpoint-group","not-started","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a","","FALSE","FALSE","Auckland","Arvida - Refurbs","Mayfair Village","Villa 98 - Job #62144","Mayfair Village - Villa 98 - Refurb Checklist","Second Fix"
"8a69aa0b-53f5-5399-8c95-0f343b0401fd","","checkpoint-status","not-started","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:5bf467d1-99cb-466b-9758-4131fd9bdccd","","TRUE","TRUE","Auckland","Arvida - Refurbs","Mayfair Village","Villa 98 - Job #62144","Mayfair Village - Villa 98 - Refurb Checklist","Second Fix","Approval to start work is obtained"
"3a621f35-a8ac-531f-919b-dad80ef3b670","","checkpoint-status","not-started","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:74c62291-121f-476d-9d6d-1e81ec42bd95","","TRUE","TRUE","Auckland","Arvida - Refurbs","Mayfair Village","Villa 98 - Job #62144","Mayfair Village - Villa 98 - Refurb Checklist","Second Fix","Install Call Points/TV/Data Plates (Attach Photos)"
"9a6fa542-560b-5afd-b373-fc7bc4563081","","checkpoint-status","not-started","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:7c50d736-20d3-4423-b22b-33122aba89ca","","TRUE","TRUE","Auckland","Arvida - Refurbs","Mayfair Village","Villa 98 - Job #62144","Mayfair Village - Villa 98 - Refurb Checklist","Second Fix","Nurse Call tested through Edge/Displays and Pagers"
"7335dd8f-1cc1-5549-8981-cd74b8516b9d","","checkpoint-status","not-started","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:a296aab2-c52c-494e-a96c-74a40e5734d5","","TRUE","TRUE","Auckland","Arvida - Refurbs","Mayfair Village","Villa 98 - Job #62144","Mayfair Village - Villa 98 - Refurb Checklist","Second Fix","MATV/Data tested and commissioned"
"b5f1731a-b3b9-5e02-b9a7-165c935df4cc","","checkpoint-status","not-started","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:c444518b-35b0-4b14-8ec5-0a9878968c93","","TRUE","TRUE","Auckland","Arvida - Refurbs","Mayfair Village","Villa 98 - Job #62144","Mayfair Village - Villa 98 - Refurb Checklist","Second Fix","Smoke Alarms installed and tested (Attach Photos)"
"cdefb72e-996d-5191-9152-3bf6e456f8aa","","checkpoint-status","not-started","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:6a98d8ce-68df-4653-86c0-8e6ba880582d","","TRUE","TRUE","Auckland","Arvida - Refurbs","Mayfair Village","Villa 98 - Job #62144","Mayfair Village - Villa 98 - Refurb Checklist","Second Fix","Area is left clean and tidy (Attach Photos)"
"6c669556-be06-4d05-b744-1ac4344074ce","","folder-normal","work-in-progress","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Parklane"
"1c33e8b0-ea0c-4601-9641-0052ebbe3a08","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Parklane","1. Completed Refurbs"
"982ef893-84dc-4211-b8cb-52b1602d00f2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930"
"5e90d7c4-3e66-4e83-962c-c919b61e88ec","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs"
"04797609-f82c-4390-93bc-9690d14bf891","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 "
"e7d569c9-c158-4498-b4ea-c8e6bc8dc461","","checklist-sectioned","pass","Refurb Checklist","checklist","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist"
"5b952306-30ac-52cb-ab0e-1b22ca760231","","checkpoint-group","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e","","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","Disconnection/Isolation"
"e569aceb-3874-501b-91a4-3df893b613ec","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:3562b5a0-3482-4ab5-9263-cc5ff2fdf7ae","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","Disconnection/Isolation","Current locations of Plates and Cabling (Attach Photos)"
"e8fb60a8-4930-537f-abfd-dc11e0b819e6","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:41754dfa-e029-4912-aa54-378825f4c5bb","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","Disconnection/Isolation","Disable Nurse Call in the Edge/ECall System"
"5e8045fd-0a3a-5ca2-bd41-356b9bb0cfb7","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:3d20a5bc-6693-4054-bd15-c2fe8729f087","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","Disconnection/Isolation","Area is left clean and tidy (Attach Photos)"
"989c8d6e-c344-5d4e-a8bc-df04825b25de","","checkpoint-group","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9","","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","First Fix"
"d7088027-1e3f-5e59-b6fd-aa473ca00f69","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:b9f757d0-f366-43a5-bb88-6ac80da6fd98","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","First Fix","Approval to start work is obtained"
"2bf60ab4-6c31-5813-b3e5-d1f94b7c5539","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:1e92dbda-9c7e-475d-bc6b-7e73c82a3b7b","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","First Fix","Install/Re-route cabling to new positions (Attach Photos)"
"8f145729-f30b-59e9-b054-f3de7f8bab9c","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:56f8dcc9-46bb-45bf-ab5b-d7443bc4706e","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","First Fix","Area is left clean and tidy (Attach Photos)"
"ff19af2f-1077-59ca-9463-fd3a33464a60","","checkpoint-group","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a","","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","Second Fix"
"121b176f-a4ff-5739-a360-4e0fd302398f","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:5bf467d1-99cb-466b-9758-4131fd9bdccd","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","Second Fix","Approval to start work is obtained"
"e495bb1b-227a-57ac-a590-b307319ad91a","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:74c62291-121f-476d-9d6d-1e81ec42bd95","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","Second Fix","Install Call Points/TV/Data Plates (Attach Photos)"
"74aaa6ef-c4a1-5ccf-8360-fa0f2db4aed7","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:7c50d736-20d3-4423-b22b-33122aba89ca","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","Second Fix","Nurse Call tested through Edge/Displays and Pagers"
"84435577-9e1e-5731-a6e4-9cc46aebdee8","","checkpoint-status","not-applicable","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:a296aab2-c52c-494e-a96c-74a40e5734d5","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","Second Fix","MATV/Data tested and commissioned"
"ede7b87a-4042-5db3-a860-a838813517ee","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:c444518b-35b0-4b14-8ec5-0a9878968c93","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","Second Fix","Smoke Alarms installed and tested (Attach Photos)"
"e93b3d37-791f-57c0-9734-dfd492582fc7","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:6a98d8ce-68df-4653-86c0-8e6ba880582d","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Apartment 329 ","Refurb Checklist","Second Fix","Area is left clean and tidy (Attach Photos)"
"daa9686d-f448-46ee-b7b7-5a8f1e6f3c70","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116"
"7788e78d-d14a-480d-b2fc-d9e5d1b15174","","checklist-sectioned","pass","Refurb Checklist","checklist","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist"
"cf9875fc-bf28-54ed-9c3b-cc8f3d35ba28","","checkpoint-group","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e","","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","Disconnection/Isolation"
"fcef11ad-0354-5f79-b338-8bbfd8950204","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:3562b5a0-3482-4ab5-9263-cc5ff2fdf7ae","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","Disconnection/Isolation","Current locations of Plates and Cabling (Attach Photos)"
"e7c62069-6065-5095-b73e-d9a07a583c41","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:41754dfa-e029-4912-aa54-378825f4c5bb","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","Disconnection/Isolation","Disable Nurse Call in the Edge/ECall System"
"8df3e8a0-6c7c-5ad1-94f0-a1bfd396816c","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:3d20a5bc-6693-4054-bd15-c2fe8729f087","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","Disconnection/Isolation","Area is left clean and tidy (Attach Photos)"
"a6128216-f1de-5e1e-b0ca-409fb78934e4","","checkpoint-group","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9","","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","First Fix"
"514e345f-3136-5480-bc59-1ce63618c888","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:b9f757d0-f366-43a5-bb88-6ac80da6fd98","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","First Fix","Approval to start work is obtained"
"4f406d65-4aad-5222-90c2-4153f1971166","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:1e92dbda-9c7e-475d-bc6b-7e73c82a3b7b","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","First Fix","Install/Re-route cabling to new positions (Attach Photos)"
"5eadd2dd-1eaa-5b68-9e8d-7fac8276cec4","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:56f8dcc9-46bb-45bf-ab5b-d7443bc4706e","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","First Fix","Area is left clean and tidy (Attach Photos)"
"f9052c88-4f6c-5292-8c5e-03d398ab7f5e","","checkpoint-group","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a","","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","Second Fix"
"e0928bfe-1da1-5c8c-999a-5d4ba6ed31dc","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:5bf467d1-99cb-466b-9758-4131fd9bdccd","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","Second Fix","Approval to start work is obtained"
"84270ae5-ad4d-516e-92b3-f03868d432a8","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:74c62291-121f-476d-9d6d-1e81ec42bd95","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","Second Fix","Install Call Points/TV/Data Plates (Attach Photos)"
"c8b5339b-e22c-53a5-b8b7-5d8e1f703555","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:7c50d736-20d3-4423-b22b-33122aba89ca","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","Second Fix","Nurse Call tested through Edge/Displays and Pagers"
"b71f9ea5-ce5f-5e9e-8894-5e0bc0f70498","","checkpoint-status","not-applicable","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:a296aab2-c52c-494e-a96c-74a40e5734d5","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","Second Fix","MATV/Data tested and commissioned"
"f8b43efb-a97b-53bc-8bf1-0c51a9084138","","checkpoint-status","not-applicable","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:c444518b-35b0-4b14-8ec5-0a9878968c93","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","Second Fix","Smoke Alarms installed and tested (Attach Photos)"
"955eb203-7481-5b56-a382-6849bc71bb9d","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:6a98d8ce-68df-4653-86c0-8e6ba880582d","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 1 - CC #55930-23116","Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist","Second Fix","Area is left clean and tidy (Attach Photos)"
"8b916521-9f1c-428c-86ec-02dd8b3126bb","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932"
"226b46aa-0572-4f97-a77d-4122af21ed4a","","checklist-sectioned","pass","Refurb Checklist","checklist","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist"
"02ac6e0e-1ca8-5850-b494-b1c068c69fb5","","checkpoint-group","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e","","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","Disconnection/Isolation"
"41330f3a-aee3-5223-9645-32d6f3853e44","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:3562b5a0-3482-4ab5-9263-cc5ff2fdf7ae","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","Disconnection/Isolation","Current locations of Plates and Cabling (Attach Photos)"
"7fb88029-c76a-5971-aa5c-eac1bd360a6f","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:41754dfa-e029-4912-aa54-378825f4c5bb","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","Disconnection/Isolation","Disable Nurse Call in the Edge/ECall System"
"5f97145b-1b12-584f-9fbf-8831bf22c2b2","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:3d20a5bc-6693-4054-bd15-c2fe8729f087","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","Disconnection/Isolation","Area is left clean and tidy (Attach Photos)"
"eda78f5d-9e4b-5bf1-94f6-c825b54eda66","","checkpoint-group","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9","","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","First Fix"
"6e6542b2-9d10-522f-9ff1-038f76f25fc4","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:b9f757d0-f366-43a5-bb88-6ac80da6fd98","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","First Fix","Approval to start work is obtained"
"4550a8a9-9ce3-534d-9f00-666af45ed2af","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:1e92dbda-9c7e-475d-bc6b-7e73c82a3b7b","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","First Fix","Install/Re-route cabling to new positions (Attach Photos)"
"61437445-13e7-52c0-afac-e452d89f2932","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:56f8dcc9-46bb-45bf-ab5b-d7443bc4706e","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","First Fix","Area is left clean and tidy (Attach Photos)"
"04c33323-af4f-5fd3-9875-48c07ebc5768","","checkpoint-group","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a","","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","Second Fix"
"9e9e0744-afab-54f5-a865-6cc198f352cb","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:5bf467d1-99cb-466b-9758-4131fd9bdccd","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","Second Fix","Approval to start work is obtained"
"d0ec035a-a78e-59aa-98b3-d64ce1fd74e3","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:74c62291-121f-476d-9d6d-1e81ec42bd95","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","Second Fix","Install Call Points/TV/Data Plates (Attach Photos)"
"6a42cdcd-3087-5251-8cc7-6795e1b98b5e","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:7c50d736-20d3-4423-b22b-33122aba89ca","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","Second Fix","Nurse Call tested through Edge/Displays and Pagers"
"dbdd6bb8-ab9d-5365-abbe-07dd76906606","","checkpoint-status","not-applicable","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:a296aab2-c52c-494e-a96c-74a40e5734d5","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","Second Fix","MATV/Data tested and commissioned"
"4ebd18ce-0248-55be-882f-ee13cc5157a8","","checkpoint-status","not-applicable","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:c444518b-35b0-4b14-8ec5-0a9878968c93","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","Second Fix","Smoke Alarms installed and tested (Attach Photos)"
"10fb655b-11dc-5f6a-9af8-3d813b8fcac2","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:6a98d8ce-68df-4653-86c0-8e6ba880582d","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Clubhouse Refurbishment - Stage 2 - CC #55930-27932","Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist","Second Fix","Area is left clean and tidy (Attach Photos)"
"5b6f1033-ae1c-4bae-8c1a-7a33c1a9edc9","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Villa 42 Refurbishment - CC #55930-23455"
"6e71da8f-80d7-43cf-a016-0bade5a6d90a","","checklist-sectioned","pass","Refurb Checklist","checklist","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Villa 42 Refurbishment - CC #55930-23455","Parklane - Villa 42 Refurbishment - Refurb Checklist"
"165d8844-be21-5e32-a0c3-e4395f7d3604","","checkpoint-group","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e","","FALSE","FALSE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Villa 42 Refurbishment - CC #55930-23455","Parklane - Villa 42 Refurbishment - Refurb Checklist","Disconnection/Isolation"
"90552b0a-8bfd-5180-aa95-b70a55d96be2","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:3562b5a0-3482-4ab5-9263-cc5ff2fdf7ae","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Villa 42 Refurbishment - CC #55930-23455","Parklane - Villa 42 Refurbishment - Refurb Checklist","Disconnection/Isolation","Current locations of Plates and Cabling (Attach Photos)"
"e72b6daf-7428-5753-b681-6bc3cd39ede0","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:41754dfa-e029-4912-aa54-378825f4c5bb","","TRUE","TRUE","Auckland","Arvida - Refurbs","Parklane","Job #55930","1. Completed Refurbs","Villa 42 Refurbishment - CC #55930-23455","Parklane - Villa 42 Refurbishment - Refurb Checklist","Disconnection/Isolation","Disable Nurse Call in the Edge/ECall System"
