"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"77650e24-6bea-44db-ba87-5d81bd4fb71a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"857dea0d-07f4-4ebe-ae63-c73522c5a54a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs"
"aabf8cfe-2ab5-40d0-b0f4-6ef5119cfc20","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS"
"4f47f2c7-a58d-41bd-a7c3-6cd7f0410e17","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 1 Temp Rising Main No.1"
"f3bbf098-18b4-4f5f-90ec-d31e40131492","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 1 Temp Rising Main No.1","DB 1"
"b6798f15-179c-45e9-9f09-a4aa16fb68a5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.02"
"797707e0-7c2a-4b99-9f98-1b3585b151cc","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.02","Lead-ins"
"258e4c74-f05b-49a4-8bd9-bd1e7f0558f9","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.02","Rough in"
"068351ac-468c-437a-b7a0-8e3903e1ef8f","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.02","Cut out"
"bfa01389-4ae8-464d-ad9c-ef928b197c8e","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.02","Fit off"
"3a9ff7c5-c7ec-497d-997e-75933c2776e7","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.02","Commissioning"
"626575f9-0bea-434e-9ace-9378385c8315","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.02","Mandatory testing"
"cf5b6516-dbc8-4363-bda2-ca654110b613","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.02","Mandatory testing","CB1"
"86510931-4dae-4443-9ee3-9c1f42ac7698","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.02","Mandatory testing","CB2"
"241dee2a-1065-45d4-81a9-87e9c6d069b3","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.02","Mandatory testing","CB3"
"687665de-0173-48c2-ac78-bf905c1c0f20","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.02","Mandatory testing","CB4"
"fd2e6570-cec1-4dee-a313-c14dbe03fa59","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.02","Mandatory testing","CB5"
"1f1d1136-e0ca-4188-a3d1-864631e4304a","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.02","Mandatory testing","CB6"
"cdf8aa8e-8fa1-4e8a-a3f4-e85cc580e014","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.03"
"9f4df88c-eade-4dbd-ae43-41473f2a19d7","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.03","Lead-ins"
"dc323c87-3f45-4058-9c3e-4548068fd282","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.03","Rough in"
"7a4439cf-e74f-4591-a1de-ad9389bdc430","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.03","Cut out"
"db01f373-e934-4c0a-97aa-96d4cd8d3992","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.03","Fit off"
"12e571f0-a554-4192-89a6-526da46a7e8f","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.03","Commissioning"
"f0509efb-d62d-43a8-9acc-db78d78060cd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.03","Mandatory testing"
"aaf8ec41-3abb-485b-89e4-01b2789b2db0","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.03","Mandatory testing","CB1"
"fcda5480-4205-40d8-947b-627f1db92a5e","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.03","Mandatory testing","CB2"
"c0093b7e-d539-4256-9ca8-de1979ce5ce1","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.03","Mandatory testing","CB3"
"400fc4fe-90ca-451e-90d2-cc43bc812bd8","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.03","Mandatory testing","CB4"
"1c154927-44c1-41f1-bbfa-f880445b5247","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.03","Mandatory testing","CB5"
"8e469788-5d4b-4439-9900-cc90c7653d96","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.03","Mandatory testing","CB6"
"6490549d-8e5a-4c68-a586-fc79dea4977d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.04"
"8ca45ad5-d859-47c1-99be-8e969cfdbbd2","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.04","Lead-ins"
"353fc55a-ee16-4978-b123-02c06c6f15da","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.04","Rough in"
"75f7efce-8b27-408f-b06b-b036bed6eec7","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.04","Cut out"
"98ee45eb-5e19-4f4c-ada7-89a92c2af68f","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.04","Fit off"
"8998712b-62f0-45b1-80c7-066f8ee6bde5","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.04","Commissioning"
"7c210d31-709d-4123-841d-e74b2841350c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.04","Mandatory testing"
"6e3108cf-c216-47b4-bb4e-bafb47958a66","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.04","Mandatory testing","CB1"
"55ec408e-4b5b-4c6b-97cc-66b46de4e54d","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.04","Mandatory testing","CB2"
"4562464e-5743-473a-ad08-7c5eb8d62fc4","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.04","Mandatory testing","CB3"
"6c11310b-adee-4ffd-a1ee-88ecae7e3c2a","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.04","Mandatory testing","CB4"
"f05c5c26-d77c-4a87-bac6-9120e0995d95","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.04","Mandatory testing","CB5"
"307bbe7b-30f5-414d-bd34-a44118ef3ff9","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.04","Mandatory testing","CB6"
"189c41c0-56cd-4dda-9bf4-aa20284f1612","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.05"
"af12f6b7-f3d5-4860-ad80-7d9d0c762c53","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.05","Lead-ins"
"e34707cd-f2d7-4473-a888-b8262396adbe","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.05","Rough in"
"561b4d75-158f-4476-921f-51cf764e9291","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.05","Cut out"
"457daeab-6c4e-478b-b2b9-ae65e56cbba8","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.05","Fit off"
"82b6ff3c-6ae5-43fc-bfed-5be2ef58641f","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.05","Commissioning"
"853d215d-8d87-4e1f-88cd-fd13e81aef1a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.05","Mandatory testing"
"3cc18560-bbe0-43cd-bde1-27376d3476bf","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.05","Mandatory testing","CB1"
"11786f79-3c2a-42dd-8dbc-70c011963328","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.05","Mandatory testing","CB2"
"888e3329-26f8-459b-a996-2383b8c486dc","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.05","Mandatory testing","CB3"
"98ce3dd5-c9ee-40cf-86f4-01be0dd2fc87","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.05","Mandatory testing","CB4"
"60341ca2-6218-451a-a99c-dde86e808876","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.05","Mandatory testing","CB5"
"0a107813-381a-4a80-948c-3800f773781d","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.05","Mandatory testing","CB6"
"68237bae-8ab4-41f8-bf9d-b964d2763ce5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.06"
"f40d48bf-bdda-43ff-8f23-f1e9e3f56208","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.06","Lead-ins"
"191d4a32-c860-4371-8653-2bb1d57aa76f","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.06","Rough in"
"482fcefa-fe62-4082-922e-44a9647f86df","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.06","Cut out"
"40461843-a964-4cf4-acfd-de601810e9e8","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.06","Fit off"
"bd43f13c-86fe-44d9-9d70-0d30f94d43ee","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.06","Commissioning"
"42accac9-1f25-4421-a8d5-83c71c892ac8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.06","Mandatory testing"
"7c3e5482-1a39-465c-87d3-501a4281080f","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.06","Mandatory testing","CB1"
"ee55aa11-f492-49f9-858c-0c62f1ad4d60","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.06","Mandatory testing","CB2"
"fd1b0b52-910a-43be-8462-d4bc017082b5","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.06","Mandatory testing","CB3"
"080449eb-46f6-445f-bba2-ea0aa95d8d67","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.06","Mandatory testing","CB4"
"191bc190-a6eb-49c4-906e-ac6c775632d3","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.06","Mandatory testing","CB5"
"64b088c7-9e06-4b89-8cb5-c8148acd535d","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.06","Mandatory testing","CB6"
"5647f723-c1d1-4e1c-81f8-f9effccaff89","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.07"
"0ab85f59-9fef-4693-acc3-fb7d5b8af9ef","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.07","Lead-ins"
"08842f77-5522-4332-a80b-9f8b166b96fa","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.07","Rough in"
"5beefe06-4672-4f78-8c73-08cb761a23ab","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.07","Cut out"
"7a98346d-8678-4b3e-b98f-22995851ca9e","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.07","Fit off"
"52c6354f-dd11-4a73-8081-bf8fa48237ab","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.07","Commissioning"
"405e4059-17a8-4109-bf19-d33199ec5599","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.07","Mandatory testing"
"daa91589-b938-4a61-9f52-cf089662e45b","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.07","Mandatory testing","CB1"
"0fdbd6f1-b628-48e5-bbd2-3da1e5679a01","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.07","Mandatory testing","CB2"
"e128155b-91e6-4140-8b59-e95c0d3edf50","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.07","Mandatory testing","CB3"
"8db57427-8145-4837-b65f-c4e7b1b92235","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.07","Mandatory testing","CB4"
"d633a293-26ff-468f-818e-1a0218332743","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.07","Mandatory testing","CB5"
"8d628e87-ddb4-4af2-b4d1-015fd0a63247","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.07","Mandatory testing","CB6"
"6b1596c8-2297-47dd-9e7f-8dc30d2906a0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.08"
"eef993ff-ad0a-47e4-8269-8bec6baae177","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.08","Lead-ins"
"6015369b-2bc1-4886-8497-7eff0069e9d4","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.08","Rough in"
"4799580d-807e-4f2e-b72c-a530d03a72d5","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.08","Cut out"
"16d1e09f-d660-4e00-b1b5-dd5af189ddab","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.08","Fit off"
"b82c19d2-fef8-4396-b33a-93e003ec82ec","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.08","Commissioning"
"8ba61dcc-a0e0-48b6-b245-96c3b0520773","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.08","Mandatory testing"
"ac9ac7af-732d-4c49-958f-f1273259e7b8","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.08","Mandatory testing","CB1"
"b54bb0b7-9181-46b2-9d3b-f1996e3df867","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.08","Mandatory testing","CB2"
"8a6aba4a-d4e2-4092-8541-0e12ecaf9e0a","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.08","Mandatory testing","CB3"
"77c8c319-6785-438e-8175-3a8551f401d0","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.08","Mandatory testing","CB4"
"a56a45fb-435f-4203-8df5-71682d8a280d","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.08","Mandatory testing","CB5"
"9ed84071-5dd9-4288-966a-3a383cdacdd9","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.08","Mandatory testing","CB6"
"6b982173-a2a3-4757-9d09-ecb1d4ec4a3b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.09"
"e1555e86-00e4-496f-8082-e0f794c25c66","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.09","Lead-ins"
"fd65f48d-300a-433b-9448-317a1d4897fc","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.09","Rough in"
"4695e795-0bd5-4b3c-8f21-752bb70c8478","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.09","Cut out"
"7fe0292f-9188-46ca-b103-604b513515cc","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.09","Fit off"
"85400235-b8dd-499b-9425-84523282742d","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.09","Commissioning"
"5298dde7-24de-4f3f-8758-6d6d95f250dd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.09","Mandatory testing"
"45e27212-408a-4761-823f-0093c100d595","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.09","Mandatory testing","CB1"
"ddea9f05-64ef-4bd3-a34a-0d36583ab460","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.09","Mandatory testing","CB2"
"660e5b9a-bfc3-4fb1-98e0-8ebbf41240f6","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.09","Mandatory testing","CB3"
"c80c324a-be8b-4793-8ffa-0411a89954a4","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.09","Mandatory testing","CB4"
"7fd07a52-e05b-4933-b5a5-7fb2f1a6f3ac","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.09","Mandatory testing","CB5"
"c2428201-df54-4967-a717-694d8c7fe299","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 17","17.09","Mandatory testing","CB6"
"9fe1fc4b-dbbc-4c49-9ddf-63414a5e9653","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 18"
"8488e45e-8864-4b87-ae65-967d8853f9fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 18","18.01"
"508ec812-ea87-4ff0-bd8b-020de95faa51","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 18","18.01","Lead-ins"
"618931c9-47b4-4b41-9d8e-df78c5e7de48","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 18","18.01","Rough in"
"b13a0f83-e7d1-43ce-aff8-5b27350eb3fd","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 18","18.01","Cut out"
"40a46825-be65-41a9-8966-400cf4ed78a7","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 18","18.01","Fit off"
"988f777b-2907-43dd-aada-b173d6254295","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 18","18.01","Commissioning"
"46c2f525-6e99-4080-9165-b91c71bce049","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 1","Level 18","18.01","Mandatory testing"
"c357fe3c-daa5-4ae6-a6ec-a59807268267","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 18","18.01","Mandatory testing","CB1"
"c837f144-7bdf-40ff-bf31-6f22bc643072","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 18","18.01","Mandatory testing","CB2"
"3b348afd-9b28-428e-b091-31514830b945","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 1","Level 18","18.01","Mandatory testing","CB3"
