"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fe662a26-083b-4221-bb1a-177ed932b7e8","","pass","","folder","TRUE","FALSE","ITP-000 - Client Pre-Construction Checklist"
"b4775731-0d5d-416e-80fd-1dc11f485a96","","pass","ITP-014 - Bluestone Kerb Installation (MCC)","checklist","FALSE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Exhibition to Victoria St - Lot 06 - 18/08","ITP-014 - Bluestone Kerb Installation Exhibition to Victoria - Lot 06 - 18/08"
"4bfc5a6a-f3b1-45a8-8851-2fdc8d78b3e7","","pass","","folder","TRUE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Swanston to Russell St - Lot 07 - 19/08"
"a1a5568d-6980-43a6-8fb7-26a487953025","","pass","ITP-014 - Bluestone Kerb Installation (MCC)","checklist","FALSE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Swanston to Russell St - Lot 07 - 19/08","ITP-014 - Bluestone Kerb Installation Swanston to Russell - Lot 07 - 19/08"
"cfc88e68-8292-4e94-8615-25646d620c9d","","pass","","folder","TRUE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Elizabeth to Queen St - Lot 08 - 20/08"
"9d6887d9-0a4c-4083-82f0-409db7c9c7a8","","pass","ITP-014 - Bluestone Kerb Installation (MCC)","checklist","FALSE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Elizabeth to Queen St - Lot 08 - 20/08","ITP-014 - Bluestone Kerb Installation Queen to Elizabeth - Lot 08 - 20/08"
"172dfb52-8339-415c-a413-aa5e3d3bcb34","","pass","","folder","TRUE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Elizabeth to Swanston - Lot 09 - 21/08"
"daf9ea8f-6e44-4421-b2e8-48e18b21c6d8","","pass","ITP-014 - Bluestone Kerb Installation (MCC)","checklist","FALSE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Elizabeth to Swanston - Lot 09 - 21/08","ITP-014 - Bluestone Kerb Installation Elizabeth to Swanston - Lot 09 - 21/08"
"8f616452-0071-4362-9195-34b72dd421aa","","pass","","folder","TRUE","FALSE","ITP-015 - Sign Installation"
"e4ebff4d-55b4-41c9-9ba4-e509b1a0f9fe","","pass","","folder","TRUE","FALSE","ITP-015 - Sign Installation","Stage 1"
"453f1fbc-5716-499f-b50c-649a061370cc","","pass","","folder","TRUE","FALSE","ITP-015 - Sign Installation","Stage 1","William to Queen Lot 01"
"52dd474b-8121-472a-b711-75124faef529","","pass","ITP-015 - Sign Installation","checklist","FALSE","FALSE","ITP-015 - Sign Installation","Stage 1","William to Queen Lot 01","ITP-015 - Lot 01 - Sign Installation William "
"5e4cc8b2-a619-4a70-9645-92051417a7cd","","pass","","folder","TRUE","FALSE","ITP-015 - Sign Installation","Stage 1","King to William Lot 02"
"22b88269-0e1b-43f8-b235-8cc6fd4b173a","","pass","ITP-015 - Sign Installation","checklist","FALSE","FALSE","ITP-015 - Sign Installation","Stage 1","King to William Lot 02","ITP-015 - Sign Installation King to William - Lot 02"
"69749fae-2c4d-43eb-b5b2-fbca8a47ff7f","","pass","","folder","TRUE","FALSE","ITP-015 - Sign Installation","Stage 1","Spencer to King Lot 03"
"33a547d7-5e1d-4bb5-bf18-817b590ddfcf","","pass","ITP-015 - Sign Installation","checklist","FALSE","FALSE","ITP-015 - Sign Installation","Stage 1","Spencer to King Lot 03","ITP-015 - Sign Installation Spencer Lot 03"
"e43f8c1a-d18d-40dd-84f5-0c905c89125b","","pass","","folder","TRUE","FALSE","ITP-015 - Sign Installation","Stage 1","Harbour Esp to Spencer (Stadium Stop) Lot 04"
"ed023781-b829-490c-b17c-48727dcc15f1","","pass","ITP-015 - Sign Installation","checklist","FALSE","FALSE","ITP-015 - Sign Installation","Stage 1","Harbour Esp to Spencer (Stadium Stop) Lot 04","ITP-015 - Sign Installation Stadium Lot 04"
"960ef914-08c1-41d5-9d95-30c706932c77","","pass","","folder","TRUE","FALSE","ITP-015 - Sign Installation","Stage 2"
"00cd9129-aecc-4def-a843-ee11a890104a","","pass","","folder","TRUE","FALSE","ITP-015 - Sign Installation","Stage 2","Queen to Elizabeth Lot 05"
"d77aefb3-1c32-46f4-a86a-54f9e6b07534","","pass","ITP-015 - Sign Installation","checklist","FALSE","FALSE","ITP-015 - Sign Installation","Stage 2","Queen to Elizabeth Lot 05","ITP-015 - Sign Installation Elizabeth - Lot 05"
"17805fd6-34b7-4e72-8f73-927ab8012712","","pass","","folder","TRUE","FALSE","ITP-015 - Sign Installation","Stage 2","Swanston to Russell Lot 06"
"9f64e21e-4ed0-4229-86ec-2a2cff28d68a","","pass","ITP-015 - Sign Installation","checklist","FALSE","FALSE","ITP-015 - Sign Installation","Stage 2","Swanston to Russell Lot 06","ITP-015 - Sign Installation Swanston - Lot 06"
"87f9f533-dcab-4255-829c-01b8f10bc312","","pass","","folder","TRUE","FALSE","ITP-015 - Sign Installation","Stage 2","Russell to Exhibition Lot 07"
"07c4ddb6-f44b-45a0-867a-45fa02c6f2ee","","pass","ITP-015 - Sign Installation","checklist","FALSE","FALSE","ITP-015 - Sign Installation","Stage 2","Russell to Exhibition Lot 07","ITP-015 - Sign Installation Exhibition Lot 07"
"d6d339b6-fbc7-4241-897c-c7827a87ba44","","pass","","folder","TRUE","FALSE","ITP-016 - Platform Bluestone "
"afa1ab30-0ea2-40ae-ac53-c2c85467bee9","","pass","","folder","TRUE","FALSE","ITP-016 - Platform Bluestone ","William Street - Westbound - Lot 01"
"3dc4c01b-2f11-4af5-a955-6771edb56e94","","pass","ITP-016 - Platform Bluestone Pavement Installation","checklist","FALSE","FALSE","ITP-016 - Platform Bluestone ","William Street - Westbound - Lot 01","ITP-016 - Lot 01 - Platform Bluestone William Westbound"
"9316f00a-47ab-4c54-9cf7-5b0384e5e924","","pass","","folder","TRUE","FALSE","ITP-016 - Platform Bluestone ","William Street - Eastbound - Lot 02"
"5b431d85-601d-44fa-9949-e54fb6c1924c","","pass","ITP-016 - Platform Bluestone Pavement Installation","checklist","FALSE","FALSE","ITP-016 - Platform Bluestone ","William Street - Eastbound - Lot 02","ITP-016 - Lot 02 - Platform Bluestone William Eastbound"
"5f173018-097b-49f8-8e4d-7128551187ad","","pass","","folder","TRUE","FALSE","ITP-016 - Platform Bluestone ","Spencer Street - Westbound - Lot 03"
"36d0a82b-4096-43a6-846a-56f39471d2d0","","pass","ITP-016 - Platform Bluestone Pavement Installation","checklist","FALSE","FALSE","ITP-016 - Platform Bluestone ","Spencer Street - Westbound - Lot 03","ITP-016 - Lot 03 - Platform Bluestone Spencer Westbound"
"ef65b324-9db2-4d82-a67c-93ab4678e547","","pass","","folder","TRUE","FALSE","ITP-016 - Platform Bluestone ","Spencer Street - Eastbound - Lot 04"
"b743d9c9-63a6-4c73-8155-d48183506810","","pass","ITP-016 - Platform Bluestone Pavement Installation","checklist","FALSE","FALSE","ITP-016 - Platform Bluestone ","Spencer Street - Eastbound - Lot 04","ITP-016 - Lot 04 - Platform Bluestone Spencer Eastbound"
"0bcb5cc4-7f5f-4399-8027-f4fe8efd9979","","pass","","folder","TRUE","FALSE","ITP-016 - Platform Bluestone ","Stadium Stop - Westbound - Lot 05"
"d7e94fdb-f0dd-4060-88df-258c2a82dc81","","pass","ITP-016 - Platform Bluestone Pavement Installation","checklist","FALSE","FALSE","ITP-016 - Platform Bluestone ","Stadium Stop - Westbound - Lot 05","ITP-016 - Lot 05 - Platform Bluestone Stadium Westbound"
"5eee14bc-acd0-4b8a-a170-7d1c7a53e78c","","pass","","folder","TRUE","FALSE","ITP-016 - Platform Bluestone ","Stadium Stop - Eastbound - Lot 06"
"691c5cb1-c972-4414-b6d7-9d7e85508c7f","","pass","ITP-016 - Platform Bluestone Pavement Installation","checklist","FALSE","FALSE","ITP-016 - Platform Bluestone ","Stadium Stop - Eastbound - Lot 06","ITP-016 - Lot 06 - Platform Bluestone - Stadium Eastbound"
"2284e5c4-9c15-4a52-be08-e5bb1ac2fa7b","","pass","","folder","TRUE","FALSE","ITP-016 - Platform Bluestone ","Elizabeth Street - Eastbound - Lot 07"
"2921a58d-f98b-4db5-b470-9d15bd1868c1","","pass","ITP-016 - Platform Bluestone Pavement Installation","checklist","FALSE","FALSE","ITP-016 - Platform Bluestone ","Elizabeth Street - Eastbound - Lot 07","ITP-016 - Lot 07 - Platform Bluestone - Elizabeth Eastbound"
"f94bd051-6831-4c29-a62b-42e64d6c0c11","","pass","","folder","TRUE","FALSE","ITP-016 - Platform Bluestone ","Elizabeth Street - Westbound - Lot 08"
"ac595ac3-6fc1-4114-b05e-63e07978ce5e","","pass","ITP-016 - Platform Bluestone Pavement Installation","checklist","FALSE","FALSE","ITP-016 - Platform Bluestone ","Elizabeth Street - Westbound - Lot 08","ITP-016 - Lot 08 - Platform Bluestone - Elizabeth Westbound"
"1b0d9cab-cbfd-47da-ac99-034c97c3220b","","pass","","folder","TRUE","FALSE","ITP-016 - Platform Bluestone ","Swanston Steet - Eastbound - Lot 09"
"5995730b-c428-4546-91af-16ae30367bb6","","pass","ITP-016 - Platform Bluestone Pavement Installation","checklist","FALSE","FALSE","ITP-016 - Platform Bluestone ","Swanston Steet - Eastbound - Lot 09","ITP-016 - Lot 09 - Platform Bluestone - Swanston Eastbound"
"853624c9-2a26-40cb-be91-07a476f822e9","","pass","","folder","TRUE","FALSE","ITP-016 - Platform Bluestone ","Swanston Street - Westbound - Lot 10"
"4eb72d12-dd58-4cdd-9548-9c060e164c9b","","pass","ITP-016 - Platform Bluestone Pavement Installation","checklist","FALSE","FALSE","ITP-016 - Platform Bluestone ","Swanston Street - Westbound - Lot 10","ITP-016- Lot 10 - Platform Bluestone Swanston Westbound"
"0620094c-adc3-45c1-a18c-756b18495df5","","pass","","folder","TRUE","FALSE","ITP-016 - Platform Bluestone ","Exhibition Street - Eastbound - Lot 11"
"bf0e1d15-b04a-431d-a3b9-55d2eb2537e8","","pass","ITP-016 - Platform Bluestone Pavement Installation","checklist","FALSE","FALSE","ITP-016 - Platform Bluestone ","Exhibition Street - Eastbound - Lot 11","ITP-016 - Lot 11- Platform Bluestone Exhibition Eastbound"
"74f4a2f7-4e16-47d2-9367-ad90d810cfe4","","pass","","folder","TRUE","FALSE","ITP-016 - Platform Bluestone ","Exhibition Street - Westbound - Lot 12"
"f279d42d-b197-477a-a373-f3728259c405","","pass","ITP-016 - Platform Bluestone Pavement Installation","checklist","FALSE","FALSE","ITP-016 - Platform Bluestone ","Exhibition Street - Westbound - Lot 12","ITP-016 - Lot 12 - Platform Bluestone Exhibition Eastbound"
"53ef4e07-b35a-4000-ad15-22c8b59aaa9a","","pass","","folder","TRUE","FALSE","Subcontract-ITP-019 - Fencing Installation"
"8c6a57fd-5c12-4a0c-bcbb-8aee8fc674c1","","pass","","folder","TRUE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 1"
"22374e2b-bcf5-4899-a9c9-756efee7e4f3","","pass","","folder","TRUE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 1","William - Lot 01"
"dbf45df8-a52a-4955-96fe-192731c3b092","","pass","ITP-019 - Fencing Installation","checklist","FALSE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 1","William - Lot 01","ITP-019 - Fencing Installation William - Lot 01"
"aeff472f-6cab-4316-9a22-c54c83f2feda","","pass","","folder","TRUE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 1","Spencer - Lot 02"
"6e41b6b3-5d32-41e1-a9f0-93aaff9eb1e7","","pass","ITP-019 - Fencing Installation","checklist","FALSE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 1","Spencer - Lot 02","ITP-019 - Fencing Installation Spencer"
"fb3ab686-c2c3-4956-bad9-a2bdbbc7b269","","pass","","folder","TRUE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 1","Stadium - Lot 03"
"a5bd93d6-7ba4-4f5b-ac05-1d606c3d1718","","pass","ITP-019 - Fencing Installation","checklist","FALSE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 1","Stadium - Lot 03","ITP-019 - Fencing Installation Stadium"
"b07ee403-2542-4be4-b779-dfe23672b28e","","pass","","folder","TRUE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 2"
"900adda1-84f6-4108-bf06-48a02a8c2b40","","pass","","folder","TRUE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 2","Elizabeth - Lot 04"
"0ac15355-fed5-4364-b9cb-db955766a057","","pass","ITP-019 - Fencing Installation","checklist","FALSE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 2","Elizabeth - Lot 04","ITP-019 - Fencing Installation Elizabeth - Lot 04"
"9c0f84a6-1cc6-497a-ac5a-66cbd7a6d660","","pass","","folder","TRUE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 2","Swanston - Lot 05"
"cac733b0-d726-4486-ad01-089eebea25b6","","pass","ITP-019 - Fencing Installation","checklist","FALSE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 2","Swanston - Lot 05","ITP-019 - Fencing Installation Swanston"
"1a06ee19-a456-4d8a-aa22-6ddc4eca3e95","","pass","","folder","TRUE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 2","Exhibition - Lot 06"
"d5e20f39-a009-4267-981e-20b7f2c4f42b","","pass","ITP-019 - Fencing Installation","checklist","FALSE","FALSE","Subcontract-ITP-019 - Fencing Installation","Stage 2","Exhibition - Lot 06","ITP-019 - Fencing Installation Exhibition"
"832f1210-f058-41f3-82de-628efcbbfbd3","","pass","","folder","TRUE","FALSE","ITP-021 - Line Marking"
"9c54b40e-5a87-4495-b8f0-2ddee69ddb2b","","pass","","folder","TRUE","FALSE","ITP-021 - Line Marking","Stage 1"
"993a57f8-cde0-4799-b7ea-e639994fad79","","pass","","folder","TRUE","FALSE","ITP-021 - Line Marking","Stage 1","William to Queen - Lot 01"
"60183873-96b2-401d-8637-08f3c56b0a46","","pass","ITP-021 - Line Marking","checklist","FALSE","FALSE","ITP-021 - Line Marking","Stage 1","William to Queen - Lot 01","ITP-021 - Lot 01 - Line Marking - William to Queen St"
"185b19f7-fa23-4cf6-8729-23f3d1afc644","","pass","","folder","TRUE","FALSE","ITP-021 - Line Marking","Stage 1","King to William - Lot 02"
"41a66e7c-6b2c-4558-a616-86565393110b","","pass","ITP-021 - Line Marking","checklist","FALSE","FALSE","ITP-021 - Line Marking","Stage 1","King to William - Lot 02","ITP-021 - Lot 02 - Line Marking - King to William St"
"2a1eb87a-ec01-4687-bddf-3e0709d0c65e","","pass","","folder","TRUE","FALSE","ITP-021 - Line Marking","Stage 1","Spencer to King - Lot 03"
"0abd3887-1ce6-4b76-b0a3-85bad3cd9cb0","","pass","ITP-021 - Line Marking","checklist","FALSE","FALSE","ITP-021 - Line Marking","Stage 1","Spencer to King - Lot 03","ITP-021 - Lot 03 - Line Marking - Spencer to King"
"16364f3b-18f9-489d-ad5a-0a4682db215e","","pass","","folder","TRUE","FALSE","ITP-021 - Line Marking","Stage 1","Harbour Esp to Spencer (Stadium Stop) - Lot 04"
"c8dd6fae-f8bd-4170-a934-829e698cf5ca","","pass","ITP-021 - Line Marking","checklist","FALSE","FALSE","ITP-021 - Line Marking","Stage 1","Harbour Esp to Spencer (Stadium Stop) - Lot 04","ITP-021 - Lot 04 - Line Marking - Harbour Esp to Spencer"
"c385edc6-b96f-4ee7-b9fe-7f39c77ca81a","","pass","","folder","TRUE","FALSE","ITP-021 - Line Marking","Stage 2"
"5455ce4c-1a2f-410b-86b5-090fbcb3e91f","","pass","","folder","TRUE","FALSE","ITP-021 - Line Marking","Stage 2","Queen to Elizabeth - Lot 05"
"134c7e94-945f-4dcb-98df-579e2cf903f3","","pass","ITP-021 - Line Marking","checklist","FALSE","FALSE","ITP-021 - Line Marking","Stage 2","Queen to Elizabeth - Lot 05","ITP-021 - Lot 05 - Line Marking - Queen to Elizabeth St"
"8a286106-3d82-483a-ba19-b97da1d891b0","","pass","","folder","TRUE","FALSE","ITP-021 - Line Marking","Stage 2","Swanston to Russell - Lot 06"
"9abbc70d-3c9a-4571-95b0-ee8a1c2fc466","","pass","ITP-021 - Line Marking","checklist","FALSE","FALSE","ITP-021 - Line Marking","Stage 2","Swanston to Russell - Lot 06","ITP-021 - Lot 06 - Line Marking - Swanston to Russell St"
"32a50dca-52a7-447e-9e6c-696b1d7d6d76","","pass","","folder","TRUE","FALSE","ITP-021 - Line Marking","Stage 2","Russell to Exhibition - Lot 07"
"77495988-d8a4-441c-8aa2-ccccaaeec7c7","","pass","ITP-021 - Line Marking","checklist","FALSE","FALSE","ITP-021 - Line Marking","Stage 2","Russell to Exhibition - Lot 07","ITP-021 - Lot 07 - Line Marking - Russell to Exhibition St"
"05305a97-f047-4edb-a859-1c91d233006a","","pass","","folder","TRUE","FALSE","ITP-021 - Line Marking","Stage 2","Exhibition to Victoria St - Lot 08"
"2c1d0be1-9ac6-4a5e-8e7d-c361c4046441","","pass","ITP-021 - Line Marking","checklist","FALSE","FALSE","ITP-021 - Line Marking","Stage 2","Exhibition to Victoria St - Lot 08","ITP-021 - Lot 08 - Line Marking - Exhibition to Victoria St"
"4600ffdd-121f-445e-a8b3-f5f2d0aa1cca","","pass","","folder","TRUE","FALSE","ITP-024 - Overhead Pole Installation"
"6a8f7f61-63e7-4b15-aec2-556571515528","","pass","ITP-024 - Overhead Pole Installation","checklist","FALSE","FALSE","ITP-024 - Overhead Pole Installation","ITP-024 - Overhead Pole Installation Stadium OHP 8D & 8U Lot 01"
"bc8638f2-182f-4d61-905a-4291161efa59","","pass","","folder","TRUE","FALSE","ITP-025 - Structural Concrete Construction"
"3041b91c-156c-4a4f-a2a9-064885f12215","","pass","","folder","TRUE","FALSE","ITP-025 - Structural Concrete Construction","Stage 1 (William, Spencer, Stadium)"
"da1640e9-2609-4fcc-9f4b-224c95b3b2ec","","pass","","folder","TRUE","FALSE","ITP-025 - Structural Concrete Construction","Stage 1 (William, Spencer, Stadium)","William Platforms Lot 01 & 02"
"d5a9a9d8-c016-4d65-b73a-a0e1b6aadc98","","pass","ITP-025 - Structural Concrete Construction","checklist","FALSE","FALSE","ITP-025 - Structural Concrete Construction","Stage 1 (William, Spencer, Stadium)","William Platforms Lot 01 & 02","ITP-025 - Lot 01 Structural Concrete William Westbound - 18/07 AM"
"d2a3a1b6-8f17-4ae8-8b51-838180e6c668","","pass","ITP-025 - Structural Concrete Construction","checklist","FALSE","FALSE","ITP-025 - Structural Concrete Construction","Stage 1 (William, Spencer, Stadium)","William Platforms Lot 01 & 02","ITP-025 - Lot 02 - Structural Concrete William Eastbound - 19/07 AM"
"4a9cceaf-a509-4510-bb49-b7d5d1050d0d","","pass","","folder","TRUE","FALSE","ITP-025 - Structural Concrete Construction","Stage 1 (William, Spencer, Stadium)","Spencer Platforms Lot 03 & 04"
"ce3e33da-6e7a-4f14-ab32-72765bc7f3ea","","pass","ITP-025 - Structural Concrete Construction","checklist","FALSE","FALSE","ITP-025 - Structural Concrete Construction","Stage 1 (William, Spencer, Stadium)","Spencer Platforms Lot 03 & 04","ITP-025 - Lot 03 - Structural Concrete Spencer Westbound - 19/07 AM"
"9b11c26d-b310-43bf-93ae-37914b95b6e2","","pass","ITP-025 - Structural Concrete Construction","checklist","FALSE","FALSE","ITP-025 - Structural Concrete Construction","Stage 1 (William, Spencer, Stadium)","Spencer Platforms Lot 03 & 04","ITP-025 - Lot 04 Structural Concrete Spencer Eastbound - 19/07 PM"
"60454a77-81f3-4d90-b1f1-2fbe95cfafef","","pass","","folder","TRUE","FALSE","ITP-025 - Structural Concrete Construction","Stage 1 (William, Spencer, Stadium)","Stadium Platforms Lot 05 & 06"
"b3442b3b-b7f0-43ef-a341-2da41207a058","","pass","ITP-025 - Structural Concrete Construction","checklist","FALSE","FALSE","ITP-025 - Structural Concrete Construction","Stage 1 (William, Spencer, Stadium)","Stadium Platforms Lot 05 & 06","ITP-025 - Lot 05 - Structural Concrete Stadium Eastbound - 20/07 PM"
"57a8993f-53fe-4e46-a4a0-e56daa5e848a","","pass","ITP-025 - Structural Concrete Construction","checklist","FALSE","FALSE","ITP-025 - Structural Concrete Construction","Stage 1 (William, Spencer, Stadium)","Stadium Platforms Lot 05 & 06","ITP-025 - Lot 06 Structural Concrete Stadium Westbound - 21/07 AM"
"b4796835-8056-4150-9bf9-6affb74f0c46","","pass","","folder","TRUE","FALSE","ITP-025 - Structural Concrete Construction","Stage 2 (OHP39, Elizabeth, Swanston, Exhibition)"
"f6af23c3-a0a2-4103-b14b-ce2d5831ea71","","pass","","folder","TRUE","FALSE","ITP-025 - Structural Concrete Construction","Stage 2 (OHP39, Elizabeth, Swanston, Exhibition)","Elizabeth Lot 07 & 08"
"db884e9d-6621-4678-918e-627cc5495beb","","pass","ITP-025 - Structural Concrete Construction","checklist","FALSE","FALSE","ITP-025 - Structural Concrete Construction","Stage 2 (OHP39, Elizabeth, Swanston, Exhibition)","Elizabeth Lot 07 & 08","ITP-025 - Lot 07 - Structural Concrete - Elizabeth Eastbound - 21/08 AM"
"1436bd72-e664-4061-9942-a25fa9dc58e9","","pass","ITP-025 - Structural Concrete Construction","checklist","FALSE","FALSE","ITP-025 - Structural Concrete Construction","Stage 2 (OHP39, Elizabeth, Swanston, Exhibition)","Elizabeth Lot 07 & 08","ITP-025 - Lot 08 - Structural Concrete - Elizabeth Westbound - 21/08 AM"
"ae2c726a-bd25-4600-b12d-90946ac00693","","pass","","folder","TRUE","FALSE","ITP-025 - Structural Concrete Construction","Stage 2 (OHP39, Elizabeth, Swanston, Exhibition)","Swanston Lots 09 & 10"
"d29a89e2-4428-40f4-8168-a864a0a805ed","","pass","ITP-025 - Structural Concrete Construction","checklist","FALSE","FALSE","ITP-025 - Structural Concrete Construction","Stage 2 (OHP39, Elizabeth, Swanston, Exhibition)","Swanston Lots 09 & 10","ITP-025 - Lot 09 - Structural Concrete Swanston Eastbound - 21/08 PM"
"95003148-ca7b-452b-b6f0-18a2178ff88b","","pass","ITP-025 - Structural Concrete Construction","checklist","FALSE","FALSE","ITP-025 - Structural Concrete Construction","Stage 2 (OHP39, Elizabeth, Swanston, Exhibition)","Swanston Lots 09 & 10","ITP-025 - Lot 10 - Structural Concrete Swanston Westbound - 22/08 AM"
"b24ed59a-0b67-4bdf-a3ad-997ac2aa761c","","pass","","folder","TRUE","FALSE","ITP-025 - Structural Concrete Construction","Stage 2 (OHP39, Elizabeth, Swanston, Exhibition)","Exhibition Lots 11 & 12"
"9efd8187-03cf-4391-983f-133b11be5f96","","pass","ITP-025 - Structural Concrete Construction","checklist","FALSE","FALSE","ITP-025 - Structural Concrete Construction","Stage 2 (OHP39, Elizabeth, Swanston, Exhibition)","Exhibition Lots 11 & 12","ITP-025 - Lot 11 - Structural Concrete Exhibition Eastbound - 22/08 PM"
"b4d038b5-0947-4685-82d0-503cba2db65f","","pass","ITP-025 - Structural Concrete Construction","checklist","FALSE","FALSE","ITP-025 - Structural Concrete Construction","Stage 2 (OHP39, Elizabeth, Swanston, Exhibition)","Exhibition Lots 11 & 12","ITP-025 - Lot 12 - Structural Concrete Exhibition Westbound - 22/08 PM"
"aec1c71a-a699-4e4a-ba07-9526a147ed52","","pass","","folder","TRUE","FALSE","ITP-025 - Structural Concrete Construction","Stage 2 (OHP39, Elizabeth, Swanston, Exhibition)","OHP39U - Lot 13"
"7f274096-00fa-4261-9827-57b28e6c3c6b","","pass","ITP-025 - Structural Concrete Construction","checklist","FALSE","FALSE","ITP-025 - Structural Concrete Construction","Stage 2 (OHP39, Elizabeth, Swanston, Exhibition)","OHP39U - Lot 13","ITP-025 - Structural Concrete Construction - OHP39U - Lot 13 - 19/08"
"df16fae2-f58e-41a3-b4c4-7eda95cb2b71","","pass","","folder","TRUE","FALSE","ITP-029 - PVC TGSI Installation"
"1ffc3b37-ddfc-4468-9a0c-c833a5f0cbfc","","pass","","folder","TRUE","FALSE","ITP-029 - PVC TGSI Installation","Stage 1"
"2575b213-1047-41b0-889b-83476439f510","","pass","","folder","TRUE","FALSE","ITP-029 - PVC TGSI Installation","Stage 1","William Lot 01"
"b93f9f1c-55f2-493e-86f1-84f6f2306277","","pass","ITP-029 - PVC TGSI Installation","checklist","FALSE","FALSE","ITP-029 - PVC TGSI Installation","Stage 1","William Lot 01","ITP-029 - PVC TGSI Installation - William - Lot 01"
"b6f16813-3c37-4d54-8769-79d88df38aee","","pass","","folder","TRUE","FALSE","ITP-029 - PVC TGSI Installation","Stage 1","Spencer Lot 02"
"fc4c8cf7-6ecd-44f7-a198-a6a7b90d8bb0","","pass","ITP-029 - PVC TGSI Installation","checklist","FALSE","FALSE","ITP-029 - PVC TGSI Installation","Stage 1","Spencer Lot 02","ITP-029 - PVC TGSI Installation - Spencer - Lot 02"
"929bf10c-4bc3-4ae0-9d5e-8b66d6b909a5","","pass","","folder","TRUE","FALSE","ITP-029 - PVC TGSI Installation","Stage 1","Stadium Lot 03"
"b3c9a702-3486-4798-acbc-dc19ed273323","","pass","ITP-029 - PVC TGSI Installation","checklist","FALSE","FALSE","ITP-029 - PVC TGSI Installation","Stage 1","Stadium Lot 03","ITP-029 - PVC TGSI Installation - Stadium - Lot 03"
"031a85bb-7609-4159-82a8-07ad97bb60bf","","pass","","folder","TRUE","FALSE","ITP-029 - PVC TGSI Installation","Stage 2"
"7348a154-d617-4378-95e8-fe45b33cf5fc","","pass","","folder","TRUE","FALSE","ITP-029 - PVC TGSI Installation","Stage 2","Elizabeth Lot 04"
"258f39e3-f981-4a1d-9239-e59beafc252b","","pass","ITP-029 - PVC TGSI Installation","checklist","FALSE","FALSE","ITP-029 - PVC TGSI Installation","Stage 2","Elizabeth Lot 04","ITP-029 - PVC TGSI Installation - Elizabeth - Lot 04"
"eea7ab48-fe08-428c-aeb4-94f1821bf530","","pass","","folder","TRUE","FALSE","ITP-029 - PVC TGSI Installation","Stage 2","Swanston Lot 05"
"d5f56763-ae0f-4619-acdd-fb732f784649","","pass","ITP-029 - PVC TGSI Installation","checklist","FALSE","FALSE","ITP-029 - PVC TGSI Installation","Stage 2","Swanston Lot 05","ITP-029 - PVC TGSI Installation - Swanston - Lot 05"
"e1163d56-3cbc-4a66-b148-51a4fcd7b9cc","","pass","","folder","TRUE","FALSE","ITP-029 - PVC TGSI Installation","Stage 2","Exhibition Lot 06"
"bfce26d9-7570-4b2c-af89-c0d5b0c968cc","","pass","ITP-029 - PVC TGSI Installation","checklist","FALSE","FALSE","ITP-029 - PVC TGSI Installation","Stage 2","Exhibition Lot 06","ITP-029 - PVC TGSI Installation - Exhibition - Lot 06"
"a42d0da6-cd8f-4469-a4c2-5fe584709601","","pass","","folder","TRUE","FALSE","ITP-031 - CoM Stormwater Drainage"
"4ecd45d9-2576-49ae-8887-14ada30d3711","","pass","","folder","TRUE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 1"
"3b6cbbe4-4065-46bc-a5ae-4e2ef791a17a","","pass","","folder","TRUE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 1","Stadium"
"8adf9f08-3308-4554-aec6-67082cb4155a","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 1","Stadium","ITP-031 - CoM Stormwater Drainage - D101-1 to D101-2 Line & Pits Lot 01"
"1c5579d9-db2d-447a-b0ec-6e96e247d844","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 1","Stadium","ITP-031 - CoM Stormwater Drainage - D102-1 to D102-2 Drainage Line & Pits Lot 02"
