"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4de711c8-d90b-4183-8456-111a5cf20486","","folder-normal","pass","","step","TRUE","FALSE","1. Material Inspections"
"2538d6b7-2225-4072-9d10-583ec3377032","","folder-normal","pass","","step","TRUE","FALSE","1. Material Inspections","1. Structure"
"a79297c7-cd74-4247-a344-ed1cea9c65ff","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Sprinkler System"
"a97613d5-6c00-49eb-8255-66cc028973c0","","checklist-flat","not-started","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Mechanical System"
"be158ed7-8f31-4afb-ac1a-7fd312ffc1cf","","checklist-flat","not-started","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Electrical Work"
"c308aaa6-e78d-4ec4-be20-7a0daa21b485","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Internal Wall Linings"
"d71aeb6c-1383-47be-ba65-0beab3fcb8d2","","checklist-flat","not-started","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Internal painting"
"b0ed520b-a7c5-4fd0-99dd-50f282b0942a","","checklist-flat","not-started","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Waterproofing System"
"950ca58d-3af7-428f-8df9-712f2869a5d7","","checklist-flat","not-started","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Tiling & Grouting"
"43a4d6be-4a2d-4f3c-b629-2eedab7b61cd","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Sanitary Wares"
"898731cc-2406-4318-af53-9f1d2563b989","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Glazing Works"
"7f2e6ad0-008c-48ad-84a7-2328de973976","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Internal Finishes"
"021289a0-d21d-42f6-9669-c1c3e854cdd0","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Doors"
"63d418b6-1532-48c5-81ad-f44574637562","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Windows"
"e2116f56-b405-41ac-a319-20c61ac1b37c","","checklist-flat","not-started","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","External Wall Linings"
"ef8253ca-bc0d-44e4-b04f-1cdaebbc3a1c","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Module Water Tightness"
"47d8d30a-9ed1-4306-b976-ee3c936e2150","","checklist-flat","not-started","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Passive Fire"
"c2142568-dfdb-4bdc-8fa6-4919b821a378","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_02_1B_GF-876 (29)","Final Acceptance Checklist"
"a6ed1e8d-f810-4faf-878c-80233441abf2","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)"
"c2fed482-f755-4ad8-9407-498e5ffcb292","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Module Structure"
"19cf6994-077d-46a6-91c9-6aeea6600f96","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Drain, Waste & Vent System"
"3b14912a-7e7e-4332-85e5-7ccf700e25f8","","checklist-flat","not-started","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Hot & Cold Water Systems"
"2a39ae70-72d7-4c34-9377-de2d93d4da9b","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Sprinkler System"
"dc955d5e-14f0-4b81-9ada-a09ee24e0f12","","checklist-flat","not-started","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Mechanical System"
"537188f2-1a0d-4cb3-8e87-c781561d5b1c","","checklist-flat","not-started","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Electrical Work"
"62f17fb6-b6e7-47dc-94f1-7be360836b0b","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Internal Wall Linings"
"523129a9-2664-4b57-b245-fd113712575b","","checklist-flat","not-started","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Internal painting"
"e21c6696-84b9-4be2-ad1a-8ed8237a2e8c","","checklist-flat","not-started","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Waterproofing System"
"039f50e4-68c1-4cd5-9738-12575f305b67","","checklist-flat","not-started","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Tiling & Grouting"
"41ef0f54-8387-45b8-95fa-bbb951b2a3f8","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Sanitary Wares"
"35aa679f-288a-46f1-b546-17548af88dec","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Glazing Works"
"261f40d9-72c2-4205-b0c8-3f68858960f4","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Internal Finishes"
"1c313141-602c-4fa9-848a-3d140982e4d4","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Doors"
"6b30f949-e141-411f-8089-107eaad8aecf","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Windows"
"13ae1ace-bd08-4d91-be59-c3c8ab9ad708","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","External Wall Linings"
"08577aef-15ea-4b57-8660-bd23a0ac7a2d","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Module Water Tightness"
"c75d7c76-f190-4154-9d53-70f170bfe275","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Passive Fire"
"c427770e-f2c6-4c5b-a3fa-69a863d88fb1","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_01_1B_L1-877 (31)","Final Acceptance Checklist"
"0cff5f77-856a-4bb7-8f75-0bd627e50670","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)"
"6f7c1396-2419-487d-8b5d-5a7c9abc09fe","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Module Structure"
"0956f948-ac0c-4343-a1c8-11c2b1ddb4f0","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Drain, Waste & Vent System"
"050f3973-43b5-46a7-8212-45f53cc8db24","","checklist-flat","not-started","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Hot & Cold Water Systems"
"3f999657-a239-4c10-86ce-0b0953d9a699","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Sprinkler System"
"f5cd0664-92aa-454b-b9d9-006d80a44239","","checklist-flat","not-started","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Mechanical System"
"88b56985-b9f3-4590-bba9-af007f5070e2","","checklist-flat","not-started","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Electrical Work"
"e1f2b4ac-8b2b-45d5-a43a-3fc25635d466","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Internal Wall Linings"
"2840a80c-2d59-4d6c-b4b9-75d35bb129a1","","checklist-flat","not-started","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Internal painting"
"858183fe-bb58-4928-b022-0d658057a0de","","checklist-flat","not-started","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Waterproofing System"
"8fdbd22c-f658-4da4-ab45-7ce66187e650","","checklist-flat","not-started","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Tiling & Grouting"
"25089e12-bcd7-4335-b797-e2a55b1782ba","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Sanitary Wares"
"2b6d596c-118d-4ead-a7b1-ed0798594c1a","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Glazing Works"
"f9802ce4-4c43-461d-9214-7c77c97fbbb6","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Internal Finishes"
"fdee9921-3dcd-4097-99d3-799c23ae2dbb","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Doors"
"6d956c9d-881c-41cc-b635-5760242a0b2c","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Windows"
"abea54dc-7299-4fb8-b81f-29e0d6e30204","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","External Wall Linings"
"16fbfee2-68e7-46f9-a4af-42ff01e4da38","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Module Water Tightness"
"eaa3713e-16e7-4a23-9881-724a1e7de093","","checklist-flat","not-started","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Passive Fire"
"39862c3e-2609-4d97-b0a8-3babf7a9562f","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_04_1B_GF-878 (30)","Final Acceptance Checklist"
"b15a5817-c9e9-451c-9d6d-61e251dda563","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)"
"a375a70c-32d5-40d1-94cd-82cc8b64fd5a","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Module Structure"
"c6e325d5-dace-457f-92dc-ed240e9ae17b","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Drain, Waste & Vent System"
"5ffdeffb-be8d-475c-858b-345ad6d29b8a","","checklist-flat","not-started","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Hot & Cold Water Systems"
"abd8b63d-c0b9-45a2-805b-c3a40a0b4219","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Sprinkler System"
"b762b32a-c887-4e79-8f69-496816c57907","","checklist-flat","not-started","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Mechanical System"
"301b74be-372f-4d10-8b2f-4797e772cd73","","checklist-flat","not-started","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Electrical Work"
"2fa3d2d7-b92f-46a5-8201-212edd6d5310","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Internal Wall Linings"
"48a09cb0-6432-4ae4-9ecb-19170f674778","","checklist-flat","not-started","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Internal painting"
"2e67e5bd-5865-4658-9ad7-ca95853a344f","","checklist-flat","not-started","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Waterproofing System"
"981b9f72-2f94-4b49-a590-21d2ee1a098d","","checklist-flat","not-started","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Tiling & Grouting"
"6981c66b-7cd4-4df5-a627-3bcdf34cf493","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Sanitary Wares"
"fd9112a6-9804-4cdd-9670-6fabc5af0171","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Glazing Works"
"6927dc0d-4888-4815-a97a-777961f19846","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Internal Finishes"
"3dd65bec-ad18-4be9-94f2-2f4137df0119","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Doors"
"507153f1-2c1c-4f90-8faa-505c00587275","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Windows"
"85bd67ad-768f-4800-9da6-26e4caa1d258","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","External Wall Linings"
"3b369331-b498-4c07-bebf-20fa60247788","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Module Water Tightness"
"87ead8ed-1af4-4d6e-921b-043929bd93c5","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Passive Fire"
"6a51f4ee-c84c-45bd-bcad-ab124dc8714a","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","STW1_03_1B_L1-879 (32)","Final Acceptance Checklist"
"fc1095a2-002d-4efc-94e0-85286c7d4b61","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","Roof"
"d8e12b7a-f658-4680-a5e2-d6d414421e3d","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","Roof","STW1_01_1B_RL"
"35da4701-6486-4be6-8d7b-1fdf4c7b67eb","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","Roof","STW1_03_1B_RL"
"11fd0767-423b-4ee8-a83d-5d500b252c99","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","Staircase/Handrail"
"9e4eebd7-e858-44fa-bea4-3e1f0dba2181","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","Staircase/Handrail","STW1_01_1B_SC"
"bf6eccef-a036-414e-919b-1ffcd7c69724","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","1 - Bedroom","Staircase/Handrail","STW1_03_1B_SC"
"c77876bb-3a88-4b8d-b9e5-1e60e01fdc36","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom"
"2c8a8bb2-7b21-4bc1-a10d-ac3ff26aaebd","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)"
"5819acae-3636-44c0-b3ea-2c7d4b6e731a","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Module Structure"
"348966b3-cf64-4d93-b5f4-401870421310","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Drain, Waste & Vent System"
"d5390bc5-7b83-4aec-88e2-9f14c4fa1be4","","checklist-flat","work-in-progress","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Hot & Cold Water Systems"
"136aaca4-64bc-4915-8f15-a7a85b2285e6","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Sprinkler System"
"130f3c5a-a27f-4c34-b344-5865530f953f","","checklist-flat","work-in-progress","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Mechanical System"
"94240c7c-b1d6-40d7-9a06-1b12f7bb2b18","","checklist-flat","not-started","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Electrical Work"
"26cf9e9a-88fd-40de-9142-c406717bf232","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Internal Wall Linings"
"5f13baae-6737-4203-9fef-91a31685127e","","checklist-flat","work-in-progress","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Internal painting"
"4a7fbbc9-fbfa-4623-9672-fd7bc285db22","","checklist-flat","pass","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Waterproofing System"
"a96f0ac3-fc74-48b2-8726-7baca63fafd1","","checklist-flat","work-in-progress","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Tiling & Grouting"
"e9df672e-b179-4ce2-b004-dad45c779096","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Sanitary Wares"
"258fba88-9e33-4668-8d1c-ca1f313f1e01","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Glazing Works"
"40c4c1d0-1e3e-4a5d-b110-46e120871fc4","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Internal Finishes"
"640de655-645e-4688-a394-ee0f47bb797d","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Doors"
"918f2b8b-3c54-495a-baf8-f51ac65a1245","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Windows"
"dd247208-c6ce-4063-9bfb-871f891aa2dc","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","External Wall Linings"
"990d9e5a-cdf3-4dd9-88a6-02d0e78c4fbe","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Module Water Tightness"
"331c6909-897c-40c8-9c98-c6b2d20243f2","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Passive Fire"
"0b94a0f8-db9c-4778-a6f7-c3b8360d39a8","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Final Acceptance Checklist"
