"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4bf01d52-2549-49a3-a8bf-bad0681c0354","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"fe22c2fd-941d-4e65-bb78-43c812765efc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 6"
"ae2370c6-3bf9-409c-8231-8ad1f557938a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 6","Basement"
"c0491013-079d-4653-9998-9583cf77f323","","checklist-sectioned","pass","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC01"
"ff175408-21c3-5951-bfa4-0b204a4b7268","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC01","Drawing"
"2248706f-c52a-542a-bc40-5be83eca36c0","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC22","Reinforcement"
"cc4bf548-16e5-523e-bbd9-42bd2a6322b1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Reinforcement","Correct Mesh/Cage (photo required)"
"9fcf7dfe-bc8b-5f0e-a5ea-39dc20bab045","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Reinforcement","Correct Lig Spacing/Mesh Centers"
"3fde9711-cc32-5c98-ba2a-57bd1164ae3d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Reinforcement","Correct Cover"
"94190803-b187-5e0d-a685-bf53b1c551b1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Reinforcement","Lifter location & Type Correct (photo required)"
"b514c0c7-394c-503c-bef4-71a85662a223","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Reinforcement","Starter bars & couplers (photo required)"
"7f312f45-68f4-553e-b483-7db6c1598b9a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Reinforcement","Strongbacks installed - If required"
"2a054319-19a9-5713-93fd-ed014a1111c5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"2b728264-67e8-53f0-81fd-2edcec1963e5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Reinforcement","Ferrues Installed - (photo required)"
"f156a2e3-1164-5a7d-be2a-3c4980105972","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC22","Concrete"
"b6f3b6ab-ba25-59f9-97e8-21233aa8958a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"bd56fc42-5d0d-5ca1-b37f-663edd4f81dc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Concrete","Concrete Test"
"b9635cb2-8ea0-56f7-a69d-b73c81fc0ee8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Concrete","Concrete Test Report - (photo required)"
"4b4ce829-ca02-525a-beb1-435a99948b13","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC22","Post Pour"
"6ab467c9-ea05-582e-becf-27f05e601874","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Post Pour","Ferrules exposed"
"eae35615-f595-551b-8fc0-f88ac9b9644f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Post Pour","Grout Tubes Open"
"c05fa17c-7402-581d-aa04-88076f57dba9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Post Pour","Lifters installed central to panel"
"a1912a3c-1233-5c5d-8d56-49c241df617a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Post Pour","Lifters Cleaned"
"dd6910f7-4fb7-5509-9cf1-59c2724d7f9f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Post Pour","Patching required - Pass=No / Fail=Yes"
"9d4a763a-e724-5cc3-a349-5d66ca7d6ad9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Post Pour","ID TAG filled out and correct"
"163f8529-d222-5016-995a-e5673175cdfb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Post Pour","Strongbacks installed - (photo required)"
"843b34ef-49a5-5adc-a634-6b422f270269","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Post Pour","Chamfers Installed"
"3109275b-cfb2-51cd-80fe-00ca45f9a32b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Post Pour","Panels QA sticker completed"
"747ef48d-014d-54f9-b9d6-b8e205f747f9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC22","Post Pour","Panel ready for delivery, damage free"
"00cbed92-dad3-4dc6-82ad-766ff06168cf","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 6","Ground Floor"
"0513cddd-ef8d-4b97-adb5-483ff6ba9b9e","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC01"
"4ceaa10e-af4f-5fc4-848b-ccbf4edc363c","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC01","Drawing"
"67a0c0a1-b15f-5f37-b138-68a5e4f7f8dc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"e3d90935-9683-54a1-abf5-bcf29f4f3f12","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC01","Panel Properties"
"63916814-2b9f-558e-87c0-fccd29bccc13","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Panel Properties","Properties - Pass once entered"
"4bb168cf-d74b-56e1-8ece-d588af6a81bc","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC01","Formwork"
"dba6c65b-0fc8-5c17-aa68-519f607ea153","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Formwork","Correct Dimensions & Square"
"e47f4986-cf85-5ae3-8e5e-a28fab228627","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Formwork","Grout tube set out"
"787cfe21-5400-594b-94a1-ea1185702204","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Formwork","Magnets Locked Down"
"f8c5e022-34e0-53b0-8c28-7b72921e562a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Formwork","Fillet Installed"
"398448fb-b2c1-55bf-bf9f-bf24526efb71","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Formwork","ID TAG Installed (photo required)"
"47f5d43f-8794-5468-88cb-8e0e00bba4af","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Formwork","Starter bars & couplers (photo required)"
"f304a0b8-0938-54b6-9ef4-fb9d06db20f7","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC01","Reinforcement"
"8ce16eea-a659-5c1d-b9de-2ab0f2db223b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Reinforcement","Correct Mesh/Cage (photo required)"
"97817022-e2c5-55ac-8968-627722f87fa2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Reinforcement","Correct Lig Spacing/Mesh Centers"
"b182c92a-e934-59d6-8d35-a27cf48567c3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Reinforcement","Correct Cover"
"083fa791-ed73-5a23-b9b7-835a7a210d0f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Reinforcement","Lifter location & Type Correct (photo required)"
"d1a9eed9-22b0-5052-b44b-a7a4fe98262b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Reinforcement","Starter bars & couplers (photo required)"
"0e1ea66a-1f11-5422-9a35-b655b3440b56","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Reinforcement","Strongbacks installed - If required"
"0eb36b25-55e2-5b59-8029-d2326f66373c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"02ec729d-d360-553f-8836-54803cc827d8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Reinforcement","Ferrues Installed - (photo required)"
"db187c36-b24b-5693-bc29-0335389f42f9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC01","Concrete"
"cdded5a1-3806-5bf5-9c33-e1584a2b4523","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"8d81d069-e45e-59af-9f9c-ddcad66932a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Concrete","Concrete Test"
"ebdb2e8d-d34c-50cb-94ab-f852896742f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Concrete","Concrete Test Report - (photo required)"
"61987093-ebce-5982-9c69-62d040671995","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC01","Post Pour"
"f80ba4da-4072-503a-ae56-740f98dd727d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Post Pour","Ferrules exposed"
"04037cd4-3743-5b6b-bb1d-66966c109201","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Post Pour","Grout Tubes Open"
"e262fd62-40dd-5917-8df0-3770f0e0e3ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Post Pour","Lifters installed central to panel"
"3c8541b0-b57d-59f1-b473-df153a67b46f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Post Pour","Lifters Cleaned"
"905ce8bd-1c92-5b1f-8c96-1c491833dbe3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Post Pour","Patching required - Pass=No / Fail=Yes"
"b20ef0ae-1adf-54f5-a791-e360d1cf41db","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Post Pour","ID TAG filled out and correct"
"01008ba5-9c7c-5d53-97f2-c33329aa82cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Post Pour","Strongbacks installed - (photo required)"
"16b0bdcf-93ce-5589-8ce0-0af716e1ebb3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Post Pour","Chamfers Installed"
"cf9878de-5296-5ca4-9200-e31a37fb739d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Post Pour","Panels QA sticker completed"
"cb7da0c4-7292-5526-b1de-fb812a0f96a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC01","Post Pour","Panel ready for delivery, damage free"
"13225824-2108-41e0-a9bf-5fcffad072be","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC02"
"e4d2daa7-a515-5a95-9db5-1b5c4a96bee7","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC02","Drawing"
"23be90ab-428a-5977-9dc5-e057da370add","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"1119475e-4ce6-5449-b482-6cdac4e861eb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC02","Panel Properties"
"0efa55e5-2de8-5373-ace1-84aa518878a2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Panel Properties","Properties - Pass once entered"
"82900bf4-f8ec-5630-8fa0-66d2acfc76dc","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC02","Formwork"
"2bd6e72a-f676-516a-9072-de1b77b78041","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Formwork","Correct Dimensions & Square"
"dafec972-2ef3-5e37-b541-b97f5e0ce59e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Formwork","Grout tube set out"
"53a86400-41e1-513b-9a3e-52318c102f26","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Formwork","Magnets Locked Down"
"242fab12-b7b7-5e7a-8d35-5eda4a9eef11","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Formwork","Fillet Installed"
"3c12cae4-cb7c-5534-9a49-5f223134a085","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Formwork","ID TAG Installed (photo required)"
"19378d4c-8106-553b-b34a-977925f57ef7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Formwork","Starter bars & couplers (photo required)"
"0b7cd0e2-a2d6-575d-aa74-abdfa568fba9","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC02","Reinforcement"
"8a18174d-685c-5d0b-ad96-983da3f47dcc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Reinforcement","Correct Mesh/Cage (photo required)"
"9438ec7e-866c-547f-96b6-60347d84b539","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Reinforcement","Correct Lig Spacing/Mesh Centers"
"19d68a66-b969-5a15-b9c2-1d687f5371bf","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Reinforcement","Correct Cover"
"e6ada176-d975-5e40-b1e1-de22cb5cffbd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Reinforcement","Lifter location & Type Correct (photo required)"
"705eff7e-ce90-5434-a2b3-78979fab2a78","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Reinforcement","Starter bars & couplers (photo required)"
"9119618b-6b81-5eb7-beb5-d5730d338304","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Reinforcement","Strongbacks installed - If required"
"fddf7c1d-4c0f-54b0-947f-a4299bdd3429","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"a022aaae-b8cf-5582-a98e-0600b3e50324","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Reinforcement","Ferrues Installed - (photo required)"
"d0873a02-e7d3-5bab-88a6-4e532ebc9f18","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC02","Concrete"
"6e436353-5298-5515-87c4-c53975888db8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"46df6397-d5c8-5c57-9c54-9b05c0f634a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Concrete","Concrete Test"
"2b3a5535-18b4-553b-97fd-cd7a520b3a9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Concrete","Concrete Test Report - (photo required)"
"03006d87-0ca4-5c39-882c-ea5c04816029","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC02","Post Pour"
"ba988794-22ad-59f2-a656-0a60f5979344","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Post Pour","Ferrules exposed"
"c7822fb2-63f0-502b-806d-c697365d341e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Post Pour","Grout Tubes Open"
"cb51c16d-4128-5108-8ee0-83968c6f17f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Post Pour","Lifters installed central to panel"
"cbf6e38f-655d-52fb-b7f1-4b3d8e00ca4b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Post Pour","Lifters Cleaned"
"da4c08d9-c5dd-5ef1-998a-fb7cf9fe747b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Post Pour","Patching required - Pass=No / Fail=Yes"
"c4df5d5e-a1f6-50ab-a7eb-b5f40fd0233b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Post Pour","ID TAG filled out and correct"
"4d2d8b30-9c85-5f5f-9143-e84c8348b67f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Post Pour","Strongbacks installed - (photo required)"
"99398313-fa98-52f2-9822-8647fd64ba3e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Post Pour","Chamfers Installed"
"3216d6b1-c270-59a0-97e2-73efd1f66805","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Post Pour","Panels QA sticker completed"
"17602eb8-8e22-530f-870b-9e69ab043130","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC02","Post Pour","Panel ready for delivery, damage free"
"38664151-780f-49f0-ad24-7256efcaedde","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC03"
"1532de41-b5f1-58c4-b704-1a34cbe11aeb","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC03","Drawing"
"b787f0ad-c73f-5c23-8b1d-0bf261d9238b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"15576a64-1a07-55b4-ab1f-2ee47733b144","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC03","Panel Properties"
"cceaa8ca-c569-5b71-b556-08a0eb8619ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Panel Properties","Properties - Pass once entered"
"0aa4935e-e403-565e-a7b7-2d317f449dda","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC03","Formwork"
"dd815dba-ba3b-500f-a29f-21bcbd8a0637","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Formwork","Correct Dimensions & Square"
"cb894d7f-6374-55cb-b085-ad25f2de2285","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Formwork","Grout tube set out"
"41ce5616-8b28-592d-b875-ca1875e49f12","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Formwork","Magnets Locked Down"
"9cb569cc-5481-5dcc-9d12-4a7a3e8ff63e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Formwork","Fillet Installed"
"a62c8bb7-6c32-539d-a928-3b118640f919","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Formwork","ID TAG Installed (photo required)"
"40deb8b4-ef58-5bfc-bdd3-25edc3607423","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Formwork","Starter bars & couplers (photo required)"
"f514656e-67d4-5489-af38-d171f129bbe9","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC03","Reinforcement"
"9d8522f0-734a-5cdd-bed6-1dbcdb75a224","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Reinforcement","Correct Mesh/Cage (photo required)"
"25753791-00f6-5840-bd1b-2ca3056e4d48","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Reinforcement","Correct Lig Spacing/Mesh Centers"
"4373bec3-308f-5530-9781-09dd7ccc2487","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Reinforcement","Correct Cover"
"e5c6456f-0d83-57f8-ba30-6e73d3665dbc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Reinforcement","Lifter location & Type Correct (photo required)"
"b6016531-d9c4-5e1c-b10f-ea2d03cdbdcc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Reinforcement","Starter bars & couplers (photo required)"
"7c781ac6-873c-53bf-97f5-b733172bc8d9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Reinforcement","Strongbacks installed - If required"
"6c2813b4-fa66-59f5-8604-a4c4ce2fefad","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"f0a0632d-3ed9-5c49-bfad-4e4ac923dec1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Reinforcement","Ferrues Installed - (photo required)"
"fd0d30c7-92fe-5767-93b7-dd23489f3dcd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC03","Concrete"
"9b21a7c8-c02b-5e2e-9dfa-8bbffb87f2a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"6874bae3-d2e5-5627-bcd2-984df6c0d726","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Concrete","Concrete Test"
"237edaac-0806-53d7-b837-cf6a08adf8d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Concrete","Concrete Test Report - (photo required)"
"d5afca60-ec8b-57d9-bdf5-c447d618f34f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC03","Post Pour"
"94f78076-19e1-539e-a5f9-cc1b07b017ef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Post Pour","Ferrules exposed"
"2575be76-6ad6-5730-a4b2-4b7a8568a3bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Post Pour","Grout Tubes Open"
"8b26061e-56e7-5ff4-aa96-0da616746daa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Post Pour","Lifters installed central to panel"
"3a8f962f-351f-5633-ae1d-624e8b6a8840","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Post Pour","Lifters Cleaned"
"a3bfcb0a-76f9-5257-b2e4-67a6c535b097","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Post Pour","Patching required - Pass=No / Fail=Yes"
"f9ef55be-76e2-5b0e-9e51-32827290c15b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Post Pour","ID TAG filled out and correct"
"3331f9b5-6866-5d8f-ab83-da8efde6e3e1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Post Pour","Strongbacks installed - (photo required)"
"6cd541ca-6f80-55ac-a140-4be1da62b028","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Post Pour","Chamfers Installed"
"e857b76f-4a4c-53e2-a69c-5d5598af6d6f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Post Pour","Panels QA sticker completed"
"7ad0eb09-a1f2-5470-9882-92b93758c069","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC03","Post Pour","Panel ready for delivery, damage free"
"ec909110-e837-4556-8124-a41ddca709e6","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC04"
"fce181ca-35f0-5feb-b278-251cb8549b3c","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC04","Drawing"
"5df29bc0-53c8-5160-9c50-ac9f7ce6bfc0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"6838b6e0-d92c-51b6-adf1-17df767e0d69","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC04","Panel Properties"
"35b3357a-1ade-5e75-bfb7-9a9939089764","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Panel Properties","Properties - Pass once entered"
"30e1dd38-dbb1-5144-a92e-79e3d7086915","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC04","Formwork"
"6515513c-af21-5b2d-90eb-34f33bad83c6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Formwork","Correct Dimensions & Square"
"fcffd569-9536-51de-a65e-17dcdd7c70be","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Formwork","Grout tube set out"
"54253370-0024-559c-861b-a644b0f9a3d7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Formwork","Magnets Locked Down"
"a140a528-3515-5a3d-b5a2-3ad603f1b8f9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Formwork","Fillet Installed"
"964f58f8-4870-5af3-afeb-cc010eb14140","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Formwork","ID TAG Installed (photo required)"
"dc9ab4ad-5dd5-51b6-b775-a18f97eb6557","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Formwork","Starter bars & couplers (photo required)"
