"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a956a4bc-6144-49c2-987e-f1968de6a602","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0dfef658-7904-4b3a-8e85-75d78eda0678","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Prefab"
"124849e5-d340-4984-96c3-4334bd2f383e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Prefab","Basement 1"
"c0510d3c-3200-4b0f-b383-c67005267f39","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Basement 1","25293 514-B1-01"
"50bba2fb-8425-59ea-8198-1721a5520efd","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Basement 1","25293 514-B1-01","Set Out"
"3863a1d0-8219-5728-9205-2a9649824210","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25566 514-02-24","Prefab","Slab Connections"
"23f14b92-85a4-5387-86cd-f2fc345c7ab0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25566 514-02-24","Prefab","Lifters: GAL Top"
"bf24a81b-bdd9-5d9a-a84e-17d9d43835ad","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25566 514-02-24","Prefab","Lifters: GAL Side"
"c43ba737-ccab-58c9-8adc-c368937602b7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25566 514-02-24","Prefab","Lifters: GAL Face"
"f562c75c-3967-53ef-a168-87990f699467","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25566 514-02-24","Prefab","Prefab Built By"
"0d2a0bc3-971e-5427-9fba-a9dce797a290","","holdpoint","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25566 514-02-24","Prefab","Checked By"
"bc926089-18e7-40e3-9483-78e43d73c299","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Level 2","25567 514-02-25"
"6724f744-c5fc-5d03-8479-c4b37aaa5dc4","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25567 514-02-25","Set Out"
"30c43dec-2b70-5ffe-90c4-e99960fff11c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Set Out","Attach any relevant documents or photos"
"66f62925-e7f9-5893-888e-26f2a4789566","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab"
"f0b4b74d-ca6d-5da1-b287-2378d0939b94","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","U Bars Top"
"7e3615ac-c92f-520c-b7a0-9cb27ff92ae7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","U Bars Bottom"
"e02bb81a-b98f-585b-81e7-296f73e037cd","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Sides"
"5ce7d87c-1277-5900-8050-c1cd02e99799","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Trimmer/ Corner Bar Near Side"
"d369def3-46f0-548c-8128-d6499655a883","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Central"
"13a38660-3d54-5827-8a6e-571d240e8249","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Far Side"
"b458afb6-31fa-5030-b5dd-0b3e0ee62d97","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Bar"
"1b989d4e-f7e9-513f-8665-dd27ae90329d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Mesh"
"a21477d1-5ae2-5f90-91f1-2cf81c2313cc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Penos"
"723f29dc-dda7-5f4e-bfc1-4a1bdb583861","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Rebates Near"
"99bdf9f2-969a-5ce9-9b91-ec0750d6fe29","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Rebates Far"
"9c308b60-314f-5a7f-a190-350c58ffacc6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Propoints Near"
"1de899e8-7a09-58f2-bf83-e6a3cd37a480","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Propoints Far"
"9bba4685-11f3-5a55-90aa-281157062187","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Correct Heights for Panel Thickness"
"c964734c-86a2-5c72-8f13-a1df2582c57f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Grout Tubes - Top"
"5b9b2a87-a69b-5716-a04e-104115dd0076","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Grout Tubes - Bottom"
"9927c39d-71ad-5321-824c-79633d45bd7f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Spouts - Near"
"b11901b5-f7f1-595d-a7dd-2cbd94bd8a16","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Spouts - Far"
"51061838-702a-5b97-859a-21093b7364fa","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Structural Connections"
"eecebe78-0ffd-597a-9fbc-05433f21beb9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","M16"
"62883b6a-5031-5bda-b18a-25c083034c54","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","M20"
"1545d402-38ad-59b7-9a98-1699ce8ad7e4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Cast Plate"
"7ed624fa-5d9c-5565-957d-60dba51d7cb5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Correct Heights for Panel Thickness"
"4a7e44f2-d0f7-5c60-8339-317574713728","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Slab Connections"
"18bf2bce-8a4e-5ba0-a71e-02cec125bbc8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Lifters: GAL Top"
"9c7ac9e3-aa3a-539b-981f-cf3a782f5010","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Lifters: GAL Side"
"6f94c7d0-1c9b-586c-bdc6-38625ee80554","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Lifters: GAL Face"
"7a83a850-6e2e-5d31-984a-fff2b857a61b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Prefab Built By"
"5dea7851-6b77-570a-8abd-00f64ba13131","","holdpoint","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25567 514-02-25","Prefab","Checked By"
"06c855f9-4a7e-4793-a4cb-8c24b7c8c86a","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Level 2","25568 514-02-26"
"1576a124-03ac-5d9d-bcf0-14a2679b8127","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25568 514-02-26","Set Out"
"44ca129b-ef13-5c5d-85dd-6c9928c965a4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Set Out","Attach any relevant documents or photos"
"b46d85f6-c387-5f9d-9b4d-f791a9ca5186","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab"
"35a963f7-e711-5f6a-947a-c0f9742037b7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","U Bars Top"
"2f05dd29-1450-5cd3-8855-ca068e3abd41","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","U Bars Bottom"
"118cfb42-58c7-595e-8955-7a4b2a3abc2b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Sides"
"15185a4b-dbdd-5e71-b4ae-24fe170a1dfe","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Trimmer/ Corner Bar Near Side"
"618cc2d9-1b29-5474-b767-bdb6a03a8c48","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Central"
"34a97f6c-2e6b-54a0-b9c6-ad037c713ad7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Far Side"
"349e4a97-3ef5-510d-a120-e5fddd626c41","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Bar"
"ee8fada8-054b-53e2-833c-2aefd92685eb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Mesh"
"323815b9-e24a-51e7-bafc-a303796bd288","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Penos"
"998e79b4-e48c-51eb-b15a-27f69f4777f9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Rebates Near"
"167ca3e8-d5a0-5f85-bc8c-f91cb305a6d1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Rebates Far"
"79577571-32be-5d3b-ac8b-a3fd20cb3856","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Propoints Near"
"5930a76c-f71c-54e0-b569-1d97dd452853","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Propoints Far"
"f8af7866-b34c-5615-81ee-8fac9d728145","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Correct Heights for Panel Thickness"
"963da00a-7f17-5fe7-adf3-1f9dfd9f44cd","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Grout Tubes - Top"
"e09c65e8-2cca-54a5-a28d-b7a0577506c8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Grout Tubes - Bottom"
"9afe5677-2f80-56a8-adac-111dd0b06b0f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Spouts - Near"
"abe35c1e-9da2-5ac5-8157-e7b884ebdeee","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Spouts - Far"
"cffdf27a-14be-55dd-a336-fd8a03501804","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Structural Connections"
"b155f9b7-aedb-55e2-a186-f5f59ddaf32f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","M16"
"9ed3b1be-14d3-5a40-8087-b088d272404f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","M20"
"847c055e-9603-5018-b1b9-8c34a5030667","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Cast Plate"
"237722c3-2758-56fb-9edc-450739c0e33e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Correct Heights for Panel Thickness"
"114720d3-78ac-545d-933e-f4e4bc750076","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Slab Connections"
"1ed6e5bb-12b2-5784-8f5e-4d30ab946368","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Lifters: GAL Top"
"9cf484b0-74c5-58e0-8747-1ce144de7f32","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Lifters: GAL Side"
"272db382-985b-5148-b5cb-8b9cdd5d5aaf","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Lifters: GAL Face"
"86e8a74a-df7e-59d3-abee-e780d99bd45a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Prefab Built By"
"48ef24ce-b854-5407-a6ce-2beb414eab70","","holdpoint","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25568 514-02-26","Prefab","Checked By"
"e3ae09e7-0a9b-462b-94d3-90f6efde7d9a","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Level 2","25569 514-02-27"
"4f9870ae-d9d5-5df6-9415-b7292632dfc7","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25569 514-02-27","Set Out"
"a5ae62df-0c6e-53d8-8a05-24fb28ffd38a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Set Out","Attach any relevant documents or photos"
"60c6bb35-6719-5123-ac49-97009bf61a05","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab"
"55f1e21d-c693-518a-a807-811803e13e90","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","U Bars Top"
"32922dff-9abd-5c71-a947-382f96bab736","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","U Bars Bottom"
"09675d00-9c0c-5a44-a8f2-85e555399075","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Sides"
"bb54a331-ea23-5903-8db0-64f656143ce1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Trimmer/ Corner Bar Near Side"
"961ee4b6-255b-5a5f-a172-3dd8f6cfe974","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Central"
"2db91a1b-1b02-559c-ba67-c979f59991a9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Far Side"
"5b058d96-2af4-5ace-a9e8-c304f8675e02","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Bar"
"f9a9ff50-c08a-564d-b6ec-e341aaf3fa9d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Mesh"
"cec0bfb3-dceb-57c1-bdb4-bb572b7e552a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Penos"
"4ea92c62-633a-523a-b0b7-eaa2cdac9f22","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Rebates Near"
"07c81a25-2bad-5c63-9e7f-2cfe329aad9d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Rebates Far"
"c3154cd3-0c42-50a7-8c76-43fdb410b6e9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Propoints Near"
"688a0193-e599-513b-bf3e-50f1eed70c69","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Propoints Far"
"e89248e6-7413-5621-baa7-78ab8a3fb8aa","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Correct Heights for Panel Thickness"
"d02e9a39-d3b7-58aa-a716-62e3347adc6f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Grout Tubes - Top"
"e4d6d27b-148b-57d2-a3b4-7f00885d3fe0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Grout Tubes - Bottom"
"8785087b-34b1-581b-9e19-7a53f15a0c3a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Spouts - Near"
"beafb5d5-92ad-5fb3-894a-7f57ac8fdb89","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Spouts - Far"
"e2ed8c6c-86f6-59c7-ac40-7d7270ddd807","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Structural Connections"
"bc7e5650-bf94-5d9f-bf38-a7c4903f4ec7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","M16"
"36021da8-3c80-51c4-bda6-161329caf091","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","M20"
"19fc6589-e2b2-58c7-b37d-830939fe9ed8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Cast Plate"
"9eed3987-ba69-5b7f-8036-fbd79154e178","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Correct Heights for Panel Thickness"
"1eaf3a43-0d3c-5fd2-aac4-64856dc45794","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Slab Connections"
"eb14146f-74da-542c-a27e-a1c3bb7cf05d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Lifters: GAL Top"
"5f161039-ca66-5bcd-aa19-e4d84a77a485","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Lifters: GAL Side"
"73660663-74a4-5102-8832-b7e22f4cf125","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Lifters: GAL Face"
"cf5f1a9e-2e0c-5190-8d72-c4327c095c77","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Prefab Built By"
"41e5b1bf-e0a0-5c32-b55e-0289ae934f49","","holdpoint","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25569 514-02-27","Prefab","Checked By"
"942c7e4a-5280-402d-8400-e4399c08c6b1","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Level 2","25570 514-02-28"
"ec5f4d96-dec4-5b29-bd6b-77ece7eb2740","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25570 514-02-28","Set Out"
"ab6bacfa-7e5b-5209-b401-bbcd6ad6eb79","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Set Out","Attach any relevant documents or photos"
"3874a208-47c6-5686-89af-86206b3d2b55","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab"
"b98fbf0d-b6de-5a48-b8dd-e459c2613d0d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","U Bars Top"
"d81af579-1e6e-50e1-ace7-ea8e317acdc5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","U Bars Bottom"
"d17e6b8e-b071-5f60-ae04-b692bdb1533f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Sides"
"86b6e16a-5eca-5296-aa83-dc607c90393f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Trimmer/ Corner Bar Near Side"
"6432ae25-a394-57ff-8457-2de0cfed665f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Central"
"7126c85d-36a8-521a-a9bc-baa3dabb99dd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Far Side"
"c4a98603-d73b-510c-962d-a8ea8c65c35a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Bar"
"a0367a5e-bbde-565e-b9e8-b183d48da09d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Mesh"
"7b9bc730-0fdb-5ba6-b87b-ae02c14d68ee","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Penos"
"27128de1-c7b1-57d5-9edb-4b0241320200","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Rebates Near"
"695b8cb7-88d2-5ef7-8e92-a9fae9ea3ac1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Rebates Far"
"74fbaca3-b1d5-51d4-9c8b-480bde1eacb1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Propoints Near"
"e8fbebe4-d566-53f6-b6c5-89a1e0e8050f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Propoints Far"
"0c9d03af-d49a-5653-a788-39b51a008280","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Correct Heights for Panel Thickness"
"9b046f5a-f505-5e50-b0f9-16c718131674","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Grout Tubes - Top"
"185a7d59-5a34-5566-a702-caa36038bed0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Grout Tubes - Bottom"
"1b62243a-3f05-59d5-bcf3-8313eb3912f5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Spouts - Near"
"985532f2-49ad-5389-b8d8-ae03a9062cfc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Spouts - Far"
"c55f35c9-fdc7-5700-ae2a-1f1b975e61f2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Structural Connections"
"6679e743-a714-5354-8d0a-c22c0520c376","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","M16"
"e4e98454-6bc7-5917-a130-32b880c63e8c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","M20"
"c47e109e-b7c4-5918-95cd-643c23cbdd23","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Cast Plate"
"4b84ec06-0a03-5cdd-9b9c-ce2596abd553","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Correct Heights for Panel Thickness"
"230b0a8c-7734-534b-8d6f-496b023d70ee","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Slab Connections"
"39e082e2-3d99-5ed7-9286-8fa3fb299d75","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Lifters: GAL Top"
"503d646d-df09-5a65-9332-ec62f2e9776c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Lifters: GAL Side"
"f83fb12f-07bf-50cd-9ddf-c792dcc7ec4d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Lifters: GAL Face"
"9353092e-90e3-5eac-94be-6bb9ed7442c8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Prefab Built By"
"8ca94ac9-8979-5ab3-93d0-a94e8945e997","","holdpoint","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25570 514-02-28","Prefab","Checked By"
"5c39d6df-1700-4dac-a987-b57563f23bd7","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Level 2","25571 514-02-29"
"774e2505-ed2f-57c7-8e6c-8b4f16cc4bfd","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25571 514-02-29","Set Out"
"01f51248-1795-575d-a529-a58f97831ee7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Set Out","Attach any relevant documents or photos"
"1ede500b-6e7d-5085-9f87-c7abb2470da2","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab"
"7b62cbc9-1776-5a92-b921-eedd397ff671","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","U Bars Top"
"7e8894af-18b2-57fe-a6d7-04386db90d2e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","U Bars Bottom"
"9509e1b6-d520-5289-bc70-c15f7518c22e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Sides"
"4637a964-e388-5db7-8796-b69e5ee06728","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Trimmer/ Corner Bar Near Side"
