"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"46640e4b-7c06-47fd-899a-d5fd53d9a582","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"f9bd2934-4554-4d61-99a8-41dce02f57e8","","checklist-sectioned","not-started","Preliminary Activities and Materials Approval Checklist","checklist","FALSE","FALSE","Site QA","Prelim Activities"
"c5302932-ac01-5029-a069-567f62872ad5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)"
"ad98d6aa-e4a6-56a9-94b9-36c84fe808b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Compliance to AS/NZ ISO 9001:2015"
"5de7c072-6132-5d7c-8dda-907cc8572771","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Permacast Project Quality Management Plan"
"128e5c84-2333-5c3e-b9b5-cb5ef092000b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Inspection & Test Plan"
"0ae78849-eee6-57a0-8b71-bbabaf63b7e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","MDR Index"
"2e677fed-6e9a-5d80-a3db-d13a9ae89558","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Work Method Statement (WMS) - Prestress"
"bb7eba22-6158-5311-ae65-a48f446df2fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Work Method Statement (WMS) - Curing"
"11bd8f05-f60e-5a08-bab7-b2ee408dbbd5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Concrete Repair Methodology"
"95a75d31-888d-5447-b534-fa5f7c6fb1ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Shop Drawings"
"b1bb6f33-d6a7-5129-a2ea-9d3f687f988b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Test Panel Prepared and Inspected by Client"
"30dc05fa-cedc-5690-9f65-0cad66e91d73","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","All Technical Query Forms (TQs) Reviewed and Approved for Works"
"380b1763-c15b-5774-b9cd-45da346d316f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Prelim Activities","Concrete"
"9a8d7fc6-45ab-5478-b7ff-cf131310b3c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Concrete","S65 Concrete Mix Design Approved by Client"
"3153ac07-d54d-5afb-841f-4c4edcc9dafd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Prelim Activities","Steel Reinforcement"
"df56df7e-fc13-521f-9783-0468aead1147","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Steel Reinforcement","Inspection of Delivery to Confirm Compliance with Order and Drawings"
"e490c381-694e-5f46-82db-c4617454f5ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Steel Reinforcement","Cut Bar Length Tolerance +0mm -10mm, Bends in Plane, Correct Cog Lengths etc."
"135f8123-2d93-5207-87aa-7d37837e4f9a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Prelim Activities","Prestressing Tendons"
"405d3387-3cae-5448-a15b-1178b5c71936","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Prestressing Tendons","Inspection of Delivery to Confirm Compliance with Order and Drawings"
"6021d487-9137-5541-810f-768379d1bfc6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Prestressing Tendons","Ensure that all Coil Numbers are recorded"
"54e081ee-e9c5-56ab-b9a7-a7763c0a6585","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Prestressing Tendons","Stressing Calculations Submitted and Approved by Client for Works"
"83d392e4-56a5-575d-9b8c-65471effc1f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Prestressing Tendons","Stressing Jack Calibration Certificates"
"a12e94d7-4f34-5b2e-a45c-d98766cb5d57","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Prelim Activities","Lifting Anchors"
"b4aa6b48-9edf-5a12-b3f9-208b7d242e37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Lifting Anchors","Lifting Design Approved by Client"
"8b28fa75-f12f-52a6-8c8d-a860de90c1df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Lifting Anchors","Lifting Devices Approved by Client"
"8f5d588a-22be-5c7c-844d-4e500cce3c82","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Lifting Anchors","Inspection of Delivery for Completeness and Quality"
"f585a980-968d-594b-9a34-5d698f16d456","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Prelim Activities","Cast-in Items and Ferrules"
"ad6a6f8d-c018-5ef9-ac32-32ab5fbae3c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Cast-in Items and Ferrules","All Cast in Materials Approved"
"e5126b07-90c3-541f-8439-cbddfff0c5cf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Cast-in Items and Ferrules","Inspection of Delivery for Completeness and Quality"
"ae73c350-c09c-4fde-9040-93d2cc136b0c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Beam 46-E&W"
"cb71466e-9982-4d38-b28a-51b6bc3a7202","","checklist-sectioned","work-in-progress","Byford U-Beam Stage-1 Casting Checklist","checklist","FALSE","FALSE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E"
"c16beb81-3a62-5327-889e-7c102b46466d","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Pre-Pour Checklist"
"0de23705-ee1a-5164-9e16-eecbf4ee9989","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","Shop Drawings approved for Works"
"c15b68b8-f2ee-5413-a32e-f87d76ae3b45","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","Mould Dimensions are within Shop Drawings Tolerance"
"016526bb-37e1-5392-841e-1e840003150b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","Mould Surface Checked"
"47172f32-cfb9-56b8-acff-11cbc7c3e15a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","Reinforcement in Accordance with Drawings"
"8d226402-0dba-5176-b9ff-41a9bafd1c95","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","Detailed inspection of Mould and cage"
"3f9a05ed-ca56-54c1-bf8c-ce8b6bed0f13","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","Cover maintained and within tolerance"
"7e4ecd6d-f531-5978-a32e-7961dce2ce8c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","All Stainless Steel Ferrules are installed in accordance with Drawings"
"bfdc0bcd-9df4-5352-9828-ef94f80f10c9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","All Stainless Items are installed in accordance with Drawings"
"0596ee66-f675-5253-99fa-ade396a7d765","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","All Blockout Conduits are installed in accordance with Drawings"
"ed4de6c0-3396-50db-92da-221e93b6e80f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","All Lifting Inserts are installed in accordance with Drawings"
"a553eee1-2251-57f8-93f1-f347ce19b887","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","All Bartek Couplers are installed in accordance with Drawings"
"399a25c7-85d6-5b96-b381-c2bb7668a6bd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","All LENTON Couplers are installed in accordance with Drawings and staggered aith KSN16M in web"
"5c1f81a0-687f-5ae3-8313-c2e3064b0c1f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","All Bearing plates in Diaphragms are installed as per drawings"
"366d7046-2a4a-590b-94c2-82640e1fd9f1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","Earthing and Bonding is installed in accordance with Drawings"
"5f414feb-a9cc-5b0e-878b-33fcfc0d6773","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","Prestressing Strands"
"42300872-c65a-595f-9935-0208d2b52e1b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","Stressing Records subject to Client Review"
"706e1834-425f-5930-a8c1-7ea5af885520","","holdpoint","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","HOLD POINT FOR CLIENT TO SIGN OFF"
"2d0e069e-1b91-5383-af02-3c502460c1d6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","All Temperature Loggers are installed as per Approved WMS"
"71d65962-feed-5f28-ac0c-d8f57382f417","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","All Cooling tubes installed as per drawings"
"1858f338-1afb-516d-bd69-57b4efd69e85","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","Installation of tubs"
"8122e08e-d1f5-56c9-b22d-b402ad210357","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","QA Engineer Check Completed by"
"07b4db07-a620-5e77-893e-ab25de91e8d0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Pre-Pour Checklist","Client Inspector (if present)"
"315d7d60-1bc1-506b-82f5-7765e896762d","","checkpoint-group","not-applicable","","","FALSE","FALSE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Supervisor Release"
"6b0aa5d7-498a-5542-bd31-63b7385e10aa","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Supervisor Release","Supervisor Release to Engineering Team"
"b8b03155-cb51-54ce-ba4f-cdc73ba55c7c","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist"
"0cf201c7-a899-5a73-b8c6-70a71385163c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Casting Information"
"3306e81a-e280-5946-bb3d-a27a38da01a6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Concrete Delivery Dockets"
"4d41202d-9b58-5b8e-8f54-9eeb50685b3c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Total Concrete Volume"
"b276d03e-9a90-57d2-98e9-f89257a98ec6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Mix Design Verified"
"10cbc6b0-8537-5f94-8a4f-2c5fb10cd9ed","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Ambient Temperature within Limits"
"d6368c87-4446-5b88-a607-b33effb0d0b4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Concrete Temperature"
"9537b8f5-a611-56c5-b44a-aff9a56db0ec","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Slump within Allowable Tolerance (180+/-40) (Tested 1st truck and subsequently for every 20m3)"
"bb0b06bc-02cb-5b5f-a809-ed6e3b809301","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Trucks Tested for strength"
"3e055e72-a3bb-5f40-b18c-2184bf529f9d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Time Lag Between Trucks not exceeded 20 minutes"
"138e0442-a855-5263-9869-9c445cfc7adc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Concrete Placed within allowable time from Batching Plant"
"54920a9c-1289-5c92-800f-c148380d2aff","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","No Free Fall During Pour (not more than 2 metres from ground)"
"c10227e6-0b02-5a9a-b370-f48f3c52b354","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Required Finish Applied as per Drawings"
"03475dc5-be69-515e-a8bb-75e061654618","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Retarders applied on Green Cut areas as shown in drawings"
"65549496-6ba0-5364-a200-d7bda6bf8b3f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Concrete Covered Overnight"
"f838a8ec-7e72-597e-ab7d-9bf150f7a974","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Casting Checklist","Cylinders Stored next to Bed"
"6dc55baf-a030-5de8-a9d7-2b159b03a758","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist"
"9c21f6e9-c463-5af7-82f5-c6d88601a141","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Date Stripped"
"37e8e64e-0dd3-540d-9fd9-ba91b681d06a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Concrete Cylinders Crushed and Checked for stripping strength"
"73d0b778-1a0c-5a06-80a8-cc4070db1460","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Verify Destressing/Transfer of stress required strength"
"081a5478-0f05-59c0-b113-aa05d8836d82","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Lifting Strength Achieved"
"da30919e-4834-55ff-a397-876de5a906b7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Curing strength (Stage-1 Casting)"
"cb783082-8f58-5d92-b529-2be9729e4f5c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Lifted and Handled as per Drawings"
"0ccb51c3-3ba4-53d1-83c6-9ee92bf19a31","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Product Clearly Labelled"
"e91ed2b6-86b3-5cc0-9087-86f17cdb5c83","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Storage as per Approved Temporary Works Drawings"
"8b05b5ee-6da4-5608-a0cc-337e2546f6b2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Secondary Curing as per Approved Methodology if required"
"fca41894-6240-5c1b-99f0-f4ff0b33935c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Product Dimensions Achieved and are within Specified Tolerance"
"6c3f0c1b-9467-534c-b67c-36b1934fb7d7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Specified Finish Achieved"
"2810c83d-b8ee-5e0b-8130-ae47a11fb895","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Cast-in Items are all in Place and within Specified Tolerance"
"472a832c-f1b4-5940-8c71-bf7d220e6b2f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Post-Pour Works Completed (As Required)"
"71fd3226-1249-52c3-aa61-5dc73d292ec2","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Survey Hog of Beams (Dumpy)"
"e7ea9a45-ecf9-5126-9952-f822073e8548","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Stripping Checklist","Temperature Logging Completed and Conforming. Attach Results"
"a8a7a69c-1ef1-56fe-8712-fa5f9c715cb5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Any Defect Identified"
"d8492116-6619-5696-8718-c23b63c52826","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Any Defect Identified","Punchlist Completed"
"7d4921ed-a583-5a10-8220-db0a3803f11a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Any Defect Identified","Repairs Required (if applicable)"
"eaf031ac-0058-5fee-8df1-b25dc4405a48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Any Defect Identified","Repairs Completed as per approved WMS (if applicable)"
"71f7fb8a-271a-55d3-9e28-418bbca9bf97","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Any Defect Identified","Crack Map Completed"
"d91a185b-b644-5ca4-a494-8328693cf535","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Any Defect Identified","Any NCR Required (if applicable)"
"52b6f170-985b-5660-8f49-a4bec0ea6e8d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Any Defect Identified","NCR Approved by Client and Repairs Completed (if applicable)"
"35af3cdc-b5e2-5f1c-ab71-10a47b68d41a","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","As-Built Drawings"
"0476bf7f-d835-538f-8a52-dbe5726a4ee6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","As-Built Drawings","As-Built Drawings Completed, Stamped and Attached"
"d2fa2bbf-1ee1-5c5c-a7dd-3e144b6db36b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Concrete Strength Test Report"
"a1ad9f2d-4e2f-5886-a59a-f738fccdefc2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Concrete Strength Test Report","Concrete Strength Test Report Received"
"c802487a-6d1a-5796-8e16-2d97806466d3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Transportation Requirements"
"6eae5c82-6ac4-5595-9c2e-c0bc9abc0fc7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Transportation Requirements","Certificate of Conformance"
"bef50dda-e089-57bb-9bb0-9d140bfcb093","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Transportation Requirements","Inspection Release Certificate"
"d5a8f41d-fe23-5749-9937-2cac3bd2f0d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Transportation Requirements","Punchlist signed copy"
"319b4914-a3ef-5198-89b6-73721bc74489","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Transportation Requirements","Delivery Notes"
"45776055-3a43-5ceb-97fb-0d2a8d5c6cd3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Transportation Requirements","Delivery Docket"
"31cece29-91c5-5157-bdb7-9d6efdc6b8cd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Final Acceptance"
"ab7983c0-0110-547f-9034-84dd532a23c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Final Acceptance","Completed by"
"d6f6a548-d169-5834-9b85-f6f2310ad9a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Final Acceptance","Reviewed by"
"1bdd8e99-9b7d-5c8f-a370-5c55da0580f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-1 Casting 13-E","Final Acceptance","Client Representative (if applicable)"
"1ee72c3e-ce1b-426f-a083-98392cd0a506","","checklist-sectioned","work-in-progress","fd983aaf4c519e0c548c183e705570109443b8a6f69c5655e9d71ed6401979e8","checklist","FALSE","FALSE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E"
"bc6bbd3d-7b4c-59cd-b2ff-1ed394e21d79","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist"
"f29e4636-fc8e-5844-8c06-d253e093a974","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","Details"
"0ee7d80e-6fe7-5523-a5c8-b287c0a67b32","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","Shop Drawings approved for Works"
"b218b0b2-30e0-5876-ab3e-6a906b64cb39","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","Mould and Sacrificial formwork Dimensions are within Shop Drawings Tolerance"
"fc73da5e-9987-52ba-8ebd-d997e0f23e9b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","Condeck Surface Checked"
"339ba425-d4d8-5ae8-85b8-469b38b9dd26","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","Reinforcement in Accordance with Drawings"
"f6d88bda-d91e-59f7-9c61-8b5a0b8c85cd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","Detailed inspection of Mould and cage"
"848c1fc3-9053-5510-a11b-9d96cdc2bfa0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","Condeck (Top Slab) - Verify all brackets fixed at slab thickening"
"353422ac-2d87-5220-8d2d-bd61ff698139","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","Cover maintained and within tolerance"
"34d99c97-b3ca-5b45-955d-7df9fcdbadfe","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","All Stainless Steel Ferrules are installed in accordance with Drawings"
"d9d83ea2-c71d-5aa3-be5d-3074380442e4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","All Stainless Items are installed in accordance with Drawings"
"8df2bc35-18d7-554a-b5af-eab31ad14f76","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","Earthing and Bonding is installed in accordance with Drawings"
"5eb56d43-b833-43f0-8875-36463a4c26ea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","All Temperature Loggers are installed as per Approved WMS"
"47319c1b-bf34-46a3-b647-f818ff3ebac9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","All Cooling tubes installed as per drawings"
"a83bc9f7-989d-5dad-9bf9-6d9ff5bce30c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 13-E&W","Byford U-Beam Stage-2 Casting Checklist 13-E","Pre-Pour Checklist","QA Engineer Check Completed by"
