"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ef7512c8-0e2b-40c8-bf62-7b3f2576bed9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"648580ea-4a0c-4a7f-b099-63256b5dc447","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 1"
"64ccaac1-f150-43cb-ac4c-ef0cdfd67543","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8"
"8c609bc7-4957-4dae-b5b4-583addc8cd93","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8","Wet Fire"
"3be5062d-8020-4902-a4bf-10924993b45b","","checklist-sectioned","not-started","EFPQF04 - Pre Action - Sprinkler","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8","Wet Fire","Pre Action - Sprinkler"
"b7369518-674e-5b7b-b467-09f213a88ff7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8","Wet Fire","Pre Action - Sprinkler","Documentation"
"f2442b02-d6e5-5ccf-9fbd-b46c70fd9efe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Wet Fire","Pre Action - Sprinkler Control Valve","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"cdc09904-8de0-5862-94a5-7f4efa8b50c1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 5","Data Hall 4","Wet Fire","Pre Action - Sprinkler Control Valve","Installation"
"5f3ca9a1-6909-599a-a71d-853b1651a522","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Main stop valve installed"
"de54329c-19f2-542f-ab76-1a84ac8450e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Alarm valve installed"
"2a39445c-f80f-5994-b4b7-532ca6bd67d7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Drain valve installed"
"068b5fdc-8752-5945-82ba-fa5c01786656","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Alarm pressure switches installed"
"fd09cc70-d835-5c12-8d37-ebce24f04b78","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Water motor alarm installed"
"23490199-5506-55f3-bbac-68f748c7652f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Pressure gauges installed"
"93a7fde0-67c7-55d1-8459-3d8cb516ce78","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Nitrogen generator/air compressor installed"
"ba11bd7c-c052-4d4d-b1c2-9db12355549e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire"
"355818dc-9f57-449a-8353-f6f23cab0ccb","","checklist-sectioned","not-started","EFPQF07 - Fire Alarms Install","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install"
"869d9cb8-1d4c-5511-ad8a-5a65bfca1632","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Documentation"
"907e8992-cf43-5372-9565-ea14b6498280","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Documentation","Confirm construction drawings approved for use."
"b8e115a3-e5cb-5e56-84fc-a61cddddbdb1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Incoming Inspection"
"dd310955-7cf7-5c17-9fdf-f10172f07eac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"d2e0c934-735d-5068-9178-d0b7cdfff626","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off"
"e0753a95-9426-51c5-9916-82d3c280cf9a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm correct cable type run"
"c60f3592-0c64-54a3-b56f-4de8e171c64b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm cable support/conduit fixings and spacings"
"6b479580-d149-5c7a-a788-c4d9f48d2d3f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm segregation from other electrical services"
"3d43b740-06c9-5312-a7c5-71388162d448","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm detector fit off locations"
"aba8db59-e510-5132-921b-e6a7faa785be","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm speaker fit off locations"
"851bae1d-0433-53ed-ad20-74a2655855b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm strobe fit off locations"
"d73d4c1b-941b-5d9f-b73c-4c6bc0195c50","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to sprinkler installation"
"e9931a51-004d-57e4-8d64-216d305aba05","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to security"
"23ef610c-0e38-54d4-ade5-56199342e14e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to mechanical"
"e190e988-b4e7-5991-bb3e-7719527c9ac8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to BMS"
"7e0c610a-75b1-50c7-9f54-23fdc0a2283a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Sign-Off"
"b3baa153-574e-5582-80e8-edb49e99bd90","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","Fire Alarms Install","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"746f6de9-b296-4b5b-a663-2550a92596e9","","checklist-sectioned","not-started","EFPQF08 - MASDS Install","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install"
"5d74cb10-3a92-5486-b38a-845d83d124a7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Documentation"
"24b99a63-770b-579f-a1a9-c722a82b06a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Documentation","Confirm construction drawings approved for use."
"3e25869a-6f95-5b32-9293-4e29519522c9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Incoming Inspection"
"ae986c47-2ae4-533f-bb82-80566d0ead5b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"a0915902-748b-5c6e-98e7-f763d68ba738","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Installation Rough In / Fit Off"
"8a2c5c92-8bc3-56a1-a452-d4718460bb1e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm correct cable type run"
"26580e5c-53ef-518c-84a8-d0d49ec32a51","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm cable support/conduit fixings and spacings"
"e8c34f8c-b854-5fbe-aefd-00fd79d0b43d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm segregation from other electrical services"
"c1655cf4-3769-5d80-b0bb-0ffcb9c28cfc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS pipework installed as per drawing"
"c7112e97-8e15-5456-ad2f-50731a602b48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS sampling points size & spacing"
"4e45e55a-9371-5a2b-9146-556515e74469","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS unit fit off locations"
"2d95a71c-4be8-5346-8cec-c66742bda26c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS power supply fit off locations"
"f3270385-c0b8-5c1c-9077-c7d4f4372b29","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Sign-Off"
"49835c8f-3d29-5d1f-b2aa-ac6326c52cec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 5","Data Hall 4","Dry Fire","MASDS Install","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"dff3edcf-944b-4c38-b111-132be83ea59a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 6"
"c451c609-ede3-4276-a5c8-6b06b237fc49","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3"
"75878a52-6f4c-487e-8384-8799e0e0860f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire"
"69f2d8de-03f2-4467-b862-a08dc1d5b3bc","","checklist-sectioned","not-started","EFPQF04 - Pre Action - Sprinkler","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler"
"d4b91e9b-6c93-56a3-8c52-48be491c2952","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Documentation"
"1310a993-2909-5418-a3fd-318bdb964536","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Documentation","Confirm correct construction drawings approved for use."
"86fc6d14-1826-5026-9922-2b6783f811bb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Incoming Inspection"
"44902fa6-c82a-52da-bb38-972fe9a1020c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"adec6cf7-6258-5bd8-9c4e-6ee6d1b8da5a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off"
"7836d7d5-e078-5ea1-bd7d-af2fcdff3f16","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm hanger spacing"
"a5045011-9938-54f3-8df8-f7a7ac86eae3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm support at change of direction at 1m max."
"c6c0265e-c995-5a44-be3d-65d33fba4df4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm support of pipework no more than 1m from end."
"dd727a47-21ca-5abc-8547-07775266d7eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm support of armpiece exceeding 500mm."
"7baed7cb-9c47-51da-9b49-32c49938387c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm first support of range pipe within 2m of mains."
"0dae4e98-b928-54bf-bae1-14ba004d7fbd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm pipework installed as per drawing."
"2fd48817-e868-5a00-b601-54854c907082","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm pipework installed fall back to drain"
"bf6d4f14-d0f5-5a7a-a9c2-5ba8c7a08ab2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Mains minimum 2mm per 1m."
"a99696ce-4830-5415-bbaa-3785cddad4a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Ranges minimum 4mm per 1m."
"61aae4fc-acf5-52d6-a8a2-f7c111378791","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm sprinklers installed."
"cde84bf3-33aa-5561-9602-dd8940849e9a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm sprinkler guards installed."
"0221af85-1e31-545e-8192-5ce7d8335a00","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Pressure Testing"
"4ae2234b-02c2-5fcd-b20f-8e0310caa201","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Confirm all open ends plugged."
"0ccbb30f-6206-5ddf-9a67-0c05405ac900","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Confirm isolation and drain valves are closed."
"e09b0e57-2312-564b-9db6-32bc869e2273","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Fill pipework with air to 50kpa to confirm no open ends."
"31adf274-0ac9-5492-8758-4018043dc0fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Fill pipework with water to 1600kpa. Hold 2 hours. No pressure loss permitted."
"f89be640-dac7-5f4a-89e6-efe7badcf055","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted."
"6b613536-f469-597f-af78-b37bc8f7c9f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Record pressure test results on Pressure Test Form."
"9cf312b0-ba70-5389-8a17-f89d67914536","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Pressure Test Report Sheet"
"6c9ab684-84df-576f-a685-035b357b8642","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Pressure Test Report Sheet","Test Details & Results"
"d8c0167e-4ce6-5668-aac5-5cafe4c5d2e3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Pressure Test Report Sheet","Test completed to specification/drawings & Area left clean/tidy"
"18ca1f6a-e332-5021-b582-ce802e520b60","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler","Pressure Test Report Sheet","Entire Fire Sign-Off (attach signature)"
"43242d4a-b1b5-48f3-a813-98465c381a2b","","checklist-sectioned","not-started","EFPQF05 - Pre Action - Sprinkler Control Valve","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler Control Valve"
"b11766be-8c0a-590e-bc74-c061c05ceca6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler Control Valve","Documentation"
"c8258585-5e25-514f-99cd-2e99b1215aac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler Control Valve","Documentation","Confirm construction drawings approved for use."
"79829442-76f4-5f9e-8bfd-b16aee58ebd8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler Control Valve","Incoming Inspection"
"54bd22d0-003f-56c9-a1e2-5db8e0f04728","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler Control Valve","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"905c5889-ec51-50e3-9d9d-3acc4580bdd8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler Control Valve","Installation"
"f5965234-e5b0-5465-a2d9-87c952e41524","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Main stop valve installed"
"c9898d3a-3323-56d3-b1cb-1f4a1217e606","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Alarm valve installed"
"5d094327-c543-5f14-bb32-e0228c5d7eb1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Drain valve installed"
"8989db39-9168-596e-ba2a-ac4f61c1f602","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Alarm pressure switches installed"
"3e6cdd06-7747-5799-9c78-11e52c8c143a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Water motor alarm installed"
"dccc1a0c-72dd-55d1-a110-84b6cc247fc5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Pressure gauges installed"
"820f4697-5b54-5a12-8f28-ccd0a4b2cdee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Nitrogen generator/air compressor installed"
"8970970c-f927-40f5-9094-767dc8fe8b64","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire"
"2b9b979e-80ec-42cf-bef3-9c0eb49c6718","","checklist-sectioned","not-started","EFPQF07 - Fire Alarms Install","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install"
"2ca4cf2a-4586-5768-bf7a-a3d119c22d97","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Documentation"
"96409524-57f2-5008-ae20-0173f0cde2b4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Documentation","Confirm construction drawings approved for use."
"ae47c27e-4372-59d5-9b18-fe49e0915ec9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Incoming Inspection"
"26c4103c-2490-5df4-b9a4-26c1c5ad038e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"d34b194d-9e4e-5977-aa35-0d66577c52b6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off"
"3ef140d7-7a72-5bf6-9e66-67bbeb7b7639","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm correct cable type run"
"c877726d-7b92-52de-899f-11fbdad8f315","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm cable support/conduit fixings and spacings"
"4ab4db50-8c28-5890-8ad6-33e434a786b5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm segregation from other electrical services"
"39cedde0-6b59-51f8-910e-ad6f028eaace","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm detector fit off locations"
"f72dc5a6-cee9-542a-8393-481cb564e7b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm speaker fit off locations"
"07e8639e-06fe-5d69-acad-92ffe3d743a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm strobe fit off locations"
"7b80e2b9-0773-5588-8922-f43b563b3c52","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to sprinkler installation"
"78a08638-cbb8-5ba6-9e42-abc3157ca511","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to security"
"4228fa65-a3fc-5cfc-b01d-5f77017c408b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to mechanical"
"80eb420a-c701-58a3-aedf-2d9707061279","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to BMS"
"aec26aec-ef64-518c-87c6-ede4208eb3dc","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Sign-Off"
"07f0996a-133a-52e6-8a5c-ee61d1f26f97","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","Fire Alarms Install","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"bac56d90-fcc7-4243-9666-bf2b9e6d6390","","checklist-sectioned","not-started","EFPQF08 - MASDS Install","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","MASDS Install"
"4eab5cb1-b0b4-57e0-aeda-47e802a8f4a7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","MASDS Install","Documentation"
"066edd83-f21b-518e-807a-f03d956b1a27","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","MASDS Install","Documentation","Confirm construction drawings approved for use."
"b1d6ab3c-4407-5066-bb1b-f673459340aa","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","MASDS Install","Incoming Inspection"
"c6902699-7f41-5108-a0f0-ff4735e0fca1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","MASDS Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"07db590e-8829-50ba-bbac-34c02e3bea51","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 6","Data Hall 3","Dry Fire","MASDS Install","Installation Rough In / Fit Off"
