resource,resource,resource,resource,resource,resource,resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,,,,,,,,step,,,,,,01RAP013 Clnr,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP014 Change Pt,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP015 Change Pt,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP016 Change Pt,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP017 Change Pt,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP018 Change Pt,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP019 Change Pt,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SSda,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,folder-with-checklists,,,,,,01RAP020 X-Ray,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SSda,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,folder-with-checklists,,,,,,01RAP022 X-Ray,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SSda,First Fix - EC,First Fix - CLc,First Fix - SA,First Fix - PI2,,,,folder-with-checklists,,,,,,01RAP024 X-Ray,,,,,
,,,,,,,,,,,step,,,,,,01RAP026 Linen,,,,,
,,,,,,,,,,,step,,,,,,01RAP027 Blt/Fld Warmer,,,,,
,,,,,,,,,,,step,,,,,,01RAP029 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,,01RAP031 BBEV,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,First Fix - CLc,,,,,,,folder-with-checklists,,,,,,01RAP075 Change Pt,,,,,
,,,,,,,,,,,step,,,,,,01RAP076 Sterilisation,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP077 WC Pt,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP078 WC Pt,,,,,
First Fix - EC,First Fix - SA,First Fix - EPS,First Fix - SSda,First Fix - CLc,,,,,,,folder-with-checklists,,,,,,01RAP079 UltraS,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP080 Change Pt,,,,,
,,,,,,,,,,,step,,,,,,01RAP082 Sub Wait,,,,,
,,,,,,,,,,,step,,,,,,01RAP083 Intv,,,,,
,,,,,,,,,,,step,,,,,,01RAP084 Report,,,,,
,,,,,,,,,,,step,,,,,,01RAP085 Wkrm Sono,,,,,
First Fix - NCAP,First Fix - NCAP,,,,,,,,,,folder-with-checklists,,,,,,01RAP087 Corridor,,,,,
,,,,,,,,,,,step,,,,,ZONE 06,,,,,,
,,,,,,,,,,,step,,,,,,01CLC001 Mob Eq,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,01CLC002 Cons Treat,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,First Fix - PI,,,,,,,folder-with-checklists,,,,,,01CLC003 Cons,,,,,
,,,,,,,,,,,step,,,,,,01CLC004 BBEV,,,,,
,,,,,,,,,,,step,,,,,,01CLC005 Bay -HandWash Typ B,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC006 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC007 Cons,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,01CLC009 Cons Treat,,,,,
,,,,,,,,,,,step,,,,,,01CLC012 Meet 12m2,,,,,
,,,,,,,,,,,step,,,,,,01CLC025 WC Stf,,,,,
,,,,,,,,,,,step,,,,,,01CLC027 Recpt Clerical,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC029 WC Pub,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC030 WC Acc,,,,,
,,,,,,,,,,,step,,,,,,01CLC039 Bay Ht/Wt,,,,,
First Fix - SP,First Fix - CLmc,,,,,,,,,,folder-with-checklists,,,,,,01CLC041 St Base,,,,,
,,,,,,,,,,,step,,,,,,01CLC042 Off Clin Wkrm,,,,,
,,,,,,,,,,,step,,,,,,01CLC043 Wait 30,,,,,
First Fix - NCAP,,,,,,,,,,,folder-with-checklists,,,,,,01CLC051 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01ENG013 EDB,,,,,
,,,,,,,,,,,step,,,,,,01TRA004 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01CLC040 PTS,,,,,
,,,,,,,,,,,step,,,,,ZONE 07,,,,,,
,,,,,,,,,,,step,,,,,,01RAP028 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,,01RAP030 Resus,,,,,
,,,,,,,,,,,step,,,,,,01RAP032 Wkrm Radio,,,,,
,,,,,,,,,,,step,,,,,,01RAP033 DU Sub,,,,,
,,,,,,,,,,,step,,,,,,01RAP034 St Base,,,,,
First Fix - EC,First Fix - SA,First Fix - P,First Fix - SA,First Fix - SSda,First Fix - CLc,,,,,,folder-with-checklists,,,,,,01RAP035 CT Rm,,,,,
,,,,,,,,,,,step,,,,,,01RAP036 CT Equi,,,,,
First Fix - EC,First Fix - Ca,First Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,01RAP037 CT Ctrl,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SSda,First Fix - EC,First Fix - CLc,First Fix - SA,First Fix - PI2,,,,folder-with-checklists,,,,,,01RAP038 X-Ray,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP040 WC Pt,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP041 Chg Acc,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP042 Change Pt,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP043 Change Pt,,,,,
,,,,,,,,,,,step,,,,,,01RAP044 Linen,,,,,
,,,,,,,,,,,step,,,,,,01RAP045 Sub Wait,,,,,
First Fix - SA,First Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,01RAP059 Med Rm,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,01RAP067 Pt Hold 9,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,01RAP068 Pt Hold 9,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,01RAP069 Pt Hold 9,,,,,
First Fix - Ca,,,,,,,,,,,folder-with-checklists,,,,,,01RAP070 Bay -HandWash Typ B,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,01RAP071 Prep,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,01RAP072 Pt Hold 9,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01RAP073 WC Acc,,,,,
First Fix - Ca,First Fix - EPS,First Fix - EC,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,01RAP074 Ultrasound Rm - Proc,,,,,
First Fix - DCV,First Fix - NCAP,First Fix - NCAP,First Fix - DCV,First Fix - DCV,First Fix - MNet,First Fix - CLc,First Fix - PI,First Fix - PI2,,,folder-with-checklists,,,,,,01RAP088 Corridor,,,,,
First Fix - CLmc,First Fix - SP,,,,,,,,,,folder-with-checklists,,,,,,01RAP093 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,ZONE 08,,,,,,
,,,,,,,,,,,step,,,,,,01CLC020 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,,01CLC011 Wait 30,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC008 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC013 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,First Fix - PI,,,,,,,folder-with-checklists,,,,,,01CLC014 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC015 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC016 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC017 Cons,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,01CLC024 Cons Treat,,,,,
,,,,,,,,,,,step,,,,,,01CLC026 St Equip,,,,,
First Fix - SA,First Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,01CLC031 Med Rm,,,,,
,,,,,,,,,,,step,,,,,,01CLC032 DU Sub,,,,,
,,,,,,,,,,,step,,,,,,01CLC033 Off Clin Wkrm,,,,,
,,,,,,,,,,,step,,,,,,01CLC034 Bay Ht/Wt,,,,,
First Fix - NCAP,,,,,,,,,,,folder-with-checklists,,,,,,01CLC035 St Base,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC037 Cons,,,,,
,,,,,,,,,,,step,,,,,,01CLC053 Corridor -P.T Areas,,,,,
,,,,,,,,,,,step,,,,,,01CLS003 Resus,,,,,
,,,,,,,,,,,step,,,,,,01CLS004 St Consume,,,,,
,,,,,,,,,,,step,,,,,ZONE 09,,,,,,
,,,,,,,,,,,step,,,,,,01ENG010 EDB,,,,,
,,,,,,,,,,,step,,,,,,01ENG063 Riser,,,,,
,,,,,,,,,,,step,,,,,,01ENG253 Fire Riser,,,,,
,,,,,,,,,,,step,,,,,,01RAP046 Report,,,,,
,,,,,,,,,,,step,,,,,,01RAP049 St Gen,,,,,
,,,,,,,,,,,step,,,,,,01RAP050 Off 1P,,,,,
,,,,,,,,,,,step,,,,,,01RAP051 Propty Stf,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,First Fix - CLc,,,,,,,folder-with-checklists,,,,,,01RAP052 WC Pt,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP053 Change Pt,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP054 Change Pt,,,,,
,,,,,,,,,,,step,,,,,,01RAP056 Linen,,,,,
,,,,,,,,,,,step,,,,,,01RAP057 Sub Wait,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,01RAP058 Pt Hold 9,,,,,
First Fix - EC,First Fix - SA,,,,,,,,,,folder-with-checklists,,,,,,01RAP060 MRI Ctrl,,,,,
First Fix - EC,First Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,01RAP061 MRI Img,,,,,
,,,,,,,,,,,step,,,,,,01RAP062 MRI Equ,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - P,First Fix - SSda,First Fix - AE,,,,,,folder-with-checklists,,,,,,01RAP063 Anes Prep,,,,,
First Fix - NCAP,,,,,,,,,,,folder-with-checklists,,,,,,01RAP064 Resus,,,,,
,,,,,,,,,,,step,,,,,,01RAP066 HWB A,,,,,
,,,,,,,,,,,step,,,,,,01RAP089 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01RAP090 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01RAP091 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01RAP094 Water Disp,,,,,
,,,,,,,,,,,step,,,,,,01TRA038 Stairs Circ,,,,,
,,,,,,,,,,,step,,,,,,01TRA008 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01WCO001 Propty Stf,,,,,
,,,,,,,,,,,step,,,,,,01WCO003 Meet 12m2,,,,,
,,,,,,,,,,,step,,,,,,01WCO004 Meet 20m2,,,,,
,,,,,,,,,,,step,,,,,,01WCO005 Pcopy,,,,,
,,,,,,,,,,,step,,,,,,01WCO008 WKST,,,,,
,,,,,,,,,,,step,,,,,,01WCO010 WKST,,,,,
,,,,,,,,,,,step,,,,,,01WCO011 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO012 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO013 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO014 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO015 Stf Rm,,,,,
,,,,,,,,,,,step,,,,,,01WCO017 Meet 12m2,,,,,
,,,,,,,,,,,step,,,,,,01WCO018 WC Shr Stf,,,,,
,,,,,,,,,,,step,,,,,,01WCO019 WC Stf,,,,,
,,,,,,,,,,,step,,,,,,01WCO020 WC Stf,,,,,
,,,,,,,,,,,step,,,,,,01WCO021 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO022 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO023 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO024 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO028 Corridor,,,,,
,,,,,,,,,,,step,,,,,ZONE 10,,,,,,
,,,,,,,,,,,step,,,,,,01BHO023 Staging Area,,,,,
First Fix - EC,First Fix - EC,First Fix - EC,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,folder-with-checklists,,,,,,01CLC018 Plaster,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,01CLC019 Cons Treat,,,,,
,,,,,,,,,,,step,,,,,,01CLC021 Propty Stf,,,,,
,,,,,,,,,,,step,,,,,,01CLC022 Mob Eq,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,First Fix - PI,,,,,,,folder-with-checklists,,,,,,01CLC023 WC Pub,,,,,
,,,,,,,,,,,step,,,,,,01CLS001 Clnr,,,,,
,,,,,,,,,,,step,,,,,,01CLS002 Clin Trial Supp,,,,,
,,,,,,,,,,,step,,,,,,01ENG048 EDB,,,,,
,,,,,,,,,,,step,,,,,,01ENG060 Riser,,,,,
,,,,,,,,,,,step,,,,,,01ENG061 Comms,,,,,
,,,,,,,,,,,step,,,,,,01RAP086 Disp,,,,,
,,,,,,,,,,,step,,,,,,01TRA006 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01TRA009 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01TRA017 Lift 3,,,,,
,,,,,,,,,,,step,,,,,,01TRA018 Lift 4,,,,,
,,,,,,,,,,,step,,,,,,01TRA040 Lift 5,,,,,
,,,,,,,,,,,step,,,,,,01WCO033 Propty Stf,,,,,
,,,,,,,,,,,step,,,,L-02,,,,,,,
,,,,,,,,,,,step,,,,,ZONE 01,,,,,,
,,,,,,,,,,,step,,,,,,02CLD017 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,,02CLD018 Bay Ht/Wt,,,,,
First Fix - EC,First Fix - SA,First Fix - EPS,First Fix - CLc,First Fix - PI2,,,,,,,folder-with-checklists,,,,,,02CLD019 Cons Treat,,,,,
First Fix - EC,First Fix - SA,First Fix - EPS,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD020 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD021 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD022 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD023 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD024 Cons,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,First Fix - PI2,,,,,,,folder-with-checklists,,,,,,02CLD025 Cons Treat,,,,,
,,,,,,,,,,,step,,,,,,02CLD048 Bay -HandWash Typ B,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD049 WC Acc,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD050 WC Pub,,,,,
,,,,,,,,,,,step,,,,,,02CLD051 Linen,,,,,
First Fix - SA,First Fix - CLmc,First Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,02CLD052 Med Rm,,,,,
First Fix - EC,First Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,02CLD053 Audgy Large,,,,,
First Fix - EC,First Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,02CLD054 Audgy Small,,,,,
,,,,,,,,,,,step,,,,,,02CLD055 Audgy Ctrl,,,,,
,,,,,,,,,,,step,,,,,,02CLD056 Mob Eq,,,,,
First Fix - NCAP,First Fix - NCAP,First Fix - NCAP,First Fix - NCAP,First Fix - NCAP,First Fix - NCAP,First Fix - NCAP,,,,,folder-with-checklists,,,,,,02CLD057 Corridor,,,,,
,,,,,,,,,,,step,,,,,,02CLS005 Bay -Consumable,,,,,
,,,,,,,,,,,step,,,,,,02CLS006 Off 1P,,,,,
,,,,,,,,,,,step,,,,,,02CLS007 Clin Trial Supp,,,,,
,,,,,,,,,,,step,,,,,ZONE 02,,,,,,
,,,,,,,,,,,step,,,,,,02ENG182 Fire Riser,,,,,
,,,,,,,,,,,step,,,,,,02TRA034 Stairs Circ,,,,,
,,,,,,,,,,,step,,,,,,02TRA048 Corridor,,,,,
,,,,,,,,,,,step,,,,,ZONE 03,,,,,,
First Fix - EC,First Fix - SA,First Fix - EPS,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD011 ENT Fac,,,,,
First Fix - EC,First Fix - SA,First Fix - EPS,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD012 ENT Fac,,,,,
First Fix - EC,First Fix - SA,First Fix - EPS,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD013 ENT Fac,,,,,
First Fix - EC,First Fix - SA,First Fix - EPS,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD014 ENT Fac,,,,,
,,,,,,,,,,,step,,,,,,02CLD015 Wait 30,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,02CLD026 Cons Treat,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,02CLD027 Cons Treat,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD028 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD029 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD030 Cons,,,,,
,,,,,,,,,,,step,,,,,,02CLD031 Bay Ht/Wt,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,First Fix - PI2,,,,,,,folder-with-checklists,,,,,,02CLD032 Uroflowmetry,,,,,
,,,,,,,,,,,step,,,,,,02CLD033 DU Sub,,,,,
,,,,,,,,,,,step,,,,,,02CLD034 Bay -HandWash Typ B,,,,,
First Fix - EC,First Fix - SA,First Fix - EPS,First Fix - CLc,First Fix - Ca,,,,,,,folder-with-checklists,,,,,,02CLD035 Dental,,,,,
,,,,,,,,,,,step,,,,,,02CLD036 WC Stf,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,First Fix - PI2,,,,,,,folder-with-checklists,,,,,,02CLD037 Cons,,,,,
,,,,,,,,,,,step,,,,,,02CLD038 BBEV,,,,,
,,,,,,,,,,,step,,,,,,02CLD039 St Base,,,,,
,,,,,,,,,,,step,,,,,,02CLD040 Propty Stf,,,,,
,,,,,,,,,,,step,,,,,,02CLD041 Off Clin Wkrm,,,,,
,,,,,,,,,,,step,,,,,,02CLD042 Off Clin Wkrm,,,,,
First Fix - SP,First Fix - CLmc,,,,,,,,,,folder-with-checklists,,,,,,02CLD043 PTS,,,,,
,,,,,,,,,,,step,,,,,,02CLD044 St Base,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD045 WC Pt,,,,,
,,,,,,,,,,,step,,,,,,02CLD046 St Equip,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD047 Cons,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,02CLE019 Cons Treat,,,,,
,,,,,,,,,,,step,,,,,,02CLS002 Resus,,,,,
,,,,,,,,,,,step,,,,,,02CLS003 Clnr,,,,,
,,,,,,,,,,,step,,,,,,02CLS004 Bay - Consumable,,,,,
,,,,,,,,,,,step,,,,,ZONE 04,,,,,,
,,,,,,,,,,,step,,,,,,02CLD001 Water Disp,,,,,
,,,,,,,,,,,step,,,,,,02CLD002 Reg Kiosk,,,,,
,,,,,,,,,,,step,,,,,,02TRA022 Lift 2,,,,,
,,,,,,,,,,,step,,,,,,02CLD006 Recpt Clerical,,,,,
,,,,,,,,,,,step,,,,,,02TRA019 Lift 1,,,,,
,,,,,,,,,,,step,,,,,,02CLD058 Sub Wait,,,,,
,,,,,,,,,,,step,,,,,,02CLD059 Wait 30,,,,,
,,,,,,,,,,,step,,,,,,02ENG023 Riser,,,,,
,,,,,,,,,,,step,,,,,,02ENG024 Comms,,,,,
,,,,,,,,,,,step,,,,,,02ENG058 EDB,,,,,
,,,,,,,,,,,step,,,,,,02PBO001 WC Acc,,,,,
,,,,,,,,,,,step,,,,,,02PBO002 WC Pub,,,,,
,,,,,,,,,,,step,,,,,,02PBO003 WC Pub,,,,,
,,,,,,,,,,,step,,,,,,02TRA047 Corridor,,,,,
,,,,,,,,,,,step,,,,,ZONE 05,,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,First Fix - PI2,,,,,,,folder-with-checklists,,,,,,02CLD009 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD010 Cons,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,02CLE013 Cons Treat,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE014 Cons,,,,,
,,,,,,,,,,,step,,,,,,02CLE015 Wait 20,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE017 Cons,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,02CLE018 Cons Treat,,,,,
,,,,,,,,,,,step,,,,,,02CLE020 WC Stf,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE021 WC Pub,,,,,
,,,,,,,,,,,step,,,,,,02CLE022 St Base,,,,,
,,,,,,,,,,,step,,,,,,02CLE024 Bay Ht/Wt,,,,,
,,,,,,,,,,,step,,,,,,02CLE025 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,,02CLE026 Off Clin Wkrm,,,,,
,,,,,,,,,,,step,,,,,,02CLE027 Bay -HandWash Typ B,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE028 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE029 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE030 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE031 Cons,,,,,
First Fix - SA,First Fix - CLmc,,,,,,,,,,folder-with-checklists,,,,,,02CLE039 VA,,,,,
First Fix - SA,First Fix - CLmc,,,,,,,,,,folder-with-checklists,,,,,,02CLE040 VA,,,,,
First Fix - SA,First Fix - CLmc,,,,,,,,,,folder-with-checklists,,,,,,02CLE041 VA,,,,,
First Fix - EC,First Fix - SA,First Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,02CLE042 Ophth Test Tr,,,,,
First Fix - EC,First Fix - SA,First Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,02CLE043 Ophth Test Tr,,,,,
First Fix - EC,First Fix - SA,First Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,02CLE044 Ophth Test Tr,,,,,
First Fix - EC,First Fix - SA,First Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,02CLE045 Ophth Test Tr,,,,,
First Fix - EC,First Fix - SA,First Fix - CLc,First Fix - PI2,,,,,,,,folder-with-checklists,,,,,,02CLE046 Ophth Test Tr,,,,,
,,,,,,,,,,,step,,,,,,02CLE047 Diag Oph,,,,,
,,,,,,,,,,,step,,,,,,02CLE048 BBEV,,,,,
First Fix - NCAP,First Fix - NCAP,First Fix - NCAP,First Fix - NCAP,First Fix - DCV,First Fix - PI,First Fix - NCAP,First Fix - NCAP,,,,folder-with-checklists,,,,,,02CLE059 Corridor,,,,,
,,,,,,,,,,,step,,,,,,02CLS001 St Consume,,,,,
,,,,,,,,,,,step,,,,,,02CLS008 Bay -Consumable,,,,,
,,,,,,,,,,,step,,,,,,02ENG014 Riser,,,,,
,,,,,,,,,,,step,,,,,,02ENG050 EDB,,,,,
First Fix - SP,First Fix - CLmc,,,,,,,,,,folder-with-checklists,,,,,,02CLE023 PTS,,,,,
,,,,,,,,,,,step,,,,,ZONE 06,,,,,,
,,,,,,,,,,,step,,,,,,02CLD005 Wait 30,,,,,
,,,,,,,,,,,step,,,,,,02CLD008 Meet 12m2,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE032 Cons,,,,,
,,,,,,,,,,,step,,,,,,02CLE033 Meet 12m2,,,,,
