"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"916f34a6-9c9f-462b-9438-9bae99efb516","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"edee3ad2-a36a-4029-9146-611fdc1d8000","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Waterproofing"
"b7aa37e7-e7eb-4c62-bb94-75aa47309f39","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Ground Floor"
"1ef366d5-0e99-4e80-b31c-f0c625a48f6d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Ground Floor","G.01"
"4fa966e7-23df-4593-80cb-815b6766d1af","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 3","3.09","Laundry"
"692e466c-41dd-4050-b2bf-46f0a5446047","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 3","3.09","Bathroom"
"654a480a-e330-4068-b049-8ea5caca4496","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 3","3.10"
"8debe9e7-5076-4eb7-9e20-9d525a3df538","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 3","3.10","Laundry"
"96d826c6-8339-43cc-a7a1-3e02d5e5bebb","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 3","3.10","Bathroom 1"
"22146283-26c8-4499-8b67-12c37847151f","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 3","3.10","Bathroom 2"
"c2b2ffb9-66fb-433c-9391-7dc7f25d6791","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 4"
"c370fbad-93a0-4979-941b-9ea86edd5ba1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 4","4.01"
"082f3b30-b1f0-4c4f-b8b8-73349de2a282","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.01","Laundry"
"2e00e54c-65bb-4c0b-add3-db5543c6bb45","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.01","Bathroom 1"
"da621580-7149-451f-a9e6-3097d70a90ab","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.01","Bathroom 2"
"a7b68602-9625-4562-8834-1c43ae13f43d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 4","4.02"
"b50bbdf1-786b-4446-8477-048ebc425857","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.02","Laundry"
"cd649382-9f0e-4126-a9c1-ee39b112860f","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.02","Bathroom 1"
"d1f000ca-9a63-473f-ade9-b12b595886f7","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.02","Bathroom 2"
"3687fcea-c741-45cb-944c-284a50801adf","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 4","4.03"
"09912228-6018-4b80-80db-5a4d45025980","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.03","Laundry"
"a16ea64e-494e-4d4c-a643-3c08577d597b","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.03","Bathroom 1"
"f5340011-9d58-4f49-a838-53d9c34b8a7d","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.03","Bathroom 2"
"eba4c10c-a9f5-4829-88bf-4e343fff9842","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 4","4.04"
"6d4b7a4d-159f-4e45-8f25-31142924b1ad","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.04","Laundry"
"33a4218d-17d5-4537-93cc-36c29a8fb5e8","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.04","Bathroom"
"3b23d661-8bfb-4b2d-8382-7e7be424cba7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 4","4.05"
"d4a13fa9-af03-4e91-abca-c22ce1cff104","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.05","Laundry"
"a95909ac-8e82-4181-b6e6-3c1aac2c333c","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.05","Bathroom 1"
"29d7cce5-4310-4818-8f0b-79f45804ce5b","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.05","Bathroom 2"
"d38354a4-70f5-4019-8e24-5f74e14acc06","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 4","4.06"
"acf95e08-013a-49d7-ac6e-c7adda9fdcd9","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.06","Laundry"
"e2337b22-3aff-4253-84e7-cc17de721134","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.06","Bathroom 1"
"a1d80b52-de52-4696-baf4-8dc9be88b1f1","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.06","Bathroom 2"
"8614d89d-ca0c-4c67-9f73-4b6490f27b3b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 4","4.07"
"6351d29d-cd4c-44da-b60d-87273ee1f63c","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.07","Laundry"
"f54e7d8c-5894-4280-8f6a-2d626fb3ee82","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.07","Bathroom 1"
"a2da752d-563a-45b2-aead-ca50b995d482","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.07","Bathroom 2"
"838ec20c-a4f0-4ef6-a7b1-75b59e381f66","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 4","4.08"
"5c1b057b-aced-42b6-8742-97c5115cacba","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.08","Laundry"
"727d5717-3d1b-4fd5-ae27-3741e0e2369d","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.08","Bathroom 1"
"37cdc541-3caf-4e27-9c51-86742dc3aece","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.08","Bathroom 2"
"8052c330-2e65-4c5d-b7b6-00ef8ace8082","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 4","4.09"
"124816f0-ebaf-4638-8721-9e5a7ca655f1","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.09","Laundry"
"ac1bc63b-8245-4a56-8583-73277691598c","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.09","Bathroom 1"
"d2af1eed-a9c4-451b-a98d-bb5d1b0f0573","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.09","Bathroom 2"
"46e5a810-cc9c-475c-8980-53e6fc386c1f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 4","4.10"
"ad05b937-7fd2-4afc-8f3d-bd9ba68298ac","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.10","Laundry"
"d4a1d242-e15c-4a99-ab7d-6fd9e6aec7fb","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.10","Bathroom 1"
"22a6737d-4530-4334-a68b-5bcceb98055d","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 4","4.10","Bathroom 2"
"bdcbcda1-4428-46c7-874a-79e55e303eb3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 5"
"18f3b209-9c93-45dc-aae8-347703dd6a43","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 5","5.01"
"9447992b-d858-4e10-a0df-5110eb81b327","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.01","Laundry"
"40af1fcb-d7b8-403f-9257-18316258d8ad","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.01","Bathroom 1"
"18e99200-224c-43a3-ba18-5a5d1f46e337","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.01","Bathroom 2"
"8a621411-836a-4fc9-a32d-6662c63250f4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 5","5.02"
"267dab21-9a0e-4639-8953-b4610e45b98d","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.02","Laundry"
"c3c329ef-638c-4ecb-871e-9bc31c071304","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.02","Bathroom 1"
"15b837a1-d747-4aca-bab2-3f79ee2d4670","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.02","Bathroom 2"
"52f343a9-0695-4376-956b-b12975f6bd41","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 5","5.03"
"d0a27546-31bf-4571-a244-2eaf6388bd96","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.03","Laundry"
"850c692a-1db8-47de-abc4-ec2c4f10a3d5","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.03","Bathroom 1"
"aed2a77a-8765-4b05-a835-bcb9bcdf476e","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.03","Bathroom 2"
"0cadb875-9b22-43f2-b82e-90ec0aed2324","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 5","5.04"
"a4227e62-f614-40cf-b5b9-18799c044d0c","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.04","Laundry"
"6ef419fa-c392-4c1a-b355-8618c840db17","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.04","Bathroom"
"ab33bfc0-b240-44e4-9753-251f855348ee","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 5","5.05"
"d8da0e8b-7f1e-4531-8159-db893c60359b","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.05","Laundry"
"e11028e0-56b3-4f96-8311-308a0663ef65","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.05","Bathroom 1"
"83169bb0-2fb2-452f-82b3-69a56d91ad8d","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.05","Bathroom 2"
"16d6c433-9c8a-4c79-b2fc-8ec55231135c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 5","5.06"
"2bea7760-bcb0-48c0-88ba-868010a9f808","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.06","Laundry"
"4a64e8e2-60be-49ba-94fc-e7ac6c83bd46","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.06","Bathroom 1"
"d6549eda-5da2-4884-89b0-384b8cdac118","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.06","Bathroom 2"
"48f05aad-c4cb-4356-8b2e-0f47da66ca11","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 5","5.07"
"32659f72-ea0a-4b0d-920a-d9cd22335948","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.07","Laundry"
"7e656fed-1e78-4a41-80a3-8c77061d0829","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.07","Bathroom 1"
"aa6bca3f-89a4-415a-9ed7-05765d223bab","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.07","Bathroom 2"
"45c8113b-c162-4ba0-96a5-2fdf3ce4710c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 5","5.08"
"90d43e96-c943-4796-a2d4-2c5f795a5ed2","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.08","Laundry"
"a474a29a-f61f-43d5-8322-568b33a1dc17","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.08","Bathroom 1"
"8a8bb321-1499-489b-93a0-6eed0099300a","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.08","Bathroom 2"
"cfe2941d-0a59-46e4-9a88-d58e2e52799b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 5","5.09"
"437bfad1-7dfb-4ce7-b805-ec55a97ce737","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.09","Laundry"
"1bcd1d12-b04d-4690-99fc-b64e0187fe75","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.09","Bathroom 1"
"a391bd42-9bb7-4720-91a5-b2cb44650644","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.09","Bathroom 2"
"9cc229cc-b57f-41c7-8019-40515744ad81","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 5","5.10"
"3e926f94-c156-40b3-8170-b7ac8e5a30bf","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.10","Laundry"
"e500b4d2-d653-40b6-be28-c637b6e4c668","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.10","Bathroom 1"
"3d1ad336-daed-4bf6-8b54-837fd328116b","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 5","5.10","Bathroom 2"
"01c0991f-003c-4c2b-b30a-e08c0763403e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 6"
"d926fb71-10ff-4cba-8f11-60d04da7f9c4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 6","6.01"
"3f7313b4-623b-447b-94c7-28c5c1b39711","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.01","Laundry"
"d115babd-651a-4f35-b955-88e05e8ecbc5","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.01","Bathroom 1"
"ab513205-18f2-4bf8-89e8-d8d5674fd4d5","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.01","Bathroom 2"
"431a6755-32fb-459f-bf94-ea1438ed8b9a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 6","6.02"
"c73a22dc-fad4-4733-8b6b-e906f7aa1684","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.02","Laundry"
"0d09792e-4d26-4501-9e9a-e3b07dc7b465","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.02","Bathroom 1"
"5add10c0-075b-4b19-a13b-12a386718699","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.02","Bathroom 2"
"aea3789c-1441-4fa1-ab74-fd9a9b291bbd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 6","6.03"
"2dbbfbfa-ceee-4e47-90c9-3e8f64c2f98f","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.03","Laundry"
"c61a7771-d7dc-4aa6-893b-f2bd6d8478bc","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.03","Bathroom 1"
"0e1944ce-1d7b-4ee2-9e74-20bbf8deaacc","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.03","Bathroom 2"
"a05c04b8-d162-4187-9229-fbfa5eb6fc9b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 6","6.04"
"4901abbd-1e38-4f6f-9ac6-86b603747180","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.04","Laundry"
"98705e59-782e-48d0-92e5-24ee65c8f4d4","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.04","Bathroom 1"
"44837ae8-9b85-485c-a727-8c645d9b53cb","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.04","Bathroom 2"
"2a47a5c9-ca09-48c5-b9d9-4d5a5956b68b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 6","6.05"
"30771436-d48a-43d1-91f3-fd3a722344ea","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.05","Laundry"
"c968063d-7628-4170-89cb-d7baaa92ebe5","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.05","Bathroom 1"
"a5c98d5d-24b4-485a-89bf-c8431aa9f24c","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.05","Bathroom 2"
"708144ec-e477-4e45-bcfc-41c32effdec3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Level 6","6.06"
"2dd63fcf-421d-4c1b-b380-76220d216133","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.06","Laundry"
"926578fd-8cc5-4a76-9f8d-b932b161bc0d","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.06","Bathroom 1"
"9d23066c-f59b-4b07-a2bb-f5cb2cc49381","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","6.06","Bathroom 2"
"e7f68568-fd11-44cb-aae1-dac65ce9622d","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA","Waterproofing","Level 6","Public Toilet"
"1244cb38-9759-432b-9d80-4a3dc5ab9d5c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling"
"234ec157-230c-4ad6-9958-21c9dd4d5849","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Basement 1"
"28e5e3eb-52cb-478d-ad4f-e6a7a21b0a35","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Basement 1","B1"
"28aa6a07-30ad-4188-9c3e-1adf80e7cc1c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Basement 1","B1","Lift lobby"
"41b195dd-e035-4b35-b48d-31a21f90b997","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Basement 1","B1","External Pavers"
"f7e330fd-91ce-43a1-a4b4-345580a8bdfa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Ground Floor"
"88d8ba14-1986-4136-88af-0f420478457c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Ground Floor","G.01"
"56fc16dd-6b6b-4fae-beb8-fa60e615ab4b","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.01","Bedroom 1"
"05206013-8eca-45d8-958a-ae2cd92f8a0a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.01","Bedroom 2"
"a329949f-e319-4e50-b1f3-48bf0a1d1376","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.01","Living area"
"27a8c4a9-a7c2-4c31-97a6-fad7d01cfd81","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.01","Laundry"
"81a3cf57-2052-46f7-9155-c278072e025a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.01","Bathroom 1"
"06b5cb0f-a3c2-4588-a66c-bab7f87ea6ab","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.01","Bathroom 2"
"4b3ae9cc-9860-4b5c-8c0d-7f91e61c7e2d","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.01","Kitchen"
"970902ce-0be1-4a95-a5ba-dab6e8c36e58","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.01","Terrace"
"8e8d947e-0203-4176-92f8-ac3b13814401","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Ground Floor","G.02"
"30b53362-3414-4195-ab10-fff5b9cf6b67","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.02","Living area"
"1d68a8b8-b9f5-4732-a69d-4836adade231","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.02","Study"
"6c3b4844-a5ea-42fa-9f6d-dcea00042d4f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.02","Bathroom"
"521e47d4-92cf-48f9-80c3-f6c5e4784165","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.02","Laundry"
"881bad45-63d7-4a1d-8d1d-cda9ba1f8277","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.02","Kitchen"
"8dc2aa18-04dd-44a2-9067-828c8056fcb3","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.02","Ensuite"
"3212e8a7-9e65-48ca-94dd-386f902596c3","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.02","Terrace"
"a404c4ea-eb40-4e23-8daf-76ee48be7fdb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Ground Floor","G.03"
"7de83bf3-98a0-4fcb-a62c-981a232094cf","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.03","Living area"
"a35aad94-50e8-4a9e-bb4c-ab37a24a61a7","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.03","Kitchen"
"8ff0011b-dd6a-4ace-9e28-97451b7c3aef","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.03","Laundry"
"2d8fd83a-9faa-44ca-ad1d-fd0a61dcd1a2","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.03","Bathroom 1"
"db048818-d2ed-4b3c-9a44-148a9594edbf","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.03","Bathroom 2"
"f421851a-7d46-45c5-8935-c03902cbed5f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.03","Terrace 1"
"0d1c4806-943a-4c36-a9e4-9b589f0befdb","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.03","Small Terrace"
"4c0b6873-3c4c-40cb-8fea-b8d04385fe25","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Ground Floor","G.04"
"3451023a-a28d-44f0-9781-4a3f3afbb884","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.04","Bedroom 1"
"5d2fd579-75f8-4984-aa2f-62b9302c12c8","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.04","Living area"
"09fe47e8-42ea-4271-aed7-598498ac0794","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.04","Laundry"
"26715ea1-fe89-4992-a2dc-5f91ccabafd0","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.04","Kitchen"
"07bfa98d-996c-4c55-926f-93220bfb26c9","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.04","Bathroom 1"
"5db1d88b-afce-43f8-bbeb-01a2e1b72db0","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.04","Terrace"
"5bf7a553-d269-4490-a2b8-5a2145ff022b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Ground Floor","G.05"
"75afbf47-9ced-40d1-8b29-7dbc7588ee9c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.05","Living area"
"c440c41f-18f2-4327-b904-2fdff3eb321e","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.05","Laundry"
