"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"aae178f8-38bf-4490-be35-92ca58c4a6d3","","checklist-flat","","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"946c2e7b-24ad-4a12-a273-51e5ba65e33f","","folder-normal","","","step","TRUE","FALSE","Site QA"
"84a4baad-1c99-475b-9cf7-8fecd8afa962","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In"
"3d20c78a-f3d4-4f06-a791-bd335d36426e","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Basement 3"
"fcb72ff8-e201-46af-afd6-a26b01fff090","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Basement 3","JET-B3.01"
"8f803833-747e-44bd-bb12-032c60651c3d","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D223"
"cd009c18-bbba-4059-b071-0c620efb31fd","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D223","Ceiling Closure Checklist 1 Rough In [B]"
"74db019f-24ac-4e8d-b38e-fc0038293835","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D223","Sign Off"
"e65511ee-3bc1-44a2-b782-45a81795e1b3","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D224"
"fa14bed9-27e9-4421-bf51-8fbc2b9a344e","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D224","Ceiling Closure Checklist 1 Rough In [B]"
"41da557b-d7ef-4831-aa16-25aa7e9b46cd","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D224","Sign Off"
"84586bc3-e764-4996-911a-f9f6eb05ac0c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D225"
"b06d0c96-e747-4967-88fa-22915aab7a90","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D225","Ceiling Closure Checklist 1 Rough In [B]"
"374ace7e-f08b-423c-bb40-94823d92ea4a","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D225","Sign Off"
"ed77a109-dfa0-438f-8489-35b6f826b4d1","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D226"
"dcf74ad8-1817-41dc-8fad-ff78758bd737","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D226","Ceiling Closure Checklist 1 Rough In [B]"
"1b479aae-c271-4e66-9079-fbff808b0dea","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D226","Sign Off"
"baeca054-e586-4e9f-b0b1-1f7d9f1e37b2","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D227"
"f6bc21d7-1a50-4204-817f-912bdcda0b1c","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D227","Ceiling Closure Checklist 1 Rough In [B]"
"1e090cd3-1041-4fc3-aab0-f0517bc2d9cc","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D227","Sign Off"
"c05f84ed-51f7-426e-8f26-716b747a86b9","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D228"
"960ed9f1-d1eb-48d2-a089-4ce098f5b361","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D228","Ceiling Closure Checklist 1 Rough In [B]"
"29c2b82f-9739-4c34-8693-c47d55001dd7","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D228","Sign Off"
"593308c6-4407-4cd2-b1d3-8668de48d135","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D229"
"3785cb7a-fa28-47af-80fb-37dc2b958f7f","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D229","Ceiling Closure Checklist 1 Rough In [B]"
"c333f91a-d032-48bd-bdb4-c5592aac7f65","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D229","Sign Off"
"fc2f7c80-4705-446e-aac9-6cf47f60e246","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D230"
"8c377e6b-5c43-4a4d-be94-b75ca6d850e4","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D230","Ceiling Closure Checklist 1 Rough In [B]"
"ede28704-b0f6-4cce-966c-3ddd98297cfb","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D230","Sign Off"
"17ef7955-e8e6-47dc-95ce-42f0781a9b97","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D231"
"635b614d-cead-4b63-8a11-9358c9a30855","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D231","Ceiling Closure Checklist 1 Rough In [B]"
"e1233b37-8e1c-4c17-a55c-cada748e4ab9","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Apartment Ceiling Closure","D231","Sign Off"
"b1391e38-688a-4d56-ba81-492a402a8d52","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Common Area"
"9c1e85a6-09ff-4cc7-aaf9-d9dfbb5f67a0","","checklist-flat","","Lobby Area [J]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Common Area","Lobby Area [J]"
"0f147e62-4051-4c6b-ac82-e3bfa643ed53","","checklist-flat","","Ducting-Common Area [K]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Common Area","Ducting-Common Area [K]"
"a91f17af-33bb-4ea4-9fe8-12b980d125a1","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 2","Common Area","Sign Off"
"d8e3c538-2a97-4388-aefe-828493b89269","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3"
"5e63bc84-0084-4f83-8cd4-c2eb2e4cff47","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure"
"3573bd2e-b9cf-43e8-94c4-fae26d2fab11","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D322"
"19db7904-945b-47a1-a47b-fd9880080c8e","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D322","Wall Closure Checklist 1 Rough In [A]"
"e74783b3-093f-4cc5-aca5-f1edc1db3aa2","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D322","Sign Off"
"fc49d71d-e419-4df1-a1f0-e5e599815e39","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D323"
"4ff299c1-ea43-4f7a-bebb-8f1e94c0d905","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D323","Wall Closure Checklist 1 Rough In [A]"
"a55d054b-d1e5-4a19-bcd1-6e66a8ca8504","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D323","Sign Off"
"89abaf06-7845-4c10-b13b-6436bdb7a953","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D324"
"627ea8bd-a262-495d-b4db-3ecde0c8fa2d","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D324","Wall Closure Checklist 1 Rough In [A]"
"b21ea173-6286-4438-9322-ed2cf6884617","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D324","Sign Off"
"0fe8672c-90f3-4286-b371-ee757c9444dd","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D325"
"514d9cad-f28b-4e28-86a5-10232bcfca7b","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D325","Wall Closure Checklist 1 Rough In [A]"
"7c07a675-134e-4744-8e59-845be09a0f20","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D325","Sign Off"
"dba74676-55b9-419c-b1b5-6958aaf5eeff","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D326"
"ed6e1253-6b67-4631-8482-51f521e74362","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D326","Wall Closure Checklist 1 Rough In [A]"
"269053d9-c688-4e06-9056-ae76a5dc2f19","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D326","Sign Off"
"a5abf5e2-89bd-4add-bcd0-8c5d8a3a1f5d","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D327"
"9479b852-9969-4c1b-b96f-e69e1caa80a0","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D327","Wall Closure Checklist 1 Rough In [A]"
"622753ec-0303-43f1-ab7c-2b02b0e07f27","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D327","Sign Off"
"8930bd26-b99b-4fc9-a079-7de1a8aabee1","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D328"
"940e70f2-cf21-4af5-b454-a77284f3529e","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D328","Wall Closure Checklist 1 Rough In [A]"
"1eccc5a4-edfc-4c92-9077-779b45ef620b","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D328","Sign Off"
"4e2b48c3-240c-45e8-b7e7-73b9f713b342","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D329"
"b40a3341-1f9b-408d-a73b-fd082de4b0c7","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D329","Wall Closure Checklist 1 Rough In [A]"
"66637316-3c02-41a5-b72f-1d6e68781647","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D329","Sign Off"
"5bb6a167-23e5-4195-b63d-a211ab3ade6c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D330"
"9da2ca47-6625-4360-a3bb-a5901acf06ca","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D330","Wall Closure Checklist 1 Rough In [A]"
"f399bcd3-5b72-4b74-94a4-072150b0540b","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D330","Sign Off"
"fee4e598-f2f6-4288-bf48-34d150e439e1","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D331"
"5e6255fe-fc04-4edc-8bc1-be6604fdadc5","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D331","Wall Closure Checklist 1 Rough In [A]"
"8ea5a554-2c8c-44ba-bf01-2b473d2f5c8b","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Wall Closure","D331","Sign Off"
"78889b17-ed9d-4367-8e98-607140e80c95","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure"
"a4d7bb56-d0ee-409d-9f84-d0f8082705b6","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D322"
"247afb83-892d-4332-95e5-b232f8e9b473","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D322","Ceiling Closure Checklist 1 Rough In [B]"
"b6b7fad8-e6cf-4039-b9c2-847cf9f602a8","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D322","Sign Off"
"a8771afb-4b55-4ae8-854b-1bc44d45bd9c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D323"
"79a26ec3-b6fc-45cc-aba0-ba59ca745c39","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D323","Ceiling Closure Checklist 1 Rough In [B]"
"996f41ca-7fc6-4910-9edf-86e5b91d3e53","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D323","Sign Off"
"dc1c55dd-8cd1-49ff-947e-1d56aad8d87a","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D324"
"cd75e5e4-973f-4f39-88a6-74e74de25bda","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D324","Ceiling Closure Checklist 1 Rough In [B]"
"92338e4e-ef6a-4609-b980-1394c570b6c4","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D324","Sign Off"
"b91ca73f-d8f6-4cff-b6ee-e62cd7219075","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D325"
"64c9121a-82e1-450e-8662-23186cd2a747","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D325","Ceiling Closure Checklist 1 Rough In [B]"
"39db2c39-40e3-4731-81c1-697b6369fd94","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D325","Sign Off"
"ba07e38b-f50d-438c-b5d6-f2af781280a0","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D326"
"af59de49-6f76-42d3-8f5a-a1f49d6e5604","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D326","Ceiling Closure Checklist 1 Rough In [B]"
"a7a9d943-6040-4230-b837-bc29c4139368","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D326","Sign Off"
"604096d3-50f2-4f49-b8bf-fb69dca7cbd4","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D327"
"acf309d1-de98-4a89-b580-09743c4d42c6","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D327","Ceiling Closure Checklist 1 Rough In [B]"
"53729706-1035-457e-8641-6074ce529694","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D327","Sign Off"
"a7b11c0c-9e4e-44b6-be59-48e232a65d0c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D328"
"8379342c-020c-4158-a269-2e482a44f221","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D328","Ceiling Closure Checklist 1 Rough In [B]"
"3a72524c-fe0a-4f5c-9f71-3ce071b2fe5e","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D328","Sign Off"
"c223eb6c-7b0e-4872-bed6-31779ea39bb3","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D329"
"fc94400e-2b0e-4977-8155-dd1f39f62d65","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D329","Ceiling Closure Checklist 1 Rough In [B]"
"de0c8ecc-e821-4062-bcec-b55b9c1f76a5","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D329","Sign Off"
"1ec4f57c-9644-4dbc-b09c-b5723c0f6eb8","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D330"
"dae48d06-c60c-4880-ad53-9b6be4af3ba4","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D330","Ceiling Closure Checklist 1 Rough In [B]"
"116bc72b-2ce1-4f33-baf4-c6b4bb537d3a","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D330","Sign Off"
"56b4bab1-1558-4306-a868-c90859305b93","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D331"
"17916833-cb2f-44dc-ae62-be0b9634573b","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D331","Ceiling Closure Checklist 1 Rough In [B]"
"46c33b90-ddb0-4bf9-b0a2-a1edd6a1b9f1","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Apartment Ceiling Closure","D331","Sign Off"
"b683bb70-90e7-406e-9a0c-792da059a7c3","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Common Area"
"1d14aa5f-dc00-45e3-922f-0169348cb753","","checklist-flat","","Lobby Area [J]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Common Area","Lobby Area [J]"
"3fbe63e2-4112-4c86-bc64-6ebc23545a3c","","checklist-flat","","Ducting-Common Area [K]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Common Area","Ducting-Common Area [K]"
"b8cabaca-66f8-4454-8be7-e06214541e05","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 3","Common Area","Sign Off"
"c79a2810-1d6d-4560-b3e4-32b2dfffad69","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 4"
"a449b4c4-dabb-4c98-b48d-f8532faa5ef5","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure"
"817a4b46-1518-452e-a768-38ccf7363951","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D421"
"dc554cb1-ac52-4535-a367-9b48d2db964f","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D421","Wall Closure Checklist 1 Rough In [A]"
"6cca3ec0-1513-4550-a995-7ae6835aec5c","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D421","Sign Off"
"36ba36de-d19a-4a8c-9ba6-35623a0beed4","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D422"
"0755ae13-3a31-43e3-b509-fc09abe5e658","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D422","Wall Closure Checklist 1 Rough In [A]"
"bd46082e-9c7b-42c9-9592-2a43b12d0d18","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D422","Sign Off"
"f3eba87f-1000-4d32-8141-ca567e5c0b46","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D423"
"4cceceef-77b6-41ec-8784-ff2e248d2886","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D423","Wall Closure Checklist 1 Rough In [A]"
"9e920169-52a3-4de8-a932-20c64318e0b5","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D423","Sign Off"
"cc7dbaf4-0fee-4563-80ec-afe8fcefd800","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D424"
"c7185227-baea-4aec-ad44-e8e1aaf77103","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D424","Wall Closure Checklist 1 Rough In [A]"
"d78cc5d2-83e6-400e-a9d1-9aa7a6fabebe","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D424","Sign Off"
"bfafad9f-9965-4a92-8518-a0dffb3bcab4","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D425"
"15673e63-0624-4803-b777-fd93db55f85f","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D425","Wall Closure Checklist 1 Rough In [A]"
"ce4ec994-403f-420b-899b-29a2ccbff331","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D425","Sign Off"
"5e901216-645b-4784-8b3c-bc338e799252","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D426"
"2b8c6bff-8538-4c1b-9cf5-6a3514329b2a","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D426","Wall Closure Checklist 1 Rough In [A]"
"35194e32-ad5f-40d2-aa9e-920e3976f5ce","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D426","Sign Off"
"025301de-6851-4a4c-ad5f-d320b8ff8b94","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D427"
"5edf60fa-3e96-4de5-a237-2dd39058b4d3","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D427","Wall Closure Checklist 1 Rough In [A]"
"01bead6a-7dbf-460e-8873-4a0aec245ec1","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D427","Sign Off"
"cdf6525c-411d-40dc-aa24-beec0fed992d","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D428"
"39a26ac0-4d64-4396-b042-7fe856b6219e","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D428","Wall Closure Checklist 1 Rough In [A]"
"16ed153b-6925-476c-8b25-83bbc0a3de8c","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D428","Sign Off"
"a6a8098c-0424-4cad-afd4-4dad39099814","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D429"
"ce6020bf-9070-4feb-9787-4764523ce964","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D429","Wall Closure Checklist 1 Rough In [A]"
"c309c4ea-e644-408b-868a-70c0ca87478e","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-D","Level 4","Apartment Wall Closure","D429","Sign Off"
