"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f578d366-4477-4c15-910c-0d5ddc886ede","","work-in-progress","","folder","TRUE","FALSE","BC1"
"32fe7d95-cb90-44d9-a583-6d9bbd7182db","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA"
"3866bf06-e67e-46d9-83fe-f18f5870c7e0","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Civil"
"cae6d94c-d8f0-4348-9344-763849d5b4bd","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Civil","Drainage"
"6b21a2f4-77bb-41a4-9edc-60e275c11b87","","not-started","Civil - Drainage Checklist","checklist","FALSE","FALSE","BC1","Site QA","Civil","Drainage","Civil - Drainage"
"d3522c82-964e-57cb-a66f-96e9dc286b05","","not-started","","section","FALSE","FALSE","BC1","Site QA","Civil","Drainage","Civil - Drainage","Pre-start"
"16352738-2721-5fd3-8314-c328f423e607","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C11 (GL 9.1_E-F-G)","Pour","Confirm concrete is being tested (slump and cylinders)"
"dce7d3dd-4ffa-5db9-b3cb-c611f1ac02fa","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C11 (GL 9.1_E-F-G)","Pour","Weather recorded"
"eb7939f6-2b6f-5190-a547-fee95a7b8119","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C11 (GL 9.1_E-F-G)","Post pour"
"b6b86a47-c9e8-5337-b7c2-b20298883cb2","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C11 (GL 9.1_E-F-G)","Post pour","Checks"
"ac888512-fe89-5979-a130-f172f397e986","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C11 (GL 9.1_E-F-G)","Post pour","Pour QA received including concrete dockets"
"0f873a95-8fd9-47be-8b22-3dc3c0ee0943","","work-in-progress","ITP Structure - In Situ Concrete (RC Column)","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) "
"12ef2f0d-485e-521d-a153-46244b6ccb93","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pre-start"
"3320dd91-f60b-54f0-aea9-9d331dc911a9","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pre-start","Footing sign-off/QA received"
"5689eb9a-0131-5097-927f-623243fe0201","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pre-start","GL and datum provided"
"a2967402-83df-54e0-9dc4-7f1262ecc14e","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pre-start","Clean work area"
"2f8b1ad2-1f7f-5922-80dc-fdbf9b261775","","work-in-progress","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pre-pour"
"2313fecb-2146-55ae-89de-a8822e0b4abe","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pre-pour","GN inspection"
"48dc2db2-c80e-5a1f-a8e8-9b8a0922e1ca","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pre-pour","Formwork signoff/QA"
"a8ec3d3a-d1e0-58b2-ad87-28a8986027fd","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pre-pour","Reo sign off/QA"
"5a2a553e-1d39-56a4-ba96-5410f2295f85","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pre-pour","Structural Eng inspection report received and close-out"
"39f1a0f1-78d6-515b-920d-510a36ef7f66","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pre-pour","Council inspection report received and close-out"
"50b9eb5e-f8cd-581e-8236-f6d9c568b2aa","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Access/safety"
"d3583ee8-74db-55d5-8ca5-085ab12e7aef","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Access/safety","Access for sprayer/pump"
"7b4259f7-ed56-5d25-b9f7-460f929b3e34","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Access/safety","Safe access to all areas of spray"
"8ac8126d-435a-5582-8ef3-0cfddb2583ff","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Access/safety","Exposed reo capped"
"7d86fa3e-8b13-562a-b14d-3c1933353d33","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pour"
"11dd26fb-feb1-5946-a811-e5c8cc7b8753","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pour","Confirm mix"
"1b076025-11e4-52fd-80dd-b7ae3208fd79","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pour","Confirm concrete is being tested (slump and cylinders)"
"f112d70e-330a-5efe-829a-e4e285fee941","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Pour","Weather recorded"
"ce541b94-a8f5-5e3e-8747-ec734d3c3a70","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Post pour"
"75aaa3af-1797-5b8a-97bc-fb6c6eb27e97","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Post pour","Checks"
"8ce288e9-b19e-54dd-a6a5-cc1fb62fa245","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC Columns C2 (GL E8, F8); C11 (G9,H9+) ","Post pour","Pour QA received including concrete dockets"
"daf0eb8a-d1e7-4abc-8da5-ce8874e1e44e","","pass","ITP Structure - In Situ Concrete (RC Column)","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)"
"b4522597-4073-501f-94a1-545a1563e998","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pre-start"
"8093c0da-b3c2-5484-b5de-17c825515a32","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pre-start","Footing sign-off/QA received"
"c98fa8a4-8965-5ff6-bb04-2cc39907ebb0","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pre-start","GL and datum provided"
"435853ee-bb9e-59d5-8c73-4753f571f401","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pre-start","Clean work area"
"fb999bbb-c91e-5c0f-a551-1b66c20f642b","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pre-pour"
"1eae6c32-c701-5606-8707-476d41b5ec65","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pre-pour","GN inspection"
"9661daf6-172a-57a7-88db-a0f5d0f03c69","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pre-pour","Formwork signoff/QA"
"30d332d1-cc7e-53d0-8e42-2efae6e3a91d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pre-pour","Reo sign off/QA"
"bf3e2f3d-1954-5e7b-8559-4f6eb0ba8e1b","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pre-pour","Structural Eng inspection report received and close-out"
"034bfe1b-e349-5299-b604-75db05965696","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pre-pour","Council inspection report received and close-out"
"29691709-1572-5643-821c-af2298b60bac","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Access/safety"
"48868236-cc32-5632-ad9f-2955c8909beb","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Access/safety","Access for sprayer/pump"
"b5df3730-2282-5288-94f0-d5c0e199664b","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Access/safety","Safe access to all areas of spray"
"35c38114-730e-56ec-85ba-f013f8088554","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Access/safety","Exposed reo capped"
"52254ac8-0232-51f8-bc8f-94e59933dc27","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pour"
"d7114932-d6c6-5689-89ac-84e18056fdef","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pour","Confirm mix"
"99305bf7-394d-5d0e-a1bb-f3074dea8382","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pour","Confirm concrete is being tested (slump and cylinders)"
"1044a262-d470-5d14-9532-b3606434bb50","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Pour","Weather recorded"
"c023fcfd-b51d-517b-92ce-09267f5882c3","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Post pour"
"705731ab-0f9a-5679-b4ae-d925691b7591","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Post pour","Checks"
"4c1e5ea9-4fa6-500f-9e1d-ab46db0c0c8d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Insitu Columns","RC columns C11 (GL: D9, E9, F9 & H9)","Post pour","Pour QA received including concrete dockets"
"a636c8dc-d909-489a-ae8f-1cbc2ce30948","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Structure","Section Q1","Slab on Grade"
"dfc2c6f0-1ad0-4dc6-9cb8-bea5bd1c7145","","not-started","Civil – Buildings Subgrade","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Civil – Buildings Subgrade"
"1749a0bf-d783-564c-ad09-6bfdafc036d0","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Civil – Buildings Subgrade","Subgrade base"
"f1ccf15c-2ad3-50b5-a076-cb17adceaca9","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Civil – Buildings Subgrade","Subgrade base","Geotech Eng inspection report received- and close-out"
"1e2ab74c-bbff-5012-a94c-d36e79a35176","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Civil – Buildings Subgrade","Subgrade base","Geotech Eng Inspection of subgrade and proof rolling prior to filling"
"b020349d-1240-5b8c-bc7e-541a313f9e02","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Civil – Buildings Subgrade","Building Subgrade build-up"
"1b7739f1-f912-5736-986b-b9bc8e65af2b","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Civil – Buildings Subgrade","Building Subgrade build-up","GL and datum provided"
"8dd8881c-c8ca-5074-bdba-7ced1433fea3","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Civil – Buildings Subgrade","Building Subgrade build-up","Placement of hardfill layer compacted as per design"
"1023a319-5c6d-5f07-b5ab-6471574a7255","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Civil – Buildings Subgrade","Building Subgrade build-up","Drainage piping installed under foundation level"
"0aaff920-19af-5972-9992-2c70f258b136","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Civil – Buildings Subgrade","Building Subgrade build-up","Platforms spot checks heights and location"
"7628e6bd-0305-5c84-a192-70e05b4564fd","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Civil – Buildings Subgrade","Subgrade Sign-off"
"d4d3d429-3b2f-57e1-90c5-4437780b468d","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Civil – Buildings Subgrade","Subgrade Sign-off","Subgrade QA and test results received"
"c88b678e-e341-56b0-9857-1372bf13c6d8","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Civil – Buildings Subgrade","Subgrade Sign-off","Geotech Eng Inspection of subgrade and proof rolling report received and close-out"
"9ef3ea28-a7e2-487f-98f6-6eee8a2e45be","","work-in-progress","ITP - Structure - Slab on Grade","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade"
"63a51ae6-c8d5-5a56-8313-b53d582bde61","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pre-start"
"348d1a87-ceb7-5e8b-8bff-d7ae7253bee7","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pre-start","Columns/GB sign-off/QA received"
"c2247b93-e7d8-55e3-8609-210c0e9111ff","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pre-start","Services sign-off"
"62b2928f-5cf5-53a5-915e-b6dcf0c1a6a9","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pre-start","Subgrade sign-off/QA received"
"63194e07-7c92-59ff-a87b-88a1b418c472","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pre-start","GL and datum provided"
"c0f34837-e77c-5249-8815-a613dbfb5a54","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pre-start","Clean work area"
"fb76f3f5-290f-5c1e-9024-6882dca4b7ef","","work-in-progress","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pre-Pour"
"c09f17a6-3999-53d2-b776-de4bf62212db","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pre-Pour","Waterproofing sign-off/QA"
"8bebf9e2-4372-555d-ae94-f63c87343e33","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pre-Pour","Formwork signoff/QA"
"274f8cfd-e59a-5d18-aaa5-c06b947b89a2","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pre-Pour","Reo sign off/QA"
"9cc66d5a-afc9-59c9-931c-e3d96f580b8d","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pre-Pour","GN inspection"
"9242b6f6-56db-5d85-93b7-b0c64a59edbb","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pre-Pour","Structural Eng inspection report received and close-out"
"2d0728de-4fae-5ab0-bae9-7b59bd5078b4","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pre-Pour","Council inspection report received and close-out"
"a0b7a3ea-3762-5096-986a-9fdccb513dfe","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Access/safety/protection"
"8d066103-847f-5fc5-86b4-ed2e19744cf4","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Access/safety/protection","Clear access for trucks/pump"
"fb1cd666-111c-5140-95a8-0a461f583244","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Access/safety/protection","Safe access to all areas of pour"
"dadb2684-ab6c-5e4c-b5df-500d5367c5e4","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Access/safety/protection","Panel and steel protection"
"532bc446-d54f-5717-af64-b00ee608a48c","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Access/safety/protection","Skip clean and ready"
"75030d97-aa46-50b5-b40d-ae7c813aaca4","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pour"
"143f7b2e-b530-59fb-8fc0-f26cbdd5cfa1","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pour","Confirm mix"
"95853b0e-bcd0-567f-a412-d1ea55fa7d12","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pour","Confirm concrete is being tested (slump and cylinders)"
"a8d36ea9-7621-5ae8-9fb3-0edf8b65c2a5","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Pour","Weather recorded"
"62540e69-dc0a-5c42-9956-4b9f20429b39","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Post pour"
"e712bdae-bf61-507e-8517-9ab86a2fa92a","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Post pour","Finish"
"7cdc19cf-94be-5bac-9cb8-5fcca3eeed77","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Post pour","Levels"
"d0142f68-e7d1-518f-a79a-d81cef03a582","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Post pour","Curing agent"
"3b5bb9e7-85cc-576a-918e-cd4330cb02c4","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Post pour","Saw cuts within 24h of pour and slurry removed"
"d39d3c7f-f559-532d-b35d-482042d25d9c","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1","Slab on Grade","Slab on Grade","Post pour","Pour QA received including concrete dockets"
"6427bf0d-d013-412c-9cad-b6d2bac52cef","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Structure","Section Q2"
"caec754e-af00-4e1d-880e-700f76a97286","","pass","","folder","TRUE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation"
"6f5c1234-bcb1-4f12-a52c-128b3076de7f","","pass","38f381cdc6d1a39a8536a83450557eb58f863577c4f01b3462572820d2632d7e","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) "
"7a4a5f66-8bac-5bd4-b421-6938f62fbd2a","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-start"
"c8dae9f8-be5c-5c8b-ac83-5b368affd7f5","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-start","GL and datum provided"
"3acabf8a-dc91-5ea2-b0e7-1c095681a6b1","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-start","Geotechnical Eng subgrade inspection report received and closed-out"
"149f32df-b16b-58a3-a77a-9b87ac0dbb33","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-start","Check for clash"
"96f039f4-a712-56dd-80f5-70e467ab3dc5","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-start","Upload drawings, detail /Mark up plan"
"06e84a10-b4d3-5592-88a4-6ce4fb59fba1","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-Pour"
"0e5111ce-79d0-5517-a65c-bc3c926d6e4a","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-Pour","Service trade sign off/QA"
"df4cc4d4-82ef-511c-a7d3-5cb52ca3704c","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-Pour","Waterproof sign off/QA"
"6c9506de-cab2-5b24-992e-0ea529b8a095","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-Pour","Formwork signoff/QA"
"aea7b1bc-e4a5-5152-a263-4b2c7f267756","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-Pour","Check levels"
"e5ae916b-a3f2-52c0-a505-cae530f81779","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-Pour","GN inspection- Prepour"
"c026c8b2-b628-5ae6-bc89-d6ba65b8b302","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-Pour","Structural Eng inspection report received and close-out"
"f2bd41db-62d2-5ab2-bf1b-0dcd452b7e51","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-Pour","Council inspection report received and close-out"
"7e857f60-8632-5bf9-a77f-74ffc98b05dc","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pre-Pour","Pour sequence mark-up"
"3b06ce12-728d-5ef0-858c-f3404f565e61","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Access/Safety"
"e5ae67f5-fb81-5cc0-af97-9ac33a6ed4eb","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Access/Safety","Clear access for trucks/pump"
"7428c9a7-9d1e-5723-8429-7fbc4cdc7682","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Access/Safety","Exposed reo capped"
"3a6a8549-f95a-5851-b088-f37d49f3bd9e","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Access/Safety","Safe access to all areas of pour"
"b51ce607-18d6-5f77-bd01-b2c6b8044460","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pour"
"9c9cd143-7f5a-5e7f-b97f-081abaf05d6b","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pour","Concrete Dockets and test report received"
"cfed64c6-ee2a-598c-806f-8ec0a2541907","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pour","Curing agent"
"9f643d3d-b00c-5483-bfb3-0f290ecae0a8","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation -W8 Wall foundation (till GL 9.1_C) ","Pour","Pour QA received"
"531814c8-fa4b-4e55-9ea0-9a4d0255d3b7","","pass","38f381cdc6d1a39a8536a83450557eb58f863577c4f01b3462572820d2632d7e","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)"
"134c605c-9ee6-5bf3-b3cd-e0cd75b2a2b1","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-start"
"a8b5346b-31cf-5cc4-98e1-504566a23f21","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-start","GL and datum provided"
"51876938-0628-5d97-99d2-fe12a89d416f","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-start","Geotechnical Eng subgrade inspection report received and closed-out"
