type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,11 - D2.7.3 D2.5.1,,,,,,,,,
label,Inspection / Test Point - Pipe installation open trench (main: F25402 - F25410),,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - +/- 30mm (horizontal),,,,,,,,,
label,○ +/- 5mm (vertical),,,,,,,,,
label,"○ joints as per manufacturers specifications (lubrication, chamfering, whiteness marking, etc)",,,,,,,,,
label,Quantity - 713 m,,,,,,,,,
label,"Frequency / When? - continous (pipe laser), 1/20 m (independent optical level)",,,,,,,,,
label,"Inspection / Test Method - Visual inspection, Using calibrated pipe laser, Optical levelling",,,,,,,,,
label,"Records / evidence, WCL form - Sign this ITP, Leveling record",,,,,,,,,
label,"Standard - ICC STANDARD SPECIFICATIONS
manufacturers specifications",,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,12,,,,,,,,,
label,Inspection / Test Point - Pipe installation (drilling),,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - The grade is to be continuously adjusted using the sonde with surface reference points.,,,,,,,,,
label,Quantity - 30 m,,,,,,,,,
label,Frequency / When? - continous,,,,,,,,,
label,Standard - Responsibility for any inaccuracy in the longitudinal grade lies with ICC.,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,13 - D4.4 Fig. D3 Fig. D4 Fig. D5,,,,,,,,,
label,Inspection / Test Point - Pipe installation (lateral),,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,"Conformance Criteria (What's Required) - grade: min 1:100 (with laser), min 1:60 (with dumpy level)",,,,,,,,,
label,○ Connection to the main: 45° reducing wye,,,,,,,,,
label,○ Concrete haunching: 25 MPa,,,,,,,,,
label,○ Connection at boundary: slip coupler/plumbqwik,,,,,,,,,
label,Quantity - 54 laterals,,,,,,,,,
label,Frequency / When? - continous,,,,,,,,,
label,"Inspection / Test Method - Measurement, Document",,,,,,,,,
label,"Records / evidence, WCL form - Sign this ITP, Detailed Drainage Connection Sheet",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,14 - D2.7.6,,,,,,,,,
label,Inspection / Test Point - Bedding - DN300 main (F25402 - F25406),,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - lb (depth below): min 100 mm,,,,,,,,,
label,○ lc (width beside): min 200 mm,,,,,,,,,
label,○ lo (depth above): min 150 mm,,,,,,,,,
label,○ compacted layers not exceeding ⅓ of the pipe OD,,,,,,,,,
label,Quantity - 323 m,,,,,,,,,
label,"Frequency / When? - continuous, During compaction of bedding / pipe laying and prior to placement of subbase material",,,,,,,,,
label,"Inspection / Test Method - Measurement, Levelling",,,,,,,,,
label,"Records / evidence, WCL form - Sign this ITP",,,,,,,,,
label,Standard - AS/NZS 2566 table 4.2.,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,15 - D2.7.6,,,,,,,,,
label,Inspection / Test Point - Bedding - DN225 main (F25406 - F25410),,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - lb (depth below): min 100 mm,,,,,,,,,
label,○ lc (width beside): min 150 mm,,,,,,,,,
label,○ lo (depth above): min 150 mm,,,,,,,,,
label,○ compacted layers not exceeding ⅓ of the pipe OD,,,,,,,,,
label,Quantity - 377 m,,,,,,,,,
label,"Frequency / When? - continuous, During compaction of bedding / pipe laying and prior to placement of subbase material",,,,,,,,,
label,"Inspection / Test Method - Measurement, Levelling",,,,,,,,,
label,"Records / evidence, WCL form - Sign this ITP",,,,,,,,,
label,Standard - AS/NZS 2566 table 4.2.,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,16 - D2.7.6,,,,,,,,,
label,Inspection / Test Point - Bedding (lateral),,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - lb (depth below): min 75 mm,,,,,,,,,
label,○ lc (width beside): min 100 mm,,,,,,,,,
label,○ lo (depth above): min 100 mm,,,,,,,,,
label,○ compacted layers not exceeding ⅓ of the pipe OD,,,,,,,,,
label,Quantity - 780 m,,,,,,,,,
label,"Frequency / When? - continuous, During compaction of bedding / pipe laying and prior to placement of subbase material",,,,,,,,,
label,"Inspection / Test Method - Measurement, Levelling",,,,,,,,,
label,"Records / evidence, WCL form - Sign this ITP",,,,,,,,,
label,Standard - AS/NZS 2566 table 4.2.,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,17 - D18.2,,,,,,,,,
label,"Inspection / Test Point - Manhole material (base, riser, lid, adjustment ring, cover, cleaning eye)",,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,"Conformance Criteria (What's Required) - Base, riser: D1050, min. 25 Mpa",,,,,,,,,
label,"○ Lid: 150 mm, HO loading",,,,,,,,,
label,"○ Cover: Heavy Duty Ductile iron, HN-HO-72 hinged, 600 mm clear opening, gas seal cleaning eye: Warrior surface box",,,,,,,,,
label,Quantity - 11,,,,,,,,,
label,Frequency / When? - prior to installation WCL and ICC are to inspect all deliveries,,,,,,,,,
label,Inspection / Test Method - Visual inspection,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,18 - D18 Fig. D12,,,,,,,,,
label,Inspection / Test Point - Manhole installation,,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - Benching. Crossfall - 1 in 4,,,,,,,,,
label,○ Opening: min 700 mm long full width of pipe,,,,,,,,,
label,○ Gritted starter and finisher,,,,,,,,,
label,○ Flexible joint located within 1 meter,,,,,,,,,
label,○ All joints to be sealed,,,,,,,,,
label,"○ Neck depth < 350 mm, max 50 mm adjustment ring",,,,,,,,,
label,○ 25 Mpa in-situ concrete packing lid opening: towards main inlet,,,,,,,,,
label,Quantity - 11,,,,,,,,,
label,Frequency / When? - during and after installation,,,,,,,,,
label,"Inspection / Test Method - Visual inspection, Measurement, Levelling, Document",,,,,,,,,
label,"Records / evidence, WCL form - Sign this ITP, Manhole Inspection Sheet",,,,,,,,,
label,Standard - NZS 3109:1997,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,19 - Fig. D13 - D16,,,,,,,,,
label,Inspection / Test Point - Manhole cover installation,,,,,,,,,
label,"ACTION (W, M, H) - W",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,"Conformance Criteria (What's Required) - Cover levels to be adjusted to existing surface levels (+10mm, -0 mm)",,,,,,,,,
label,○ 25 Mpa concrete packing ,,,,,,,,,
label,○ Hinge position: towards on-coming traffic,,,,,,,,,
label,Quantity - 11,,,,,,,,,
label,Frequency / When? - before surface reinstatement,,,,,,,,,
label,Inspection / Test Method - Visual inspection Measurement,,,,,,,,,
label,"Records / evidence, WCL form - Sign this ITP",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,20 - D15 Fig. D7,,,,,,,,,
label,Inspection / Test Point - Cleaning eye installation,,,,,,,,,
label,"ACTION (W, M, H) - W",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,"Conformance Criteria (What's Required) - Cover levels to be adjusted to existing surface levels (+10mm, -0 mm) perpendicular / parallel the road alignment.",,,,,,,,,
label,Quantity - 1,,,,,,,,,
label,Frequency / When? - before surface reinstatement,,,,,,,,,
label,Inspection / Test Method - Visual inspection Measurement,,,,,,,,,
label,"Records / evidence, WCL form - Sign this ITP",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,21 - D2.9.2,,,,,,,,,
label,Inspection / Test Point - Pressure test,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - Main + north side laterals,,,,,,,,,
label,○ Test length: as per table 6.1 AS/NZS 2566.2,,,,,,,,,
label,○ pressure: 25kPa,,,,,,,,,
label,○ pressure loss < 7Kpa,,,,,,,,,
label,"Quantity - 11 (mh - mh), + long side laterals independently",,,,,,,,,
label,Frequency / When? - Following the completion of adjacent manholes and connecting laterals,,,,,,,,,
label,Inspection / Test Method - Low pressure air test,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Pressure test report, FM-119",,,,,,,,,
label,Standard - AS/NZS 2566:2:2002 6.4.2,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,22 - D2.9.3,,,,,,,,,
label,Inspection / Test Point - CCTV Inspection and Cleaning,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - to confirm that the lines are free from debris and have no defects,,,,,,,,,
label,"Quantity - 743 m, D150 / D225 / D300 main",,,,,,,,,
label,Frequency / When? - prior to the final surface reinstatement after successful pressure test,,,,,,,,,
label,Inspection / Test Method - CCTV inspection,,,,,,,,,
label,"Records / evidence, WCL form - Sign this ITP, CCTV survey",,,,,,,,,
label,Standard - New Zealand Pipe Inspection Manual AS/NZS 2566:2,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
section,Surface reinstatement,,,,,,,,,
checkpoint,23 - D13,,,,,,,,,
label,Inspection / Test Point - Landscaping,,,,,,,,,
label,"ACTION (W, M, H) - W",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - The final surface in the berm area should match the existing levels,,,,,,,,,
label,Quantity - 54 laterals,,,,,,,,,
label,Frequency / When? - following lateral installation,,,,,,,,,
label,"Inspection / Test Method - Visual inspection, Levelling",,,,,,,,,
label,"Records / evidence, WCL form - Sign this ITP",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,24 - D13.7,,,,,,,,,
label,Inspection / Test Point - Grass seeding,,,,,,,,,
label,"ACTION (W, M, H) - W",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,"Conformance Criteria (What's Required) - approved seed mixture, 35 g/m2",,,,,,,,,
label,Quantity - 54 laterals,,,,,,,,,
label,Frequency / When? - following landscaping,,,,,,,,,
label,"Inspection / Test Method - Visual inspection, Document",,,,,,,,,
label,"Records / evidence, WCL form - Sign this ITP, Blending docket",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,25 - D2.7.7,,,,,,,,,
label,Inspection / Test Point - Subbase (AP65) compaction,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - Carriageway:,,,,,,,,,
label,○ 0.3 - 1.5 m deep: min 35 CIV,,,,,,,,,
label,○ > 1.5 m deep : min 25 CIV,,,,,,,,,
label,"Quantity - 713 m (main), 780 m (lateral)",,,,,,,,,
label,"Frequency / When? - During installation, every 200 mm layers at 6 m intervals for all trenches in carriageway above main and connections",,,,,,,,,
label,Inspection / Test Method - Clegg test,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Clegg Test Result Sheet",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,26 - D2.11.5,,,,,,,,,
label,Inspection / Test Point - Subbase (AP65) compaction,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,"Activity by - WCL / Lab, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - 95% compaction rate,,,,,,,,,
label,○ It is not required to complete NDM testing on connections,,,,,,,,,
label,Quantity - 713 m (main),,,,,,,,,
label,Frequency / When? - At pipe laying commencement and reconfirmed at 120 m intervals for open trench every 200 mm layers,,,,,,,,,
label,Inspection / Test Method - NDM test (direct transmission),,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, NDM Test Result Sheet",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,27 - D2.7,,,,,,,,,
label,Inspection / Test Point - Basecourse (AP40) compaction,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,"Activity by - WCL / Lab, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - minimum depth of 150 mm ,,,,,,,,,
label,○ 98% compaction rate,,,,,,,,,
label,○ It is not required to complete NDM testing on connections,,,,,,,,,
label,Quantity - 713 m (main),,,,,,,,,
label,Frequency / When? - 1 / 20 m of trench including one test at the start and end of the trench,,,,,,,,,
label,Inspection / Test Method - NDM test,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, NDM Test Result Sheet",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,28 - D2.8.3,,,,,,,,,
label,Inspection / Test Point - Trench reinstatement - marking out saw cutting,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,"Activity by - ICC, WCL",,,,,,,,,
label,Conformance Criteria (What's Required) - Engineers rep to mark out saw cutting required ,,,,,,,,,
label,○ 150 mm overcuts,,,,,,,,,
label,○ 1 m rule,,,,,,,,,
label,"Quantity - 713 m (main), 54 (lateral)",,,,,,,,,
label,Frequency / When? - prior to sealing,,,,,,,,,
label,"Inspection / Test Method - Visual inspection, measurements",,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Pre seal inspection record (FM-114)",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS National Code of Practise for Utility Operators' Access to Transport Corridors,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,29 - D2.7.7.2,,,,,,,,,
label,Inspection / Test Point - Basecourse (AP40) geometry,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - -5 mm +15 mm ,,,,,,,,,
label,○ h = 45-65 mm (carriageways),,,,,,,,,
label,○ h = 25-45 mm (footpath),,,,,,,,,
label,Quantity - 713 m - main,,,,,,,,,
label,○ 54 - lateral,,,,,,,,,
label,○ 54x1.5 m - footpath,,,,,,,,,
label,Frequency / When? - prior to sealing,,,,,,,,,
label,"Inspection / Test Method - Visual inspection, String line / straight edge inspection",,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Pre seal inspection record (FM-114)",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS NZTA B/2,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,30 - D11.4.3,,,,,,,,,
label,Inspection / Test Point - Membrane Seal,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - Residual bitumen application rate:,,,,,,,,,
label,○ 2.0 l/m2 +/- 10%. (spray truck),,,,,,,,,
label,○ ≥ 1.5 l/m2 (hand operated sprayer bar),,,,,,,,,
label,○ It is not recommended to carry out sealing works when the shade air temperature is below 10°C. ,,,,,,,,,
label,○ No sealing works shall continue after rain has started to fall.,,,,,,,,,
label,"Quantity - 713 m - main, 54 - lateral",,,,,,,,,
label,Frequency / When? - prior to asphalting,,,,,,,,,
label,Inspection / Test Method - Visual inspection,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Delivery docket",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,31 - D12.5,,,,,,,,,
label,Inspection / Test Point - Asphalt paving (carriageway),,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - trenches wider than 1.5 m shall be paver-laid unless approved otherwise by the Engineer.,,,,,,,,,
label,○ Mix type: DG10,,,,,,,,,
label,○ 5 mm from a 3 m straight edge laid longitudinally,,,,,,,,,
label,○ 5 mm from a 1 m straight edge laid transversely,,,,,,,,,
label,○ lips ≤ 5 mm (where it joins existing seal),,,,,,,,,
label,"Quantity - 713 m - main, 54 - lateral",,,,,,,,,
label,Frequency / When? - 1 / finished surface WCL and ICC are to inspect all deliveries,,,,,,,,,
label,Inspection / Test Method - Post seal surface inspection,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,32 - D12.4.10,,,,,,,,,
label,Inspection / Test Point - Joint sealing,,,,,,,,,
label,"ACTION (W, M, H) - W",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - Where a joint is required to an existing asphalt / chipseal surface the Contractor is required to seal the joint with hot poured rubber bitumen.,,,,,,,,,
label,"Quantity - 713 m - main, 54 - lateral",,,,,,,,,
label,Frequency / When? - 1 / finished surface,,,,,,,,,
label,Inspection / Test Method - Visual inspection,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,33 - D13.6,,,,,,,,,
label,Inspection / Test Point - Asphalt paving (footpath),,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - 30 mm Footpaths and Surfaced Frontages,,,,,,,,,
label,"○ 5mm above kerb edges, and flush with property vehicle accessways",,,,,,,,,
label,○ The gap under a 3m straight-edge placed longitudinally shall not exceed 5mm,,,,,,,,,
label,○ lips ≤ 3mm,,,,,,,,,
label,Quantity - 54 x 1.5 m,,,,,,,,,
label,Frequency / When? - 1 / finished surface WCL and ICC are to inspect all deliveries,,,,,,,,,
label,Inspection / Test Method - Visual inspection straight edge inspection,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Delivery docket",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,34,,,,,,,,,
label,Inspection / Test Point - Road markings,,,,,,,,,
label,"ACTION (W, M, H) - W",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,"Conformance Criteria (What's Required) - Reinstatement of the existing markings, RRPMs",,,,,,,,,
label,Quantity - 743 m,,,,,,,,,
label,Frequency / When? - 1 / finished surface,,,,,,,,,
label,Inspection / Test Method - Post seal surface inspection,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,Signoff,,,,,,,,,
note,Wilsons Engineer,,,,,,,,,
note,Signed By : Norbert Jacsek,,,,,,,,,
note,Wilsons Contract Manager,,,,,,,,,
note,Accepted By : Hamish Lindsay,,,,,,,,,
note,ICC Engineers Representative,,,,,,,,,
note,Accepted By : Tom Andersen,,,,,,,,,
signoff,Signature:,,,,,,,,,
