type,name,values,prefix,postfix,usage count,user addable,template name,,,,,
note,683.16 (b) (i - iii),,,,,,,,,,,
note,Table 683.163,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"ACCEPTANCE CRITERIA: Where applicable, if any Type III / Production Test results fail, the Designers must be notified immediately and design assumptions modified and re-issued to the Superintendent's satisfaction.",,,,,,,,,,,
note,"An additional  2 no. nails are to be installed using updated installation procedures, either side of the failed nail and shall pass the load test - note that the loads may require updating.",,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"FREQUENCY: Where applicable, per failed test result per soil/rock type",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: HP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
signoff,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,
checkpoint,5.5 Non-conformance Report (NCR) Closure,,,,,,,,,,,
note,REFERENCE: MRPA Quality Management Plan,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"ACCEPTANCE CRITERIA: Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed in Teambinder.",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"FREQUENCY: Once, prior to closure of this lot / element / Work area",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: HP*,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
checkpoint,Metropolitan Roads Program Alliance Final Inspection,,,,,,,,,,,
note,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,
textbox,Name:,,,,,,,,,,,
textbox,Position:,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
signoff,Sign ITP,,,,,,,,,,,
