"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4c7bc325-759e-4dec-a623-5598a487f836","","","","folder","TRUE","FALSE","Site QA"
"0cf95069-3cd1-470b-95c2-6f0023ad45fd","","","","folder","TRUE","FALSE","Site QA","Ground"
"567fd4c0-ba64-44a1-9216-1e8854257ab8","","","Lobby","checklist","FALSE","FALSE","Site QA","Ground","West Tower Residential Lobby"
"0fb877e4-1a3e-4e7c-b4d9-5a6fbce49294","","","Lobby","checklist","FALSE","FALSE","Site QA","Ground","East Tower Residential Lobby"
"db0cffed-e9ac-4026-a6e0-0df91a13686b","","","Lobby","checklist","FALSE","FALSE","Site QA","Ground","Hotel Lobby"
"f0181950-5ec0-4256-9cb1-3ecfb1150fd9","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","Ground","Hotel Staff Locker Room"
"94852bf5-986a-4e9b-9b2b-1d0c628569d7","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","Ground","Hotel Lobby Toilets"
"86fad516-e38c-4256-b6e4-19552b0ffbf9","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","Ground","Pub Kitchen"
"cc984841-366c-4385-9b78-a2e3cb741517","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","Ground","Pub Toilets"
"27e8d090-7059-44ed-aebe-9feb7e82e4c2","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","Ground","Pub"
"142f5b55-4cd7-4735-aabd-903f9c9b1498","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","Ground","Gaming Room"
"28b592cf-5126-4e10-97ae-54ff784c642b","","","","folder","TRUE","FALSE","Site QA","Level 1"
"379598d1-840a-400f-aba5-7f920a5d768f","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 1","West Tower Lift Lobby"
"355380f5-a65f-421a-865a-a931eb286f2a","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 1","East Tower Lift Lobby"
"11bd0a9f-4826-4c5f-9f9f-48b0c68123d8","","","","folder","TRUE","FALSE","Site QA","Level 2"
"35e6100f-3a0a-4ef2-8e76-372138f26531","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 2","West Tower Lift Lobby"
"7a92bf92-6e6a-42fb-a749-ae584a01a229","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 2","East Tower Lift Lobby"
"31f949c1-361e-4422-ad24-bbc4b128295e","","","","folder","TRUE","FALSE","Site QA","Level 3"
"30db35e0-52c6-4f21-8b1e-317684266272","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 3","West Tower Lift Lobby"
"a2639209-5fed-4c04-ad2a-a23bfa9c3f51","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 3","East Tower Lift Lobby"
"f5d163a6-eb4e-4ff0-a550-a52a8dbc181d","","","","folder","TRUE","FALSE","Site QA","Level 4"
"2d13947b-20f0-4388-aafb-551f34d88d12","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 4","West Tower Lift Lobby"
"58f017c1-521d-458d-9468-8095826b6f76","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 4","East Tower Lift Lobby"
"b2a8e649-7b0d-4bbc-92ea-02e1f73ff36b","","","","folder","TRUE","FALSE","Site QA","West Tower"
"1817e8ee-343e-4266-9319-955cbb6edc7e","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 5"
"a125086d-ac29-4c4c-ac9b-829a5b6fe27a","","","Lobby","checklist","FALSE","FALSE","Site QA","West Tower","Level 5","Lobby"
"86677bb0-a0be-4ca4-9458-bf6843aaaa9e","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 5","501"
"13e4ef31-999b-407e-93ef-0010f96a98ca","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 13","1307","Kitchen, Lounge & Dining"
"588bf9e3-9560-4581-b147-50eb004faef5","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 13","1307","Bathroom & Laundry"
"7a6c8282-0998-42ed-b1f0-8d00610b5537","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 13","1307","External Wet Areas"
"da1424ff-000f-4154-be02-376872eb6433","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 13","1308"
"4b5f84eb-ce1a-4856-bbda-3a1425beb9f5","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 13","1308","Kitchen, Lounge & Dining"
"b6884d3b-07d2-415d-9a2f-708299e58c30","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 13","1308","Bathroom & Laundry"
"90fcede3-ed25-453d-a0fe-7202330901f6","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 13","1308","External Wet Areas"
"92f62274-4175-4ebf-b0cc-8895f5f00715","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 13","1309"
"63b33c82-f532-4b02-a9c1-40d8c6430b62","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 13","1309","Kitchen, Lounge & Dining"
"0510b3fd-ba34-40b7-8f23-14ec148efea1","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 13","1309","Bathroom & Laundry"
"f6d21a94-9d38-4a4b-897f-01542ef19587","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 13","1309","External Wet Areas"
"5bb401e3-d88b-413f-be37-9b83c34051b1","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 14"
"645d16d5-ed43-4020-8177-37b010554386","","","Lobby","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","Lobby"
"ee2d8cd2-6f24-42e2-8fcd-1eedae22dc2c","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 14","1401"
"826f2020-6bc7-4f3e-8aed-126f10a5fcc2","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1401","Kitchen, Lounge & Dining"
"4f095ccc-8440-47d3-94bf-c2c05c08b440","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1401","Bathroom & Laundry"
"af047dc2-a3e0-4db7-8411-f3dad766ea18","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1401","External Wet Areas"
"59e68b14-afd9-44ae-91ff-4f7363a30c8b","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 14","1402"
"14b9f0ed-540e-4f72-ba77-3f7d2773bdc6","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1402","Kitchen, Lounge & Dining"
"20913b78-57bc-4ffd-a67b-c9133ef36127","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1402","Bathroom & Laundry"
"a1fc5907-2818-47a3-a8f3-897703989d1e","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1402","External Wet Areas"
"543ce83f-b3f6-4440-8427-a26764ca57c8","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 14","1403"
"b5704917-677d-4eef-b30a-43eed39d8486","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1403","Kitchen, Lounge & Dining"
"2fee681b-1e7c-4c07-879e-562f6fe2beee","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1403","Bathroom & Laundry"
"a4d9d6c2-c719-4c54-bbae-4b45dc584188","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1403","External Wet Areas"
"b092c899-19c1-4655-bcb4-281f5bf1accf","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 14","1404"
"d398e12e-4742-497d-b142-884dedf3490a","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1404","Kitchen, Lounge & Dining"
"bd320dc1-e090-4291-8ca1-91fa88656e18","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1404","Bathroom & Laundry"
"69140b6e-76d6-4f36-a91e-4d646819da03","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1404","External Wet Areas"
"9b6993d0-b09e-4ef4-87a8-718f9a25242e","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 14","1405"
"41470cb3-583b-4903-9105-b5fd03b55c30","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1405","Kitchen, Lounge & Dining"
"0cea35ae-f98d-4f87-92ff-96b8335f8afc","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1405","Bathroom & Laundry"
"ebec4644-9e15-4fe9-ad66-9f5d7b491b90","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1405","External Wet Areas"
"b73aad82-7819-409f-b533-45282bd18397","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 14","1406"
"e10c98a6-9c41-442a-8411-23ffe25a1b77","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1406","Kitchen, Lounge & Dining"
"6aaa34a6-9869-41c4-a368-5d1e0bcea085","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1406","Bathroom & Laundry"
"d9c224f7-fd2a-4a6f-8fab-5d64ec283338","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1406","External Wet Areas"
"f7960554-54d3-4ef2-a1a8-fcea86ad5e1e","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 14","1407"
"01b4e157-97da-4105-8320-1a3b6db2f8c8","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1407","Kitchen, Lounge & Dining"
"e4cbf364-7215-4898-a105-a2898da96048","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1407","Bathroom & Laundry"
"0dcfc7b7-b5ed-4571-aed4-7b7f19042ce6","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1407","External Wet Areas"
"9fc26459-0ed9-44ed-8033-54eed4e22e93","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 14","1408"
"34c654b6-0bff-4525-aec2-306991da0e8f","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1408","Kitchen, Lounge & Dining"
"b540ca6a-c890-4cee-bf5b-08c643a97842","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1408","Bathroom & Laundry"
"3495e4ae-df8f-4fec-a2fc-2b0d2eded65b","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1408","External Wet Areas"
"caf0fdc1-24c1-4767-9c32-918583cfd7b9","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 14","1409"
"a4ce15dd-978e-47bb-a6a1-655281d48e52","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1409","Kitchen, Lounge & Dining"
"58c70264-198e-4dab-9d22-3dd83a570e70","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1409","Bathroom & Laundry"
"14c8d94d-5c21-4966-a2e4-0e15e35d402d","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 14","1409","External Wet Areas"
"7d6bd1b7-7412-4cd1-b550-093feef53884","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 15"
"7316ff99-3ac7-47d8-b4e4-1cb058249568","","","Lobby","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","Lobby"
"8aa83bec-6257-40d2-8d14-8fa41370230d","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 15","1501"
"1905f809-8afa-4be9-b00a-5ba95d0ef936","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1501","Kitchen, Lounge & Dining"
"da5fe557-b7c5-4797-8c93-662ecbe0219f","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1501","Bathroom & Laundry"
"41397696-df3f-4821-af7a-02f07b327733","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1501","External Wet Areas"
"51a74c25-6382-4ffb-91e4-a74046b189c9","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 15","1502"
"95f37a36-f7d2-4693-82e3-1dfe28211468","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1502","Kitchen, Lounge & Dining"
"ee1aef16-cd08-4f2c-81b2-93874724b118","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1502","Bathroom & Laundry"
"01868239-dd9e-458d-83e2-40aa8ce1cc3e","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1502","External Wet Areas"
"67ffb1fe-e4bd-4724-8431-54839329c193","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 15","1503"
"56b48f77-8977-4573-9c2b-420d2adacb51","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1503","Kitchen, Lounge & Dining"
"abd64154-29b5-49a4-97b3-aa4e1894ea54","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1503","Bathroom & Laundry"
"1fbeece4-dd6f-438d-b26f-8b3fcc762014","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1503","External Wet Areas"
"916dd584-6d69-44fe-8ba3-9cc3ff187eb6","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 15","1504"
"6001ba1f-331a-4577-929a-d4f05a2e4bfa","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1504","Kitchen, Lounge & Dining"
"d53f06bf-ee3f-407f-ba0d-118f17fc0412","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1504","Bathroom & Laundry"
"0ab34c09-9538-4f40-8a71-17635d8cf120","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1504","External Wet Areas"
"a19cd79c-f25f-47ec-b6a8-e693994ae676","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 15","1505"
"34d787df-917c-4526-90a8-2cdeaf74efd0","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1505","Kitchen, Lounge & Dining"
"56dcf8b8-89bf-452e-be15-c093bf3fee2d","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1505","Bathroom & Laundry"
"99f39cec-0699-485f-9c3d-21a761820e6f","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1505","External Wet Areas"
"5de2ad13-489e-49fe-8365-25a52198d670","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 15","1506"
"01a991d3-2e86-41d1-b346-e09b88fb1feb","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1506","Kitchen, Lounge & Dining"
"1613aa1e-8e2d-4fee-b163-b5dd61cd44ed","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1506","Bathroom & Laundry"
"940c5165-bf28-4ef7-8eda-a5d85846f81f","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1506","External Wet Areas"
"23cecaec-c2aa-4644-b3c8-ae5dd98c2a02","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 15","1507"
"455ce51d-5901-4536-8ba8-bb1ac2935a32","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1507","Kitchen, Lounge & Dining"
"f9654c40-0743-46a6-80ae-73c9b09b8275","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1507","Bathroom & Laundry"
"cbbf158a-6604-47ba-99d8-67bcfb6b5b80","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1507","External Wet Areas"
"25906c2c-9012-4ca1-96d6-e1a1e2d5272e","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 15","1508"
"797ade6a-e0ca-4175-926f-32593b6a16c8","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1508","Kitchen, Lounge & Dining"
"c96bc014-a058-42e7-a9ab-cd103a3e0977","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1508","Bathroom & Laundry"
"a5053fe6-8f3f-48cc-a20d-26db0057d1b7","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1508","External Wet Areas"
"fc08e3ae-2749-436c-a710-c315c7311192","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 15","1509"
"ffa17827-a35b-49f9-b881-8e383917f903","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1509","Kitchen, Lounge & Dining"
"8b68ed48-e381-4b79-bf8b-10611c7de24f","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1509","Bathroom & Laundry"
"d61319e4-987f-41f5-8f4e-bb05b4e22337","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 15","1509","External Wet Areas"
"e7672477-9810-40c4-919b-7d384d315176","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 16"
"74ce3778-0cf1-4a38-b1a0-c04f08a476b0","","","Lobby","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","Lobby"
"a0037409-7a59-43f4-a4d8-c44227b37e9d","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 16","1601"
"19e341c0-159d-40e5-893f-6b7d50ed08d0","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1601","Kitchen, Lounge & Dining"
"309f8a32-379c-4bbc-a5ea-3d93f42c0454","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1601","Bathroom & Laundry"
"0e6304dc-2d28-45b8-a53a-e026da377914","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1601","External Wet Areas"
"fafe1ff3-d6e7-4898-b97e-7be4f034eea5","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 16","1602"
"76fb441a-e3b7-47bb-b7f4-4378eac9d1b6","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1602","Kitchen, Lounge & Dining"
"199f3632-8e2e-4ec5-a5a4-72fad9eaae68","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1602","Bathroom & Laundry"
"8e44ff7a-ea08-4ea3-a910-33ade2acde9a","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1602","External Wet Areas"
"ff0089f5-07dc-438e-87bf-f8f8c18125ff","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 16","1603"
"8da77dc4-aa22-4242-b38a-f6d18ce5d0de","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1603","Kitchen, Lounge & Dining"
"fd072b35-8204-4434-aced-d0819d86e243","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1603","Bathroom & Laundry"
"868531c5-990e-44dd-a758-0f5bb0ea5391","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1603","External Wet Areas"
"d201159c-7f72-4a46-b793-d39c520fa27f","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 16","1604"
"d9fd17a6-2b94-4454-acab-511a96c58ae9","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1604","Kitchen, Lounge & Dining"
"f73af0b3-f1c2-43b6-b391-84fb6aff875f","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1604","Bathroom & Laundry"
"27a119e1-7199-4714-a475-1c487afacfb4","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1604","External Wet Areas"
"32afd51e-1baf-401f-90a8-8cc35a9b3b67","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 16","1605"
"796cf8e5-8032-4463-bd4f-bd42a512e8ab","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1605","Kitchen, Lounge & Dining"
"e496f376-4a2c-4e97-b493-0139ac1ef3f5","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1605","Bathroom & Laundry"
"4e6469e2-362a-4276-baa9-e61f15d8e80c","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1605","External Wet Areas"
"e2b6b053-6870-45a4-a72a-ce721d57d3f2","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 16","1606"
"e16b05eb-9e98-4fe4-b05f-5c178b282548","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1606","Kitchen, Lounge & Dining"
"19f60173-49cd-43b3-ae9b-1297fbdb9ac7","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1606","Bathroom & Laundry"
"b8332aaa-dd83-49c1-9edd-127acd412d75","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1606","External Wet Areas"
"761a3e14-f5bd-459a-80f8-ba6e6f8bb2a5","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 16","1607"
"59fdc75f-6f97-4dea-8669-85550e2a24f6","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1607","Kitchen, Lounge & Dining"
"2f615619-3f8c-4e60-86ce-5927e8c87f74","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1607","Bathroom & Laundry"
"025e654d-5df4-4008-98ea-df579b6f59fb","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1607","External Wet Areas"
"7d0c5502-6c90-4778-94a6-0d8af69f8c58","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 16","1608"
"bb57ec1b-f72c-4b89-9a46-6630e504f575","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1608","Kitchen, Lounge & Dining"
"d3093a1f-d3b6-4f88-8042-ab4179380361","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1608","Bathroom & Laundry"
"79e35682-7c33-430b-9b7c-72380fc86d5f","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1608","External Wet Areas"
"b0ec093c-4079-45e8-86be-636bc11e199c","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 16","1609"
"ad776196-dd06-4b29-b036-44d47f0f15ef","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1609","Kitchen, Lounge & Dining"
"f5230d6b-1200-4bf6-83b7-6204f65a90bc","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1609","Bathroom & Laundry"
"d1f1f4bb-84ea-46fd-9026-a182a423ad45","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 16","1609","External Wet Areas"
"7dc13edd-e05e-4212-abfb-c2b341420900","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 17"
"96564096-af32-457d-b557-a510db61887d","","","Lobby","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","Lobby"
"96ede9cf-ee08-40d7-8291-f0abd4f033ae","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 17","1701"
"9b9b1688-9d4a-4639-a6b3-2925ab9a06ca","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1701","Kitchen, Lounge & Dining"
"88bbb6d7-b8a2-416a-8277-b98e67a28a03","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1701","Bathroom & Laundry"
"b55b3a89-c726-4b71-8647-bf8a53f9f08d","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1701","External Wet Areas"
"66b79fb5-5e08-4e12-8b3b-97c236d48309","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 17","1702"
"2464a7d9-bc69-4cc0-ab61-6e8bb7a5a730","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1702","Kitchen, Lounge & Dining"
"426064fb-23cf-4458-bccf-7fc8d9947db1","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1702","Bathroom & Laundry"
"8085822e-d6e1-43e8-be9a-965b8b04f125","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1702","External Wet Areas"
"26ceeef3-9ba7-4c59-ac6c-89b8729410e1","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 17","1703"
"0e1ab02e-2866-42bc-b271-8f9d24c2a7e8","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1703","Kitchen, Lounge & Dining"
"9d1c547a-5b37-424a-82d3-26b5986bc2d0","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1703","Bathroom & Laundry"
"25cfcbec-f039-4404-b40a-ecd1d84a9a9c","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1703","External Wet Areas"
"ee97afcf-42fd-489f-b883-4a3bd12f6420","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 17","1705"
"71acb900-cd54-4e97-a080-c525e993703e","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1705","Kitchen, Lounge & Dining"
"6b5cacf2-fc3e-49b1-b21b-737f5c0eb00d","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1705","Bathroom & Laundry"
"63fe6319-6a5e-43bd-85d0-03e5b1b4664c","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1705","External Wet Areas"
"ebb4a67f-e96f-431b-ba75-fbe8d4a6161e","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 17","1706"
"add7c47d-64f7-447e-9239-b1efed21e65f","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1706","Kitchen, Lounge & Dining"
"4d9d3753-ce5e-4a3f-bf21-0130c228a755","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1706","Bathroom & Laundry"
"b6a92302-80cb-4f7d-b53f-b88850389247","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1706","External Wet Areas"
"152019e8-0b93-41c7-be88-0ccbf86e8db4","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 17","1707"
"875c73d1-d1c8-4ddb-b6f7-d79a8ffb3593","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1707","Kitchen, Lounge & Dining"
"8dbb3772-f68a-463f-b813-336d963ed2bc","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1707","Bathroom & Laundry"
"d65c42f6-54b8-47ce-9461-217599cc52e7","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1707","External Wet Areas"
"e747c3e4-e05b-4370-9031-1a1fdf69b156","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 17","1708"
"1c946c5d-1b92-4c2f-bb63-097a7e5740d4","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","West Tower","Level 17","1708","Kitchen, Lounge & Dining"
