"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"df302a38-8d6d-42d6-9b0d-813786e8ea81","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"45be4b7f-8814-47ca-aaa8-987c58a84163","","checklist-flat","not-started","Document Attachment","checklist-flat","FALSE","FALSE","Site QA","Structural Drawings"
"e1250702-8f16-42a7-a52d-67a5fc8569d5","","checklist-flat","not-started","Document Attachment","checklist-flat","FALSE","FALSE","Site QA","Survey As Builts"
"c37eca0e-e901-4097-a356-d97c53203722","","checklist-flat","not-started","Document Attachment","checklist-flat","FALSE","FALSE","Site QA","Pour Plans"
"2f870675-b2c7-4920-b7c7-f7a7ee03154f","","checklist-flat","not-applicable","Document Attachment","checklist-flat","FALSE","FALSE","Site QA","Progress Photos"
"14d2bd7a-3508-4355-ad0f-c25805cd2017","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Shaft"
"50065f0b-7779-4cd6-859d-cbedc14046ee","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Shaft","Base Slab"
"9c575108-620b-4d68-8d37-1a44026ccb20","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Shaft","Base Slab","Formwork Element Handover"
"6011b406-646f-41f6-89bc-ff05293a3c73","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Shaft","Base Slab","Finished Element Handover"
"ec9c2214-c48a-4496-915a-a519816608a5","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Shaft","Base Slab","Pre Pour ITP"
"188b8197-f2b3-427a-bd1a-8d9f3098dcec","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Shaft","Base Slab","Concrete & Reinforcement ITP"
"5d9e753d-b021-4515-bd61-0504df616138","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Shaft","Base Slab","Formwork Stripping"
"af31a100-ab07-445e-a0b5-403163592a4a","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Ventilation Shaft","Base Slab","3rd Party Sign Off"
"69c98f5e-8f6c-45fc-91a8-ef2d561c5cd1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Shaft","Waler Level 2"
"69dd31da-c2df-4e60-bae8-c8567bc1e527","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Shaft","Waler Level 2","Slabs"
"20c8f9d5-baaf-480f-9408-1351aa647b85","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L01a","Columns","Formwork Element Handover"
"dd11f500-2105-43aa-a94b-fdee00a26727","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L01a","Columns","Finished Element Handover"
"f940c39e-6267-4fa0-bfcc-57d98ba160f5","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L01a","Columns","Pre Pour ITP"
"b0de3081-1391-4527-8bb1-c41def7aa37a","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L01a","Columns","Concrete & Reinforcement ITP"
"bd0d6c0a-dfc5-4304-abe8-78fda3e5a608","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L01a","Columns","Formwork Stripping"
"1d822903-95ea-40e8-b57d-d5fe43c4eba8","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L01a","Columns","3rd Party Sign Off"
"12fca5e4-775a-418a-9221-f451ef9a272d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Outlet","L02a"
"4a877b1f-69be-4fb6-99a6-bf35a4adc920","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Outlet","L02a","Slabs"
"12efbada-b49e-40f9-9a8b-306b95c26a37","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Slabs","Formwork Element Handover"
"ec33771f-dac1-482d-bffe-5c9cf0f083d9","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Slabs","Finished Element Handover"
"10ae21c7-8998-4691-b05a-1015b1ec8791","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Slabs","Pre Pour ITP"
"06a1d2b0-f2ca-40e4-969f-1683e246de3d","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Slabs","Concrete & Reinforcement ITP"
"ad962fc0-a293-48f3-8807-25eab0b2e0ae","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Slabs","Formwork Stripping"
"1b045504-edae-4247-9dfd-a7c179fca3be","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Slabs","3rd Party Sign Off"
"b5efd738-d37a-42a3-b647-29258338f9ca","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Outlet","L02a","Core Walls"
"24034dba-8b81-4171-acd3-bdefd4c3bcf4","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Core Walls","Formwork Element Handover"
"5ad2df8e-1df5-441a-82f2-afcdf050597f","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Core Walls","Finished Element Handover"
"7a91de8e-f046-4d87-a158-fe76cba236d0","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Core Walls","Pre Pour ITP"
"18725827-c58a-4220-a375-26f7679abb4c","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Core Walls","Concrete & Reinforcement ITP"
"9ac82047-fa32-49e4-a080-4fc60a1cff34","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Core Walls","Formwork Stripping"
"c602a01f-1bc4-454f-87ea-48438ce50cc5","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Core Walls","3rd Party Sign Off"
"82821e55-148e-4441-94fb-ca779d0e74c5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Outlet","L02a","Columns"
"e58eb9ca-23f9-40ab-84ba-d2af674c13b9","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Columns","Formwork Element Handover"
"c2deb993-7ac7-4c63-b753-967d13bb5989","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Columns","Finished Element Handover"
"e4659e98-35db-4982-8dfb-c619966a03ef","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Columns","Pre Pour ITP"
"34946878-8dcf-45d0-9933-7b2fd4f91215","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Columns","Concrete & Reinforcement ITP"
"5081ecbb-0209-4882-bc5e-e53ca036f81a","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Columns","Formwork Stripping"
"4bf3fea4-df6f-4ee4-8fc3-08ff9982098d","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L02a","Columns","3rd Party Sign Off"
"8d3d7ffc-f832-4f55-aa52-cae5a4f496dd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Outlet","L03a"
"bd848b4e-4841-4cd4-a738-61e3862dd827","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Outlet","L03a","Slabs"
"5cd8feae-767a-4ffa-b1dc-445543c60da3","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Slabs","Formwork Element Handover"
"37ce568a-19b0-495a-9df3-99cf7953639c","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Slabs","Finished Element Handover"
"9dfd63c8-07ab-494c-aede-190c9ff6d54c","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Slabs","Pre Pour ITP"
"f27177f9-4dbb-4102-8345-5bbab551bd95","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Slabs","Concrete & Reinforcement ITP"
"fadd8d7c-ad54-4a33-a728-1708f3683ef4","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Slabs","Formwork Stripping"
"1e2221c4-e445-4f09-8a47-e09d22f8a5c6","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Slabs","3rd Party Sign Off"
"11106b73-769c-432e-a0c4-29d93781a7d1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Outlet","L03a","Core Walls"
"162a3d4d-a896-4b6f-aa50-8f0c25626a04","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Core Walls","Formwork Element Handover"
"a51ec1bb-f46a-4c6b-9616-f4f1416cfea4","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Core Walls","Finished Element Handover"
"3cd605f7-2040-4a9c-a818-09443c5ab213","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Core Walls","Pre Pour ITP"
"000d28a6-428b-4a70-bba1-279c12e1f717","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Core Walls","Concrete & Reinforcement ITP"
"dd799725-1470-4d88-8c73-c7afab647e71","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Core Walls","Formwork Stripping"
"3e20518b-9c73-49c1-8674-6a117e6689f2","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Core Walls","3rd Party Sign Off"
"5e7d997f-acd2-4dca-a113-4566fe0804d1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Outlet","L03a","Columns"
"fe58a104-a34d-4df0-9d7e-b778f2c5d7a5","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Columns","Formwork Element Handover"
"cfe09fd0-4b5e-4c55-ae68-fdd5a1903e2c","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Columns","Finished Element Handover"
"392f9d80-a4d4-49b6-a5ae-e3551907f08c","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Columns","Pre Pour ITP"
"21134637-87df-4f9e-bce9-474a865e4cc0","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Columns","Concrete & Reinforcement ITP"
"0b18892e-3cb5-45d3-9c7e-ee2b069d5708","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Columns","Formwork Stripping"
"ced4ae99-fbfe-45a2-97e5-31e7f3017337","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L03a","Columns","3rd Party Sign Off"
"fea07f7e-7359-4e71-8f38-90630f39af8f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Outlet","L04"
"a2ae4ccf-655b-40cf-8b22-88e3cdda6314","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Outlet","L04","Slabs"
"38f6c519-d49e-4be2-a5b6-a22b43df7f35","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Slabs","Formwork Element Handover"
"83be5d6c-81c9-4fa3-8b7a-1b05aa002974","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Slabs","Finished Element Handover"
"d0806d6a-b4cc-4424-9ebc-8f982c867037","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Slabs","Pre Pour ITP"
"e2ebf31f-a11a-4e61-a8e8-250620fed4e1","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Slabs","Concrete & Reinforcement ITP"
"1b966e50-1183-4f43-a2dd-5524c0bfb0bb","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Slabs","Formwork Stripping"
"1b50c6e1-afbb-4b03-bf43-eb35d7faf9f4","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Slabs","3rd Party Sign Off"
"5df75840-975a-4ca8-bf32-b91a164c7201","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Outlet","L04","Core Walls"
"b4e29f8c-ca8a-4bca-82b2-78301b7fbc3d","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Core Walls","Formwork Element Handover"
"2b1c9d34-9b94-4691-b590-63982f74faec","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Core Walls","Finished Element Handover"
"b9a575b7-2036-478e-83be-5aa0c02765fc","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Core Walls","Pre Pour ITP"
"1e54f633-8a78-4d26-82d0-29c30f5fb545","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Core Walls","Concrete & Reinforcement ITP"
"c4af734a-ec58-40b4-95d3-e02992e3b3a1","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Core Walls","Formwork Stripping"
"27329571-28c3-4e76-a73e-efb751f82574","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Core Walls","3rd Party Sign Off"
"1cd61369-5560-4562-ac1f-146ca6ef0e94","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Outlet","L04","Columns"
"256bbe8e-9763-4b9d-9678-9ea66c33fbc7","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Columns","Formwork Element Handover"
"a954e40a-aceb-48bf-bf1d-eb5716598255","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Columns","Finished Element Handover"
"8f640fa7-9321-4141-b0a6-93f98b141ea7","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Columns","Pre Pour ITP"
"6ea30ab3-4d0f-40a4-9635-3c1c2b7963ee","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Columns","Concrete & Reinforcement ITP"
"02609126-3ff7-4b42-b216-aeb84123d33b","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Columns","Formwork Stripping"
"446eadda-410f-45b4-88c9-13969e1517e7","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Ventilation Outlet","L04","Columns","3rd Party Sign Off"
"c976cb7f-e533-4b79-b49c-6c7e486ef85a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fire Pump Room & Tank"
"70ee0a83-0536-428b-ac11-a6a56bf13dfc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fire Pump Room & Tank","Fire Pump Base Slab"
"18aeec03-b5bb-4751-9834-214d4239237d","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Fire Pump Room & Tank","Fire Pump Base Slab","Formwork Element Handover"
"45c211a7-be92-4e02-b785-3e78ffea7067","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Fire Pump Room & Tank","Fire Pump Base Slab","Finished Element Handover"
"13ef77df-80e7-4cc9-9a5d-227274cab116","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Fire Pump Room & Tank","Fire Pump Base Slab","Pre Pour ITP"
"27e06706-500b-4fca-96f1-94dff281957e","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Fire Pump Room & Tank","Fire Pump Base Slab","Concrete & Reinforcement ITP"
"eed5ee7e-ac90-4178-be9c-054e9d6a3953","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Fire Pump Room & Tank","Fire Pump Base Slab","Formwork Stripping"
"592681af-45f5-46a0-9266-360982d06e09","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fire Pump Room & Tank","Fire Pump Base Slab","3rd Party Sign Off"
"2577b241-eb60-499b-993e-a38391b1de94","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fire Pump Room & Tank","L00"
"0c09f0d1-ac87-4821-b13e-69912e2542f4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fire Pump Room & Tank","L00","Slabs"
"74855d25-58c9-432c-bf2e-f2c9affc77a3","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Fire Pump Room & Tank","L00","Slabs","Formwork Element Handover"
"ec8a0724-fb33-4a29-b537-8cece4085116","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Fire Pump Room & Tank","L00","Slabs","Finished Element Handover"
"0a6de983-c165-4d37-b695-069c59733abc","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Fire Pump Room & Tank","L00","Slabs","Pre Pour ITP"
"3fab6e9c-4343-452d-aff2-fea7188318a3","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Fire Pump Room & Tank","L00","Slabs","Concrete & Reinforcement ITP"
"40f12ab6-effc-4e29-bd45-99b196e0a5d6","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Fire Pump Room & Tank","L00","Slabs","Formwork Stripping"
"f1a9b9c4-745e-4002-b4c8-02693802046d","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fire Pump Room & Tank","L00","Slabs","3rd Party Sign Off"
"5b1ff1b3-9dc1-4d32-aa16-629629b3932b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fire Pump Room & Tank","L00","Walls"
"f7f66cd5-767e-4f86-8bc3-644733e9106c","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Fire Pump Room & Tank","L00","Walls","Formwork Element Handover"
"3716b800-701c-469a-814d-7d3add5f48ba","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Fire Pump Room & Tank","L00","Walls","Finished Element Handover"
"46ef15ac-b5fe-4954-a291-2e158d2122dc","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Fire Pump Room & Tank","L00","Walls","Pre Pour ITP"
"7063a5d2-e63f-47b5-b30f-862d9ca6031e","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Fire Pump Room & Tank","L00","Walls","Concrete & Reinforcement ITP"
"3759945e-56cd-4b64-8d58-b803e2c28202","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Fire Pump Room & Tank","L00","Walls","Formwork Stripping"
"b11052f0-cb4d-4e89-9989-c3ae1330e817","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fire Pump Room & Tank","L00","Walls","3rd Party Sign Off"
"a0f272fb-5671-48a2-8a81-074a5d712270","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation"
"bd5c8929-f3af-4889-89cd-b3e8a666a4f0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","Cable Basement"
"f73fe47e-3a99-4da6-a76d-3a6762453c73","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","Cable Basement","Footings"
"28193d72-89e7-4bb8-8491-ce5f7b05cf1f","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Footings","Pre Pour ITP"
"18caf63b-f6fa-4ccb-b80e-ce66f1a05080","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Footings","Concrete & Reinforcement ITP"
"fd591346-6127-45c7-92b0-8ea64a9bb449","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Footings","Formwork Stripping"
"55c42bd0-4c69-4ca4-bbe9-5d2b8e20f36d","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","Cable Basement","Footings","3rd Party Sign Off"
"4b3671a1-884c-450d-b203-ebd2987fcf23","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","Cable Basement","Pile Caps"
"3a232695-8ab4-4a40-aef1-2adb98f80bda","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Pile Caps","Pre Pour ITP"
"ba3de2a9-3971-47f6-9b74-cf049ccc33eb","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Pile Caps","Concrete & Reinforcement ITP"
"1d7873f0-5ec1-4a58-bd15-00fbc17268b9","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Pile Caps","Formwork Stripping"
"956cae7a-5279-47cf-bb10-c60880821c6b","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","Cable Basement","Pile Caps","3rd Party Sign Off"
"1edc2f84-fd8e-4355-9da4-a8042f46509c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","Cable Basement","Slabs"
"25360db1-e5e2-44df-a76a-93d2e6e73c5c","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","Cable Basement","Slabs","Formwork Element Handover"
"12cc8f06-fb06-485b-82a7-4c741934a7f4","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Slabs","Pre Pour ITP"
"1d73f69f-5a99-4ed0-99ef-e9e4147b0757","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Slabs","Concrete & Reinforcement ITP"
"cb4890cf-cf8c-463a-87e7-c24c7d059d20","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Slabs","Formwork Stripping"
"32ae0c83-70c9-4ccf-bbf4-ff55c5e543f3","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","Cable Basement","Slabs","Finished Element Handover"
"71493016-59ae-4177-8ffd-d063051ebc53","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","Cable Basement","Slabs","3rd Party Sign Off"
"dd882472-b782-4ef4-a401-871247c1bcfa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","Cable Basement","Core walls"
"d55ebb94-607a-49d2-a081-c2eff302451a","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","Cable Basement","Core walls","Formwork Element Handover"
"ef96fe30-a722-4a24-bbac-1f3aac676974","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Core walls","Pre Pour ITP"
"64f49528-e26a-436f-a0c6-34b2d9b8d409","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Core walls","Concrete & Reinforcement ITP"
"97b3a388-b73d-4262-938b-fca7869dcc23","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Core walls","Formwork Stripping"
"730df28a-a471-4857-9bca-18ac7b059f19","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","Cable Basement","Core walls","Finished Element Handover"
