"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"63cf5b72-7515-4487-b8b3-8e71d72b0990","","checklist-flat","pass","SYS - PT - Overall Pre-set","checklist-flat","FALSE","FALSE","Overall Pre-set"
"302300d8-caff-5972-b968-8528d81554c8","","checkpoint-status","pass","","","TRUE","TRUE","Overall Pre-set","Overall Pre-set"
"41a837c2-518b-5ca4-9f3c-284ac44381af","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","System information:"
"76eef4db-b534-5806-8746-2011a3e7e2cb","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","SSP Attached"
"e926c7e1-7e1e-5b64-9c51-d3dff8902946","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","Task Analysis Attached"
"8c83359f-c878-53f9-9912-2965bca1e506","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","Relevant Drawings Attached"
"4573d7e6-9395-48ea-b0cc-d9c5cda3d9b4","","folder-normal","pass","","step","TRUE","FALSE","QA"
"77d940d3-d9c4-4667-a357-80d6be7216fc","","folder-normal","pass","","step","TRUE","FALSE","QA","Fall Arrest & Permanent Access Systems"
"b2500eed-4f3c-4cec-be3e-c7264b22c58f","","folder-normal","pass","","step","TRUE","FALSE","QA","Fall Arrest & Permanent Access Systems","RoofSafe Cable Line 01"
"3aa53658-f05a-4fd5-aab6-66cb459a6597","","checklist-flat","pass","Fit Off Checklist - Line (250m or less)","checklist-flat","FALSE","FALSE","QA","Fall Arrest & Permanent Access Systems","RoofSafe Cable Line 01","Fit Off Checklist - Line 01"
"f1876373-ee36-5f20-bf90-d8eb3e4d48e2","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 11","Required number of photo(s) taken of installed anchor(s)"
"81a2e04f-681d-5e39-8a20-3643b82fa5ad","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 11","Installed as per PBI drawings supplied and manufacturer's requirements"
"7b9fd05f-fb7c-402f-a3d1-87058a505dc4","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 12"
"563a9970-12b2-5bc7-a222-5a41ce436615","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 12","Confirm the structure is in accordance with the details supplied by PBI"
"d6670f33-afca-50fa-b825-64b24cd60e80","","holdpoint","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 12","EMAIL PM"
"080a2881-0311-5517-9033-06121ac6d6e5","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 12","Required number of photo(s) taken of installed anchor(s)"
"88fccb26-a481-5ac8-859d-f2f14dc896cd","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 12","Installed as per PBI drawings supplied and manufacturer's requirements"
"25f0cc66-aa8b-4fdf-a1bd-1f4db3dba62a","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 13"
"2636e6a7-df8a-5615-8945-c1cb6d803010","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 13","Confirm the structure is in accordance with the details supplied by PBI"
"638096bc-ebe7-56f3-a2d8-c87828dd28af","","holdpoint","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 13","EMAIL PM"
"cbad6ad5-54f6-5992-9200-59623271f91b","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 13","Required number of photo(s) taken of installed anchor(s)"
"87c49b95-f437-5a89-8aeb-ea70e8ef4164","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 13","Installed as per PBI drawings supplied and manufacturer's requirements"
"f78d2985-c88a-4e1c-9280-628f43ea4dfc","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 14"
"9878079e-8ef9-5df8-8971-5a5acdf2e05d","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 14","Confirm the structure is in accordance with the details supplied by PBI"
"e6f83703-5c84-543f-a0e3-4e9d55289e7d","","holdpoint","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 14","EMAIL PM"
"5cd97041-7586-5ea3-b23d-8159768e605f","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 14","Required number of photo(s) taken of installed anchor(s)"
"7dc8fe89-082b-5e7a-b02c-b025db08c370","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 14","Installed as per PBI drawings supplied and manufacturer's requirements"
"8421951a-68df-42ae-8812-49b3dfe5599b","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 15"
"9e3e596e-cdde-5455-b8e7-f322a505bb3c","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 15","Confirm the structure is in accordance with the details supplied by PBI"
"14e11c34-92d2-54d0-b1f5-20cfe4d484cd","","holdpoint","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 15","EMAIL PM"
"8903a34c-d86b-5c23-85ed-2159fdd7fc4e","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 15","Required number of photo(s) taken of installed anchor(s)"
"eeb7575c-f3e9-57d2-a123-a4b4bad6e359","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","15no AP Type 01 Fall Arrest Anchor Points","Fit Off Checklist - Anchor 15","Installed as per PBI drawings supplied and manufacturer's requirements"
"b76e5d5c-6d90-4e9d-b202-53c5f3ce2077","","folder-normal","pass","","step","TRUE","FALSE","QA","Fall Arrest & Permanent Access Systems","1no Item 01 - Permanent, Un-Caged Access Ladder"
"b3073fa0-4f87-44ea-a079-829f89c48fc4","","checklist-flat","pass","Fit Off Checklist - Ladder System","checklist-flat","FALSE","FALSE","QA","Fall Arrest & Permanent Access Systems","1no Item 01 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 01"
"dbf177f0-a7b6-5aa0-b90d-299fa6fc218b","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 01 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 01","Installed to manufacturer or PBI Installation instructions"
"a730af22-d8b9-5c3f-856a-f95cf40b9303","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 01 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 01","Installed as per AS1657:2018"
"67147256-5b4d-502b-842a-cd3646597c9f","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 01 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 01","All fixings secure"
"9ffd42ad-53bd-5fe2-b50c-b28cfe98a514","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 01 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 01","Top step of ladder flush with either walk-off kit or building edge"
"ecb60f12-995e-5f15-988f-a7c5e7fdb246","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 01 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 01","No unsealed penetrations to the roof"
"4fe31c4a-a189-5e2b-80fe-a075fa9cfc59","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 01 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 01","If caged, cage start between 2m and 2.2m from ground level?"
"e83b0548-47b9-5919-aace-7e38a76f5ac8","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 01 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 01","If ladder is above 3.5m, does it contain a cage?"
"307329b3-57d4-5721-ac46-9854cbdde8bf","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 01 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 01","If ladder is above 6m, does it have a mid-way platform?"
"bad8c3f8-4550-5c5e-b8f9-e8ce15b68e32","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 01 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 01","Photo uploaded of clean work area"
"d48ffd18-e300-57ab-91bc-d36abd39de32","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 01 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 01","Video taken"
"e465d3e7-2792-4694-9c3c-ad7216c1a86d","","folder-normal","pass","","step","TRUE","FALSE","QA","Fall Arrest & Permanent Access Systems","1no Item 02 - Permanent, Un-Caged Access Ladder"
"dfe7da42-5f47-4c4e-9e95-9f547e8e0386","","checklist-flat","pass","Fit Off Checklist - Ladder System","checklist-flat","FALSE","FALSE","QA","Fall Arrest & Permanent Access Systems","1no Item 02 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 02"
"38b21757-03d4-5162-b408-db3fd2ddf8ca","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 02 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 02","Installed to manufacturer or PBI Installation instructions"
"69d4f067-83a8-52ca-a87d-e0a4abfdf166","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 02 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 02","Installed as per AS1657:2018"
"090ad598-1fc9-52fd-bb42-fc01358b2680","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 02 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 02","All fixings secure"
"309d53b0-b29f-5fcf-a004-f7e0d3d5d968","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 02 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 02","Top step of ladder flush with either walk-off kit or building edge"
"f582afd8-08c0-5197-b4a8-478d90d0121f","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 02 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 02","No unsealed penetrations to the roof"
"67db881d-c9af-5895-a066-503c1f5625f7","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 02 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 02","If caged, cage start between 2m and 2.2m from ground level?"
"8fe298d3-bf60-5395-8ce0-d799035392c8","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 02 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 02","If ladder is above 3.5m, does it contain a cage?"
"caaf9345-b41b-5ad1-bef0-338d1b1fbdf9","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 02 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 02","If ladder is above 6m, does it have a mid-way platform?"
"67659671-6c0c-56dd-873c-784566f5cc81","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 02 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 02","Photo uploaded of clean work area"
"27e94f03-c4d9-5f9a-ba0f-9dfb3fd03419","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 02 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 02","Video taken"
"ac53cd6f-bac3-43e4-9a38-eefef93b1434","","folder-normal","pass","","step","TRUE","FALSE","QA","Fall Arrest & Permanent Access Systems","1no Item 03 - Permanent, Un-Caged Access Ladder"
"7fa2942b-4bad-4a8d-b864-80dbfd5dedc4","","checklist-flat","pass","Fit Off Checklist - Ladder System","checklist-flat","FALSE","FALSE","QA","Fall Arrest & Permanent Access Systems","1no Item 03 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 03"
"9d619595-b806-5106-8df2-b532da7a41e2","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 03 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 03","Installed to manufacturer or PBI Installation instructions"
"4bf985bd-4b76-5acf-a912-347f5c184288","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 03 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 03","Installed as per AS1657:2018"
"907f0f02-cb56-5fb7-b866-cab321f431db","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 03 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 03","All fixings secure"
"2133f725-2a8b-5e3a-91f7-53063caccf5b","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 03 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 03","Top step of ladder flush with either walk-off kit or building edge"
"704dbfff-81c6-5a03-8c6a-41eb88c29416","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 03 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 03","No unsealed penetrations to the roof"
"a17fb937-a63c-525a-ad47-da5cd6e2f3c6","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 03 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 03","If caged, cage start between 2m and 2.2m from ground level?"
"303f717f-e7e6-5e98-a721-6e85a471ac0a","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 03 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 03","If ladder is above 3.5m, does it contain a cage?"
"8e766647-5e35-5102-b926-bdc95a9383a9","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 03 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 03","If ladder is above 6m, does it have a mid-way platform?"
"7b921ee1-f053-5ff2-9f82-3a1d8f8bb499","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 03 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 03","Photo uploaded of clean work area"
"bd6f77ad-1fa8-5705-91b9-34022db23dcf","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","1no Item 03 - Permanent, Un-Caged Access Ladder","Fit Off Checklist - Ladder System 03","Video taken"
"934405a4-9951-4e3a-a25a-107807e1ede0","","checklist-flat","pass","Data Plate, Access Point (Rails and Line Systems)","checklist-flat","FALSE","FALSE","QA","Fall Arrest & Permanent Access Systems","Data Plate, Access Point"
"42d7cd8c-0cf2-5ef3-843b-6c43e1de0156","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","Data Plate, Access Point","Details of Data Plate"
"97c9293f-f41c-541e-8aa5-5b9b399ce8ba","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","Data Plate, Access Point","1 photo required of Data Plate"
"a79b0471-511a-58a6-a146-bb39d28b04b0","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","Data Plate, Access Point","Details of Access Point"
"07f9ac6f-6fc3-521e-9864-71eec28e8df9","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","Data Plate, Access Point","1 photo required of Access Area"
"a548c48d-6d57-55a6-a4cc-d1af4fdc5d97","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","Data Plate, Access Point","Details of Rail Carriages/Cable Travellers"
"6412e391-33f2-5bb4-ae50-e1e3c14491b0","","checkpoint-status","pass","","","TRUE","TRUE","QA","Fall Arrest & Permanent Access Systems","Data Plate, Access Point","1 photo required of carriages/travellers"
"f97c2d80-c1e7-4a77-8275-6aece4e2fa53","","folder-normal","pass","","step","TRUE","FALSE","Roof Access Requirements"
"40e4bc1d-8097-4a0b-a23a-90c815902bd7","","checklist-flat","pass","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"d1bb4d09-6f23-5b93-920c-0e8e1b592147","","checkpoint-status","pass","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"646afcce-ffcb-4d7a-9556-1c15d8859a27","","checklist-flat","not-started","SYS - PT - Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"96a727a0-ea2a-506c-99d3-79265bdf1f9b","","checkpoint-no-status","not-started","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"3651cafd-09c9-59c8-bd11-e6c1907d2bc8","","holdpoint","not-started","","","TRUE","TRUE","Practical Completion","Request Review from PM"
"e210a5d5-b926-50c8-8a6f-13053b1ff939","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"81e82a9d-17f0-5fec-a85a-2e0c6930e9c7","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
