"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fc407afe-e1aa-4b17-acaf-457592b840f3","","work-in-progress","","folder","TRUE","FALSE","Basement (B)"
"ecb6f0c0-28c2-41e2-9a97-b79203434f4a","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L38","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"f6969fc7-37c6-4f03-9433-00a4d17f74b8","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L38","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"709a0323-6bbe-440f-9547-939032f3c72e","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L38","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"8dd567cf-0b8e-4ebf-b2de-43c34cb359d1","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L38","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"5c1a2b19-066d-4f7e-bfec-2d32090e7cc8","","work-in-progress","","folder","TRUE","FALSE","L39"
"8758d7bb-bbd4-4464-b054-bd857372a99b","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L39","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"e9140e44-9652-4bae-b37a-d288612552ea","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L39","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"5ea1da1b-bed4-4190-918e-5d1dfacb34bf","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L39","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"1c9d0730-36c7-4198-8263-b3059e3e9113","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L39","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"4ae17a4f-712c-4169-b78f-4dad445f53cd","","work-in-progress","","folder","TRUE","FALSE","L40"
"afe4df85-0937-4bbf-9c2f-15cbbdeef013","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L40","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"cdcc3abe-d19a-47cc-876d-6ec31a864bed","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L40","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"bcb11f5f-ab2c-427c-b739-c58706612cbb","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L40","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"ee573242-4f3b-4087-86ae-9516e4c108c1","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L40","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"3d3f27ce-12b1-4c0e-8d78-14dfd77dab71","","work-in-progress","","folder","TRUE","FALSE","L41"
"c358964e-fe30-480a-93ac-3b7f373687be","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L41","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"d2431ca7-f1b7-4688-b202-094735b3674b","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L41","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"0b07660c-d57f-4da4-ab28-cf3f405935ab","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L41","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"be3c1417-82f0-4aea-8ec6-6bffa09d4b18","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L41","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"7d24c494-6ab4-4bef-a4ba-6a9e1af8724d","","work-in-progress","","folder","TRUE","FALSE","L42"
"70131e0a-248c-413e-8fb1-c6ef1bde5996","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L42","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"e914d1ea-f02d-4fa7-a0ef-e842cd56684c","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L42","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"21be1297-8e55-4606-844e-420c2cd207e8","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L42","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"52b35ab7-acd0-436c-b395-5a0b9fc7b3dd","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L42","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"7fe8cb90-d5f1-4543-b96f-e36252bba571","","work-in-progress","","folder","TRUE","FALSE","L43"
"74782c51-5e0f-44a2-ac04-161c4f217b0b","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L43","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"51d2a83d-c371-40f3-836f-9be2e1a46c5d","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L43","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"ea211fb1-b660-429f-bd8e-7dea03657a46","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L43","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"e2b0f0bc-6a4f-4cea-9092-76112994784d","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L43","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"8f520161-5f05-49cd-97a4-e7aa835e94eb","","work-in-progress","","folder","TRUE","FALSE","L44"
"a8afe205-2325-41cc-a774-6749d8f67a8d","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L44","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"47243646-bff2-4f92-af97-d07860f0bbba","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L44","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"132072eb-892d-4768-bd1d-708430543b06","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L44","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"319f644c-2d5a-453d-b769-8f4af86406fc","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L44","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"90f61d0c-c86d-4c07-a7db-d41c3353f299","","work-in-progress","","folder","TRUE","FALSE","L45"
"4a54ad15-7dee-4ad6-8488-811e2ffcab9b","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L45","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"a4e929a2-801b-4856-bce1-9472b439308a","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L45","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"ef934130-9cd7-458c-a108-6fc18afcb206","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L45","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"0418a1e3-91b0-4118-8aff-f1ca8887d86f","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L45","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"d522a0bc-c5cd-4abb-a43e-e9f544fab000","","work-in-progress","","folder","TRUE","FALSE","L46"
"18474e18-5680-4373-9f5b-3ac77129aa75","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L46","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"fd32c392-9a3a-4e57-ba3f-abff8930f449","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L46","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"0b310072-896d-4f03-bcce-0666f7358047","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L46","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"be31291e-5a5c-40e0-8122-d9e1ea3a84c8","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L46","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"5691d20f-64b3-4cb1-b777-16ca04ff04ec","","work-in-progress","","folder","TRUE","FALSE","L47"
"143acba8-51bd-4c26-8021-d1a89e93dd2c","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L47","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"90735842-757a-420e-b871-0abc815d6db8","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L47","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"24b084e9-918e-4a58-bf50-307ccd775a5a","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L47","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"e5709847-ff37-4917-9bcd-b83a22d58f8b","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L47","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"31092c51-7116-4e9c-9fec-fde2b836acce","","work-in-progress","","folder","TRUE","FALSE","L48"
"330ae8c6-31b4-4e54-af18-4be0a47ae0a6","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L48","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"bf9e5ce9-88b6-44a2-b1d9-848d5f3b0f77","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L48","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"4d1cf49b-7e0b-497b-9d25-07c65f27711d","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L48","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"6950c726-2210-424a-a25c-86a1e7f178a4","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L48","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"1c6f0a5d-5cbe-4a08-99b0-d5a374875f09","","work-in-progress","","folder","TRUE","FALSE","L49"
"1a6782be-52f1-451c-a3b1-e252e400a6d2","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L49","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"25d13348-1ed0-4b03-9073-c40c58a66103","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L49","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"b6a7edee-3f05-4865-9896-6d08efe25335","","work-in-progress","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L49","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"d72500d8-7f6b-4fe4-b21b-819d565b2932","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L49","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"0d4d3785-d8de-416c-881c-ef94885c33ca","","work-in-progress","","folder","TRUE","FALSE","L50"
"5e206cdb-a8bd-470f-9804-a01868873b45","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L50","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"ca78e017-fdc6-494a-b782-cb37cc558382","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L50","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"8a7e44be-547b-4ca6-9ab6-a26f6c205ab4","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L50","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"a46d4601-7329-4d77-bd68-90605fb89167","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L50","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"3ee6756d-0b26-4988-9049-c6f6f03292e3","","work-in-progress","","folder","TRUE","FALSE","L51"
"8b1331e3-96e9-43bf-a7be-e2ff57af854b","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L51","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"ca0a8b2c-22f8-4798-90a8-b532466f9767","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L51","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"ad6e1485-047d-4c1a-beb3-b791160c95ec","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L51","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"8a229056-90b1-4474-a353-4f89c67cab5d","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L51","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"312dff7e-009f-48b4-80be-000661ba38c1","","not-started","","folder","TRUE","FALSE","L52"
"08c1893c-8452-4232-9403-0f8bbf7214ec","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L52","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"7b0dd520-f485-40ae-acd9-8e355d9b5269","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L52","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"d2253e47-2261-4aa9-a709-cef52f7f234b","","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L52","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"4714399c-d279-405b-b434-0351d0675375","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L52","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"f4327f72-de43-4932-bd9a-6c7ad92fc603","","not-started","","folder","TRUE","FALSE","L53"
"52d540c4-d906-4265-9885-913f451d39c8","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L53","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"9de37a3e-9c18-45e1-82eb-283c7492ffc9","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L53","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"77e44f3f-d862-4cd2-a6d1-64e5d561ced4","","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L53","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"f148eab2-4472-4515-97c0-dce74ca3d369","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L53","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"27f04eb6-d0d1-400f-ac7a-d8b8e27b454f","","not-started","","folder","TRUE","FALSE","L54"
"4aa6646d-3d5b-4283-9c4a-d4cd63b5f450","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L54","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"9c1de6f3-f14b-4baa-97aa-bbe7a0a01229","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L54","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"08346017-2f28-4979-ad46-84e7a4a19f8e","","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L54","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"556076e7-3ba6-4988-bcdf-ddafdee61318","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L54","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"e266d678-4623-4d1e-bb0b-e7d8d962dc50","","not-started","","folder","TRUE","FALSE","L55"
"a69f257a-85fb-48b7-b120-de3fcdeb6c93","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L55","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"10e1de61-f6a6-4ea5-a663-d88cd4b7ba82","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L55","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"4ac87d7d-7f11-4976-be1a-ec760d515e2b","","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L55","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"88530cbb-93ab-4b5c-82e3-4f573cdb3fe8","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L55","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"34b159eb-9789-4f9f-9ac4-17254efed546","","not-started","","folder","TRUE","FALSE","L56"
"f49d09af-23a1-48d1-9fcc-f2fc8e79e0f4","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L56","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"8619416b-6aa6-4214-8d76-4bdf00efe8c4","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L56","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"4aafd0bf-127e-41ed-8d74-0560478d7c1b","","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L56","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"dd12a846-6f1e-4f53-8803-7aefb33e9314","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L56","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"8753ab58-51fe-4d1f-9d54-24e765f54b99","","not-started","","folder","TRUE","FALSE","L57"
"5f8a9567-8956-49f5-896e-7062d7c955d9","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L57","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"41cb9303-8ae6-4b56-bcb1-6d0b5ef68fee","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L57","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"811c5835-6e63-49d8-a7f3-9cc6d5268d2a","","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L57","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"00dec8ed-8dd4-44a0-b18e-f8b281bf0305","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L57","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"87a70d04-f18c-4076-842a-f0c3525e6265","","not-started","","folder","TRUE","FALSE","L58"
"966d5d18-da21-4a9d-ab65-f57cbdc63433","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L58","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"91a9c84b-150a-4035-9ba5-850eb264b5a2","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L58","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"599791a2-4d69-4322-88b8-1d9fa8ac9a4c","","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L58","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"ca0a1853-fca1-4383-b9af-4a2bd70dcd9a","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L58","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"b8d50e74-3b0f-4043-82bb-02c6f63e9fa7","","not-started","","folder","TRUE","FALSE","L59"
"b18d78f5-8a0f-4446-bdc4-0c544f0103b2","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L59","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"da251946-8202-4d14-b2a8-31ba10bd467f","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L59","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"777a4b17-8c7d-403f-bad4-524f061c203b","","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L59","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"8af3ff5b-1d33-4f03-bff8-5d53464892c9","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L59","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"33ae44a4-1b26-415b-ad29-160107aa736a","","not-started","","folder","TRUE","FALSE","L60"
"a1255151-502f-45f9-a76a-684e8ba473f4","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L60","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"c24c6402-11c6-4052-8c52-89ee342a2c5f","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L60","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"fa87d1e8-73a0-4e2b-9ef3-0e21984cadf5","","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L60","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"c6c630b8-cafd-447b-b6c3-bcef8ce6cc75","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L60","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"d037a6ad-7467-46b5-8588-236e7ee5d0ea","","not-started","","folder","TRUE","FALSE","L61"
"9992084a-0fb5-48b6-98a7-764699f4209d","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L61","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"fa76d6b8-d7eb-4edd-bf29-4b89021afb43","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L61","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"a4ab0196-9dc8-4956-aed5-e2bec7f8b6f6","","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L61","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"53491a78-bbe9-4326-8869-4b8808b6a66c","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L61","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"5314a861-976f-404f-9c4e-c3fb8487f466","","not-started","","folder","TRUE","FALSE","L62"
"84447b27-e8c3-4f78-bdaa-a8ea23aa695a","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L62","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"9eba43cc-6d5a-4513-8d4f-5e337b2910f1","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L62","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"0b7c634e-3596-463f-89d2-33f338c9d022","","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L62","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"c0710c10-8900-4e05-b4e2-15cd85a2fe48","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L62","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"af2389ef-4e14-4202-ada1-095fa6be8349","","not-started","","folder","TRUE","FALSE","L63"
