"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1b567945-cc4d-4c95-9e02-0c0f77016470","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"899f270a-ab42-55a3-8bfc-65a3fd27c24b","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"2bc6cf37-d992-4c11-b722-a9ca50618c8a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"c3bd9002-5cfb-4196-9e04-d053884f1d64","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Weld plate detail"
"55ca1397-76ca-51cb-bd00-90dbf1e5616a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check"
"2d091dfe-de12-507e-9931-dfe1c9f333f6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Dimensions"
"52f58593-19cd-5f0b-b5f5-a8c6c8ce5add","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Mould Clean"
"c4aa49fa-a4b7-51e1-a5c0-82ee2d6f435f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Mould Oiled"
"80ea9a10-1ba9-5eea-ae84-26cf73993118","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Mould - Workmanship"
"2647aa46-b501-5a5e-aefa-1637339f7711","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Reinforcing"
"5df8921c-6481-5630-b4bb-020619a83912","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Cast In Items"
"9762f098-edc2-5e3e-9ba7-97fa19c3ea3f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Marker Position and No."
"a20d9f80-559d-5fe1-abab-b7196219f4ed","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Make mould to Green Status"
"3fbb45d0-d797-5387-8e64-ecddbad6ca6a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Concrete Works"
"71df578b-acff-5fa7-99ea-a0366a9bebaa","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Concrete Works","Concrete Works Details"
"611e2ee8-eada-5c91-8639-cd76ec891cad","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Concrete Works","Wilco Sample Taken"
"63cc683a-8ca5-5b86-8c3a-dce72742166c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Concrete Works","Bridgeman Sample Taken"
"54e0763a-14c6-5d56-a07a-9759264a73da","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Concrete Works","Supervisor Approval"
"4bcef869-49d0-5d5e-a7c3-17f750cc4faa","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Post Pour Check"
"c8d04e77-f593-59d9-b05c-402945e1dc4a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Post Pour Check","Edge Detail"
"b6a197e3-8b1e-543b-b5fe-1b6c5c752a5d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Post Pour Check","Bar Projections"
"0428ff38-4f77-58bd-b19e-c3ba9a506825","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Post Pour Check","Cast in items"
"fbe05c86-0eac-5c95-869e-944b4b6f3f24","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Stripping and Stacking"
"5071f3f5-fb27-5e62-9be4-07ac3860af85","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Stripping and Stacking","Stripping & Stacking"
"d90c67c8-38c9-4f0f-9d71-b2540d61d716","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 30 "
"40a2c4d5-dd4c-4026-a990-56478b55e297","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30 ","Panel -1"
"4f1b1026-c479-5957-8ecd-78316d815723","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -1","Pre-Pour Check"
"8a6c7841-bf58-5059-8677-d93fb7ec95e6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -13","Stripping and Stacking","Stripping & Stacking"
"532a2204-a4c0-4310-bb0a-8f8e675c7b05","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30 ","Panel -14"
"0db0a87c-b927-549c-bcf6-10f5e6054d37","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Pre-Pour Check"
"d96a3165-a175-5cb4-8283-d8cfcf548d5f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Pre-Pour Check","Dimensions"
"57bf6074-a10d-5da0-ac25-46eb7843ba9e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Pre-Pour Check","Mould Clean"
"fbadb477-0177-59cc-bf19-84ad6505171b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Pre-Pour Check","Mould Oiled"
"01fe7fd6-ae77-5d50-a30f-3d784c0aae1c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Pre-Pour Check","Mould - Workmanship"
"0c4092d8-eacb-5e79-94ab-cc7cd06896b5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Pre-Pour Check","Reinforcing"
"29a4706e-afb7-581a-9415-f96abcbb813e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Pre-Pour Check","Cast In Items"
"5ab3703e-8b34-5e07-b69d-e09bf541210a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Pre-Pour Check","Marker Position and No."
"75a62f2f-f48d-5658-9bf4-e1740a2511ff","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Pre-Pour Check","Make mould to Green Status"
"941b6561-3d50-5d3e-9634-f0b96df46921","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Concrete Works"
"d887449e-5e53-5bdf-bb52-122e9b6c651f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Concrete Works","Concrete Works Details"
"db4b11ee-231d-55ec-b165-48de9fe23a43","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Concrete Works","Wilco Sample Taken"
"f4c0e5e6-6f60-53c0-af43-f11d51441ff5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Concrete Works","Bridgeman Sample Taken"
"f965a096-8a7b-55e8-852a-467792a24428","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Concrete Works","Supervisor Approval"
"22a0b234-9796-547e-adc3-e5923deaf4e9","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Post Pour Check"
"214610ab-4a1b-57f6-810b-526341c0010a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Post Pour Check","Edge Detail"
"53e7d271-4ea0-56e5-bbeb-920bab171937","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Post Pour Check","Bar Projections"
"e7681077-ceeb-5698-a42b-087daeb2b587","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Post Pour Check","Cast in items"
"3f90a221-22a0-5d32-b361-12df3d690a64","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Stripping and Stacking"
"bcc76a02-ec04-5ccf-aefd-974da1adf064","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -14","Stripping and Stacking","Stripping & Stacking"
"536edc6a-95a0-421b-b4c7-266168cfe8b4","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30 ","Panel -15"
"ecdaf92c-c3c5-5abd-ac9b-2b6697ad848c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Pre-Pour Check"
"e34471c0-6f77-55fd-853f-7a26d2ae9890","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Pre-Pour Check","Dimensions"
"80661e86-1712-5301-8e04-9ef5ee66cce1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Pre-Pour Check","Mould Clean"
"6ef9f999-8e6c-5106-8306-2335861f5e0c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Pre-Pour Check","Mould Oiled"
"b9a160f1-738e-5b8d-952c-03fac3c57185","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Pre-Pour Check","Mould - Workmanship"
"9b3a5156-7faf-5ae4-b80e-5e4d8c47f8df","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Pre-Pour Check","Reinforcing"
"90c62147-de7d-58e7-9cb5-d867f0504cb8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Pre-Pour Check","Cast In Items"
"305b8915-14af-58a9-b475-91d05e740b1f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Pre-Pour Check","Marker Position and No."
"4c8022c4-80ad-5efe-9a4f-699edbe9f1f4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Pre-Pour Check","Make mould to Green Status"
"5561fa5d-00ce-5876-9129-5b33d70c2e79","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Concrete Works"
"32d8facc-1c3e-5179-af54-e0f22287fa6d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Concrete Works","Concrete Works Details"
"eecacebc-aa48-5145-af38-d405b6236ea6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Concrete Works","Wilco Sample Taken"
"c4958e4b-0bf4-5206-8cc2-accef3327b06","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Concrete Works","Bridgeman Sample Taken"
"fe391ca4-b25e-5162-807a-c41c2eb2b1c8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Concrete Works","Supervisor Approval"
"e72ebfdf-1c03-5b9f-b47d-a5670a8fddb8","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Post Pour Check"
"7b585597-66a2-5493-ae6c-fe4aeeb344ee","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Post Pour Check","Edge Detail"
"6a86be90-0720-5504-96cb-7041d7d8711c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Post Pour Check","Bar Projections"
"d8fc8888-b34e-541b-95cd-7e9c059e918e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Post Pour Check","Cast in items"
"2066b236-79cf-5b1a-a6d4-66c7dc54ba21","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Stripping and Stacking"
"ff194e60-1123-508a-b5c4-4791063fb6a3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -15","Stripping and Stacking","Stripping & Stacking"
"8b0d4206-4e56-4a43-8429-c9d59758b5f4","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30 ","Panel -16"
"e8fdc38a-b98f-5d09-bbca-ceb4749a5dee","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Pre-Pour Check"
"538bb6fa-9e57-50d4-a148-1068c861eb1b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Pre-Pour Check","Dimensions"
"c2036835-7692-520a-8483-9effb6845919","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Pre-Pour Check","Mould Clean"
"92a2887d-e84c-57da-9c5a-6e62b7840068","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Pre-Pour Check","Mould Oiled"
"15df9b34-7fce-526e-8155-fe7697523c0f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Pre-Pour Check","Mould - Workmanship"
"54cbd967-dafc-5cc7-b887-e0df1e87286c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Pre-Pour Check","Reinforcing"
"6bf1d597-0a12-5ae3-89e5-07450376ab56","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Pre-Pour Check","Cast In Items"
"3338ba24-69af-5d62-b365-ea3f58d9ea42","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Pre-Pour Check","Marker Position and No."
"2020348a-bcc4-581c-8998-67bdacc93482","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Pre-Pour Check","Make mould to Green Status"
"8eaa6670-e907-593b-87dc-1f904c7c1a37","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Concrete Works"
"ae53a96a-e6bb-5241-b5bd-b79478b29377","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Concrete Works","Concrete Works Details"
"dae1a668-f194-590b-9bd8-85c7e0b13c45","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Concrete Works","Wilco Sample Taken"
"6780469e-4579-5b78-a486-67336023a7bf","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Concrete Works","Bridgeman Sample Taken"
"648ea3ae-3380-5d84-bb8d-ba5638e95bc5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Concrete Works","Supervisor Approval"
"334c87f7-5da7-5c98-a7fa-83c6b1c8ac3e","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Post Pour Check"
"6df074b1-5120-5ab6-b35a-5821c99664a7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Post Pour Check","Edge Detail"
"93aef398-6c55-5bca-87ea-7ae4819104aa","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Post Pour Check","Bar Projections"
"37368fd4-28f3-5120-8073-05f3f0f06221","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Post Pour Check","Cast in items"
"0d950f31-25d6-5d3d-9bb7-94ba583084de","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Stripping and Stacking"
"35242e88-bf87-5bfa-8437-28b0c51b511b","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -16","Stripping and Stacking","Stripping & Stacking"
"02bef86a-6b41-44b0-8207-f15397d9c98c","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30 ","Panel -17"
"17f1d4fe-e337-567d-9cbb-168ebfddaa86","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Pre-Pour Check"
"b06a84ef-2349-5a6a-8c42-5fea41104d68","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Pre-Pour Check","Dimensions"
"34ed4633-81e9-5584-910c-098e5e05819d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Pre-Pour Check","Mould Clean"
"9f9299f5-0814-5c67-a0c2-6b689d7bb2bc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Pre-Pour Check","Mould Oiled"
"6c2c8296-d338-534c-b76b-bb2a29c08db3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Pre-Pour Check","Mould - Workmanship"
"c9f11b36-92f8-5d6a-9bae-f33063b76584","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Pre-Pour Check","Reinforcing"
"b2786153-4254-5df3-a542-6c5f1a7d5d13","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Pre-Pour Check","Cast In Items"
"32afb046-d9f5-5423-9e0e-6ad303e88921","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Pre-Pour Check","Marker Position and No."
"3475f40d-797a-5e8e-8a15-fd3e2a66a3f8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Pre-Pour Check","Make mould to Green Status"
"3a3352bd-67d4-51ee-be50-20b5fe5acb68","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Concrete Works"
"64f57003-c177-5da2-b623-3dcdfe4e5bb9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Concrete Works","Concrete Works Details"
"3a5c7ddb-b521-5121-b3a4-999ce449c9b3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Concrete Works","Wilco Sample Taken"
"07c5c4f6-476e-5488-b022-9c0f159347f5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Concrete Works","Bridgeman Sample Taken"
"8dfc0e5e-a99d-5094-bbd4-28de1abb0f97","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Concrete Works","Supervisor Approval"
"e5323761-a4d9-5710-a448-a205df917150","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Post Pour Check"
"b7171320-956d-5ef7-b085-5962ad31b440","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Post Pour Check","Edge Detail"
"d792147a-30b1-5f22-a1dc-9d53108b6b78","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Post Pour Check","Bar Projections"
"26de2b0d-28a0-51ca-8171-59dd20090805","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Post Pour Check","Cast in items"
"5b1cf86c-aa5e-594e-a1e6-677e36068e3a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Stripping and Stacking"
"dc4de1f5-4f76-5811-bdbb-ff94cd550f41","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -17","Stripping and Stacking","Stripping & Stacking"
"0fe00b1a-310a-43f9-bd65-550c45036a8f","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30 ","Panel -18"
"472937c1-337a-5ead-a2c0-3c1b45fb32c6","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Pre-Pour Check"
"8f42fbdb-ba1b-510b-b8c5-3f54872584be","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Pre-Pour Check","Dimensions"
"649c4140-90e5-5299-a622-8f429becccbe","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Pre-Pour Check","Mould Clean"
"eb579f6a-c86b-587c-b2f3-f5f6b8575520","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Pre-Pour Check","Mould Oiled"
"4a36a5e4-06e6-5439-838e-a08feee103f3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Pre-Pour Check","Mould - Workmanship"
"35fa4fd1-d889-577b-9d36-3122e30b8656","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Pre-Pour Check","Reinforcing"
"b11acec2-b91c-522c-a44c-a271ce2e9e39","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Pre-Pour Check","Cast In Items"
"7fbd3fcc-20f1-5d51-8679-4792d7b7667e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Pre-Pour Check","Marker Position and No."
"8987ac0e-4489-54d5-9c66-84d2f3ff1b5c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Pre-Pour Check","Make mould to Green Status"
"52322f0b-40a7-50e9-82bc-c4f6c99fc3bb","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Concrete Works"
"fccac066-5c9c-5cc2-8dc2-58c30a6c870f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Concrete Works","Concrete Works Details"
"8a161063-5e58-5faf-98d4-b43c4f2ea675","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Concrete Works","Wilco Sample Taken"
"219e3173-272d-5afc-b1a8-06835fd7bfa6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Concrete Works","Bridgeman Sample Taken"
"def7319b-e495-5ca4-9a35-c67ba7d1ad02","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Concrete Works","Supervisor Approval"
"2b16c9de-57fd-54c5-a47a-b9b0480a1086","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Post Pour Check"
"1c7c8639-ec17-5910-8da2-140e765a6123","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Post Pour Check","Edge Detail"
"190d6ea6-e283-5063-81e5-a8c9da574554","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Post Pour Check","Bar Projections"
"02e6021b-9682-5c70-9a04-2bc9ece21fd4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Post Pour Check","Cast in items"
"ca6cb2e9-ab7a-5507-ab5f-eda52bb1dad0","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Stripping and Stacking"
"bee33053-5c47-5840-82c2-d43cdb1dc32c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -18","Stripping and Stacking","Stripping & Stacking"
"502ce9db-a141-4b4b-a565-5530722d50e8","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30 ","Panel -19"
"ab0b1327-c0cf-5367-b290-216af7f705c6","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -19","Pre-Pour Check"
"7bc79532-cb65-5b0b-a529-875766d6705a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -19","Pre-Pour Check","Dimensions"
"7631dcb1-e44e-5f6c-a865-cba024baeca9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -19","Pre-Pour Check","Mould Clean"
"3d58b0db-4911-5aaa-b000-70dcbb4deea1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -19","Pre-Pour Check","Mould Oiled"
"a00ab2a6-eff3-5898-9021-66855f73ca3d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -19","Pre-Pour Check","Mould - Workmanship"
"0a92fc26-9d77-5726-b05f-7088fce1a056","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -19","Pre-Pour Check","Reinforcing"
"6adfc167-bfa3-5fa7-a9cf-1568a2dba6e7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -19","Pre-Pour Check","Cast In Items"
"1c05df19-c69f-56cd-98ae-1a309b35371f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -19","Pre-Pour Check","Marker Position and No."
"ff5a1244-8274-53b5-a39e-2359e4cf1f84","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -19","Pre-Pour Check","Make mould to Green Status"
"59db645d-0d7c-58a0-b54d-b38a66ea8044","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -19","Concrete Works"
"ce5746d1-75be-518c-901f-5eef6c7c0b33","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -19","Concrete Works","Concrete Works Details"
