resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3003,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3004,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3005,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3006,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3007,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3008,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3009,,,,,,,,,
,step,,,,,Level 31,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3101,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3102,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3103,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3104,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3105,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3106,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3107,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3108,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3109,,,,,,,,,
,step,,,,,Level 32,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3201,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3202,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3203,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3204,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3205,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3206,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3207,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3208,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3209,,,,,,,,,
,step,,,,,Level 33,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3301,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3302,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3303,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3304,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3305,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3306,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3307,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3308,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3309,,,,,,,,,
,step,,,,,Level 34,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3401,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3402,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3403,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3404,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3405,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3406,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3407,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3408,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3409,,,,,,,,,
,step,,,,,Level 35,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3501,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3502,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3503,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3504,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3505,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3506,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3507,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3508,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3509,,,,,,,,,
,step,,,,,Level 36,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3601,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3602,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3603,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3604,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3605,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3606,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3607,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3608,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3609,,,,,,,,,
,step,,,,,Level 37,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3701,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3702,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3703,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3704,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3705,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3706,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3707,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3708,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3709,,,,,,,,,
,step,,,,,Level 38,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3801,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3802,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3803,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3804,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3805,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3806,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3807,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3808,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3809,,,,,,,,,
,step,,,,,Level 39,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3901,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3902,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3903,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3904,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3905,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3906,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3907,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3908,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3909,,,,,,,,,
,step,,,,,Level 40,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,,Level 41,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,,Level 42,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,,Level 43,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,,Level 44,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,,Level 45,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,,Level 46,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,Pipework Pressure Testing,,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Basement 5,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Basement 4,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Basement 3,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Basement 2,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Basement 1,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Ground Floor,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Ground Floor Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 1,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 1 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 2,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 2 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 3,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 3 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 4,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 4 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 5,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 5 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 6,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 6 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 7,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 7 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 8,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 8 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 9,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 9 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 10,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 10 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 11,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 11 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 12,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 12 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 13,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 13 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 14,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 14 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 15,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 15 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 16,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 16 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 17,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 17 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 18,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 18 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 19,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 19 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 20,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 20 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 21,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 21 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 22,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 22 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 23,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 23 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 24,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 24 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 25,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 25 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 26,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 26 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 27,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 27 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 28,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 28 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 29,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 29 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 30,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 30 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 31,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 31 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 32,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 32 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 33,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 33 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 34,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 34 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 35,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 35 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 36,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 36 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 37,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 37 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 38,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 38 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 39,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 39 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 40,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 40 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 41,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 41 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 42,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 42 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 43,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 43 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 44,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 44 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 45,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 45 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 46,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Level 46 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Roof,,,,,,,,,,
