"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"27ee9fee-b299-4a24-a658-b61604603e9f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Below Ground"
"c7f8442c-6c07-4001-97bb-48882a602ef2","","folder-normal","pass","","step","TRUE","FALSE","Below Ground","Site/Early Works"
"b6536717-429b-4bc5-a893-e1811a453fe2","","checklist-flat","not-started","Recycled Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 8","Recycled Water"
"b1766833-e481-4c77-be92-8313c5920bef","","checklist-flat","not-started","Commissioning (V.061221)","checklist-flat","FALSE","FALSE","Ground Floor","Zone 8","Commision"
"52bac89c-b940-4896-9672-221f4f644cce","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 8","Penetrations"
"fc0ad1eb-ed71-4662-ac14-1bb0818b3bfb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 1"
"e3e457ee-65fe-4ec2-8d02-647d46986230","","folder-normal","not-started","","step","TRUE","FALSE","Level 1","Zone 1"
"2c40dfd1-38d7-48b2-9e7b-cfda8d5e2c2d","","checklist-flat","not-started","0d3ab68cd40cdf333d36dd9a99496d84af468b2d732649df4fcb5a5c20cb74f2","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Above Ground Sewer Drainage"
"553e8362-1f75-44ec-bba4-6027fbcefda7","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Cold Water"
"92f29d89-3468-467d-97dc-b3d352c8c6bc","","checklist-flat","not-started","Hot Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Hot Water"
"8355c66d-4072-434f-bcd3-5d97838b1d95","","checklist-flat","not-started","3d0910419c1811b48afe91702fe54edfa75089dfad1b7a60a6411ace588ecf13","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Sanitary Waste & Vents"
"fd3a1219-71c2-40b6-b26d-e6e8cc63b1fa","","checklist-flat","not-started","Sanitary Fixture - State Basketball Centre","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Sanitary Fixture"
"f05eb731-06b1-4d44-8cf4-95455c975630","","checklist-flat","not-started","c1155a8ecb468f310c9c36679236cd7dfb1125ed1181425bf5562c5854423ed7","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Stormwater Above Ground"
"baebe06b-bf8b-4b52-a039-805b08da37a7","","checklist-flat","not-started","dcbd63771155c03d808f2cf4eac5bf14fbebf0bf1f55306d7458c880c5f70d9b","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Downpipe Installation"
"44ee961f-8144-41f8-a25f-31b66fbfeb05","","checklist-flat","not-started","Recycled Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Recycled Water"
"8f7ea8c5-a694-46c1-a47e-a7bead2458cf","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Penetrations"
"bed2d44b-8d53-4c4f-b39d-579b12fec68f","","checklist-flat","not-started","Commissioning (V.061221)","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Commision"
"e395dd43-ee7b-4c04-8933-cad3c5ec644e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 1","Zone 5"
"e52a2ad2-24c3-44f3-8c39-c27ab970b974","","checklist-flat","not-started","0d3ab68cd40cdf333d36dd9a99496d84af468b2d732649df4fcb5a5c20cb74f2","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Above Ground Sewer Drainage"
"1a938d7b-552a-4ac0-addf-9eb8d0ce9c91","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Cold Water"
"2ce5e6e6-2090-4ee9-9ce7-2dcc4c4390e0","","checklist-flat","not-started","Hot Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Hot Water"
"115f27f5-3d08-4d26-b9e6-b1543ed1750a","","checklist-flat","not-started","3d0910419c1811b48afe91702fe54edfa75089dfad1b7a60a6411ace588ecf13","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Sanitary Waste & Vents"
"247c36e2-9f99-4bfd-819a-aab3b8c5efa6","","checklist-flat","not-started","Sanitary Fixture - State Basketball Centre","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Sanitary Fixture"
"a308c28c-8448-48f0-b645-28b37bba3d6f","","checklist-flat","not-started","c1155a8ecb468f310c9c36679236cd7dfb1125ed1181425bf5562c5854423ed7","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Stormwater Above Ground"
"8a94ed60-e2f8-4560-b976-5ea8f2ba01d7","","checklist-flat","not-started","dcbd63771155c03d808f2cf4eac5bf14fbebf0bf1f55306d7458c880c5f70d9b","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Downpipe Installation"
"0f2ba770-14e9-418d-9bc5-e723a4538b2f","","checklist-flat","not-started","Recycled Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Recycled Water"
"5e0d885f-64cd-4cb3-83e3-c78a76871e79","","checklist-flat","pass","Concrete Pour v2","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Penetrations"
"99a003f6-b6f8-4e8c-81dd-6a53c0e3bb72","","checklist-flat","not-started","Commissioning (V.061221)","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Commision"
"0613c7b3-9505-4ee0-9725-282e6b05b659","","folder-normal","not-started","","step","TRUE","FALSE","Roof"
"d4fc0844-6ab9-4f94-9e32-fabae10d10a1","","folder-normal","not-started","","step","TRUE","FALSE","Roof","Zone 1"
"312b2141-8e33-4d44-b47b-0762c1470ced","","checklist-flat","not-started","c1155a8ecb468f310c9c36679236cd7dfb1125ed1181425bf5562c5854423ed7","checklist-flat","FALSE","FALSE","Roof","Zone 1","Stormwater Above Ground"
"a8b805a8-38a8-407d-95d0-00b3463d4119","","checklist-flat","not-started","dcbd63771155c03d808f2cf4eac5bf14fbebf0bf1f55306d7458c880c5f70d9b","checklist-flat","FALSE","FALSE","Roof","Zone 1","Downpipe Installation"
"c86b1dad-11e2-479c-90fe-f32bf0c50b26","","folder-normal","not-started","","step","TRUE","FALSE","Roof","Zone 2"
"e99f2ab5-a741-4301-ba08-be77fa232fb9","","checklist-flat","not-started","c1155a8ecb468f310c9c36679236cd7dfb1125ed1181425bf5562c5854423ed7","checklist-flat","FALSE","FALSE","Roof","Zone 2","Stormwater Above Ground"
"984171f2-f47e-4263-9738-2110d67c2614","","checklist-flat","not-started","dcbd63771155c03d808f2cf4eac5bf14fbebf0bf1f55306d7458c880c5f70d9b","checklist-flat","FALSE","FALSE","Roof","Zone 2","Downpipe Installation"
"48a97995-02d0-4d2a-8f3e-d19d5e8fb866","","folder-normal","not-started","","step","TRUE","FALSE","Roof","Zone 3"
"e850fe40-4d25-4c68-8768-912d82494e75","","checklist-flat","not-started","c1155a8ecb468f310c9c36679236cd7dfb1125ed1181425bf5562c5854423ed7","checklist-flat","FALSE","FALSE","Roof","Zone 3","Stormwater Above Ground"
"47963e8d-2cd5-4377-983c-ae1a95ebb0d1","","checklist-flat","not-started","dcbd63771155c03d808f2cf4eac5bf14fbebf0bf1f55306d7458c880c5f70d9b","checklist-flat","FALSE","FALSE","Roof","Zone 3","Downpipe Installation"
"ce4841b7-2dee-48e4-a23b-05c239d57549","","folder-normal","not-started","","step","TRUE","FALSE","Roof","Zone 4"
"3ba9d2c9-ff08-4ccf-a510-1f52a2615a15","","checklist-flat","not-started","c1155a8ecb468f310c9c36679236cd7dfb1125ed1181425bf5562c5854423ed7","checklist-flat","FALSE","FALSE","Roof","Zone 4","Stormwater Above Ground"
"ed4d05b5-85f1-419d-8846-f9b1e691ac70","","checklist-flat","not-started","dcbd63771155c03d808f2cf4eac5bf14fbebf0bf1f55306d7458c880c5f70d9b","checklist-flat","FALSE","FALSE","Roof","Zone 4","Downpipe Installation"
"d8eb89a7-0b84-4caf-a70b-ceb50c24493f","","folder-normal","not-started","","step","TRUE","FALSE","Roof","Zone 5"
"205409a4-054a-4c9b-83da-305e41f42ce9","","checklist-flat","not-started","c1155a8ecb468f310c9c36679236cd7dfb1125ed1181425bf5562c5854423ed7","checklist-flat","FALSE","FALSE","Roof","Zone 5","Stormwater Above Ground"
"bd8b1baa-5617-4d24-9488-e04dea92e62c","","checklist-flat","not-started","dcbd63771155c03d808f2cf4eac5bf14fbebf0bf1f55306d7458c880c5f70d9b","checklist-flat","FALSE","FALSE","Roof","Zone 5","Downpipe Installation"
"bdfea937-60a5-481a-b22e-9a2f27ec655d","","folder-normal","not-started","","step","TRUE","FALSE","Roof","Zone 8"
"754fa944-dca3-4e7a-920e-f187a3e666bd","","checklist-flat","not-started","c1155a8ecb468f310c9c36679236cd7dfb1125ed1181425bf5562c5854423ed7","checklist-flat","FALSE","FALSE","Roof","Zone 8","Stormwater Above Ground"
"fc07df25-af62-4355-a7b1-c3970bea5d03","","checklist-flat","not-started","dcbd63771155c03d808f2cf4eac5bf14fbebf0bf1f55306d7458c880c5f70d9b","checklist-flat","FALSE","FALSE","Roof","Zone 8","Downpipe Installation"
