"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"98c26acb-cdf8-4497-891f-4178557656ff","","not-started","","folder","TRUE","FALSE","Active Projects"
"31ec2bcf-3d2f-47e3-9fef-96dbc354a293","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)"
"46008034-1533-4eb1-ab05-3aea7f263b07","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing"
"b7f5d2c0-bd95-4dfa-a577-de2fa8946b4c","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in"
"41ad4a7c-e116-4d59-acef-30ca1dd42144","","not-started","WG Install Water/Gas Rough-ins - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","WG Install Water/Gas Rough-ins - QA Checklist"
"fbc274fb-3291-5159-b841-2ecb2373ae03","","not-started","WG Install Water/Gas Rough-ins - QA Checklist:2ab4993b-dfcd-4af5-92c0-aca186cbb373","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","WG Install Water/Gas Rough-ins - QA Checklist","Details"
"550e7116-8cc5-50d1-b8ab-b49a19a806d6","","not-started","FO Fit-off Wash Basin & Tapware - QA Checklist:82d4984d-2d22-4854-9ab7-775607ef2997:355a6228-757c-4b10-b1a3-fbcb4b4d4af5","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Wash Basin & Tapware - QA Checklist","Details","Check trap is clear of debris"
"f0c963c3-db19-52ad-99bd-b5a874883de0","","not-started","FO Fit-off Wash Basin & Tapware - QA Checklist:82d4984d-2d22-4854-9ab7-775607ef2997:f3ed0ca4-76cf-47bc-b5f0-5511a5d841f8","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Wash Basin & Tapware - QA Checklist","Details","Check caulking"
"c8db9a9c-6dac-460f-b82e-96409e81b7e6","","not-started","FO Fit-off Shower & Tapware - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist"
"9c23f39d-dc42-5bc7-96a8-5aabbdf16348","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details"
"613ad2e3-6cca-5e60-86c1-20ca853c9476","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530:93c0b66e-18f2-4eff-916f-a36c89ee3328","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4"
"ba20d732-a55d-5cc5-aa36-fc3031cd7e81","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530:7ea3bda7-1f2e-49cd-8c7e-10b4cb69ae65","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details","Installation complies with current drawings & specifications"
"c9cd2c1e-3b4b-5cc0-91b0-9706ed754970","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530:e8be2a79-336b-4989-9e95-bb90ea05a1e0","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"6b9b9977-bedc-5731-9cec-df790cc4134e","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530:24086e62-0be2-4a77-96e4-741f838d5bae","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details","Check all, pipework, fittings, connections for damage, imperfections or leaks"
"400de5af-2170-5f49-84c1-c95203dcf55b","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530:a6ae678b-27c8-4f98-b2e6-8ba0f4e8acd7","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details","Check fixing points are secure"
"891f3ddf-9f3a-5f95-a7e6-5814e57947de","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530:776eade8-86ee-4833-a371-09a4f919f519","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details","Check level & alignment"
"e2b31297-117e-5604-b478-bfd8b1378cb8","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530:c35d485b-47fc-4230-8c53-485e34d12f42","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details","Check wall plates, mixers & diversion valves"
"c25da794-7777-5679-92d1-5d9a13f8f00f","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530:07cebd35-0eb7-47d7-9d7a-ffd720d346bb","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details","Check outlets, wall rails & hand showers"
"a332532b-a714-562d-b503-8c2c61d437fa","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530:d6b57e5c-f427-4ff4-b317-1344bc09ae8c","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details","Check waste & trap connections"
"9bc7e3e1-f522-5eb1-983c-7d6f721e3a95","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530:57d6e8b6-4ae2-47e1-81ab-1467fb6577a7","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details","Check all functions & controls for correct operation"
"f0687add-5433-541c-a276-3eb015675fe8","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530:a67ce984-dbd3-413c-af6c-5d6ed7f4b24c","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details","Check floor grate level & alignment"
"b34fe804-a86b-59f8-90e3-777c69aacfe7","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530:4c3874a8-0d2e-41e2-9a14-d89dd43a09b0","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details","Check trap is clear of debris"
"ec54f749-5199-52be-a9df-7eba79e97fac","","not-started","FO Fit-off Shower & Tapware - QA Checklist:9f3c89c8-3e61-4f74-bd6d-2ff52785b530:e9d15e50-57a7-4fe8-a6f5-9e16aabd91e6","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Shower & Tapware - QA Checklist","Details","Check caulking"
"56d1cef4-a5fd-4af7-8764-8db5e92d08e7","","not-started","FO Fit-off Bath & Tapware - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist"
"ae5cd4c8-ed74-563d-a949-929e889d2458","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details"
"28bbb845-ae1a-5cf7-a61d-c3d582ab2f2e","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:4bc83cee-da63-4222-aeb2-11653ec64484","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4"
"2527a231-e96b-5caf-98aa-96154ac04771","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:150174fe-17fd-4916-ae0e-1ff6a2f36a86","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","Installation complies with current drawings & specifications"
"b648a687-a585-5cf0-9f55-60be62d7f17a","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:de06a8de-5228-4866-89e3-b7699dcee0a0","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"8d8912f1-bf4a-5f50-81a1-175ee7584c57","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:15bd76d7-c3e5-4a73-8fc4-9de7845ca788","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","Check all, pipework, fittings, connections for damage, imperfections or leaks"
"03d8c273-f7c4-5a90-b602-9b193c01c3dc","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:f69a2c37-1310-45a3-a3dd-953a1a5157ae","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","Check bath floor bedding &/or mechanical support system"
"cc7b6db6-ee39-5943-9733-06638b32f6d9","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:1fd73fa1-02ed-4ccf-9368-4b5e218c275f","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","Check level & alignment"
"417dc226-f4d9-53a9-bf1b-41f07a6cb78c","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:4a8911b8-5bc8-4d28-9113-ddf2a1723e5b","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","Check wall plates, mixers & diversion valves"
"4ec3f4d2-7288-5666-8af2-43ec93907cb1","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:e8852c85-a871-4260-93cc-fa1108a002a5","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","Check outlets, wall rails & hand showers"
"2e289d76-82f2-55d7-8036-afc0f44a9e64","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:48c6bd94-4131-467e-acf0-276cf4123dbd","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","Check spa bath pump, heater and pipework"
"ac6737e4-5a9f-52df-8ddd-8de6a5c25012","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:82c7cbbd-2890-4cac-a119-f7d44ba1649a","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","Check waste & trap connections"
"54198770-5b4a-5eab-b165-4088c57062f8","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:1966597a-b6ae-4e39-8753-385650128143","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","Check all functions & controls for correct operation"
"0528efdb-bdb9-5b6c-b225-c550b00eb10a","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:55245c88-f9a3-411a-b644-f04872c82c2a","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","Check floor grate level & alignment"
"cdb46919-6d68-5319-91d2-406776df37ca","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:b9d15e18-b0fd-4f90-81e0-792c2c8e429e","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","Check trap is clear of debris"
"a66988bd-ede3-5d1d-ac7e-10f2d6d6b689","","not-started","FO Fit-off Bath & Tapware - QA Checklist:2e612e1d-a9b0-430a-84cc-2541b649d87c:60f006c7-f25f-4f17-82e5-08f2a7f2b4ca","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Bath & Tapware - QA Checklist","Details","Check caulking"
"d545d8e7-46ee-4e26-9d2e-34e08348d5d1","","not-started","FO Fit-off Hot Water Unit - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist"
"1e983ae8-7292-51d7-af65-8cbefd20bbc5","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details"
"56681001-189a-55a7-ba87-c1a1cb6c548f","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:aad256ac-32d7-4103-8517-02a7b566dacc","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4, &/or AS/NZS-5601"
"1ae6ce67-a645-59c0-ab8f-a2c2a2a28f1a","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:dcf85c81-c7b2-4aa1-b786-58464cbd47ba","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Installation complies with current drawings & specifications"
"7b12113c-d671-5fa6-a137-5676dbfaabef","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:670ab550-88f0-42ff-b106-57897558e14d","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"5a63be7e-caea-5aee-aced-8e832ca0c37f","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:84f5c842-c439-46e1-a270-fb3742c4af15","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Check all, pipework, fittings, connections for damage, imperfections or leaks"
"d6ab7562-1055-583e-a840-6af7ad4016c6","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:f4924486-66aa-4e99-8a24-0d6928035583","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Check materials & joining methods"
"61ceece6-256f-542e-aaab-d0a3390815b2","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:046ee79b-fec9-4549-8223-a36d047ee62d","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Check level & alignment"
"8a4ff39f-1c30-54ed-a275-258e2856f59a","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:65d5abba-8322-49a9-a374-052258064e2d","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Check all pipework, isolation valves, non-return valves, pressure reduction valves, water filters & connections, etc"
"9a75dbcc-b4d3-5ba4-ab30-65b7caeaa36f","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:1a32422f-9daa-4762-8757-618fc0b93c6e","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Check bold-down & fixing points are secure"
"b0fab510-ccd6-5c43-a506-ad0ddc823ca9","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:114d64ea-df3f-4e01-a957-ff2dfa7779ed","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Check thermal pipe lagging"
"813177ec-9985-5eb7-af37-f2abf45d973e","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:b8f46a72-60b9-4f31-95a0-2638433748bc","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Check PTR valve, safe tray & drainage"
"bd0b38ff-1b19-531e-8528-bc64871741f8","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:2aff9f82-b3ad-4d13-83ee-a0d2dd40cf2e","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Check flexible connections are not twisted or kinked"
"7a3888bf-9502-5575-8100-c66e31225338","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:07beccba-fb54-4a3e-99b5-27b511802a9d","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Check solar panels & mounting brackets"
"ac3258b4-2344-5b6b-b8f8-e874ae26c9d1","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:a288135a-6cf8-4ecd-b375-8ad97cf27e3b","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Check solar connecting pipework & fittings"
"9aafbcda-7716-57e5-8f49-112940986b32","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:fdee1c3b-5355-40c8-871e-3da0485d21db","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Check solar circulation pump"
"b53b8c8d-6f36-5b27-a839-3246853612b0","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:6cf1907b-673f-4939-8db4-04efa72f9566","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Check gas valves, connections, fittings, etc (if applicable)"
"6c7e4128-fe23-5eb6-8d37-73076e1a018d","","not-started","FO Fit-off Hot Water Unit - QA Checklist:4b357045-916b-4579-b06a-498645d344aa:441dc687-c510-410d-b653-576168070c3a","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Hot Water Unit - QA Checklist","Details","Check flue system (if applicable)"
"712b2ec0-0a53-4cbd-ab5d-fb4e0d26e893","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing"
"d416b39d-3f3c-46fa-ad46-0ab700eefeb2","","not-started","TST Test Water Service Pipework - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Water Service Pipework - QA Checklist"
"5f48ed2a-74bf-5c6a-9b84-4f44eb131250","","not-started","TST Test Water Service Pipework - QA Checklist:d2435b4e-4a80-41fc-b5be-cdcb10629b2e","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Water Service Pipework - QA Checklist","Details"
"d1906d8d-6283-56dc-849f-072f76d2ab16","","not-started","TST Test Water Service Pipework - QA Checklist:d2435b4e-4a80-41fc-b5be-cdcb10629b2e:d3caaf4c-6545-407a-ab15-2ba8d2488389","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Water Service Pipework - QA Checklist","Details","Test Water Service Details:"
"b29d926b-6889-59e9-bfeb-2b93fbe0730b","","not-started","TST Test Water Service Pipework - QA Checklist:d2435b4e-4a80-41fc-b5be-cdcb10629b2e:267adea7-a1a2-4a96-ba96-b83d6d1bb8bd","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Water Service Pipework - QA Checklist","Details","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4"
"a626cd45-bd40-58f1-90c4-bf5fe9775eab","","not-started","TST Test Water Service Pipework - QA Checklist:d2435b4e-4a80-41fc-b5be-cdcb10629b2e:5339c879-169a-419a-a6e0-ec6410daaf60","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Water Service Pipework - QA Checklist","Details","Installation complies with current drawings & specifications"
"fa9e1f16-3d3d-5be5-b74f-41449449fb59","","not-started","TST Test Water Service Pipework - QA Checklist:d2435b4e-4a80-41fc-b5be-cdcb10629b2e:111c244c-7c97-4932-9dae-3a10bd4eab82","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Water Service Pipework - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"398c88cb-9ac3-52cf-bb6d-0755ada74efd","","not-started","TST Test Water Service Pipework - QA Checklist:d2435b4e-4a80-41fc-b5be-cdcb10629b2e:c1acfcf9-1c82-445b-9aa3-308f4450e03b","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Water Service Pipework - QA Checklist","Details","Check all valves, mixers, meters, fittings, etc in the test zone are rated for the test pressure required"
