"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"12e05ced-2482-47eb-9f83-31f178a047e6","","folder-normal","pass","","step","FALSE","FALSE","Temp Works"
"fdd82e7d-baa6-402b-8977-90e362f79dfb","","folder-normal","pass","","step","FALSE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing"
"03abf0c8-8fdf-4651-b8c3-5610ec1f6d12","","folder-normal","pass","","step","FALSE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing","Rail Temp Delineation Fence Installation"
"aa12f8e9-cc7d-46ca-9bcf-ac6fbf453045","","folder-normal","pass","","step","TRUE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing","Rail Temp Delineation Fence Installation","089-0041-Brunt-Temp Rail Delineation Fence-North"
"6265f95c-98a2-4aba-a3cd-8e973066dda1","","checklist-sectioned","pass","ITP-018-CIV - Rail Delineation Temporary Fencing","checklist","FALSE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing","Rail Temp Delineation Fence Installation","089-0041-Brunt-Temp Rail Delineation Fence-North","ITP-018-CIV - Rail Delineation Temporary Fencing - North Fence - Lot 089-0041"
"5e4eca6b-1e4b-5b20-b03c-6cfae867c41e","","checkpoint-group","pass","","","FALSE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing","Rail Temp Delineation Fence Installation","089-0041-Brunt-Temp Rail Delineation Fence-North","ITP-018-CIV - Rail Delineation Temporary Fencing - North Fence - Lot 089-0041","1. Referenced Documentation"
"8f5a0ccb-31df-5103-a78b-a5f938c88f41","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.2 - Non Dependent"
"17533fba-de84-51be-86c2-812933da43e6","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.3 - Non Dependent"
"86980577-f6e9-5523-9d7d-861679505ecc","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.4 - Non Dependent"
"51a7073a-787d-5154-ab24-5205d73b71a1","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","2. Preliminaries-Materials"
"45abe089-8972-5aee-8938-a941f72c0485","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","2. Preliminaries-Materials","2.1 - Material Conformance"
"f8c0c962-f7e7-5787-b36f-b54a6bb58924","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","2. Preliminaries-Materials","AUTHORITY HOLDPOINT"
"6c4d3189-0d1f-5949-8ab5-8b5d9ff6c08c","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","3. Preliminaries-Documentations"
"24ee2e5d-19f4-5b9c-92aa-a7d391e55d8d","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","3. Preliminaries-Documentations","3.1 - Pre-Commencement of Fill Works"
"73f09174-270f-5500-b594-3ee254534cf9","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","3. Preliminaries-Documentations","AUTHORITY HOLDPOINT"
"31aacf88-8e2a-5aeb-bbdd-1a6eebbac7a6","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","4. Pre-construction / Pre-installation Activities"
"dae8d3b2-09b0-532b-8842-6f553c8008be","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","4. Pre-construction / Pre-installation Activities","4.1 - Survey Set Out"
"7075eff3-03af-58c7-ac41-0a5f3f64e2df","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","4. Pre-construction / Pre-installation Activities","4.2 - Flora and Fauna"
"aacf5c12-f512-5d73-bd5e-9b90436a891e","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities"
"95d0ec29-45a8-52d1-ad9e-c16a12083d8c","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.1 - Placing of Fill"
"0a066b95-71f0-5f79-81e5-7d45a0cb1d6b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.2 - Fill at Structures"
"0b87d8e8-726d-5aa4-8a71-4fe6bf7fc3e7","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.3 - Test Roll"
"2b90f95c-c142-54a9-a499-76fe40c47a15","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","AUTHORITY HOLDPOINT"
"2ce8ef02-79c1-535e-9361-7bdd7b556266","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.4 - Compaction Testing"
"a638b559-46f1-5831-80f2-450669f9751a","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.5 - Preparation of final surface"
"2e854fde-e869-55ae-a016-1caba2b9c664","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.6 - Post Compaction Material Property Testing"
"7772bb3f-89f5-5cc9-a28c-33a3e808eadf","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities"
"ab56478f-0f37-5944-b231-1eb8b6cfe4bc","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","6.1 - Survey Conformance - Asbuilt"
"247eea04-bba7-58a7-aa9c-2b5f1910ade4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","6.2 - Non-conformance Report (NCR) Closure"
"e10559d1-2d20-58a4-8b98-9d05800efbca","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","Final Inspection"
"87dece48-9cd0-5fb8-a10c-dd6add12ad88","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0626 - Ground Improvement Works - Lot 4.1 North - Layer 3 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","Sign ITP"
"cffcdb39-2039-4705-a3d5-4c2a7b9875ae","","folder-normal","pass","","step","TRUE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone"
"634cff34-826c-48f2-90dc-fac3920164ad","","checklist-sectioned","pass","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","checklist","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS"
"f7c95e7f-5aa5-5e07-a990-5b5b983cd2de","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation"
"090883a2-3841-518e-bc57-437cd2d6cfbd","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1. Referenced Documentation"
"48b2341f-b8e6-5b0e-aebf-02a31e692697","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.1 - Non Dependent"
"11a5432e-5820-5484-8ddf-bbb90eca5c37","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.2 - Non Dependent"
"e99bfed6-6fb9-57fb-b794-962b4abb0158","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.3 - Non Dependent"
"6af45d19-e562-5ddb-9cc4-a86c4667f459","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.4 - Non Dependent"
"a3e574f2-fc1e-5bf1-b840-9e6ce262aed6","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","2. Preliminaries-Materials"
"27103ec4-7dbf-5689-93c2-2ba7dc5915a9","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","2. Preliminaries-Materials","2.1 - Material Conformance"
"c2f76210-984e-5d33-9e0f-7387ed40fea9","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","2. Preliminaries-Materials","AUTHORITY HOLDPOINT"
"624c5cc9-b527-5b1a-9b0f-0aef1160fa19","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","3. Preliminaries-Documentations"
"12c85941-f9f3-5640-abe5-fb088b85f4d9","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","3. Preliminaries-Documentations","3.1 - Pre-Commencement of Fill Works"
"97522cf7-5f05-5c12-acc7-4d826a02e7f7","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","3. Preliminaries-Documentations","AUTHORITY HOLDPOINT"
"15a2856d-e2ab-59be-9da0-8585cb9e9bfa","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","4. Pre-construction / Pre-installation Activities"
"4f12eb58-920a-5c2b-9659-6d5e9cb542ed","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","4. Pre-construction / Pre-installation Activities","4.1 - Survey Set Out"
"bb0ae65c-cdcf-56c5-bca6-dc4f3bc5c94d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","4. Pre-construction / Pre-installation Activities","4.2 - Flora and Fauna"
"a5fd5ec8-3ce5-5611-972e-36597c45a135","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities"
"6e343f79-82f2-5c61-a4c6-d34e2dea8a83","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.1 - Placing of Fill"
"309dc647-76bc-5667-812b-1a9722fd6486","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.2 - Fill at Structures"
"4f61c857-0c49-558b-b4e8-62b77a50c152","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.3 - Test Roll"
"f634bfeb-fbae-5748-932c-10ba958743da","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","AUTHORITY HOLDPOINT"
"05314709-039a-5621-bdb9-6d12f4ea3424","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.4 - Compaction Testing"
"8d0fff74-b502-58fb-bf8c-29d2dcf267bb","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.5 - Preparation of final surface"
"b351631c-4c38-57a1-aa63-001e55b18d44","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.6 - Post Compaction Material Property Testing"
"0953e77c-322f-5673-b987-ce1632567457","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities"
"9a582f45-c001-5f3d-a044-3082f8ca77d3","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","6.1 - Survey Conformance - Asbuilt"
"b6428c01-a37c-502f-8b56-2703268133e0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","6.2 - Non-conformance Report (NCR) Closure"
"7673bea3-050e-5a49-8e93-2057ee7bf4b0","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","Final Inspection"
"cf5559e4-1422-5691-8a3a-baae0d28b789","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0627 - Ground Improvement Works - Lot 5.1 North - Layer 4 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","Sign ITP"
"133a0d1a-2684-490a-be09-6aed14144274","","folder-normal","pass","","step","TRUE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0628 - Ground Improvement Works - Lot 6.1 North - Layer 5 of 1m Zone"
"25eebdab-0310-4fef-876a-776af8064abb","","checklist-sectioned","pass","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","checklist","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0628 - Ground Improvement Works - Lot 6.1 North - Layer 5 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS"
"23910efa-eee9-5b4e-b216-4d602cd989bb","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0628 - Ground Improvement Works - Lot 6.1 North - Layer 5 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation"
"efbe737d-9e7f-526e-9533-0d470b9a938a","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0628 - Ground Improvement Works - Lot 6.1 North - Layer 5 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1. Referenced Documentation"
"f35094b8-21ae-5316-ac5a-990693171687","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0628 - Ground Improvement Works - Lot 6.1 North - Layer 5 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.1 - Non Dependent"
"985b1cfe-21f0-5622-8a5a-745e0defaa3b","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0628 - Ground Improvement Works - Lot 6.1 North - Layer 5 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.2 - Non Dependent"
"d3802c15-2242-5d99-9e72-99e89bde93cb","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0628 - Ground Improvement Works - Lot 6.1 North - Layer 5 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.3 - Non Dependent"
"96945e22-7818-5e6c-87a3-cc904981cd4f","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0628 - Ground Improvement Works - Lot 6.1 North - Layer 5 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.4 - Non Dependent"
"c9e3c812-13b0-5f95-bd90-3f10b88b656a","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - North ","089-0628 - Ground Improvement Works - Lot 6.1 North - Layer 5 of 1m Zone","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","2. Preliminaries-Materials"
