"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3978a4b0-4fc9-47e4-ab6f-a3a3e80b1ffb","","work-in-progress","","folder","TRUE","FALSE","Project QA"
"f3206cc2-1f9d-49ba-8fb6-f6e913dafcdb","","work-in-progress","","folder","TRUE","FALSE","Project QA","Phase 2"
"dbce7b16-a4e8-480c-b078-6bdd8fa4ae08","","pass","","folder","TRUE","FALSE","Project QA","Phase 2","Stage 1"
"d01395cc-efbf-4c80-83da-39c27181579a","","pass","Upper Roof","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 1","Upper Roof"
"22518848-4a39-5590-90b7-c1a36b25d139","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Delap photos"
"b2caad2f-c53b-5fbb-a67e-2887e8b38f46","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Clean roof"
"aea9df17-783b-59cb-b79d-485d806c4ecb","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Remove existing cap flashings"
"85f5090c-af95-5d70-805b-a65fc0a24695","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Install screws to substrate"
"de76eb9a-684b-52a7-87b4-1a4f2f242021","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Install Trough Infill PIR"
"baaa0eec-32c8-54db-b133-1b574a8befad","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New Vapour Barrier"
"8c4b3fa9-cd9c-54ae-8067-8bcdad2ff05f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New 40mm PIR"
"52bfd2ec-ba78-58cf-a03c-5a13af105f9d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New Fibretite Membrane"
"e256c887-9328-59b2-a175-d30fcc7cde09","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New Fascias"
"ce3c2660-7014-5c85-ad22-cd65f662d9df","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Parapet flashing"
"4b7e1e77-8f21-58f7-be12-d34177fef36e","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Gutters and Down pipies"
"d3cf40a7-8942-48f2-b804-0956eadd1644","","pass","Lower Roof","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 1","Lower Roof"
"8ead0f73-91ef-5e5c-b1b2-782afb0721cf","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Delap photos"
"a9d23f45-6dcf-554f-b9da-844eb7db5e2c","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Clean Roof"
"287bff10-57b6-5a0c-aca4-5c36f243d95a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Remove existing cap flashings"
"448acd11-9ce3-5901-b132-7cc70d78fa96","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Install screws to substrate"
"6bb0b9bb-7fca-5b93-bbff-c6b1aff4f7e5","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Install Trough Infill PIR"
"c16e863e-4431-58bb-911c-44ae2cc4825f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New Vapour Barrier"
"b8a7e400-a45e-550d-b0b4-03434cfb154a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New 40mm PIR"
"56d8ffea-0541-5286-863b-015445f7c739","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New Fibretite Membrane"
"7b0a5b15-8e12-5bb5-84ca-eb26382311f1","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New Fascias"
"75fe2ca3-08dc-5f34-8f37-53135f03244d","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Parapet flashing"
"0ecb5157-fd31-57cc-baf5-de7850b9a58d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Gutters and Down pipies"
"2d5f0396-4969-484c-9db9-8b6ec42b168a","","pass","","folder","TRUE","FALSE","Project QA","Phase 2","Stage 1","Windows"
"2588767a-e85a-42c0-bd36-1125c45bfcd4","","pass","nAJ0 - Window","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 1","Windows","nAJ01"
"04d00f2b-c23a-4986-a238-5c1a5e93b54c","","pass","Phase 3 Block M & L - Awning Roof","checklist","FALSE","FALSE","Project QA","Phase 3 M & L","Stage 2","Awning Roof"
"466b8739-a20b-553f-a2f6-f2d65fef68c1","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 2","Awning Roof","Remove Existing Clearlite"
"04af3b3a-2310-5601-ab74-d42d00608995","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 2","Awning Roof","Install new Fibreglass Roofing"
"15429af0-3f41-5aa7-9b71-904b3ebc4811","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 2","Awning Roof","Install closed cell profiled foam strip"
"39737043-46a7-507f-bc25-411d47d060c1","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 2","Awning Roof","Install Apron Flashing"
"ee684520-22e6-503f-a5e1-ce995a56a041","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 2","Awning Roof","New Gutters and Down Pipes"
"82c06507-6c36-44d3-88c1-d0feca9e8902","","pass","","folder","TRUE","FALSE","Project QA","Phase 3 M & L","Stage 3 - Library"
"46c642d2-634f-418b-99df-ba01f2a1c6ee","","pass","Stage 3 - Roof","checklist","FALSE","FALSE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof"
"9b43d0c5-205b-58f4-b67d-e712c51fc510","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Remove Satellite Dish"
"b00ccde6-adfa-5d1b-bc98-ec20981870e8","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Remove Existing Corrugated Iron"
"e04412fd-b125-5abb-808b-44e238f5b468","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Remove Gutters & Down Pipes"
"e20a9535-ff28-59b7-9792-cf630972a7dc","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Inspect Roof Rafters"
"ece61a1b-3287-5999-94ac-b7618166259c","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Inspect Services"
"b3d6e9bc-731b-5741-90a7-83e2d5e23ee1","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Install Roof Insulation - 25mm gap"
"624f6650-4a8d-5596-8774-3f17e5cfe5d4","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Install Blocking between Existing Outriggers"
"fc98fbd5-3c2f-5dba-a587-161fdcd2998c","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Install Fascia"
"aa877fab-1b4e-543d-b64e-a0333eac7e5f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Paint Fascia"
"1957a365-b532-5ef5-a55b-998dd77ec765","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Install Drispace GN2500N Fascia Vent"
"2f8416a0-fc55-5308-8ac9-a0cd51c5cd75","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Install VB20 Venting Batten"
"9715966f-48f5-57c0-9f6d-32cadb9f83b5","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Install Eave Flashing"
"967d8a2c-1338-5da9-928b-6309bf310d74","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Install Wire netting"
"85858cb6-c537-52e0-9ee4-ec31f7ef175b","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","DRISTUD FRU38 Roof Underlay"
"f94d09a4-3c6b-5a1c-a1d4-3cbe12e673bd","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Terminate at Top Batten"
"a8019ea3-e142-5fff-9bc5-710c365f21c3","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Install VB10 Venting Batten"
"1cef4b37-0b33-51ec-95b7-9cd2c7e9cd94","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Install Space Eaves Comb Filler G1275"
"3040f282-59e0-51e1-9227-e091046c6fd2","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Install Colorcote Magnaflow Roofing (Smokey)"
"c8b929e9-1289-5c49-b34a-9d0ec1a0be24","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Up Turn Stop Ends"
"46c22644-e207-5703-b53e-1d50622be562","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","40mm Between Sheets at Ridge"
"a2ed6322-2c3c-5bee-abc7-bb44cb5703e4","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Install Ridge Vent RV10DT"
"d8956905-a877-567a-901e-329efac78627","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Install Ridge Flashing - 10mm Gap from Roof"
"487bb320-0074-5917-9d53-67e46e79235c","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","Type 17 14G x 140mm Timbertite Screws"
"aeb14404-f714-567e-a069-694dc120ef3f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Roof","125mm Box Colorcote Gutter on External Brackets 10mm Gap"
"963ce5ff-bd9d-438f-850a-dae065572ed0","","pass","","folder","TRUE","FALSE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior"
"ebd6853e-dde6-43c4-a1b5-126f0f8cf481","","pass","Stage 3 - Library Exterior - North","checklist","FALSE","FALSE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North"
"9f13b724-993e-5300-a009-6cdd5182c393","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Remove Asbestos Soffits"
"3628d328-a693-5beb-8d91-0c0e613e6889","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Remove Existing Windows"
"0e705ffc-93e3-5950-a29c-42f1db78416e","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Check Windows Openings Sizes"
"bd4c9578-accd-5f07-bc43-4fd6228d7e07","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Install Jamb Battens"
"59837afd-7651-543d-a826-ca0ad8b1ce1e","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Install New Flashing Tape - 50mm lap onto Building Paper"
"2d06a9dc-b033-5cc7-a35f-313758b51cc4","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Install New Weatherboard Below Windows"
"507230aa-0e2c-51db-ae3d-822982d91903","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","0.9BMT Powder Coated Aluminium Sill Flashing"
"d51451ad-6949-5988-b1f7-2a10138779e5","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Install New Wall Underlay"
"f0828734-b556-5f96-8c8f-19e4c21a72be","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Install New Weatherboards"
"0c08f053-36ca-5ae8-9f11-69e25f6e91b9","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Install New Windows"
"9deb6c07-9365-5ce4-b0af-1e1ccd4f4f52","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Install Fascia Between Windows"
"f4000018-2e0c-5da2-87f0-a1ab095f8063","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Install Scribers"
"954d5867-0268-5c88-a829-317bcd16596b","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Install H3.2 Soffit Blocking"
"39128a37-e7ae-5a61-8664-869d472b91c2","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Install Soffit Flashing"
"278b1b78-fb20-5ff9-9885-f56159b811d8","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Install Villaboard Soffit"
"6d089ca4-fab0-5712-a33e-be17a856cfea","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Paint Weatherboards"
"fe9b4e8b-111d-59ba-a24f-fb92f0ff9658","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","North","Paint Soffits"
"735b11f0-68cb-4a40-a0b1-5108e6fedda5","","pass","Stage 3 - Library Exterior - East & West","checklist","FALSE","FALSE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","East"
"01946896-dcce-5a09-b4c7-dfcc2bfa9649","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","East","Remove Asbestos Soffit"
"40ef9e84-fea7-59a0-bb0f-4ea1d2e8705a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","East","Remove 3 Windows"
"02f78428-c178-5ee4-988e-2d190d449df8","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","East","Lap new Building Paper"
"5b1fae2f-82b4-58eb-8336-b8cef1d42d98","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","East","Install new Weatherboards"
"a4150400-faa0-5908-9ca5-242f644d0f03","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","East","Install Scribers"
"a9d8548e-06d4-55c0-8f27-6c67eeac2a1d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","East","Install H3.2 Soffit Blocking"
"c0be66ab-e55f-5140-8e04-6883f3c03cde","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","East","Install Soffit Flashing"
"0b50a4cf-9f07-51ba-aecd-c472b494622e","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","East","Install Soffits"
"0201e2c6-7469-5a43-b07f-5e71f8f40d6d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","East","Paint Weatherboard"
"d71d83bd-bc02-5ee5-a0d3-5a4101a093d2","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","East","Paint Soffits"
"2c3bf6b6-e7cf-4fdc-a170-7ffa012072b1","","pass","Stage 3 - Library Exterior - East & West","checklist","FALSE","FALSE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","West"
"0f900269-5fc9-5c22-a6ae-ebd8a726bafe","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","West","Remove Asbestos Soffit"
"1d644fc4-8d28-54ba-b640-4ef7802d9748","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","West","Remove 3 Windows"
"4f337981-85fc-5119-8886-da4927754913","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","West","Lap new Building Paper"
"c70d3647-2087-577c-8e36-7c2bcc52bc15","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","West","Install new Weatherboards"
"c7b83d82-2ea4-5807-a1fd-8194fb86f801","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","West","Install Scribers"
"6b3dc79a-5605-5a48-b59e-cc14627800df","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","West","Install H3.2 Soffit Blocking"
"81d0bad3-524d-5d02-bd4f-124d9715d3d9","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","West","Install Soffit Flashing"
"a5ef8a55-c054-5f1e-8be7-f9094ff3b98e","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","West","Install Soffits"
"fb2e637d-f131-52fb-9fdb-fb3b6ab095a3","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","West","Paint Weatherboard"
"3b903750-ad0c-52b4-ad6a-2f47f5d59cfd","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","West","Paint Soffits"
"c399c800-ce35-4ad5-8c94-daaf7a6817f4","","pass","Stage 3 - Library Exterior - South","checklist","FALSE","FALSE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","South"
"dae38891-3700-5753-bb7e-f757fb8899dd","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","South","Remove Windows"
"c84469aa-5de2-5d22-9ba7-eed8beeff227","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","South","Remove Existing Cladding"
"5d3322b7-631c-5c43-a9b2-8b53f8820aee","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","South","New Framing - New Bottom Plate DPC"
"8f242b9a-ec54-5e90-badb-76b9bc2971e6","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","South","New RWU - Proclima Self Adhesive"
"21a458fd-253e-5ee5-a0cf-e39712272c8a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","South","Install H3.2 Timber Plate with DPC"
"deb014f9-de6f-5888-b70b-def2549510a8","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","South","Install 1.2BMT Base flashing - 15Deg Slope"
"b17f325e-04cc-5c3b-816d-1d39e545ed1c","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","South","Install Cavity Closer"
"320b4c1a-468a-5f69-ab92-32c78e817a4e","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","South","Install Easylap Cladding"
"5f0b2189-37eb-510f-aa1b-9637f74b142b","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","South","Install Castellated Batten"
"69988360-e512-5359-bebf-d76c8f736fa9","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","South","Install 1.2 Aluminium Soffit Flashing"
"f1558d0c-281a-5f09-8a66-544d127dab32","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Exterior","South","Paint Cladding"
"6081c875-2f2d-4691-af9a-bb1d4e019873","","pass","","folder","TRUE","FALSE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior"
"d03da537-4bec-4d6b-ae41-26bff4b3e88d","","pass","Stage 3 - Library Interior - North, East & West","checklist","FALSE","FALSE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","North"
"ee435464-c175-5f70-84ba-0c5812642aac","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","North","Remove Windows"
"f936567d-88e4-5313-9ad9-459560b14cb3","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","North","Reframe Wall"
"aa815f9f-60fa-5c28-ad56-6a33eb22a6f5","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","North","Install Windows"
"d33d1c14-275b-5b0b-8bda-f7e17c180b1c","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","North","Airseal Around Windows"
"66ae6131-70e7-5ccc-9195-e0ee2501b152","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","North","Install Insulation"
"bb4ac708-33a5-593d-bdfa-7bfa2292c4a2","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","North","Install Structural Plywood"
"395a9909-d737-5a69-88e0-d64e9ac7b928","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","North","Install Skirtings"
"74007127-311e-52e1-bb2f-fe1b6216d40a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","North","Install Architraves"
"6c749b03-eac1-566e-82e8-61d96329876c","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","North","Install Autex"
"e7cb6a36-2aee-56f1-8170-9fb3df58192f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","North","Install Ceiling Flashing Trim"
"dcdbfab1-f582-444c-9fc7-8941ba8379ac","","pass","Stage 3 - Library Interior - North, East & West","checklist","FALSE","FALSE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","East"
"daca3f78-2391-59de-b0c1-65974c41a802","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","East","Remove Windows"
"fb9a7ccf-762c-5a9b-b660-af63bdc4d45d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","East","Reframe Wall"
"0f1dbda2-b4fc-5e0e-89ab-2a28fb2c10d7","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","East","Install Windows"
"8f514afe-7970-5179-affd-336ef1796e86","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","East","Airseal Around Windows"
"a47b790f-98aa-5094-b42f-de47ee78544e","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","East","Install Insulation"
"2e09d649-5ad9-53fa-8f0b-67e93d7697a6","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","East","Install Structural Plywood"
"22357003-2d18-52ac-a8d1-7f5df29e6e58","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","East","Install Skirtings"
"f6118974-9d1f-5092-839a-6ff0c610b334","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","East","Install Architraves"
"d6608904-53bc-5968-9a68-586b2e9faeca","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","East","Install Autex"
"b89b5817-a3e9-55c0-94af-404a29e93f78","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","East","Install Ceiling Flashing Trim"
"0ff85f11-7c27-4f05-85fa-0d3b837a1d9b","","pass","Stage 3 - Library Interior - North, East & West","checklist","FALSE","FALSE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","West"
"64e95ee4-5c0c-54d6-83fa-5b140960235d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","West","Remove Windows"
"4be235c8-08a9-5fdd-9505-56d541c0891d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","West","Reframe Wall"
"3c009b75-a416-5c1d-b061-e5e221cfe7b5","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","West","Install Windows"
"29319cac-4a3c-5eec-affc-cd66a0c508c6","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","West","Airseal Around Windows"
"a19584b1-1b96-5d02-a8fa-0d124a02b1d9","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","West","Install Insulation"
"c0ba6152-a6a9-5f74-b366-6b9df935e01a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","West","Install Structural Plywood"
"86e20e9d-2a5d-5655-859f-64fdfa0d311e","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","West","Install Skirtings"
"f4555312-bc41-5a0b-82ff-5c1907779dba","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","West","Install Architraves"
"3dfb8ee3-2e99-5ef7-9137-370c9d4fd782","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","West","Install Autex"
"b3a549de-63cc-54af-aaf9-b19ac23f3ac6","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","West","Install Ceiling Flashing Trim"
"03fe58a5-6730-4dfb-8e38-bdcee261dbbf","","pass","Stage 3 - Library Interior -Careers Room","checklist","FALSE","FALSE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","Careers Room"
"5d9a3195-578c-554c-b10d-f9ca786f7837","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","Careers Room","Remove Windows"
"82093f08-a538-5272-b1fe-c8d29b903a28","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","Careers Room","Reframe Wall"
"fb9eee5d-9fec-5b3c-a897-535658a64061","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 3 M & L","Stage 3 - Library","Library Interior","Careers Room","Install Windows"
