"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e4cf5638-45b7-4c70-bf51-3c5e63380208","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"921635ad-384a-57a2-968a-e0b6ca4209e7","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"82632969-86f7-4f57-b481-e3e525a682e3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"2cfac9fb-861a-4776-af69-0f72abb5a5a4","","checklist-sectioned","pass","b4d1633d23659b113421612c76dd31fcbb3d55235db2b92c835b5f74c883a446","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"7661a612-32c5-5cdb-9954-f3365fc1dc3a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail"
"3a2346fe-6630-5986-9138-b3bbefe9b1dd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Edge Detail"
"f69bb3ea-ba4b-55ab-82f8-b65f04f21d79","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Bar Projections"
"7466d9b1-4daa-5f09-8132-f146e2d710f2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Cast in items"
"e6daa6e7-80df-4c1e-9a4e-1f80f34069fb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels"
"67463430-fbb3-4e31-b57f-25b9dfcea89b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels","Panels 1 - 30"
"0ab02ad1-e32b-4cb4-b385-e205b5ceb936","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1"
"9dc5a764-f679-5491-ac30-817f4d030b36","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Pre-Pour Check"
"6d69e3a4-f5d7-56db-88cb-d1ee1c641f6f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -29","Pre-Pour Check","Make mould to Green Status"
"6a6efe7b-2d44-572f-99f7-03c0e3003d67","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -29","Concrete Works"
"40d33c24-2bd1-5371-9289-945e98c78c79","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -29","Concrete Works","Concrete Works Details"
"ddb1fd03-e488-5a50-9e36-1c27a6673e7b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -29","Concrete Works","Wilco Sample Taken"
"bec11280-da9d-5896-a3d0-0f5acf9f0083","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -29","Concrete Works","Bridgeman Sample Taken"
"33ddf179-3996-50b9-a209-18c90e8052f9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -29","Concrete Works","Supervisor Approval"
"43c73a1e-f62e-5ef2-809f-43fdcc39f81d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -29","Post Pour Check"
"c890cd03-2074-5ae2-b061-9129b8442a05","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -29","Post Pour Check","Edge Detail"
"5565a754-b77b-5a47-b648-e515e10b5508","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -29","Post Pour Check","Bar Projections"
"08075d5f-95da-51f9-b0a9-b5991c775457","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -29","Post Pour Check","Cast in items"
"5d814a6f-2ca1-5115-b5d9-9cd37c193116","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -29","Stripping and Stacking"
"717b929b-048f-5388-8640-9910f90a0c89","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -29","Stripping and Stacking","Stripping & Stacking"
"e1f6f481-d933-4782-8642-c823ff2880f2","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30"
"d3a088a6-9624-5646-b634-26d7ea9fc2bc","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Pre-Pour Check"
"f7a40b91-7c29-5c42-a511-60c071d8f857","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Pre-Pour Check","Dimensions"
"0390b237-50fa-505c-92ab-1a79fdb67e86","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Pre-Pour Check","Mould Clean"
"735b5885-d594-5e16-a715-31264a40c9ea","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Pre-Pour Check","Mould Oiled"
"50d09ca2-9dca-5bd7-9b57-2b4ce85edc90","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Pre-Pour Check","Mould - Workmanship"
"996afe2c-fde9-53b6-a691-abc2da27ebb8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Pre-Pour Check","Reinforcing"
"fa1b9822-bd4c-5529-bf69-ce7b61613195","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Pre-Pour Check","Cast In Items"
"346ff92b-6919-5cfb-aa52-0c2a630a4e0a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Pre-Pour Check","Marker Position and No."
"1c26e527-fec9-5446-8618-8d4d61ad9911","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Pre-Pour Check","Make mould to Green Status"
"be3f746a-4fdf-5643-8394-c3c3c69eb8de","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Concrete Works"
"3b60ce10-8583-59c5-9298-45fc14a73504","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Concrete Works","Concrete Works Details"
"d13ca50f-9994-57cb-b8e7-7fe64078b404","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Concrete Works","Wilco Sample Taken"
"b564f1da-8cca-5126-9e87-33806df0c934","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Concrete Works","Bridgeman Sample Taken"
"6d8a10f4-ac54-53a7-9b3f-6134d84e0b20","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Concrete Works","Supervisor Approval"
"6ccb37b2-6e25-548c-bad9-6ff90adc7b09","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Post Pour Check"
"627dd8b3-79d6-5c8a-914f-78fe38db203c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Post Pour Check","Edge Detail"
"3366e5d7-50a4-5125-bab1-89d5e6e8a308","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Post Pour Check","Bar Projections"
"ef455007-b3a1-5f2c-821a-731c25cbfb2f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Post Pour Check","Cast in items"
"dcd2d408-ea6b-5e86-8fdc-837502a5270f","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Stripping and Stacking"
"aa9ac5ff-ae2f-54f5-888b-fbee8dc05109","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -30","Stripping and Stacking","Stripping & Stacking"
"dff8cbf8-f503-46ea-b411-6d6c3a14dece","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels","Panels 31 - 60"
"8e889fc2-c212-49ce-b55a-d21f314dcdeb","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31"
"51ededf5-7525-5c00-9e98-81d309962708","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Pre-Pour Check"
"76c2ba57-cfa2-5a62-81ec-7f6ba3877e51","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Pre-Pour Check","Dimensions"
"bb4e9594-5c9a-5e79-acb2-ad6bd20e983b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Pre-Pour Check","Mould Clean"
"95996c6f-8366-5f36-98f9-fd28d084ef70","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Pre-Pour Check","Mould Oiled"
"e1c5b24f-4e75-54fa-90d5-8958774927b8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Pre-Pour Check","Mould - Workmanship"
"fd5b638a-9ab0-5a69-b03d-16d4137abccb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Pre-Pour Check","Reinforcing"
"9417396b-51b4-5376-b3c1-40825658b2ca","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Pre-Pour Check","Cast In Items"
"c8186678-e856-5482-a94c-486440b9a62a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Pre-Pour Check","Marker Position and No."
"76ce6f4a-e5a0-5317-9c50-0db260ee9f34","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Pre-Pour Check","Make mould to Green Status"
"c9dc901f-72e2-5c6f-85ed-62026bad056f","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Concrete Works"
"936154c9-99e6-57b5-94ca-af781d747f01","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Concrete Works","Concrete Works Details"
"6b153ea1-1a1a-5e28-8ad7-748958db9eef","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Concrete Works","Wilco Sample Taken"
"96b0343b-0318-5a99-87bb-41d7dbfcf2fa","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Concrete Works","Bridgeman Sample Taken"
"d832b33a-ae3b-558b-bdf6-6d92517a2a1b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Concrete Works","Supervisor Approval"
"67ea3455-118f-5ecc-8115-865e71bde658","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Post Pour Check"
"b18a6ed2-d207-583f-9640-d18e8f0fd321","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Post Pour Check","Edge Detail"
"195a2e64-402b-5a42-8067-de8f29698716","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Post Pour Check","Bar Projections"
"118334bb-157b-5651-86ea-c53d23b46bca","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Post Pour Check","Cast in items"
"5ba473d3-a92b-5f61-89d0-05676c94ce31","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Stripping and Stacking"
"2ff4382b-fafd-50e4-bb49-c32d5a6f6e7d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -31","Stripping and Stacking","Stripping & Stacking"
"8bc2e198-4963-4b38-a87f-5c4f37b6c3d0","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32"
"5dfd69ad-0ce4-5a93-9313-ef325bd48e82","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Pre-Pour Check"
"33cf6a0d-8401-5872-aa93-0626ae6a766a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Pre-Pour Check","Dimensions"
"049aebe7-38d3-561c-b855-f65ab7c8d3b0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Pre-Pour Check","Mould Clean"
"17cd1b0d-067c-52c6-85e0-05681b42d487","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Pre-Pour Check","Mould Oiled"
"06f4edef-a923-5897-a236-5646a30e743c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Pre-Pour Check","Mould - Workmanship"
"796b2418-d3f7-52de-bd0e-93f29f3a381f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Pre-Pour Check","Reinforcing"
"c9c50c00-8428-5cbb-aa50-78880f3e4eef","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Pre-Pour Check","Cast In Items"
"db62c7c8-e4fe-5464-96de-de315e4321f9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Pre-Pour Check","Marker Position and No."
"e3fec415-4ed9-53df-ae0a-c1179faa3911","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Pre-Pour Check","Make mould to Green Status"
"3102f948-34ce-57f6-920e-7cdb3326ff73","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Concrete Works"
"90bc79f3-3db8-5b20-8f10-0334219c89cc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Concrete Works","Concrete Works Details"
"b6ed555f-2d86-5634-b34e-dc0788581f2f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Concrete Works","Wilco Sample Taken"
"1ca51b16-cb00-5738-a5f0-3ab089bd45ff","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Concrete Works","Bridgeman Sample Taken"
"e1a08cdd-eec1-5b53-949f-f3463e857e61","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Concrete Works","Supervisor Approval"
"c52b1e6c-8511-5556-b6e3-d5f352887cab","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Post Pour Check"
"2438af79-4ca6-58a3-926a-6ea9ac3b026d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Post Pour Check","Edge Detail"
"4b7d2002-9c3f-5754-a69f-68bc145c3827","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Post Pour Check","Bar Projections"
"bd5caeaf-70fe-5e23-8d90-48d70e7a1f89","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Post Pour Check","Cast in items"
"4bd147c4-8693-5b32-a517-2d13051a9189","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Stripping and Stacking"
"bf3cfe75-cb5a-5ac8-a157-79c65036e6de","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -32","Stripping and Stacking","Stripping & Stacking"
"7c1f953e-a981-421b-9279-a04630ca1e24","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33"
"a9566a51-eb4e-597b-aae0-f6d7880de6f7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Pre-Pour Check"
"1fe2db79-072d-5a59-bfa3-cea54f609455","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Pre-Pour Check","Dimensions"
"47d29d58-a3f4-5d8a-b6e4-8f6ab3a7ae21","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Pre-Pour Check","Mould Clean"
"1e5121bf-5342-55fb-838f-02a9cb5ccd0f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Pre-Pour Check","Mould Oiled"
"2d344617-9435-53e1-a22a-fcad9b51b801","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Pre-Pour Check","Mould - Workmanship"
"0e47eb65-832c-500b-960d-06bcf8d9575e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Pre-Pour Check","Reinforcing"
"24192d75-7609-5e35-9318-acb8b89d8609","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Pre-Pour Check","Cast In Items"
"4ffa65fa-a254-5423-b1b1-697e1add5fb9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Pre-Pour Check","Marker Position and No."
"cea88c05-c809-516b-ad45-4aa4ec6952cd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Pre-Pour Check","Make mould to Green Status"
"ee430f70-0872-5612-83b2-14d7b9882407","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Concrete Works"
"9e6fd149-8d72-5781-84f0-e6802aa7976d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Concrete Works","Concrete Works Details"
"e41285b3-8b11-5078-a539-3d42687137ea","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Concrete Works","Wilco Sample Taken"
"db067740-b156-5734-847c-e4209081fae2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Concrete Works","Bridgeman Sample Taken"
"25f91ab4-88cc-50d0-a91a-416e9c2e4d81","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Concrete Works","Supervisor Approval"
"fb033d00-6d5a-51a4-b263-8f9b748aadc3","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Post Pour Check"
"8502d0d0-b49b-5a47-9aa8-bee69327669a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Post Pour Check","Edge Detail"
"93d0f7d7-161c-51d0-8dbb-6c092a36bc73","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Post Pour Check","Bar Projections"
"6b853579-61c8-55f1-b48f-5c356d599665","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Post Pour Check","Cast in items"
"cc854571-6904-5f27-8db2-9ba223713d2a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Stripping and Stacking"
"dc994b8b-17d6-5ce0-91bc-a7577c4addd6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -33","Stripping and Stacking","Stripping & Stacking"
"1cb4dbb4-cbec-45cc-94b2-feef2fe8c85d","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34"
"40b17428-66b3-5f6e-b73b-1b34f084a9c9","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Pre-Pour Check"
"49492e89-f901-5c98-a65d-eb0c56841b00","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Pre-Pour Check","Dimensions"
"630a669a-1c6c-5ad7-92fe-911c8dc02b14","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Pre-Pour Check","Mould Clean"
"f242ad2a-dfe7-5a39-8718-7c90b7dc1b00","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Pre-Pour Check","Mould Oiled"
"0de7d184-b47a-5dc9-af51-2ade7bb533ac","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Pre-Pour Check","Mould - Workmanship"
"213c6c88-2052-50ae-a987-72c12a3a890a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Pre-Pour Check","Reinforcing"
"4a4e2b3e-bdd4-5d4d-bdfd-fc4dbbae401e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Pre-Pour Check","Cast In Items"
"4fccb419-67bc-5654-8183-41c90a02bfa4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Pre-Pour Check","Marker Position and No."
"2d911e33-9f42-5239-9c86-88304e8f980a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Pre-Pour Check","Make mould to Green Status"
"defa8ef9-c28c-510e-a3fc-b2d852d8055b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Concrete Works"
"2c0209f1-209b-5178-8c6f-4eb2141fcba2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Concrete Works","Concrete Works Details"
"02d3726f-dba0-5eec-b286-f98a67810164","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Concrete Works","Wilco Sample Taken"
"2c03089e-b104-5324-85fb-fda582900fc1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Concrete Works","Bridgeman Sample Taken"
"573d8b39-7297-5be6-9705-4402e31795ed","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Concrete Works","Supervisor Approval"
"bafb5c4e-b216-56a5-9356-118b4f39326d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Post Pour Check"
"5b58cfc9-6f58-53c2-9bc0-2e1a913a35d9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Post Pour Check","Edge Detail"
"b58bdba4-a2fc-50d4-be19-4b924469b36c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Post Pour Check","Bar Projections"
"244c1fdf-c471-5f4a-923f-fc3f8a0333bc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Post Pour Check","Cast in items"
"adc6db4d-05d5-5cf2-aeac-94889cb14053","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Stripping and Stacking"
"538348b5-b5be-5dec-9110-996f1edf3564","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -34","Stripping and Stacking","Stripping & Stacking"
"a6454c19-b3d4-4402-9d6f-3c5ea94d0988","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 31 - 60","Panel -35"
"f5e11aab-094e-5ac6-bfaa-00ba9369ae79","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -35","Pre-Pour Check"
"a7257efa-1d6c-5f03-b071-cd757a71660c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -35","Pre-Pour Check","Dimensions"
"900f6b01-98e5-512e-b19f-10f788d839aa","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -35","Pre-Pour Check","Mould Clean"
"886c7e8c-a926-5476-9aaa-7117f2689743","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -35","Pre-Pour Check","Mould Oiled"
"3049731d-bcf4-5899-a293-fb18e96cac3f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -35","Pre-Pour Check","Mould - Workmanship"
"5b226836-542e-5ac4-a9ca-90f09cc1d5a4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -35","Pre-Pour Check","Reinforcing"
"99a5e502-94f2-5242-97f9-44c1869264a6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -35","Pre-Pour Check","Cast In Items"
"9246e94a-5099-5a7a-9485-3de7246d67d7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -35","Pre-Pour Check","Marker Position and No."
"7abc1415-3148-5d24-8a2a-a18446b66b32","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -35","Pre-Pour Check","Make mould to Green Status"
"149ccfe2-2bec-558e-8207-668a93e653f7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -35","Concrete Works"
"5f5b64dc-2cc1-5e17-8ffe-649be502f0bb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -35","Concrete Works","Concrete Works Details"
